Date,JAPAN SMID GROWTH SMID (Small+Mid Cap)
2001-08-10,685.253
2001-08-13,674.651
2001-08-14,685.741
2001-08-15,698.234
2001-08-16,688.665
2001-08-17,688.477
2001-08-20,675.464
2001-08-21,680.401
2001-08-22,680.654
2001-08-23,671.546
2001-08-24,668.93
2001-08-27,671.663
2001-08-28,664.531
2001-08-29,663.046
2001-08-30,654.772
2001-08-31,652.663
2001-09-03,635.17
2001-09-04,640.232
2001-09-05,626.415
2001-09-06,625.472
2001-09-07,626.528
2001-09-10,612.213
2001-09-11,621.324
2001-09-12,574.28
2001-09-13,582.816
2001-09-14,606.502
2001-09-17,577.936
2001-09-18,592.003
2001-09-19,602.054
2001-09-20,600.325
2001-09-21,589.261
2001-09-24,584.918
2001-09-25,595.139
2001-09-26,593.672
2001-09-27,586.141
2001-09-28,601.539
2001-10-01,606.232
2001-10-02,613.181
2001-10-03,613.76
2001-10-04,623.891
2001-10-05,624.726
2001-10-08,626.881
2001-10-09,617.278
2001-10-10,614.559
2001-10-11,621.402
2001-10-12,627.148
2001-10-15,626.232
2001-10-16,630.737
2001-10-17,640.568
2001-10-18,631.65
2001-10-19,634.398
2001-10-22,634.082
2001-10-23,637.603
2001-10-24,640.847
2001-10-25,648.713
2001-10-26,645.533
2001-10-29,643.713
2001-10-30,635.741
2001-10-31,630.366
2001-11-01,626.915
2001-11-02,625.786
2001-11-05,626.396
2001-11-06,635.267
2001-11-07,629.209
2001-11-08,630.178
2001-11-09,624.498
2001-11-12,620.444
2001-11-13,609.124
2001-11-14,611.155
2001-11-15,616.974
2001-11-16,617.009
2001-11-19,615.041
2001-11-20,614.007
2001-11-21,612.562
2001-11-22,610.681
2001-11-23,607.881
2001-11-26,620.336
2001-11-27,620.132
2001-11-28,613.675
2001-11-29,606.582
2001-11-30,607.895
2001-12-03,595.307
2001-12-04,593.15
2001-12-05,599.19
2001-12-06,603.661
2001-12-07,593.544
2001-12-10,583.804
2001-12-11,575.753
2001-12-12,586.429
2001-12-13,579.978
2001-12-14,567.262
2001-12-17,554.389
2001-12-18,551.15
2001-12-19,545.193
2001-12-20,549.254
2001-12-21,542.608
2001-12-24,540.916
2001-12-25,540.636
2001-12-26,535.044
2001-12-27,539.627
2001-12-28,549.356
2001-12-31,549.781
2002-01-01,549.781
2002-01-02,545.37
2002-01-03,547.13
2002-01-04,555.544
2002-01-07,555.18
2002-01-08,541.307
2002-01-09,542.674
2002-01-10,536.747
2002-01-11,534.548
2002-01-14,536.135
2002-01-15,527.12
2002-01-16,524.001
2002-01-17,521.169
2002-01-18,531.004
2002-01-21,535.012
2002-01-22,519.535
2002-01-23,516.162
2002-01-24,514.122
2002-01-25,516.413
2002-01-28,522.682
2002-01-29,515.681
2002-01-30,514.216
2002-01-31,511.652
2002-02-01,503.202
2002-02-04,496.628
2002-02-05,485.29
2002-02-06,486.753
2002-02-07,490.641
2002-02-08,490.187
2002-02-11,494.552
2002-02-12,509.797
2002-02-13,513.058
2002-02-14,517.049
2002-02-15,515.26
2002-02-18,515.774
2002-02-19,502.868
2002-02-20,500.98
2002-02-21,511.533
2002-02-22,515.363
2002-02-25,514.559
2002-02-26,512.078
2002-02-27,523.298
2002-02-28,528.443
2002-03-01,536.11
2002-03-04,558.822
2002-03-05,556.725
2002-03-06,560.402
2002-03-07,587.301
2002-03-08,590.197
2002-03-11,602.084
2002-03-12,590.488
2002-03-13,573.335
2002-03-14,578.13
2002-03-15,583.552
2002-03-18,573.248
2002-03-19,580.594
2002-03-20,576.925
2002-03-21,574.566
2002-03-22,562.593
2002-03-25,558.563
2002-03-26,558.399
2002-03-27,565.93
2002-03-28,564.047
2002-03-29,558.527
2002-04-01,551.385
2002-04-02,556.013
2002-04-03,565.834
2002-04-04,573.495
2002-04-05,576.88
2002-04-08,580.555
2002-04-09,573.607
2002-04-10,577.884
2002-04-11,571.295
2002-04-12,565.464
2002-04-15,571.405
2002-04-16,579.706
2002-04-17,586.152
2002-04-18,591.79
2002-04-19,588.938
2002-04-22,598.402
2002-04-23,599.537
2002-04-24,598.785
2002-04-25,605.611
2002-04-26,602.269
2002-04-29,601.142
2002-04-30,593.798
2002-05-01,602.366
2002-05-02,601.394
2002-05-03,606.023
2002-05-06,604.199
2002-05-07,592.718
2002-05-08,592.876
2002-05-09,598.056
2002-05-10,601.012
2002-05-13,595.853
2002-05-14,588.691
2002-05-15,597.977
2002-05-16,606.111
2002-05-17,617.721
2002-05-20,623.049
2002-05-21,633.386
2002-05-22,639.566
2002-05-23,638.415
2002-05-24,641.323
2002-05-27,639.672
2002-05-28,642.903
2002-05-29,641.033
2002-05-30,646.279
2002-05-31,641.835
2002-06-03,647.296
2002-06-04,639.245
2002-06-05,637.685
2002-06-06,634.586
2002-06-07,628.67
2002-06-10,625.545
2002-06-11,623.796
2002-06-12,617.405
2002-06-13,610.237
2002-06-14,606.844
2002-06-17,590.009
2002-06-18,597.219
2002-06-19,585.726
2002-06-20,594.002
2002-06-21,593.62
2002-06-24,600.005
2002-06-25,600.983
2002-06-26,598.218
2002-06-27,597.299
2002-06-28,610.727
2002-07-01,613.854
2002-07-02,613.589
2002-07-03,624.677
2002-07-04,618.154
2002-07-05,621.641
2002-07-08,627.596
2002-07-09,640.233
2002-07-10,633.381
2002-07-11,629.178
2002-07-12,630.79
2002-07-15,625.528
2002-07-16,618.721
2002-07-17,615.646
2002-07-18,625.884
2002-07-19,619.105
2002-07-22,610.287
2002-07-23,607.635
2002-07-24,607.045
2002-07-25,601.005
2002-07-26,575.043
2002-07-29,568.602
2002-07-30,576.944
2002-07-31,573.58
2002-08-01,567.916
2002-08-02,562.918
2002-08-05,560.777
2002-08-06,539.926
2002-08-07,554.901
2002-08-08,552.217
2002-08-09,566.725
2002-08-12,559.93
2002-08-13,556.983
2002-08-14,571.127
2002-08-15,573.077
2002-08-16,574.738
2002-08-19,561.557
2002-08-20,560.622
2002-08-21,562.41
2002-08-22,563.746
2002-08-23,567.864
2002-08-26,576.635
2002-08-27,574.947
2002-08-28,569.407
2002-08-29,558.542
2002-08-30,561.509
2002-09-02,556.983
2002-09-03,548.236
2002-09-04,534.402
2002-09-05,539.707
2002-09-06,531.527
2002-09-09,537.72
2002-09-10,535.119
2002-09-11,536.32
2002-09-12,538.638
2002-09-13,530.414
2002-09-16,525.399
2002-09-17,536.054
2002-09-18,536.729
2002-09-19,542.168
2002-09-20,526.113
2002-09-23,523.924
2002-09-24,520.505
2002-09-25,516.903
2002-09-26,521.329
2002-09-27,527.888
2002-09-30,527.031
2002-10-01,512.505
2002-10-02,504.164
2002-10-03,497.759
2002-10-04,496.242
2002-10-07,473.238
2002-10-08,473.55
2002-10-09,465.897
2002-10-10,460.585
2002-10-11,466.944
2002-10-14,466.643
2002-10-15,480.429
2002-10-16,483.601
2002-10-17,483.629
2002-10-18,487.33
2002-10-21,489.622
2002-10-22,474.331
2002-10-23,476.189
2002-10-24,469.784
2002-10-25,477.578
2002-10-28,480.209
2002-10-29,482.65
2002-10-30,484.003
2002-10-31,481.143
2002-11-01,481.051
2002-11-04,480.187
2002-11-05,496.55
2002-11-06,495.437
2002-11-07,498.637
2002-11-08,495.367
2002-11-11,483.76
2002-11-12,483.337
2002-11-13,478.273
2002-11-14,468.384
2002-11-15,473.208
2002-11-18,460.952
2002-11-19,454.021
2002-11-20,455.511
2002-11-21,464.894
2002-11-22,473.683
2002-11-25,485.533
2002-11-26,482.214
2002-11-27,485.771
2002-11-28,495.01
2002-11-29,498.983
2002-12-02,490.004
2002-12-03,490.606
2002-12-04,480.053
2002-12-05,475.292
2002-12-06,475.567
2002-12-09,473.613
2002-12-10,473.332
2002-12-11,471.529
2002-12-12,471.421
2002-12-13,474.959
2002-12-16,463.879
2002-12-17,467.6
2002-12-18,456.657
2002-12-19,462.776
2002-12-20,462.428
2002-12-23,463.809
2002-12-24,465.655
2002-12-25,465.406
2002-12-26,476.188
2002-12-27,482.291
2002-12-30,484.979
2002-12-31,484.365
2003-01-01,484.365
2003-01-02,479.816
2003-01-03,479.876
2003-01-06,493.21
2003-01-07,484.043
2003-01-08,477.348
2003-01-09,478.957
2003-01-10,477.13
2003-01-13,479.516
2003-01-14,488.563
2003-01-15,492.914
2003-01-16,492.728
2003-01-17,494.143
2003-01-20,490.721
2003-01-21,493.896
2003-01-22,488.633
2003-01-23,497.925
2003-01-24,497.419
2003-01-27,488.859
2003-01-28,485.095
2003-01-29,477.473
2003-01-30,471.835
2003-01-31,468.351
2003-02-03,475.105
2003-02-04,482.428
2003-02-05,485.052
2003-02-06,484.0
2003-02-07,481.225
2003-02-10,478.808
2003-02-11,477.329
2003-02-12,484.964
2003-02-13,485.746
2003-02-14,487.479
2003-02-17,490.926
2003-02-18,496.271
2003-02-19,495.741
2003-02-20,494.774
2003-02-21,487.91
2003-02-24,490.578
2003-02-25,482.464
2003-02-26,483.545
2003-02-27,481.673
2003-02-28,481.584
2003-03-03,486.543
2003-03-04,487.719
2003-03-05,488.103
2003-03-06,485.579
2003-03-07,477.378
2003-03-10,468.078
2003-03-11,460.892
2003-03-12,463.723
2003-03-13,460.067
2003-03-14,459.804
2003-03-17,453.496
2003-03-18,456.909
2003-03-19,454.796
2003-03-20,461.361
2003-03-21,456.443
2003-03-24,473.503
2003-03-25,470.13
2003-03-26,476.45
2003-03-27,479.048
2003-03-28,475.124
2003-03-31,468.717
2003-04-01,470.927
2003-04-02,472.936
2003-04-03,469.48
2003-04-04,471.464
2003-04-07,476.5
2003-04-08,474.863
2003-04-09,473.117
2003-04-10,474.717
2003-04-11,470.643
2003-04-14,469.866
2003-04-15,475.742
2003-04-16,477.707
2003-04-17,480.909
2003-04-18,482.329
2003-04-21,483.426
2003-04-22,478.593
2003-04-23,477.226
2003-04-24,478.359
2003-04-25,472.46
2003-04-28,469.959
2003-04-29,470.617
2003-04-30,482.637
2003-05-01,489.767
2003-05-02,490.339
2003-05-05,491.496
2003-05-06,500.431
2003-05-07,507.402
2003-05-08,502.711
2003-05-09,506.202
2003-05-12,509.692
2003-05-13,511.334
2003-05-14,513.591
2003-05-15,508.653
2003-05-16,511.763
2003-05-19,502.652
2003-05-20,503.923
2003-05-21,501.021
2003-05-22,502.368
2003-05-23,509.914
2003-05-26,510.946
2003-05-27,504.5
2003-05-28,502.574
2003-05-29,509.8
2003-05-30,505.23
2003-06-02,512.809
2003-06-03,512.311
2003-06-04,511.315
2003-06-05,519.61
2003-06-06,518.571
2003-06-09,523.155
2003-06-10,523.799
2003-06-11,526.748
2003-06-12,525.642
2003-06-13,529.909
2003-06-16,527.344
2003-06-17,529.447
2003-06-18,531.199
2003-06-19,530.909
2003-06-20,534.895
2003-06-23,540.584
2003-06-24,531.522
2003-06-25,538.231
2003-06-26,531.972
2003-06-27,540.566
2003-06-30,539.827
2003-07-01,550.884
2003-07-02,563.683
2003-07-03,565.89
2003-07-04,564.773
2003-07-07,572.362
2003-07-08,575.267
2003-07-09,580.601
2003-07-10,579.062
2003-07-11,565.043
2003-07-14,572.351
2003-07-15,575.331
2003-07-16,568.241
2003-07-17,555.595
2003-07-18,556.145
2003-07-21,558.164
2003-07-22,552.55
2003-07-23,564.109
2003-07-24,565.975
2003-07-25,565.985
2003-07-28,571.445
2003-07-29,570.765
2003-07-30,560.956
2003-07-31,555.659
2003-08-01,559.815
2003-08-04,554.564
2003-08-05,550.054
2003-08-06,546.678
2003-08-07,551.477
2003-08-08,550.74
2003-08-11,560.365
2003-08-12,565.855
2003-08-13,572.043
2003-08-14,578.539
2003-08-15,578.291
2003-08-18,585.493
2003-08-19,591.937
2003-08-20,603.599
2003-08-21,609.872
2003-08-22,608.891
2003-08-25,609.449
2003-08-26,610.237
2003-08-27,605.909
2003-08-28,604.558
2003-08-29,615.606
2003-09-01,631.866
2003-09-02,633.725
2003-09-03,635.981
2003-09-04,630.078
2003-09-05,626.578
2003-09-08,630.899
2003-09-09,642.436
2003-09-10,637.52
2003-09-11,626.437
2003-09-12,635.067
2003-09-15,634.419
2003-09-16,644.865
2003-09-17,648.709
2003-09-18,659.125
2003-09-19,667.503
2003-09-22,663.783
2003-09-23,666.492
2003-09-24,663.024
2003-09-25,653.356
2003-09-26,654.133
2003-09-29,655.437
2003-09-30,659.266
2003-10-01,669.603
2003-10-02,684.476
2003-10-03,690.613
2003-10-06,689.148
2003-10-07,700.299
2003-10-08,691.238
2003-10-09,694.469
2003-10-10,708.058
2003-10-13,705.622
2003-10-14,712.971
2003-10-15,713.316
2003-10-16,727.917
2003-10-17,736.273
2003-10-20,738.07
2003-10-21,730.886
2003-10-22,725.501
2003-10-23,684.662
2003-10-24,693.529
2003-10-27,708.482
2003-10-28,715.034
2003-10-29,729.559
2003-10-30,729.74
2003-10-31,717.191
2003-11-03,708.969
2003-11-04,736.599
2003-11-05,726.514
2003-11-06,708.97
2003-11-07,712.327
2003-11-10,716.87
2003-11-11,692.599
2003-11-12,684.715
2003-11-13,694.961
2003-11-14,683.257
2003-11-17,647.504
2003-11-18,651.976
2003-11-19,637.4
2003-11-20,648.995
2003-11-21,651.619
2003-11-24,649.144
2003-11-25,657.917
2003-11-26,674.245
2003-11-27,674.231
2003-11-28,665.6
2003-12-01,678.174
2003-12-02,685.712
2003-12-03,685.79
2003-12-04,686.096
2003-12-05,684.834
2003-12-08,670.587
2003-12-09,668.816
2003-12-10,654.196
2003-12-11,658.358
2003-12-12,667.174
2003-12-15,684.049
2003-12-16,674.911
2003-12-17,668.147
2003-12-18,664.548
2003-12-19,670.41
2003-12-22,677.03
2003-12-23,677.377
2003-12-24,679.781
2003-12-25,683.463
2003-12-26,689.418
2003-12-29,699.024
2003-12-30,708.944
2003-12-31,707.389
2004-01-01,707.389
2004-01-02,708.381
2004-01-05,723.75
2004-01-06,720.984
2004-01-07,723.161
2004-01-08,729.174
2004-01-09,732.687
2004-01-12,732.274
2004-01-13,728.548
2004-01-14,732.916
2004-01-15,725.165
2004-01-16,728.013
2004-01-19,733.784
2004-01-20,737.831
2004-01-21,738.58
2004-01-22,740.76
2004-01-23,743.285
2004-01-26,737.948
2004-01-27,737.726
2004-01-28,731.417
2004-01-29,719.345
2004-01-30,724.135
2004-02-02,730.958
2004-02-03,726.082
2004-02-04,708.974
2004-02-05,709.321
2004-02-06,714.008
2004-02-09,710.386
2004-02-10,708.433
2004-02-11,708.433
2004-02-12,713.179
2004-02-13,716.69
2004-02-16,719.374
2004-02-17,723.01
2004-02-18,718.892
2004-02-19,711.906
2004-02-20,699.598
2004-02-23,709.725
2004-02-24,700.732
2004-02-25,696.012
2004-02-26,697.799
2004-02-27,714.654
2004-03-01,732.95
2004-03-02,729.309
2004-03-03,731.236
2004-03-04,733.416
2004-03-05,734.304
2004-03-08,728.725
2004-03-09,736.472
2004-03-10,735.937
2004-03-11,736.919
2004-03-12,729.285
2004-03-15,742.039
2004-03-16,753.418
2004-03-17,772.776
2004-03-18,784.26
2004-03-19,779.622
2004-03-22,779.929
2004-03-23,778.847
2004-03-24,790.339
2004-03-25,803.225
2004-03-26,816.3
2004-03-29,824.152
2004-03-30,821.383
2004-03-31,842.387
2004-04-01,852.599
2004-04-02,856.678
2004-04-05,856.831
2004-04-06,851.971
2004-04-07,858.441
2004-04-08,857.333
2004-04-09,842.343
2004-04-12,860.762
2004-04-13,862.072
2004-04-14,852.6
2004-04-15,833.674
2004-04-16,839.259
2004-04-19,823.421
2004-04-20,838.069
2004-04-21,835.082
2004-04-22,832.132
2004-04-23,839.468
2004-04-26,845.169
2004-04-27,832.974
2004-04-28,833.174
2004-04-29,831.394
2004-04-30,817.739
2004-05-03,817.446
2004-05-04,821.502
2004-05-05,830.651
2004-05-06,809.546
2004-05-07,780.953
2004-05-10,717.362
2004-05-11,718.076
2004-05-12,744.942
2004-05-13,720.499
2004-05-14,711.335
2004-05-17,680.162
2004-05-18,695.778
2004-05-19,731.21
2004-05-20,727.208
2004-05-21,747.818
2004-05-24,748.438
2004-05-25,744.547
2004-05-26,758.644
2004-05-27,760.517
2004-05-28,774.378
2004-05-31,772.375
2004-06-01,783.96
2004-06-02,777.535
2004-06-03,759.332
2004-06-04,761.368
2004-06-07,787.181
2004-06-08,793.323
2004-06-09,797.258
2004-06-10,802.979
2004-06-11,798.598
2004-06-14,796.193
2004-06-15,795.917
2004-06-16,808.793
2004-06-17,816.411
2004-06-18,811.355
2004-06-21,821.065
2004-06-22,813.632
2004-06-23,814.846
2004-06-24,834.853
2004-06-25,834.115
2004-06-28,846.803
2004-06-29,845.792
2004-06-30,846.312
2004-07-01,852.793
2004-07-02,843.103
2004-07-05,823.383
2004-07-06,811.983
2004-07-07,812.988
2004-07-08,805.764
2004-07-09,821.163
2004-07-12,833.714
2004-07-13,826.908
2004-07-14,810.926
2004-07-15,801.088
2004-07-16,813.27
2004-07-19,816.389
2004-07-20,806.185
2004-07-21,803.432
2004-07-22,796.693
2004-07-23,787.448
2004-07-26,776.998
2004-07-27,756.362
2004-07-28,762.306
2004-07-29,747.725
2004-07-30,764.453
2004-08-02,765.028
2004-08-03,756.678
2004-08-04,742.85
2004-08-05,747.365
2004-08-06,752.805
2004-08-09,745.977
2004-08-10,752.418
2004-08-11,758.038
2004-08-12,758.43
2004-08-13,746.295
2004-08-16,737.278
2004-08-17,741.038
2004-08-18,744.211
2004-08-19,755.678
2004-08-20,760.19
2004-08-23,762.849
2004-08-24,760.21
2004-08-25,764.516
2004-08-26,771.329
2004-08-27,776.151
2004-08-30,774.347
2004-08-31,771.339
2004-09-01,778.782
2004-09-02,782.441
2004-09-03,769.215
2004-09-06,780.277
2004-09-07,784.57
2004-09-08,784.37
2004-09-09,773.571
2004-09-10,771.281
2004-09-13,773.457
2004-09-14,778.843
2004-09-15,762.25
2004-09-16,762.09
2004-09-17,755.135
2004-09-20,756.577
2004-09-21,750.998
2004-09-22,744.75
2004-09-23,746.808
2004-09-24,738.03
2004-09-27,731.755
2004-09-28,724.907
2004-09-29,728.731
2004-09-30,742.639
2004-10-01,751.285
2004-10-04,760.246
2004-10-05,760.207
2004-10-06,765.083
2004-10-07,764.79
2004-10-08,773.122
2004-10-11,776.838
2004-10-12,764.778
2004-10-13,761.159
2004-10-14,751.016
2004-10-15,752.677
2004-10-18,748.77
2004-10-19,759.853
2004-10-20,750.914
2004-10-21,749.701
2004-10-22,754.304
2004-10-25,749.508
2004-10-26,746.805
2004-10-27,749.319
2004-10-28,760.672
2004-10-29,755.654
2004-11-01,748.702
2004-11-02,761.665
2004-11-03,762.279
2004-11-04,769.428
2004-11-05,779.089
2004-11-08,774.49
2004-11-09,774.156
2004-11-10,766.801
2004-11-11,760.821
2004-11-12,776.96
2004-11-15,792.251
2004-11-16,790.407
2004-11-17,796.808
2004-11-18,793.582
2004-11-19,802.555
2004-11-22,786.985
2004-11-23,784.575
2004-11-24,793.789
2004-11-25,798.494
2004-11-26,793.807
2004-11-29,803.468
2004-11-30,799.298
2004-12-01,789.964
2004-12-02,798.217
2004-12-03,804.815
2004-12-06,800.981
2004-12-07,794.37
2004-12-08,778.39
2004-12-09,766.399
2004-12-10,760.005
2004-12-13,762.971
2004-12-14,763.394
2004-12-15,775.77
2004-12-16,774.435
2004-12-17,781.813
2004-12-20,787.693
2004-12-21,787.967
2004-12-22,796.733
2004-12-23,800.347
2004-12-24,808.648
2004-12-27,813.026
2004-12-28,817.774
2004-12-29,812.977
2004-12-30,828.794
2004-12-31,833.363
2005-01-03,830.083
2005-01-04,821.602
2005-01-05,820.547
2005-01-06,815.33
2005-01-07,817.753
2005-01-10,820.688
2005-01-11,834.619
2005-01-12,842.765
2005-01-13,838.969
2005-01-14,842.519
2005-01-17,855.326
2005-01-18,847.127
2005-01-19,847.73
2005-01-20,833.556
2005-01-21,833.345
2005-01-24,844.294
2005-01-25,835.059
2005-01-26,849.937
2005-01-27,845.654
2005-01-28,840.812
2005-01-31,848.595
2005-02-01,843.634
2005-02-02,850.396
2005-02-03,843.034
2005-02-04,847.726
2005-02-07,847.922
2005-02-08,835.197
2005-02-09,833.542
2005-02-10,836.082
2005-02-11,835.37
2005-02-14,843.516
2005-02-15,845.369
2005-02-16,832.591
2005-02-17,829.865
2005-02-18,829.659
2005-02-21,834.655
2005-02-22,841.597
2005-02-23,831.171
2005-02-24,832.633
2005-02-25,842.293
2005-02-28,858.0
2005-03-01,860.936
2005-03-02,861.721
2005-03-03,862.388
2005-03-04,868.431
2005-03-07,864.887
2005-03-08,866.7
2005-03-09,874.642
2005-03-10,868.996
2005-03-11,876.146
2005-03-14,867.466
2005-03-15,869.651
2005-03-16,874.976
2005-03-17,868.653
2005-03-18,873.949
2005-03-21,872.535
2005-03-22,875.432
2005-03-23,860.288
2005-03-24,855.416
2005-03-25,855.506
2005-03-28,854.693
2005-03-29,838.446
2005-03-30,831.605
2005-03-31,847.363
2005-04-01,848.035
2005-04-04,837.305
2005-04-05,840.188
2005-04-06,841.467
2005-04-07,844.137
2005-04-08,846.356
2005-04-11,844.225
2005-04-12,833.858
2005-04-13,840.083
2005-04-14,826.789
2005-04-15,818.997
2005-04-18,788.089
2005-04-19,806.295
2005-04-20,812.544
2005-04-21,804.2
2005-04-22,824.907
2005-04-25,827.132
2005-04-26,823.585
2005-04-27,823.361
2005-04-28,824.161
2005-04-29,832.488
2005-05-02,832.716
2005-05-03,832.597
2005-05-04,839.511
2005-05-05,838.225
2005-05-06,846.399
2005-05-09,843.586
2005-05-10,841.112
2005-05-11,837.707
2005-05-12,827.141
2005-05-13,818.543
2005-05-16,807.502
2005-05-17,793.776
2005-05-18,794.398
2005-05-19,806.226
2005-05-20,800.546
2005-05-23,809.907
2005-05-24,808.063
2005-05-25,794.921
2005-05-26,789.508
2005-05-27,795.949
2005-05-30,804.949
2005-05-31,812.722
2005-06-01,810.401
2005-06-02,810.849
2005-06-03,817.289
2005-06-06,822.927
2005-06-07,821.488
2005-06-08,825.024
2005-06-09,811.29
2005-06-10,814.732
2005-06-13,806.101
2005-06-14,807.068
2005-06-15,812.592
2005-06-16,816.72
2005-06-17,825.765
2005-06-20,824.917
2005-06-21,830.31
2005-06-22,830.639
2005-06-23,831.088
2005-06-24,828.518
2005-06-27,821.345
2005-06-28,828.127
2005-06-29,827.772
2005-06-30,822.827
2005-07-01,819.45
2005-07-04,824.023
2005-07-05,819.518
2005-07-06,818.364
2005-07-07,815.919
2005-07-08,811.966
2005-07-11,819.604
2005-07-12,827.63
2005-07-13,819.53
2005-07-14,822.809
2005-07-15,822.777
2005-07-18,826.458
2005-07-19,817.521
2005-07-20,815.14
2005-07-21,836.845
2005-07-22,829.495
2005-07-25,828.849
2005-07-26,824.227
2005-07-27,829.404
2005-07-28,830.425
2005-07-29,834.635
2005-08-01,837.802
2005-08-02,840.079
2005-08-03,838.859
2005-08-04,830.368
2005-08-05,812.167
2005-08-08,817.352
2005-08-09,828.281
2005-08-10,851.065
2005-08-11,865.158
2005-08-12,867.78
2005-08-15,870.69
2005-08-16,877.425
2005-08-17,875.102
2005-08-18,871.694
2005-08-19,866.957
2005-08-22,885.109
2005-08-23,883.763
2005-08-24,880.908
2005-08-25,878.031
2005-08-26,885.762
2005-08-29,871.462
2005-08-30,871.22
2005-08-31,872.849
2005-09-01,887.856
2005-09-02,894.271
2005-09-05,904.353
2005-09-06,894.529
2005-09-07,889.13
2005-09-08,879.43
2005-09-09,895.741
2005-09-12,904.937
2005-09-13,901.995
2005-09-14,908.945
2005-09-15,916.461
2005-09-16,909.908
2005-09-19,910.481
2005-09-20,920.739
2005-09-21,922.501
2005-09-22,917.44
2005-09-23,912.286
2005-09-26,929.039
2005-09-27,915.675
2005-09-28,927.422
2005-09-29,938.895
2005-09-30,934.435
2005-10-03,925.586
2005-10-04,934.54
2005-10-05,929.892
2005-10-06,912.147
2005-10-07,909.79
2005-10-10,906.128
2005-10-11,924.322
2005-10-12,927.289
2005-10-13,921.394
2005-10-14,925.292
2005-10-17,919.436
2005-10-18,908.113
2005-10-19,901.267
2005-10-20,907.787
2005-10-21,908.504
2005-10-24,910.049
2005-10-25,926.255
2005-10-26,928.761
2005-10-27,948.333
2005-10-28,944.122
2005-10-31,955.611
2005-11-01,970.095
2005-11-02,967.262
2005-11-03,964.784
2005-11-04,968.001
2005-11-07,974.416
2005-11-08,977.28
