Date,JAPAN SMID CAP SMID (Small+Mid Cap)
2001-06-04,609.316
2001-06-05,603.381
2001-06-06,601.506
2001-06-07,607.619
2001-06-08,608.991
2001-06-11,603.308
2001-06-12,588.841
2001-06-13,592.114
2001-06-14,591.136
2001-06-15,582.481
2001-06-18,577.247
2001-06-19,575.781
2001-06-20,573.425
2001-06-21,576.2
2001-06-22,585.384
2001-06-25,586.007
2001-06-26,589.703
2001-06-27,585.075
2001-06-28,578.646
2001-06-29,586.204
2001-07-02,581.691
2001-07-03,583.105
2001-07-04,576.687
2001-07-05,570.557
2001-07-06,562.218
2001-07-09,555.242
2001-07-10,557.983
2001-07-11,555.82
2001-07-12,564.34
2001-07-13,561.402
2001-07-16,558.207
2001-07-17,553.466
2001-07-18,549.354
2001-07-19,551.776
2001-07-20,553.546
2001-07-23,537.506
2001-07-24,542.662
2001-07-25,547.53
2001-07-26,549.387
2001-07-27,550.283
2001-07-30,535.883
2001-07-31,544.789
2001-08-01,551.199
2001-08-02,566.415
2001-08-03,562.203
2001-08-06,562.058
2001-08-07,564.79
2001-08-08,564.117
2001-08-09,553.387
2001-08-10,559.15
2001-08-13,551.466
2001-08-14,561.419
2001-08-15,572.09
2001-08-16,566.579
2001-08-17,565.595
2001-08-20,556.768
2001-08-21,562.491
2001-08-22,565.169
2001-08-23,559.954
2001-08-24,558.192
2001-08-27,559.413
2001-08-28,555.1
2001-08-29,552.698
2001-08-30,545.192
2001-08-31,543.838
2001-09-03,531.003
2001-09-04,535.393
2001-09-05,523.508
2001-09-06,521.843
2001-09-07,521.464
2001-09-10,507.886
2001-09-11,515.718
2001-09-12,478.943
2001-09-13,487.533
2001-09-14,507.729
2001-09-17,485.634
2001-09-18,494.99
2001-09-19,502.621
2001-09-20,501.9
2001-09-21,493.337
2001-09-24,489.687
2001-09-25,497.192
2001-09-26,496.283
2001-09-27,490.203
2001-09-28,503.672
2001-10-01,508.68
2001-10-02,513.256
2001-10-03,512.285
2001-10-04,519.894
2001-10-05,518.002
2001-10-08,519.787
2001-10-09,510.516
2001-10-10,506.98
2001-10-11,511.746
2001-10-12,516.487
2001-10-15,516.042
2001-10-16,517.568
2001-10-17,521.627
2001-10-18,514.099
2001-10-19,514.65
2001-10-22,514.096
2001-10-23,517.633
2001-10-24,520.468
2001-10-25,527.48
2001-10-26,524.585
2001-10-29,521.177
2001-10-30,517.34
2001-10-31,513.2
2001-11-01,509.955
2001-11-02,508.39
2001-11-05,510.176
2001-11-06,515.691
2001-11-07,510.338
2001-11-08,511.628
2001-11-09,506.105
2001-11-12,502.963
2001-11-13,494.373
2001-11-14,493.608
2001-11-15,498.066
2001-11-16,496.579
2001-11-19,495.639
2001-11-20,495.578
2001-11-21,495.159
2001-11-22,493.539
2001-11-23,491.292
2001-11-26,501.136
2001-11-27,499.889
2001-11-28,494.337
2001-11-29,490.208
2001-11-30,491.682
2001-12-03,481.103
2001-12-04,479.481
2001-12-05,483.447
2001-12-06,485.817
2001-12-07,477.15
2001-12-10,469.532
2001-12-11,463.242
2001-12-12,470.869
2001-12-13,465.244
2001-12-14,456.213
2001-12-17,446.784
2001-12-18,444.864
2001-12-19,440.589
2001-12-20,446.338
2001-12-21,442.775
2001-12-24,441.395
2001-12-25,441.249
2001-12-26,435.963
2001-12-27,439.792
2001-12-28,447.525
2001-12-31,447.939
2002-01-01,447.939
2002-01-02,444.345
2002-01-03,445.779
2002-01-04,450.957
2002-01-07,450.576
2002-01-08,438.172
2002-01-09,437.236
2002-01-10,431.916
2002-01-11,430.011
2002-01-14,431.268
2002-01-15,425.806
2002-01-16,425.036
2002-01-17,423.578
2002-01-18,432.203
2002-01-21,436.205
2002-01-22,424.201
2002-01-23,422.278
2002-01-24,421.113
2002-01-25,421.985
2002-01-28,427.915
2002-01-29,423.309
2002-01-30,422.646
2002-01-31,420.853
2002-02-01,415.561
2002-02-04,412.352
2002-02-05,403.853
2002-02-06,403.915
2002-02-07,407.407
2002-02-08,407.121
2002-02-11,410.737
2002-02-12,423.144
2002-02-13,426.404
2002-02-14,429.5
2002-02-15,427.901
2002-02-18,429.016
2002-02-19,417.769
2002-02-20,416.509
2002-02-21,424.971
2002-02-22,427.853
2002-02-25,426.691
2002-02-26,424.717
2002-02-27,435.168
2002-02-28,440.511
2002-03-01,447.009
2002-03-04,465.967
2002-03-05,462.696
2002-03-06,464.992
2002-03-07,485.013
2002-03-08,485.535
2002-03-11,493.947
2002-03-12,484.676
2002-03-13,472.189
2002-03-14,475.582
2002-03-15,480.441
2002-03-18,471.483
2002-03-19,477.7
2002-03-20,475.02
2002-03-21,473.072
2002-03-22,463.508
2002-03-25,461.473
2002-03-26,461.848
2002-03-27,468.018
2002-03-28,466.344
2002-03-29,460.403
2002-04-01,454.524
2002-04-02,457.518
2002-04-03,466.216
2002-04-04,472.797
2002-04-05,475.718
2002-04-08,477.834
2002-04-09,471.702
2002-04-10,476.802
2002-04-11,469.959
2002-04-12,464.901
2002-04-15,468.717
2002-04-16,475.025
2002-04-17,480.067
2002-04-18,485.18
2002-04-19,483.704
2002-04-22,490.263
2002-04-23,490.543
2002-04-24,489.505
2002-04-25,495.023
2002-04-26,491.535
2002-04-29,490.633
2002-04-30,486.126
2002-05-01,492.581
2002-05-02,491.858
2002-05-03,495.648
2002-05-06,494.12
2002-05-07,486.037
2002-05-08,486.526
2002-05-09,489.915
2002-05-10,492.014
2002-05-13,488.45
2002-05-14,483.112
2002-05-15,490.843
2002-05-16,497.68
2002-05-17,506.648
2002-05-20,511.199
2002-05-21,520.076
2002-05-22,526.071
2002-05-23,526.805
2002-05-24,530.031
2002-05-27,530.249
2002-05-28,532.467
2002-05-29,530.557
2002-05-30,534.105
2002-05-31,530.502
2002-06-03,535.865
2002-06-04,529.744
2002-06-05,528.742
2002-06-06,524.759
2002-06-07,521.42
2002-06-10,519.373
2002-06-11,518.534
2002-06-12,513.751
2002-06-13,507.393
2002-06-14,504.362
2002-06-17,490.3
2002-06-18,495.547
2002-06-19,486.35
2002-06-20,493.68
2002-06-21,494.555
2002-06-24,499.366
2002-06-25,499.049
2002-06-26,498.188
2002-06-27,496.916
2002-06-28,508.459
2002-07-01,511.564
2002-07-02,512.016
2002-07-03,522.893
2002-07-04,517.99
2002-07-05,521.199
2002-07-08,525.462
2002-07-09,536.391
2002-07-10,531.085
2002-07-11,527.899
2002-07-12,529.353
2002-07-15,524.319
2002-07-16,518.325
2002-07-17,516.554
2002-07-18,523.515
2002-07-19,519.143
2002-07-22,514.568
2002-07-23,511.947
2002-07-24,513.515
2002-07-25,508.138
2002-07-26,487.26
2002-07-29,482.601
2002-07-30,488.284
2002-07-31,486.422
2002-08-01,483.021
2002-08-02,481.057
2002-08-05,480.365
2002-08-06,463.65
2002-08-07,474.326
2002-08-08,473.357
2002-08-09,485.286
2002-08-12,479.185
2002-08-13,476.88
2002-08-14,489.383
2002-08-15,490.667
2002-08-16,491.195
2002-08-19,479.951
2002-08-20,478.112
2002-08-21,479.394
2002-08-22,480.273
2002-08-23,481.312
2002-08-26,489.743
2002-08-27,488.098
2002-08-28,484.353
2002-08-29,476.629
2002-08-30,479.447
2002-09-02,475.974
2002-09-03,468.225
2002-09-04,456.679
2002-09-05,461.535
2002-09-06,455.746
2002-09-09,460.694
2002-09-10,458.985
2002-09-11,458.388
2002-09-12,460.678
2002-09-13,454.48
2002-09-16,450.183
2002-09-17,459.908
2002-09-18,460.905
2002-09-19,467.924
2002-09-20,455.562
2002-09-23,453.666
2002-09-24,452.485
2002-09-25,448.824
2002-09-26,454.025
2002-09-27,460.446
2002-09-30,460.378
2002-10-01,448.32
2002-10-02,441.102
2002-10-03,437.323
2002-10-04,436.711
2002-10-07,417.19
2002-10-08,417.532
2002-10-09,410.62
2002-10-10,407.261
2002-10-11,412.232
2002-10-14,411.958
2002-10-15,421.42
2002-10-16,423.822
2002-10-17,424.034
2002-10-18,425.672
2002-10-21,428.016
2002-10-22,415.264
2002-10-23,417.663
2002-10-24,412.753
2002-10-25,419.852
2002-10-28,421.171
2002-10-29,423.596
2002-10-30,425.985
2002-10-31,423.728
2002-11-01,424.014
2002-11-04,423.252
2002-11-05,434.41
2002-11-06,433.309
2002-11-07,435.68
2002-11-08,434.012
2002-11-11,424.537
2002-11-12,424.715
2002-11-13,419.284
2002-11-14,410.889
2002-11-15,414.168
2002-11-18,404.447
2002-11-19,396.431
2002-11-20,399.632
2002-11-21,406.035
2002-11-22,411.947
2002-11-25,421.627
2002-11-26,418.586
2002-11-27,422.14
2002-11-28,428.496
2002-11-29,431.42
2002-12-02,422.967
2002-12-03,422.823
2002-12-04,415.642
2002-12-05,411.541
2002-12-06,412.163
2002-12-09,410.736
2002-12-10,412.14
2002-12-11,410.334
2002-12-12,410.07
2002-12-13,412.838
2002-12-16,405.008
2002-12-17,407.975
2002-12-18,398.996
2002-12-19,404.447
2002-12-20,405.214
2002-12-23,406.427
2002-12-24,408.535
2002-12-25,408.376
2002-12-26,417.399
2002-12-27,423.74
2002-12-30,426.957
2002-12-31,426.427
2003-01-01,426.427
2003-01-02,422.423
2003-01-03,422.475
2003-01-06,434.265
2003-01-07,425.558
2003-01-08,420.088
2003-01-09,421.758
2003-01-10,421.069
2003-01-13,423.175
2003-01-14,431.027
2003-01-15,435.453
2003-01-16,436.271
2003-01-17,438.379
2003-01-20,435.47
2003-01-21,438.512
2003-01-22,434.28
2003-01-23,441.985
2003-01-24,441.683
2003-01-27,434.238
2003-01-28,431.385
2003-01-29,424.696
2003-01-30,420.58
2003-01-31,417.121
2003-02-03,423.461
2003-02-04,429.884
2003-02-05,431.863
2003-02-06,430.88
2003-02-07,429.049
2003-02-10,427.761
2003-02-11,426.44
2003-02-12,433.638
2003-02-13,433.392
2003-02-14,436.211
2003-02-17,439.614
2003-02-18,444.492
2003-02-19,444.288
2003-02-20,443.295
2003-02-21,437.266
2003-02-24,439.827
2003-02-25,432.161
2003-02-26,433.021
2003-02-27,431.626
2003-02-28,432.118
2003-03-03,436.63
2003-03-04,438.233
2003-03-05,438.513
2003-03-06,436.682
2003-03-07,429.042
2003-03-10,421.732
2003-03-11,415.827
2003-03-12,417.444
2003-03-13,414.237
2003-03-14,413.344
2003-03-17,408.374
2003-03-18,410.799
2003-03-19,409.571
2003-03-20,415.972
2003-03-21,411.537
2003-03-24,427.02
2003-03-25,424.04
2003-03-26,429.839
2003-03-27,433.244
2003-03-28,430.518
2003-03-31,424.444
2003-04-01,426.286
2003-04-02,428.705
2003-04-03,425.113
2003-04-04,426.253
2003-04-07,430.99
2003-04-08,429.143
2003-04-09,428.038
2003-04-10,429.253
2003-04-11,424.523
2003-04-14,423.265
2003-04-15,428.588
2003-04-16,429.969
2003-04-17,432.345
2003-04-18,433.532
2003-04-21,435.152
2003-04-22,431.195
2003-04-23,429.462
2003-04-24,430.817
2003-04-25,426.106
2003-04-28,423.867
2003-04-29,424.454
2003-04-30,436.333
2003-05-01,442.582
2003-05-02,442.675
2003-05-05,443.72
2003-05-06,451.2
2003-05-07,457.304
2003-05-08,453.423
2003-05-09,457.158
2003-05-12,460.837
2003-05-13,461.429
2003-05-14,464.21
2003-05-15,460.129
2003-05-16,461.43
2003-05-19,453.323
2003-05-20,454.335
2003-05-21,451.318
2003-05-22,453.205
2003-05-23,459.622
2003-05-26,460.605
2003-05-27,454.463
2003-05-28,452.327
2003-05-29,457.623
2003-05-30,453.69
2003-06-02,460.223
2003-06-03,459.644
2003-06-04,459.143
2003-06-05,467.868
2003-06-06,467.061
2003-06-09,471.672
2003-06-10,473.071
2003-06-11,476.072
2003-06-12,474.945
2003-06-13,478.948
2003-06-16,476.56
2003-06-17,477.51
2003-06-18,478.598
2003-06-19,477.678
2003-06-20,481.638
2003-06-23,488.14
2003-06-24,480.157
2003-06-25,485.998
2003-06-26,480.602
2003-06-27,487.292
2003-06-30,486.694
2003-07-01,495.604
2003-07-02,506.392
2003-07-03,507.044
2003-07-04,506.546
2003-07-07,512.112
2003-07-08,512.114
2003-07-09,517.965
2003-07-10,518.185
2003-07-11,507.727
2003-07-14,513.087
2003-07-15,513.395
2003-07-16,506.309
2003-07-17,495.317
2003-07-18,496.635
2003-07-21,498.437
2003-07-22,493.37
2003-07-23,503.39
2003-07-24,504.955
2003-07-25,504.505
2003-07-28,509.991
2003-07-29,509.504
2003-07-30,501.659
2003-07-31,497.993
2003-08-01,502.855
2003-08-04,498.728
2003-08-05,494.533
2003-08-06,490.826
2003-08-07,495.325
2003-08-08,494.925
2003-08-11,502.467
2003-08-12,506.362
2003-08-13,511.267
2003-08-14,517.92
2003-08-15,517.426
2003-08-18,524.074
2003-08-19,529.414
2003-08-20,540.194
2003-08-21,545.263
2003-08-22,544.28
2003-08-25,544.529
2003-08-26,545.771
2003-08-27,542.909
2003-08-28,541.279
2003-08-29,550.212
2003-09-01,563.726
2003-09-02,564.339
2003-09-03,566.653
2003-09-04,561.876
2003-09-05,559.607
2003-09-08,563.089
2003-09-09,573.126
2003-09-10,569.024
2003-09-11,560.215
2003-09-12,568.008
2003-09-15,567.428
2003-09-16,578.767
2003-09-17,582.149
2003-09-18,590.29
2003-09-19,598.104
2003-09-22,598.017
2003-09-23,600.458
2003-09-24,598.197
2003-09-25,589.441
2003-09-26,588.788
2003-09-29,589.408
2003-09-30,593.052
2003-10-01,603.449
2003-10-02,617.652
2003-10-03,622.797
2003-10-06,621.166
2003-10-07,629.689
2003-10-08,622.968
2003-10-09,625.746
2003-10-10,637.147
2003-10-13,634.945
2003-10-14,638.485
2003-10-15,637.253
2003-10-16,647.39
2003-10-17,651.327
2003-10-20,653.174
2003-10-21,648.883
2003-10-22,643.73
2003-10-23,608.573
2003-10-24,615.331
2003-10-27,627.621
2003-10-28,633.643
2003-10-29,644.566
2003-10-30,645.387
2003-10-31,632.686
2003-11-03,625.433
2003-11-04,648.988
2003-11-05,642.998
2003-11-06,628.392
2003-11-07,632.634
2003-11-10,636.528
2003-11-11,616.101
2003-11-12,609.997
2003-11-13,618.893
2003-11-14,611.68
2003-11-17,580.888
2003-11-18,584.164
2003-11-19,573.604
2003-11-20,582.913
2003-11-21,585.765
2003-11-24,583.54
2003-11-25,591.38
2003-11-26,603.852
2003-11-27,603.613
2003-11-28,595.836
2003-12-01,606.134
2003-12-02,612.025
2003-12-03,613.378
2003-12-04,614.936
2003-12-05,615.263
2003-12-08,605.61
2003-12-09,605.644
2003-12-10,594.689
2003-12-11,598.638
2003-12-12,606.389
2003-12-15,618.42
2003-12-16,612.252
2003-12-17,606.976
2003-12-18,605.35
2003-12-19,610.174
2003-12-22,615.719
2003-12-23,616.035
2003-12-24,617.262
2003-12-25,619.026
2003-12-26,623.531
2003-12-29,630.567
2003-12-30,639.241
2003-12-31,637.839
2004-01-01,637.839
2004-01-02,638.733
2004-01-05,652.966
2004-01-06,651.41
2004-01-07,652.42
2004-01-08,656.04
2004-01-09,657.794
2004-01-12,657.424
2004-01-13,655.979
2004-01-14,659.002
2004-01-15,652.167
2004-01-16,653.2
2004-01-19,657.581
2004-01-20,660.059
2004-01-21,661.044
2004-01-22,664.975
2004-01-23,667.833
2004-01-26,664.81
2004-01-27,664.627
2004-01-28,660.3
2004-01-29,649.756
2004-01-30,653.92
2004-02-02,661.076
2004-02-03,657.44
2004-02-04,644.832
2004-02-05,645.098
2004-02-06,648.142
2004-02-09,644.648
2004-02-10,644.619
2004-02-11,644.619
2004-02-12,649.372
2004-02-13,653.118
2004-02-16,656.53
2004-02-17,658.342
2004-02-18,654.857
2004-02-19,649.152
2004-02-20,638.718
2004-02-23,647.392
2004-02-24,640.07
2004-02-25,637.413
2004-02-26,638.8
2004-02-27,654.313
2004-03-01,670.772
2004-03-02,666.967
2004-03-03,668.102
2004-03-04,668.743
2004-03-05,670.376
2004-03-08,666.262
2004-03-09,674.268
2004-03-10,675.088
2004-03-11,674.935
2004-03-12,668.646
2004-03-15,681.039
2004-03-16,691.772
2004-03-17,710.237
2004-03-18,721.324
2004-03-19,716.542
2004-03-22,715.687
2004-03-23,715.635
2004-03-24,729.271
2004-03-25,741.073
2004-03-26,751.099
2004-03-29,755.849
2004-03-30,753.087
2004-03-31,771.686
2004-04-01,777.74
2004-04-02,779.07
2004-04-05,777.616
2004-04-06,773.045
2004-04-07,780.198
2004-04-08,779.013
2004-04-09,767.686
2004-04-12,781.949
2004-04-13,783.706
2004-04-14,775.36
2004-04-15,758.737
2004-04-16,763.937
2004-04-19,749.312
2004-04-20,762.587
2004-04-21,758.799
2004-04-22,756.568
2004-04-23,761.939
2004-04-26,766.963
2004-04-27,756.567
2004-04-28,756.829
2004-04-29,755.212
2004-04-30,741.232
2004-05-03,740.981
2004-05-04,744.657
2004-05-05,752.95
2004-05-06,732.957
2004-05-07,707.529
2004-05-10,652.75
2004-05-11,656.224
2004-05-12,679.822
2004-05-13,657.717
2004-05-14,652.753
2004-05-17,626.971
2004-05-18,639.995
2004-05-19,671.331
2004-05-20,670.348
2004-05-21,688.344
2004-05-24,689.093
2004-05-25,685.273
2004-05-26,697.539
2004-05-27,699.03
2004-05-28,711.627
2004-05-31,710.895
2004-06-01,720.009
2004-06-02,714.719
2004-06-03,698.206
2004-06-04,701.133
2004-06-07,724.906
2004-06-08,729.934
2004-06-09,734.617
2004-06-10,740.991
2004-06-11,735.983
2004-06-14,733.157
2004-06-15,732.957
2004-06-16,744.34
2004-06-17,750.226
2004-06-18,745.24
2004-06-21,756.007
2004-06-22,751.26
2004-06-23,752.243
2004-06-24,769.479
2004-06-25,767.138
2004-06-28,777.754
2004-06-29,776.501
2004-06-30,775.591
2004-07-01,781.649
2004-07-02,772.437
2004-07-05,754.663
2004-07-06,746.616
2004-07-07,746.806
2004-07-08,741.738
2004-07-09,755.471
2004-07-12,766.366
2004-07-13,761.216
2004-07-14,748.425
2004-07-15,741.77
2004-07-16,751.908
2004-07-19,754.792
2004-07-20,747.033
2004-07-21,744.496
2004-07-22,739.033
2004-07-23,731.274
2004-07-26,723.392
2004-07-27,706.218
2004-07-28,710.521
2004-07-29,700.375
2004-07-30,715.814
2004-08-02,717.339
2004-08-03,711.509
2004-08-04,698.951
2004-08-05,701.666
2004-08-06,706.162
2004-08-09,699.356
2004-08-10,702.793
2004-08-11,708.467
2004-08-12,708.2
2004-08-13,697.698
2004-08-16,689.782
2004-08-17,694.205
2004-08-18,697.589
2004-08-19,708.16
2004-08-20,711.185
2004-08-23,713.185
2004-08-24,711.249
2004-08-25,715.708
2004-08-26,721.346
2004-08-27,726.447
2004-08-30,724.089
2004-08-31,721.639
2004-09-01,728.589
2004-09-02,731.263
2004-09-03,718.984
2004-09-06,730.773
2004-09-07,734.892
2004-09-08,736.012
2004-09-09,725.408
2004-09-10,724.106
2004-09-13,725.758
2004-09-14,730.844
2004-09-15,717.363
2004-09-16,717.293
2004-09-17,711.903
2004-09-20,713.263
2004-09-21,709.298
2004-09-22,703.697
2004-09-23,705.642
2004-09-24,697.724
2004-09-27,693.028
2004-09-28,688.063
2004-09-29,692.643
2004-09-30,703.668
2004-10-01,712.051
2004-10-04,719.278
2004-10-05,719.672
2004-10-06,723.433
2004-10-07,722.812
2004-10-08,731.178
2004-10-11,734.693
2004-10-12,724.225
2004-10-13,720.88
2004-10-14,711.128
2004-10-15,711.867
2004-10-18,708.801
2004-10-19,719.741
2004-10-20,711.686
2004-10-21,711.402
2004-10-22,715.045
2004-10-25,710.469
2004-10-26,707.673
2004-10-27,709.3
2004-10-28,719.137
2004-10-29,716.124
2004-11-01,711.525
2004-11-02,722.67
2004-11-03,723.269
2004-11-04,729.134
2004-11-05,738.34
2004-11-08,733.444
2004-11-09,732.236
2004-11-10,725.099
2004-11-11,719.6
2004-11-12,733.452
2004-11-15,746.693
2004-11-16,745.875
2004-11-17,750.867
2004-11-18,748.206
2004-11-19,756.701
2004-11-22,741.655
2004-11-23,739.373
2004-11-24,747.382
2004-11-25,751.948
2004-11-26,747.817
2004-11-29,756.964
2004-11-30,753.512
2004-12-01,745.33
2004-12-02,753.589
2004-12-03,759.523
2004-12-06,755.51
2004-12-07,749.381
2004-12-08,735.7
2004-12-09,725.524
2004-12-10,720.355
2004-12-13,725.216
2004-12-14,726.949
2004-12-15,738.805
2004-12-16,736.543
2004-12-17,742.936
2004-12-20,748.221
2004-12-21,748.725
2004-12-22,756.703
2004-12-23,760.135
2004-12-24,768.369
2004-12-27,772.357
2004-12-28,775.485
2004-12-29,770.111
2004-12-30,784.739
2004-12-31,789.066
2005-01-03,785.959
2005-01-04,778.922
2005-01-05,777.381
2005-01-06,772.728
2005-01-07,775.027
2005-01-10,777.809
2005-01-11,791.196
2005-01-12,798.507
2005-01-13,794.718
2005-01-14,798.127
2005-01-17,808.928
2005-01-18,801.14
2005-01-19,802.561
2005-01-20,789.757
2005-01-21,790.119
2005-01-24,800.334
2005-01-25,791.669
2005-01-26,806.096
2005-01-27,802.771
2005-01-28,798.656
2005-01-31,805.919
2005-02-01,801.289
2005-02-02,809.142
2005-02-03,801.955
2005-02-04,806.669
2005-02-07,806.998
2005-02-08,794.928
2005-02-09,794.63
2005-02-10,797.029
2005-02-11,796.35
2005-02-14,804.535
2005-02-15,806.796
2005-02-16,795.647
2005-02-17,794.268
2005-02-18,794.724
2005-02-21,798.948
2005-02-22,804.982
2005-02-23,794.861
2005-02-24,797.171
2005-02-25,805.869
2005-02-28,821.17
2005-03-01,824.727
2005-03-02,825.182
2005-03-03,826.045
2005-03-04,831.735
2005-03-07,829.702
2005-03-08,832.326
2005-03-09,840.212
2005-03-10,836.028
2005-03-11,843.604
2005-03-14,835.151
2005-03-15,837.74
2005-03-16,842.417
2005-03-17,836.475
2005-03-18,841.566
2005-03-21,840.204
2005-03-22,843.729
2005-03-23,830.175
2005-03-24,824.694
2005-03-25,825.65
2005-03-28,824.598
2005-03-29,808.17
2005-03-30,801.731
2005-03-31,817.533
2005-04-01,817.654
2005-04-04,807.342
2005-04-05,810.035
2005-04-06,811.336
2005-04-07,813.512
2005-04-08,815.25
2005-04-11,813.787
2005-04-12,804.174
2005-04-13,810.297
2005-04-14,797.266
2005-04-15,790.116
2005-04-18,760.893
2005-04-19,778.59
2005-04-20,783.803
2005-04-21,774.937
2005-04-22,795.21
2005-04-25,797.607
2005-04-26,795.258
2005-04-27,795.704
2005-04-28,796.466
2005-04-29,804.513
2005-05-02,805.087
2005-05-03,804.972
2005-05-04,811.67
2005-05-05,810.427
2005-05-06,818.599
2005-05-09,815.591
2005-05-10,813.768
2005-05-11,811.154
2005-05-12,800.538
2005-05-13,791.997
2005-05-16,781.339
2005-05-17,769.096
2005-05-18,769.288
2005-05-19,779.836
2005-05-20,774.045
2005-05-23,783.16
2005-05-24,781.122
2005-05-25,768.957
2005-05-26,765.311
2005-05-27,770.827
2005-05-30,779.274
2005-05-31,786.767
2005-06-01,786.046
2005-06-02,785.584
2005-06-03,791.811
2005-06-06,796.909
2005-06-07,795.402
2005-06-08,798.779
2005-06-09,786.709
2005-06-10,789.123
2005-06-13,780.792
2005-06-14,782.236
2005-06-15,787.285
2005-06-16,791.331
2005-06-17,800.29
2005-06-20,799.327
2005-06-21,804.63
2005-06-22,804.151
2005-06-23,804.255
2005-06-24,801.257
2005-06-27,794.331
2005-06-28,800.275
2005-06-29,799.508
2005-06-30,795.003
2005-07-01,792.156
2005-07-04,796.286
2005-07-05,792.34
2005-07-06,791.285
2005-07-07,788.364
2005-07-08,785.432
2005-07-11,791.845
2005-07-12,798.929
2005-07-13,790.865
2005-07-14,793.469
2005-07-15,793.385
2005-07-18,796.934
2005-07-19,788.174
2005-07-20,787.427
2005-07-21,808.413
2005-07-22,801.109
2005-07-25,800.64
2005-07-26,796.005
2005-07-27,801.27
2005-07-28,802.358
2005-07-29,806.185
2005-08-01,808.879
2005-08-02,811.579
2005-08-03,811.98
2005-08-04,804.2
2005-08-05,786.977
2005-08-08,791.336
2005-08-09,801.449
2005-08-10,824.892
2005-08-11,838.214
2005-08-12,840.434
2005-08-15,843.331
2005-08-16,849.525
2005-08-17,846.121
2005-08-18,840.761
2005-08-19,836.511
2005-08-22,853.988
2005-08-23,853.156
2005-08-24,851.326
2005-08-25,849.265
2005-08-26,855.927
2005-08-29,841.805
2005-08-30,841.284
2005-08-31,842.968
2005-09-01,856.62
2005-09-02,862.319
2005-09-05,870.957
2005-09-06,861.782
2005-09-07,856.506
2005-09-08,847.309
2005-09-09,863.945
2005-09-12,871.572
2005-09-13,868.41
2005-09-14,873.854
2005-09-15,880.278
2005-09-16,874.219
2005-09-19,874.769
2005-09-20,887.278
2005-09-21,890.037
2005-09-22,887.47
2005-09-23,882.485
2005-09-26,899.533
2005-09-27,888.811
2005-09-28,900.546
2005-09-29,913.592
2005-09-30,904.446
2005-10-03,894.442
2005-10-04,901.177
2005-10-05,895.632
2005-10-06,879.026
2005-10-07,876.948
2005-10-10,873.418
2005-10-11,891.295
2005-10-12,894.916
2005-10-13,889.149
2005-10-14,891.558
2005-10-17,885.398
2005-10-18,875.157
2005-10-19,870.064
2005-10-20,876.167
2005-10-21,876.579
2005-10-24,877.265
2005-10-25,892.8
2005-10-26,895.252
2005-10-27,913.705
2005-10-28,910.79
2005-10-31,921.398
2005-11-01,933.509
2005-11-02,930.706
2005-11-03,928.322
2005-11-04,929.471
2005-11-07,934.731
2005-11-08,936.528
