Date,JAPAN SMID CAP SMID (Small+Mid Cap)
2005-03-31,816.212
2005-04-29,803.217
2005-05-31,785.514
2005-06-30,793.762
2005-07-29,804.928
2005-08-31,841.675
2005-09-30,903.265
2005-10-31,920.203
2005-11-30,949.446
2005-12-30,1052.489
2006-01-31,1093.598
2006-02-28,1044.514
2006-03-31,1084.613
2006-04-28,1097.04
2006-05-31,1024.937
2006-06-30,998.409
2006-07-31,962.185
2006-08-31,980.66
2006-09-29,970.184
2006-10-31,970.301
2006-11-30,968.948
2006-12-29,974.592
2007-01-31,990.044
2007-02-28,1033.016
2007-03-30,1024.265
2007-04-30,1009.391
2007-05-31,1000.0
2007-06-29,996.192
2007-07-31,988.683
2007-08-31,953.935
2007-09-28,969.597
2007-10-31,978.597
2007-11-30,951.116
2007-12-31,904.677
2008-01-31,865.945
2008-02-29,872.168
2008-03-31,868.006
2008-04-30,890.447
2008-05-30,911.617
2008-06-30,849.925
2008-07-31,822.106
2008-08-29,788.063
2008-09-30,715.259
2008-10-31,619.845
2008-11-28,647.455
2008-12-31,702.857
2009-01-30,652.882
2009-02-27,563.357
2009-03-31,592.682
2009-04-30,628.796
2009-05-29,701.059
2009-06-30,742.992
2009-07-31,760.442
2009-08-31,803.997
2009-09-30,794.222
2009-10-30,762.169
2009-11-30,738.639
2009-12-31,731.136
2010-01-29,743.367
2010-02-26,757.87
2010-03-31,794.372
2010-04-30,811.65
2010-05-31,753.369
2010-06-30,752.303
2010-07-30,764.477
2010-08-31,745.966
2010-09-30,780.221
2010-10-29,782.022
2010-11-30,797.368
2010-12-31,871.569
2011-01-31,878.389
2011-02-28,908.77
2011-03-31,851.074
2011-04-29,854.467
2011-05-31,843.226
2011-06-30,869.238
2011-07-29,902.806
2011-08-31,859.076
2011-09-30,861.175
2011-10-31,836.73
2011-11-30,804.383
2011-12-30,818.485
2012-01-31,850.279
2012-02-29,862.224
2012-03-30,884.219
2012-04-30,867.081
2012-05-31,791.07
2012-06-29,830.368
2012-07-31,815.465
2012-08-31,812.14
2012-09-28,833.524
2012-10-31,817.123
2012-11-30,822.756
2012-12-31,858.46
2013-01-31,880.57
2013-02-28,910.532
2013-03-29,977.482
2013-04-30,1057.219
2013-05-31,984.244
2013-06-28,990.274
2013-07-31,1001.069
2013-08-30,981.664
2013-09-30,1084.629
2013-10-31,1080.132
2013-11-29,1078.407
2013-12-31,1084.291
2014-01-31,1066.563
2014-02-28,1050.472
2014-03-31,1047.478
2014-04-30,1026.805
2014-05-30,1069.297
2014-06-30,1137.025
2014-07-31,1145.358
2014-08-29,1134.459
2014-09-30,1105.531
2014-10-31,1083.49
2014-11-28,1079.187
2014-12-31,1082.856
2015-01-30,1120.668
2015-02-27,1173.246
2015-03-31,1191.404
2015-04-30,1216.616
2015-05-29,1231.352
2015-06-30,1229.731
2015-07-31,1236.923
2015-08-31,1179.624
2015-09-30,1127.665
2015-10-30,1216.413
2015-11-30,1220.788
2015-12-31,1225.695
2016-01-29,1143.948
2016-02-29,1125.706
2016-03-31,1188.851
2016-04-29,1242.616
2016-05-31,1231.788
2016-06-30,1216.257
2016-07-29,1284.946
2016-08-31,1250.059
2016-09-30,1304.125
2016-10-31,1317.584
2016-11-30,1263.853
2016-12-30,1287.423
2017-01-31,1334.998
2017-02-28,1364.87
2017-03-31,1359.649
2017-04-28,1380.096
2017-05-31,1431.781
2017-06-30,1448.492
2017-07-31,1483.777
2017-08-31,1497.031
2017-09-29,1522.109
2017-10-31,1579.046
2017-11-30,1633.436
2017-12-29,1658.195
2018-01-31,1727.567
2018-02-28,1693.922
2018-03-30,1675.46
2018-04-30,1685.321
2018-05-31,1677.787
2018-06-29,1629.717
2018-07-31,1615.505
2018-08-31,1606.116
2018-09-28,1638.661
2018-10-31,1485.143
2018-11-30,1519.299
2018-12-31,1404.025
2019-01-31,1480.316
2019-02-28,1485.126
2019-03-29,1501.18
2019-04-30,1512.05
2019-05-31,1438.418
2019-06-28,1485.061
2019-07-31,1490.985
2019-08-30,1478.07
2019-09-30,1542.235
2019-10-31,1625.022
2019-11-29,1637.427
2019-12-31,1663.37
2020-01-31,1612.087
2020-02-28,1427.753
2020-03-31,1337.594
2020-04-30,1412.126
2020-05-29,1516.378
2020-06-30,1502.234
2020-07-31,1453.577
2020-08-31,1573.13
2020-09-30,1624.587
2020-10-30,1582.917
2020-11-30,1729.951
2020-12-31,1796.39
2021-01-29,1797.525
2021-02-26,1804.479
2021-03-31,1862.385
2021-04-30,1835.687
2021-05-31,1833.675
2021-06-30,1834.756
2021-07-30,1817.295
2021-08-31,1869.995
2021-09-30,1894.142
2021-10-29,1823.385
2021-11-30,1733.669
2021-12-31,1760.151
2022-01-31,1663.115
2022-02-28,1681.642
2022-03-31,1642.154
2022-04-29,1502.024
2022-05-31,1527.432
2022-06-30,1438.491
2022-07-29,1511.372
2022-08-31,1488.613
2022-09-30,1358.573
2022-10-31,1367.492
2022-11-30,1498.222
2022-12-30,1521.431
2023-01-31,1589.968
2023-02-28,1541.045
2023-03-31,1592.868
2023-04-28,1604.219
2023-05-31,1594.323
2023-06-30,1626.7
2023-07-31,1695.484
2023-08-31,1682.389
2023-09-29,1643.825
2023-10-31,1566.475
2023-11-30,1678.483
2023-12-29,1761.18
2024-01-31,1795.584
2024-02-29,1800.914
2024-03-29,1871.209
2024-04-30,1778.255
2024-05-31,1788.575
2024-06-28,1754.701
2024-07-31,1888.758
2024-08-30,1914.111
2024-09-30,1946.96
2024-10-31,1827.675
2024-11-29,1839.098
2024-12-31,1810.23
2025-01-31,1840.262
2025-02-28,1851.231
2025-03-31,1883.112
2025-04-30,1970.904
2025-05-30,2025.458
