Date,WORLD LARGE CAP Large Cap
2020-04-30,1816.367
2020-05-29,1898.232
2020-06-30,1950.605
2020-07-31,2044.254
2020-08-31,2189.481
2020-09-30,2108.677
2020-10-30,2036.347
2020-11-30,2291.452
2020-12-31,2385.766
2021-01-29,2359.991
2021-02-26,2415.708
2021-03-31,2502.794
2021-04-30,2621.095
2021-05-31,2659.984
2021-06-30,2706.701
2021-07-30,2759.713
2021-08-31,2829.025
2021-09-30,2711.492
2021-10-29,2871.72
2021-11-30,2816.968
2021-12-31,2939.599
2022-01-31,2795.874
2022-02-28,2717.153
2022-03-31,2800.665
2022-04-29,2565.74
2022-05-31,2570.541
2022-06-30,2355.086
2022-07-29,2541.748
2022-08-31,2433.187
2022-09-30,2212.349
2022-10-31,2372.762
2022-11-30,2535.911
2022-12-30,2423.795
2023-01-31,2590.035
2023-02-28,2529.996
2023-03-31,2629.101
2023-04-28,2682.597
2023-05-31,2668.429
2023-06-30,2830.228
2023-07-31,2921.566
2023-08-31,2858.684
2023-09-29,2737.896
2023-10-31,2670.512
2023-11-30,2918.964
2023-12-29,3051.583
2024-01-31,3102.179
2024-02-29,3237.495
2024-03-29,3338.215
2024-04-30,3219.897
2024-05-31,3374.54
2024-06-28,3465.196
2024-07-31,3510.592
2024-08-30,3604.633
2024-09-30,3668.24
2024-10-31,3600.081
2024-11-29,3757.67
2024-12-31,3681.48
2025-01-31,3808.24
2025-02-28,3785.678
2025-03-31,3609.569
2025-04-30,3642.172
2025-05-30,3863.112
2025-06-30,4034.902
2025-07-31,4090.721
2025-08-29,4197.145
2025-09-30,4350.824
2025-10-31,4454.196
