Date,WORLD LARGE CAP Large Cap
1994-05-31,314.891
1994-06-30,315.159
1994-07-29,319.943
1994-08-31,329.139
1994-09-30,320.545
1994-10-31,329.83
1994-11-30,315.197
1994-12-30,318.684
1995-01-31,313.917
1995-02-28,316.321
1995-03-31,333.264
1995-04-28,344.901
1995-05-31,347.371
1995-06-30,347.825
1995-07-31,365.39
1995-08-31,358.248
1995-09-29,369.613
1995-10-31,363.947
1995-11-30,376.966
1995-12-29,387.588
1996-01-31,393.216
1996-02-29,395.698
1996-03-29,401.817
1996-04-30,411.717
1996-05-31,413.124
1996-06-28,415.407
1996-07-31,400.16
1996-08-30,404.848
1996-09-30,421.503
1996-10-31,423.48
1996-11-29,447.172
1996-12-31,439.867
1997-01-31,443.587
1997-02-28,448.059
1997-03-31,439.754
1997-04-30,453.905
1997-05-30,485.907
1997-06-30,510.332
1997-07-31,535.694
1997-08-29,501.547
1997-09-30,529.17
1997-10-31,501.243
1997-11-28,510.301
1997-12-31,517.773
1998-01-30,532.245
1998-02-27,567.827
1998-03-31,591.362
1998-04-30,597.173
1998-05-29,591.343
1998-06-30,608.046
1998-07-31,607.708
1998-08-31,526.037
1998-09-30,537.713
1998-10-30,586.247
1998-11-30,620.457
1998-12-31,653.767
1999-01-29,670.662
1999-02-26,652.554
1999-03-31,681.536
1999-04-30,709.291
1999-05-31,682.832
1999-06-30,715.678
1999-07-30,713.369
1999-08-31,714.926
1999-09-30,711.496
1999-10-29,754.298
1999-11-30,784.21
1999-12-31,847.594
2000-01-31,799.436
2000-02-29,807.038
2000-03-31,851.069
2000-04-28,805.185
2000-05-31,776.1
2000-06-30,807.649
2000-07-31,782.593
2000-08-31,818.327
2000-09-29,774.827
2000-10-31,757.712
2000-11-30,702.637
2000-12-29,712.041
2001-01-31,726.801
2001-02-28,657.658
2001-03-30,611.861
2001-04-30,658.809
2001-05-31,649.11
2001-06-29,628.073
2001-07-31,617.252
2001-08-31,586.145
2001-09-28,537.017
2001-10-31,548.453
2001-11-30,580.314
2001-12-31,582.698
2002-01-31,562.283
2002-02-28,556.036
2002-03-29,580.828
2002-04-30,560.602
2002-05-31,562.436
2002-06-28,528.34
2002-07-31,486.695
2002-08-30,488.784
2002-09-30,435.0
2002-10-31,469.216
2002-11-29,493.069
2002-12-31,468.743
2003-01-31,453.393
2003-02-28,446.009
2003-03-31,444.795
2003-04-30,483.938
2003-05-30,509.266
2003-06-30,518.676
2003-07-31,527.548
2003-08-29,536.257
2003-09-30,539.342
2003-10-31,568.773
2003-11-28,577.02
2003-12-31,614.305
2004-01-30,623.453
2004-02-27,633.447
2004-03-31,627.499
2004-04-30,616.1
2004-05-31,621.06
2004-06-30,632.237
2004-07-30,613.006
2004-08-31,615.939
2004-09-30,625.552
2004-10-29,639.693
2004-11-30,670.102
2004-12-31,695.163
2005-01-31,678.525
2005-02-28,699.275
2005-03-31,685.456
2005-04-29,673.037
2005-05-31,684.823
2005-06-30,689.164
2005-07-29,712.13
2005-08-31,717.404
2005-09-30,735.6
2005-10-31,720.071
2005-11-30,742.069
2005-12-30,756.26
2006-01-31,786.509
2006-02-28,786.321
2006-03-31,802.058
2006-04-28,826.623
2006-05-31,801.065
2006-06-30,802.156
2006-07-31,811.877
2006-08-31,832.944
2006-09-29,842.862
2006-10-31,872.966
2006-11-30,891.82
2006-12-29,911.221
2007-01-31,919.978
2007-02-28,912.279
2007-03-30,928.656
2007-04-30,971.369
2007-05-31,1000.0
2007-06-29,993.73
2007-07-31,973.551
2007-08-31,975.277
2007-09-28,1024.902
2007-10-31,1057.31
2007-11-30,1019.556
2007-12-31,1006.372
2008-01-31,929.774
2008-02-29,923.37
2008-03-31,914.496
2008-04-30,963.801
2008-05-30,977.422
2008-06-30,900.625
2008-07-31,883.034
2008-08-29,869.671
2008-09-30,770.523
2008-10-31,630.687
2008-11-28,589.784
2008-12-31,606.999
2009-01-30,552.657
2009-02-27,496.491
2009-03-31,534.12
2009-04-30,591.732
2009-05-29,646.78
2009-06-30,644.059
2009-07-31,698.46
2009-08-31,725.878
2009-09-30,753.163
2009-10-30,742.341
2009-11-30,774.259
2009-12-31,785.676
2010-01-29,752.527
2010-02-26,762.076
2010-03-31,808.618
2010-04-30,806.243
2010-05-31,729.429
2010-06-30,704.59
2010-07-30,761.901
2010-08-31,733.724
2010-09-30,800.087
2010-10-29,830.208
2010-11-30,810.464
2010-12-31,869.244
2011-01-31,889.925
2011-02-28,921.292
2011-03-31,910.231
2011-04-29,949.991
2011-05-31,930.124
2011-06-30,916.762
2011-07-29,901.48
2011-08-31,838.465
2011-09-30,769.277
2011-10-31,847.949
2011-11-30,828.437
2011-12-30,829.829
2012-01-31,869.872
2012-02-29,913.029
2012-03-30,925.828
2012-04-30,915.92
2012-05-31,839.447
2012-06-29,884.363
2012-07-31,896.76
2012-08-31,919.085
2012-09-28,944.553
2012-10-31,938.122
2012-11-30,949.978
2012-12-31,966.378
2013-01-31,1015.624
2013-02-28,1016.652
2013-03-29,1039.796
2013-04-30,1073.789
2013-05-31,1074.917
2013-06-28,1048.463
2013-07-31,1103.007
2013-08-30,1079.721
2013-09-30,1132.145
2013-10-31,1179.116
2013-11-29,1203.702
2013-12-31,1228.588
2014-01-31,1180.575
2014-02-28,1238.194
2014-03-31,1242.348
2014-04-30,1258.252
2014-05-30,1283.727
2014-06-30,1305.842
2014-07-31,1287.849
2014-08-29,1315.889
2014-09-30,1285.148
2014-10-31,1292.552
2014-11-28,1319.218
2014-12-31,1296.021
2015-01-30,1270.668
2015-02-27,1345.312
2015-03-31,1323.075
2015-04-30,1356.193
2015-05-29,1361.754
2015-06-30,1330.453
2015-07-31,1357.23
2015-08-31,1265.016
2015-09-30,1219.772
2015-10-30,1319.347
2015-11-30,1312.641
2015-12-31,1291.085
2016-01-29,1217.492
2016-02-29,1205.696
2016-03-31,1285.089
2016-04-29,1305.147
2016-05-31,1314.711
2016-06-30,1303.132
2016-07-29,1355.477
2016-08-31,1358.628
2016-09-30,1365.05
2016-10-31,1341.662
2016-11-30,1360.571
2016-12-30,1396.837
2017-01-31,1428.103
2017-02-28,1470.373
2017-03-31,1487.779
2017-04-28,1509.261
2017-05-31,1543.202
2017-06-30,1548.875
2017-07-31,1586.633
2017-08-31,1590.375
2017-09-29,1626.408
2017-10-31,1658.302
2017-11-30,1694.353
2017-12-29,1716.884
2018-01-31,1810.504
2018-02-28,1736.739
2018-03-30,1695.278
2018-04-30,1716.61
2018-05-31,1729.053
2018-06-29,1730.256
2018-07-31,1788.694
2018-08-31,1813.004
2018-09-28,1827.456
2018-10-31,1700.741
2018-11-30,1723.184
2018-12-31,1593.075
2019-01-31,1712.602
2019-02-28,1763.94
2019-03-29,1790.737
2019-04-30,1856.04
2019-05-31,1750.174
2019-06-28,1866.533
2019-07-31,1877.515
2019-08-30,1842.023
2019-09-30,1881.171
2019-10-31,1929.452
2019-11-29,1984.137
2019-12-31,2046.915
2020-01-31,2037.4
2020-02-28,1868.697
2020-03-31,1639.91
