Date,WORLD LARGE CAP Large Cap
1994-05-31,328.416
1994-06-30,328.604
1994-07-29,333.538
1994-08-31,343.113
1994-09-30,334.098
1994-10-31,343.759
1994-11-30,328.487
1994-12-30,332.096
1995-01-31,327.118
1995-02-28,329.608
1995-03-31,347.191
1995-04-28,359.267
1995-05-31,361.68
1995-06-30,362.024
1995-07-31,380.256
1995-08-31,372.806
1995-09-29,384.57
1995-10-31,378.653
1995-11-30,392.178
1995-12-29,403.198
1996-01-31,409.038
1996-02-29,411.6
1996-03-29,417.896
1996-04-30,428.134
1996-05-31,429.424
1996-06-28,431.648
1996-07-31,415.76
1996-08-30,420.608
1996-09-30,437.848
1996-10-31,439.879
1996-11-29,464.469
1996-12-31,456.845
1997-01-31,460.693
1997-02-28,465.314
1997-03-31,456.621
1997-04-30,471.228
1997-05-30,504.284
1997-06-30,529.471
1997-07-31,555.734
1997-08-29,520.287
1997-09-30,548.872
1997-10-31,519.891
1997-11-28,529.268
1997-12-31,536.99
1998-01-30,551.986
1998-02-27,588.86
1998-03-31,613.195
1998-04-30,619.12
1998-05-29,612.896
1998-06-30,630.0
1998-07-31,629.59
1998-08-31,544.966
1998-09-30,557.017
1998-10-30,607.284
1998-11-30,642.706
1998-12-31,677.196
1999-01-29,694.612
1999-02-26,675.733
1999-03-31,705.523
1999-04-30,734.095
1999-05-31,706.403
1999-06-30,740.142
1999-07-30,737.622
1999-08-31,739.081
1999-09-30,735.357
1999-10-29,779.512
1999-11-30,810.274
1999-12-31,875.643
2000-01-31,825.806
2000-02-29,833.524
2000-03-31,878.794
2000-04-28,831.221
2000-05-31,800.865
2000-06-30,833.241
2000-07-31,807.251
2000-08-31,843.929
2000-09-29,798.914
2000-10-31,781.157
2000-11-30,724.211
2000-12-29,733.805
2001-01-31,748.911
2001-02-28,677.512
2001-03-30,630.124
2001-04-30,678.232
2001-05-31,667.868
2001-06-29,646.029
2001-07-31,634.779
2001-08-31,602.588
2001-09-28,551.927
2001-10-31,563.593
2001-11-30,596.177
2001-12-31,598.504
2002-01-31,577.419
2002-02-28,570.847
2002-03-29,596.106
2002-04-30,575.122
2002-05-31,576.614
2002-06-28,541.439
2002-07-31,498.634
2002-08-30,500.583
2002-09-30,445.331
2002-10-31,480.208
2002-11-29,504.436
2002-12-31,479.387
2003-01-31,463.554
2003-02-28,455.821
2003-03-31,454.352
2003-04-30,494.024
2003-05-30,519.538
2003-06-30,528.876
2003-07-31,537.741
2003-08-29,546.418
2003-09-30,549.385
2003-10-31,579.174
2003-11-28,587.358
2003-12-31,625.125
2004-01-30,634.283
2004-02-27,644.208
2004-03-31,637.931
2004-04-30,625.981
2004-05-31,630.586
2004-06-30,641.652
2004-07-30,621.956
2004-08-31,624.683
2004-09-30,634.235
2004-10-29,648.403
2004-11-30,678.926
2004-12-31,704.123
2005-01-31,687.131
2005-02-28,707.811
2005-03-31,693.541
2005-04-29,680.463
2005-05-31,691.856
2005-06-30,695.926
2005-07-29,718.948
2005-08-31,723.922
2005-09-30,742.083
2005-10-31,726.253
2005-11-30,748.012
2005-12-30,762.146
2006-01-31,792.476
2006-02-28,791.926
2006-03-31,807.426
2006-04-28,831.71
2006-05-31,805.205
2006-06-30,805.96
2006-07-31,815.541
2006-08-31,836.251
2006-09-29,845.975
2006-10-31,876.004
2006-11-30,894.422
2006-12-29,913.674
2007-01-31,922.252
2007-02-28,914.126
2007-03-30,930.176
2007-04-30,972.376
2007-05-31,1000.0
2007-06-29,993.376
2007-07-31,972.982
2007-08-31,974.268
2007-09-28,1023.51
2007-10-31,1055.638
2007-11-30,1017.434
2007-12-31,1003.996
2008-01-31,927.334
2008-02-29,920.471
2008-03-31,911.211
2008-04-30,959.575
2008-05-30,971.864
2008-06-30,895.172
2008-07-31,877.449
2008-08-29,863.752
2008-09-30,764.907
2008-10-31,625.883
2008-11-28,584.833
2008-12-31,601.618
2009-01-30,547.568
2009-02-27,491.521
2009-03-31,528.501
2009-04-30,584.937
2009-05-29,638.587
2009-06-30,635.64
2009-07-31,689.124
2009-08-31,715.852
2009-09-30,742.508
2009-10-30,731.66
2009-11-30,762.731
2009-12-31,773.731
2010-01-29,740.923
2010-02-26,750.013
2010-03-31,795.396
2010-04-30,792.589
2010-05-31,716.267
2010-06-30,691.61
2010-07-30,747.669
2010-08-31,719.694
2010-09-30,784.504
2010-10-29,813.843
2010-11-30,794.081
2010-12-31,851.415
2011-01-31,871.447
2011-02-28,901.746
2011-03-31,890.498
2011-04-29,928.799
2011-05-31,908.401
2011-06-30,895.005
2011-07-29,879.824
2011-08-31,817.939
2011-09-30,750.104
2011-10-31,826.578
2011-11-30,807.058
2011-12-30,808.114
2012-01-31,846.845
2012-02-29,888.354
2012-03-30,900.312
2012-04-30,890.005
2012-05-31,814.807
2012-06-29,858.025
2012-07-31,869.792
2012-08-31,890.994
2012-09-28,915.274
2012-10-31,908.767
2012-11-30,919.734
2012-12-31,935.135
2013-01-31,982.463
2013-02-28,982.92
2013-03-29,1004.778
2013-04-30,1036.872
2013-05-31,1037.016
2013-06-28,1011.09
2013-07-31,1063.384
2013-08-30,1040.455
2013-09-30,1090.558
2013-10-31,1135.516
2013-11-29,1158.625
2013-12-31,1182.148
2014-01-31,1135.655
2014-02-28,1190.427
2014-03-31,1193.723
2014-04-30,1208.312
2014-05-30,1231.584
2014-06-30,1252.301
2014-07-31,1234.713
2014-08-29,1261.06
2014-09-30,1231.081
2014-10-31,1237.855
2014-11-28,1262.806
2014-12-31,1240.064
2015-01-30,1215.484
2015-02-27,1286.231
2015-03-31,1264.095
2015-04-30,1295.035
2015-05-29,1299.187
2015-06-30,1268.798
2015-07-31,1293.857
2015-08-31,1205.379
2015-09-30,1161.712
2015-10-30,1256.188
2015-11-30,1249.173
2015-12-31,1228.153
2016-01-29,1157.798
2016-02-29,1145.809
2016-03-31,1220.383
2016-04-29,1238.608
2016-05-31,1246.498
2016-06-30,1234.91
2016-07-29,1284.158
2016-08-31,1286.438
2016-09-30,1291.943
2016-10-31,1269.454
2016-11-30,1286.594
2016-12-30,1320.427
2017-01-31,1349.647
2017-02-28,1388.87
2017-03-31,1404.281
2017-04-28,1423.828
2017-05-31,1454.39
2017-06-30,1459.194
2017-07-31,1494.271
2017-08-31,1496.99
2017-09-29,1530.332
2017-10-31,1559.928
2017-11-30,1592.972
2017-12-29,1613.671
2018-01-31,1701.263
2018-02-28,1631.166
2018-03-30,1591.15
2018-04-30,1610.152
2018-05-31,1620.209
2018-06-29,1620.781
2018-07-31,1675.077
2018-08-31,1697.007
2018-09-28,1709.818
2018-10-31,1590.828
2018-11-30,1610.936
2018-12-31,1488.692
2019-01-31,1599.837
2019-02-28,1646.92
2019-03-29,1670.798
2019-04-30,1730.737
2019-05-31,1630.423
2019-06-28,1738.15
2019-07-31,1747.87
2019-08-30,1713.956
2019-09-30,1749.567
2019-10-31,1793.952
2019-11-29,1843.914
2019-12-31,1901.551
2020-01-31,1892.132
2020-02-28,1734.575
2020-03-31,1521.03
2020-04-30,1683.85
2020-05-29,1758.574
2020-06-30,1806.369
2020-07-31,1892.456
2020-08-31,2026.114
2020-09-30,1950.563
2020-10-30,1883.136
2020-11-30,2118.222
2020-12-31,2204.668
2021-01-29,2180.262
2021-02-26,2230.947
2021-03-31,2310.063
2021-04-30,2418.158
2021-05-31,2452.633
2021-06-30,2494.969
2021-07-30,2543.19
2021-08-31,2606.26
2021-09-30,2496.82
2021-10-29,2643.626
2021-11-30,2592.355
2021-12-31,2704.45
2022-01-31,2571.639
2022-02-28,2498.376
2022-03-31,2573.635
2022-04-29,2356.71
2022-05-31,2359.261
2022-06-30,2160.72
2022-07-29,2331.342
2022-08-31,2230.85
2022-09-30,2027.524
2022-10-31,2173.951
2022-11-30,2322.33
2022-12-30,2218.802
2023-01-31,2370.341
2023-02-28,2314.424
2023-03-31,2403.417
2023-04-28,2451.03
2023-05-31,2436.193
2023-06-30,2583.069
2023-07-31,2665.776
2023-08-31,2607.295
2023-09-29,2496.28
2023-10-31,2434.243
2023-11-30,2659.438
2023-12-29,2779.377
2024-01-31,2824.776
2024-02-29,2946.849
2024-03-29,3036.906
2024-04-30,2927.87
2024-05-31,3066.531
2024-06-28,3147.998
2024-07-31,3188.527
2024-08-30,3272.872
2024-09-30,3329.49
2024-10-31,3266.867
2024-11-29,3408.707
2024-12-31,3338.629
2025-01-31,3452.823
2025-02-28,3431.332
2025-03-31,3269.905
2025-04-30,3297.88
2025-05-30,3495.762
2025-06-30,3650.169
2025-07-31,3699.911
2025-08-29,3795.11
