Date,WORLD LARGE CAP Large Cap
2003-12-30,611.775
2003-12-31,614.305
2004-01-01,614.305
2004-01-02,615.45
2004-01-05,623.731
2004-01-06,625.107
2004-01-07,623.981
2004-01-08,628.173
2004-01-09,626.003
2004-01-12,626.717
2004-01-13,624.647
2004-01-14,627.484
2004-01-15,625.712
2004-01-16,627.368
2004-01-19,627.995
2004-01-20,630.186
2004-01-21,634.946
2004-01-22,635.921
2004-01-23,634.823
2004-01-26,636.537
2004-01-27,633.641
2004-01-28,628.753
2004-01-29,624.948
2004-01-30,623.453
2004-02-02,625.573
2004-02-03,626.876
2004-02-04,621.598
2004-02-05,623.206
2004-02-06,630.366
2004-02-09,631.306
2004-02-10,633.581
2004-02-11,637.598
2004-02-12,638.083
2004-02-13,636.071
2004-02-16,636.701
2004-02-17,642.831
2004-02-18,640.69
2004-02-19,639.328
2004-02-20,634.636
2004-02-23,634.856
2004-02-24,633.149
2004-02-25,633.186
2004-02-26,632.192
2004-02-27,633.447
2004-03-01,640.532
2004-03-02,636.634
2004-03-03,633.796
2004-03-04,636.71
2004-03-05,641.135
2004-03-08,637.285
2004-03-09,635.053
2004-03-10,626.034
2004-03-11,615.352
2004-03-12,617.895
2004-03-15,610.977
2004-03-16,616.584
2004-03-17,622.407
2004-03-18,622.89
2004-03-19,618.527
2004-03-22,610.403
2004-03-23,609.447
2004-03-24,607.677
2004-03-25,615.836
2004-03-26,616.301
2004-03-29,624.025
2004-03-30,626.032
2004-03-31,627.499
2004-04-01,632.834
2004-04-02,635.934
2004-04-05,638.58
2004-04-06,637.97
2004-04-07,637.05
2004-04-08,636.242
2004-04-09,635.272
2004-04-12,637.906
2004-04-13,631.517
2004-04-14,627.057
2004-04-15,626.206
2004-04-16,630.859
2004-04-19,631.064
2004-04-20,625.971
2004-04-21,624.522
2004-04-22,629.87
2004-04-23,631.154
2004-04-26,631.206
2004-04-27,631.531
2004-04-28,622.508
2004-04-29,620.062
2004-04-30,616.1
2004-05-03,619.909
2004-05-04,624.327
2004-05-05,627.197
2004-05-06,620.272
2004-05-07,611.01
2004-05-10,597.758
2004-05-11,601.717
2004-05-12,604.024
2004-05-13,602.182
2004-05-14,601.056
2004-05-17,595.465
2004-05-18,599.341
2004-05-19,605.104
2004-05-20,601.968
2004-05-21,606.197
2004-05-24,606.835
2004-05-25,612.862
2004-05-26,615.687
2004-05-27,622.198
2004-05-28,620.59
2004-05-31,621.06
2004-06-01,620.711
2004-06-02,622.88
2004-06-03,618.945
2004-06-04,622.213
2004-06-07,633.015
2004-06-08,633.721
2004-06-09,627.281
2004-06-10,629.763
2004-06-11,627.754
2004-06-14,622.112
2004-06-15,625.64
2004-06-16,628.047
2004-06-17,628.41
2004-06-18,630.42
2004-06-21,629.169
2004-06-22,627.777
2004-06-23,631.448
2004-06-24,634.575
2004-06-25,630.761
2004-06-28,633.234
2004-06-29,631.74
2004-06-30,632.237
2004-07-01,628.823
2004-07-02,627.771
2004-07-05,626.204
2004-07-06,622.481
2004-07-07,624.46
2004-07-08,622.628
2004-07-09,624.286
2004-07-12,625.069
2004-07-13,624.105
2004-07-14,622.801
2004-07-15,618.357
2004-07-16,618.687
2004-07-19,617.69
2004-07-20,618.897
2004-07-21,613.616
2004-07-22,612.484
2004-07-23,606.092
2004-07-26,604.156
2004-07-27,606.64
2004-07-28,607.55
2004-07-29,611.547
2004-07-30,613.006
2004-08-02,614.591
2004-08-03,613.674
2004-08-04,610.916
2004-08-05,605.261
2004-08-06,599.635
2004-08-09,597.907
2004-08-10,604.03
2004-08-11,601.224
2004-08-12,596.79
2004-08-13,597.823
2004-08-16,603.308
2004-08-17,604.707
2004-08-18,609.044
2004-08-19,610.43
2004-08-20,612.039
2004-08-23,611.947
2004-08-24,610.772
2004-08-25,614.139
2004-08-26,615.691
2004-08-27,617.866
2004-08-30,614.533
2004-08-31,615.939
2004-09-01,618.664
2004-09-02,622.971
2004-09-03,619.949
2004-09-06,622.068
2004-09-07,624.954
2004-09-08,624.189
2004-09-09,623.397
2004-09-10,627.568
2004-09-13,629.283
2004-09-14,630.891
2004-09-15,624.875
2004-09-16,626.534
2004-09-17,628.982
2004-09-20,626.298
2004-09-21,631.181
2004-09-22,624.525
2004-09-23,622.699
2004-09-24,622.092
2004-09-27,618.789
2004-09-28,621.999
2004-09-29,624.496
2004-09-30,625.552
2004-10-01,634.604
2004-10-04,636.413
2004-10-05,637.56
2004-10-06,640.387
2004-10-07,635.948
2004-10-08,635.254
2004-10-11,635.733
2004-10-12,631.233
2004-10-13,628.202
2004-10-14,625.251
2004-10-15,627.787
2004-10-18,629.212
2004-10-19,628.295
2004-10-20,627.331
2004-10-21,628.913
2004-10-22,625.637
2004-10-25,623.655
2004-10-26,629.775
2004-10-27,637.056
2004-10-28,639.981
2004-10-29,639.693
2004-11-01,641.35
2004-11-02,643.246
2004-11-03,650.125
2004-11-04,657.058
2004-11-05,660.857
2004-11-08,660.459
2004-11-09,659.129
2004-11-10,658.394
2004-11-11,662.981
2004-11-12,669.082
2004-11-15,670.168
2004-11-16,666.962
2004-11-17,672.275
2004-11-18,671.461
2004-11-19,667.518
2004-11-22,666.862
2004-11-23,667.491
2004-11-24,670.208
2004-11-25,673.608
2004-11-26,673.539
2004-11-29,673.334
2004-11-30,670.102
2004-12-01,677.917
2004-12-02,679.18
2004-12-03,680.853
2004-12-06,679.839
2004-12-07,675.615
2004-12-08,673.41
2004-12-09,672.909
2004-12-10,671.999
2004-12-13,679.018
2004-12-14,680.794
2004-12-15,684.822
2004-12-16,682.499
2004-12-17,677.728
2004-12-20,681.784
2004-12-21,684.094
2004-12-22,687.699
2004-12-23,690.172
2004-12-24,692.102
2004-12-27,691.946
2004-12-28,694.734
2004-12-29,693.479
2004-12-30,695.788
2004-12-31,695.163
2005-01-03,690.926
2005-01-04,683.563
2005-01-05,680.187
2005-01-06,680.284
2005-01-07,678.998
2005-01-10,681.519
2005-01-11,679.51
2005-01-12,682.027
2005-01-13,677.265
2005-01-14,678.398
2005-01-17,679.509
2005-01-18,681.54
2005-01-19,678.231
2005-01-20,671.895
2005-01-21,670.105
2005-01-24,670.382
2005-01-25,670.861
2005-01-26,676.056
2005-01-27,676.022
2005-01-28,673.514
2005-01-31,678.525
2005-02-01,682.041
2005-02-02,684.518
2005-02-03,681.065
2005-02-04,687.47
2005-02-07,686.702
2005-02-08,685.443
2005-02-09,682.908
2005-02-10,687.177
2005-02-11,691.486
2005-02-14,694.597
2005-02-15,696.751
2005-02-16,695.42
2005-02-17,693.854
2005-02-18,694.894
2005-02-21,695.293
2005-02-22,691.376
2005-02-23,690.364
2005-02-24,692.994
2005-02-25,699.746
2005-02-28,699.275
2005-03-01,701.28
2005-03-02,700.521
2005-03-03,700.953
2005-03-04,708.898
2005-03-07,708.619
2005-03-08,709.029
2005-03-09,704.891
2005-03-10,703.791
2005-03-11,702.44
2005-03-14,701.968
2005-03-15,700.232
2005-03-16,696.941
2005-03-17,696.268
2005-03-18,695.468
2005-03-21,691.036
2005-03-22,687.926
2005-03-23,682.792
2005-03-24,681.768
2005-03-25,682.171
2005-03-28,681.909
2005-03-29,679.128
2005-03-30,684.335
2005-03-31,685.456
2005-04-01,683.206
2005-04-04,680.339
2005-04-05,684.561
2005-04-06,686.663
2005-04-07,690.958
2005-04-08,687.446
2005-04-11,688.642
2005-04-12,687.715
2005-04-13,685.062
2005-04-14,678.672
2005-04-15,671.055
2005-04-18,667.179
2005-04-19,672.221
2005-04-20,667.418
2005-04-21,674.6
2005-04-22,674.487
2005-04-25,677.105
2005-04-26,672.757
2005-04-27,671.947
2005-04-28,667.55
2005-04-29,673.037
2005-05-02,674.319
2005-05-03,675.611
2005-05-04,683.436
2005-05-05,683.497
2005-05-06,683.564
2005-05-09,684.204
2005-05-10,679.445
2005-05-11,679.128
2005-05-12,674.439
2005-05-13,670.924
2005-05-16,672.427
2005-05-17,675.02
2005-05-18,681.277
2005-05-19,685.149
2005-05-20,682.984
2005-05-23,686.985
2005-05-24,687.508
2005-05-25,685.437
2005-05-26,687.798
2005-05-27,689.305
2005-05-30,690.154
2005-05-31,684.823
2005-06-01,690.321
2005-06-02,691.317
2005-06-03,688.403
2005-06-06,688.905
2005-06-07,690.873
2005-06-08,691.087
2005-06-09,689.646
2005-06-10,688.884
2005-06-13,688.389
2005-06-14,689.879
2005-06-15,691.746
2005-06-16,694.211
2005-06-17,699.937
2005-06-20,698.111
2005-06-21,698.895
2005-06-22,699.455
2005-06-23,694.69
2005-06-24,690.424
2005-06-27,688.826
2005-06-28,692.717
2005-06-29,692.499
2005-06-30,689.164
2005-07-01,688.622
2005-07-04,688.533
2005-07-05,691.27
2005-07-06,689.877
2005-07-07,686.938
2005-07-08,693.994
2005-07-11,700.679
2005-07-12,703.908
2005-07-13,702.987
2005-07-14,705.904
2005-07-15,704.894
2005-07-18,702.576
2005-07-19,703.901
2005-07-20,705.546
2005-07-21,707.129
2005-07-22,708.753
2005-07-25,706.958
2005-07-26,706.253
2005-07-27,709.817
2005-07-28,713.815
2005-07-29,712.13
2005-08-01,714.24
2005-08-02,719.863
2005-08-03,722.201
2005-08-04,718.21
2005-08-05,712.516
2005-08-08,714.131
2005-08-09,718.37
2005-08-10,722.826
2005-08-11,727.946
2005-08-12,725.628
2005-08-15,725.279
2005-08-16,719.675
2005-08-17,718.49
2005-08-18,714.136
2005-08-19,716.052
2005-08-22,720.421
2005-08-23,716.967
2005-08-24,714.17
2005-08-25,714.025
2005-08-26,711.217
2005-08-29,711.639
2005-08-30,709.696
2005-08-31,717.404
2005-09-01,724.027
2005-09-02,724.661
2005-09-05,726.292
2005-09-06,731.992
2005-09-07,732.989
2005-09-08,730.061
2005-09-09,735.866
2005-09-12,733.811
2005-09-13,728.988
2005-09-14,729.565
2005-09-15,728.815
2005-09-16,733.3
2005-09-19,731.104
2005-09-20,730.337
2005-09-21,726.189
2005-09-22,724.855
2005-09-23,723.934
2005-09-26,728.075
2005-09-27,726.035
2005-09-28,729.981
2005-09-29,734.795
2005-09-30,735.6
2005-10-03,733.276
2005-10-04,730.802
2005-10-05,721.886
2005-10-06,718.137
2005-10-07,718.153
2005-10-10,715.015
2005-10-11,715.554
2005-10-12,712.407
2005-10-13,707.731
2005-10-14,713.616
2005-10-17,713.324
2005-10-18,706.514
2005-10-19,709.369
2005-10-20,704.151
2005-10-21,704.329
2005-10-24,711.812
2005-10-25,714.086
2005-10-26,713.123
2005-10-27,709.024
2005-10-28,713.547
2005-10-31,720.071
2005-11-01,720.542
2005-11-02,726.639
2005-11-03,731.09
2005-11-04,727.866
2005-11-07,729.493
2005-11-08,728.569
2005-11-09,727.823
2005-11-10,730.697
