Date,AUSTRIA IMI GROWTH IMI (Large+Mid+Small Cap)
2001-10-31,231.444
2001-11-01,232.922
2001-11-02,229.691
2001-11-05,229.961
2001-11-06,234.238
2001-11-07,232.122
2001-11-08,232.216
2001-11-09,231.09
2001-11-12,232.097
2001-11-13,227.77
2001-11-14,229.231
2001-11-15,231.341
2001-11-16,232.813
2001-11-19,226.445
2001-11-20,229.886
2001-11-21,229.333
2001-11-22,232.659
2001-11-23,232.961
2001-11-26,232.944
2001-11-27,234.305
2001-11-28,235.713
2001-11-29,236.453
2001-11-30,243.941
2001-12-03,240.499
2001-12-04,244.347
2001-12-05,244.313
2001-12-06,244.751
2001-12-07,244.881
2001-12-10,245.511
2001-12-11,244.4
2001-12-12,245.74
2001-12-13,246.395
2001-12-14,248.414
2001-12-17,247.712
2001-12-18,245.905
2001-12-19,243.047
2001-12-20,241.364
2001-12-21,240.718
2001-12-24,238.395
2001-12-25,238.395
2001-12-26,238.598
2001-12-27,243.459
2001-12-28,242.508
2001-12-31,244.857
2002-01-01,244.857
2002-01-02,246.528
2002-01-03,247.282
2002-01-04,245.94
2002-01-07,246.342
2002-01-08,244.493
2002-01-09,244.211
2002-01-10,246.873
2002-01-11,246.33
2002-01-14,247.199
2002-01-15,247.74
2002-01-16,243.989
2002-01-17,244.874
2002-01-18,246.542
2002-01-21,247.012
2002-01-22,246.469
2002-01-23,246.525
2002-01-24,246.797
2002-01-25,243.929
2002-01-28,241.34
2002-01-29,240.878
2002-01-30,241.002
2002-01-31,240.765
2002-02-01,241.923
2002-02-04,243.002
2002-02-05,241.726
2002-02-06,242.141
2002-02-07,245.567
2002-02-08,247.054
2002-02-11,247.552
2002-02-12,247.543
2002-02-13,244.932
2002-02-14,244.907
2002-02-15,244.815
2002-02-18,244.93
2002-02-19,246.792
2002-02-20,243.912
2002-02-21,243.585
2002-02-22,244.845
2002-02-25,243.039
2002-02-26,237.794
2002-02-27,237.585
2002-02-28,236.659
2002-03-01,236.288
2002-03-04,240.37
2002-03-05,237.819
2002-03-06,239.371
2002-03-07,240.699
2002-03-08,243.06
2002-03-11,243.615
2002-03-12,240.812
2002-03-13,241.648
2002-03-14,242.515
2002-03-15,244.351
2002-03-18,244.274
2002-03-19,245.258
2002-03-20,244.225
2002-03-21,243.051
2002-03-22,243.817
2002-03-25,243.711
2002-03-26,242.642
2002-03-27,243.535
2002-03-28,242.845
2002-03-29,242.845
2002-04-01,244.835
2002-04-02,249.061
2002-04-03,248.319
2002-04-04,249.116
2002-04-05,248.547
2002-04-08,245.008
2002-04-09,247.658
2002-04-10,248.462
2002-04-11,251.641
2002-04-12,251.469
2002-04-15,250.746
2002-04-16,249.457
2002-04-17,249.123
2002-04-18,249.063
2002-04-19,249.328
2002-04-22,249.431
2002-04-23,249.646
2002-04-24,250.116
2002-04-25,252.292
2002-04-26,252.767
2002-04-29,253.074
2002-04-30,252.582
2002-05-01,254.011
2002-05-02,252.981
2002-05-03,255.937
2002-05-06,256.652
2002-05-07,253.949
2002-05-08,252.375
2002-05-09,252.389
2002-05-10,254.704
2002-05-13,254.104
2002-05-14,250.613
2002-05-15,252.772
2002-05-16,252.438
2002-05-17,256.278
2002-05-20,256.271
2002-05-21,254.614
2002-05-22,256.925
2002-05-23,257.085
2002-05-24,256.505
2002-05-27,254.842
2002-05-28,258.771
2002-05-29,259.369
2002-05-30,260.849
2002-05-31,259.106
2002-06-03,261.166
2002-06-04,261.392
2002-06-05,259.798
2002-06-06,263.41
2002-06-07,262.327
2002-06-10,262.726
2002-06-11,258.472
2002-06-12,259.118
2002-06-13,258.067
2002-06-14,258.601
2002-06-17,257.809
2002-06-18,259.711
2002-06-19,261.991
2002-06-20,262.7
2002-06-21,265.158
2002-06-24,263.981
2002-06-25,261.205
2002-06-26,263.542
2002-06-27,266.045
2002-06-28,266.043
2002-07-01,269.087
2002-07-02,261.532
2002-07-03,262.517
2002-07-04,261.926
2002-07-05,261.048
2002-07-08,265.197
2002-07-09,266.374
2002-07-10,264.197
2002-07-11,262.907
2002-07-12,263.38
2002-07-15,264.646
2002-07-16,260.261
2002-07-17,260.341
2002-07-18,258.257
2002-07-19,252.599
2002-07-22,251.195
2002-07-23,250.148
2002-07-24,245.071
2002-07-25,249.463
2002-07-26,244.945
2002-07-29,241.472
2002-07-30,245.281
2002-07-31,237.6
2002-08-01,239.129
2002-08-02,238.629
2002-08-05,238.436
2002-08-06,234.247
2002-08-07,234.407
2002-08-08,234.91
2002-08-09,238.659
2002-08-12,237.991
2002-08-13,236.565
2002-08-14,238.023
2002-08-15,236.25
2002-08-16,243.934
2002-08-19,240.433
2002-08-20,239.776
2002-08-21,240.595
2002-08-22,237.869
2002-08-23,237.225
2002-08-26,238.645
2002-08-27,240.119
2002-08-28,235.584
2002-08-29,235.057
2002-08-30,234.412
2002-09-02,232.798
2002-09-03,237.261
2002-09-04,237.026
2002-09-05,237.444
2002-09-06,233.517
2002-09-09,233.769
2002-09-10,228.344
2002-09-11,226.159
2002-09-12,227.341
2002-09-13,228.13
2002-09-16,227.024
2002-09-17,226.815
2002-09-18,227.837
2002-09-19,229.063
2002-09-20,229.144
2002-09-23,229.902
2002-09-24,226.318
2002-09-25,224.991
2002-09-26,225.63
2002-09-27,226.915
2002-09-30,230.067
2002-10-01,224.513
2002-10-02,227.798
2002-10-03,225.723
2002-10-04,221.325
2002-10-07,217.643
2002-10-08,210.389
2002-10-09,212.152
2002-10-10,215.241
2002-10-11,213.718
2002-10-14,213.177
2002-10-15,216.108
2002-10-16,216.014
2002-10-17,214.28
2002-10-18,214.925
2002-10-21,214.9
2002-10-22,217.715
2002-10-23,217.253
2002-10-24,217.128
2002-10-25,215.267
2002-10-28,219.552
2002-10-29,220.525
2002-10-30,223.229
2002-10-31,228.525
2002-11-01,229.944
2002-11-04,229.918
2002-11-05,231.536
2002-11-06,230.756
2002-11-07,235.207
2002-11-08,235.888
2002-11-11,232.961
2002-11-12,232.606
2002-11-13,233.83
2002-11-14,233.528
2002-11-15,231.737
2002-11-18,230.785
2002-11-19,230.634
2002-11-20,229.88
2002-11-21,229.669
2002-11-22,229.399
2002-11-25,230.454
2002-11-26,231.314
2002-11-27,231.276
2002-11-28,234.203
2002-11-29,231.988
2002-12-02,234.514
2002-12-03,236.028
2002-12-04,238.981
2002-12-05,236.371
2002-12-06,239.455
2002-12-09,236.818
2002-12-10,240.969
2002-12-11,241.06
2002-12-12,242.36
2002-12-13,242.326
2002-12-16,241.231
2002-12-17,244.426
2002-12-18,242.061
2002-12-19,242.624
2002-12-20,249.565
2002-12-23,248.424
2002-12-24,249.452
2002-12-25,249.452
2002-12-26,250.081
2002-12-27,251.723
2002-12-30,253.619
2002-12-31,254.614
2003-01-01,254.614
2003-01-02,250.503
2003-01-03,251.553
2003-01-06,253.099
2003-01-07,251.859
2003-01-08,248.882
2003-01-09,257.144
2003-01-10,258.588
2003-01-13,259.78
2003-01-14,266.069
2003-01-15,266.15
2003-01-16,265.957
2003-01-17,266.376
2003-01-20,266.506
2003-01-21,265.219
2003-01-22,264.182
2003-01-23,267.08
2003-01-24,273.558
2003-01-27,271.378
2003-01-28,272.308
2003-01-29,269.222
2003-01-30,263.212
2003-01-31,265.24
2003-02-03,267.313
2003-02-04,268.479
2003-02-05,270.182
2003-02-06,274.339
2003-02-07,273.051
2003-02-10,270.152
2003-02-11,265.256
2003-02-12,261.132
2003-02-13,266.045
2003-02-14,265.686
2003-02-17,267.528
2003-02-18,264.812
2003-02-19,264.99
2003-02-20,264.991
2003-02-21,264.598
2003-02-24,263.607
2003-02-25,262.364
2003-02-26,265.818
2003-02-27,267.537
2003-02-28,267.664
2003-03-03,272.404
2003-03-04,272.512
2003-03-05,275.735
2003-03-06,274.237
2003-03-07,273.286
2003-03-10,272.059
2003-03-11,270.679
2003-03-12,268.983
2003-03-13,263.781
2003-03-14,259.333
2003-03-17,256.949
2003-03-18,258.577
2003-03-19,256.217
2003-03-20,257.828
2003-03-21,258.575
2003-03-24,260.853
2003-03-25,262.302
2003-03-26,262.92
2003-03-27,264.418
2003-03-28,265.707
2003-03-31,268.953
2003-04-01,268.449
2003-04-02,269.301
2003-04-03,264.413
2003-04-04,265.852
2003-04-07,265.797
2003-04-08,264.101
2003-04-09,263.798
2003-04-10,266.927
2003-04-11,265.333
2003-04-14,264.12
2003-04-15,264.907
2003-04-16,266.531
2003-04-17,268.861
2003-04-18,268.861
2003-04-21,267.702
2003-04-22,269.012
2003-04-23,273.469
2003-04-24,276.97
2003-04-25,276.358
2003-04-28,275.754
2003-04-29,279.099
2003-04-30,283.009
2003-05-01,285.608
2003-05-02,291.464
2003-05-05,295.353
2003-05-06,299.913
2003-05-07,300.876
2003-05-08,301.839
2003-05-09,302.492
2003-05-12,310.139
2003-05-13,309.699
2003-05-14,309.253
2003-05-15,312.324
2003-05-16,314.702
2003-05-19,312.977
2003-05-20,312.107
2003-05-21,316.217
2003-05-22,316.107
2003-05-23,320.473
2003-05-26,321.422
2003-05-27,320.276
2003-05-28,316.972
2003-05-29,319.321
2003-05-30,308.151
2003-06-02,313.907
2003-06-03,313.199
2003-06-04,311.764
2003-06-05,317.619
2003-06-06,314.951
2003-06-09,316.661
2003-06-10,315.956
2003-06-11,319.175
2003-06-12,313.488
2003-06-13,317.604
2003-06-16,319.453
2003-06-17,320.458
2003-06-18,316.576
2003-06-19,316.4
2003-06-20,315.111
2003-06-23,312.903
2003-06-24,312.101
2003-06-25,312.621
2003-06-26,311.342
2003-06-27,312.172
2003-06-30,312.36
2003-07-01,316.717
2003-07-02,318.917
2003-07-03,316.691
2003-07-04,316.619
2003-07-07,318.229
2003-07-08,313.45
2003-07-09,314.304
2003-07-10,311.501
2003-07-11,312.266
2003-07-14,314.357
2003-07-15,311.969
2003-07-16,312.533
2003-07-17,310.204
2003-07-18,310.647
2003-07-21,311.162
2003-07-22,310.274
2003-07-23,316.317
2003-07-24,314.473
2003-07-25,315.645
2003-07-28,314.947
2003-07-29,315.405
2003-07-30,311.448
2003-07-31,306.976
2003-08-01,306.182
2003-08-04,308.336
2003-08-05,310.576
2003-08-06,310.321
2003-08-07,312.492
2003-08-08,309.606
2003-08-11,308.499
2003-08-12,309.375
2003-08-13,310.157
2003-08-14,309.434
2003-08-15,309.214
2003-08-18,307.883
2003-08-19,308.499
2003-08-20,310.742
2003-08-21,305.313
2003-08-22,302.006
2003-08-25,303.675
2003-08-26,304.544
2003-08-27,305.633
2003-08-28,304.853
2003-08-29,306.107
2003-09-01,306.702
2003-09-02,307.214
2003-09-03,307.59
2003-09-04,308.009
2003-09-05,311.593
2003-09-08,316.112
2003-09-09,315.996
2003-09-10,315.968
2003-09-11,317.795
2003-09-12,321.498
2003-09-15,317.205
2003-09-16,314.682
2003-09-17,316.211
2003-09-18,316.9
2003-09-19,319.85
2003-09-22,320.824
2003-09-23,320.266
2003-09-24,319.082
2003-09-25,319.815
2003-09-26,318.644
2003-09-29,321.097
2003-09-30,325.501
2003-10-01,324.702
2003-10-02,325.036
2003-10-03,324.315
2003-10-06,328.147
2003-10-07,332.628
2003-10-08,335.561
2003-10-09,335.248
2003-10-10,337.546
2003-10-13,336.986
2003-10-14,337.894
2003-10-15,335.895
2003-10-16,339.362
2003-10-17,338.311
2003-10-20,339.226
2003-10-21,336.762
2003-10-22,339.652
2003-10-23,339.23
2003-10-24,340.11
2003-10-27,338.662
2003-10-28,336.486
2003-10-29,340.155
2003-10-30,341.652
2003-10-31,337.627
2003-11-03,336.039
2003-11-04,339.416
2003-11-05,337.773
2003-11-06,334.073
2003-11-07,334.128
2003-11-10,336.647
2003-11-11,335.511
2003-11-12,338.035
2003-11-13,343.316
2003-11-14,345.226
2003-11-17,344.484
2003-11-18,347.789
2003-11-19,350.527
2003-11-20,347.918
2003-11-21,349.92
2003-11-24,347.274
2003-11-25,346.009
2003-11-26,347.233
2003-11-27,351.439
2003-11-28,354.722
2003-12-01,355.263
2003-12-02,359.734
2003-12-03,359.37
2003-12-04,356.911
2003-12-05,359.402
2003-12-08,361.667
2003-12-09,363.069
2003-12-10,360.282
2003-12-11,356.442
2003-12-12,363.95
2003-12-15,364.852
2003-12-16,362.346
2003-12-17,363.284
2003-12-18,366.046
2003-12-19,370.45
2003-12-22,373.364
2003-12-23,377.615
2003-12-24,378.679
2003-12-25,378.679
2003-12-26,378.527
2003-12-29,380.73
2003-12-30,381.477
2003-12-31,384.004
2004-01-01,384.004
2004-01-02,386.935
2004-01-05,396.715
2004-01-06,399.094
2004-01-07,401.251
2004-01-08,403.22
2004-01-09,404.654
2004-01-12,402.842
2004-01-13,405.966
2004-01-14,407.202
2004-01-15,406.433
2004-01-16,402.619
2004-01-19,402.839
2004-01-20,403.204
2004-01-21,407.846
2004-01-22,419.194
2004-01-23,418.687
2004-01-26,410.913
2004-01-27,416.601
2004-01-28,417.881
2004-01-29,406.043
2004-01-30,405.858
2004-02-02,409.996
2004-02-03,413.333
2004-02-04,413.832
2004-02-05,414.98
2004-02-06,418.67
2004-02-09,423.035
2004-02-10,422.601
2004-02-11,424.619
2004-02-12,431.177
2004-02-13,436.244
2004-02-16,437.63
2004-02-17,436.873
2004-02-18,437.582
2004-02-19,431.0
2004-02-20,428.088
2004-02-23,428.512
2004-02-24,430.554
2004-02-25,426.33
2004-02-26,422.763
2004-02-27,422.171
2004-03-01,422.692
2004-03-02,421.299
2004-03-03,417.249
2004-03-04,424.043
2004-03-05,429.336
2004-03-08,430.298
2004-03-09,431.445
2004-03-10,424.32
2004-03-11,422.951
2004-03-12,419.211
2004-03-15,415.945
2004-03-16,423.185
2004-03-17,422.982
2004-03-18,425.956
2004-03-19,427.435
2004-03-22,418.606
2004-03-23,423.218
2004-03-24,430.956
2004-03-25,429.501
2004-03-26,424.528
2004-03-29,426.476
2004-03-30,425.624
2004-03-31,433.583
2004-04-01,443.316
2004-04-02,440.829
2004-04-05,442.558
2004-04-06,441.742
2004-04-07,449.357
2004-04-08,448.481
2004-04-09,448.481
2004-04-12,447.222
2004-04-13,442.451
2004-04-14,437.891
2004-04-15,435.433
2004-04-16,440.037
2004-04-19,439.901
2004-04-20,436.901
2004-04-21,435.905
2004-04-22,432.856
2004-04-23,433.53
2004-04-26,435.025
2004-04-27,436.267
2004-04-28,434.838
2004-04-29,439.063
2004-04-30,437.658
2004-05-03,434.933
2004-05-04,441.78
2004-05-05,442.744
2004-05-06,432.762
2004-05-07,427.789
2004-05-10,413.762
2004-05-11,413.93
2004-05-12,419.237
2004-05-13,417.406
2004-05-14,408.542
2004-05-17,408.241
2004-05-18,410.007
2004-05-19,421.677
2004-05-20,417.928
2004-05-21,419.495
2004-05-24,420.793
2004-05-25,421.828
2004-05-26,424.87
2004-05-27,433.292
2004-05-28,441.123
2004-05-31,441.123
2004-06-01,431.997
2004-06-02,432.188
2004-06-03,432.786
2004-06-04,438.313
2004-06-07,443.033
2004-06-08,442.666
2004-06-09,435.739
2004-06-10,435.775
2004-06-11,434.076
2004-06-14,436.219
2004-06-15,438.859
2004-06-16,441.63
2004-06-17,447.464
2004-06-18,452.008
2004-06-21,456.786
2004-06-22,449.235
2004-06-23,451.6
2004-06-24,455.742
2004-06-25,453.507
2004-06-28,459.799
2004-06-29,459.183
2004-06-30,460.442
2004-07-01,461.767
2004-07-02,472.991
2004-07-05,469.072
2004-07-06,465.373
2004-07-07,470.326
2004-07-08,473.58
2004-07-09,478.123
2004-07-12,475.819
2004-07-13,474.259
2004-07-14,469.889
2004-07-15,468.658
2004-07-16,476.851
2004-07-19,471.407
2004-07-20,471.586
2004-07-21,461.721
2004-07-22,456.634
2004-07-23,455.827
2004-07-26,455.712
2004-07-27,458.881
2004-07-28,461.411
2004-07-29,459.548
2004-07-30,460.503
2004-08-02,458.879
2004-08-03,459.079
2004-08-04,459.339
2004-08-05,458.534
2004-08-06,459.844
2004-08-09,456.787
2004-08-10,462.128
2004-08-11,456.74
2004-08-12,459.385
2004-08-13,466.033
2004-08-16,478.111
2004-08-17,473.309
2004-08-18,473.908
2004-08-19,451.768
2004-08-20,446.721
2004-08-23,442.899
2004-08-24,445.582
2004-08-25,448.291
2004-08-26,449.367
2004-08-27,450.624
2004-08-30,446.375
2004-08-31,448.501
2004-09-01,451.575
2004-09-02,451.825
2004-09-03,449.025
2004-09-06,452.244
2004-09-07,451.914
2004-09-08,454.499
2004-09-09,452.664
2004-09-10,457.957
2004-09-13,453.032
2004-09-14,452.753
2004-09-15,445.698
2004-09-16,448.626
2004-09-17,457.659
2004-09-20,456.694
2004-09-21,463.98
2004-09-22,461.545
2004-09-23,463.855
2004-09-24,457.85
2004-09-27,462.311
2004-09-28,460.761
2004-09-29,466.458
2004-09-30,467.06
2004-10-01,467.622
2004-10-04,465.013
2004-10-05,469.959
2004-10-06,473.801
2004-10-07,471.212
2004-10-08,476.356
2004-10-11,476.305
2004-10-12,469.437
2004-10-13,469.242
2004-10-14,471.075
2004-10-15,474.686
2004-10-18,476.518
2004-10-19,479.061
2004-10-20,481.352
2004-10-21,483.897
2004-10-22,488.576
2004-10-25,488.667
2004-10-26,488.629
2004-10-27,489.536
2004-10-28,494.366
2004-10-29,495.247
2004-11-01,496.201
2004-11-02,504.543
2004-11-03,507.329
2004-11-04,511.409
2004-11-05,510.336
2004-11-08,511.641
2004-11-09,508.727
2004-11-10,509.98
2004-11-11,515.647
2004-11-12,514.985
2004-11-15,512.263
2004-11-16,516.393
2004-11-17,524.888
2004-11-18,531.33
2004-11-19,533.246
2004-11-22,529.379
2004-11-23,531.871
2004-11-24,542.657
2004-11-25,548.364
2004-11-26,549.102
2004-11-29,556.081
2004-11-30,555.456
2004-12-01,564.938
2004-12-02,565.907
2004-12-03,570.745
2004-12-06,572.089
2004-12-07,577.438
2004-12-08,570.536
2004-12-09,564.533
2004-12-10,562.836
2004-12-13,573.114
2004-12-14,576.668
2004-12-15,585.225
2004-12-16,574.187
2004-12-17,574.93
2004-12-20,586.776
2004-12-21,584.137
2004-12-22,581.728
2004-12-23,585.387
2004-12-24,586.905
2004-12-27,593.38
2004-12-28,594.89
2004-12-29,593.9
2004-12-30,596.966
2004-12-31,595.323
2005-01-03,594.674
2005-01-04,590.843
2005-01-05,586.366
2005-01-06,581.751
2005-01-07,580.985
2005-01-10,578.105
2005-01-11,577.027
2005-01-12,582.649
2005-01-13,576.384
2005-01-14,571.396
2005-01-17,575.279
2005-01-18,573.932
2005-01-19,568.932
2005-01-20,566.481
2005-01-21,572.934
2005-01-24,575.535
2005-01-25,574.986
2005-01-26,582.239
2005-01-27,583.54
2005-01-28,578.463
2005-01-31,576.344
2005-02-01,582.373
2005-02-02,584.57
2005-02-03,584.349
2005-02-04,590.69
2005-02-07,587.324
2005-02-08,585.06
2005-02-09,587.541
2005-02-10,587.975
2005-02-11,590.431
2005-02-14,598.771
2005-02-15,600.657
2005-02-16,599.862
2005-02-17,603.563
2005-02-18,605.644
2005-02-21,603.677
2005-02-22,606.838
2005-02-23,595.708
2005-02-24,603.296
2005-02-25,615.48
2005-02-28,622.904
2005-03-01,622.344
2005-03-02,620.832
2005-03-03,628.271
2005-03-04,635.69
2005-03-07,636.617
2005-03-08,633.602
2005-03-09,628.894
2005-03-10,634.401
2005-03-11,638.0
2005-03-14,626.86
2005-03-15,631.262
2005-03-16,627.296
2005-03-17,620.875
2005-03-18,615.279
2005-03-21,601.303
2005-03-22,609.858
2005-03-23,594.414
2005-03-24,595.271
2005-03-25,595.271
2005-03-28,591.093
2005-03-29,597.566
2005-03-30,598.276
2005-03-31,602.596
2005-04-01,606.879
2005-04-04,601.98
2005-04-05,606.985
2005-04-06,608.811
2005-04-07,605.597
2005-04-08,606.657
2005-04-11,612.566
2005-04-12,609.114
2005-04-13,613.314
2005-04-14,604.032
2005-04-15,600.769
2005-04-18,593.071
2005-04-19,597.588
2005-04-20,604.825
2005-04-21,605.428
2005-04-22,608.761
2005-04-25,604.09
2005-04-26,603.108
2005-04-27,592.993
2005-04-28,586.377
2005-04-29,585.236
2005-05-02,584.392
2005-05-03,583.101
2005-05-04,583.422
2005-05-05,582.724
2005-05-06,576.569
2005-05-09,584.05
2005-05-10,585.68
2005-05-11,584.192
2005-05-12,580.329
2005-05-13,577.349
2005-05-16,576.207
2005-05-17,575.453
2005-05-18,582.97
2005-05-19,586.131
2005-05-20,587.18
2005-05-23,589.293
2005-05-24,587.437
2005-05-25,588.211
2005-05-26,584.848
2005-05-27,592.895
2005-05-30,591.686
2005-05-31,589.464
2005-06-01,591.037
2005-06-02,594.21
2005-06-03,594.327
2005-06-06,597.159
2005-06-07,600.013
2005-06-08,605.376
2005-06-09,602.027
2005-06-10,600.954
2005-06-13,600.353
2005-06-14,599.785
2005-06-15,603.229
2005-06-16,607.54
2005-06-17,617.257
2005-06-20,614.945
2005-06-21,612.923
2005-06-22,611.129
2005-06-23,605.152
2005-06-24,597.168
2005-06-27,601.165
2005-06-28,605.8
2005-06-29,607.498
2005-06-30,608.918
2005-07-01,610.664
2005-07-04,606.929
2005-07-05,610.061
2005-07-06,606.181
2005-07-07,603.073
2005-07-08,606.779
2005-07-11,611.667
2005-07-12,615.952
2005-07-13,613.287
2005-07-14,616.676
2005-07-15,612.163
2005-07-18,614.922
2005-07-19,614.899
2005-07-20,613.881
2005-07-21,616.187
2005-07-22,617.406
2005-07-25,619.512
2005-07-26,611.973
2005-07-27,614.274
2005-07-28,617.951
2005-07-29,627.264
2005-08-01,639.422
2005-08-02,639.614
2005-08-03,653.971
2005-08-04,659.891
2005-08-05,653.416
2005-08-08,656.228
2005-08-09,656.916
2005-08-10,661.574
2005-08-11,660.281
2005-08-12,660.994
2005-08-15,657.458
2005-08-16,654.929
2005-08-17,648.577
2005-08-18,639.612
2005-08-19,637.402
2005-08-22,643.771
2005-08-23,643.921
2005-08-24,640.692
2005-08-25,642.95
2005-08-26,645.04
2005-08-29,643.652
2005-08-30,640.344
2005-08-31,649.694
2005-09-01,664.321
2005-09-02,676.241
2005-09-05,670.269
2005-09-06,668.22
2005-09-07,667.071
2005-09-08,668.695
2005-09-09,667.707
2005-09-12,661.115
2005-09-13,659.62
2005-09-14,659.239
2005-09-15,654.031
2005-09-16,656.658
2005-09-19,649.155
2005-09-20,649.251
2005-09-21,638.599
2005-09-22,630.393
2005-09-23,627.2
2005-09-26,626.325
2005-09-27,625.184
2005-09-28,629.724
2005-09-29,630.112
2005-09-30,637.37
2005-10-03,635.912
2005-10-04,636.139
2005-10-05,634.653
2005-10-06,634.252
2005-10-07,632.716
2005-10-10,624.35
2005-10-11,618.308
2005-10-12,619.837
2005-10-13,603.37
2005-10-14,604.636
2005-10-17,604.92
2005-10-18,605.633
2005-10-19,598.845
2005-10-20,596.076
2005-10-21,594.711
2005-10-24,595.225
2005-10-25,605.578
2005-10-26,604.527
2005-10-27,607.876
2005-10-28,610.528
2005-10-31,622.324
2005-11-01,622.999
2005-11-02,622.58
2005-11-03,626.696
2005-11-04,617.083
2005-11-07,620.981
