Date,UNITED KINGDOM Standard (Large+Mid Cap)
2001-07-03,2827.842
2001-07-04,2807.95
2001-07-05,2767.685
2001-07-06,2743.211
2001-07-09,2746.711
2001-07-10,2752.323
2001-07-11,2719.81
2001-07-12,2749.651
2001-07-13,2766.804
2001-07-16,2754.327
2001-07-17,2711.133
2001-07-18,2735.526
2001-07-19,2756.409
2001-07-20,2751.455
2001-07-23,2741.955
2001-07-24,2701.732
2001-07-25,2695.2
2001-07-26,2702.467
2001-07-27,2755.705
2001-07-30,2782.671
2001-07-31,2824.643
2001-08-01,2847.326
2001-08-02,2873.35
2001-08-03,2852.995
2001-08-06,2820.053
2001-08-07,2826.83
2001-08-08,2790.525
2001-08-09,2768.144
2001-08-10,2791.399
2001-08-13,2782.48
2001-08-14,2819.74
2001-08-15,2837.207
2001-08-16,2807.338
2001-08-17,2783.301
2001-08-20,2793.628
2001-08-21,2841.442
2001-08-22,2846.324
2001-08-23,2820.785
2001-08-24,2856.172
2001-08-27,2849.26
2001-08-28,2840.989
2001-08-29,2837.688
2001-08-30,2790.396
2001-08-31,2797.86
2001-09-03,2784.924
2001-09-04,2806.029
2001-09-05,2786.521
2001-09-06,2724.163
2001-09-07,2675.933
2001-09-10,2648.776
2001-09-11,2513.055
2001-09-12,2584.026
2001-09-13,2628.623
2001-09-14,2527.858
2001-09-17,2597.057
2001-09-18,2563.332
2001-09-19,2511.39
2001-09-20,2425.642
2001-09-21,2348.461
2001-09-24,2450.42
2001-09-25,2488.185
2001-09-26,2519.849
2001-09-27,2555.979
2001-09-28,2613.79
2001-10-01,2567.401
2001-10-02,2569.395
2001-10-03,2612.294
2001-10-04,2685.197
2001-10-05,2706.851
2001-10-08,2694.123
2001-10-09,2670.684
2001-10-10,2711.485
2001-10-11,2706.855
2001-10-12,2706.343
2001-10-15,2660.878
2001-10-16,2669.741
2001-10-17,2740.075
2001-10-18,2685.722
2001-10-19,2622.548
2001-10-22,2630.228
2001-10-23,2679.168
2001-10-24,2670.757
2001-10-25,2641.814
2001-10-26,2702.261
2001-10-29,2676.928
2001-10-30,2643.719
2001-10-31,2664.237
2001-11-01,2693.791
2001-11-02,2728.956
2001-11-05,2760.73
2001-11-06,2771.632
2001-11-07,2787.972
2001-11-08,2802.799
2001-11-09,2789.025
2001-11-12,2734.323
2001-11-13,2775.269
2001-11-14,2761.46
2001-11-15,2745.978
2001-11-16,2768.986
2001-11-19,2767.897
2001-11-20,2747.245
2001-11-21,2747.297
2001-11-22,2763.171
2001-11-23,2726.425
2001-11-26,2740.412
2001-11-27,2724.706
2001-11-28,2712.312
2001-11-29,2710.97
2001-11-30,2722.314
2001-12-03,2689.053
2001-12-04,2717.118
2001-12-05,2774.369
2001-12-06,2808.714
2001-12-07,2766.002
2001-12-10,2728.938
2001-12-11,2717.726
2001-12-12,2716.883
2001-12-13,2692.806
2001-12-14,2694.034
2001-12-17,2743.849
2001-12-18,2752.643
2001-12-19,2721.995
2001-12-20,2696.472
2001-12-21,2720.621
2001-12-24,2732.85
2001-12-25,2732.85
2001-12-26,2748.798
2001-12-27,2777.872
2001-12-28,2784.609
2001-12-31,2786.916
2002-01-01,2786.916
2002-01-02,2768.599
2002-01-03,2814.072
2002-01-04,2817.015
2002-01-07,2792.434
2002-01-08,2774.362
2002-01-09,2754.889
2002-01-10,2744.233
2002-01-11,2745.23
2002-01-14,2712.883
2002-01-15,2730.571
2002-01-16,2697.503
2002-01-17,2699.683
2002-01-18,2692.14
2002-01-21,2697.88
2002-01-22,2687.337
2002-01-23,2698.002
2002-01-24,2720.512
2002-01-25,2675.7
2002-01-28,2688.38
2002-01-29,2645.737
2002-01-30,2629.37
2002-01-31,2669.433
2002-02-01,2680.337
2002-02-04,2674.056
2002-02-05,2638.421
2002-02-06,2619.333
2002-02-07,2644.775
2002-02-08,2657.677
2002-02-11,2682.82
2002-02-12,2684.197
2002-02-13,2696.176
2002-02-14,2718.727
2002-02-15,2715.369
2002-02-18,2692.931
2002-02-19,2663.052
2002-02-20,2630.443
2002-02-21,2650.005
2002-02-22,2646.126
2002-02-25,2669.346
2002-02-26,2686.179
2002-02-27,2696.59
2002-02-28,2656.555
2002-03-01,2700.666
2002-03-04,2744.918
2002-03-05,2729.909
2002-03-06,2749.126
2002-03-07,2775.792
2002-03-08,2774.107
2002-03-11,2757.924
2002-03-12,2732.344
2002-03-13,2752.8
2002-03-14,2762.002
2002-03-15,2784.924
2002-03-18,2788.127
2002-03-19,2795.87
2002-03-20,2778.122
2002-03-21,2773.661
2002-03-22,2772.205
2002-03-25,2745.465
2002-03-26,2743.981
2002-03-27,2745.313
2002-03-28,2779.494
2002-03-29,2779.494
2002-04-01,2807.602
2002-04-02,2799.074
2002-04-03,2788.695
2002-04-04,2768.756
2002-04-05,2778.205
2002-04-08,2743.303
2002-04-09,2741.865
2002-04-10,2776.692
2002-04-11,2735.043
2002-04-12,2744.717
2002-04-15,2768.313
2002-04-16,2800.05
2002-04-17,2811.774
2002-04-18,2801.632
2002-04-19,2809.486
2002-04-22,2802.646
2002-04-23,2784.745
2002-04-24,2801.557
2002-04-25,2803.677
2002-04-26,2781.628
2002-04-29,2783.191
2002-04-30,2788.359
2002-05-01,2775.043
2002-05-02,2801.67
2002-05-03,2821.187
2002-05-06,2819.65
2002-05-07,2766.766
2002-05-08,2808.032
2002-05-09,2799.794
2002-05-10,2789.911
2002-05-13,2803.67
2002-05-14,2797.843
2002-05-15,2827.826
2002-05-16,2822.107
2002-05-17,2819.177
2002-05-20,2809.659
2002-05-21,2797.513
2002-05-22,2776.587
2002-05-23,2775.839
2002-05-24,2779.471
2002-05-27,2758.976
2002-05-28,2734.865
2002-05-29,2737.593
2002-05-30,2722.786
2002-05-31,2742.772
2002-06-03,2739.866
2002-06-04,2742.959
2002-06-05,2679.388
2002-06-06,2669.398
2002-06-07,2653.814
2002-06-10,2661.35
2002-06-11,2674.237
2002-06-12,2639.583
2002-06-13,2600.799
2002-06-14,2531.559
2002-06-17,2601.386
2002-06-18,2589.102
2002-06-19,2565.32
2002-06-20,2541.735
2002-06-21,2555.999
2002-06-24,2528.96
2002-06-25,2571.517
2002-06-26,2561.304
2002-06-27,2562.522
2002-06-28,2626.933
2002-07-01,2651.206
2002-07-02,2575.064
2002-07-03,2479.078
2002-07-04,2519.436
2002-07-05,2592.322
2002-07-08,2607.939
2002-07-09,2593.281
2002-07-10,2519.58
2002-07-11,2416.527
2002-07-12,2415.409
2002-07-15,2306.792
2002-07-16,2330.894
2002-07-17,2421.229
2002-07-18,2486.776
2002-07-19,2384.347
2002-07-22,2261.865
2002-07-23,2225.435
2002-07-24,2194.72
2002-07-25,2305.587
2002-07-26,2320.147
2002-07-29,2416.464
2002-07-30,2425.458
2002-07-31,2450.094
2002-08-01,2326.832
2002-08-02,2365.748
2002-08-05,2317.341
2002-08-06,2347.792
2002-08-07,2321.78
2002-08-08,2397.177
2002-08-09,2433.925
2002-08-12,2387.724
2002-08-13,2416.532
2002-08-14,2389.725
2002-08-15,2461.363
2002-08-16,2470.592
2002-08-19,2508.48
2002-08-20,2470.907
2002-08-21,2480.975
2002-08-22,2509.021
2002-08-23,2480.259
2002-08-26,2484.826
2002-08-27,2527.777
2002-08-28,2439.99
2002-08-29,2420.662
2002-08-30,2424.539
2002-09-02,2405.915
2002-09-03,2340.627
2002-09-04,2339.669
2002-09-05,2333.285
2002-09-06,2378.727
2002-09-09,2349.983
2002-09-10,2405.164
2002-09-11,2417.08
2002-09-12,2357.023
2002-09-13,2322.704
2002-09-16,2318.807
2002-09-17,2291.837
2002-09-18,2224.176
2002-09-19,2200.868
2002-09-20,2228.169
2002-09-23,2167.182
2002-09-24,2121.9
2002-09-25,2142.802
2002-09-26,2226.982
2002-09-27,2251.512
2002-09-30,2173.571
2002-10-01,2210.757
2002-10-02,2265.133
2002-10-03,2256.597
2002-10-04,2214.944
2002-10-07,2193.887
2002-10-08,2150.406
2002-10-09,2160.514
2002-10-10,2184.655
2002-10-11,2283.473
2002-10-14,2267.948
2002-10-15,2377.429
2002-10-16,2334.39
2002-10-17,2394.129
2002-10-18,2368.471
2002-10-21,2366.117
2002-10-22,2358.333
2002-10-23,2298.291
2002-10-24,2350.379
2002-10-25,2333.522
2002-10-28,2355.316
2002-10-29,2274.276
2002-10-30,2310.947
2002-10-31,2343.899
2002-11-01,2318.108
2002-11-04,2383.982
2002-11-05,2396.959
2002-11-06,2369.123
2002-11-07,2386.271
2002-11-08,2374.54
2002-11-11,2361.927
2002-11-12,2401.505
2002-11-13,2371.0
2002-11-14,2373.557
2002-11-15,2394.67
2002-11-18,2413.671
2002-11-19,2414.651
2002-11-20,2394.598
2002-11-21,2454.75
2002-11-22,2450.925
2002-11-25,2397.703
2002-11-26,2361.836
2002-11-27,2379.545
2002-11-28,2419.688
2002-11-29,2414.444
2002-12-02,2404.893
2002-12-03,2377.572
2002-12-04,2368.106
2002-12-05,2357.838
2002-12-06,2353.237
2002-12-09,2309.857
2002-12-10,2298.453
2002-12-11,2333.192
2002-12-12,2311.755
2002-12-13,2296.681
2002-12-16,2355.877
2002-12-17,2325.285
2002-12-18,2287.592
2002-12-19,2291.183
2002-12-20,2321.332
2002-12-23,2332.4
2002-12-24,2341.297
2002-12-25,2341.297
2002-12-26,2340.857
2002-12-27,2284.19
2002-12-30,2329.477
2002-12-31,2362.337
2003-01-01,2362.337
2003-01-02,2382.728
2003-01-03,2389.78
2003-01-06,2401.104
2003-01-07,2370.219
2003-01-08,2340.358
2003-01-09,2357.349
2003-01-10,2384.198
2003-01-13,2365.674
2003-01-14,2369.562
2003-01-15,2329.015
2003-01-16,2328.555
2003-01-17,2308.468
2003-01-20,2270.073
2003-01-21,2246.463
2003-01-22,2217.956
2003-01-23,2198.836
2003-01-24,2198.858
2003-01-27,2125.988
2003-01-28,2140.29
2003-01-29,2148.207
2003-01-30,2204.044
2003-01-31,2195.733
2003-02-03,2259.911
2003-02-04,2211.114
2003-02-05,2261.609
2003-02-06,2204.437
2003-02-07,2194.1
2003-02-10,2179.773
2003-02-11,2217.35
2003-02-12,2184.278
2003-02-13,2187.051
2003-02-14,2176.216
2003-02-17,2206.37
2003-02-18,2217.099
2003-02-19,2183.353
2003-02-20,2199.056
2003-02-21,2218.989
2003-02-24,2195.377
2003-02-25,2130.65
2003-02-26,2133.754
2003-02-27,2114.723
2003-02-28,2160.356
2003-03-03,2185.518
2003-03-04,2151.938
2003-03-05,2143.667
2003-03-06,2141.833
2003-03-07,2106.665
2003-03-10,2066.135
2003-03-11,2083.102
2003-03-12,1999.236
2003-03-13,2107.127
2003-03-14,2149.013
2003-03-17,2207.239
2003-03-18,2206.092
2003-03-19,2222.095
2003-03-20,2225.365
2003-03-21,2276.765
2003-03-24,2227.447
2003-03-25,2231.868
2003-03-26,2253.292
2003-03-27,2211.805
2003-03-28,2196.469
2003-03-31,2158.266
2003-04-01,2189.736
2003-04-02,2226.34
2003-04-03,2238.083
2003-04-04,2252.245
2003-04-07,2306.076
2003-04-08,2267.801
2003-04-09,2271.148
2003-04-10,2262.496
2003-04-11,2262.166
2003-04-14,2292.294
2003-04-15,2327.133
2003-04-16,2301.389
2003-04-17,2324.658
2003-04-18,2324.658
2003-04-21,2302.646
2003-04-22,2341.086
2003-04-23,2379.452
2003-04-24,2359.568
2003-04-25,2337.585
2003-04-28,2378.471
2003-04-29,2371.069
2003-04-30,2382.767
2003-05-01,2373.308
2003-05-02,2406.788
2003-05-05,2411.291
2003-05-06,2458.464
2003-05-07,2417.365
2003-05-08,2391.134
2003-05-09,2417.598
2003-05-12,2441.376
2003-05-13,2446.277
2003-05-14,2454.46
2003-05-15,2484.244
2003-05-16,2509.414
2003-05-19,2461.551
2003-05-20,2477.857
2003-05-21,2467.091
2003-05-22,2485.566
2003-05-23,2485.036
2003-05-26,2486.174
2003-05-27,2499.049
2003-05-28,2537.973
2003-05-29,2569.833
2003-05-30,2529.029
2003-06-02,2571.642
2003-06-03,2557.426
2003-06-04,2570.414
2003-06-05,2594.186
2003-06-06,2640.264
2003-06-09,2602.045
2003-06-10,2593.668
2003-06-11,2648.341
2003-06-12,2657.886
2003-06-13,2638.183
2003-06-16,2670.79
2003-06-17,2709.443
2003-06-18,2702.447
2003-06-19,2651.772
2003-06-20,2653.87
2003-06-23,2609.287
2003-06-24,2586.752
2003-06-25,2609.239
2003-06-26,2575.616
2003-06-27,2573.78
2003-06-30,2550.7
2003-07-01,2526.406
2003-07-02,2558.077
2003-07-03,2584.244
2003-07-04,2574.3
2003-07-07,2582.007
2003-07-08,2559.699
2003-07-09,2540.081
2003-07-10,2522.456
2003-07-11,2541.979
2003-07-14,2573.612
2003-07-15,2522.009
2003-07-16,2497.456
2003-07-17,2477.366
2003-07-18,2476.91
2003-07-21,2480.949
2003-07-22,2507.781
2003-07-23,2523.238
2003-07-24,2571.863
2003-07-25,2573.462
2003-07-28,2587.933
2003-07-29,2582.819
2003-07-30,2572.961
2003-07-31,2566.598
2003-08-01,2532.704
2003-08-04,2536.622
2003-08-05,2544.583
2003-08-06,2520.914
2003-08-07,2544.92
2003-08-08,2564.17
2003-08-11,2570.415
2003-08-12,2574.721
2003-08-13,2592.667
2003-08-14,2614.724
2003-08-15,2612.249
2003-08-18,2621.538
2003-08-19,2600.61
2003-08-20,2598.29
2003-08-21,2584.815
2003-08-22,2571.631
2003-08-25,2573.756
2003-08-26,2540.118
2003-08-27,2560.828
2003-08-28,2564.548
2003-08-29,2549.075
2003-09-01,2559.095
2003-09-02,2560.593
2003-09-03,2594.435
2003-09-04,2602.915
2003-09-05,2616.19
2003-09-08,2638.664
2003-09-09,2625.88
2003-09-10,2619.254
2003-09-11,2620.771
2003-09-12,2633.805
2003-09-15,2643.051
2003-09-16,2646.572
2003-09-17,2668.751
2003-09-18,2703.056
2003-09-19,2693.33
2003-09-22,2702.791
2003-09-23,2707.292
2003-09-24,2722.746
2003-09-25,2709.977
2003-09-26,2676.82
2003-09-29,2669.501
2003-09-30,2639.194
2003-10-01,2697.661
2003-10-02,2727.719
2003-10-03,2762.655
2003-10-06,2768.751
2003-10-07,2764.514
2003-10-08,2749.968
2003-10-09,2783.227
2003-10-10,2787.062
2003-10-13,2815.603
2003-10-14,2801.028
2003-10-15,2825.513
2003-10-16,2828.548
2003-10-17,2815.94
2003-10-20,2825.029
2003-10-21,2828.796
2003-10-22,2806.87
2003-10-23,2781.117
2003-10-24,2787.957
2003-10-27,2793.25
2003-10-28,2804.422
2003-10-29,2812.814
2003-10-30,2833.521
2003-10-31,2818.484
2003-11-03,2821.974
2003-11-04,2814.234
2003-11-05,2804.016
2003-11-06,2797.324
2003-11-07,2830.565
2003-11-10,2813.196
2003-11-11,2804.119
2003-11-12,2841.527
2003-11-13,2856.322
2003-11-14,2871.233
2003-11-17,2841.16
2003-11-18,2870.015
2003-11-19,2853.228
2003-11-20,2847.162
2003-11-21,2854.965
2003-11-24,2880.643
2003-11-25,2888.656
2003-11-26,2901.698
2003-11-27,2903.825
2003-11-28,2902.191
2003-12-01,2949.209
2003-12-02,2943.278
2003-12-03,2951.725
2003-12-04,2929.705
2003-12-05,2932.524
2003-12-08,2939.542
2003-12-09,2966.082
2003-12-10,2945.986
2003-12-11,2935.788
2003-12-12,2952.28
2003-12-15,2954.24
2003-12-16,2948.486
2003-12-17,2983.135
2003-12-18,3021.574
2003-12-19,3025.593
2003-12-22,3031.151
2003-12-23,3051.578
2003-12-24,3067.559
2003-12-25,3067.559
2003-12-26,3070.932
2003-12-29,3071.272
2003-12-30,3097.752
2003-12-31,3119.654
2004-01-01,3119.654
2004-01-02,3139.741
2004-01-05,3171.612
2004-01-06,3192.299
2004-01-07,3168.677
2004-01-08,3199.39
2004-01-09,3212.416
2004-01-12,3206.371
2004-01-13,3201.067
2004-01-14,3198.194
2004-01-15,3165.369
2004-01-16,3151.513
2004-01-19,3142.661
2004-01-20,3185.341
2004-01-21,3219.903
2004-01-22,3214.646
2004-01-23,3183.576
2004-01-26,3149.568
2004-01-27,3149.536
2004-01-28,3180.451
2004-01-29,3111.576
2004-01-30,3110.141
2004-02-02,3104.864
2004-02-03,3143.05
2004-02-04,3131.088
2004-02-05,3139.863
2004-02-06,3169.21
2004-02-09,3208.57
2004-02-10,3199.683
2004-02-11,3199.076
2004-02-12,3224.719
2004-02-13,3243.029
2004-02-16,3241.764
2004-02-17,3301.494
2004-02-18,3301.0
2004-02-19,3327.334
2004-02-20,3293.665
2004-02-23,3289.933
2004-02-24,3304.014
2004-02-25,3307.268
2004-02-26,3274.827
2004-02-27,3252.356
2004-03-01,3308.927
2004-03-02,3273.703
2004-03-03,3222.61
2004-03-04,3241.774
2004-03-05,3278.668
2004-03-08,3278.524
2004-03-09,3258.05
2004-03-10,3201.854
2004-03-11,3125.464
2004-03-12,3133.881
2004-03-15,3100.874
2004-03-16,3150.862
2004-03-17,3167.961
2004-03-18,3164.563
2004-03-19,3183.862
2004-03-22,3145.768
2004-03-23,3134.918
2004-03-24,3112.322
2004-03-25,3118.218
2004-03-26,3103.685
2004-03-29,3150.901
2004-03-30,3170.339
2004-03-31,3176.097
2004-04-01,3227.859
2004-04-02,3221.341
2004-04-05,3202.771
2004-04-06,3228.678
2004-04-07,3245.93
2004-04-08,3248.275
2004-04-09,3248.275
2004-04-12,3248.275
2004-04-13,3230.281
2004-04-14,3160.553
2004-04-15,3167.292
2004-04-16,3228.606
2004-04-19,3247.77
2004-04-20,3235.527
2004-04-21,3182.495
2004-04-22,3196.795
2004-04-23,3196.294
2004-04-26,3230.878
2004-04-27,3239.952
2004-04-28,3181.448
2004-04-29,3181.345
2004-04-30,3153.713
2004-05-03,3156.025
2004-05-04,3229.738
2004-05-05,3236.949
2004-05-06,3210.411
2004-05-07,3182.491
2004-05-10,3092.136
2004-05-11,3095.54
2004-05-12,3104.97
2004-05-13,3113.299
2004-05-14,3099.22
2004-05-17,3083.892
2004-05-18,3098.859
2004-05-19,3162.102
2004-05-20,3112.537
2004-05-21,3146.9
2004-05-24,3146.293
2004-05-25,3172.501
2004-05-26,3195.201
2004-05-27,3241.352
2004-05-28,3222.51
2004-05-31,3222.51
2004-06-01,3222.193
2004-06-02,3238.921
2004-06-03,3245.306
2004-06-04,3251.485
2004-06-07,3276.43
2004-06-08,3284.692
2004-06-09,3263.213
2004-06-10,3264.424
2004-06-11,3239.988
2004-06-14,3203.865
2004-06-15,3223.483
2004-06-16,3261.433
2004-06-17,3273.945
2004-06-18,3292.097
2004-06-21,3275.343
2004-06-22,3235.727
2004-06-23,3246.714
2004-06-24,3260.219
2004-06-25,3254.381
2004-06-28,3285.609
2004-06-29,3244.75
2004-06-30,3223.096
2004-07-01,3200.639
2004-07-02,3212.287
2004-07-05,3208.954
2004-07-06,3206.049
2004-07-07,3221.972
2004-07-08,3241.779
2004-07-09,3242.279
2004-07-12,3236.255
2004-07-13,3222.649
2004-07-14,3232.415
2004-07-15,3204.116
2004-07-16,3239.983
2004-07-19,3224.287
2004-07-20,3207.332
2004-07-21,3203.332
2004-07-22,3172.16
2004-07-23,3156.523
2004-07-26,3140.477
2004-07-27,3139.823
2004-07-28,3157.973
2004-07-29,3192.04
2004-07-30,3191.038
2004-08-02,3206.948
2004-08-03,3211.107
2004-08-04,3199.195
2004-08-05,3198.795
2004-08-06,3181.746
2004-08-09,3156.007
2004-08-10,3182.623
2004-08-11,3145.576
2004-08-12,3145.11
2004-08-13,3161.513
2004-08-16,3192.619
2004-08-17,3177.218
2004-08-18,3171.704
2004-08-19,3193.825
2004-08-20,3179.133
2004-08-23,3194.18
2004-08-24,3163.787
2004-08-25,3175.505
2004-08-26,3196.757
2004-08-27,3222.214
2004-08-30,3221.316
2004-08-31,3209.336
2004-09-01,3229.358
2004-09-02,3233.614
2004-09-03,3232.07
2004-09-06,3247.74
2004-09-07,3237.208
2004-09-08,3253.692
2004-09-09,3238.601
2004-09-10,3275.1
2004-09-13,3276.639
2004-09-14,3274.798
2004-09-15,3237.977
2004-09-16,3266.929
2004-09-17,3292.649
2004-09-20,3272.461
2004-09-21,3309.29
2004-09-22,3298.666
2004-09-23,3291.088
2004-09-24,3305.434
2004-09-27,3288.075
2004-09-28,3313.432
2004-09-29,3307.312
2004-09-30,3312.569
2004-10-01,3350.662
2004-10-04,3344.902
2004-10-05,3358.946
2004-10-06,3352.309
2004-10-07,3351.369
2004-10-08,3374.099
2004-10-11,3367.244
2004-10-12,3325.783
2004-10-13,3319.507
2004-10-14,3327.238
2004-10-15,3341.362
2004-10-18,3333.662
2004-10-19,3362.423
2004-10-20,3351.995
2004-10-21,3376.853
2004-10-22,3375.997
2004-10-25,3361.063
2004-10-26,3371.126
2004-10-27,3404.618
2004-10-28,3403.387
2004-10-29,3393.271
2004-11-01,3431.008
2004-11-02,3454.697
2004-11-03,3496.312
2004-11-04,3493.65
2004-11-05,3513.896
2004-11-08,3514.593
2004-11-09,3511.859
2004-11-10,3506.243
2004-11-11,3529.737
2004-11-12,3558.934
2004-11-15,3564.08
2004-11-16,3548.705
2004-11-17,3570.844
2004-11-18,3567.247
2004-11-19,3549.043
2004-11-22,3527.026
2004-11-23,3559.816
2004-11-24,3568.724
2004-11-25,3607.968
2004-11-26,3607.917
2004-11-29,3613.096
2004-11-30,3612.726
2004-12-01,3669.398
2004-12-02,3674.902
2004-12-03,3700.147
2004-12-06,3686.797
2004-12-07,3694.984
2004-12-08,3649.712
2004-12-09,3616.883
2004-12-10,3617.133
2004-12-13,3664.848
2004-12-14,3658.79
2004-12-15,3702.794
2004-12-16,3690.722
2004-12-17,3665.305
2004-12-20,3716.724
2004-12-21,3675.481
2004-12-22,3684.421
2004-12-23,3704.952
2004-12-24,3725.748
2004-12-27,3740.253
2004-12-28,3731.066
2004-12-29,3724.387
2004-12-30,3736.342
2004-12-31,3730.195
2005-01-03,3697.651
2005-01-04,3684.375
2005-01-05,3662.535
2005-01-06,3651.342
2005-01-07,3659.888
2005-01-10,3665.327
2005-01-11,3653.472
2005-01-12,3660.373
2005-01-13,3650.303
2005-01-14,3642.585
2005-01-17,3643.021
2005-01-18,3640.176
2005-01-19,3657.52
2005-01-20,3634.194
2005-01-21,3633.183
2005-01-24,3652.615
2005-01-25,3653.502
2005-01-26,3690.608
2005-01-27,3704.659
2005-01-28,3682.466
2005-01-31,3703.487
2005-02-01,3732.686
2005-02-02,3751.496
2005-02-03,3736.004
2005-02-04,3772.208
2005-02-07,3759.218
2005-02-08,3751.032
2005-02-09,3755.1
2005-02-10,3788.993
2005-02-11,3809.341
2005-02-14,3850.543
2005-02-15,3862.989
2005-02-16,3845.876
2005-02-17,3872.233
2005-02-18,3878.526
2005-02-21,3884.439
2005-02-22,3882.04
2005-02-23,3854.317
2005-02-24,3847.018
2005-02-25,3890.255
2005-02-28,3883.232
2005-03-01,3896.241
2005-03-02,3872.96
2005-03-03,3886.836
2005-03-04,3939.547
2005-03-07,3908.445
2005-03-08,3929.477
2005-03-09,3904.348
2005-03-10,3881.626
2005-03-11,3903.546
2005-03-14,3868.229
2005-03-15,3896.302
2005-03-16,3888.605
2005-03-17,3868.517
2005-03-18,3854.77
2005-03-21,3823.743
2005-03-22,3832.74
2005-03-23,3759.841
2005-03-24,3762.96
2005-03-25,3762.96
2005-03-28,3754.408
2005-03-29,3767.797
2005-03-30,3773.622
2005-03-31,3780.685
2005-04-01,3794.222
2005-04-04,3747.972
2005-04-05,3788.51
2005-04-06,3795.246
2005-04-07,3816.325
2005-04-08,3817.335
2005-04-11,3839.373
2005-04-12,3810.769
2005-04-13,3835.322
2005-04-14,3799.282
2005-04-15,3782.048
2005-04-18,3752.203
2005-04-19,3799.644
2005-04-20,3777.485
2005-04-21,3766.528
2005-04-22,3795.347
2005-04-25,3798.895
2005-04-26,3766.467
2005-04-27,3729.725
2005-04-28,3731.602
2005-04-29,3740.926
2005-05-02,3707.922
2005-05-03,3748.278
2005-05-04,3784.515
2005-05-05,3806.076
2005-05-06,3793.875
2005-05-09,3768.241
2005-05-10,3755.219
2005-05-11,3730.299
2005-05-12,3724.748
2005-05-13,3704.185
2005-05-16,3661.037
2005-05-17,3681.699
2005-05-18,3712.781
2005-05-19,3728.48
2005-05-20,3712.343
2005-05-23,3735.501
2005-05-24,3729.569
2005-05-25,3727.6
2005-05-26,3726.806
2005-05-27,3723.182
2005-05-30,3724.101
2005-05-31,3705.505
2005-06-01,3732.289
2005-06-02,3732.836
2005-06-03,3728.732
2005-06-06,3720.234
2005-06-07,3774.88
2005-06-08,3780.315
2005-06-09,3742.364
2005-06-10,3747.863
2005-06-13,3738.562
2005-06-14,3747.327
