Date,UNITED KINGDOM LARGE CAP Large Cap
2002-09-23,398.144
2002-09-24,390.633
2002-09-25,394.054
2002-09-26,410.908
2002-09-27,415.479
2002-09-30,398.914
2002-10-01,408.094
2002-10-02,420.752
2002-10-03,419.371
2002-10-04,410.445
2002-10-07,407.127
2002-10-08,398.345
2002-10-09,401.119
2002-10-10,406.966
2002-10-11,426.011
2002-10-14,423.841
2002-10-15,445.392
2002-10-16,436.135
2002-10-17,447.917
2002-10-18,442.102
2002-10-21,440.88
2002-10-22,439.341
2002-10-23,426.932
2002-10-24,436.725
2002-10-25,433.546
2002-10-28,437.211
2002-10-29,421.088
2002-10-30,428.638
2002-10-31,435.085
2002-11-01,430.021
2002-11-04,442.579
2002-11-05,445.602
2002-11-06,439.432
2002-11-07,442.751
2002-11-08,441.031
2002-11-11,439.166
2002-11-12,447.101
2002-11-13,442.28
2002-11-14,443.492
2002-11-15,447.437
2002-11-18,450.637
2002-11-19,451.296
2002-11-20,448.186
2002-11-21,459.342
2002-11-22,457.907
2002-11-25,447.428
2002-11-26,440.729
2002-11-27,444.1
2002-11-28,451.299
2002-11-29,449.578
2002-12-02,447.589
2002-12-03,442.381
2002-12-04,440.854
2002-12-05,438.391
2002-12-06,437.927
2002-12-09,429.783
2002-12-10,427.845
2002-12-11,434.071
2002-12-12,429.49
2002-12-13,426.27
2002-12-16,438.716
2002-12-17,432.744
2002-12-18,425.295
2002-12-19,425.913
2002-12-20,432.114
2002-12-23,435.137
2002-12-24,437.032
2002-12-25,437.032
2002-12-26,436.95
2002-12-27,425.539
2002-12-30,433.686
2002-12-31,439.98
2003-01-01,439.98
2003-01-02,444.345
2003-01-03,446.0
2003-01-06,447.879
2003-01-07,441.401
2003-01-08,437.194
2003-01-09,439.81
2003-01-10,444.538
2003-01-13,440.62
2003-01-14,441.526
2003-01-15,433.813
2003-01-16,433.277
2003-01-17,428.768
2003-01-20,420.811
2003-01-21,416.278
2003-01-22,410.701
2003-01-23,406.996
2003-01-24,406.849
2003-01-27,393.412
2003-01-28,396.115
2003-01-29,398.646
2003-01-30,408.708
2003-01-31,407.226
2003-02-03,420.311
2003-02-04,410.974
2003-02-05,421.526
2003-02-06,410.101
2003-02-07,408.076
2003-02-10,405.159
2003-02-11,413.323
2003-02-12,407.751
2003-02-13,408.86
2003-02-14,407.342
2003-02-17,413.048
2003-02-18,415.448
2003-02-19,408.291
2003-02-20,411.566
2003-02-21,415.678
2003-02-24,411.07
2003-02-25,399.489
2003-02-26,400.677
2003-02-27,396.763
2003-02-28,405.214
2003-03-03,409.761
2003-03-04,403.344
2003-03-05,401.736
2003-03-06,401.511
2003-03-07,395.202
2003-03-10,386.843
2003-03-11,390.151
2003-03-12,373.855
2003-03-13,395.618
2003-03-14,404.091
2003-03-17,415.257
2003-03-18,414.225
2003-03-19,417.82
2003-03-20,418.615
2003-03-21,428.628
2003-03-24,419.197
2003-03-25,420.031
2003-03-26,424.208
2003-03-27,415.686
2003-03-28,412.385
2003-03-31,405.148
2003-04-01,411.948
2003-04-02,418.647
2003-04-03,420.95
2003-04-04,423.69
2003-04-07,434.02
2003-04-08,427.087
2003-04-09,427.87
2003-04-10,425.523
2003-04-11,425.434
2003-04-14,431.321
2003-04-15,438.301
2003-04-16,431.956
2003-04-17,436.652
2003-04-18,436.652
2003-04-21,432.517
2003-04-22,439.932
2003-04-23,446.336
2003-04-24,441.912
2003-04-25,438.024
2003-04-28,446.397
2003-04-29,444.482
2003-04-30,446.052
2003-05-01,444.145
2003-05-02,450.928
2003-05-05,451.771
2003-05-06,459.703
2003-05-07,451.017
2003-05-08,446.386
2003-05-09,451.953
2003-05-12,456.259
2003-05-13,456.495
2003-05-14,457.52
2003-05-15,462.58
2003-05-16,466.559
2003-05-19,457.522
2003-05-20,460.95
2003-05-21,459.002
2003-05-22,462.411
2003-05-23,462.167
2003-05-26,462.379
2003-05-27,464.885
2003-05-28,472.106
2003-05-29,478.425
2003-05-30,470.045
2003-06-02,478.409
2003-06-03,476.845
2003-06-04,479.1
2003-06-05,482.254
2003-06-06,489.192
2003-06-09,482.577
2003-06-10,481.216
2003-06-11,491.651
2003-06-12,493.086
2003-06-13,489.228
2003-06-16,495.45
2003-06-17,502.247
2003-06-18,501.676
2003-06-19,491.489
2003-06-20,492.203
2003-06-23,483.674
2003-06-24,480.186
2003-06-25,483.536
2003-06-26,477.03
2003-06-27,476.359
2003-06-30,471.524
2003-07-01,466.443
2003-07-02,472.039
2003-07-03,476.556
2003-07-04,474.847
2003-07-07,475.756
2003-07-08,470.26
2003-07-09,466.203
2003-07-10,462.728
2003-07-11,466.827
2003-07-14,472.654
2003-07-15,462.553
2003-07-16,458.056
2003-07-17,455.208
2003-07-18,455.029
2003-07-21,455.46
2003-07-22,461.122
2003-07-23,463.527
2003-07-24,473.013
2003-07-25,472.652
2003-07-28,475.733
2003-07-29,473.925
2003-07-30,472.219
2003-07-31,470.768
2003-08-01,463.438
2003-08-04,464.613
2003-08-05,466.319
2003-08-06,461.643
2003-08-07,467.015
2003-08-08,470.868
2003-08-11,472.215
2003-08-12,472.836
2003-08-13,475.665
2003-08-14,480.475
2003-08-15,479.285
2003-08-18,481.061
2003-08-19,475.963
2003-08-20,475.129
2003-08-21,472.175
2003-08-22,469.195
2003-08-25,469.583
2003-08-26,463.413
2003-08-27,467.85
2003-08-28,468.719
2003-08-29,464.882
2003-09-01,466.294
2003-09-02,466.028
2003-09-03,471.809
2003-09-04,474.072
2003-09-05,476.671
2003-09-08,481.784
2003-09-09,479.944
2003-09-10,479.728
2003-09-11,480.105
2003-09-12,482.234
2003-09-15,483.732
2003-09-16,484.582
2003-09-17,488.841
2003-09-18,494.961
2003-09-19,491.758
2003-09-22,493.981
2003-09-23,495.358
2003-09-24,498.774
2003-09-25,497.211
2003-09-26,490.907
2003-09-29,489.24
2003-09-30,483.744
2003-10-01,495.15
2003-10-02,500.713
2003-10-03,507.169
2003-10-06,507.392
2003-10-07,506.698
2003-10-08,502.813
2003-10-09,509.56
2003-10-10,509.409
2003-10-13,515.095
2003-10-14,511.938
2003-10-15,515.316
2003-10-16,515.506
2003-10-17,513.376
2003-10-20,515.245
2003-10-21,516.012
2003-10-22,512.191
2003-10-23,507.913
2003-10-24,509.177
2003-10-27,509.868
2003-10-28,512.087
2003-10-29,513.181
2003-10-30,516.83
2003-10-31,513.74
2003-11-03,514.703
2003-11-04,512.848
2003-11-05,511.054
2003-11-06,510.071
2003-11-07,515.824
2003-11-10,512.436
2003-11-11,511.432
2003-11-12,518.201
2003-11-13,521.441
2003-11-14,524.42
2003-11-17,518.931
2003-11-18,524.666
2003-11-19,520.517
2003-11-20,519.949
2003-11-21,521.729
2003-11-24,527.237
2003-11-25,528.395
2003-11-26,530.054
2003-11-27,530.444
2003-11-28,529.613
2003-12-01,538.535
2003-12-02,536.637
2003-12-03,538.199
2003-12-04,533.743
2003-12-05,534.459
2003-12-08,535.756
2003-12-09,540.983
2003-12-10,537.443
2003-12-11,536.073
2003-12-12,539.324
2003-12-15,539.474
2003-12-16,539.017
2003-12-17,546.287
2003-12-18,553.86
2003-12-19,554.51
2003-12-22,555.795
2003-12-23,559.235
2003-12-24,562.121
2003-12-25,562.121
2003-12-26,562.739
2003-12-29,562.872
2003-12-30,567.355
2003-12-31,571.594
2004-01-01,571.594
2004-01-02,575.631
2004-01-05,581.52
2004-01-06,585.277
2004-01-07,579.818
2004-01-08,584.662
2004-01-09,585.969
2004-01-12,584.579
2004-01-13,582.736
2004-01-14,581.308
2004-01-15,574.706
2004-01-16,571.546
2004-01-19,570.377
2004-01-20,578.279
2004-01-21,585.089
2004-01-22,583.973
2004-01-23,578.562
2004-01-26,572.103
2004-01-27,571.329
2004-01-28,577.136
2004-01-29,564.141
2004-01-30,562.616
2004-02-02,560.589
2004-02-03,567.807
2004-02-04,565.964
2004-02-05,566.499
2004-02-06,571.588
2004-02-09,578.831
2004-02-10,576.329
2004-02-11,575.684
2004-02-12,578.544
2004-02-13,582.234
2004-02-16,581.203
2004-02-17,591.52
2004-02-18,590.229
2004-02-19,596.612
2004-02-20,591.218
2004-02-23,590.984
2004-02-24,593.699
2004-02-25,594.76
2004-02-26,588.234
2004-02-27,583.916
2004-03-01,593.679
2004-03-02,586.918
2004-03-03,578.155
2004-03-04,582.267
2004-03-05,588.291
2004-03-08,588.229
2004-03-09,585.275
2004-03-10,576.633
2004-03-11,563.084
2004-03-12,563.603
2004-03-15,558.677
2004-03-16,567.707
2004-03-17,570.475
2004-03-18,569.1
2004-03-19,571.632
2004-03-22,564.8
2004-03-23,562.688
2004-03-24,558.504
2004-03-25,558.808
2004-03-26,556.547
2004-03-29,564.783
2004-03-30,568.564
2004-03-31,568.618
2004-04-01,577.918
2004-04-02,576.781
2004-04-05,573.92
2004-04-06,579.077
2004-04-07,581.866
2004-04-08,582.086
2004-04-09,582.086
2004-04-12,582.086
2004-04-13,579.593
2004-04-14,568.209
2004-04-15,569.744
2004-04-16,581.016
2004-04-19,584.113
2004-04-20,581.486
2004-04-21,572.412
2004-04-22,574.998
2004-04-23,573.787
2004-04-26,579.93
2004-04-27,582.262
2004-04-28,571.346
2004-04-29,572.259
2004-04-30,567.997
2004-05-03,568.413
2004-05-04,582.435
2004-05-05,584.056
2004-05-06,579.465
2004-05-07,574.903
2004-05-10,559.609
2004-05-11,560.37
2004-05-12,561.987
2004-05-13,563.119
2004-05-14,561.003
2004-05-17,558.691
2004-05-18,560.198
2004-05-19,571.483
2004-05-20,562.34
2004-05-21,568.357
2004-05-24,567.801
2004-05-25,572.693
2004-05-26,575.88
2004-05-27,583.851
2004-05-28,579.237
2004-05-31,579.237
2004-06-01,579.704
2004-06-02,582.263
2004-06-03,583.809
2004-06-04,584.326
2004-06-07,588.619
2004-06-08,590.505
2004-06-09,586.113
2004-06-10,586.459
2004-06-11,582.615
2004-06-14,576.003
2004-06-15,579.656
2004-06-16,586.686
2004-06-17,588.632
2004-06-18,591.949
2004-06-21,588.331
2004-06-22,580.406
2004-06-23,582.804
2004-06-24,585.596
2004-06-25,583.807
2004-06-28,588.997
2004-06-29,581.23
2004-06-30,576.375
2004-07-01,572.0
2004-07-02,573.903
2004-07-05,573.525
2004-07-06,573.326
2004-07-07,576.051
2004-07-08,580.684
2004-07-09,581.19
2004-07-12,579.554
2004-07-13,576.486
2004-07-14,578.681
2004-07-15,573.327
2004-07-16,579.343
2004-07-19,576.31
2004-07-20,573.542
2004-07-21,573.041
2004-07-22,567.557
2004-07-23,566.255
2004-07-26,563.302
2004-07-27,563.872
2004-07-28,567.667
2004-07-29,574.319
2004-07-30,574.021
2004-08-02,577.704
2004-08-03,578.336
2004-08-04,576.973
2004-08-05,576.926
2004-08-06,574.076
2004-08-09,570.23
2004-08-10,575.154
2004-08-11,568.161
2004-08-12,568.526
2004-08-13,571.053
2004-08-16,576.882
2004-08-17,573.545
2004-08-18,572.39
2004-08-19,576.225
2004-08-20,573.678
2004-08-23,576.291
2004-08-24,570.551
2004-08-25,572.694
2004-08-26,577.003
2004-08-27,581.969
2004-08-30,581.807
2004-08-31,579.159
2004-09-01,583.385
2004-09-02,584.376
2004-09-03,584.084
2004-09-06,586.76
2004-09-07,584.581
2004-09-08,587.306
2004-09-09,584.608
2004-09-10,591.021
2004-09-13,590.741
2004-09-14,590.231
2004-09-15,583.595
2004-09-16,588.784
2004-09-17,593.434
2004-09-20,590.056
2004-09-21,597.526
2004-09-22,595.701
2004-09-23,595.142
2004-09-24,597.541
2004-09-27,593.809
2004-09-28,598.83
2004-09-29,597.408
2004-09-30,598.225
2004-10-01,605.499
2004-10-04,603.538
2004-10-05,607.038
2004-10-06,606.242
2004-10-07,605.568
2004-10-08,609.746
2004-10-11,608.395
2004-10-12,600.881
2004-10-13,599.314
2004-10-14,601.404
2004-10-15,604.017
2004-10-18,603.083
2004-10-19,608.165
2004-10-20,606.041
2004-10-21,610.362
2004-10-22,609.869
2004-10-25,606.887
2004-10-26,608.363
2004-10-27,614.781
2004-10-28,614.624
2004-10-29,612.949
2004-11-01,619.789
2004-11-02,623.79
2004-11-03,631.62
2004-11-04,631.212
2004-11-05,634.541
2004-11-08,634.616
2004-11-09,634.284
2004-11-10,632.486
2004-11-11,636.834
2004-11-12,641.702
2004-11-15,643.25
2004-11-16,640.092
2004-11-17,644.471
2004-11-18,644.168
2004-11-19,639.388
2004-11-22,635.655
2004-11-23,641.388
2004-11-24,642.675
2004-11-25,650.048
2004-11-26,649.621
2004-11-29,650.872
2004-11-30,649.918
2004-12-01,660.839
2004-12-02,661.288
2004-12-03,665.732
2004-12-06,663.627
2004-12-07,664.797
2004-12-08,656.538
2004-12-09,650.721
2004-12-10,650.523
2004-12-13,658.636
2004-12-14,657.417
2004-12-15,665.579
2004-12-16,662.701
2004-12-17,657.35
2004-12-20,666.875
2004-12-21,658.711
2004-12-22,660.799
2004-12-23,664.125
2004-12-24,668.316
2004-12-27,670.918
2004-12-28,669.271
2004-12-29,667.882
2004-12-30,669.799
2004-12-31,668.418
2005-01-03,662.586
2005-01-04,660.662
2005-01-05,657.391
2005-01-06,655.456
2005-01-07,657.053
2005-01-10,657.537
2005-01-11,655.034
2005-01-12,655.083
2005-01-13,652.954
2005-01-14,650.985
2005-01-17,650.917
2005-01-18,650.388
2005-01-19,652.926
2005-01-20,648.283
2005-01-21,648.211
2005-01-24,652.24
2005-01-25,652.929
2005-01-26,659.759
2005-01-27,662.744
2005-01-28,658.168
2005-01-31,661.759
2005-02-01,666.703
2005-02-02,669.166
2005-02-03,666.049
2005-02-04,672.847
2005-02-07,670.904
2005-02-08,669.194
2005-02-09,670.536
2005-02-10,676.695
2005-02-11,680.502
2005-02-14,687.825
2005-02-15,690.246
2005-02-16,688.128
2005-02-17,692.829
2005-02-18,694.267
2005-02-21,696.843
2005-02-22,696.283
2005-02-23,691.378
2005-02-24,689.542
2005-02-25,697.081
2005-02-28,694.877
2005-03-01,697.249
2005-03-02,693.699
2005-03-03,696.967
2005-03-04,706.372
2005-03-07,700.2
2005-03-08,704.103
2005-03-09,699.879
2005-03-10,695.527
2005-03-11,699.428
2005-03-14,693.443
2005-03-15,698.296
2005-03-16,696.473
2005-03-17,692.682
2005-03-18,689.861
2005-03-21,684.672
2005-03-22,686.11
2005-03-23,673.475
2005-03-24,673.639
2005-03-25,673.639
2005-03-28,672.108
2005-03-29,674.901
2005-03-30,675.789
2005-03-31,676.837
2005-04-01,679.129
2005-04-04,671.144
2005-04-05,678.574
2005-04-06,679.326
2005-04-07,683.741
2005-04-08,683.622
2005-04-11,687.41
2005-04-12,681.902
2005-04-13,685.808
2005-04-14,680.165
2005-04-15,677.378
2005-04-18,672.521
2005-04-19,680.894
2005-04-20,676.605
2005-04-21,674.571
2005-04-22,679.549
2005-04-25,680.924
2005-04-26,676.0
2005-04-27,670.456
2005-04-28,672.636
2005-04-29,674.233
2005-05-02,668.285
2005-05-03,675.759
2005-05-04,683.167
2005-05-05,687.294
2005-05-06,685.608
2005-05-09,680.804
2005-05-10,678.873
2005-05-11,674.191
2005-05-12,672.344
2005-05-13,668.444
2005-05-16,660.517
2005-05-17,663.771
2005-05-18,669.703
2005-05-19,671.732
2005-05-20,669.212
2005-05-23,673.104
2005-05-24,671.765
2005-05-25,670.969
2005-05-26,669.694
2005-05-27,669.41
2005-05-30,669.575
2005-05-31,665.915
2005-06-01,670.922
2005-06-02,670.559
2005-06-03,669.099
2005-06-06,667.639
2005-06-07,677.512
2005-06-08,678.228
2005-06-09,671.626
2005-06-10,672.409
2005-06-13,670.378
2005-06-14,672.404
2005-06-15,673.223
2005-06-16,676.277
2005-06-17,682.573
2005-06-20,682.278
2005-06-21,684.611
2005-06-22,685.519
2005-06-23,686.55
2005-06-24,683.086
2005-06-27,680.361
2005-06-28,683.676
2005-06-29,681.307
2005-06-30,676.932
2005-07-01,675.232
2005-07-04,675.358
2005-07-05,673.669
2005-07-06,679.992
2005-07-07,664.75
2005-07-08,672.316
2005-07-11,680.452
2005-07-12,683.594
2005-07-13,680.589
2005-07-14,685.402
2005-07-15,678.585
2005-07-18,675.185
2005-07-19,668.64
2005-07-20,667.416
2005-07-21,674.326
2005-07-22,676.274
2005-07-25,680.697
2005-07-26,678.002
2005-07-27,679.422
2005-07-28,684.439
2005-07-29,688.361
2005-08-01,692.65
2005-08-02,698.038
2005-08-03,703.878
2005-08-04,700.601
2005-08-05,699.198
2005-08-08,708.662
2005-08-09,709.932
2005-08-10,717.794
2005-08-11,719.865
2005-08-12,720.735
2005-08-15,718.148
2005-08-16,715.82
2005-08-17,713.643
2005-08-18,704.845
2005-08-19,709.964
2005-08-22,714.601
2005-08-23,710.355
2005-08-24,706.762
2005-08-25,705.615
2005-08-26,703.495
2005-08-29,701.22
2005-08-30,698.326
2005-08-31,708.985
2005-09-01,725.042
2005-09-02,729.22
2005-09-05,731.544
2005-09-06,734.46
2005-09-07,733.77
2005-09-08,730.407
2005-09-09,732.86
2005-09-12,727.62
2005-09-13,722.871
2005-09-14,726.43
2005-09-15,722.925
2005-09-16,726.394
2005-09-19,729.878
2005-09-20,727.8
2005-09-21,725.036
2005-09-22,718.924
2005-09-23,717.332
2005-09-26,721.278
2005-09-27,717.423
2005-09-28,721.971
2005-09-29,719.97
2005-09-30,722.795
2005-10-03,719.836
2005-10-04,721.01
2005-10-05,712.007
2005-10-06,710.032
2005-10-07,703.889
2005-10-10,702.416
2005-10-11,701.083
2005-10-12,698.727
2005-10-13,687.563
2005-10-14,695.349
2005-10-17,691.646
2005-10-18,686.358
2005-10-19,679.723
2005-10-20,682.274
2005-10-21,680.959
2005-10-24,687.257
2005-10-25,690.141
2005-10-26,692.935
2005-10-27,690.317
2005-10-28,692.247
2005-10-31,703.472
2005-11-01,703.404
2005-11-02,710.803
2005-11-03,720.758
2005-11-04,709.085
2005-11-07,710.786
2005-11-08,709.825
2005-11-09,707.834
