Date,UNITED KINGDOM LARGE CAP Large Cap
2005-08-31,708.985
2005-09-30,722.795
2005-10-31,703.472
2005-11-30,699.29
2005-12-30,716.776
2006-01-31,757.674
2006-02-28,751.465
2006-03-31,771.231
2006-04-28,820.208
2006-05-31,805.455
2006-06-30,813.355
2006-07-31,833.202
2006-08-31,849.207
2006-09-29,839.969
2006-10-31,881.977
2006-11-30,898.639
2006-12-29,916.535
2007-01-31,914.869
2007-02-28,914.108
2007-03-30,940.434
2007-04-30,984.076
2007-05-31,1000.0
2007-06-29,1021.364
2007-07-31,996.973
2007-08-31,987.511
2007-09-28,1032.421
2007-10-31,1094.787
2007-11-30,1047.464
2007-12-31,1021.894
2008-01-31,925.618
2008-02-29,933.904
2008-03-31,912.567
2008-04-30,979.608
2008-05-30,974.557
2008-06-30,917.177
2008-07-31,878.136
2008-08-29,845.577
2008-09-30,719.79
2008-10-31,590.323
2008-11-28,550.328
2008-12-31,535.148
2009-01-30,500.213
2009-02-27,456.944
2009-03-31,472.814
2009-04-30,529.528
2009-05-29,606.722
2009-06-30,597.244
2009-07-31,652.883
2009-08-31,688.867
2009-09-30,707.549
2009-10-30,716.706
2009-11-30,736.716
2009-12-31,755.041
2010-01-29,718.248
2010-02-26,709.507
2010-03-31,749.426
2010-04-30,737.745
2010-05-31,655.808
2010-06-30,637.784
2010-07-30,716.344
2010-08-31,703.92
2010-09-30,764.03
2010-10-29,795.789
2010-11-30,758.385
2010-12-31,812.361
2011-01-31,827.091
2011-02-28,861.485
2011-03-31,841.972
2011-04-29,899.216
2011-05-31,877.939
2011-06-30,853.866
2011-07-29,856.444
2011-08-31,792.264
2011-09-30,724.19
2011-10-31,813.749
2011-11-30,793.23
2011-12-30,795.68
2012-01-31,821.33
2012-02-29,860.653
2012-03-30,846.494
2012-04-30,859.994
2012-05-31,758.627
2012-06-29,813.996
2012-07-31,822.294
2012-08-31,847.025
2012-09-28,865.586
2012-10-31,869.94
2012-11-30,879.77
2012-12-31,897.973
2013-01-31,935.891
2013-02-28,910.179
2013-03-29,919.648
2013-04-30,947.106
2013-05-31,944.874
2013-06-28,894.802
2013-07-31,950.23
2013-08-30,948.276
2013-09-30,998.637
2013-10-31,1032.859
2013-11-29,1045.2
2013-12-31,1071.921
2014-01-31,1020.545
2014-02-28,1089.612
2014-03-31,1056.139
2014-04-30,1108.916
2014-05-30,1116.022
2014-06-30,1125.839
2014-07-31,1115.404
2014-08-29,1118.693
2014-09-30,1061.216
2014-10-31,1030.831
2014-11-28,1035.308
2014-12-31,1000.631
2015-01-30,988.493
2015-02-27,1050.283
2015-03-31,985.697
2015-04-30,1056.115
2015-05-29,1049.719
2015-06-30,1009.88
2015-07-31,1025.404
2015-08-31,943.323
2015-09-30,900.683
2015-10-30,969.234
2015-11-30,946.417
2015-12-31,908.791
2016-01-29,859.53
2016-02-29,852.625
2016-03-31,889.481
2016-04-29,925.425
2016-05-31,919.007
2016-06-30,904.279
2016-07-29,921.895
2016-08-31,922.956
2016-09-30,935.027
2016-10-31,894.267
2016-11-30,895.764
2016-12-30,934.98
2017-01-31,944.993
2017-02-28,964.827
2017-03-31,979.476
2017-04-28,989.65
2017-05-31,1042.481
2017-06-30,1025.319
2017-07-31,1048.326
2017-08-31,1039.478
2017-09-29,1073.492
2017-10-31,1080.364
2017-11-30,1083.641
2017-12-29,1140.549
2018-01-31,1172.996
2018-02-28,1095.031
2018-03-30,1093.169
2018-04-30,1147.529
2018-05-31,1134.326
2018-06-29,1126.57
2018-07-31,1141.453
2018-08-31,1086.48
2018-09-28,1110.945
2018-10-31,1043.82
2018-11-30,1028.363
2018-12-31,990.644
2019-01-31,1053.941
2019-02-28,1090.697
2019-03-29,1110.514
2019-04-30,1128.993
2019-05-31,1065.895
2019-06-28,1117.047
2019-07-31,1095.529
2019-08-30,1041.365
2019-09-30,1083.846
2019-10-31,1109.82
2019-11-29,1123.733
2019-12-31,1178.104
2020-01-31,1132.699
2020-02-28,995.682
2020-03-31,859.596
2020-04-30,893.29
2020-05-29,892.659
2020-06-30,906.713
2020-07-31,911.129
2020-08-31,930.733
2020-09-30,879.767
2020-10-30,830.953
2020-11-30,974.96
2020-12-31,1022.494
2021-01-29,1019.862
2021-02-26,1060.817
2021-03-31,1088.828
2021-04-30,1132.583
2021-05-31,1181.702
2021-06-30,1151.777
2021-07-30,1151.85
2021-08-31,1159.337
2021-09-30,1147.437
2021-10-29,1193.542
2021-11-30,1127.214
2021-12-31,1209.52
2022-01-31,1248.795
2022-02-28,1270.958
2022-03-31,1285.758
2022-04-29,1246.424
2022-05-31,1282.09
2022-06-30,1178.308
2022-07-29,1210.66
2022-08-31,1155.876
2022-09-30,1060.7
2022-10-31,1119.858
2022-11-30,1237.732
2022-12-30,1235.022
2023-01-31,1301.435
2023-02-28,1305.927
2023-03-31,1292.089
2023-04-28,1359.643
2023-05-31,1267.284
2023-06-30,1320.619
2023-07-31,1356.642
2023-08-31,1303.576
2023-09-29,1305.347
2023-10-31,1253.874
2023-11-30,1323.992
2023-12-29,1374.175
2024-01-31,1358.093
2024-02-29,1357.058
2024-03-29,1422.123
2024-04-30,1465.2
2024-05-31,1514.824
2024-06-28,1487.599
2024-07-31,1548.097
2024-08-30,1603.926
2024-09-30,1603.443
2024-10-31,1523.839
2024-11-29,1538.373
2024-12-31,1499.206
2025-01-31,1582.402
2025-02-28,1647.939
2025-03-31,1668.492
2025-04-30,1702.576
2025-05-30,1774.95
2025-06-30,1796.125
2025-07-31,1822.34
2025-08-29,1890.191
2025-09-30,1913.217
2025-10-31,1951.034
