Date,JAPAN SMALL VALUE Small Cap
2001-08-21,448.013
2001-08-22,450.289
2001-08-23,448.291
2001-08-24,448.234
2001-08-27,449.948
2001-08-28,447.211
2001-08-29,445.939
2001-08-30,439.82
2001-08-31,438.451
2001-09-03,428.719
2001-09-04,429.958
2001-09-05,420.171
2001-09-06,418.091
2001-09-07,417.267
2001-09-10,406.734
2001-09-11,412.229
2001-09-12,382.861
2001-09-13,388.143
2001-09-14,404.909
2001-09-17,389.651
2001-09-18,396.46
2001-09-19,403.899
2001-09-20,404.776
2001-09-21,400.108
2001-09-24,397.168
2001-09-25,404.73
2001-09-26,403.961
2001-09-27,398.046
2001-09-28,406.947
2001-10-01,411.088
2001-10-02,413.692
2001-10-03,414.481
2001-10-04,419.035
2001-10-05,416.93
2001-10-08,418.353
2001-10-09,412.118
2001-10-10,409.223
2001-10-11,410.456
2001-10-12,414.062
2001-10-15,413.316
2001-10-16,412.475
2001-10-17,413.77
2001-10-18,408.471
2001-10-19,407.941
2001-10-22,408.215
2001-10-23,410.417
2001-10-24,413.831
2001-10-25,420.357
2001-10-26,418.313
2001-10-29,418.105
2001-10-30,414.868
2001-10-31,411.727
2001-11-01,409.118
2001-11-02,407.496
2001-11-05,409.803
2001-11-06,412.664
2001-11-07,410.592
2001-11-08,411.118
2001-11-09,406.75
2001-11-12,404.335
2001-11-13,398.396
2001-11-14,397.314
2001-11-15,398.212
2001-11-16,397.405
2001-11-19,395.006
2001-11-20,396.083
2001-11-21,395.419
2001-11-22,394.277
2001-11-23,392.458
2001-11-26,398.911
2001-11-27,397.376
2001-11-28,393.12
2001-11-29,389.329
2001-11-30,390.725
2001-12-03,384.004
2001-12-04,382.518
2001-12-05,384.159
2001-12-06,384.971
2001-12-07,377.411
2001-12-10,373.689
2001-12-11,368.303
2001-12-12,372.895
2001-12-13,370.161
2001-12-14,361.681
2001-12-17,355.502
2001-12-18,352.607
2001-12-19,348.351
2001-12-20,353.281
2001-12-21,351.752
2001-12-24,350.656
2001-12-25,351.943
2001-12-26,346.755
2001-12-27,348.253
2001-12-28,355.276
2001-12-31,355.628
2002-01-01,355.628
2002-01-02,352.775
2002-01-03,353.913
2002-01-04,356.038
2002-01-07,355.192
2002-01-08,345.802
2002-01-09,344.561
2002-01-10,339.586
2002-01-11,338.07
2002-01-14,339.046
2002-01-15,336.264
2002-01-16,335.932
2002-01-17,333.884
2002-01-18,339.88
2002-01-21,344.791
2002-01-22,336.945
2002-01-23,334.837
2002-01-24,334.274
2002-01-25,334.186
2002-01-28,338.497
2002-01-29,335.594
2002-01-30,335.915
2002-01-31,333.952
2002-02-01,331.914
2002-02-04,331.907
2002-02-05,325.982
2002-02-06,325.608
2002-02-07,327.114
2002-02-08,325.981
2002-02-11,328.853
2002-02-12,338.615
2002-02-13,342.573
2002-02-14,345.348
2002-02-15,344.334
2002-02-18,345.358
2002-02-19,338.656
2002-02-20,338.083
2002-02-21,342.884
2002-02-22,345.246
2002-02-25,344.871
2002-02-26,344.031
2002-02-27,351.48
2002-02-28,355.199
2002-03-01,359.744
2002-03-04,372.216
2002-03-05,369.124
2002-03-06,370.454
2002-03-07,384.796
2002-03-08,382.416
2002-03-11,389.175
2002-03-12,383.7
2002-03-13,375.523
2002-03-14,376.914
2002-03-15,380.145
2002-03-18,373.803
2002-03-19,377.814
2002-03-20,377.043
2002-03-21,375.504
2002-03-22,371.161
2002-03-25,369.266
2002-03-26,369.862
2002-03-27,374.913
2002-03-28,372.777
2002-03-29,367.363
2002-04-01,362.148
2002-04-02,363.256
2002-04-03,369.241
2002-04-04,375.677
2002-04-05,378.799
2002-04-08,381.014
2002-04-09,377.579
2002-04-10,382.312
2002-04-11,375.878
2002-04-12,372.948
2002-04-15,373.86
2002-04-16,378.115
2002-04-17,381.112
2002-04-18,384.009
2002-04-19,384.23
2002-04-22,388.427
2002-04-23,388.129
2002-04-24,387.302
2002-04-25,391.485
2002-04-26,389.532
2002-04-29,388.843
2002-04-30,386.033
2002-05-01,390.49
2002-05-02,389.636
2002-05-03,392.613
2002-05-06,391.38
2002-05-07,386.005
2002-05-08,385.401
2002-05-09,387.495
2002-05-10,389.293
2002-05-13,387.413
2002-05-14,383.863
2002-05-15,389.402
2002-05-16,394.728
2002-05-17,401.696
2002-05-20,406.081
2002-05-21,414.574
2002-05-22,419.883
2002-05-23,420.332
2002-05-24,425.074
2002-05-27,427.259
2002-05-28,428.918
2002-05-29,427.215
2002-05-30,430.585
2002-05-31,426.801
2002-06-03,432.798
2002-06-04,428.343
2002-06-05,427.638
2002-06-06,423.278
2002-06-07,422.796
2002-06-10,421.929
2002-06-11,421.428
2002-06-12,418.931
2002-06-13,413.343
2002-06-14,411.642
2002-06-17,398.842
2002-06-18,403.518
2002-06-19,396.935
2002-06-20,402.738
2002-06-21,405.201
2002-06-24,409.295
2002-06-25,408.544
2002-06-26,410.04
2002-06-27,406.926
2002-06-28,415.018
2002-07-01,418.446
2002-07-02,418.912
2002-07-03,429.315
2002-07-04,425.81
2002-07-05,427.312
2002-07-08,429.827
2002-07-09,438.919
2002-07-10,435.409
2002-07-11,433.466
2002-07-12,433.904
2002-07-15,430.448
2002-07-16,425.513
2002-07-17,424.446
2002-07-18,429.989
2002-07-19,427.623
2002-07-22,426.659
2002-07-23,424.851
2002-07-24,428.451
2002-07-25,424.644
2002-07-26,408.513
2002-07-29,405.477
2002-07-30,408.985
2002-07-31,408.598
2002-08-01,407.45
2002-08-02,407.233
2002-08-05,406.758
2002-08-06,393.537
2002-08-07,399.781
2002-08-08,400.698
2002-08-09,411.479
2002-08-12,406.188
2002-08-13,404.095
2002-08-14,414.753
2002-08-15,414.522
2002-08-16,415.224
2002-08-19,406.174
2002-08-20,404.915
2002-08-21,405.231
2002-08-22,405.723
2002-08-23,403.598
2002-08-26,410.424
2002-08-27,409.973
2002-08-28,407.438
2002-08-29,401.91
2002-08-30,404.854
2002-09-02,401.978
2002-09-03,396.691
2002-09-04,387.726
2002-09-05,390.649
2002-09-06,387.534
2002-09-09,391.959
2002-09-10,392.468
2002-09-11,391.396
2002-09-12,393.756
2002-09-13,388.332
2002-09-16,384.661
2002-09-17,393.592
2002-09-18,394.777
2002-09-19,402.152
2002-09-20,393.785
2002-09-23,392.147
2002-09-24,393.231
2002-09-25,391.177
2002-09-26,396.355
2002-09-27,401.043
2002-09-30,400.608
2002-10-01,392.543
2002-10-02,386.509
2002-10-03,384.998
2002-10-04,383.08
2002-10-07,366.147
2002-10-08,365.764
2002-10-09,360.444
2002-10-10,358.209
2002-10-11,362.93
2002-10-14,362.669
2002-10-15,367.713
2002-10-16,369.728
2002-10-17,370.201
2002-10-18,370.113
2002-10-21,374.366
2002-10-22,364.732
2002-10-23,369.629
2002-10-24,365.212
2002-10-25,372.342
2002-10-28,372.798
2002-10-29,374.495
2002-10-30,376.775
2002-10-31,375.246
2002-11-01,375.308
2002-11-04,374.634
2002-11-05,382.635
2002-11-06,381.234
2002-11-07,383.755
2002-11-08,384.351
2002-11-11,376.162
2002-11-12,377.735
2002-11-13,371.377
2002-11-14,364.224
2002-11-15,365.266
2002-11-18,355.947
2002-11-19,347.071
2002-11-20,352.094
2002-11-21,355.463
2002-11-22,360.004
2002-11-25,367.753
2002-11-26,365.489
2002-11-27,367.965
2002-11-28,370.439
2002-11-29,374.051
2002-12-02,366.689
2002-12-03,366.2
2002-12-04,361.622
2002-12-05,358.756
2002-12-06,359.514
2002-12-09,358.127
2002-12-10,359.725
2002-12-11,358.937
2002-12-12,358.975
2002-12-13,361.187
2002-12-16,354.789
2002-12-17,356.589
2002-12-18,348.147
2002-12-19,352.535
2002-12-20,354.078
2002-12-23,355.139
2002-12-24,356.652
2002-12-25,357.96
2002-12-26,365.838
2002-12-27,372.975
2002-12-30,376.585
2002-12-31,376.125
2003-01-01,376.125
2003-01-02,372.593
2003-01-03,372.64
2003-01-06,383.306
2003-01-07,375.174
2003-01-08,371.105
2003-01-09,372.452
2003-01-10,372.021
2003-01-13,373.881
2003-01-14,380.791
2003-01-15,384.014
2003-01-16,383.98
2003-01-17,385.262
2003-01-20,385.479
2003-01-21,388.156
2003-01-22,384.404
2003-01-23,389.728
2003-01-24,389.389
2003-01-27,384.03
2003-01-28,381.946
2003-01-29,377.051
2003-01-30,373.206
2003-01-31,368.906
2003-02-03,375.114
2003-02-04,380.789
2003-02-05,383.351
2003-02-06,383.071
2003-02-07,382.568
2003-02-10,382.637
2003-02-11,381.455
2003-02-12,388.508
2003-02-13,388.684
2003-02-14,391.247
2003-02-17,395.271
2003-02-18,400.339
2003-02-19,400.697
2003-02-20,400.026
2003-02-21,395.45
2003-02-24,397.279
2003-02-25,390.917
2003-02-26,391.836
2003-02-27,391.723
2003-02-28,391.401
2003-03-03,396.044
2003-03-04,399.239
2003-03-05,399.661
2003-03-06,399.064
2003-03-07,392.751
2003-03-10,386.032
2003-03-11,382.575
2003-03-12,382.519
2003-03-13,380.474
2003-03-14,378.847
2003-03-17,375.387
2003-03-18,376.708
2003-03-19,375.205
2003-03-20,380.902
2003-03-21,376.841
2003-03-24,391.378
2003-03-25,389.825
2003-03-26,394.809
2003-03-27,398.632
2003-03-28,396.831
2003-03-31,391.413
2003-04-01,393.317
2003-04-02,396.224
2003-04-03,392.551
2003-04-04,393.617
2003-04-07,397.019
2003-04-08,395.901
2003-04-09,396.584
2003-04-10,398.483
2003-04-11,394.847
2003-04-14,393.42
2003-04-15,398.178
2003-04-16,399.124
2003-04-17,402.716
2003-04-18,404.199
2003-04-21,406.65
2003-04-22,404.302
2003-04-23,401.531
2003-04-24,402.337
2003-04-25,398.809
2003-04-28,396.923
2003-04-29,397.467
2003-04-30,405.638
2003-05-01,413.408
2003-05-02,411.824
2003-05-05,412.796
2003-05-06,419.033
2003-05-07,423.987
2003-05-08,420.698
2003-05-09,424.415
2003-05-12,427.644
2003-05-13,428.888
2003-05-14,432.603
2003-05-15,431.041
2003-05-16,432.347
2003-05-19,424.947
2003-05-20,425.711
2003-05-21,421.544
2003-05-22,422.786
2003-05-23,427.779
2003-05-26,428.492
2003-05-27,423.207
2003-05-28,421.117
2003-05-29,425.377
2003-05-30,421.817
2003-06-02,428.316
2003-06-03,428.136
2003-06-04,428.269
2003-06-05,437.181
2003-06-06,437.43
2003-06-09,442.629
2003-06-10,443.871
2003-06-11,445.96
2003-06-12,444.512
2003-06-13,448.549
2003-06-16,446.911
2003-06-17,446.548
2003-06-18,446.948
2003-06-19,446.97
2003-06-20,449.938
2003-06-23,457.213
2003-06-24,451.312
2003-06-25,457.371
2003-06-26,452.647
2003-06-27,458.515
2003-06-30,458.726
2003-07-01,466.579
2003-07-02,473.825
2003-07-03,470.648
2003-07-04,472.856
2003-07-07,476.221
2003-07-08,474.415
2003-07-09,477.363
2003-07-10,479.213
2003-07-11,472.306
2003-07-14,477.458
2003-07-15,477.086
2003-07-16,468.574
2003-07-17,458.574
2003-07-18,459.566
2003-07-21,461.234
2003-07-22,457.299
2003-07-23,466.647
2003-07-24,467.058
2003-07-25,467.063
2003-07-28,472.094
2003-07-29,471.863
2003-07-30,466.817
2003-07-31,463.373
2003-08-01,469.948
2003-08-04,467.195
2003-08-05,462.804
2003-08-06,458.896
2003-08-07,463.615
2003-08-08,461.636
2003-08-11,467.249
2003-08-12,469.803
2003-08-13,473.439
2003-08-14,479.288
2003-08-15,479.012
2003-08-18,485.822
2003-08-19,489.931
2003-08-20,498.63
2003-08-21,503.717
2003-08-22,502.267
2003-08-25,503.193
2003-08-26,504.45
2003-08-27,502.611
2003-08-28,500.992
2003-08-29,509.189
2003-09-01,519.179
2003-09-02,518.867
2003-09-03,519.863
2003-09-04,514.656
2003-09-05,513.846
2003-09-08,517.083
2003-09-09,525.126
2003-09-10,522.172
2003-09-11,516.214
2003-09-12,522.429
2003-09-15,521.895
2003-09-16,533.772
2003-09-17,536.242
2003-09-18,543.341
2003-09-19,551.823
2003-09-22,556.402
2003-09-23,558.673
2003-09-24,553.641
2003-09-25,547.29
2003-09-26,547.742
2003-09-29,549.257
2003-09-30,553.861
2003-10-01,562.088
2003-10-02,571.828
2003-10-03,577.556
2003-10-06,576.156
2003-10-07,582.573
2003-10-08,578.189
2003-10-09,580.697
2003-10-10,590.05
2003-10-13,587.983
2003-10-14,588.278
2003-10-15,586.991
2003-10-16,593.88
2003-10-17,597.041
2003-10-20,598.749
2003-10-21,597.346
2003-10-22,593.547
2003-10-23,561.749
2003-10-24,567.188
2003-10-27,575.323
2003-10-28,580.427
2003-10-29,588.565
2003-10-30,590.109
2003-10-31,577.54
2003-11-03,570.919
2003-11-04,589.408
2003-11-05,585.903
2003-11-06,576.532
2003-11-07,580.397
2003-11-10,584.317
2003-11-11,566.199
2003-11-12,561.117
2003-11-13,567.739
2003-11-14,564.009
2003-11-17,536.202
2003-11-18,537.456
2003-11-19,530.001
2003-11-20,536.041
2003-11-21,539.587
2003-11-24,537.537
2003-11-25,544.782
2003-11-26,555.315
2003-11-27,555.177
2003-11-28,548.078
2003-12-01,555.0
2003-12-02,558.43
2003-12-03,562.167
2003-12-04,563.84
2003-12-05,565.07
2003-12-08,560.685
2003-12-09,561.92
2003-12-10,553.83
2003-12-11,556.798
2003-12-12,563.378
2003-12-15,570.604
2003-12-16,566.118
2003-12-17,562.51
2003-12-18,561.605
2003-12-19,563.86
2003-12-22,568.657
2003-12-23,568.949
2003-12-24,570.107
2003-12-25,571.684
2003-12-26,574.857
2003-12-29,581.204
2003-12-30,588.075
2003-12-31,586.785
2004-01-01,586.785
2004-01-02,587.608
2004-01-05,601.983
2004-01-06,600.947
2004-01-07,601.91
2004-01-08,605.442
2004-01-09,605.821
2004-01-12,605.48
2004-01-13,604.975
2004-01-14,607.063
2004-01-15,601.916
2004-01-16,601.45
2004-01-19,603.556
2004-01-20,606.043
2004-01-21,608.778
2004-01-22,613.056
2004-01-23,616.752
2004-01-26,615.365
2004-01-27,616.739
2004-01-28,614.265
2004-01-29,603.052
2004-01-30,608.306
2004-02-02,614.815
2004-02-03,612.39
2004-02-04,602.775
2004-02-05,603.542
2004-02-06,605.355
2004-02-09,602.602
2004-02-10,603.883
2004-02-11,603.883
2004-02-12,608.086
2004-02-13,611.461
2004-02-16,616.088
2004-02-17,617.0
2004-02-18,614.47
2004-02-19,609.094
2004-02-20,601.03
2004-02-23,608.933
2004-02-24,604.34
2004-02-25,601.241
2004-02-26,601.746
2004-02-27,615.752
2004-03-01,629.147
2004-03-02,624.078
2004-03-03,625.349
2004-03-04,626.808
2004-03-05,626.89
2004-03-08,624.856
2004-03-09,632.541
2004-03-10,634.725
2004-03-11,635.867
2004-03-12,631.046
2004-03-15,642.565
2004-03-16,654.321
2004-03-17,672.338
2004-03-18,681.45
2004-03-19,679.19
2004-03-22,679.146
2004-03-23,679.553
2004-03-24,691.22
2004-03-25,701.42
2004-03-26,710.996
2004-03-29,716.396
2004-03-30,714.894
2004-03-31,731.875
2004-04-01,735.817
2004-04-02,734.568
2004-04-05,730.923
2004-04-06,726.29
2004-04-07,735.519
2004-04-08,734.003
2004-04-09,724.79
2004-04-12,737.891
2004-04-13,740.899
2004-04-14,734.649
2004-04-15,720.96
2004-04-16,726.553
2004-04-19,712.826
2004-04-20,723.301
2004-04-21,720.612
2004-04-22,719.659
2004-04-23,724.35
2004-04-26,729.051
2004-04-27,720.099
2004-04-28,721.432
2004-04-29,719.89
2004-04-30,707.787
2004-05-03,707.565
2004-05-04,711.076
2004-05-05,718.995
2004-05-06,699.239
2004-05-07,676.207
2004-05-10,624.163
2004-05-11,627.343
2004-05-12,648.701
2004-05-13,629.793
2004-05-14,625.379
2004-05-17,602.754
2004-05-18,613.731
2004-05-19,644.356
2004-05-20,645.196
2004-05-21,662.754
2004-05-24,663.957
2004-05-25,661.632
2004-05-26,671.323
2004-05-27,672.353
2004-05-28,683.273
2004-05-31,683.883
2004-06-01,691.781
2004-06-02,685.758
2004-06-03,671.139
2004-06-04,674.898
2004-06-07,696.249
2004-06-08,699.306
2004-06-09,705.536
2004-06-10,711.514
2004-06-11,706.475
2004-06-14,702.71
2004-06-15,702.586
2004-06-16,712.378
2004-06-17,718.198
2004-06-18,714.264
2004-06-21,725.987
2004-06-22,722.504
2004-06-23,722.469
2004-06-24,738.198
2004-06-25,734.268
2004-06-28,744.288
2004-06-29,744.001
2004-06-30,742.54
2004-07-01,749.109
2004-07-02,741.216
2004-07-05,725.641
2004-07-06,719.485
2004-07-07,719.185
2004-07-08,715.511
2004-07-09,727.701
2004-07-12,737.308
2004-07-13,732.555
2004-07-14,723.151
2004-07-15,716.942
2004-07-16,727.129
2004-07-19,729.918
2004-07-20,724.407
2004-07-21,721.314
2004-07-22,718.207
2004-07-23,713.133
2004-07-26,706.927
2004-07-27,690.694
2004-07-28,694.294
2004-07-29,686.997
2004-07-30,700.88
2004-08-02,704.105
2004-08-03,699.532
2004-08-04,687.785
2004-08-05,687.926
2004-08-06,691.73
2004-08-09,684.688
2004-08-10,685.792
2004-08-11,691.047
2004-08-12,691.281
2004-08-13,683.442
2004-08-16,676.47
2004-08-17,681.331
2004-08-18,685.012
2004-08-19,694.111
2004-08-20,696.897
2004-08-23,697.837
2004-08-24,695.958
2004-08-25,699.31
2004-08-26,703.379
2004-08-27,708.475
2004-08-30,706.162
2004-08-31,704.292
2004-09-01,711.72
2004-09-02,713.831
2004-09-03,702.492
2004-09-06,713.523
2004-09-07,716.541
2004-09-08,718.881
2004-09-09,708.591
2004-09-10,707.739
2004-09-13,708.931
2004-09-14,713.733
2004-09-15,703.622
2004-09-16,703.424
2004-09-17,698.991
2004-09-20,700.327
2004-09-21,697.645
2004-09-22,692.729
2004-09-23,694.644
2004-09-24,687.236
2004-09-27,682.949
2004-09-28,678.822
2004-09-29,683.241
2004-09-30,691.978
2004-10-01,699.082
2004-10-04,703.884
2004-10-05,704.689
2004-10-06,707.67
2004-10-07,706.829
2004-10-08,715.191
2004-10-11,718.629
2004-10-12,710.2
2004-10-13,707.573
2004-10-14,698.817
2004-10-15,698.466
2004-10-18,696.769
2004-10-19,706.779
2004-10-20,699.822
2004-10-21,700.158
2004-10-22,702.496
2004-10-25,698.435
2004-10-26,696.146
2004-10-27,696.963
2004-10-28,705.235
2004-10-29,704.189
2004-11-01,699.957
2004-11-02,708.717
2004-11-03,709.318
2004-11-04,713.946
2004-11-05,723.21
2004-11-08,718.433
2004-11-09,716.596
2004-11-10,709.373
2004-11-11,704.096
2004-11-12,714.916
2004-11-15,725.461
2004-11-16,724.535
2004-11-17,729.713
2004-11-18,727.308
2004-11-19,735.194
2004-11-22,721.04
2004-11-23,718.812
2004-11-24,725.879
2004-11-25,729.965
2004-11-26,726.433
2004-11-29,734.273
2004-11-30,731.941
2004-12-01,725.201
2004-12-02,732.414
2004-12-03,737.973
2004-12-06,735.349
2004-12-07,730.463
2004-12-08,716.923
2004-12-09,709.417
2004-12-10,704.744
2004-12-13,710.272
2004-12-14,712.817
2004-12-15,723.855
2004-12-16,721.528
2004-12-17,725.956
2004-12-20,731.987
2004-12-21,733.967
2004-12-22,741.19
2004-12-23,744.552
2004-12-24,751.911
2004-12-27,756.498
2004-12-28,758.29
2004-12-29,753.322
2004-12-30,767.528
2004-12-31,771.76
2005-01-03,768.722
2005-01-04,763.013
2005-01-05,762.389
2005-01-06,757.294
2005-01-07,760.54
2005-01-10,763.27
2005-01-11,777.485
2005-01-12,784.073
2005-01-13,781.511
2005-01-14,783.952
2005-01-17,794.418
2005-01-18,787.666
2005-01-19,789.652
2005-01-20,779.035
2005-01-21,779.918
2005-01-24,789.387
2005-01-25,781.385
2005-01-26,794.904
2005-01-27,792.49
2005-01-28,787.383
2005-01-31,794.993
2005-02-01,791.329
2005-02-02,800.801
2005-02-03,795.052
2005-02-04,799.397
2005-02-07,800.674
2005-02-08,788.371
2005-02-09,789.832
2005-02-10,792.103
2005-02-11,791.428
2005-02-14,799.868
2005-02-15,801.23
2005-02-16,791.378
2005-02-17,791.092
2005-02-18,791.046
2005-02-21,795.274
2005-02-22,800.847
2005-02-23,791.331
2005-02-24,795.244
2005-02-25,803.277
2005-02-28,817.829
2005-03-01,822.869
2005-03-02,824.299
2005-03-03,824.491
2005-03-04,830.209
2005-03-07,828.502
2005-03-08,831.849
2005-03-09,839.253
2005-03-10,835.903
2005-03-11,844.211
2005-03-14,837.57
2005-03-15,839.876
2005-03-16,844.138
2005-03-17,839.413
2005-03-18,844.654
2005-03-21,843.287
2005-03-22,847.521
2005-03-23,836.48
2005-03-24,830.073
2005-03-25,831.558
2005-03-28,828.939
2005-03-29,812.642
2005-03-30,805.706
2005-03-31,822.607
2005-04-01,821.38
2005-04-04,811.281
2005-04-05,813.091
2005-04-06,814.209
2005-04-07,816.265
2005-04-08,819.238
2005-04-11,819.539
2005-04-12,809.779
2005-04-13,816.897
2005-04-14,803.011
2005-04-15,795.997
2005-04-18,766.538
2005-04-19,784.681
2005-04-20,791.065
2005-04-21,781.562
2005-04-22,803.646
2005-04-25,806.17
2005-04-26,805.464
2005-04-27,807.166
2005-04-28,807.056
2005-04-29,815.21
2005-05-02,816.127
2005-05-03,816.011
2005-05-04,822.796
2005-05-05,821.536
2005-05-06,829.9
2005-05-09,826.922
2005-05-10,826.93
2005-05-11,824.742
2005-05-12,813.096
2005-05-13,805.954
2005-05-16,795.549
2005-05-17,783.186
2005-05-18,783.519
2005-05-19,792.57
2005-05-20,786.53
2005-05-23,794.82
2005-05-24,792.74
2005-05-25,780.312
2005-05-26,777.473
2005-05-27,782.082
2005-05-30,790.747
2005-05-31,798.29
2005-06-01,799.24
2005-06-02,797.607
2005-06-03,805.994
2005-06-06,810.389
2005-06-07,809.175
2005-06-08,812.544
2005-06-09,801.914
2005-06-10,802.747
2005-06-13,795.678
2005-06-14,796.762
2005-06-15,801.485
2005-06-16,805.438
2005-06-17,814.087
2005-06-20,812.698
2005-06-21,818.864
2005-06-22,817.985
2005-06-23,817.532
2005-06-24,814.243
2005-06-27,807.361
2005-06-28,811.925
2005-06-29,810.421
2005-06-30,806.41
2005-07-01,803.303
2005-07-04,807.257
2005-07-05,802.628
2005-07-06,802.889
2005-07-07,800.008
2005-07-08,798.403
2005-07-11,804.089
2005-07-12,810.786
2005-07-13,802.205
2005-07-14,803.951
2005-07-15,804.149
2005-07-18,807.746
2005-07-19,799.208
2005-07-20,800.607
2005-07-21,821.754
2005-07-22,814.018
2005-07-25,814.11
2005-07-26,809.529
2005-07-27,814.793
2005-07-28,814.558
2005-07-29,817.787
2005-08-01,820.183
2005-08-02,822.326
2005-08-03,823.385
2005-08-04,817.417
2005-08-05,800.297
2005-08-08,803.743
2005-08-09,814.071
2005-08-10,837.536
2005-08-11,848.756
2005-08-12,850.46
2005-08-15,853.143
2005-08-16,859.746
2005-08-17,855.257
2005-08-18,847.693
2005-08-19,844.379
2005-08-22,861.081
2005-08-23,860.4
2005-08-24,859.953
2005-08-25,858.576
2005-08-26,862.942
2005-08-29,848.99
2005-08-30,847.135
2005-08-31,850.149
2005-09-01,862.727
2005-09-02,867.63
2005-09-05,875.364
2005-09-06,866.287
2005-09-07,861.317
2005-09-08,852.178
2005-09-09,868.057
2005-09-12,873.047
2005-09-13,869.458
2005-09-14,874.186
2005-09-15,879.044
2005-09-16,873.278
2005-09-19,873.827
2005-09-20,886.368
2005-09-21,889.128
2005-09-22,886.776
2005-09-23,881.795
2005-09-26,899.284
2005-09-27,890.755
2005-09-28,901.233
2005-09-29,912.604
2005-09-30,902.707
2005-10-03,892.291
2005-10-04,898.258
2005-10-05,894.017
2005-10-06,878.669
2005-10-07,875.6
2005-10-10,872.076
2005-10-11,888.395
2005-10-12,894.42
2005-10-13,888.525
2005-10-14,891.857
2005-10-17,886.277
2005-10-18,875.009
2005-10-19,873.938
2005-10-20,879.338
2005-10-21,879.103
2005-10-24,878.583
2005-10-25,893.345
2005-10-26,895.029
2005-10-27,910.764
2005-10-28,911.576
2005-10-31,921.701
2005-11-01,932.653
2005-11-02,929.353
2005-11-03,926.973
2005-11-04,926.189
2005-11-07,931.213
2005-11-08,933.025
2005-11-09,928.243
