Date,FINLAND SMALL GROWTH Small Cap
2002-12-12,196.637
2002-12-13,193.057
2002-12-16,192.127
2002-12-17,195.938
2002-12-18,211.253
2002-12-19,210.381
2002-12-20,212.522
2002-12-23,211.21
2002-12-24,212.085
2002-12-25,212.085
2002-12-26,212.62
2002-12-27,212.448
2002-12-30,213.699
2002-12-31,214.537
2003-01-01,214.537
2003-01-02,215.895
2003-01-03,217.826
2003-01-06,219.164
2003-01-07,219.404
2003-01-08,214.995
2003-01-09,217.463
2003-01-10,219.689
2003-01-13,221.218
2003-01-14,224.729
2003-01-15,222.873
2003-01-16,219.961
2003-01-17,220.698
2003-01-20,221.737
2003-01-21,222.406
2003-01-22,221.255
2003-01-23,221.879
2003-01-24,223.858
2003-01-27,220.356
2003-01-28,219.286
2003-01-29,218.706
2003-01-30,218.215
2003-01-31,214.669
2003-02-03,218.301
2003-02-04,217.723
2003-02-05,215.756
2003-02-06,213.994
2003-02-07,212.481
2003-02-10,211.216
2003-02-11,210.975
2003-02-12,209.129
2003-02-13,208.398
2003-02-14,212.082
2003-02-17,214.576
2003-02-18,214.104
2003-02-19,213.803
2003-02-20,213.404
2003-02-21,212.798
2003-02-24,212.513
2003-02-25,209.165
2003-02-26,208.972
2003-02-27,207.581
2003-02-28,209.591
2003-03-03,212.769
2003-03-04,210.581
2003-03-05,211.347
2003-03-06,211.099
2003-03-07,209.819
2003-03-10,208.207
2003-03-11,207.445
2003-03-12,206.973
2003-03-13,206.132
2003-03-14,204.459
2003-03-17,203.017
2003-03-18,206.71
2003-03-19,206.185
2003-03-20,206.109
2003-03-21,209.485
2003-03-24,210.315
2003-03-25,209.475
2003-03-26,210.221
2003-03-27,210.124
2003-03-28,209.619
2003-03-31,209.389
2003-04-01,210.872
2003-04-02,211.72
2003-04-03,214.692
2003-04-04,211.077
2003-04-07,212.9
2003-04-08,212.326
2003-04-09,210.778
2003-04-10,212.087
2003-04-11,213.41
2003-04-14,214.553
2003-04-15,218.764
2003-04-16,218.937
2003-04-17,220.515
2003-04-18,220.515
2003-04-21,219.564
2003-04-22,220.71
2003-04-23,224.939
2003-04-24,228.939
2003-04-25,228.261
2003-04-28,228.839
2003-04-29,228.972
2003-04-30,234.766
2003-05-01,236.922
2003-05-02,236.097
2003-05-05,239.425
2003-05-06,239.979
2003-05-07,241.398
2003-05-08,240.086
2003-05-09,239.952
2003-05-12,243.467
2003-05-13,242.729
2003-05-14,244.216
2003-05-15,243.876
2003-05-16,246.496
2003-05-19,246.654
2003-05-20,246.03
2003-05-21,243.375
2003-05-22,242.899
2003-05-23,243.887
2003-05-26,243.553
2003-05-27,242.577
2003-05-28,244.103
2003-05-29,245.912
2003-05-30,246.019
2003-06-02,245.228
2003-06-03,244.894
2003-06-04,246.056
2003-06-05,250.79
2003-06-06,251.57
2003-06-09,250.662
2003-06-10,250.568
2003-06-11,253.588
2003-06-12,253.296
2003-06-13,256.203
2003-06-16,256.727
2003-06-17,259.949
2003-06-18,255.255
2003-06-19,255.222
2003-06-20,253.857
2003-06-23,251.51
2003-06-24,247.396
2003-06-25,250.286
2003-06-26,248.818
2003-06-27,251.414
2003-06-30,253.774
2003-07-01,254.451
2003-07-02,253.673
2003-07-03,255.16
2003-07-04,254.956
2003-07-07,256.633
2003-07-08,257.817
2003-07-09,254.76
2003-07-10,258.639
2003-07-11,258.685
2003-07-14,259.763
2003-07-15,259.136
2003-07-16,259.481
2003-07-17,255.206
2003-07-18,256.74
2003-07-21,257.922
2003-07-22,257.709
2003-07-23,262.173
2003-07-24,267.636
2003-07-25,269.618
2003-07-28,269.035
2003-07-29,271.105
2003-07-30,267.203
2003-07-31,265.184
2003-08-01,265.926
2003-08-04,267.158
2003-08-05,268.161
2003-08-06,265.51
2003-08-07,268.547
2003-08-08,267.983
2003-08-11,269.703
2003-08-12,272.108
2003-08-13,271.101
2003-08-14,272.356
2003-08-15,272.277
2003-08-18,271.901
2003-08-19,271.342
2003-08-20,269.874
2003-08-21,270.112
2003-08-22,270.211
2003-08-25,269.173
2003-08-26,266.948
2003-08-27,267.278
2003-08-28,270.946
2003-08-29,273.265
2003-09-01,278.528
2003-09-02,277.974
2003-09-03,280.287
2003-09-04,282.342
2003-09-05,283.79
2003-09-08,285.913
2003-09-09,287.778
2003-09-10,285.708
2003-09-11,284.783
2003-09-12,288.273
2003-09-15,288.088
2003-09-16,283.817
2003-09-17,285.801
2003-09-18,285.36
2003-09-19,293.068
2003-09-22,292.537
2003-09-23,290.357
2003-09-24,291.142
2003-09-25,286.934
2003-09-26,283.361
2003-09-29,288.442
2003-09-30,289.003
2003-10-01,291.317
2003-10-02,291.074
2003-10-03,291.717
2003-10-06,293.387
2003-10-07,295.246
2003-10-08,297.19
2003-10-09,298.228
2003-10-10,299.449
2003-10-13,295.898
2003-10-14,299.055
2003-10-15,303.736
2003-10-16,303.141
2003-10-17,304.792
2003-10-20,305.823
2003-10-21,307.037
2003-10-22,310.05
2003-10-23,311.292
2003-10-24,313.302
2003-10-27,313.261
2003-10-28,322.367
2003-10-29,323.102
2003-10-30,327.216
2003-10-31,327.455
2003-11-03,325.164
2003-11-04,325.201
2003-11-05,319.383
2003-11-06,322.687
2003-11-07,327.494
2003-11-10,328.049
2003-11-11,326.522
2003-11-12,329.983
2003-11-13,332.226
2003-11-14,335.845
2003-11-17,331.493
2003-11-18,332.881
2003-11-19,334.912
2003-11-20,333.45
2003-11-21,335.251
2003-11-24,336.614
2003-11-25,339.863
2003-11-26,348.717
2003-11-27,347.72
2003-11-28,350.577
2003-12-01,352.381
2003-12-02,355.014
2003-12-03,357.127
2003-12-04,353.927
2003-12-05,353.353
2003-12-08,354.125
2003-12-09,354.437
2003-12-10,354.474
2003-12-11,352.457
2003-12-12,356.815
2003-12-15,357.022
2003-12-16,351.898
2003-12-17,354.272
2003-12-18,353.61
2003-12-19,349.983
2003-12-22,350.533
2003-12-23,353.138
2003-12-24,354.133
2003-12-25,354.133
2003-12-26,353.991
2003-12-29,355.531
2003-12-30,358.309
2003-12-31,360.682
2004-01-01,360.682
2004-01-02,365.848
2004-01-05,371.501
2004-01-06,373.729
2004-01-07,372.721
2004-01-08,380.496
2004-01-09,380.662
2004-01-12,381.899
2004-01-13,381.269
2004-01-14,381.091
2004-01-15,380.029
2004-01-16,379.641
2004-01-19,381.755
2004-01-20,385.088
2004-01-21,382.45
2004-01-22,389.038
2004-01-23,389.934
2004-01-26,386.623
2004-01-27,392.86
2004-01-28,387.992
2004-01-29,377.938
2004-01-30,375.108
2004-02-02,376.85
2004-02-03,382.054
2004-02-04,383.1
2004-02-05,385.495
2004-02-06,390.628
2004-02-09,394.601
2004-02-10,399.927
2004-02-11,393.793
2004-02-12,402.794
2004-02-13,404.108
2004-02-16,403.394
2004-02-17,407.113
2004-02-18,409.063
2004-02-19,405.087
2004-02-20,400.982
2004-02-23,403.506
2004-02-24,406.955
2004-02-25,400.387
2004-02-26,395.472
2004-02-27,398.366
2004-03-01,399.32
2004-03-02,400.363
2004-03-03,396.508
2004-03-04,399.944
2004-03-05,407.923
2004-03-08,409.237
2004-03-09,406.327
2004-03-10,396.788
2004-03-11,393.006
2004-03-12,390.945
2004-03-15,387.092
2004-03-16,386.289
2004-03-17,385.379
2004-03-18,385.994
2004-03-19,384.539
2004-03-22,381.326
2004-03-23,381.068
2004-03-24,378.63
2004-03-25,381.644
2004-03-26,379.823
2004-03-29,384.796
2004-03-30,387.416
2004-03-31,394.588
2004-04-01,401.361
2004-04-02,402.737
2004-04-05,399.603
2004-04-06,399.824
2004-04-07,401.801
2004-04-08,403.012
2004-04-09,403.012
2004-04-12,401.88
2004-04-13,399.902
2004-04-14,396.905
2004-04-15,396.274
2004-04-16,396.398
2004-04-19,398.907
2004-04-20,395.158
2004-04-21,387.627
2004-04-22,389.656
2004-04-23,389.186
2004-04-26,393.501
2004-04-27,393.149
2004-04-28,386.375
2004-04-29,375.183
2004-04-30,375.91
2004-05-03,374.188
2004-05-04,376.292
2004-05-05,379.521
2004-05-06,373.127
2004-05-07,370.044
2004-05-10,357.658
2004-05-11,361.005
2004-05-12,361.199
2004-05-13,358.456
2004-05-14,353.846
2004-05-17,349.681
2004-05-18,351.905
2004-05-19,361.905
2004-05-20,358.687
2004-05-21,361.152
2004-05-24,362.269
2004-05-25,363.936
2004-05-26,363.598
2004-05-27,373.239
2004-05-28,370.908
2004-05-31,370.782
2004-06-01,370.585
2004-06-02,370.766
2004-06-03,369.711
2004-06-04,372.051
2004-06-07,376.252
2004-06-08,377.498
2004-06-09,372.182
2004-06-10,371.45
2004-06-11,367.528
2004-06-14,370.113
2004-06-15,367.348
2004-06-16,367.078
2004-06-17,369.556
2004-06-18,371.675
2004-06-21,372.173
2004-06-22,368.058
2004-06-23,371.75
2004-06-24,377.92
2004-06-25,376.679
2004-06-28,383.146
2004-06-29,383.01
2004-06-30,386.142
2004-07-01,382.573
2004-07-02,383.201
2004-07-05,382.678
2004-07-06,380.589
2004-07-07,382.368
2004-07-08,381.392
2004-07-09,380.564
2004-07-12,380.246
2004-07-13,379.321
2004-07-14,378.617
2004-07-15,372.825
2004-07-16,375.932
2004-07-19,370.924
2004-07-20,369.638
2004-07-21,369.934
2004-07-22,368.011
2004-07-23,363.061
2004-07-26,364.541
2004-07-27,363.329
2004-07-28,366.515
2004-07-29,371.06
2004-07-30,371.536
2004-08-02,368.607
2004-08-03,369.636
2004-08-04,366.644
2004-08-05,359.361
2004-08-06,360.795
2004-08-09,356.132
2004-08-10,360.552
2004-08-11,356.193
2004-08-12,352.081
2004-08-13,356.31
2004-08-16,357.657
2004-08-17,362.009
2004-08-18,360.175
2004-08-19,364.601
2004-08-20,364.702
2004-08-23,364.245
2004-08-24,361.12
2004-08-25,360.478
2004-08-26,361.949
2004-08-27,360.916
2004-08-30,362.248
2004-08-31,364.899
2004-09-01,365.409
2004-09-02,366.063
2004-09-03,365.242
2004-09-06,367.39
2004-09-07,367.393
2004-09-08,370.745
2004-09-09,372.07
2004-09-10,378.261
2004-09-13,379.841
2004-09-14,380.944
2004-09-15,377.007
2004-09-16,377.383
2004-09-17,380.107
2004-09-20,379.296
2004-09-21,383.077
2004-09-22,381.438
2004-09-23,382.412
2004-09-24,380.792
2004-09-27,377.114
2004-09-28,379.623
2004-09-29,382.27
2004-09-30,388.164
2004-10-01,391.267
2004-10-04,393.282
2004-10-05,393.085
2004-10-06,393.293
2004-10-07,393.127
2004-10-08,398.46
2004-10-11,394.599
2004-10-12,390.707
2004-10-13,391.503
2004-10-14,396.528
2004-10-15,397.734
2004-10-18,398.503
2004-10-19,405.267
2004-10-20,398.342
2004-10-21,402.101
2004-10-22,403.775
2004-10-25,403.935
2004-10-26,403.034
2004-10-27,404.217
2004-10-28,403.957
2004-10-29,402.904
2004-11-01,411.403
2004-11-02,410.329
2004-11-03,415.389
2004-11-04,419.522
2004-11-05,422.835
2004-11-08,426.666
2004-11-09,428.57
2004-11-10,432.808
2004-11-11,437.025
2004-11-12,440.467
2004-11-15,439.717
2004-11-16,441.361
2004-11-17,444.105
2004-11-18,444.01
2004-11-19,445.011
2004-11-22,445.959
2004-11-23,451.276
2004-11-24,456.384
2004-11-25,459.456
2004-11-26,459.173
2004-11-29,464.863
2004-11-30,463.014
2004-12-01,463.843
2004-12-02,466.765
2004-12-03,472.493
2004-12-06,474.471
2004-12-07,475.876
2004-12-08,466.932
2004-12-09,460.096
2004-12-10,457.124
2004-12-13,455.261
2004-12-14,455.049
2004-12-15,458.261
2004-12-16,454.57
2004-12-17,447.869
2004-12-20,459.151
2004-12-21,459.732
2004-12-22,463.266
2004-12-23,467.94
2004-12-24,469.153
2004-12-27,471.222
2004-12-28,470.945
2004-12-29,470.682
2004-12-30,472.242
2004-12-31,470.943
2005-01-03,470.889
2005-01-04,465.944
2005-01-05,461.887
2005-01-06,458.252
2005-01-07,463.236
2005-01-10,467.894
2005-01-11,464.329
2005-01-12,467.428
2005-01-13,466.334
2005-01-14,463.081
2005-01-17,466.003
2005-01-18,461.923
2005-01-19,462.096
2005-01-20,450.393
2005-01-21,455.401
2005-01-24,454.555
2005-01-25,456.807
2005-01-26,460.335
2005-01-27,461.215
2005-01-28,456.552
2005-01-31,457.265
2005-02-01,460.796
2005-02-02,467.207
2005-02-03,473.698
2005-02-04,483.577
2005-02-07,480.838
2005-02-08,479.422
2005-02-09,481.921
2005-02-10,479.854
2005-02-11,487.238
2005-02-14,491.64
2005-02-15,494.154
2005-02-16,494.954
2005-02-17,494.813
2005-02-18,499.583
2005-02-21,499.47
2005-02-22,504.55
2005-02-23,503.056
2005-02-24,508.595
2005-02-25,513.518
2005-02-28,519.384
2005-03-01,514.347
2005-03-02,515.025
2005-03-03,514.518
2005-03-04,523.58
2005-03-07,521.58
2005-03-08,524.35
2005-03-09,522.203
2005-03-10,519.43
2005-03-11,521.305
2005-03-14,521.362
2005-03-15,520.678
2005-03-16,519.259
2005-03-17,514.622
2005-03-18,509.752
2005-03-21,503.47
2005-03-22,503.547
2005-03-23,489.235
2005-03-24,490.548
2005-03-25,490.548
2005-03-28,487.105
2005-03-29,491.183
2005-03-30,488.64
2005-03-31,495.617
2005-04-01,492.449
2005-04-04,483.429
2005-04-05,492.625
2005-04-06,494.489
2005-04-07,500.805
2005-04-08,500.77
2005-04-11,503.702
2005-04-12,498.823
2005-04-13,501.283
2005-04-14,497.607
2005-04-15,490.96
2005-04-18,486.115
2005-04-19,489.186
2005-04-20,490.364
2005-04-21,481.562
2005-04-22,487.264
2005-04-25,483.057
2005-04-26,473.807
2005-04-27,464.225
2005-04-28,463.632
2005-04-29,465.357
2005-05-02,466.63
2005-05-03,474.345
2005-05-04,479.026
2005-05-05,478.453
2005-05-06,479.05
2005-05-09,478.38
2005-05-10,479.135
2005-05-11,477.329
2005-05-12,478.317
2005-05-13,479.727
2005-05-16,484.491
2005-05-17,488.322
2005-05-18,493.855
2005-05-19,491.691
2005-05-20,489.014
2005-05-23,496.635
2005-05-24,495.827
2005-05-25,494.894
2005-05-26,493.319
2005-05-27,498.622
2005-05-30,497.578
2005-05-31,493.325
2005-06-01,493.864
2005-06-02,493.886
2005-06-03,492.75
2005-06-06,492.833
2005-06-07,498.47
2005-06-08,503.782
2005-06-09,499.762
2005-06-10,503.453
2005-06-13,499.508
2005-06-14,499.411
2005-06-15,499.585
2005-06-16,501.747
2005-06-17,511.981
2005-06-20,509.169
2005-06-21,505.979
2005-06-22,506.95
2005-06-23,507.512
2005-06-24,509.049
2005-06-27,503.826
2005-06-28,499.648
2005-06-29,503.342
2005-06-30,503.815
2005-07-01,499.549
2005-07-04,495.442
2005-07-05,494.244
2005-07-06,499.151
2005-07-07,497.504
2005-07-08,503.858
2005-07-11,516.824
2005-07-12,525.241
2005-07-13,517.226
2005-07-14,517.92
2005-07-15,515.114
2005-07-18,518.707
2005-07-19,518.747
2005-07-20,520.088
2005-07-21,522.227
2005-07-22,525.221
2005-07-25,522.876
2005-07-26,516.745
2005-07-27,523.115
2005-07-28,531.785
2005-07-29,531.271
2005-08-01,540.883
2005-08-02,540.237
2005-08-03,546.817
2005-08-04,542.924
2005-08-05,540.039
2005-08-08,545.232
2005-08-09,546.622
2005-08-10,548.831
2005-08-11,547.284
2005-08-12,547.399
2005-08-15,548.505
2005-08-16,546.939
2005-08-17,544.121
2005-08-18,536.371
2005-08-19,537.947
2005-08-22,546.367
2005-08-23,547.433
2005-08-24,548.507
2005-08-25,548.167
2005-08-26,549.358
2005-08-29,545.673
2005-08-30,544.179
2005-08-31,554.363
2005-09-01,570.041
2005-09-02,574.912
2005-09-05,577.615
2005-09-06,580.939
2005-09-07,589.344
2005-09-08,584.377
2005-09-09,587.712
2005-09-12,583.081
2005-09-13,581.764
2005-09-14,580.681
2005-09-15,576.365
2005-09-16,576.434
2005-09-19,577.72
2005-09-20,586.447
2005-09-21,587.043
2005-09-22,585.773
2005-09-23,586.17
2005-09-26,585.229
2005-09-27,578.893
2005-09-28,575.666
2005-09-29,579.925
2005-09-30,582.303
2005-10-03,575.771
2005-10-04,573.407
2005-10-05,570.79
2005-10-06,572.349
2005-10-07,570.091
2005-10-10,558.385
2005-10-11,555.81
2005-10-12,550.399
2005-10-13,531.71
2005-10-14,533.074
2005-10-17,537.551
2005-10-18,535.337
2005-10-19,517.158
2005-10-20,514.254
2005-10-21,515.338
2005-10-24,520.054
2005-10-25,524.775
2005-10-26,527.669
2005-10-27,522.525
2005-10-28,519.066
2005-10-31,525.175
2005-11-01,527.434
2005-11-02,539.669
2005-11-03,526.607
2005-11-04,529.028
2005-11-07,522.904
2005-11-08,524.012
2005-11-09,526.552
