Date,SWEDEN MID GROWTH Mid Cap
2001-06-14,492.104
2001-06-15,499.213
2001-06-18,496.259
2001-06-19,479.407
2001-06-20,465.729
2001-06-21,466.804
2001-06-22,467.78
2001-06-25,475.731
2001-06-26,459.54
2001-06-27,464.638
2001-06-28,472.398
2001-06-29,473.481
2001-07-02,477.36
2001-07-03,474.435
2001-07-04,466.863
2001-07-05,458.749
2001-07-06,446.281
2001-07-09,440.506
2001-07-10,449.571
2001-07-11,449.391
2001-07-12,455.825
2001-07-13,458.701
2001-07-16,461.906
2001-07-17,456.597
2001-07-18,463.694
2001-07-19,467.931
2001-07-20,460.503
2001-07-23,456.485
2001-07-24,458.05
2001-07-25,455.826
2001-07-26,459.463
2001-07-27,465.496
2001-07-30,472.196
2001-07-31,479.258
2001-08-01,483.147
2001-08-02,496.19
2001-08-03,492.785
2001-08-06,487.217
2001-08-07,481.362
2001-08-08,477.547
2001-08-09,466.251
2001-08-10,452.099
2001-08-13,452.73
2001-08-14,459.827
2001-08-15,459.279
2001-08-16,447.713
2001-08-17,449.263
2001-08-20,437.236
2001-08-21,435.776
2001-08-22,439.104
2001-08-23,447.085
2001-08-24,446.183
2001-08-27,445.884
2001-08-28,440.21
2001-08-29,434.846
2001-08-30,418.303
2001-08-31,409.399
2001-09-03,402.57
2001-09-04,392.924
2001-09-05,395.015
2001-09-06,384.369
2001-09-07,376.75
2001-09-10,378.138
2001-09-11,350.487
2001-09-12,381.638
2001-09-13,380.029
2001-09-14,382.801
2001-09-17,389.706
2001-09-18,376.245
2001-09-19,370.352
2001-09-20,344.958
2001-09-21,338.425
2001-09-24,356.36
2001-09-25,367.136
2001-09-26,378.945
2001-09-27,382.876
2001-09-28,392.983
2001-10-01,394.258
2001-10-02,396.97
2001-10-03,396.442
2001-10-04,418.92
2001-10-05,425.505
2001-10-08,427.635
2001-10-09,426.167
2001-10-10,423.66
2001-10-11,439.053
2001-10-12,440.396
2001-10-15,438.482
2001-10-16,442.194
2001-10-17,459.443
2001-10-18,445.988
2001-10-19,434.326
2001-10-22,435.743
2001-10-23,443.481
2001-10-24,451.316
2001-10-25,438.935
2001-10-26,442.606
2001-10-29,436.784
2001-10-30,421.313
2001-10-31,415.989
2001-11-01,424.77
2001-11-02,434.221
2001-11-05,443.407
2001-11-06,455.473
2001-11-07,462.612
2001-11-08,468.044
2001-11-09,463.264
2001-11-12,456.539
2001-11-13,468.355
2001-11-14,477.006
2001-11-15,477.241
2001-11-16,481.706
2001-11-19,466.39
2001-11-20,458.497
2001-11-21,450.213
2001-11-22,454.325
2001-11-23,448.743
2001-11-26,455.099
2001-11-27,452.249
2001-11-28,452.644
2001-11-29,457.028
2001-11-30,457.812
2001-12-03,461.032
2001-12-04,472.859
2001-12-05,490.368
2001-12-06,479.425
2001-12-07,490.668
2001-12-10,481.307
2001-12-11,479.164
2001-12-12,476.07
2001-12-13,472.108
2001-12-14,456.802
2001-12-17,460.839
2001-12-18,466.659
2001-12-19,457.735
2001-12-20,450.534
2001-12-21,454.3
2001-12-24,448.296
2001-12-25,448.296
2001-12-26,446.772
2001-12-27,459.469
2001-12-28,469.872
2001-12-31,473.69
2002-01-01,473.69
2002-01-02,478.63
2002-01-03,497.136
2002-01-04,488.889
2002-01-07,489.542
2002-01-08,481.342
2002-01-09,484.859
2002-01-10,482.447
2002-01-11,487.324
2002-01-14,466.876
2002-01-15,467.002
2002-01-16,450.973
2002-01-17,449.978
2002-01-18,457.507
2002-01-21,451.21
2002-01-22,454.254
2002-01-23,456.401
2002-01-24,454.797
2002-01-25,445.846
2002-01-28,446.104
2002-01-29,440.17
2002-01-30,428.574
2002-01-31,444.626
2002-02-01,445.006
2002-02-04,447.155
2002-02-05,451.849
2002-02-06,455.074
2002-02-07,448.16
2002-02-08,446.088
2002-02-11,444.237
2002-02-12,442.925
2002-02-13,446.509
2002-02-14,442.33
2002-02-15,444.376
2002-02-18,441.167
2002-02-19,438.856
2002-02-20,433.639
2002-02-21,438.268
2002-02-22,440.569
2002-02-25,441.976
2002-02-26,447.82
2002-02-27,451.519
2002-02-28,449.586
2002-03-01,450.286
2002-03-04,469.546
2002-03-05,474.91
2002-03-06,474.99
2002-03-07,483.422
2002-03-08,486.533
2002-03-11,473.627
2002-03-12,461.088
2002-03-13,462.684
2002-03-14,463.536
2002-03-15,468.217
2002-03-18,470.496
2002-03-19,469.108
2002-03-20,469.33
2002-03-21,470.486
2002-03-22,470.739
2002-03-25,469.328
2002-03-26,464.79
2002-03-27,465.548
2002-03-28,466.678
2002-03-29,466.678
2002-04-01,471.284
2002-04-02,468.014
2002-04-03,465.281
2002-04-04,462.869
2002-04-05,462.221
2002-04-08,454.407
2002-04-09,448.159
2002-04-10,447.239
2002-04-11,442.129
2002-04-12,438.586
2002-04-15,443.118
2002-04-16,453.331
2002-04-17,455.981
2002-04-18,447.616
2002-04-19,446.402
2002-04-22,433.416
2002-04-23,435.406
2002-04-24,420.056
2002-04-25,422.172
2002-04-26,431.552
2002-04-29,430.304
2002-04-30,437.622
2002-05-01,440.192
2002-05-02,442.049
2002-05-03,434.907
2002-05-06,436.237
2002-05-07,430.141
2002-05-08,442.022
2002-05-09,441.261
2002-05-10,426.146
2002-05-13,441.957
2002-05-14,444.259
2002-05-15,442.659
2002-05-16,443.106
2002-05-17,444.921
2002-05-20,446.19
2002-05-21,449.557
2002-05-22,444.607
2002-05-23,444.256
2002-05-24,444.084
2002-05-27,441.065
2002-05-28,444.17
2002-05-29,441.874
2002-05-30,440.691
2002-05-31,443.188
2002-06-03,444.973
2002-06-04,435.88
2002-06-05,442.547
2002-06-06,443.849
2002-06-07,434.341
2002-06-10,439.086
2002-06-11,443.935
2002-06-12,436.708
2002-06-13,433.39
2002-06-14,421.978
2002-06-17,437.048
2002-06-18,445.152
2002-06-19,435.02
2002-06-20,423.379
2002-06-21,425.996
2002-06-24,416.915
2002-06-25,435.643
2002-06-26,435.938
2002-06-27,444.267
2002-06-28,462.893
2002-07-01,452.103
2002-07-02,438.286
2002-07-03,413.48
2002-07-04,417.001
2002-07-05,438.148
2002-07-08,439.889
2002-07-09,432.14
2002-07-10,405.886
2002-07-11,393.816
2002-07-12,393.33
2002-07-15,398.675
2002-07-16,392.893
2002-07-17,410.134
2002-07-18,400.131
2002-07-19,392.932
2002-07-22,361.822
2002-07-23,337.121
2002-07-24,312.777
2002-07-25,352.404
2002-07-26,338.246
2002-07-29,371.794
2002-07-30,377.885
2002-07-31,373.997
2002-08-01,355.758
2002-08-02,347.982
2002-08-05,338.123
2002-08-06,338.838
2002-08-07,346.352
2002-08-08,350.05
2002-08-09,346.792
2002-08-12,354.019
2002-08-13,354.572
2002-08-14,357.874
2002-08-15,373.941
2002-08-16,374.604
2002-08-19,386.548
2002-08-20,389.866
2002-08-21,395.821
2002-08-22,391.866
2002-08-23,390.231
2002-08-26,381.56
2002-08-27,381.975
2002-08-28,373.25
2002-08-29,365.316
2002-08-30,360.074
2002-09-02,356.814
2002-09-03,338.104
2002-09-04,337.541
2002-09-05,340.35
2002-09-06,341.938
2002-09-09,341.434
2002-09-10,340.501
2002-09-11,352.549
2002-09-12,338.882
2002-09-13,332.87
2002-09-16,331.622
2002-09-17,326.37
2002-09-18,313.762
2002-09-19,305.275
2002-09-20,303.002
2002-09-23,287.724
2002-09-24,289.65
2002-09-25,298.454
2002-09-26,315.62
2002-09-27,308.387
2002-09-30,278.999
2002-10-01,291.02
2002-10-02,301.17
2002-10-03,299.175
2002-10-04,292.612
2002-10-07,283.088
2002-10-08,272.514
2002-10-09,264.248
2002-10-10,270.862
2002-10-11,291.338
2002-10-14,281.255
2002-10-15,316.576
2002-10-16,316.097
2002-10-17,325.579
2002-10-18,330.774
2002-10-21,327.489
2002-10-22,322.873
2002-10-23,306.513
2002-10-24,314.148
2002-10-25,318.421
2002-10-28,320.1
2002-10-29,304.917
2002-10-30,319.468
2002-10-31,332.605
2002-11-01,336.606
2002-11-04,347.578
2002-11-05,361.719
2002-11-06,359.071
2002-11-07,340.523
2002-11-08,344.217
2002-11-11,340.892
2002-11-12,357.6
2002-11-13,368.548
2002-11-14,375.906
2002-11-15,369.339
2002-11-18,378.844
2002-11-19,371.195
2002-11-20,369.885
2002-11-21,383.713
2002-11-22,389.324
2002-11-25,385.617
2002-11-26,377.081
2002-11-27,390.489
2002-11-28,402.706
2002-11-29,408.508
2002-12-02,403.987
2002-12-03,395.041
2002-12-04,390.231
2002-12-05,372.602
2002-12-06,377.675
2002-12-09,365.368
2002-12-10,374.506
2002-12-11,376.166
2002-12-12,376.229
2002-12-13,370.665
2002-12-16,369.527
2002-12-17,358.936
2002-12-18,355.619
2002-12-19,361.497
2002-12-20,360.423
2002-12-23,358.283
2002-12-24,360.093
2002-12-25,360.093
2002-12-26,360.794
2002-12-27,355.724
2002-12-30,350.437
2002-12-31,352.332
2003-01-01,352.332
2003-01-02,369.985
2003-01-03,372.983
2003-01-06,375.069
2003-01-07,377.254
2003-01-08,365.216
2003-01-09,367.494
2003-01-10,370.993
2003-01-13,368.959
2003-01-14,377.26
2003-01-15,371.72
2003-01-16,367.443
2003-01-17,358.261
2003-01-20,370.483
2003-01-21,360.185
2003-01-22,353.793
2003-01-23,358.439
2003-01-24,357.234
2003-01-27,341.413
2003-01-28,338.876
2003-01-29,332.231
2003-01-30,335.999
2003-01-31,331.634
2003-02-03,343.998
2003-02-04,331.701
2003-02-05,335.441
2003-02-06,314.471
2003-02-07,319.677
2003-02-10,310.878
2003-02-11,309.774
2003-02-12,311.634
2003-02-13,318.548
2003-02-14,321.374
2003-02-17,325.836
2003-02-18,331.887
2003-02-19,332.102
2003-02-20,325.049
2003-02-21,317.812
2003-02-24,314.322
2003-02-25,303.629
2003-02-26,305.662
2003-02-27,311.479
2003-02-28,315.061
2003-03-03,317.617
2003-03-04,312.3
2003-03-05,314.973
2003-03-06,306.955
2003-03-07,304.197
2003-03-10,296.886
2003-03-11,295.481
2003-03-12,281.581
2003-03-13,285.17
2003-03-14,295.808
2003-03-17,302.678
2003-03-18,320.582
2003-03-19,322.327
2003-03-20,327.232
2003-03-21,336.581
2003-03-24,323.266
2003-03-25,325.243
2003-03-26,324.2
2003-03-27,318.238
2003-03-28,316.737
2003-03-31,304.05
2003-04-01,304.662
2003-04-02,321.788
2003-04-03,317.867
2003-04-04,316.095
2003-04-07,333.188
2003-04-08,328.156
2003-04-09,326.255
2003-04-10,321.074
2003-04-11,323.978
2003-04-14,320.81
2003-04-15,330.013
2003-04-16,335.91
2003-04-17,342.807
2003-04-18,342.807
2003-04-21,341.759
2003-04-22,343.764
2003-04-23,346.074
2003-04-24,351.098
2003-04-25,346.985
2003-04-28,350.415
2003-04-29,363.15
2003-04-30,358.538
2003-05-01,362.081
2003-05-02,354.607
2003-05-05,362.402
2003-05-06,368.114
2003-05-07,365.545
2003-05-08,340.172
2003-05-09,343.833
2003-05-12,350.335
2003-05-13,355.712
2003-05-14,352.766
2003-05-15,356.008
2003-05-16,357.6
2003-05-19,354.788
2003-05-20,346.143
2003-05-21,341.216
2003-05-22,344.84
2003-05-23,348.411
2003-05-26,348.905
2003-05-27,352.428
2003-05-28,362.25
2003-05-29,363.968
2003-05-30,360.309
2003-06-02,363.266
2003-06-03,355.732
2003-06-04,370.437
2003-06-05,377.997
2003-06-06,375.429
2003-06-09,376.733
2003-06-10,371.781
2003-06-11,378.778
2003-06-12,387.469
2003-06-13,375.943
2003-06-16,381.376
2003-06-17,385.162
2003-06-18,380.028
2003-06-19,372.738
2003-06-20,370.488
2003-06-23,362.674
2003-06-24,348.99
2003-06-25,350.993
2003-06-26,353.537
2003-06-27,360.758
2003-06-30,357.088
2003-07-01,352.257
2003-07-02,358.04
2003-07-03,360.554
2003-07-04,356.754
2003-07-07,358.469
2003-07-08,370.753
2003-07-09,376.787
2003-07-10,367.097
2003-07-11,367.581
2003-07-14,376.245
2003-07-15,375.241
2003-07-16,378.449
2003-07-17,374.27
2003-07-18,373.239
2003-07-21,378.556
2003-07-22,375.058
2003-07-23,375.84
2003-07-24,382.417
2003-07-25,381.666
2003-07-28,383.359
2003-07-29,384.131
2003-07-30,381.962
2003-07-31,377.533
2003-08-01,374.808
2003-08-04,381.742
2003-08-05,385.201
2003-08-06,382.065
2003-08-07,359.869
2003-08-08,364.417
2003-08-11,357.429
2003-08-12,362.542
2003-08-13,364.124
2003-08-14,371.793
2003-08-15,368.013
2003-08-18,367.105
2003-08-19,373.382
2003-08-20,372.097
2003-08-21,378.563
2003-08-22,377.738
2003-08-25,368.81
2003-08-26,363.441
2003-08-27,363.752
2003-08-28,364.986
2003-08-29,372.056
2003-09-01,383.058
2003-09-02,379.743
2003-09-03,394.52
2003-09-04,389.253
2003-09-05,386.987
2003-09-08,391.726
2003-09-09,393.422
2003-09-10,385.21
2003-09-11,393.138
2003-09-12,397.556
2003-09-15,397.522
2003-09-16,400.191
2003-09-17,403.432
2003-09-18,407.28
2003-09-19,408.293
2003-09-22,401.617
2003-09-23,403.122
2003-09-24,405.567
2003-09-25,404.93
2003-09-26,399.237
2003-09-29,400.456
2003-09-30,392.001
2003-10-01,391.836
2003-10-02,393.683
2003-10-03,404.254
2003-10-06,411.227
2003-10-07,414.249
2003-10-08,420.534
2003-10-09,425.958
2003-10-10,422.886
2003-10-13,421.665
2003-10-14,432.138
2003-10-15,430.197
2003-10-16,423.21
2003-10-17,422.044
2003-10-20,422.169
2003-10-21,431.678
2003-10-22,421.56
2003-10-23,422.241
2003-10-24,423.273
2003-10-27,424.818
2003-10-28,432.474
2003-10-29,435.743
2003-10-30,438.541
2003-10-31,429.595
2003-11-03,430.336
2003-11-04,431.972
2003-11-05,416.656
2003-11-06,414.343
2003-11-07,438.331
2003-11-10,433.009
2003-11-11,433.118
2003-11-12,436.537
2003-11-13,443.348
2003-11-14,447.125
2003-11-17,442.91
2003-11-18,447.818
2003-11-19,446.54
2003-11-20,444.468
2003-11-21,441.417
2003-11-24,445.978
2003-11-25,444.82
2003-11-26,445.277
2003-11-27,447.495
2003-11-28,447.584
2003-12-01,454.651
2003-12-02,462.596
2003-12-03,464.498
2003-12-04,467.809
2003-12-05,465.846
2003-12-08,461.539
2003-12-09,464.087
2003-12-10,460.535
2003-12-11,454.249
2003-12-12,461.05
2003-12-15,460.078
2003-12-16,448.987
2003-12-17,445.383
2003-12-18,447.79
2003-12-19,448.269
2003-12-22,451.581
2003-12-23,462.536
2003-12-24,462.948
2003-12-25,462.948
2003-12-26,462.406
2003-12-29,471.393
2003-12-30,469.611
2003-12-31,472.486
2004-01-01,472.486
2004-01-02,482.479
2004-01-05,486.096
2004-01-06,486.354
2004-01-07,478.092
2004-01-08,484.018
2004-01-09,496.128
2004-01-12,499.082
2004-01-13,500.468
2004-01-14,505.228
2004-01-15,509.999
2004-01-16,502.272
2004-01-19,508.551
2004-01-20,511.635
2004-01-21,508.389
2004-01-22,513.414
2004-01-23,516.189
2004-01-26,514.941
2004-01-27,517.392
2004-01-28,515.409
2004-01-29,494.262
2004-01-30,498.848
2004-02-02,497.285
2004-02-03,505.755
2004-02-04,498.999
2004-02-05,502.993
2004-02-06,539.952
2004-02-09,528.642
2004-02-10,525.101
2004-02-11,531.197
2004-02-12,545.446
2004-02-13,541.865
2004-02-16,538.587
2004-02-17,543.219
2004-02-18,545.655
2004-02-19,542.861
2004-02-20,530.662
2004-02-23,523.891
2004-02-24,517.738
2004-02-25,512.643
2004-02-26,508.302
2004-02-27,500.212
2004-03-01,510.781
2004-03-02,510.347
2004-03-03,502.518
2004-03-04,507.78
2004-03-05,514.305
2004-03-08,507.849
2004-03-09,503.485
2004-03-10,491.436
2004-03-11,475.135
2004-03-12,477.598
2004-03-15,467.307
2004-03-16,480.75
2004-03-17,476.6
2004-03-18,470.388
2004-03-19,467.139
2004-03-22,456.636
2004-03-23,463.419
2004-03-24,456.316
2004-03-25,468.55
2004-03-26,466.659
2004-03-29,473.807
2004-03-30,468.918
2004-03-31,470.63
2004-04-01,484.542
2004-04-02,486.119
2004-04-05,488.919
2004-04-06,482.691
2004-04-07,492.586
2004-04-08,492.432
2004-04-09,492.432
2004-04-12,489.926
2004-04-13,483.067
2004-04-14,473.314
2004-04-15,473.93
2004-04-16,476.487
2004-04-19,472.949
2004-04-20,479.298
2004-04-21,478.747
2004-04-22,488.105
2004-04-23,491.137
2004-04-26,489.753
2004-04-27,487.374
2004-04-28,476.651
2004-04-29,478.602
2004-04-30,473.22
2004-05-03,474.399
2004-05-04,481.632
2004-05-05,485.757
2004-05-06,456.185
2004-05-07,453.163
2004-05-10,429.12
2004-05-11,439.591
2004-05-12,429.493
2004-05-13,438.527
2004-05-14,432.849
2004-05-17,429.734
2004-05-18,434.581
2004-05-19,447.985
2004-05-20,444.674
2004-05-21,443.578
2004-05-24,443.182
2004-05-25,444.786
2004-05-26,442.505
2004-05-27,453.122
2004-05-28,453.556
2004-05-31,453.556
2004-06-01,447.381
2004-06-02,452.899
2004-06-03,454.155
2004-06-04,460.766
2004-06-07,466.442
2004-06-08,464.914
2004-06-09,454.708
2004-06-10,453.625
2004-06-11,452.443
2004-06-14,448.95
2004-06-15,452.775
2004-06-16,456.615
2004-06-17,458.621
2004-06-18,462.846
2004-06-21,462.625
2004-06-22,456.513
2004-06-23,457.529
2004-06-24,463.706
2004-06-25,462.56
2004-06-28,467.228
2004-06-29,466.879
2004-06-30,468.783
2004-07-01,469.952
2004-07-02,471.887
2004-07-05,467.584
2004-07-06,459.384
2004-07-07,460.35
2004-07-08,462.348
2004-07-09,457.969
2004-07-12,452.756
2004-07-13,454.0
2004-07-14,459.205
2004-07-15,457.381
2004-07-16,459.063
2004-07-19,450.062
2004-07-20,449.336
2004-07-21,449.066
2004-07-22,439.184
2004-07-23,432.778
2004-07-26,431.692
2004-07-27,432.803
2004-07-28,429.73
2004-07-29,436.29
2004-07-30,434.691
2004-08-02,426.598
2004-08-03,432.19
2004-08-04,432.346
2004-08-05,434.591
2004-08-06,431.864
2004-08-09,426.006
2004-08-10,432.849
2004-08-11,422.496
2004-08-12,420.129
2004-08-13,416.928
2004-08-16,423.736
2004-08-17,425.901
2004-08-18,428.223
2004-08-19,429.654
2004-08-20,426.23
2004-08-23,431.394
2004-08-24,429.978
2004-08-25,432.983
2004-08-26,439.291
2004-08-27,436.467
2004-08-30,433.706
2004-08-31,430.977
2004-09-01,433.311
2004-09-02,432.174
2004-09-03,433.362
2004-09-06,436.021
2004-09-07,436.265
2004-09-08,439.868
2004-09-09,436.294
2004-09-10,440.057
2004-09-13,446.748
2004-09-14,446.946
2004-09-15,442.948
2004-09-16,444.475
2004-09-17,446.969
2004-09-20,446.207
2004-09-21,453.865
2004-09-22,449.356
2004-09-23,445.429
2004-09-24,442.939
2004-09-27,440.475
2004-09-28,444.038
2004-09-29,454.338
2004-09-30,455.182
2004-10-01,462.554
2004-10-04,463.014
2004-10-05,468.148
2004-10-06,464.943
2004-10-07,467.306
2004-10-08,466.929
2004-10-11,463.597
2004-10-12,455.694
2004-10-13,460.543
2004-10-14,461.175
2004-10-15,457.412
2004-10-18,460.273
2004-10-19,466.536
2004-10-20,450.614
2004-10-21,448.389
2004-10-22,450.833
2004-10-25,446.394
2004-10-26,447.461
2004-10-27,454.582
2004-10-28,457.763
2004-10-29,453.56
2004-11-01,458.382
2004-11-02,470.625
2004-11-03,473.447
2004-11-04,477.037
2004-11-05,481.16
2004-11-08,483.758
2004-11-09,485.534
2004-11-10,496.829
2004-11-11,500.884
2004-11-12,505.172
2004-11-15,507.251
2004-11-16,502.926
2004-11-17,510.635
2004-11-18,512.549
2004-11-19,510.783
2004-11-22,506.06
2004-11-23,506.623
2004-11-24,509.263
2004-11-25,518.896
2004-11-26,520.447
2004-11-29,523.369
2004-11-30,515.994
2004-12-01,524.587
2004-12-02,525.094
2004-12-03,529.571
2004-12-06,531.805
2004-12-07,536.251
2004-12-08,524.441
2004-12-09,518.462
2004-12-10,516.84
2004-12-13,525.583
2004-12-14,527.487
2004-12-15,530.558
2004-12-16,531.403
2004-12-17,523.419
2004-12-20,534.805
2004-12-21,536.314
2004-12-22,540.87
2004-12-23,548.21
2004-12-24,551.473
2004-12-27,555.832
2004-12-28,555.832
2004-12-29,556.445
2004-12-30,557.996
2004-12-31,555.368
2005-01-03,560.797
2005-01-04,552.351
2005-01-05,544.292
2005-01-06,538.246
2005-01-07,534.331
2005-01-10,543.963
2005-01-11,542.433
2005-01-12,534.683
2005-01-13,535.453
2005-01-14,532.185
2005-01-17,534.167
2005-01-18,535.932
2005-01-19,536.788
2005-01-20,527.187
2005-01-21,528.059
2005-01-24,523.292
2005-01-25,527.02
2005-01-26,533.302
2005-01-27,532.458
2005-01-28,524.877
2005-01-31,531.226
2005-02-01,535.636
2005-02-02,543.174
2005-02-03,537.658
2005-02-04,541.226
2005-02-07,541.778
2005-02-08,540.991
2005-02-09,532.491
2005-02-10,529.772
2005-02-11,533.915
2005-02-14,539.58
2005-02-15,546.627
2005-02-16,534.012
2005-02-17,527.136
2005-02-18,519.905
2005-02-21,523.033
2005-02-22,528.127
2005-02-23,529.86
2005-02-24,534.84
2005-02-25,539.31
2005-02-28,539.432
2005-03-01,536.683
2005-03-02,532.473
2005-03-03,540.785
2005-03-04,550.742
2005-03-07,544.853
2005-03-08,547.128
2005-03-09,545.99
2005-03-10,540.819
2005-03-11,543.915
2005-03-14,541.622
2005-03-15,546.232
2005-03-16,541.449
2005-03-17,541.539
2005-03-18,531.724
2005-03-21,524.354
2005-03-22,526.622
2005-03-23,516.765
2005-03-24,517.182
2005-03-25,517.182
2005-03-28,513.624
2005-03-29,515.352
2005-03-30,514.558
2005-03-31,515.893
2005-04-01,516.043
2005-04-04,509.326
2005-04-05,519.397
2005-04-06,524.152
2005-04-07,526.859
2005-04-08,524.337
2005-04-11,532.366
2005-04-12,528.879
2005-04-13,534.896
2005-04-14,534.752
2005-04-15,526.803
2005-04-18,520.71
2005-04-19,525.033
2005-04-20,524.468
2005-04-21,527.852
2005-04-22,534.26
2005-04-25,527.749
2005-04-26,518.58
2005-04-27,509.075
2005-04-28,499.452
2005-04-29,500.36
2005-05-02,505.007
2005-05-03,514.816
2005-05-04,523.0
2005-05-05,522.745
2005-05-06,515.014
2005-05-09,518.782
2005-05-10,511.086
2005-05-11,508.493
2005-05-12,506.988
2005-05-13,520.869
2005-05-16,517.071
2005-05-17,516.885
2005-05-18,521.782
2005-05-19,524.585
2005-05-20,521.277
2005-05-23,524.16
2005-05-24,526.489
2005-05-25,527.819
2005-05-26,528.882
2005-05-27,531.525
2005-05-30,528.897
2005-05-31,523.77
2005-06-01,524.389
2005-06-02,523.704
2005-06-03,520.671
2005-06-06,521.087
2005-06-07,522.043
2005-06-08,524.524
2005-06-09,516.232
2005-06-10,516.522
2005-06-13,510.099
2005-06-14,515.058
2005-06-15,516.062
2005-06-16,521.068
2005-06-17,532.776
2005-06-20,524.906
2005-06-21,531.35
2005-06-22,533.452
2005-06-23,526.278
2005-06-24,526.763
2005-06-27,516.62
2005-06-28,514.897
2005-06-29,516.82
2005-06-30,523.14
2005-07-01,521.859
2005-07-04,521.489
2005-07-05,523.457
2005-07-06,526.706
2005-07-07,516.88
2005-07-08,520.59
2005-07-11,533.717
2005-07-12,539.868
2005-07-13,543.611
2005-07-14,542.303
2005-07-15,538.588
2005-07-18,541.589
2005-07-19,536.029
2005-07-20,529.989
2005-07-21,542.082
2005-07-22,543.298
2005-07-25,542.351
2005-07-26,535.492
2005-07-27,538.934
2005-07-28,543.677
2005-07-29,547.652
2005-08-01,552.379
2005-08-02,560.345
2005-08-03,565.306
2005-08-04,569.024
2005-08-05,557.656
2005-08-08,555.68
2005-08-09,554.878
2005-08-10,561.321
2005-08-11,561.879
2005-08-12,555.908
2005-08-15,555.464
2005-08-16,549.414
2005-08-17,552.026
2005-08-18,544.299
2005-08-19,540.246
2005-08-22,545.116
2005-08-23,540.438
2005-08-24,532.231
2005-08-25,531.191
2005-08-26,530.491
2005-08-29,529.103
2005-08-30,521.939
2005-08-31,531.759
2005-09-01,545.719
2005-09-02,554.436
2005-09-05,551.776
2005-09-06,550.348
2005-09-07,553.627
2005-09-08,545.982
2005-09-09,548.746
2005-09-12,546.249
2005-09-13,543.365
2005-09-14,546.231
2005-09-15,539.893
2005-09-16,540.162
2005-09-19,537.716
2005-09-20,538.314
2005-09-21,533.242
2005-09-22,534.231
2005-09-23,528.993
2005-09-26,532.345
2005-09-27,528.53
2005-09-28,532.72
2005-09-29,537.632
2005-09-30,545.756
2005-10-03,538.805
2005-10-04,543.828
2005-10-05,542.307
2005-10-06,544.953
2005-10-07,540.742
2005-10-10,539.634
2005-10-11,538.448
2005-10-12,536.83
2005-10-13,524.034
2005-10-14,524.298
2005-10-17,523.735
2005-10-18,518.58
2005-10-19,512.169
2005-10-20,514.942
2005-10-21,510.874
2005-10-24,514.213
2005-10-25,521.682
2005-10-26,522.777
2005-10-27,521.211
2005-10-28,519.662
2005-10-31,526.433
2005-11-01,525.056
2005-11-02,530.05
2005-11-03,531.998
2005-11-04,522.208
2005-11-07,526.792
2005-11-08,526.472
2005-11-09,526.06
