Date,SWEDEN MID GROWTH Mid Cap
2015-02-27,1226.546
2015-03-31,1185.315
2015-04-30,1226.02
2015-05-29,1206.744
2015-06-30,1161.157
2015-07-31,1134.877
2015-08-31,1053.465
2015-09-30,1028.431
2015-10-30,1108.246
2015-11-30,1132.191
2015-12-31,1109.952
2016-01-29,988.382
2016-02-29,994.386
2016-03-31,1093.661
2016-04-29,1124.104
2016-05-31,1116.661
2016-06-30,1102.195
2016-07-29,1162.41
2016-08-31,1149.501
2016-09-30,1185.373
2016-10-31,1075.659
2016-11-30,1059.965
2016-12-30,1113.092
2017-01-31,1185.961
2017-02-28,1199.614
2017-03-31,1216.019
2017-04-28,1270.826
2017-05-31,1308.621
2017-06-30,1333.146
2017-07-31,1390.317
2017-08-31,1422.407
2017-09-29,1422.752
2017-10-31,1471.788
2017-11-30,1412.033
2017-12-29,1433.986
2018-01-31,1559.187
2018-02-28,1503.839
2018-03-30,1485.491
2018-04-30,1480.473
2018-05-31,1487.879
2018-06-29,1452.658
2018-07-31,1548.189
2018-08-31,1482.329
2018-09-28,1496.504
2018-10-31,1328.566
2018-11-30,1270.042
2018-12-31,1245.888
2019-01-31,1338.88
2019-02-28,1396.279
2019-03-29,1430.77
2019-04-30,1485.214
2019-05-31,1324.042
2019-06-28,1463.821
2019-07-31,1372.413
2019-08-30,1317.112
2019-09-30,1370.327
2019-10-31,1476.295
2019-11-29,1523.028
2019-12-31,1567.417
2020-01-31,1533.58
2020-02-28,1436.747
2020-03-31,1236.609
2020-04-30,1352.596
2020-05-29,1484.383
2020-06-30,1534.138
2020-07-31,1702.171
2020-08-31,1805.2
2020-09-30,1817.744
2020-10-30,1770.118
2020-11-30,2039.327
2020-12-31,2188.136
2021-01-29,2205.975
2021-02-26,2279.884
2021-03-31,2473.738
2021-04-30,2735.402
2021-05-31,2887.307
2021-06-30,2818.65
2021-07-30,3023.872
2021-08-31,2999.313
2021-09-30,2768.482
2021-10-29,3064.83
2021-11-30,2868.154
2021-12-31,2966.499
2022-01-31,2467.568
2022-02-28,2313.37
2022-03-31,2526.341
2022-04-29,2217.938
2022-05-31,2268.569
2022-06-30,1896.698
2022-07-29,2160.129
2022-08-31,1936.569
2022-09-30,1773.656
2022-10-31,1773.531
2022-11-30,2007.714
2022-12-30,1989.274
2023-01-31,2165.756
2023-02-28,2178.275
2023-03-31,2245.876
2023-04-28,2358.388
2023-05-31,2081.719
2023-06-30,2048.059
2023-07-31,2070.727
2023-08-31,1879.963
2023-09-29,1798.544
2023-10-31,1695.701
2023-11-30,1970.399
2023-12-29,2239.616
2024-01-31,2151.495
2024-02-29,2166.656
2024-03-29,2226.13
2024-04-30,2187.252
2024-05-31,2343.491
2024-06-28,2269.303
2024-07-31,2299.514
2024-08-30,2462.556
2024-09-30,2488.881
2024-10-31,2238.674
2024-11-29,2166.181
2024-12-31,2119.641
2025-01-31,2269.069
2025-02-28,2342.713
2025-03-31,2394.753
2025-04-30,2564.378
2025-05-30,2630.73
2025-06-30,2718.901
2025-07-31,2728.188
2025-08-29,2780.333
2025-09-30,2718.45
2025-10-31,2778.182
