Date,SPAIN MID VALUE Mid Cap
1994-05-31,1000.0
1994-06-30,963.225
1994-07-29,1029.441
1994-08-31,1021.593
1994-09-30,951.102
1994-10-31,964.828
1994-11-30,936.416
1994-12-30,885.473
1995-01-31,845.94
1995-02-28,874.221
1995-03-31,860.196
1995-04-28,982.002
1995-05-31,1026.014
1995-06-30,1061.365
1995-07-31,1158.121
1995-08-31,1109.322
1995-09-29,1112.454
1995-10-31,1077.171
1995-11-30,1160.084
1995-12-29,1222.476
1996-01-31,1202.012
1996-02-29,1256.228
1996-03-29,1232.653
1996-04-30,1281.515
1996-05-31,1289.594
1996-06-28,1380.412
1996-07-31,1302.074
1996-08-30,1305.792
1996-09-30,1346.244
1996-10-31,1406.112
1996-11-29,1476.569
1996-12-31,1752.325
1997-01-31,1644.486
1997-02-28,1543.656
1997-03-31,1589.104
1997-04-30,1619.715
1997-05-30,1755.998
1997-06-30,1862.341
1997-07-31,1734.869
1997-08-29,1702.203
1997-09-30,1922.617
1997-10-31,1837.36
1997-11-28,1969.52
1997-12-31,1949.671
1998-01-30,2031.229
1998-02-27,2169.986
1998-03-31,2530.262
1998-04-30,2525.605
1998-05-29,2475.917
1998-06-30,2423.937
1998-07-31,2435.825
1998-08-31,2175.753
1998-09-30,2311.759
1998-10-30,2519.421
1998-11-30,2634.966
1998-12-31,2779.716
1999-01-29,2731.587
1999-02-26,2671.685
1999-03-31,2446.084
1999-04-30,2388.999
1999-05-31,2359.211
1999-06-30,2316.297
1999-07-30,2305.465
1999-08-31,2422.674
1999-09-30,2398.904
1999-10-29,2303.272
1999-11-30,2289.979
1999-12-31,2540.031
2000-01-31,2235.522
2000-02-29,2516.915
2000-03-31,2455.256
2000-04-28,2356.66
2000-05-31,2285.222
2000-06-30,2318.547
2000-07-31,2158.178
2000-08-31,2168.65
2000-09-29,2144.317
2000-10-31,2162.919
2000-11-30,2095.461
2000-12-29,2237.261
2001-01-31,2408.995
2001-02-28,2508.252
2001-03-30,2409.141
2001-04-30,2511.785
2001-05-31,2462.63
2001-06-29,2445.585
2001-07-31,2567.352
2001-08-31,2622.93
2001-09-28,2364.61
2001-10-31,2515.429
2001-11-30,2569.278
2001-12-31,2587.441
2002-01-31,2546.192
2002-02-28,2608.022
2002-03-29,2738.434
2002-04-30,2916.766
2002-05-31,3074.852
2002-06-28,3035.521
2002-07-31,3088.493
2002-08-30,2777.399
2002-09-30,2468.311
2002-10-31,2842.997
2002-11-29,2899.535
2002-12-31,2720.017
2003-01-31,2779.708
2003-02-28,2784.44
2003-03-31,2889.748
2003-04-30,3241.049
2003-05-30,3594.175
2003-06-30,3671.316
2003-07-31,3654.316
2003-08-29,3594.794
2003-09-30,3844.934
2003-10-31,3935.15
2003-11-28,4099.733
2003-12-31,4369.438
2004-01-30,4601.658
2004-02-27,4602.942
2004-03-31,4690.233
2004-04-30,4773.421
2004-05-31,4801.715
2004-06-30,5030.773
2004-07-30,4625.484
2004-08-31,4776.834
2004-09-30,5053.98
2004-10-29,5165.25
2004-11-30,5487.936
2004-12-31,5898.493
2005-01-31,6343.261
2005-02-28,6447.86
2005-03-31,6347.086
2005-04-29,6474.232
2005-05-31,6770.958
2005-06-30,6727.116
2005-07-29,6704.056
2005-08-31,6804.045
2005-09-30,6826.136
2005-10-31,6799.235
2005-11-30,6746.106
2005-12-30,6877.322
2006-01-31,7963.413
2006-02-28,8408.351
2006-03-31,9140.464
2006-04-28,10012.642
2006-05-31,9519.064
2006-06-30,9413.86
2006-07-31,10097.233
2006-08-31,10779.069
2006-09-29,12596.59
2006-10-31,12540.807
2006-11-30,12893.326
2007-11-30,1000.0
2007-12-31,917.793
2008-01-31,797.29
2008-02-29,778.895
2008-03-31,907.4
2008-04-30,871.948
2008-05-30,871.741
2008-06-30,738.842
2008-07-31,736.894
2008-08-29,712.996
2008-09-30,640.657
2008-10-31,538.135
2008-11-28,540.409
2008-12-31,576.173
2009-01-30,472.546
2009-02-27,418.762
2009-03-31,439.232
2009-04-30,539.241
2009-05-29,625.675
2009-06-30,601.673
2009-07-31,644.974
2009-08-31,706.012
2009-09-30,761.267
2009-10-30,683.094
2009-11-30,673.043
2009-12-31,644.958
2010-01-29,618.645
2010-02-26,548.68
2010-03-31,618.896
2010-04-30,574.798
2010-05-31,459.059
2010-06-30,473.311
2010-07-30,579.318
2010-08-31,507.274
2010-09-30,544.622
2010-10-29,547.435
2010-11-30,441.252
2010-12-31,487.761
2011-01-31,560.887
2011-02-28,561.912
2011-03-31,573.613
2011-04-29,609.697
2011-05-31,568.248
2011-06-30,562.71
2011-07-29,535.564
2011-08-31,496.677
2011-09-30,439.185
2011-10-31,475.222
2011-11-30,437.699
2011-12-30,451.667
2012-01-31,451.767
2012-02-29,439.934
2012-03-30,410.143
2012-04-30,371.304
2012-05-31,275.346
2012-06-29,326.903
2012-07-31,299.92
2012-08-31,365.757
2012-09-28,374.427
2012-10-31,362.979
2012-11-30,382.527
2012-12-31,394.267
2013-01-31,422.626
2013-02-28,395.985
2013-03-29,366.2
2013-04-30,404.415
2013-05-31,398.994
2013-06-28,375.39
2013-07-31,422.908
2013-08-30,418.975
2013-09-30,467.999
2013-10-31,497.52
2013-11-29,498.511
2013-12-31,526.35
2014-01-31,547.01
2014-02-28,587.225
2014-03-31,601.423
2014-04-30,613.84
2014-05-30,612.298
2014-06-30,640.056
2014-07-31,630.244
2014-08-29,617.099
2014-09-30,593.509
2014-10-31,597.123
2014-11-28,607.732
2014-12-31,589.534
2015-01-30,586.083
2015-02-27,604.118
2015-03-31,587.388
2015-04-30,611.485
2015-05-29,585.709
2015-06-30,571.644
2015-07-31,595.093
2015-08-31,572.744
2015-09-30,555.068
2015-10-30,600.304
2015-11-30,571.806
2015-12-31,540.113
2016-01-29,503.88
2016-02-29,485.436
2016-03-31,530.214
2016-04-29,558.963
2016-05-31,535.446
2016-06-30,501.301
2016-07-29,523.128
2016-08-31,509.113
2016-09-30,516.841
2016-10-31,507.141
2016-11-30,457.279
2016-12-30,489.993
2017-01-31,491.417
2017-02-28,490.651
2017-03-31,547.404
2017-04-28,570.228
2017-05-31,620.972
2017-06-30,607.09
2017-07-31,634.637
2017-08-31,636.275
2017-09-29,610.347
2017-10-31,620.455
2017-11-30,627.337
2017-12-29,628.884
2018-01-31,680.127
2018-02-28,624.558
2018-03-30,636.778
2018-04-30,660.879
2018-05-31,603.251
2018-06-29,620.49
2018-07-31,642.243
2018-08-31,619.446
2018-09-28,618.207
2018-10-31,568.652
2018-11-30,581.564
2018-12-31,566.49
2019-01-31,598.341
2019-02-28,603.253
2019-03-29,582.656
2019-04-30,610.856
2019-05-31,578.547
2019-06-28,574.293
2019-07-31,528.559
2019-08-30,509.825
2019-09-30,538.441
2019-10-31,560.863
2019-11-29,558.069
2019-12-31,580.385
2020-01-31,527.275
2020-02-28,488.064
2020-03-31,366.195
2020-04-30,393.556
2020-05-29,381.783
2020-06-30,413.401
2020-07-31,435.772
2020-08-31,447.283
2020-09-30,417.443
2020-10-30,405.147
2020-11-30,499.487
2020-12-31,515.472
2021-01-29,499.071
2021-02-26,537.581
2021-03-31,548.725
2021-04-30,541.593
2021-05-31,581.67
2021-06-30,549.236
2021-07-30,532.703
2021-08-31,546.269
2021-09-30,580.565
2021-10-29,576.354
2021-11-30,532.748
2021-12-31,570.11
2022-01-31,567.112
2022-02-28,579.181
2022-03-31,596.165
2022-04-29,615.371
2022-05-31,663.718
2022-06-30,608.561
2022-07-29,561.603
2022-08-31,540.993
2022-09-30,471.726
2022-10-31,521.239
2022-11-30,578.288
2022-12-30,592.021
2023-01-31,624.38
2023-02-28,611.733
2023-03-31,616.722
2023-04-28,617.867
2023-05-31,575.947
2023-06-30,610.333
2023-07-31,638.114
2023-08-31,634.828
2023-09-29,654.944
2023-10-31,614.32
2023-11-30,658.423
2023-12-29,661.018
2024-01-31,653.11
2024-02-29,657.411
2024-03-29,687.938
2024-04-30,658.916
2024-05-31,700.212
2024-06-28,672.838
2024-07-31,685.788
2024-08-30,692.816
2024-09-30,695.618
2024-10-31,659.005
2024-11-29,648.209
2024-12-31,646.006
2025-01-31,686.953
2025-02-28,756.764
2025-03-31,801.722
2025-04-30,822.078
2025-05-30,877.371
2025-06-30,912.108
2025-07-31,999.376
2025-08-29,1045.901
2025-09-30,1089.314
2025-10-31,1074.766
