Date,SPAIN MID VALUE Mid Cap
2001-06-27,2350.591
2001-06-28,2323.222
2001-06-29,2314.811
2001-07-02,2333.647
2001-07-03,2353.73
2001-07-04,2352.787
2001-07-05,2297.989
2001-07-06,2264.388
2001-07-09,2279.668
2001-07-10,2305.921
2001-07-11,2316.958
2001-07-12,2281.265
2001-07-13,2300.464
2001-07-16,2311.473
2001-07-17,2313.345
2001-07-18,2364.656
2001-07-19,2369.402
2001-07-20,2379.187
2001-07-23,2376.87
2001-07-24,2386.097
2001-07-25,2378.904
2001-07-26,2386.513
2001-07-27,2384.513
2001-07-30,2429.372
2001-07-31,2425.031
2001-08-01,2441.283
2001-08-02,2453.898
2001-08-03,2460.99
2001-08-06,2452.228
2001-08-07,2458.374
2001-08-08,2453.612
2001-08-09,2487.84
2001-08-10,2507.791
2001-08-13,2529.18
2001-08-14,2527.312
2001-08-15,2565.895
2001-08-16,2541.002
2001-08-17,2534.23
2001-08-20,2528.601
2001-08-21,2528.174
2001-08-22,2561.458
2001-08-23,2547.233
2001-08-24,2553.899
2001-08-27,2514.761
2001-08-28,2512.754
2001-08-29,2516.898
2001-08-30,2480.149
2001-08-31,2477.529
2001-09-03,2457.021
2001-09-04,2421.058
2001-09-05,2393.525
2001-09-06,2399.772
2001-09-07,2416.767
2001-09-10,2379.572
2001-09-11,2257.777
2001-09-12,2275.808
2001-09-13,2303.89
2001-09-14,2281.934
2001-09-17,2228.59
2001-09-18,2239.549
2001-09-19,2235.848
2001-09-20,2145.644
2001-09-21,2044.838
2001-09-24,2117.7
2001-09-25,2194.931
2001-09-26,2223.369
2001-09-27,2247.723
2001-09-28,2233.306
2001-10-01,2266.181
2001-10-02,2284.589
2001-10-03,2310.79
2001-10-04,2309.907
2001-10-05,2309.321
2001-10-08,2326.386
2001-10-09,2318.683
2001-10-10,2349.439
2001-10-11,2344.455
2001-10-12,2354.853
2001-10-15,2346.568
2001-10-16,2353.742
2001-10-17,2376.477
2001-10-18,2350.559
2001-10-19,2307.079
2001-10-22,2314.426
2001-10-23,2298.549
2001-10-24,2323.993
2001-10-25,2293.922
2001-10-26,2303.147
2001-10-29,2326.308
2001-10-30,2335.332
2001-10-31,2374.071
2001-11-01,2384.958
2001-11-02,2353.203
2001-11-05,2346.339
2001-11-06,2358.225
2001-11-07,2365.138
2001-11-08,2374.002
2001-11-09,2354.75
2001-11-12,2317.364
2001-11-13,2306.445
2001-11-14,2336.149
2001-11-15,2315.824
2001-11-16,2322.382
2001-11-19,2340.047
2001-11-20,2334.159
2001-11-21,2319.853
2001-11-22,2356.484
2001-11-23,2349.801
2001-11-26,2374.5
2001-11-27,2355.917
2001-11-28,2356.022
2001-11-29,2360.927
2001-11-30,2423.939
2001-12-03,2402.573
2001-12-04,2454.608
2001-12-05,2483.578
2001-12-06,2492.107
2001-12-07,2461.512
2001-12-10,2448.344
2001-12-11,2451.801
2001-12-12,2438.052
2001-12-13,2398.752
2001-12-14,2406.21
2001-12-17,2447.945
2001-12-18,2420.955
2001-12-19,2406.626
2001-12-20,2416.625
2001-12-21,2411.435
2001-12-24,2387.374
2001-12-25,2387.374
2001-12-26,2389.413
2001-12-27,2422.012
2001-12-28,2417.197
2001-12-31,2440.772
2002-01-01,2440.772
2002-01-02,2479.775
2002-01-03,2501.502
2002-01-04,2446.76
2002-01-07,2411.773
2002-01-08,2423.159
2002-01-09,2400.727
2002-01-10,2387.389
2002-01-11,2410.023
2002-01-14,2425.347
2002-01-15,2408.996
2002-01-16,2401.576
2002-01-17,2436.614
2002-01-18,2445.068
2002-01-21,2424.546
2002-01-22,2437.652
2002-01-23,2441.361
2002-01-24,2434.953
2002-01-25,2387.252
2002-01-28,2391.313
2002-01-29,2380.942
2002-01-30,2379.974
2002-01-31,2400.198
2002-02-01,2424.092
2002-02-04,2425.97
2002-02-05,2431.334
2002-02-06,2432.656
2002-02-07,2447.964
2002-02-08,2450.143
2002-02-11,2442.927
2002-02-12,2444.583
2002-02-13,2456.047
2002-02-14,2463.572
2002-02-15,2460.309
2002-02-18,2452.524
2002-02-19,2439.367
2002-02-20,2446.652
2002-02-21,2441.478
2002-02-22,2459.426
2002-02-25,2449.973
2002-02-26,2441.95
2002-02-27,2465.8
2002-02-28,2458.484
2002-03-01,2486.578
2002-03-04,2520.778
2002-03-05,2508.319
2002-03-06,2516.857
2002-03-07,2549.281
2002-03-08,2560.867
2002-03-11,2572.383
2002-03-12,2543.013
2002-03-13,2547.743
2002-03-14,2583.58
2002-03-15,2588.512
2002-03-18,2597.942
2002-03-19,2600.401
2002-03-20,2589.41
2002-03-21,2579.3
2002-03-22,2582.413
2002-03-25,2550.842
2002-03-26,2551.661
2002-03-27,2552.202
2002-03-28,2580.28
2002-03-29,2580.28
2002-04-01,2601.427
2002-04-02,2596.078
2002-04-03,2590.275
2002-04-04,2586.471
2002-04-05,2589.814
2002-04-08,2558.006
2002-04-09,2566.303
2002-04-10,2607.215
2002-04-11,2607.553
2002-04-12,2604.146
2002-04-15,2606.136
2002-04-16,2654.652
2002-04-17,2659.488
2002-04-18,2668.077
2002-04-19,2683.529
2002-04-22,2699.029
2002-04-23,2697.826
2002-04-24,2725.587
2002-04-25,2734.865
2002-04-26,2734.829
2002-04-29,2747.026
2002-04-30,2747.813
2002-05-01,2763.364
2002-05-02,2734.317
2002-05-03,2771.215
2002-05-06,2780.999
2002-05-07,2760.078
2002-05-08,2753.145
2002-05-09,2742.975
2002-05-10,2742.25
2002-05-13,2763.839
2002-05-14,2761.742
2002-05-15,2765.848
2002-05-16,2760.383
2002-05-17,2783.698
2002-05-20,2778.131
2002-05-21,2782.336
2002-05-22,2822.352
2002-05-23,2839.242
2002-05-24,2863.139
2002-05-27,2844.76
2002-05-28,2887.403
2002-05-29,2921.397
2002-05-30,2915.077
2002-05-31,2896.534
2002-06-03,2856.017
2002-06-04,2839.544
2002-06-05,2778.108
2002-06-06,2785.276
2002-06-07,2765.642
2002-06-10,2732.778
2002-06-11,2765.846
2002-06-12,2770.418
2002-06-13,2737.269
2002-06-14,2697.142
2002-06-17,2723.29
2002-06-18,2699.929
2002-06-19,2658.862
2002-06-20,2627.03
2002-06-21,2617.376
2002-06-24,2520.87
2002-06-25,2531.267
2002-06-26,2633.252
2002-06-27,2733.624
2002-06-28,2859.484
2002-07-01,2791.951
2002-07-02,2725.919
2002-07-03,2616.379
2002-07-04,2711.868
2002-07-05,2786.744
2002-07-08,2786.979
2002-07-09,2904.772
2002-07-10,2858.384
2002-07-11,2764.018
2002-07-12,2821.949
2002-07-15,2809.193
2002-07-16,2886.43
2002-07-17,2989.624
2002-07-18,3029.367
2002-07-19,2884.057
2002-07-22,2784.756
2002-07-23,2637.307
2002-07-24,2638.26
2002-07-25,2717.89
2002-07-26,2651.027
2002-07-29,2798.236
2002-07-30,2804.847
2002-07-31,2906.732
2002-08-01,2866.571
2002-08-02,2792.485
2002-08-05,2788.394
2002-08-06,2712.067
2002-08-07,2678.721
2002-08-08,2683.124
2002-08-09,2659.132
2002-08-12,2639.806
2002-08-13,2667.03
2002-08-14,2711.855
2002-08-15,2691.657
2002-08-16,2699.066
2002-08-19,2767.854
2002-08-20,2689.389
2002-08-21,2721.348
2002-08-22,2721.994
2002-08-23,2717.934
2002-08-26,2685.884
2002-08-27,2728.673
2002-08-28,2667.398
2002-08-29,2638.158
2002-08-30,2613.946
2002-09-02,2576.062
2002-09-03,2592.947
2002-09-04,2584.41
2002-09-05,2494.86
2002-09-06,2546.066
2002-09-09,2489.859
2002-09-10,2500.62
2002-09-11,2543.244
2002-09-12,2491.383
2002-09-13,2457.202
2002-09-16,2435.415
2002-09-17,2365.27
2002-09-18,2330.774
2002-09-19,2299.28
2002-09-20,2352.309
2002-09-23,2278.37
2002-09-24,2218.641
2002-09-25,2260.344
2002-09-26,2313.867
2002-09-27,2359.135
2002-09-30,2323.048
2002-10-01,2246.802
2002-10-02,2329.383
2002-10-03,2254.28
2002-10-04,2287.768
2002-10-07,2310.887
2002-10-08,2324.222
2002-10-09,2276.115
2002-10-10,2324.22
2002-10-11,2439.045
2002-10-14,2470.42
2002-10-15,2479.779
2002-10-16,2408.301
2002-10-17,2445.278
2002-10-18,2504.994
2002-10-21,2554.848
2002-10-22,2604.165
2002-10-23,2529.676
2002-10-24,2556.194
2002-10-25,2570.248
2002-10-28,2619.015
2002-10-29,2586.186
2002-10-30,2572.271
2002-10-31,2672.597
2002-11-01,2689.195
2002-11-04,2800.753
2002-11-05,2772.404
2002-11-06,2722.186
2002-11-07,2591.928
2002-11-08,2631.176
2002-11-11,2575.632
2002-11-12,2619.765
2002-11-13,2600.988
2002-11-14,2611.629
2002-11-15,2634.551
2002-11-18,2680.53
2002-11-19,2655.407
2002-11-20,2649.087
2002-11-21,2744.655
2002-11-22,2701.305
2002-11-25,2754.082
2002-11-26,2693.67
2002-11-27,2775.649
2002-11-28,2804.905
2002-11-29,2725.747
2002-12-02,2701.334
2002-12-03,2661.484
2002-12-04,2696.226
2002-12-05,2646.548
2002-12-06,2665.99
2002-12-09,2604.194
2002-12-10,2657.218
2002-12-11,2650.304
2002-12-12,2620.337
2002-12-13,2599.137
2002-12-16,2629.2
2002-12-17,2632.837
2002-12-18,2598.248
2002-12-19,2610.043
2002-12-20,2589.771
2002-12-23,2575.72
2002-12-24,2586.381
2002-12-25,2586.381
2002-12-26,2592.903
2002-12-27,2550.032
2002-12-30,2546.999
2002-12-31,2556.989
2003-01-01,2556.989
2003-01-02,2611.667
2003-01-03,2635.259
2003-01-06,2651.451
2003-01-07,2661.398
2003-01-08,2635.783
2003-01-09,2695.0
2003-01-10,2697.602
2003-01-13,2719.654
2003-01-14,2740.737
2003-01-15,2703.914
2003-01-16,2733.439
2003-01-17,2732.238
2003-01-20,2683.558
2003-01-21,2655.332
2003-01-22,2587.369
2003-01-23,2675.413
2003-01-24,2680.8
2003-01-27,2568.509
2003-01-28,2584.681
2003-01-29,2599.616
2003-01-30,2625.875
2003-01-31,2609.376
2003-02-03,2601.761
2003-02-04,2628.013
2003-02-05,2649.793
2003-02-06,2610.656
2003-02-07,2606.65
2003-02-10,2602.588
2003-02-11,2639.649
2003-02-12,2602.795
2003-02-13,2624.07
2003-02-14,2652.809
2003-02-17,2656.754
2003-02-18,2692.036
2003-02-19,2673.192
2003-02-20,2669.48
2003-02-21,2655.445
2003-02-24,2663.869
2003-02-25,2640.552
2003-02-26,2558.606
2003-02-27,2532.456
2003-02-28,2613.819
2003-03-03,2667.272
2003-03-04,2612.784
2003-03-05,2596.411
2003-03-06,2608.695
2003-03-07,2644.623
2003-03-10,2632.304
2003-03-11,2627.993
2003-03-12,2589.575
2003-03-13,2588.662
2003-03-14,2636.782
2003-03-17,2651.098
2003-03-18,2694.394
2003-03-19,2727.537
2003-03-20,2647.413
2003-03-21,2704.281
2003-03-24,2640.987
2003-03-25,2739.685
2003-03-26,2775.657
2003-03-27,2713.062
2003-03-28,2704.609
2003-03-31,2712.674
2003-04-01,2739.899
2003-04-02,2771.633
2003-04-03,2794.695
2003-04-04,2795.266
2003-04-07,2771.385
2003-04-08,2804.348
2003-04-09,2817.645
2003-04-10,2842.813
2003-04-11,2824.535
2003-04-14,2830.07
2003-04-15,2902.822
2003-04-16,2893.731
2003-04-17,2910.701
2003-04-18,2910.701
2003-04-21,2898.154
2003-04-22,2928.355
2003-04-23,2937.529
2003-04-24,2913.515
2003-04-25,2930.283
2003-04-28,2970.337
2003-04-29,2948.939
2003-04-30,3039.571
2003-05-01,3067.488
2003-05-02,3056.515
2003-05-05,3065.741
2003-05-06,3130.888
2003-05-07,3104.857
2003-05-08,3107.731
2003-05-09,3162.07
2003-05-12,3175.577
2003-05-13,3166.947
2003-05-14,3137.405
2003-05-15,3141.506
2003-05-16,3137.853
2003-05-19,3105.398
2003-05-20,3149.184
2003-05-21,3124.327
2003-05-22,3153.047
2003-05-23,3186.1
2003-05-26,3224.753
2003-05-27,3234.726
2003-05-28,3337.634
2003-05-29,3361.805
2003-05-30,3370.745
2003-06-02,3391.865
2003-06-03,3418.337
2003-06-04,3415.923
2003-06-05,3491.119
2003-06-06,3509.47
2003-06-09,3540.13
2003-06-10,3490.756
2003-06-11,3515.232
2003-06-12,3511.265
2003-06-13,3521.224
2003-06-16,3551.144
2003-06-17,3570.613
2003-06-18,3540.031
2003-06-19,3510.201
2003-06-20,3536.043
2003-06-23,3471.904
2003-06-24,3449.141
2003-06-25,3468.416
2003-06-26,3424.491
2003-06-27,3431.37
2003-06-30,3443.09
2003-07-01,3458.337
2003-07-02,3444.217
2003-07-03,3406.067
2003-07-04,3419.27
2003-07-07,3384.952
2003-07-08,3369.877
2003-07-09,3377.021
2003-07-10,3410.981
2003-07-11,3400.153
2003-07-14,3399.944
2003-07-15,3355.114
2003-07-16,3338.123
2003-07-17,3344.829
2003-07-18,3346.893
2003-07-21,3368.827
2003-07-22,3405.2
2003-07-23,3425.39
2003-07-24,3443.794
2003-07-25,3451.427
2003-07-28,3453.436
2003-07-29,3468.484
2003-07-30,3453.271
2003-07-31,3424.155
2003-08-01,3399.571
2003-08-04,3412.385
2003-08-05,3437.885
2003-08-06,3429.777
2003-08-07,3442.135
2003-08-08,3415.181
2003-08-11,3417.759
2003-08-12,3422.148
2003-08-13,3416.361
2003-08-14,3399.988
2003-08-15,3397.573
2003-08-18,3371.741
2003-08-19,3360.862
2003-08-20,3368.597
2003-08-21,3343.287
2003-08-22,3339.153
2003-08-25,3340.047
2003-08-26,3338.373
2003-08-27,3331.895
2003-08-28,3371.059
2003-08-29,3368.381
2003-09-01,3375.095
2003-09-02,3345.7
2003-09-03,3355.191
2003-09-04,3397.983
2003-09-05,3459.436
2003-09-08,3490.973
2003-09-09,3509.717
2003-09-10,3520.378
2003-09-11,3511.592
2003-09-12,3566.008
2003-09-15,3561.542
2003-09-16,3605.222
2003-09-17,3630.586
2003-09-18,3605.851
2003-09-19,3609.829
2003-09-22,3583.166
2003-09-23,3597.797
2003-09-24,3598.414
2003-09-25,3612.075
2003-09-26,3559.475
2003-09-29,3581.073
2003-09-30,3602.767
2003-10-01,3608.081
2003-10-02,3605.189
2003-10-03,3602.664
2003-10-06,3636.568
2003-10-07,3671.183
2003-10-08,3711.917
2003-10-09,3692.372
2003-10-10,3712.671
2003-10-13,3686.427
2003-10-14,3676.147
2003-10-15,3672.077
2003-10-16,3690.502
2003-10-17,3691.468
2003-10-20,3703.807
2003-10-21,3709.156
2003-10-22,3735.655
2003-10-23,3705.836
2003-10-24,3710.109
2003-10-27,3686.083
2003-10-28,3672.678
2003-10-29,3670.85
2003-10-30,3703.387
2003-10-31,3687.301
2003-11-03,3661.642
2003-11-04,3693.179
2003-11-05,3675.285
2003-11-06,3659.195
2003-11-07,3691.979
2003-11-10,3701.153
2003-11-11,3700.173
2003-11-12,3746.941
2003-11-13,3757.475
2003-11-14,3783.791
2003-11-17,3751.978
2003-11-18,3782.546
2003-11-19,3805.533
2003-11-20,3797.602
2003-11-21,3807.356
2003-11-24,3768.115
2003-11-25,3783.069
2003-11-26,3820.765
2003-11-27,3825.653
2003-11-28,3835.259
2003-12-01,3854.544
2003-12-02,3891.05
2003-12-03,3901.643
2003-12-04,3892.206
2003-12-05,3914.688
2003-12-08,3939.354
2003-12-09,3959.431
2003-12-10,3959.295
2003-12-11,3946.903
2003-12-12,3991.659
2003-12-15,4029.657
2003-12-16,4047.916
2003-12-17,4084.758
2003-12-18,4081.005
2003-12-19,4080.973
2003-12-22,4069.843
2003-12-23,4051.994
2003-12-24,4063.413
2003-12-25,4063.413
2003-12-26,4061.782
2003-12-29,4036.199
2003-12-30,4060.668
2003-12-31,4087.565
2004-01-01,4087.565
2004-01-02,4116.342
2004-01-05,4136.794
2004-01-06,4161.606
2004-01-07,4153.783
2004-01-08,4142.81
2004-01-09,4213.907
2004-01-12,4209.728
2004-01-13,4207.163
2004-01-14,4191.43
2004-01-15,4165.951
2004-01-16,4111.798
2004-01-19,4120.273
2004-01-20,4174.376
2004-01-21,4209.414
2004-01-22,4265.153
2004-01-23,4299.858
2004-01-26,4237.795
2004-01-27,4314.959
2004-01-28,4364.549
2004-01-29,4295.543
2004-01-30,4302.121
2004-02-02,4307.301
2004-02-03,4368.25
2004-02-04,4313.641
2004-02-05,4363.143
2004-02-06,4407.786
2004-02-09,4375.743
2004-02-10,4402.055
2004-02-11,4416.176
2004-02-12,4485.654
2004-02-13,4481.635
2004-02-16,4435.304
2004-02-17,4474.053
2004-02-18,4398.672
2004-02-19,4407.076
2004-02-20,4360.801
2004-02-23,4371.116
2004-02-24,4377.006
2004-02-25,4352.736
2004-02-26,4332.81
2004-02-27,4299.012
2004-03-01,4295.41
2004-03-02,4284.109
2004-03-03,4255.268
2004-03-04,4274.771
2004-03-05,4366.491
2004-03-08,4350.375
2004-03-09,4409.651
2004-03-10,4332.102
2004-03-11,4297.512
2004-03-12,4247.677
2004-03-15,4166.866
2004-03-16,4219.293
2004-03-17,4229.209
2004-03-18,4283.76
2004-03-19,4277.643
2004-03-22,4270.481
2004-03-23,4272.286
2004-03-24,4233.244
2004-03-25,4244.76
2004-03-26,4220.461
2004-03-29,4271.277
2004-03-30,4286.859
2004-03-31,4380.539
2004-04-01,4435.388
2004-04-02,4403.172
2004-04-05,4312.083
2004-04-06,4320.599
2004-04-07,4382.721
2004-04-08,4407.268
2004-04-09,4407.268
2004-04-12,4394.889
2004-04-13,4383.96
2004-04-14,4348.482
2004-04-15,4345.046
2004-04-16,4421.971
2004-04-19,4447.223
2004-04-20,4403.826
2004-04-21,4357.398
2004-04-22,4452.078
2004-04-23,4419.672
2004-04-26,4485.576
2004-04-27,4480.157
2004-04-28,4427.016
2004-04-29,4456.939
2004-04-30,4458.234
2004-05-03,4474.303
2004-05-04,4547.706
2004-05-05,4627.695
2004-05-06,4555.409
2004-05-07,4532.235
2004-05-10,4385.664
2004-05-11,4366.019
2004-05-12,4375.059
2004-05-13,4360.177
2004-05-14,4321.901
2004-05-17,4289.679
2004-05-18,4289.754
2004-05-19,4398.304
2004-05-20,4335.299
2004-05-21,4374.845
2004-05-24,4375.917
2004-05-25,4413.499
2004-05-26,4437.768
2004-05-27,4505.879
2004-05-28,4509.962
2004-05-31,4482.001
2004-06-01,4441.503
2004-06-02,4508.401
2004-06-03,4499.67
2004-06-04,4568.617
2004-06-07,4620.632
2004-06-08,4628.384
2004-06-09,4636.1
2004-06-10,4625.614
2004-06-11,4541.123
2004-06-14,4516.338
2004-06-15,4530.276
2004-06-16,4559.892
2004-06-17,4564.363
2004-06-18,4629.016
2004-06-21,4602.954
2004-06-22,4568.431
2004-06-23,4582.265
2004-06-24,4644.214
2004-06-25,4616.27
2004-06-28,4664.268
2004-06-29,4610.966
2004-06-30,4695.808
2004-07-01,4692.407
2004-07-02,4712.89
2004-07-05,4686.913
2004-07-06,4676.72
2004-07-07,4701.482
2004-07-08,4717.831
2004-07-09,4675.336
2004-07-12,4690.624
2004-07-13,4629.221
2004-07-14,4568.465
2004-07-15,4536.533
2004-07-16,4566.208
2004-07-19,4551.711
2004-07-20,4529.085
2004-07-21,4481.831
2004-07-22,4451.637
2004-07-23,4361.032
2004-07-26,4359.237
2004-07-27,4326.739
2004-07-28,4277.812
2004-07-29,4314.387
2004-07-30,4314.957
2004-08-02,4324.721
2004-08-03,4382.788
2004-08-04,4368.612
2004-08-05,4415.595
2004-08-06,4426.83
2004-08-09,4402.56
2004-08-10,4443.72
2004-08-11,4385.026
2004-08-12,4392.872
2004-08-13,4409.016
2004-08-16,4405.804
2004-08-17,4379.975
2004-08-18,4369.09
2004-08-19,4419.809
2004-08-20,4401.09
2004-08-23,4410.467
2004-08-24,4387.508
2004-08-25,4373.35
2004-08-26,4394.059
2004-08-27,4400.288
2004-08-30,4396.77
2004-08-31,4456.145
2004-09-01,4515.178
2004-09-02,4555.988
2004-09-03,4554.362
2004-09-06,4593.023
2004-09-07,4579.216
2004-09-08,4562.278
2004-09-09,4532.635
2004-09-10,4559.563
2004-09-13,4564.1
2004-09-14,4584.15
2004-09-15,4537.313
2004-09-16,4530.164
2004-09-17,4546.641
2004-09-20,4525.538
2004-09-21,4602.972
2004-09-22,4575.781
2004-09-23,4592.4
2004-09-24,4580.046
2004-09-27,4556.651
2004-09-28,4576.769
2004-09-29,4681.55
2004-09-30,4714.686
2004-10-01,4767.615
2004-10-04,4725.519
2004-10-05,4715.918
2004-10-06,4678.061
2004-10-07,4662.234
2004-10-08,4738.065
2004-10-11,4746.03
2004-10-12,4718.237
2004-10-13,4731.571
2004-10-14,4747.114
2004-10-15,4732.983
2004-10-18,4738.175
2004-10-19,4768.191
2004-10-20,4800.083
2004-10-21,4773.742
2004-10-22,4770.89
2004-10-25,4746.499
2004-10-26,4738.995
2004-10-27,4772.236
2004-10-28,4830.638
2004-10-29,4818.486
2004-11-01,4827.766
2004-11-02,4835.721
2004-11-03,4866.338
2004-11-04,4914.544
2004-11-05,4947.104
2004-11-08,4999.476
2004-11-09,4967.464
2004-11-10,4952.118
2004-11-11,4947.007
2004-11-12,4957.596
2004-11-15,4934.333
2004-11-16,4963.724
2004-11-17,5010.493
2004-11-18,5019.936
2004-11-19,5035.798
2004-11-22,5040.185
2004-11-23,5026.844
2004-11-24,5093.44
2004-11-25,5122.512
2004-11-26,5110.283
2004-11-29,5121.08
2004-11-30,5111.3
2004-12-01,5177.846
2004-12-02,5161.145
2004-12-03,5193.539
2004-12-06,5215.291
2004-12-07,5215.554
2004-12-08,5153.212
2004-12-09,5142.258
2004-12-10,5134.17
2004-12-13,5193.121
2004-12-14,5208.315
2004-12-15,5288.052
2004-12-16,5293.512
2004-12-17,5264.556
2004-12-20,5309.269
2004-12-21,5311.469
2004-12-22,5396.203
2004-12-23,5439.357
2004-12-24,5453.456
2004-12-27,5482.923
2004-12-28,5488.713
2004-12-29,5489.932
2004-12-30,5508.837
2004-12-31,5493.681
2005-01-03,5498.317
2005-01-04,5432.651
2005-01-05,5404.04
2005-01-06,5361.504
2005-01-07,5267.538
2005-01-10,5280.608
2005-01-11,5318.214
2005-01-12,5502.917
2005-01-13,5532.726
2005-01-14,5547.907
2005-01-17,5553.022
2005-01-18,5525.696
2005-01-19,5604.992
2005-01-20,5599.062
2005-01-21,5653.621
2005-01-24,5683.701
2005-01-25,5808.847
2005-01-26,5835.06
2005-01-27,5812.605
2005-01-28,5826.456
2005-01-31,5903.398
2005-02-01,5861.148
2005-02-02,5851.586
2005-02-03,5805.258
2005-02-04,5854.893
2005-02-07,5767.328
2005-02-08,5727.917
2005-02-09,5721.254
2005-02-10,5791.392
2005-02-11,5798.319
2005-02-14,5784.782
2005-02-15,5836.99
2005-02-16,5812.986
2005-02-17,5883.619
2005-02-18,5905.55
2005-02-21,5878.015
2005-02-22,5870.473
2005-02-23,5871.233
2005-02-24,5913.082
2005-02-25,5964.978
2005-02-28,6000.744
2005-03-01,6059.989
2005-03-02,5970.43
2005-03-03,5965.915
2005-03-04,6134.467
2005-03-07,6118.91
2005-03-08,6094.303
2005-03-09,6060.509
2005-03-10,6074.129
2005-03-11,6108.762
2005-03-14,6015.978
2005-03-15,6026.637
2005-03-16,6022.554
2005-03-17,6019.464
2005-03-18,5946.676
2005-03-21,5926.512
2005-03-22,5945.849
2005-03-23,5877.999
2005-03-24,5864.477
2005-03-25,5864.477
2005-03-28,5823.32
2005-03-29,5891.249
2005-03-30,5929.965
2005-03-31,5906.958
2005-04-01,5948.931
2005-04-04,5814.52
2005-04-05,5876.848
2005-04-06,5934.173
2005-04-07,5959.966
2005-04-08,5967.916
2005-04-11,6003.736
2005-04-12,5982.397
2005-04-13,6044.453
2005-04-14,6006.287
2005-04-15,5983.336
2005-04-18,5943.938
2005-04-19,6003.042
2005-04-20,5976.514
2005-04-21,5989.572
2005-04-22,6027.323
2005-04-25,6066.064
2005-04-26,6084.407
2005-04-27,5995.924
2005-04-28,5998.682
2005-04-29,6016.627
2005-05-02,6064.745
2005-05-03,6127.877
2005-05-04,6145.006
2005-05-05,6128.855
2005-05-06,6243.69
2005-05-09,6201.959
2005-05-10,6216.25
2005-05-11,6256.548
2005-05-12,6263.595
2005-05-13,6307.217
2005-05-16,6248.172
2005-05-17,6226.864
2005-05-18,6367.691
2005-05-19,6390.919
2005-05-20,6365.59
2005-05-23,6428.384
2005-05-24,6427.23
2005-05-25,6422.358
2005-05-26,6434.369
2005-05-27,6387.947
2005-05-30,6437.215
2005-05-31,6292.38
2005-06-01,6319.273
2005-06-02,6256.541
2005-06-03,6219.665
2005-06-06,6210.712
2005-06-07,6218.842
2005-06-08,6220.963
2005-06-09,6161.498
2005-06-10,6228.618
2005-06-13,6178.694
2005-06-14,6171.649
2005-06-15,6188.738
