Date,HONG KONG LARGE GROWTH Large Cap
2005-11-01,716.314
2005-11-02,715.482
2005-11-03,718.699
2005-11-04,714.147
2005-11-07,702.815
2005-11-08,700.866
2005-11-09,705.846
2005-11-10,708.764
2005-11-11,714.1
2005-11-14,704.504
2005-11-15,703.863
2005-11-16,700.966
2005-11-17,705.542
2005-11-18,710.117
2005-11-21,710.625
2005-11-22,711.156
2005-11-23,724.392
2005-11-24,728.705
2005-11-25,727.211
2005-11-28,727.208
2005-11-29,722.432
2005-11-30,713.823
2005-12-01,718.312
2005-12-02,722.966
2005-12-05,720.784
2005-12-06,717.289
2005-12-07,721.033
2005-12-08,709.078
2005-12-09,709.364
2005-12-12,714.834
2005-12-13,714.959
2005-12-14,715.751
2005-12-15,722.296
2005-12-16,721.436
2005-12-19,731.606
2005-12-20,727.153
2005-12-21,728.222
2005-12-22,728.043
2005-12-23,730.616
2005-12-26,730.616
2005-12-27,730.644
2005-12-28,728.45
2005-12-29,729.061
2005-12-30,721.088
2006-01-02,721.088
2006-01-03,724.436
2006-01-04,740.857
2006-01-05,746.564
2006-01-06,756.164
2006-01-09,765.475
2006-01-10,768.157
2006-01-11,769.408
2006-01-12,770.17
2006-01-13,773.973
2006-01-16,771.48
2006-01-17,761.895
2006-01-18,760.567
2006-01-19,768.996
2006-01-20,765.457
2006-01-23,757.754
2006-01-24,765.9
2006-01-25,764.928
2006-01-26,763.36
2006-01-27,774.393
2006-01-30,774.333
2006-01-31,774.323
2006-02-01,770.428
2006-02-02,767.192
2006-02-03,752.428
2006-02-06,756.062
2006-02-07,752.46
2006-02-08,747.553
2006-02-09,748.097
2006-02-10,746.667
2006-02-13,738.318
2006-02-14,743.631
2006-02-15,741.645
2006-02-16,743.117
2006-02-17,742.655
2006-02-20,750.549
2006-02-21,750.422
2006-02-22,748.45
2006-02-23,753.971
2006-02-24,753.297
2006-02-27,758.528
2006-02-28,753.822
2006-03-01,749.149
2006-03-02,751.372
2006-03-03,750.112
2006-03-06,747.927
2006-03-07,736.788
2006-03-08,734.498
2006-03-09,735.489
2006-03-10,733.272
2006-03-13,739.61
2006-03-14,738.486
2006-03-15,748.927
2006-03-16,750.669
2006-03-17,752.604
2006-03-20,756.75
2006-03-21,755.507
2006-03-22,742.148
2006-03-23,746.194
2006-03-24,746.63
2006-03-27,758.711
2006-03-28,760.829
2006-03-29,755.239
2006-03-30,762.164
2006-03-31,757.169
2006-04-03,769.54
2006-04-04,769.704
2006-04-05,769.724
2006-04-06,779.392
2006-04-07,781.719
2006-04-10,781.341
2006-04-11,778.51
2006-04-12,772.182
2006-04-13,777.628
2006-04-14,777.628
2006-04-17,777.663
2006-04-18,781.58
2006-04-19,790.436
2006-04-20,800.344
2006-04-21,806.816
2006-04-24,810.096
2006-04-25,801.196
2006-04-26,799.96
2006-04-27,800.3
2006-04-28,803.133
2006-05-01,803.17
2006-05-02,813.764
2006-05-03,820.537
2006-05-04,818.41
2006-05-05,818.447
2006-05-08,829.2
2006-05-09,824.274
2006-05-10,817.957
2006-05-11,824.073
2006-05-12,815.938
2006-05-15,793.344
2006-05-16,796.159
2006-05-17,806.199
2006-05-18,788.736
2006-05-19,792.663
2006-05-22,773.643
2006-05-23,771.221
2006-05-24,771.128
2006-05-25,768.124
2006-05-26,779.081
2006-05-29,783.431
2006-05-30,783.783
2006-05-31,783.778
2006-06-01,771.276
2006-06-02,780.749
2006-06-05,785.75
2006-06-06,786.602
2006-06-07,772.864
2006-06-08,748.338
2006-06-09,753.378
2006-06-12,750.633
2006-06-13,728.38
2006-06-14,721.996
2006-06-15,731.88
2006-06-16,750.959
2006-06-19,743.854
2006-06-20,735.738
2006-06-21,734.279
2006-06-22,740.567
2006-06-23,741.704
2006-06-26,742.439
2006-06-27,736.662
2006-06-28,732.961
2006-06-29,744.537
2006-06-30,764.975
2006-07-03,769.774
2006-07-04,770.83
2006-07-05,764.616
2006-07-06,770.887
2006-07-07,768.195
2006-07-10,771.837
2006-07-11,768.603
2006-07-12,768.771
2006-07-13,759.692
2006-07-14,750.9
2006-07-17,742.837
2006-07-18,744.395
2006-07-19,741.582
2006-07-20,760.818
2006-07-21,759.467
2006-07-24,758.276
2006-07-25,758.904
2006-07-26,762.901
2006-07-27,776.048
2006-07-28,777.764
2006-07-31,778.894
2006-08-01,778.229
2006-08-02,784.792
2006-08-03,782.88
2006-08-04,774.486
2006-08-07,775.579
2006-08-08,780.942
2006-08-09,790.98
2006-08-10,786.44
2006-08-11,790.727
2006-08-14,800.45
2006-08-15,800.598
2006-08-16,813.062
2006-08-17,814.547
2006-08-18,817.485
2006-08-21,807.495
2006-08-22,811.228
2006-08-23,807.0
2006-08-24,796.914
2006-08-25,796.926
2006-08-28,792.956
2006-08-29,800.848
2006-08-30,805.639
2006-08-31,812.056
2006-09-01,821.575
2006-09-04,828.442
2006-09-05,825.715
2006-09-06,820.241
2006-09-07,815.064
2006-09-08,820.705
2006-09-11,809.758
2006-09-12,815.463
2006-09-13,821.378
2006-09-14,823.147
2006-09-15,828.976
2006-09-18,836.343
2006-09-19,838.685
2006-09-20,841.486
2006-09-21,847.359
2006-09-22,842.311
2006-09-25,837.861
2006-09-26,830.496
2006-09-27,834.348
2006-09-28,835.712
2006-09-29,837.4
2006-10-02,837.394
2006-10-03,840.248
2006-10-04,840.932
2006-10-05,851.321
2006-10-06,853.155
2006-10-09,845.752
2006-10-10,848.932
2006-10-11,845.36
2006-10-12,844.656
2006-10-13,847.83
2006-10-16,849.835
2006-10-17,851.736
2006-10-18,850.586
2006-10-19,848.505
2006-10-20,857.159
2006-10-23,859.209
2006-10-24,861.818
2006-10-25,861.586
2006-10-26,869.529
2006-10-27,864.614
2006-10-30,864.981
2006-10-31,859.748
2006-11-01,869.021
2006-11-02,877.358
2006-11-03,879.309
2006-11-06,883.223
2006-11-07,891.965
2006-11-08,886.194
2006-11-09,889.227
2006-11-10,887.717
2006-11-13,886.754
2006-11-14,885.764
2006-11-15,901.627
2006-11-16,908.468
2006-11-17,909.197
2006-11-20,899.211
2006-11-21,904.081
2006-11-22,921.07
2006-11-23,914.681
2006-11-24,912.052
2006-11-27,914.7
2006-11-28,888.172
2006-11-29,893.709
2006-11-30,904.957
2006-12-01,895.011
2006-12-04,902.873
2006-12-05,917.452
2006-12-06,929.578
2006-12-07,923.285
2006-12-08,917.114
2006-12-11,925.699
2006-12-12,920.573
2006-12-13,910.526
2006-12-14,924.491
2006-12-15,940.848
2006-12-18,948.726
2006-12-19,940.392
2006-12-20,950.957
2006-12-21,948.03
2006-12-22,949.411
2006-12-25,949.411
2006-12-26,949.179
2006-12-27,953.19
2006-12-28,972.92
2006-12-29,982.137
2007-01-01,982.137
2007-01-02,1000.919
2007-01-03,994.71
2007-01-04,971.626
2007-01-05,989.337
2007-01-08,987.395
2007-01-09,984.885
2007-01-10,965.001
2007-01-11,960.237
2007-01-12,970.352
2007-01-15,985.417
2007-01-16,986.743
2007-01-17,990.857
2007-01-18,998.594
2007-01-19,998.438
2007-01-22,1013.024
2007-01-23,1015.123
2007-01-24,1007.149
2007-01-25,996.53
2007-01-26,983.845
2007-01-29,987.658
2007-01-30,986.482
2007-01-31,965.442
2007-02-01,980.846
2007-02-02,994.729
2007-02-05,991.323
2007-02-06,1002.04
2007-02-07,1003.767
2007-02-08,1015.25
2007-02-09,1016.716
2007-02-12,1015.985
2007-02-13,981.981
2007-02-14,983.008
2007-02-15,1000.425
2007-02-16,1006.028
2007-02-19,1006.067
2007-02-20,1005.976
2007-02-21,996.028
2007-02-22,999.5
2007-02-23,1000.608
2007-02-26,992.216
2007-02-27,968.894
2007-02-28,939.264
2007-03-01,926.514
2007-03-02,932.101
2007-03-05,895.586
2007-03-06,914.167
2007-03-07,910.729
2007-03-08,919.466
2007-03-09,935.352
2007-03-12,940.636
2007-03-13,939.154
2007-03-14,910.156
2007-03-15,913.06
2007-03-16,912.904
2007-03-19,929.426
2007-03-20,938.676
2007-03-21,948.878
2007-03-22,956.471
2007-03-23,955.326
2007-03-26,959.317
2007-03-27,958.313
2007-03-28,944.941
2007-03-29,950.709
2007-03-30,954.101
2007-04-02,958.637
2007-04-03,968.759
2007-04-04,981.852
2007-04-05,981.852
2007-04-06,981.852
2007-04-09,981.676
2007-04-10,987.757
2007-04-11,997.727
2007-04-12,991.026
2007-04-13,985.162
2007-04-16,994.826
2007-04-17,991.499
2007-04-18,984.628
2007-04-19,967.636
2007-04-20,977.345
2007-04-23,980.545
2007-04-24,979.684
2007-04-25,981.537
2007-04-26,987.424
2007-04-27,985.652
2007-04-30,970.96
2007-05-01,970.811
2007-05-02,980.362
2007-05-03,991.765
2007-05-04,1002.211
2007-05-07,1007.422
2007-05-08,1000.421
2007-05-09,1007.967
2007-05-10,1007.887
2007-05-11,996.193
2007-05-14,1017.359
2007-05-15,1011.133
2007-05-16,1019.497
2007-05-17,1021.239
2007-05-18,1010.685
2007-05-21,1010.206
2007-05-22,1004.503
2007-05-23,1002.757
2007-05-24,1002.725
2007-05-25,993.404
2007-05-28,995.04
2007-05-29,996.47
2007-05-30,990.3
2007-05-31,1000.0
2007-06-01,1000.68
2007-06-04,1001.78
2007-06-05,1004.316
2007-06-06,1003.085
2007-06-07,1003.148
2007-06-08,984.435
2007-06-11,988.591
2007-06-12,986.981
2007-06-13,986.645
2007-06-14,998.532
2007-06-15,1003.511
2007-06-18,1026.125
2007-06-19,1026.151
2007-06-20,1029.072
2007-06-21,1044.795
2007-06-22,1039.386
2007-06-25,1032.392
2007-06-26,1033.993
2007-06-27,1030.451
2007-06-28,1043.888
2007-06-29,1041.555
2007-07-02,1041.868
2007-07-03,1063.585
2007-07-04,1080.125
2007-07-05,1089.176
2007-07-06,1103.488
2007-07-09,1120.625
2007-07-10,1118.767
2007-07-11,1106.717
2007-07-12,1108.957
2007-07-13,1128.006
2007-07-16,1116.247
2007-07-17,1115.085
2007-07-18,1104.676
2007-07-19,1107.791
2007-07-20,1125.349
2007-07-23,1130.461
2007-07-24,1144.805
2007-07-25,1143.641
2007-07-26,1138.745
2007-07-27,1103.472
2007-07-30,1107.417
2007-07-31,1120.83
2007-08-01,1087.153
2007-08-02,1080.014
2007-08-03,1076.113
2007-08-06,1045.12
2007-08-07,1047.369
2007-08-08,1078.826
2007-08-09,1082.78
2007-08-10,1056.479
2007-08-13,1057.2
2007-08-14,1059.337
2007-08-15,1022.183
2007-08-16,991.136
2007-08-17,966.163
2007-08-20,1013.227
2007-08-21,1031.283
2007-08-22,1063.574
2007-08-23,1104.755
2007-08-24,1097.494
2007-08-27,1123.158
2007-08-28,1113.125
2007-08-29,1090.304
2007-08-30,1119.055
2007-08-31,1144.275
2007-09-03,1150.087
2007-09-04,1162.963
2007-09-05,1182.442
2007-09-06,1185.03
2007-09-07,1199.521
2007-09-10,1231.116
2007-09-11,1231.945
2007-09-12,1254.13
2007-09-13,1267.143
2007-09-14,1278.899
2007-09-17,1251.424
2007-09-18,1249.043
2007-09-19,1306.743
2007-09-20,1308.759
2007-09-21,1332.64
2007-09-24,1376.294
2007-09-25,1367.518
2007-09-26,1367.861
2007-09-27,1393.924
2007-09-28,1402.801
2007-10-01,1402.611
2007-10-02,1459.659
2007-10-03,1411.033
2007-10-04,1377.166
2007-10-05,1431.697
2007-10-08,1433.536
2007-10-09,1460.467
2007-10-10,1463.177
2007-10-11,1467.945
2007-10-12,1458.106
2007-10-15,1465.152
2007-10-16,1429.323
2007-10-17,1434.732
2007-10-18,1448.998
2007-10-19,1448.97
2007-10-22,1413.258
2007-10-23,1445.628
2007-10-24,1450.986
2007-10-25,1493.602
2007-10-26,1544.279
2007-10-29,1591.417
2007-10-30,1575.831
2007-10-31,1554.492
2007-11-01,1578.147
2007-11-02,1534.728
2007-11-05,1462.772
2007-11-06,1498.74
2007-11-07,1538.394
2007-11-08,1511.576
2007-11-09,1508.868
2007-11-12,1458.613
2007-11-13,1472.647
2007-11-14,1514.513
2007-11-15,1496.817
2007-11-16,1433.025
2007-11-19,1437.218
2007-11-20,1444.028
2007-11-21,1389.697
2007-11-22,1341.029
2007-11-23,1371.519
2007-11-26,1432.192
2007-11-27,1428.309
2007-11-28,1446.269
2007-11-29,1515.801
2007-11-30,1519.75
2007-12-03,1526.132
2007-12-04,1536.113
2007-12-05,1548.994
2007-12-06,1544.913
2007-12-07,1484.847
2007-12-10,1480.573
2007-12-11,1528.74
2007-12-12,1486.308
2007-12-13,1457.03
2007-12-14,1460.109
2007-12-17,1394.524
2007-12-18,1403.985
2007-12-19,1417.652
2007-12-20,1416.444
2007-12-21,1468.308
2007-12-24,1490.881
2007-12-25,1490.881
2007-12-26,1490.375
2007-12-27,1480.666
2007-12-28,1460.527
2007-12-31,1494.745
2008-01-01,1494.745
2008-01-02,1481.376
2008-01-03,1451.818
2008-01-04,1485.35
2008-01-07,1465.274
2008-01-08,1448.386
2008-01-09,1467.202
2008-01-10,1434.377
2008-01-11,1405.354
2008-01-14,1365.527
2008-01-15,1338.318
2008-01-16,1269.804
2008-01-17,1303.955
2008-01-18,1313.3
2008-01-21,1239.763
2008-01-22,1154.319
2008-01-23,1244.582
2008-01-24,1237.697
2008-01-25,1321.568
2008-01-28,1269.682
2008-01-29,1289.064
2008-01-30,1247.94
2008-01-31,1255.581
2008-02-01,1260.77
2008-02-04,1297.517
2008-02-05,1271.606
2008-02-06,1205.888
2008-02-07,1206.066
2008-02-08,1206.112
2008-02-11,1170.39
2008-02-12,1189.736
2008-02-13,1189.415
2008-02-14,1236.071
2008-02-15,1236.042
2008-02-18,1215.945
2008-02-19,1226.88
2008-02-20,1198.709
2008-02-21,1188.619
2008-02-22,1160.724
2008-02-25,1152.503
2008-02-26,1188.768
2008-02-27,1224.223
2008-02-28,1235.495
2008-02-29,1218.63
2008-03-03,1182.282
2008-03-04,1161.438
2008-03-05,1153.887
2008-03-06,1164.118
2008-03-07,1117.002
2008-03-10,1112.155
2008-03-11,1118.99
2008-03-12,1142.589
2008-03-13,1078.801
2008-03-14,1074.521
2008-03-17,1015.638
2008-03-18,1017.501
2008-03-19,1044.347
2008-03-20,1004.084
2008-03-21,1004.084
2008-03-24,1003.884
2008-03-25,1074.687
2008-03-26,1087.156
2008-03-27,1092.822
2008-03-28,1122.125
2008-03-31,1109.673
2008-04-01,1111.455
2008-04-02,1156.751
2008-04-03,1179.007
2008-04-04,1179.083
2008-04-07,1179.24
2008-04-08,1172.473
2008-04-09,1142.832
2008-04-10,1144.96
2008-04-11,1158.604
2008-04-14,1117.657
2008-04-15,1115.203
2008-04-16,1114.172
2008-04-17,1141.97
2008-04-18,1140.499
2008-04-21,1175.52
2008-04-22,1190.162
2008-04-23,1199.385
2008-04-24,1227.863
2008-04-25,1227.088
2008-04-28,1230.229
2008-04-29,1244.115
2008-04-30,1233.003
2008-05-01,1233.217
2008-05-02,1278.688
2008-05-05,1275.871
2008-05-06,1277.129
2008-05-07,1240.839
2008-05-08,1226.675
2008-05-09,1208.539
2008-05-12,1208.632
2008-05-13,1234.901
2008-05-14,1228.889
2008-05-15,1228.445
2008-05-16,1218.967
2008-05-19,1213.061
2008-05-20,1183.873
2008-05-21,1190.401
2008-05-22,1164.846
2008-05-23,1164.72
2008-05-26,1158.772
2008-05-27,1163.403
2008-05-28,1164.475
2008-05-29,1165.584
2008-05-30,1172.782
2008-06-02,1180.471
2008-06-03,1164.282
2008-06-04,1153.706
2008-06-05,1159.612
2008-06-06,1158.306
2008-06-09,1158.447
2008-06-10,1110.979
2008-06-11,1110.146
2008-06-12,1088.46
2008-06-13,1071.697
2008-06-16,1089.044
2008-06-17,1086.659
2008-06-18,1103.807
2008-06-19,1081.882
2008-06-20,1085.69
2008-06-23,1076.924
2008-06-24,1056.191
2008-06-25,1051.782
2008-06-26,1037.625
2008-06-27,1014.52
2008-06-30,1010.272
2008-07-01,1010.11
2008-07-02,991.432
2008-07-03,979.408
2008-07-04,990.842
2008-07-07,1016.826
2008-07-08,978.571
2008-07-09,990.507
2008-07-10,987.188
2008-07-11,1011.313
2008-07-14,1001.306
2008-07-15,962.918
2008-07-16,967.299
2008-07-17,985.662
2008-07-18,994.391
2008-07-21,1026.646
2008-07-22,1024.422
2008-07-23,1051.868
2008-07-24,1052.819
2008-07-25,1040.424
2008-07-28,1040.344
2008-07-29,1012.085
2008-07-30,1028.061
2008-07-31,1026.989
2008-08-01,1026.843
2008-08-04,1006.934
2008-08-05,974.224
2008-08-06,974.23
2008-08-07,979.018
2008-08-08,981.026
2008-08-11,984.192
2008-08-12,996.666
2008-08-13,984.117
2008-08-14,977.442
2008-08-15,966.407
2008-08-18,952.665
2008-08-19,922.681
2008-08-20,942.363
2008-08-21,915.935
2008-08-22,915.953
2008-08-25,947.268
2008-08-26,947.327
2008-08-27,960.02
2008-08-28,930.729
2008-08-29,948.57
2008-09-01,928.026
2008-09-02,935.021
2008-09-03,918.083
2008-09-04,909.378
2008-09-05,882.742
2008-09-08,921.967
2008-09-09,908.672
2008-09-10,884.298
2008-09-11,865.961
2008-09-12,871.416
2008-09-15,871.824
2008-09-16,835.589
2008-09-17,818.617
2008-09-18,812.734
2008-09-19,857.48
2008-09-22,860.741
2008-09-23,819.289
2008-09-24,813.158
2008-09-25,812.765
2008-09-26,795.442
2008-09-29,764.612
2008-09-30,755.049
2008-10-01,754.85
2008-10-02,749.91
2008-10-03,733.646
2008-10-06,702.571
2008-10-07,702.3
2008-10-08,649.304
2008-10-09,671.614
2008-10-10,616.945
2008-10-13,675.621
2008-10-14,713.926
2008-10-15,673.265
2008-10-16,640.049
2008-10-17,615.784
2008-10-20,650.724
2008-10-21,648.241
2008-10-22,620.757
2008-10-23,596.686
2008-10-24,567.156
2008-10-27,499.362
2008-10-28,552.982
2008-10-29,574.953
2008-10-30,640.602
2008-10-31,621.216
2008-11-03,641.251
2008-11-04,636.319
2008-11-05,660.078
2008-11-06,617.39
2008-11-07,640.913
2008-11-10,639.144
2008-11-11,602.923
2008-11-12,601.844
2008-11-13,566.404
2008-11-14,570.317
2008-11-17,565.298
2008-11-18,537.553
2008-11-19,526.069
2008-11-20,504.249
2008-11-21,519.052
2008-11-24,511.136
2008-11-25,532.624
2008-11-26,558.238
2008-11-27,556.756
2008-11-28,578.97
2008-12-01,577.464
2008-12-02,553.012
2008-12-03,542.557
2008-12-04,538.039
2008-12-05,546.991
2008-12-08,599.55
2008-12-09,594.363
2008-12-10,635.227
2008-12-11,641.731
2008-12-12,610.876
2008-12-15,626.925
2008-12-16,629.832
2008-12-17,631.838
2008-12-18,640.425
2008-12-19,629.851
2008-12-22,607.563
2008-12-23,596.238
2008-12-24,598.497
2008-12-25,598.497
2008-12-26,598.528
2008-12-29,600.141
2008-12-30,591.663
2008-12-31,596.894
2009-01-01,596.894
2009-01-02,619.005
2009-01-05,639.413
2009-01-06,651.574
2009-01-07,647.973
2009-01-08,625.66
2009-01-09,624.751
2009-01-12,614.795
2009-01-13,599.486
2009-01-14,599.672
2009-01-15,576.753
2009-01-16,583.67
2009-01-19,597.896
2009-01-20,586.315
2009-01-21,572.413
2009-01-22,576.642
2009-01-23,577.671
2009-01-26,577.694
2009-01-27,577.456
2009-01-28,577.534
2009-01-29,592.878
2009-01-30,611.705
2009-02-02,591.44
2009-02-03,573.74
2009-02-04,579.019
2009-02-05,568.47
2009-02-06,581.485
2009-02-09,591.974
2009-02-10,591.632
2009-02-11,584.475
2009-02-12,577.329
2009-02-13,587.299
2009-02-16,586.82
2009-02-17,571.646
2009-02-18,580.123
2009-02-19,579.2
2009-02-20,565.958
2009-02-23,591.921
2009-02-24,574.178
2009-02-25,581.6
2009-02-26,580.111
2009-02-27,577.16
2009-03-02,549.21
2009-03-03,549.966
2009-03-04,564.948
2009-03-05,552.378
2009-03-06,537.816
2009-03-09,526.719
2009-03-10,533.263
2009-03-11,546.208
2009-03-12,549.488
2009-03-13,572.204
2009-03-16,588.698
2009-03-17,581.234
2009-03-18,589.095
2009-03-19,597.539
2009-03-20,591.978
2009-03-23,622.041
2009-03-24,640.766
2009-03-25,629.726
2009-03-26,641.005
2009-03-27,637.414
2009-03-30,610.814
2009-03-31,613.069
2009-04-01,609.942
2009-04-02,658.274
2009-04-03,667.162
2009-04-06,683.354
2009-04-07,683.417
2009-04-08,664.237
2009-04-09,673.365
2009-04-10,673.365
2009-04-13,673.348
2009-04-14,703.381
2009-04-15,698.621
2009-04-16,697.557
2009-04-17,705.721
2009-04-20,715.647
2009-04-21,700.579
2009-04-22,687.681
2009-04-23,703.648
2009-04-24,708.988
2009-04-27,689.58
2009-04-28,672.171
2009-04-29,693.079
2009-04-30,727.014
2009-05-01,727.024
2009-05-04,761.511
2009-05-05,761.095
2009-05-06,779.955
2009-05-07,791.925
2009-05-08,789.499
2009-05-11,775.018
2009-05-12,776.028
2009-05-13,784.864
2009-05-14,755.686
2009-05-15,765.719
2009-05-18,785.124
2009-05-19,800.795
2009-05-20,794.838
2009-05-21,779.22
2009-05-22,782.073
2009-05-25,800.185
2009-05-26,801.106
2009-05-27,842.223
2009-05-28,842.234
2009-05-29,845.864
2009-06-01,872.016
2009-06-02,858.592
2009-06-03,872.234
2009-06-04,868.212
2009-06-05,879.617
2009-06-08,843.748
2009-06-09,835.768
2009-06-10,860.164
2009-06-11,846.035
2009-06-12,851.043
2009-06-15,830.039
2009-06-16,811.663
2009-06-17,803.895
2009-06-18,797.907
2009-06-19,804.177
2009-06-22,814.304
2009-06-23,792.117
2009-06-24,808.449
2009-06-25,832.867
2009-06-26,854.969
2009-06-29,849.281
2009-06-30,827.738
2009-07-01,827.732
2009-07-02,815.756
2009-07-03,814.93
2009-07-06,809.486
2009-07-07,807.935
2009-07-08,798.403
2009-07-09,801.777
2009-07-10,805.05
2009-07-13,786.134
2009-07-14,813.69
2009-07-15,843.672
2009-07-16,846.297
2009-07-17,869.153
2009-07-20,904.477
2009-07-21,905.341
2009-07-22,898.737
2009-07-23,933.444
2009-07-24,929.044
2009-07-27,947.484
2009-07-28,961.791
2009-07-29,933.047
2009-07-30,945.159
2009-07-31,964.4
2009-08-03,973.052
2009-08-04,965.116
2009-08-05,945.14
2009-08-06,954.743
2009-08-07,921.658
2009-08-10,940.18
2009-08-11,959.596
2009-08-12,933.976
2009-08-13,947.965
2009-08-14,958.021
2009-08-17,925.306
2009-08-18,938.952
2009-08-19,921.164
2009-08-20,945.975
2009-08-21,945.819
2009-08-24,958.07
2009-08-25,949.392
2009-08-26,952.249
2009-08-27,931.514
2009-08-28,923.535
2009-08-31,889.487
2009-09-01,897.923
2009-09-02,883.896
2009-09-03,897.633
2009-09-04,931.512
2009-09-07,942.092
2009-09-08,964.591
2009-09-09,965.923
2009-09-10,974.184
2009-09-11,976.379
2009-09-14,959.824
2009-09-15,955.361
2009-09-16,976.158
2009-09-17,995.644
2009-09-18,983.03
2009-09-21,980.736
2009-09-22,997.597
2009-09-23,997.88
2009-09-24,975.272
2009-09-25,974.42
2009-09-28,953.509
2009-09-29,978.277
2009-09-30,984.741
2009-10-01,984.741
2009-10-02,950.766
2009-10-05,940.988
2009-10-06,954.528
2009-10-07,978.714
2009-10-08,995.984
2009-10-09,1001.996
2009-10-12,992.164
2009-10-13,997.304
2009-10-14,1016.373
2009-10-15,1018.911
2009-10-16,1016.488
2009-10-19,1029.47
2009-10-20,1058.841
2009-10-21,1060.672
2009-10-22,1044.34
2009-10-23,1042.75
2009-10-26,1042.75
2009-10-27,1020.159
2009-10-28,1003.724
2009-10-29,981.845
2009-10-30,1011.492
2009-11-02,997.985
2009-11-03,978.809
2009-11-04,994.514
2009-11-05,984.857
2009-11-06,999.768
2009-11-09,1012.294
2009-11-10,1007.7
2009-11-11,1009.469
2009-11-12,1007.337
2009-11-13,1009.313
2009-11-16,1024.519
2009-11-17,1019.586
2009-11-18,1015.192
2009-11-19,1015.478
2009-11-20,1004.558
2009-11-23,1009.991
2009-11-24,1002.636
2009-11-25,1018.376
2009-11-26,1005.63
2009-11-27,966.391
2009-11-30,995.31
2009-12-01,1010.568
2009-12-02,1017.366
2009-12-03,1035.367
2009-12-04,1028.725
2009-12-07,1025.068
2009-12-08,1020.734
2009-12-09,1013.754
2009-12-10,1011.408
2009-12-11,1023.5
2009-12-14,1028.482
2009-12-15,1014.357
2009-12-16,1004.788
2009-12-17,987.771
2009-12-18,980.186
2009-12-21,971.995
2009-12-22,974.163
2009-12-23,987.65
2009-12-24,994.467
2009-12-25,994.467
2009-12-28,991.92
2009-12-29,997.162
2009-12-30,1000.769
2009-12-31,1009.252
2010-01-01,1009.252
2010-01-04,1009.941
2010-01-05,1023.245
2010-01-06,1031.41
2010-01-07,1037.896
2010-01-08,1040.424
2010-01-11,1047.616
2010-01-12,1047.959
2010-01-13,1015.664
2010-01-14,1013.886
2010-01-15,1009.131
2010-01-18,1002.719
2010-01-19,1008.549
2010-01-20,992.128
2010-01-21,968.167
2010-01-22,954.07
2010-01-25,957.356
2010-01-26,937.397
2010-01-27,929.141
2010-01-28,943.175
2010-01-29,942.548
2010-02-01,945.143
2010-02-02,948.731
2010-02-03,966.731
2010-02-04,954.098
2010-02-05,927.621
2010-02-08,929.541
2010-02-09,941.571
2010-02-10,943.04
2010-02-11,955.91
2010-02-12,961.546
2010-02-15,961.41
2010-02-16,961.559
2010-02-17,967.771
2010-02-18,964.533
2010-02-19,944.034
2010-02-22,965.673
2010-02-23,979.027
2010-02-24,976.446
2010-02-25,972.008
2010-02-26,979.826
2010-03-01,994.884
2010-03-02,1001.786
2010-03-03,999.543
2010-03-04,994.609
2010-03-05,1003.43
2010-03-08,1031.785
2010-03-09,1030.533
2010-03-10,1025.792
2010-03-11,1033.115
2010-03-12,1032.226
2010-03-15,1033.25
2010-03-16,1029.613
2010-03-17,1057.427
2010-03-18,1056.532
2010-03-19,1058.409
2010-03-22,1036.127
2010-03-23,1044.582
2010-03-24,1047.251
2010-03-25,1030.829
2010-03-26,1047.384
2010-03-29,1056.706
2010-03-30,1063.825
2010-03-31,1045.012
2010-04-01,1056.991
2010-04-02,1056.991
2010-04-05,1057.148
2010-04-06,1057.229
2010-04-07,1073.296
2010-04-08,1072.657
2010-04-09,1086.949
2010-04-12,1083.171
2010-04-13,1083.224
2010-04-14,1084.736
2010-04-15,1082.763
2010-04-16,1066.749
2010-04-19,1054.236
2010-04-20,1053.386
2010-04-21,1056.427
2010-04-22,1051.314
2010-04-23,1037.45
2010-04-26,1053.344
2010-04-27,1038.375
2010-04-28,1023.22
2010-04-29,1011.859
2010-04-30,1016.998
2010-05-03,1008.013
2010-05-04,1007.204
2010-05-05,985.52
2010-05-06,970.278
2010-05-07,963.023
2010-05-10,977.931
2010-05-11,966.81
2010-05-12,970.279
2010-05-13,983.705
2010-05-14,967.232
2010-05-17,946.218
2010-05-18,952.746
2010-05-19,940.517
2010-05-20,932.307
2010-05-21,932.17
2010-05-24,942.769
2010-05-25,914.393
2010-05-26,914.291
2010-05-27,936.841
2010-05-28,951.011
2010-05-31,949.752
2010-06-01,940.427
2010-06-02,938.076
2010-06-03,952.634
2010-06-04,954.13
2010-06-07,937.887
2010-06-08,946.56
2010-06-09,949.863
2010-06-10,949.688
2010-06-11,964.175
2010-06-14,974.16
2010-06-15,975.291
2010-06-16,975.348
2010-06-17,986.487
2010-06-18,994.892
2010-06-21,1025.496
2010-06-22,1023.526
2010-06-23,1022.694
2010-06-24,1023.63
2010-06-25,1017.998
2010-06-28,1015.786
2010-06-29,993.491
2010-06-30,984.13
2010-07-01,983.075
2010-07-02,974.895
2010-07-05,975.283
2010-07-06,981.368
2010-07-07,974.586
2010-07-08,982.172
2010-07-09,1005.117
2010-07-12,1009.931
2010-07-13,1004.785
2010-07-14,1022.54
2010-07-15,1012.085
2010-07-16,1010.404
2010-07-19,999.289
2010-07-20,1010.223
