Date,SWITZERLAND LARGE VALUE Large Cap
2002-08-12,304.928
2002-08-13,311.883
2002-08-14,310.706
2002-08-15,320.238
2002-08-16,323.826
2002-08-19,336.146
2002-08-20,332.555
2002-08-21,343.882
2002-08-22,349.672
2002-08-23,344.671
2002-08-26,340.803
2002-08-27,352.693
2002-08-28,334.124
2002-08-29,328.629
2002-08-30,330.603
2002-09-02,322.786
2002-09-03,311.942
2002-09-04,310.679
2002-09-05,310.659
2002-09-06,320.233
2002-09-09,315.121
2002-09-10,318.934
2002-09-11,329.399
2002-09-12,316.865
2002-09-13,306.982
2002-09-16,308.463
2002-09-17,304.189
2002-09-18,291.375
2002-09-19,286.023
2002-09-20,284.019
2002-09-23,269.441
2002-09-24,274.193
2002-09-25,278.704
2002-09-26,293.94
2002-09-27,297.732
2002-09-30,291.81
2002-10-01,284.258
2002-10-02,291.72
2002-10-03,280.896
2002-10-04,259.553
2002-10-07,244.739
2002-10-08,239.151
2002-10-09,244.528
2002-10-10,256.219
2002-10-11,278.0
2002-10-14,275.67
2002-10-15,302.382
2002-10-16,299.426
2002-10-17,305.692
2002-10-18,306.474
2002-10-21,306.961
2002-10-22,303.684
2002-10-23,293.707
2002-10-24,306.188
2002-10-25,311.193
2002-10-28,315.639
2002-10-29,301.535
2002-10-30,316.959
2002-10-31,326.595
2002-11-01,326.098
2002-11-04,341.168
2002-11-05,344.344
2002-11-06,334.559
2002-11-07,329.831
2002-11-08,326.165
2002-11-11,317.356
2002-11-12,322.612
2002-11-13,320.651
2002-11-14,329.75
2002-11-15,336.638
2002-11-18,337.393
2002-11-19,337.747
2002-11-20,339.141
2002-11-21,352.843
2002-11-22,359.552
2002-11-25,356.172
2002-11-26,347.114
2002-11-27,355.729
2002-11-28,358.819
2002-11-29,359.011
2002-12-02,359.376
2002-12-03,349.411
2002-12-04,346.78
2002-12-05,343.427
2002-12-06,343.444
2002-12-09,334.84
2002-12-10,342.556
2002-12-11,346.661
2002-12-12,342.455
2002-12-13,340.216
2002-12-16,350.689
2002-12-17,347.301
2002-12-18,340.012
2002-12-19,332.311
2002-12-20,334.315
2002-12-23,332.147
2002-12-24,334.471
2002-12-25,334.471
2002-12-26,335.006
2002-12-27,318.673
2002-12-30,326.328
2002-12-31,328.665
2003-01-01,328.665
2003-01-02,324.325
2003-01-03,350.882
2003-01-06,354.372
2003-01-07,351.956
2003-01-08,345.183
2003-01-09,352.067
2003-01-10,357.48
2003-01-13,362.598
2003-01-14,373.288
2003-01-15,366.817
2003-01-16,360.43
2003-01-17,354.779
2003-01-20,348.901
2003-01-21,341.919
2003-01-22,326.915
2003-01-23,329.514
2003-01-24,324.542
2003-01-27,311.82
2003-01-28,311.419
2003-01-29,312.155
2003-01-30,315.198
2003-01-31,309.84
2003-02-03,318.556
2003-02-04,308.805
2003-02-05,313.201
2003-02-06,301.527
2003-02-07,293.473
2003-02-10,283.328
2003-02-11,295.344
2003-02-12,292.589
2003-02-13,294.368
2003-02-14,304.944
2003-02-17,318.923
2003-02-18,309.444
2003-02-19,299.756
2003-02-20,303.946
2003-02-21,300.639
2003-02-24,292.582
2003-02-25,281.894
2003-02-26,267.66
2003-02-27,280.331
2003-02-28,286.138
2003-03-03,289.923
2003-03-04,276.866
2003-03-05,271.852
2003-03-06,272.881
2003-03-07,265.491
2003-03-10,246.888
2003-03-11,250.705
2003-03-12,238.879
2003-03-13,252.551
2003-03-14,277.288
2003-03-17,289.06
2003-03-18,287.189
2003-03-19,291.492
2003-03-20,285.223
2003-03-21,299.605
2003-03-24,285.344
2003-03-25,286.456
2003-03-26,285.536
2003-03-27,283.662
2003-03-28,289.966
2003-03-31,284.265
2003-04-01,288.457
2003-04-02,297.558
2003-04-03,302.944
2003-04-04,307.866
2003-04-07,319.283
2003-04-08,313.782
2003-04-09,313.996
2003-04-10,311.391
2003-04-11,317.407
2003-04-14,326.878
2003-04-15,336.63
2003-04-16,335.002
2003-04-17,336.475
2003-04-18,336.475
2003-04-21,333.195
2003-04-22,342.856
2003-04-23,351.299
2003-04-24,342.661
2003-04-25,333.216
2003-04-28,338.633
2003-04-29,336.284
2003-04-30,341.437
2003-05-01,345.449
2003-05-02,341.523
2003-05-05,344.866
2003-05-06,358.001
2003-05-07,363.171
2003-05-08,353.46
2003-05-09,350.925
2003-05-12,350.908
2003-05-13,358.798
2003-05-14,360.066
2003-05-15,365.627
2003-05-16,376.09
2003-05-19,365.817
2003-05-20,363.368
2003-05-21,355.195
2003-05-22,372.305
2003-05-23,373.029
2003-05-26,370.474
2003-05-27,374.021
2003-05-28,380.98
2003-05-29,383.266
2003-05-30,381.251
2003-06-02,392.723
2003-06-03,386.196
2003-06-04,391.938
2003-06-05,391.993
2003-06-06,391.067
2003-06-09,395.006
2003-06-10,392.613
2003-06-11,405.623
2003-06-12,411.357
2003-06-13,401.873
2003-06-16,410.166
2003-06-17,414.432
2003-06-18,410.235
2003-06-19,402.276
2003-06-20,403.398
2003-06-23,392.388
2003-06-24,393.124
2003-06-25,396.893
2003-06-26,387.071
2003-06-27,389.457
2003-06-30,384.716
2003-07-01,383.112
2003-07-02,389.004
2003-07-03,392.725
2003-07-04,392.404
2003-07-07,396.326
2003-07-08,395.58
2003-07-09,392.24
2003-07-10,388.315
2003-07-11,390.328
2003-07-14,396.549
2003-07-15,394.708
2003-07-16,397.38
2003-07-17,394.56
2003-07-18,398.573
2003-07-21,398.499
2003-07-22,396.032
2003-07-23,395.424
2003-07-24,402.414
2003-07-25,402.982
2003-07-28,408.742
2003-07-29,408.432
2003-07-30,405.512
2003-07-31,405.734
2003-08-01,406.861
2003-08-04,405.386
2003-08-05,408.501
2003-08-06,403.44
2003-08-07,401.158
2003-08-08,402.913
2003-08-11,402.68
2003-08-12,407.205
2003-08-13,404.176
2003-08-14,405.724
2003-08-15,411.175
2003-08-18,410.635
2003-08-19,412.367
2003-08-20,405.791
2003-08-21,404.699
2003-08-22,402.081
2003-08-25,396.21
2003-08-26,395.698
2003-08-27,398.732
2003-08-28,400.066
2003-08-29,397.849
2003-09-01,403.473
2003-09-02,401.486
2003-09-03,410.414
2003-09-04,410.496
2003-09-05,414.34
2003-09-08,417.926
2003-09-09,417.332
2003-09-10,413.523
2003-09-11,412.469
2003-09-12,414.098
2003-09-15,412.801
2003-09-16,411.207
2003-09-17,418.785
2003-09-18,419.607
2003-09-19,420.729
2003-09-22,415.185
2003-09-23,410.359
2003-09-24,411.513
2003-09-25,407.053
2003-09-26,404.982
2003-09-29,406.216
2003-09-30,406.34
2003-10-01,409.762
2003-10-02,412.29
2003-10-03,421.052
2003-10-06,421.212
2003-10-07,422.973
2003-10-08,425.477
2003-10-09,429.38
2003-10-10,429.271
2003-10-13,431.772
2003-10-14,432.081
2003-10-15,431.616
2003-10-16,432.263
2003-10-17,427.687
2003-10-20,431.37
2003-10-21,431.416
2003-10-22,428.252
2003-10-23,426.76
2003-10-24,428.538
2003-10-27,430.096
2003-10-28,431.561
2003-10-29,430.881
2003-10-30,436.256
2003-10-31,431.249
2003-11-03,432.195
2003-11-04,429.15
2003-11-05,423.489
2003-11-06,422.409
2003-11-07,429.279
2003-11-10,426.195
2003-11-11,430.659
2003-11-12,434.225
2003-11-13,439.332
2003-11-14,444.959
2003-11-17,439.009
2003-11-18,443.812
2003-11-19,436.095
2003-11-20,433.477
2003-11-21,435.675
2003-11-24,438.588
2003-11-25,442.279
2003-11-26,446.132
2003-11-27,446.728
2003-11-28,448.274
2003-12-01,455.964
2003-12-02,466.475
2003-12-03,474.212
2003-12-04,470.953
2003-12-05,470.006
2003-12-08,473.064
2003-12-09,471.69
2003-12-10,468.445
2003-12-11,468.246
2003-12-12,475.222
2003-12-15,480.432
2003-12-16,475.69
2003-12-17,469.247
2003-12-18,471.592
2003-12-19,472.396
2003-12-22,473.629
2003-12-23,476.788
2003-12-24,479.92
2003-12-25,479.92
2003-12-26,478.999
2003-12-29,482.314
2003-12-30,489.613
2003-12-31,492.8
2004-01-01,492.8
2004-01-02,491.766
2004-01-05,500.267
2004-01-06,502.75
2004-01-07,498.127
2004-01-08,502.46
2004-01-09,503.058
2004-01-12,498.351
2004-01-13,504.17
2004-01-14,507.503
2004-01-15,507.81
2004-01-16,504.549
2004-01-19,504.224
2004-01-20,507.421
2004-01-21,511.002
2004-01-22,517.103
2004-01-23,526.299
2004-01-26,518.589
2004-01-27,527.249
2004-01-28,526.439
2004-01-29,511.341
2004-01-30,512.229
2004-02-02,514.954
2004-02-03,517.139
2004-02-04,513.489
2004-02-05,514.062
2004-02-06,526.516
2004-02-09,531.669
2004-02-10,531.557
2004-02-11,531.883
2004-02-12,525.761
2004-02-13,515.846
2004-02-16,524.82
2004-02-17,530.798
2004-02-18,529.109
2004-02-19,536.366
2004-02-20,531.697
2004-02-23,533.148
2004-02-24,527.866
2004-02-25,520.965
2004-02-26,515.329
2004-02-27,516.571
2004-03-01,519.099
2004-03-02,517.402
2004-03-03,512.021
2004-03-04,528.802
2004-03-05,538.011
2004-03-08,530.121
2004-03-09,527.076
2004-03-10,516.735
2004-03-11,503.867
2004-03-12,501.889
2004-03-15,493.483
2004-03-16,503.313
2004-03-17,505.135
2004-03-18,503.934
2004-03-19,498.0
2004-03-22,489.353
2004-03-23,491.436
2004-03-24,482.925
2004-03-25,495.201
2004-03-26,488.224
2004-03-29,496.313
2004-03-30,493.275
2004-03-31,498.265
2004-04-01,513.121
2004-04-02,512.176
2004-04-05,507.607
2004-04-06,506.387
2004-04-07,514.614
2004-04-08,509.672
2004-04-09,509.672
2004-04-12,508.977
2004-04-13,502.608
2004-04-14,495.902
2004-04-15,492.369
2004-04-16,496.145
2004-04-19,493.048
2004-04-20,493.368
2004-04-21,485.676
2004-04-22,485.33
2004-04-23,484.299
2004-04-26,484.405
2004-04-27,496.539
2004-04-28,489.219
2004-04-29,490.403
2004-04-30,494.299
2004-05-03,496.762
2004-05-04,501.735
2004-05-05,508.637
2004-05-06,500.154
2004-05-07,492.371
2004-05-10,477.14
2004-05-11,483.878
2004-05-12,477.792
2004-05-13,479.648
2004-05-14,474.846
2004-05-17,468.827
2004-05-18,471.001
2004-05-19,482.467
2004-05-20,477.787
2004-05-21,479.116
2004-05-24,480.597
2004-05-25,483.255
2004-05-26,482.433
2004-05-27,495.685
2004-05-28,485.354
2004-05-31,485.354
2004-06-01,482.928
2004-06-02,486.991
2004-06-03,488.911
2004-06-04,494.392
2004-06-07,507.422
2004-06-08,506.398
2004-06-09,495.554
2004-06-10,497.674
2004-06-11,492.926
2004-06-14,491.33
2004-06-15,493.776
2004-06-16,491.973
2004-06-17,497.23
2004-06-18,498.839
2004-06-21,497.679
2004-06-22,490.649
2004-06-23,487.282
2004-06-24,498.998
2004-06-25,499.95
2004-06-28,509.843
2004-06-29,501.74
2004-06-30,501.773
2004-07-01,500.819
2004-07-02,503.621
2004-07-05,500.684
2004-07-06,494.27
2004-07-07,497.867
2004-07-08,499.196
2004-07-09,498.849
2004-07-12,498.318
2004-07-13,492.067
2004-07-14,492.972
2004-07-15,479.441
2004-07-16,483.623
2004-07-19,478.864
2004-07-20,471.362
2004-07-21,468.401
2004-07-22,462.124
2004-07-23,452.41
2004-07-26,453.616
2004-07-27,457.156
2004-07-28,460.531
2004-07-29,467.365
2004-07-30,461.718
2004-08-02,460.628
2004-08-03,465.837
2004-08-04,451.646
2004-08-05,450.455
2004-08-06,451.547
2004-08-09,447.381
2004-08-10,452.484
2004-08-11,444.37
2004-08-12,440.427
2004-08-13,443.696
2004-08-16,447.976
2004-08-17,452.566
2004-08-18,450.084
2004-08-19,454.82
2004-08-20,452.633
2004-08-23,454.261
2004-08-24,453.493
2004-08-25,451.149
2004-08-26,455.547
2004-08-27,453.766
2004-08-30,452.417
2004-08-31,453.72
2004-09-01,453.238
2004-09-02,453.357
2004-09-03,458.155
2004-09-06,462.358
2004-09-07,464.991
2004-09-08,467.662
2004-09-09,465.343
2004-09-10,471.344
2004-09-13,474.16
2004-09-14,471.334
2004-09-15,468.519
2004-09-16,466.623
2004-09-17,464.031
2004-09-20,462.56
2004-09-21,473.008
2004-09-22,468.874
2004-09-23,464.399
2004-09-24,457.888
2004-09-27,453.758
2004-09-28,459.234
2004-09-29,462.374
2004-09-30,463.279
2004-10-01,470.121
2004-10-04,472.134
2004-10-05,477.306
2004-10-06,478.492
2004-10-07,479.248
2004-10-08,482.103
2004-10-11,477.554
2004-10-12,470.19
2004-10-13,474.766
2004-10-14,474.816
2004-10-15,469.008
2004-10-18,466.856
2004-10-19,467.654
2004-10-20,468.252
2004-10-21,470.626
2004-10-22,471.945
2004-10-25,473.584
2004-10-26,476.599
2004-10-27,482.452
2004-10-28,488.076
2004-10-29,482.787
2004-11-01,488.35
2004-11-02,490.499
2004-11-03,497.865
2004-11-04,505.756
2004-11-05,517.222
2004-11-08,522.048
2004-11-09,520.809
2004-11-10,521.066
2004-11-11,528.622
2004-11-12,532.42
2004-11-15,529.918
2004-11-16,529.94
2004-11-17,539.534
2004-11-18,536.777
2004-11-19,541.96
2004-11-22,534.139
2004-11-23,533.667
2004-11-24,536.603
2004-11-25,547.192
2004-11-26,547.638
2004-11-29,540.63
2004-11-30,536.541
2004-12-01,540.262
2004-12-02,540.788
2004-12-03,551.195
2004-12-06,548.471
2004-12-07,560.346
2004-12-08,553.966
2004-12-09,549.539
2004-12-10,548.739
2004-12-13,554.824
2004-12-14,560.995
2004-12-15,569.372
2004-12-16,563.654
2004-12-17,555.994
2004-12-20,565.376
2004-12-21,562.523
2004-12-22,570.857
2004-12-23,578.241
2004-12-24,579.077
2004-12-27,578.441
2004-12-28,574.933
2004-12-29,574.396
2004-12-30,576.036
2004-12-31,574.136
2005-01-03,580.114
2005-01-04,573.79
2005-01-05,571.148
2005-01-06,569.968
2005-01-07,562.886
2005-01-10,565.8
2005-01-11,564.972
2005-01-12,561.506
2005-01-13,555.575
2005-01-14,554.63
2005-01-17,560.601
2005-01-18,555.753
2005-01-19,558.416
2005-01-20,554.442
2005-01-21,555.789
2005-01-24,556.444
2005-01-25,553.418
2005-01-26,558.028
2005-01-27,558.393
2005-01-28,555.096
2005-01-31,559.256
2005-02-01,560.041
2005-02-02,564.799
2005-02-03,560.153
2005-02-04,566.588
2005-02-07,565.956
2005-02-08,563.551
2005-02-09,561.582
2005-02-10,565.852
2005-02-11,571.305
2005-02-14,577.807
2005-02-15,584.011
2005-02-16,576.379
2005-02-17,593.348
2005-02-18,594.986
2005-02-21,587.584
2005-02-22,594.752
2005-02-23,593.831
2005-02-24,594.592
2005-02-25,600.129
2005-02-28,607.648
2005-03-01,610.255
2005-03-02,607.843
2005-03-03,607.443
2005-03-04,617.945
2005-03-07,615.102
2005-03-08,620.261
2005-03-09,618.173
2005-03-10,620.97
2005-03-11,624.732
2005-03-14,620.158
2005-03-15,619.092
2005-03-16,617.56
2005-03-17,609.68
2005-03-18,601.041
2005-03-21,594.187
2005-03-22,598.204
2005-03-23,588.028
2005-03-24,587.481
2005-03-25,587.481
2005-03-28,583.998
2005-03-29,586.163
2005-03-30,586.649
2005-03-31,588.502
2005-04-01,587.655
2005-04-04,574.0
2005-04-05,578.839
2005-04-06,584.414
2005-04-07,594.452
2005-04-08,591.19
2005-04-11,598.485
2005-04-12,589.863
2005-04-13,596.403
2005-04-14,587.646
2005-04-15,584.677
2005-04-18,582.31
2005-04-19,581.758
2005-04-20,576.849
2005-04-21,575.395
2005-04-22,576.754
2005-04-25,572.94
2005-04-26,571.849
2005-04-27,564.256
2005-04-28,563.731
2005-04-29,564.493
2005-05-02,563.814
2005-05-03,564.0
2005-05-04,575.623
2005-05-05,572.52
2005-05-06,570.59
2005-05-09,567.892
2005-05-10,557.401
2005-05-11,552.928
2005-05-12,550.272
2005-05-13,546.52
2005-05-16,545.537
2005-05-17,548.386
2005-05-18,555.979
2005-05-19,556.363
2005-05-20,551.569
2005-05-23,553.942
2005-05-24,553.393
2005-05-25,552.762
2005-05-26,553.215
2005-05-27,554.692
2005-05-30,556.074
2005-05-31,551.833
2005-06-01,554.397
2005-06-02,555.292
2005-06-03,552.213
2005-06-06,550.193
2005-06-07,556.672
2005-06-08,558.764
2005-06-09,552.643
2005-06-10,548.035
2005-06-13,544.018
2005-06-14,545.838
2005-06-15,549.222
2005-06-16,549.567
2005-06-17,556.163
2005-06-20,547.885
2005-06-21,553.165
2005-06-22,555.155
2005-06-23,550.55
2005-06-24,545.71
2005-06-27,545.818
2005-06-28,542.871
2005-06-29,546.572
2005-06-30,545.835
2005-07-01,541.653
2005-07-04,540.435
2005-07-05,537.48
2005-07-06,542.716
2005-07-07,538.879
2005-07-08,542.013
2005-07-11,554.314
2005-07-12,557.477
2005-07-13,558.178
2005-07-14,564.366
2005-07-15,561.933
2005-07-18,561.688
2005-07-19,560.001
2005-07-20,561.618
2005-07-21,566.02
2005-07-22,565.74
2005-07-25,563.877
2005-07-26,563.423
2005-07-27,569.061
2005-07-28,577.557
2005-07-29,578.201
2005-08-01,581.514
2005-08-02,587.241
2005-08-03,587.438
2005-08-04,583.546
2005-08-05,581.075
2005-08-08,585.044
2005-08-09,585.417
2005-08-10,597.794
2005-08-11,602.715
2005-08-12,600.459
2005-08-15,598.65
2005-08-16,593.732
2005-08-17,592.497
2005-08-18,582.073
2005-08-19,583.183
2005-08-22,585.517
2005-08-23,579.146
2005-08-24,580.642
2005-08-25,580.302
2005-08-26,582.841
2005-08-29,580.763
2005-08-30,575.006
2005-08-31,586.307
2005-09-01,597.818
2005-09-02,598.899
2005-09-05,598.088
2005-09-06,604.302
2005-09-07,612.72
2005-09-08,608.221
2005-09-09,608.811
2005-09-12,603.371
2005-09-13,598.437
2005-09-14,604.334
2005-09-15,600.641
2005-09-16,604.305
2005-09-19,601.173
2005-09-20,603.582
2005-09-21,597.632
2005-09-22,587.099
2005-09-23,588.278
2005-09-26,594.98
2005-09-27,595.292
2005-09-28,602.245
2005-09-29,596.186
2005-09-30,599.676
2005-10-03,601.183
2005-10-04,608.629
2005-10-05,608.544
2005-10-06,609.732
2005-10-07,606.609
2005-10-10,603.764
2005-10-11,599.93
2005-10-12,597.864
2005-10-13,589.015
2005-10-14,597.479
2005-10-17,594.842
2005-10-18,587.945
2005-10-19,578.771
2005-10-20,586.342
2005-10-21,590.486
2005-10-24,592.487
2005-10-25,600.131
2005-10-26,603.042
2005-10-27,603.27
2005-10-28,596.117
2005-10-31,601.605
2005-11-01,608.52
2005-11-02,618.331
2005-11-03,625.65
2005-11-04,615.462
2005-11-07,617.61
2005-11-08,615.556
2005-11-09,617.581
