Date,AUSTRIA SMID VALUE SMID (Small+Mid Cap)
2001-10-09,93.93
2001-10-10,92.796
2001-10-11,92.569
2001-10-12,94.001
2001-10-15,93.449
2001-10-16,94.29
2001-10-17,94.331
2001-10-18,94.019
2001-10-19,91.322
2001-10-22,89.912
2001-10-23,90.217
2001-10-24,89.912
2001-10-25,89.84
2001-10-26,89.444
2001-10-29,90.138
2001-10-30,90.317
2001-10-31,90.4
2001-11-01,90.977
2001-11-02,90.435
2001-11-05,89.595
2001-11-06,89.954
2001-11-07,91.001
2001-11-08,90.586
2001-11-09,90.391
2001-11-12,90.15
2001-11-13,88.787
2001-11-14,90.16
2001-11-15,90.435
2001-11-16,90.979
2001-11-19,90.198
2001-11-20,91.172
2001-11-21,90.578
2001-11-22,90.79
2001-11-23,90.338
2001-11-26,90.377
2001-11-27,91.121
2001-11-28,91.599
2001-11-29,92.228
2001-11-30,93.718
2001-12-03,92.84
2001-12-04,93.268
2001-12-05,93.827
2001-12-06,94.56
2001-12-07,94.895
2001-12-10,94.521
2001-12-11,94.367
2001-12-12,95.247
2001-12-13,95.76
2001-12-14,95.867
2001-12-17,95.927
2001-12-18,95.65
2001-12-19,94.866
2001-12-20,94.038
2001-12-21,94.329
2001-12-24,93.387
2001-12-25,93.387
2001-12-26,93.467
2001-12-27,95.611
2001-12-28,94.477
2001-12-31,95.348
2002-01-01,95.348
2002-01-02,96.765
2002-01-03,96.993
2002-01-04,96.589
2002-01-07,95.464
2002-01-08,94.624
2002-01-09,94.088
2002-01-10,94.737
2002-01-11,94.391
2002-01-14,94.759
2002-01-15,94.916
2002-01-16,93.981
2002-01-17,94.436
2002-01-18,94.698
2002-01-21,95.437
2002-01-22,95.812
2002-01-23,95.96
2002-01-24,95.814
2002-01-25,94.43
2002-01-28,94.752
2002-01-29,94.894
2002-01-30,94.962
2002-01-31,95.113
2002-02-01,95.44
2002-02-04,96.543
2002-02-05,97.266
2002-02-06,97.693
2002-02-07,98.45
2002-02-08,98.919
2002-02-11,100.318
2002-02-12,100.387
2002-02-13,100.554
2002-02-14,100.569
2002-02-15,100.257
2002-02-18,99.562
2002-02-19,101.215
2002-02-20,101.229
2002-02-21,101.744
2002-02-22,102.897
2002-02-25,102.016
2002-02-26,101.327
2002-02-27,100.76
2002-02-28,99.594
2002-03-01,100.135
2002-03-04,102.324
2002-03-05,103.229
2002-03-06,103.013
2002-03-07,103.436
2002-03-08,104.026
2002-03-11,103.928
2002-03-12,103.467
2002-03-13,103.188
2002-03-14,103.718
2002-03-15,104.127
2002-03-18,104.044
2002-03-19,104.444
2002-03-20,104.844
2002-03-21,104.463
2002-03-22,105.521
2002-03-25,106.307
2002-03-26,106.236
2002-03-27,106.507
2002-03-28,107.15
2002-03-29,107.15
2002-04-01,108.028
2002-04-02,108.843
2002-04-03,108.863
2002-04-04,107.82
2002-04-05,108.83
2002-04-08,108.391
2002-04-09,108.427
2002-04-10,109.256
2002-04-11,110.304
2002-04-12,110.352
2002-04-15,110.971
2002-04-16,111.065
2002-04-17,112.264
2002-04-18,113.135
2002-04-19,113.072
2002-04-22,112.082
2002-04-23,112.429
2002-04-24,112.039
2002-04-25,112.628
2002-04-26,112.607
2002-04-29,114.66
2002-04-30,115.637
2002-05-01,116.292
2002-05-02,116.479
2002-05-03,117.292
2002-05-06,117.884
2002-05-07,116.644
2002-05-08,116.167
2002-05-09,116.124
2002-05-10,116.885
2002-05-13,117.296
2002-05-14,115.957
2002-05-15,116.635
2002-05-16,117.025
2002-05-17,118.419
2002-05-20,118.472
2002-05-21,117.838
2002-05-22,118.962
2002-05-23,118.347
2002-05-24,118.203
2002-05-27,118.08
2002-05-28,119.822
2002-05-29,119.813
2002-05-30,120.498
2002-05-31,118.775
2002-06-03,118.896
2002-06-04,119.102
2002-06-05,118.588
2002-06-06,120.807
2002-06-07,120.365
2002-06-10,120.111
2002-06-11,119.232
2002-06-12,119.166
2002-06-13,118.953
2002-06-14,118.62
2002-06-17,117.292
2002-06-18,117.817
2002-06-19,119.642
2002-06-20,119.773
2002-06-21,120.449
2002-06-24,120.647
2002-06-25,121.576
2002-06-26,122.783
2002-06-27,122.638
2002-06-28,123.226
2002-07-01,124.252
2002-07-02,121.419
2002-07-03,120.835
2002-07-04,121.323
2002-07-05,120.175
2002-07-08,122.596
2002-07-09,123.378
2002-07-10,121.096
2002-07-11,120.487
2002-07-12,121.037
2002-07-15,122.392
2002-07-16,119.94
2002-07-17,121.368
2002-07-18,121.519
2002-07-19,120.426
2002-07-22,118.368
2002-07-23,115.462
2002-07-24,112.303
2002-07-25,115.192
2002-07-26,113.296
2002-07-29,111.671
2002-07-30,113.595
2002-07-31,111.079
2002-08-01,111.106
2002-08-02,111.116
2002-08-05,110.28
2002-08-06,107.569
2002-08-07,108.099
2002-08-08,108.031
2002-08-09,109.372
2002-08-12,109.952
2002-08-13,110.527
2002-08-14,111.932
2002-08-15,111.099
2002-08-16,112.682
2002-08-19,111.818
2002-08-20,111.137
2002-08-21,112.432
2002-08-22,112.032
2002-08-23,111.858
2002-08-26,111.527
2002-08-27,112.49
2002-08-28,112.048
2002-08-29,112.078
2002-08-30,112.401
2002-09-02,112.551
2002-09-03,112.97
2002-09-04,112.834
2002-09-05,112.06
2002-09-06,110.251
2002-09-09,111.037
2002-09-10,110.966
2002-09-11,110.16
2002-09-12,109.749
2002-09-13,109.264
2002-09-16,108.182
2002-09-17,107.812
2002-09-18,107.044
2002-09-19,107.805
2002-09-20,107.13
2002-09-23,107.203
2002-09-24,104.8
2002-09-25,105.647
2002-09-26,106.295
2002-09-27,106.052
2002-09-30,108.679
2002-10-01,106.562
2002-10-02,107.83
2002-10-03,107.763
2002-10-04,106.376
2002-10-07,105.109
2002-10-08,103.726
2002-10-09,103.95
2002-10-10,104.062
2002-10-11,105.975
2002-10-14,106.224
2002-10-15,106.99
2002-10-16,107.355
2002-10-17,107.06
2002-10-18,107.358
2002-10-21,107.422
2002-10-22,107.775
2002-10-23,107.046
2002-10-24,107.498
2002-10-25,108.24
2002-10-28,110.621
2002-10-29,111.049
2002-10-30,111.46
2002-10-31,113.715
2002-11-01,114.422
2002-11-04,113.991
2002-11-05,114.08
2002-11-06,114.206
2002-11-07,116.453
2002-11-08,116.029
2002-11-11,115.116
2002-11-12,116.032
2002-11-13,115.765
2002-11-14,114.829
2002-11-15,114.735
2002-11-18,115.078
2002-11-19,116.169
2002-11-20,115.318
2002-11-21,114.889
2002-11-22,115.258
2002-11-25,115.048
2002-11-26,114.62
2002-11-27,113.752
2002-11-28,113.606
2002-11-29,113.104
2002-12-02,113.953
2002-12-03,113.336
2002-12-04,115.451
2002-12-05,114.967
2002-12-06,116.789
2002-12-09,115.202
2002-12-10,116.484
2002-12-11,116.782
2002-12-12,117.215
2002-12-13,117.705
2002-12-16,117.455
2002-12-17,118.738
2002-12-18,118.44
2002-12-19,118.095
2002-12-20,120.066
2002-12-23,121.105
2002-12-24,121.607
2002-12-25,121.607
2002-12-26,121.913
2002-12-27,120.863
2002-12-30,121.87
2002-12-31,122.348
2003-01-01,122.348
2003-01-02,120.92
2003-01-03,121.564
2003-01-06,122.31
2003-01-07,121.356
2003-01-08,120.55
2003-01-09,122.616
2003-01-10,122.091
2003-01-13,123.506
2003-01-14,124.937
2003-01-15,125.575
2003-01-16,126.078
2003-01-17,126.197
2003-01-20,125.936
2003-01-21,125.79
2003-01-22,125.821
2003-01-23,128.303
2003-01-24,131.125
2003-01-27,129.848
2003-01-28,129.886
2003-01-29,129.171
2003-01-30,125.885
2003-01-31,126.754
2003-02-03,127.984
2003-02-04,129.147
2003-02-05,128.311
2003-02-06,128.772
2003-02-07,128.451
2003-02-10,127.011
2003-02-11,125.968
2003-02-12,125.232
2003-02-13,127.518
2003-02-14,127.447
2003-02-17,127.441
2003-02-18,126.234
2003-02-19,127.962
2003-02-20,128.09
2003-02-21,128.396
2003-02-24,127.374
2003-02-25,126.379
2003-02-26,127.359
2003-02-27,128.499
2003-02-28,129.63
2003-03-03,131.107
2003-03-04,131.433
2003-03-05,132.963
2003-03-06,133.538
2003-03-07,134.595
2003-03-10,132.296
2003-03-11,131.687
2003-03-12,129.531
2003-03-13,127.887
2003-03-14,126.921
2003-03-17,125.986
2003-03-18,126.158
2003-03-19,125.586
2003-03-20,126.424
2003-03-21,126.753
2003-03-24,127.889
2003-03-25,128.21
2003-03-26,129.027
2003-03-27,129.372
2003-03-28,129.134
2003-03-31,131.257
2003-04-01,132.227
2003-04-02,132.894
2003-04-03,131.495
2003-04-04,131.698
2003-04-07,131.712
2003-04-08,131.632
2003-04-09,131.733
2003-04-10,134.178
2003-04-11,132.966
2003-04-14,133.767
2003-04-15,133.653
2003-04-16,132.789
2003-04-17,132.875
2003-04-18,132.875
2003-04-21,132.302
2003-04-22,133.846
2003-04-23,135.881
2003-04-24,138.271
2003-04-25,137.432
2003-04-28,138.712
2003-04-29,140.361
2003-04-30,143.234
2003-05-01,144.549
2003-05-02,148.187
2003-05-05,151.474
2003-05-06,154.259
2003-05-07,155.948
2003-05-08,156.282
2003-05-09,156.29
2003-05-12,159.055
2003-05-13,157.466
2003-05-14,157.739
2003-05-15,157.566
2003-05-16,158.123
2003-05-19,158.479
2003-05-20,160.236
2003-05-21,159.714
2003-05-22,158.913
2003-05-23,159.38
2003-05-26,160.476
2003-05-27,159.328
2003-05-28,156.956
2003-05-29,158.119
2003-05-30,153.755
2003-06-02,157.178
2003-06-03,158.862
2003-06-04,158.32
2003-06-05,160.963
2003-06-06,159.853
2003-06-09,160.721
2003-06-10,159.42
2003-06-11,160.902
2003-06-12,159.806
2003-06-13,160.983
2003-06-16,161.565
2003-06-17,160.323
2003-06-18,161.328
2003-06-19,161.239
2003-06-20,161.11
2003-06-23,159.549
2003-06-24,158.195
2003-06-25,158.129
2003-06-26,156.837
2003-06-27,157.504
2003-06-30,157.592
2003-07-01,159.709
2003-07-02,160.702
2003-07-03,160.34
2003-07-04,160.499
2003-07-07,159.098
2003-07-08,157.277
2003-07-09,158.071
2003-07-10,157.922
2003-07-11,157.439
2003-07-14,159.841
2003-07-15,160.096
2003-07-16,160.286
2003-07-17,159.616
2003-07-18,161.107
2003-07-21,161.532
2003-07-22,159.378
2003-07-23,163.063
2003-07-24,163.877
2003-07-25,165.244
2003-07-28,163.584
2003-07-29,163.464
2003-07-30,160.967
2003-07-31,157.515
2003-08-01,157.761
2003-08-04,158.77
2003-08-05,159.056
2003-08-06,158.491
2003-08-07,159.264
2003-08-08,158.408
2003-08-11,158.586
2003-08-12,158.759
2003-08-13,158.731
2003-08-14,158.897
2003-08-15,158.784
2003-08-18,157.212
2003-08-19,157.874
2003-08-20,158.056
2003-08-21,156.607
2003-08-22,155.29
2003-08-25,156.228
2003-08-26,156.815
2003-08-27,156.856
2003-08-28,157.611
2003-08-29,156.781
2003-09-01,156.994
2003-09-02,155.98
2003-09-03,155.244
2003-09-04,155.393
2003-09-05,157.516
2003-09-08,159.561
2003-09-09,160.421
2003-09-10,159.451
2003-09-11,159.341
2003-09-12,160.351
2003-09-15,158.927
2003-09-16,157.234
2003-09-17,157.196
2003-09-18,157.623
2003-09-19,159.819
2003-09-22,161.628
2003-09-23,161.467
2003-09-24,160.468
2003-09-25,159.053
2003-09-26,158.406
2003-09-29,159.816
2003-09-30,161.506
2003-10-01,162.203
2003-10-02,162.613
2003-10-03,162.414
2003-10-06,162.222
2003-10-07,163.063
2003-10-08,164.478
2003-10-09,162.939
2003-10-10,164.719
2003-10-13,163.915
2003-10-14,165.098
2003-10-15,164.782
2003-10-16,165.733
2003-10-17,164.313
2003-10-20,165.077
2003-10-21,165.512
2003-10-22,166.155
2003-10-23,164.311
2003-10-24,165.34
2003-10-27,164.931
2003-10-28,164.619
2003-10-29,164.653
2003-10-30,165.247
2003-10-31,165.072
2003-11-03,165.613
2003-11-04,166.317
2003-11-05,165.009
2003-11-06,164.695
2003-11-07,167.417
2003-11-10,167.273
2003-11-11,166.492
2003-11-12,169.327
2003-11-13,171.879
2003-11-14,173.857
2003-11-17,173.352
2003-11-18,176.897
2003-11-19,178.512
2003-11-20,176.635
2003-11-21,177.29
2003-11-24,177.611
2003-11-25,179.166
2003-11-26,180.562
2003-11-27,180.193
2003-11-28,182.127
2003-12-01,184.762
2003-12-02,185.787
2003-12-03,186.149
2003-12-04,184.057
2003-12-05,186.268
2003-12-08,187.442
2003-12-09,189.013
2003-12-10,187.993
2003-12-11,186.437
2003-12-12,187.751
2003-12-15,189.567
2003-12-16,187.803
2003-12-17,188.191
2003-12-18,189.256
2003-12-19,189.347
2003-12-22,191.491
2003-12-23,191.754
2003-12-24,192.295
2003-12-25,192.295
2003-12-26,192.218
2003-12-29,191.771
2003-12-30,192.048
2003-12-31,193.32
2004-01-01,193.32
2004-01-02,195.496
2004-01-05,197.826
2004-01-06,199.012
2004-01-07,200.537
2004-01-08,205.206
2004-01-09,208.217
2004-01-12,207.874
2004-01-13,210.27
2004-01-14,213.166
2004-01-15,212.963
2004-01-16,212.039
2004-01-19,211.168
2004-01-20,212.247
2004-01-21,214.092
2004-01-22,217.476
2004-01-23,215.753
2004-01-26,213.023
2004-01-27,216.36
2004-01-28,217.533
2004-01-29,211.43
2004-01-30,211.352
2004-02-02,217.233
2004-02-03,220.198
2004-02-04,220.789
2004-02-05,219.878
2004-02-06,220.752
2004-02-09,221.046
2004-02-10,222.657
2004-02-11,223.055
2004-02-12,226.46
2004-02-13,226.265
2004-02-16,225.233
2004-02-17,223.965
2004-02-18,224.914
2004-02-19,225.124
2004-02-20,222.144
2004-02-23,222.587
2004-02-24,222.629
2004-02-25,221.379
2004-02-26,219.999
2004-02-27,218.403
2004-03-01,220.438
2004-03-02,220.032
2004-03-03,219.401
2004-03-04,225.281
2004-03-05,231.187
2004-03-08,231.735
2004-03-09,227.997
2004-03-10,224.913
2004-03-11,221.121
2004-03-12,219.236
2004-03-15,216.925
2004-03-16,219.505
2004-03-17,219.312
2004-03-18,223.235
2004-03-19,224.621
2004-03-22,221.335
2004-03-23,219.809
2004-03-24,222.82
2004-03-25,224.664
2004-03-26,225.266
2004-03-29,228.013
2004-03-30,230.383
2004-03-31,233.532
2004-04-01,237.666
2004-04-02,235.496
2004-04-05,232.088
2004-04-06,233.629
2004-04-07,235.409
2004-04-08,236.234
2004-04-09,236.234
2004-04-12,235.571
2004-04-13,235.561
2004-04-14,234.676
2004-04-15,237.01
2004-04-16,240.837
2004-04-19,239.222
2004-04-20,236.901
2004-04-21,234.943
2004-04-22,232.044
2004-04-23,229.387
2004-04-26,233.565
2004-04-27,236.764
2004-04-28,234.57
2004-04-29,229.675
2004-04-30,228.516
2004-05-03,231.312
2004-05-04,237.45
2004-05-05,237.602
2004-05-06,235.711
2004-05-07,231.363
2004-05-10,224.332
2004-05-11,224.103
2004-05-12,220.792
2004-05-13,218.992
2004-05-14,215.084
2004-05-17,211.989
2004-05-18,213.539
2004-05-19,221.229
2004-05-20,219.262
2004-05-21,223.237
2004-05-24,226.066
2004-05-25,227.56
2004-05-26,228.494
2004-05-27,233.231
2004-05-28,230.074
2004-05-31,230.074
2004-06-01,225.749
2004-06-02,230.548
2004-06-03,230.825
2004-06-04,231.601
2004-06-07,236.147
2004-06-08,234.857
2004-06-09,228.351
2004-06-10,228.37
2004-06-11,228.821
2004-06-14,231.195
2004-06-15,230.718
2004-06-16,232.872
2004-06-17,235.618
2004-06-18,240.876
2004-06-21,240.356
2004-06-22,236.581
2004-06-23,238.597
2004-06-24,243.036
2004-06-25,242.858
2004-06-28,245.98
2004-06-29,245.536
2004-06-30,247.185
2004-07-01,246.335
2004-07-02,250.975
2004-07-05,249.491
2004-07-06,247.244
2004-07-07,251.239
2004-07-08,253.458
2004-07-09,256.765
2004-07-12,256.995
2004-07-13,257.815
2004-07-14,257.956
2004-07-15,256.788
2004-07-16,258.74
2004-07-19,259.611
2004-07-20,260.28
2004-07-21,257.1
2004-07-22,252.996
2004-07-23,252.363
2004-07-26,253.567
2004-07-27,254.525
2004-07-28,257.463
2004-07-29,256.778
2004-07-30,255.988
2004-08-02,254.127
2004-08-03,259.421
2004-08-04,258.715
2004-08-05,260.568
2004-08-06,258.951
2004-08-09,256.958
2004-08-10,259.871
2004-08-11,257.529
2004-08-12,261.992
2004-08-13,264.331
2004-08-16,262.707
2004-08-17,261.315
2004-08-18,262.121
2004-08-19,263.734
2004-08-20,263.159
2004-08-23,260.859
2004-08-24,257.601
2004-08-25,259.075
2004-08-26,260.673
2004-08-27,263.068
2004-08-30,262.856
2004-08-31,267.617
2004-09-01,268.639
2004-09-02,270.743
2004-09-03,270.323
2004-09-06,270.153
2004-09-07,267.657
2004-09-08,268.886
2004-09-09,269.796
2004-09-10,273.283
2004-09-13,270.105
2004-09-14,273.87
2004-09-15,270.171
2004-09-16,270.422
2004-09-17,271.17
2004-09-20,272.584
2004-09-21,280.906
2004-09-22,279.035
2004-09-23,280.769
2004-09-24,280.132
2004-09-27,283.218
2004-09-28,280.001
2004-09-29,281.618
2004-09-30,285.182
2004-10-01,290.732
2004-10-04,289.295
2004-10-05,293.782
2004-10-06,297.88
2004-10-07,299.089
2004-10-08,302.307
2004-10-11,300.189
2004-10-12,292.469
2004-10-13,288.521
2004-10-14,293.144
2004-10-15,295.83
2004-10-18,298.891
2004-10-19,298.53
2004-10-20,296.609
2004-10-21,299.162
2004-10-22,299.336
2004-10-25,298.213
2004-10-26,298.19
2004-10-27,298.789
2004-10-28,300.687
2004-10-29,296.844
2004-11-01,297.416
2004-11-02,302.981
2004-11-03,307.376
2004-11-04,317.284
2004-11-05,320.901
2004-11-08,323.884
2004-11-09,323.515
2004-11-10,326.339
2004-11-11,327.622
2004-11-12,325.238
2004-11-15,322.366
2004-11-16,322.195
2004-11-17,329.525
2004-11-18,329.945
2004-11-19,336.275
2004-11-22,337.162
2004-11-23,339.665
2004-11-24,339.497
2004-11-25,344.26
2004-11-26,344.246
2004-11-29,344.84
2004-11-30,341.36
2004-12-01,347.954
2004-12-02,348.446
2004-12-03,355.329
2004-12-06,360.915
2004-12-07,360.543
2004-12-08,356.233
2004-12-09,351.998
2004-12-10,350.936
2004-12-13,357.25
2004-12-14,359.286
2004-12-15,359.251
2004-12-16,362.468
2004-12-17,357.547
2004-12-20,362.289
2004-12-21,363.688
2004-12-22,367.096
2004-12-23,371.467
2004-12-24,372.43
2004-12-27,373.404
2004-12-28,373.797
2004-12-29,374.542
2004-12-30,374.439
2004-12-31,373.409
2005-01-03,371.975
2005-01-04,369.212
2005-01-05,366.028
2005-01-06,363.147
2005-01-07,364.935
2005-01-10,363.34
2005-01-11,360.741
2005-01-12,360.001
2005-01-13,359.232
2005-01-14,359.947
2005-01-17,362.22
2005-01-18,362.445
2005-01-19,363.422
2005-01-20,359.958
2005-01-21,361.764
2005-01-24,365.014
2005-01-25,369.277
2005-01-26,374.303
2005-01-27,376.578
2005-01-28,374.137
2005-01-31,377.276
2005-02-01,377.136
2005-02-02,378.26
2005-02-03,373.908
2005-02-04,378.798
2005-02-07,378.884
2005-02-08,377.419
2005-02-09,377.476
2005-02-10,382.017
2005-02-11,385.196
2005-02-14,388.74
2005-02-15,396.116
2005-02-16,400.841
2005-02-17,403.644
2005-02-18,409.045
2005-02-21,407.32
2005-02-22,406.124
2005-02-23,402.349
2005-02-24,407.195
2005-02-25,412.667
2005-02-28,415.784
2005-03-01,411.283
2005-03-02,405.284
2005-03-03,410.095
2005-03-04,419.535
2005-03-07,421.435
2005-03-08,426.991
2005-03-09,423.271
2005-03-10,417.761
2005-03-11,418.88
2005-03-14,423.88
2005-03-15,414.641
2005-03-16,414.352
2005-03-17,409.015
2005-03-18,401.023
2005-03-21,398.728
2005-03-22,400.136
2005-03-23,390.441
2005-03-24,386.111
2005-03-25,386.111
2005-03-28,383.402
2005-03-29,386.006
2005-03-30,388.744
2005-03-31,384.457
2005-04-01,389.589
2005-04-04,388.995
2005-04-05,392.004
2005-04-06,391.618
2005-04-07,393.049
2005-04-08,392.052
2005-04-11,391.286
2005-04-12,389.879
2005-04-13,392.159
2005-04-14,384.917
2005-04-15,383.74
2005-04-18,371.999
2005-04-19,369.574
2005-04-20,372.444
2005-04-21,376.866
2005-04-22,374.621
2005-04-25,374.426
2005-04-26,375.861
2005-04-27,367.946
2005-04-28,365.417
2005-04-29,366.606
2005-05-02,365.674
2005-05-03,364.981
2005-05-04,366.2
2005-05-05,365.762
2005-05-06,361.562
2005-05-09,366.889
2005-05-10,369.74
2005-05-11,368.059
2005-05-12,363.873
2005-05-13,358.536
2005-05-16,357.828
2005-05-17,356.793
2005-05-18,363.293
2005-05-19,365.655
2005-05-20,369.181
2005-05-23,373.983
2005-05-24,375.15
2005-05-25,384.011
2005-05-26,381.816
2005-05-27,392.424
2005-05-30,396.414
2005-05-31,392.916
2005-06-01,395.943
2005-06-02,399.18
2005-06-03,395.939
2005-06-06,394.667
2005-06-07,391.267
2005-06-08,397.88
2005-06-09,396.955
2005-06-10,403.215
2005-06-13,399.354
2005-06-14,404.24
2005-06-15,408.392
2005-06-16,410.32
2005-06-17,422.723
2005-06-20,419.719
2005-06-21,419.29
2005-06-22,415.426
2005-06-23,414.902
2005-06-24,418.917
2005-06-27,424.754
2005-06-28,424.862
2005-06-29,424.34
2005-06-30,432.326
2005-07-01,433.42
2005-07-04,427.904
2005-07-05,433.033
2005-07-06,434.357
2005-07-07,435.005
2005-07-08,439.446
2005-07-11,439.529
2005-07-12,442.661
2005-07-13,441.623
2005-07-14,443.155
2005-07-15,434.959
2005-07-18,436.163
2005-07-19,436.591
2005-07-20,436.87
2005-07-21,437.794
2005-07-22,437.608
2005-07-25,440.023
2005-07-26,439.837
2005-07-27,446.118
2005-07-28,454.301
2005-07-29,456.264
2005-08-01,464.71
2005-08-02,465.163
2005-08-03,473.177
2005-08-04,472.376
2005-08-05,468.605
2005-08-08,469.126
2005-08-09,477.237
2005-08-10,483.781
2005-08-11,485.911
2005-08-12,485.237
2005-08-15,482.641
2005-08-16,478.807
2005-08-17,473.883
2005-08-18,460.483
2005-08-19,465.368
2005-08-22,475.153
2005-08-23,476.247
2005-08-24,475.84
2005-08-25,490.511
2005-08-26,489.55
2005-08-29,492.612
2005-08-30,492.425
2005-08-31,501.765
2005-09-01,510.888
2005-09-02,512.462
2005-09-05,508.443
2005-09-06,503.857
2005-09-07,507.564
2005-09-08,506.086
2005-09-09,516.351
2005-09-12,520.614
2005-09-13,520.219
2005-09-14,526.366
2005-09-15,520.004
2005-09-16,524.946
2005-09-19,524.382
2005-09-20,531.658
2005-09-21,536.746
2005-09-22,534.934
2005-09-23,528.765
2005-09-26,523.335
2005-09-27,526.143
2005-09-28,527.125
2005-09-29,526.042
2005-09-30,533.686
2005-10-03,535.588
2005-10-04,531.172
2005-10-05,519.317
2005-10-06,514.323
2005-10-07,510.865
2005-10-10,514.564
2005-10-11,514.588
2005-10-12,515.184
2005-10-13,492.482
2005-10-14,491.49
2005-10-17,492.098
2005-10-18,481.906
2005-10-19,478.07
2005-10-20,479.583
2005-10-21,477.401
2005-10-24,479.581
2005-10-25,488.908
2005-10-26,488.059
2005-10-27,492.719
2005-10-28,491.467
2005-10-31,498.57
2005-11-01,499.111
2005-11-02,509.129
2005-11-03,505.13
2005-11-04,500.054
2005-11-07,498.531
