Date,AUSTRIA SMID VALUE SMID (Small+Mid Cap)
2005-03-31,389.134
2005-04-01,394.328
2005-04-04,393.727
2005-04-05,396.773
2005-04-06,396.382
2005-04-07,397.83
2005-04-08,396.821
2005-04-11,396.046
2005-04-12,394.622
2005-04-13,396.929
2005-04-14,389.599
2005-04-15,388.371
2005-04-18,376.489
2005-04-19,374.034
2005-04-20,376.939
2005-04-21,381.415
2005-04-22,379.142
2005-04-25,378.945
2005-04-26,380.184
2005-04-27,372.178
2005-04-28,369.62
2005-04-29,370.823
2005-05-02,369.879
2005-05-03,369.179
2005-05-04,370.412
2005-05-05,369.969
2005-05-06,365.721
2005-05-09,371.109
2005-05-10,373.992
2005-05-11,372.292
2005-05-12,368.058
2005-05-13,362.324
2005-05-16,361.608
2005-05-17,360.562
2005-05-18,367.131
2005-05-19,369.518
2005-05-20,373.081
2005-05-23,377.215
2005-05-24,378.392
2005-05-25,387.331
2005-05-26,385.116
2005-05-27,395.816
2005-05-30,399.84
2005-05-31,396.312
2005-06-01,399.366
2005-06-02,402.63
2005-06-03,399.361
2005-06-06,398.079
2005-06-07,394.649
2005-06-08,401.319
2005-06-09,400.386
2005-06-10,406.701
2005-06-13,402.806
2005-06-14,407.734
2005-06-15,411.922
2005-06-16,413.867
2005-06-17,426.377
2005-06-20,423.347
2005-06-21,422.914
2005-06-22,419.017
2005-06-23,418.488
2005-06-24,422.538
2005-06-27,428.425
2005-06-28,428.535
2005-06-29,428.008
2005-06-30,436.063
2005-07-01,437.166
2005-07-04,431.602
2005-07-05,436.776
2005-07-06,438.112
2005-07-07,438.765
2005-07-08,443.245
2005-07-11,443.328
2005-07-12,446.17
2005-07-13,445.123
2005-07-14,446.667
2005-07-15,438.406
2005-07-18,439.62
2005-07-19,440.052
2005-07-20,440.332
2005-07-21,441.264
2005-07-22,441.077
2005-07-25,443.511
2005-07-26,443.323
2005-07-27,449.654
2005-07-28,457.902
2005-07-29,459.881
2005-08-01,468.393
2005-08-02,468.85
2005-08-03,476.928
2005-08-04,476.12
2005-08-05,472.319
2005-08-08,472.845
2005-08-09,481.02
2005-08-10,487.615
2005-08-11,489.763
2005-08-12,489.083
2005-08-15,486.467
2005-08-16,482.602
2005-08-17,477.639
2005-08-18,464.133
2005-08-19,469.057
2005-08-22,478.919
2005-08-23,480.022
2005-08-24,479.612
2005-08-25,494.399
2005-08-26,493.43
2005-08-29,496.516
2005-08-30,496.328
2005-08-31,505.742
2005-09-01,514.937
2005-09-02,516.523
2005-09-05,512.473
2005-09-06,507.85
2005-09-07,511.587
2005-09-08,510.098
2005-09-09,520.443
2005-09-12,524.741
2005-09-13,524.343
2005-09-14,530.538
2005-09-15,524.126
2005-09-16,529.107
2005-09-19,528.538
2005-09-20,535.871
2005-09-21,541.0
2005-09-22,539.174
2005-09-23,532.956
2005-09-26,527.483
2005-09-27,530.314
2005-09-28,531.303
2005-09-29,530.212
2005-09-30,537.916
2005-10-03,539.833
2005-10-04,535.382
2005-10-05,523.433
2005-10-06,518.399
2005-10-07,514.914
2005-10-10,518.642
2005-10-11,518.667
2005-10-12,519.268
2005-10-13,496.386
2005-10-14,495.386
2005-10-17,495.999
2005-10-18,485.726
2005-10-19,481.86
2005-10-20,483.384
2005-10-21,481.185
2005-10-24,483.382
2005-10-25,492.783
2005-10-26,491.928
2005-10-27,496.624
2005-10-28,495.362
2005-10-31,502.521
2005-11-01,503.067
2005-11-02,513.165
2005-11-03,509.134
2005-11-04,504.017
2005-11-07,502.482
