Date,AUSTRIA SMID VALUE SMID (Small+Mid Cap)
2001-01-01,95.94
2001-01-02,96.641
2001-01-03,95.443
2001-01-04,95.505
2001-01-05,97.038
2001-01-08,96.972
2001-01-09,96.086
2001-01-10,96.625
2001-01-11,98.011
2001-01-12,98.853
2001-01-15,98.915
2001-01-16,98.555
2001-01-17,97.54
2001-01-18,97.431
2001-01-19,96.951
2001-01-22,97.026
2001-01-23,96.844
2001-01-24,94.722
2001-01-25,94.395
2001-01-26,94.993
2001-01-29,94.699
2001-01-30,95.897
2001-01-31,96.74
2001-02-01,100.148
2001-02-02,99.205
2001-02-05,100.222
2001-02-06,99.446
2001-02-07,100.797
2001-02-08,99.803
2001-02-09,99.76
2001-02-12,100.819
2001-02-13,100.147
2001-02-14,99.227
2001-02-15,98.55
2001-02-16,100.689
2001-02-19,101.546
2001-02-20,101.64
2001-02-21,101.47
2001-02-22,100.838
2001-02-23,100.708
2001-02-26,100.888
2001-02-27,103.089
2001-02-28,102.326
2001-03-01,103.477
2001-03-02,103.816
2001-03-05,103.166
2001-03-06,103.602
2001-03-07,104.951
2001-03-08,105.193
2001-03-09,104.602
2001-03-12,104.351
2001-03-13,102.929
2001-03-14,101.184
2001-03-15,99.816
2001-03-16,97.156
2001-03-19,97.15
2001-03-20,97.8
2001-03-21,96.648
2001-03-22,93.351
2001-03-23,95.385
2001-03-26,96.174
2001-03-27,97.212
2001-03-28,96.681
2001-03-29,95.927
2001-03-30,96.893
2001-04-02,96.228
2001-04-03,96.418
2001-04-04,98.583
2001-04-05,99.168
2001-04-06,98.901
2001-04-09,99.717
2001-04-10,99.096
2001-04-11,98.117
2001-04-12,98.98
2001-04-13,98.98
2001-04-16,97.966
2001-04-17,97.854
2001-04-18,97.944
2001-04-19,99.091
2001-04-20,100.703
2001-04-23,99.956
2001-04-24,99.853
2001-04-25,99.776
2001-04-26,100.878
2001-04-27,100.6
2001-04-30,100.049
2001-05-01,100.584
2001-05-02,100.5
2001-05-03,99.848
2001-05-04,99.259
2001-05-07,98.748
2001-05-08,98.368
2001-05-09,98.541
2001-05-10,99.276
2001-05-11,98.723
2001-05-14,97.993
2001-05-15,98.173
2001-05-16,99.32
2001-05-17,100.503
2001-05-18,100.272
2001-05-21,99.227
2001-05-22,98.318
2001-05-23,97.069
2001-05-24,96.713
2001-05-25,96.088
2001-05-28,96.556
2001-05-29,95.51
2001-05-30,96.674
2001-05-31,96.489
2001-06-01,97.169
2001-06-04,97.301
2001-06-05,99.105
2001-06-06,99.064
2001-06-07,98.662
2001-06-08,98.824
2001-06-11,97.294
2001-06-12,98.39
2001-06-13,99.672
2001-06-14,100.55
2001-06-15,100.117
2001-06-18,100.466
2001-06-19,101.36
2001-06-20,100.474
2001-06-21,99.995
2001-06-22,100.928
2001-06-25,101.557
2001-06-26,101.63
2001-06-27,100.7
2001-06-28,98.586
2001-06-29,98.013
2001-07-02,98.042
2001-07-03,97.879
2001-07-04,98.414
2001-07-05,97.611
2001-07-06,98.09
2001-07-09,99.358
2001-07-10,100.821
2001-07-11,100.835
2001-07-12,100.135
2001-07-13,100.327
2001-07-16,100.684
2001-07-17,99.836
2001-07-18,102.216
2001-07-19,102.97
2001-07-20,103.845
2001-07-23,103.729
2001-07-24,104.285
2001-07-25,104.636
2001-07-26,104.259
2001-07-27,103.963
2001-07-30,104.201
2001-07-31,103.517
2001-08-01,104.445
2001-08-02,104.076
2001-08-03,103.998
2001-08-06,103.69
2001-08-07,103.235
2001-08-08,103.043
2001-08-09,103.741
2001-08-10,105.331
2001-08-13,106.606
2001-08-14,105.679
2001-08-15,107.302
2001-08-16,107.462
2001-08-17,107.683
2001-08-20,106.142
2001-08-21,106.523
2001-08-22,107.512
2001-08-23,106.925
2001-08-24,107.05
2001-08-27,106.446
2001-08-28,106.611
2001-08-29,106.978
2001-08-30,106.388
2001-08-31,106.454
2001-09-03,105.941
2001-09-04,104.231
2001-09-05,103.609
2001-09-06,103.275
2001-09-07,104.642
2001-09-10,103.046
2001-09-11,103.21
2001-09-12,102.862
2001-09-13,102.392
2001-09-14,102.059
2001-09-17,101.327
2001-09-18,100.714
2001-09-19,102.533
2001-09-20,100.664
2001-09-21,97.132
2001-09-24,97.319
2001-09-25,98.377
2001-09-26,98.864
2001-09-27,99.297
2001-09-28,98.405
2001-10-01,99.788
2001-10-02,99.502
2001-10-03,99.81
2001-10-04,98.977
2001-10-05,97.92
2001-10-08,97.505
2001-10-09,96.914
2001-10-10,95.744
2001-10-11,95.51
2001-10-12,96.988
2001-10-15,96.418
2001-10-16,97.286
2001-10-17,97.328
2001-10-18,97.006
2001-10-19,94.223
2001-10-22,92.768
2001-10-23,93.083
2001-10-24,92.768
2001-10-25,92.694
2001-10-26,92.285
2001-10-29,93.002
2001-10-30,93.186
2001-10-31,93.272
2001-11-01,93.867
2001-11-02,93.308
2001-11-05,92.442
2001-11-06,92.812
2001-11-07,93.892
2001-11-08,93.464
2001-11-09,93.262
2001-11-12,93.014
2001-11-13,91.608
2001-11-14,93.024
2001-11-15,93.308
2001-11-16,93.869
2001-11-19,93.063
2001-11-20,94.069
2001-11-21,93.455
2001-11-22,93.674
2001-11-23,93.208
2001-11-26,93.248
2001-11-27,94.016
2001-11-28,94.508
2001-11-29,95.158
2001-11-30,96.695
2001-12-03,95.79
2001-12-04,96.231
2001-12-05,96.807
2001-12-06,97.564
2001-12-07,97.91
2001-12-10,97.524
2001-12-11,97.365
2001-12-12,98.272
2001-12-13,98.802
2001-12-14,98.913
2001-12-17,98.974
2001-12-18,98.689
2001-12-19,97.879
2001-12-20,97.025
2001-12-21,97.325
2001-12-24,96.354
2001-12-25,96.354
2001-12-26,96.436
2001-12-27,98.648
2001-12-28,97.479
2001-12-31,98.377
2002-01-01,98.377
2002-01-02,99.839
2002-01-03,100.075
2002-01-04,99.657
2002-01-07,98.497
2002-01-08,97.63
2002-01-09,97.077
2002-01-10,97.746
2002-01-11,97.389
2002-01-14,97.769
2002-01-15,97.931
2002-01-16,96.967
2002-01-17,97.436
2002-01-18,97.707
2002-01-21,98.451
2002-01-22,98.838
2002-01-23,98.991
2002-01-24,98.84
2002-01-25,97.412
2002-01-28,97.745
2002-01-29,97.892
2002-01-30,97.962
2002-01-31,98.117
2002-02-01,98.454
2002-02-04,99.593
2002-02-05,100.338
2002-02-06,100.779
2002-02-07,101.559
2002-02-08,102.043
2002-02-11,103.486
2002-02-12,103.558
2002-02-13,103.73
2002-02-14,103.745
2002-02-15,103.424
2002-02-18,102.706
2002-02-19,104.412
2002-02-20,104.426
2002-02-21,104.957
2002-02-22,106.147
2002-02-25,105.238
2002-02-26,104.527
2002-02-27,103.942
2002-02-28,102.74
2002-03-01,103.298
2002-03-04,105.555
2002-03-05,106.489
2002-03-06,106.267
2002-03-07,106.702
2002-03-08,107.311
2002-03-11,107.211
2002-03-12,106.735
2002-03-13,106.447
2002-03-14,106.994
2002-03-15,107.415
2002-03-18,107.331
2002-03-19,107.743
2002-03-20,108.155
2002-03-21,107.759
2002-03-22,108.851
2002-03-25,109.662
2002-03-26,109.564
2002-03-27,109.842
2002-03-28,110.506
2002-03-29,110.506
2002-04-01,111.412
2002-04-02,112.252
2002-04-03,112.272
2002-04-04,111.196
2002-04-05,112.239
2002-04-08,111.786
2002-04-09,111.823
2002-04-10,112.677
2002-04-11,113.759
2002-04-12,113.808
2002-04-15,114.447
2002-04-16,114.544
2002-04-17,115.78
2002-04-18,116.678
2002-04-19,116.613
2002-04-22,115.592
2002-04-23,115.94
2002-04-24,115.538
2002-04-25,116.136
2002-04-26,116.114
2002-04-29,118.225
2002-04-30,119.178
2002-05-01,119.852
2002-05-02,120.046
2002-05-03,120.883
2002-05-06,121.494
2002-05-07,120.215
2002-05-08,119.724
2002-05-09,119.679
2002-05-10,120.463
2002-05-13,120.802
2002-05-14,119.365
2002-05-15,120.063
2002-05-16,120.424
2002-05-17,121.858
2002-05-20,121.913
2002-05-21,121.21
2002-05-22,122.358
2002-05-23,121.725
2002-05-24,121.577
2002-05-27,121.446
2002-05-28,123.237
2002-05-29,123.066
2002-05-30,123.77
2002-05-31,122.0
2002-06-03,122.124
2002-06-04,122.336
2002-06-05,121.808
2002-06-06,124.087
2002-06-07,123.633
2002-06-10,123.346
2002-06-11,122.444
2002-06-12,122.376
2002-06-13,122.131
2002-06-14,121.789
2002-06-17,120.426
2002-06-18,120.965
2002-06-19,122.839
2002-06-20,122.974
2002-06-21,123.668
2002-06-24,123.87
2002-06-25,124.825
2002-06-26,126.064
2002-06-27,125.915
2002-06-28,126.519
2002-07-01,127.572
2002-07-02,124.663
2002-07-03,124.063
2002-07-04,124.565
2002-07-05,123.386
2002-07-08,125.871
2002-07-09,126.538
2002-07-10,124.198
2002-07-11,123.573
2002-07-12,124.137
2002-07-15,125.527
2002-07-16,123.012
2002-07-17,124.477
2002-07-18,124.631
2002-07-19,123.511
2002-07-22,121.399
2002-07-23,118.419
2002-07-24,115.18
2002-07-25,118.143
2002-07-26,116.198
2002-07-29,114.531
2002-07-30,116.504
2002-07-31,113.924
2002-08-01,113.951
2002-08-02,113.962
2002-08-05,113.105
2002-08-06,110.324
2002-08-07,110.867
2002-08-08,110.798
2002-08-09,112.174
2002-08-12,112.768
2002-08-13,113.358
2002-08-14,114.799
2002-08-15,113.944
2002-08-16,115.568
2002-08-19,114.682
2002-08-20,113.984
2002-08-21,115.312
2002-08-22,114.901
2002-08-23,114.723
2002-08-26,114.383
2002-08-27,115.371
2002-08-28,114.918
2002-08-29,114.949
2002-08-30,115.28
2002-09-02,115.434
2002-09-03,115.863
2002-09-04,115.724
2002-09-05,114.93
2002-09-06,113.075
2002-09-09,113.881
2002-09-10,113.808
2002-09-11,112.981
2002-09-12,112.56
2002-09-13,112.063
2002-09-16,110.953
2002-09-17,110.574
2002-09-18,109.785
2002-09-19,110.567
2002-09-20,109.873
2002-09-23,109.949
2002-09-24,107.485
2002-09-25,108.353
2002-09-26,109.017
2002-09-27,108.768
2002-09-30,111.462
2002-10-01,109.291
2002-10-02,110.592
2002-10-03,110.523
2002-10-04,109.101
2002-10-07,107.801
2002-10-08,106.383
2002-10-09,106.613
2002-10-10,106.727
2002-10-11,108.689
2002-10-14,108.945
2002-10-15,109.73
2002-10-16,110.105
2002-10-17,109.802
2002-10-18,110.108
2002-10-21,110.173
2002-10-22,110.535
2002-10-23,109.788
2002-10-24,110.251
2002-10-25,111.013
2002-10-28,113.455
2002-10-29,113.894
2002-10-30,114.315
2002-10-31,116.628
2002-11-01,117.352
2002-11-04,116.911
2002-11-05,117.001
2002-11-06,117.131
2002-11-07,119.436
2002-11-08,119.001
2002-11-11,118.064
2002-11-12,119.004
2002-11-13,118.73
2002-11-14,117.77
2002-11-15,117.674
2002-11-18,118.025
2002-11-19,119.145
2002-11-20,118.272
2002-11-21,117.832
2002-11-22,118.211
2002-11-25,117.994
2002-11-26,117.556
2002-11-27,116.665
2002-11-28,116.516
2002-11-29,116.001
2002-12-02,116.871
2002-12-03,116.239
2002-12-04,118.408
2002-12-05,117.911
2002-12-06,119.78
2002-12-09,118.152
2002-12-10,119.467
2002-12-11,119.774
2002-12-12,120.217
2002-12-13,120.72
2002-12-16,120.463
2002-12-17,121.78
2002-12-18,121.473
2002-12-19,121.12
2002-12-20,123.141
2002-12-23,124.207
2002-12-24,124.721
2002-12-25,124.721
2002-12-26,125.036
2002-12-27,123.958
2002-12-30,124.991
2002-12-31,125.481
2003-01-01,125.481
2003-01-02,124.017
2003-01-03,124.677
2003-01-06,125.443
2003-01-07,124.464
2003-01-08,123.638
2003-01-09,125.756
2003-01-10,125.218
2003-01-13,126.67
2003-01-14,128.137
2003-01-15,128.792
2003-01-16,129.308
2003-01-17,129.429
2003-01-20,129.161
2003-01-21,129.012
2003-01-22,129.044
2003-01-23,131.589
2003-01-24,134.484
2003-01-27,133.162
2003-01-28,133.201
2003-01-29,132.467
2003-01-30,129.098
2003-01-31,129.989
2003-02-03,131.25
2003-02-04,132.443
2003-02-05,131.585
2003-02-06,132.058
2003-02-07,131.729
2003-02-10,130.253
2003-02-11,129.183
2003-02-12,128.428
2003-02-13,130.772
2003-02-14,130.699
2003-02-17,130.694
2003-02-18,129.456
2003-02-19,131.228
2003-02-20,131.36
2003-02-21,131.673
2003-02-24,130.624
2003-02-25,129.605
2003-02-26,130.609
2003-02-27,131.779
2003-02-28,132.939
2003-03-03,134.453
2003-03-04,134.788
2003-03-05,136.357
2003-03-06,136.946
2003-03-07,138.031
2003-03-10,135.672
2003-03-11,135.048
2003-03-12,132.837
2003-03-13,131.151
2003-03-14,130.16
2003-03-17,129.202
2003-03-18,129.377
2003-03-19,128.791
2003-03-20,129.651
2003-03-21,129.988
2003-03-24,131.153
2003-03-25,131.483
2003-03-26,132.32
2003-03-27,132.674
2003-03-28,132.43
2003-03-31,134.607
2003-04-01,135.601
2003-04-02,136.285
2003-04-03,134.851
2003-04-04,135.059
2003-04-07,135.074
2003-04-08,134.978
2003-04-09,135.081
2003-04-10,137.588
2003-04-11,136.308
2003-04-14,137.13
2003-04-15,137.012
2003-04-16,136.127
2003-04-17,136.215
2003-04-18,136.215
2003-04-21,135.627
2003-04-22,137.21
2003-04-23,139.296
2003-04-24,141.747
2003-04-25,140.886
2003-04-28,142.199
2003-04-29,143.752
2003-04-30,146.694
2003-05-01,148.041
2003-05-02,151.768
2003-05-05,155.134
2003-05-06,157.986
2003-05-07,159.716
2003-05-08,160.057
2003-05-09,160.066
2003-05-12,162.897
2003-05-13,161.27
2003-05-14,161.549
2003-05-15,161.287
2003-05-16,161.857
2003-05-19,162.222
2003-05-20,163.87
2003-05-21,163.337
2003-05-22,162.518
2003-05-23,162.996
2003-05-26,163.782
2003-05-27,162.611
2003-05-28,160.19
2003-05-29,161.377
2003-05-30,156.923
2003-06-02,160.387
2003-06-03,162.107
2003-06-04,161.544
2003-06-05,164.242
2003-06-06,163.109
2003-06-09,163.995
2003-06-10,162.667
2003-06-11,164.179
2003-06-12,163.061
2003-06-13,164.262
2003-06-16,164.856
2003-06-17,163.588
2003-06-18,164.614
2003-06-19,164.522
2003-06-20,164.392
2003-06-23,162.798
2003-06-24,161.417
2003-06-25,161.349
2003-06-26,160.032
2003-06-27,160.712
2003-06-30,160.802
2003-07-01,162.962
2003-07-02,163.975
2003-07-03,163.606
2003-07-04,163.767
2003-07-07,162.151
2003-07-08,160.295
2003-07-09,161.104
2003-07-10,160.952
2003-07-11,160.46
2003-07-14,162.908
2003-07-15,163.168
2003-07-16,163.361
2003-07-17,162.679
2003-07-18,164.198
2003-07-21,164.632
2003-07-22,162.437
2003-07-23,166.192
2003-07-24,167.022
2003-07-25,168.415
2003-07-28,166.723
2003-07-29,166.6
2003-07-30,164.056
2003-07-31,160.538
2003-08-01,160.788
2003-08-04,161.817
2003-08-05,162.108
2003-08-06,161.533
2003-08-07,162.32
2003-08-08,161.448
2003-08-11,161.629
2003-08-12,161.805
2003-08-13,161.777
2003-08-14,161.946
2003-08-15,161.831
2003-08-18,160.228
2003-08-19,160.903
2003-08-20,161.089
2003-08-21,159.613
2003-08-22,158.27
2003-08-25,159.225
2003-08-26,159.824
2003-08-27,159.865
2003-08-28,160.635
2003-08-29,159.789
2003-09-01,160.006
2003-09-02,158.973
2003-09-03,158.223
2003-09-04,158.374
2003-09-05,160.538
2003-09-08,162.623
2003-09-09,163.499
2003-09-10,162.51
2003-09-11,162.399
2003-09-12,163.428
2003-09-15,161.976
2003-09-16,160.251
2003-09-17,160.212
2003-09-18,160.648
2003-09-19,162.885
2003-09-22,164.729
2003-09-23,164.565
2003-09-24,163.547
2003-09-25,162.105
2003-09-26,161.446
2003-09-29,162.883
2003-09-30,164.605
2003-10-01,165.316
2003-10-02,165.733
2003-10-03,165.53
2003-10-06,165.335
2003-10-07,166.192
2003-10-08,167.634
2003-10-09,166.065
2003-10-10,167.88
2003-10-13,167.06
2003-10-14,168.266
2003-10-15,167.944
2003-10-16,168.913
2003-10-17,167.466
2003-10-20,168.245
2003-10-21,168.688
2003-10-22,169.343
2003-10-23,167.464
2003-10-24,168.513
2003-10-27,168.096
2003-10-28,167.778
2003-10-29,167.813
2003-10-30,168.417
2003-10-31,168.239
2003-11-03,168.79
2003-11-04,169.508
2003-11-05,168.175
2003-11-06,167.856
2003-11-07,170.63
2003-11-10,170.483
2003-11-11,169.687
2003-11-12,172.576
2003-11-13,175.177
2003-11-14,177.193
2003-11-17,176.679
2003-11-18,180.291
2003-11-19,181.938
2003-11-20,180.025
2003-11-21,180.692
2003-11-24,181.019
2003-11-25,182.604
2003-11-26,184.027
2003-11-27,183.65
2003-11-28,185.622
2003-12-01,188.307
2003-12-02,189.352
2003-12-03,189.721
2003-12-04,187.589
2003-12-05,189.843
2003-12-08,191.039
2003-12-09,192.64
2003-12-10,191.6
2003-12-11,190.015
2003-12-12,191.354
2003-12-15,193.204
2003-12-16,191.407
2003-12-17,191.802
2003-12-18,192.888
2003-12-19,192.981
2003-12-22,195.166
2003-12-23,195.434
2003-12-24,195.985
2003-12-25,195.985
2003-12-26,195.906
2003-12-29,195.45
2003-12-30,195.733
2003-12-31,197.03
2004-01-01,197.03
2004-01-02,199.247
2004-01-05,201.622
2004-01-06,202.831
2004-01-07,204.385
2004-01-08,209.144
2004-01-09,212.212
2004-01-12,211.863
2004-01-13,214.304
2004-01-14,217.256
2004-01-15,217.05
2004-01-16,216.107
2004-01-19,215.22
2004-01-20,216.319
2004-01-21,218.2
2004-01-22,221.649
2004-01-23,219.893
2004-01-26,217.111
2004-01-27,220.512
2004-01-28,221.692
2004-01-29,215.473
2004-01-30,215.393
2004-02-02,221.387
2004-02-03,224.409
2004-02-04,225.011
2004-02-05,224.082
2004-02-06,224.973
2004-02-09,225.273
2004-02-10,226.914
2004-02-11,227.321
2004-02-12,230.79
2004-02-13,230.592
2004-02-16,229.54
2004-02-17,228.248
2004-02-18,229.215
2004-02-19,229.429
2004-02-20,226.391
2004-02-23,226.843
2004-02-24,226.886
2004-02-25,225.612
2004-02-26,224.206
2004-02-27,222.579
2004-03-01,224.654
2004-03-02,224.239
2004-03-03,223.596
2004-03-04,229.589
2004-03-05,235.608
2004-03-08,236.166
2004-03-09,232.357
2004-03-10,229.214
2004-03-11,225.349
2004-03-12,223.429
2004-03-15,221.073
2004-03-16,223.703
2004-03-17,223.506
2004-03-18,227.504
2004-03-19,228.916
2004-03-22,225.567
2004-03-23,224.012
2004-03-24,227.08
2004-03-25,228.96
2004-03-26,229.574
2004-03-29,232.373
2004-03-30,234.788
2004-03-31,237.998
2004-04-01,242.211
2004-04-02,239.999
2004-04-05,236.526
2004-04-06,238.097
2004-04-07,239.911
2004-04-08,240.752
2004-04-09,240.752
2004-04-12,240.076
2004-04-13,240.065
2004-04-14,239.164
2004-04-15,241.542
2004-04-16,245.442
2004-04-19,243.797
2004-04-20,241.432
2004-04-21,239.435
2004-04-22,236.481
2004-04-23,233.773
2004-04-26,238.032
2004-04-27,241.105
2004-04-28,238.87
2004-04-29,233.885
2004-04-30,232.706
2004-05-03,235.553
2004-05-04,241.803
2004-05-05,241.958
2004-05-06,239.858
2004-05-07,235.433
2004-05-10,228.278
2004-05-11,228.045
2004-05-12,224.677
2004-05-13,222.844
2004-05-14,218.532
2004-05-17,215.387
2004-05-18,216.962
2004-05-19,224.776
2004-05-20,222.777
2004-05-21,226.816
2004-05-24,229.203
2004-05-25,230.718
2004-05-26,231.665
2004-05-27,236.467
2004-05-28,233.266
2004-05-31,233.266
2004-06-01,228.882
2004-06-02,233.747
2004-06-03,234.028
2004-06-04,234.784
2004-06-07,239.392
2004-06-08,238.084
2004-06-09,231.489
2004-06-10,231.508
2004-06-11,231.966
2004-06-14,234.372
2004-06-15,233.889
2004-06-16,236.072
2004-06-17,238.857
2004-06-18,244.186
2004-06-21,243.659
2004-06-22,239.832
2004-06-23,241.876
2004-06-24,246.376
2004-06-25,246.196
2004-06-28,249.361
2004-06-29,248.91
2004-06-30,250.582
2004-07-01,249.721
2004-07-02,254.424
2004-07-05,252.92
2004-07-06,250.642
2004-07-07,254.692
2004-07-08,256.562
2004-07-09,259.909
2004-07-12,260.143
2004-07-13,260.973
2004-07-14,261.116
2004-07-15,259.933
2004-07-16,261.909
2004-07-19,262.791
2004-07-20,263.468
2004-07-21,260.249
2004-07-22,256.094
2004-07-23,255.454
2004-07-26,256.673
2004-07-27,257.642
2004-07-28,260.616
2004-07-29,259.923
2004-07-30,259.124
2004-08-02,257.239
2004-08-03,262.598
2004-08-04,261.883
2004-08-05,263.76
2004-08-06,262.123
2004-08-09,260.105
2004-08-10,263.054
2004-08-11,260.683
2004-08-12,265.201
2004-08-13,267.568
2004-08-16,265.924
2004-08-17,264.515
2004-08-18,265.331
2004-08-19,266.964
2004-08-20,266.382
2004-08-23,264.054
2004-08-24,260.756
2004-08-25,262.248
2004-08-26,263.865
2004-08-27,266.289
2004-08-30,266.075
2004-08-31,270.895
2004-09-01,271.929
2004-09-02,274.058
2004-09-03,273.634
2004-09-06,273.462
2004-09-07,270.935
2004-09-08,272.179
2004-09-09,273.1
2004-09-10,276.63
2004-09-13,273.413
2004-09-14,277.224
2004-09-15,273.48
2004-09-16,273.734
2004-09-17,274.491
2004-09-20,275.922
2004-09-21,284.346
2004-09-22,282.453
2004-09-23,284.207
2004-09-24,283.562
2004-09-27,286.687
2004-09-28,283.43
2004-09-29,285.067
2004-09-30,288.675
2004-10-01,294.293
2004-10-04,292.838
2004-10-05,297.38
2004-10-06,301.528
2004-10-07,302.752
2004-10-08,306.009
2004-10-11,303.865
2004-10-12,296.051
2004-10-13,292.055
2004-10-14,296.734
2004-10-15,299.453
2004-10-18,302.552
2004-10-19,302.187
2004-10-20,300.241
2004-10-21,302.826
2004-10-22,303.002
2004-10-25,301.865
2004-10-26,301.842
2004-10-27,302.449
2004-10-28,304.369
2004-10-29,300.479
2004-11-01,301.058
2004-11-02,306.692
2004-11-03,311.14
2004-11-04,321.17
2004-11-05,324.831
2004-11-08,327.85
2004-11-09,327.477
2004-11-10,330.335
2004-11-11,331.634
2004-11-12,329.221
2004-11-15,326.314
2004-11-16,326.141
2004-11-17,333.561
2004-11-18,333.986
2004-11-19,340.393
2004-11-22,341.291
2004-11-23,343.825
2004-11-24,343.655
2004-11-25,348.476
2004-11-26,348.462
2004-11-29,349.063
2004-11-30,345.541
2004-12-01,352.215
2004-12-02,352.714
2004-12-03,359.68
2004-12-06,365.335
2004-12-07,364.958
2004-12-08,360.596
2004-12-09,356.309
2004-12-10,355.234
2004-12-13,361.625
2004-12-14,363.686
2004-12-15,363.651
2004-12-16,366.907
2004-12-17,361.926
2004-12-20,366.726
2004-12-21,368.142
2004-12-22,371.592
2004-12-23,376.016
2004-12-24,376.991
2004-12-27,377.977
2004-12-28,378.375
2004-12-29,379.129
2004-12-30,379.025
2004-12-31,377.982
2005-01-03,376.53
2005-01-04,373.734
2005-01-05,370.511
2005-01-06,367.595
2005-01-07,369.404
2005-01-10,367.79
2005-01-11,365.159
2005-01-12,364.41
2005-01-13,363.631
2005-01-14,364.355
2005-01-17,366.656
2005-01-18,366.884
2005-01-19,367.872
2005-01-20,364.367
2005-01-21,366.194
2005-01-24,369.454
2005-01-25,373.769
2005-01-26,378.857
2005-01-27,381.159
2005-01-28,378.689
2005-01-31,381.866
2005-02-01,381.724
2005-02-02,382.862
2005-02-03,378.457
2005-02-04,383.406
2005-02-07,383.493
2005-02-08,382.01
2005-02-09,382.068
2005-02-10,386.664
2005-02-11,389.882
2005-02-14,393.469
2005-02-15,400.935
2005-02-16,405.718
2005-02-17,408.554
2005-02-18,414.021
2005-02-21,412.275
2005-02-22,411.064
2005-02-23,407.244
2005-02-24,412.148
2005-02-25,417.687
2005-02-28,420.842
2005-03-01,416.287
2005-03-02,410.214
2005-03-03,415.083
2005-03-04,424.639
2005-03-07,426.561
2005-03-08,432.185
2005-03-09,428.42
2005-03-10,422.843
2005-03-11,423.975
2005-03-14,429.037
2005-03-15,419.685
2005-03-16,419.393
2005-03-17,413.99
2005-03-18,405.902
2005-03-21,403.578
2005-03-22,405.004
2005-03-23,395.191
2005-03-24,390.809
2005-03-25,390.809
2005-03-28,388.066
2005-03-29,390.702
2005-03-30,393.473
