Date,EUROPE SMID CAP SMID (Small+Mid Cap)
2002-10-16,251.039
2002-10-17,255.205
2002-10-18,254.843
2002-10-21,255.895
2002-10-22,256.083
2002-10-23,252.001
2002-10-24,255.327
2002-10-25,254.569
2002-10-28,258.576
2002-10-29,252.936
2002-10-30,255.731
2002-10-31,260.513
2002-11-01,260.264
2002-11-04,267.061
2002-11-05,268.59
2002-11-06,267.385
2002-11-07,267.477
2002-11-08,266.385
2002-11-11,263.561
2002-11-12,265.642
2002-11-13,263.244
2002-11-14,264.353
2002-11-15,265.664
2002-11-18,268.533
2002-11-19,267.869
2002-11-20,264.96
2002-11-21,270.886
2002-11-22,272.147
2002-11-25,269.523
2002-11-26,266.495
2002-11-27,268.894
2002-11-28,273.586
2002-11-29,274.566
2002-12-02,274.961
2002-12-03,271.359
2002-12-04,270.49
2002-12-05,269.418
2002-12-06,268.743
2002-12-09,264.765
2002-12-10,264.647
2002-12-11,266.846
2002-12-12,265.792
2002-12-13,264.483
2002-12-16,266.279
2002-12-17,265.972
2002-12-18,262.658
2002-12-19,261.96
2002-12-20,263.821
2002-12-23,262.637
2002-12-24,263.573
2002-12-25,263.564
2002-12-26,263.927
2002-12-27,261.594
2002-12-30,264.357
2002-12-31,266.618
2003-01-01,266.611
2003-01-02,269.136
2003-01-03,271.328
2003-01-06,272.959
2003-01-07,270.743
2003-01-08,265.91
2003-01-09,268.554
2003-01-10,271.004
2003-01-13,271.456
2003-01-14,272.912
2003-01-15,270.049
2003-01-16,270.776
2003-01-17,269.316
2003-01-20,268.233
2003-01-21,266.264
2003-01-22,263.748
2003-01-23,263.486
2003-01-24,263.749
2003-01-27,256.917
2003-01-28,256.148
2003-01-29,254.249
2003-01-30,256.603
2003-01-31,256.108
2003-02-03,259.395
2003-02-04,257.068
2003-02-05,258.204
2003-02-06,255.48
2003-02-07,253.87
2003-02-10,251.298
2003-02-11,252.682
2003-02-12,249.591
2003-02-13,250.288
2003-02-14,250.201
2003-02-17,252.169
2003-02-18,252.403
2003-02-19,251.38
2003-02-20,251.555
2003-02-21,251.638
2003-02-24,249.083
2003-02-25,242.634
2003-02-26,241.825
2003-02-27,241.414
2003-02-28,245.489
2003-03-03,247.847
2003-03-04,245.212
2003-03-05,244.845
2003-03-06,243.608
2003-03-07,240.757
2003-03-10,237.84
2003-03-11,237.331
2003-03-12,232.553
2003-03-13,237.089
2003-03-14,240.718
2003-03-17,243.389
2003-03-18,244.985
2003-03-19,246.439
2003-03-20,246.266
2003-03-21,250.27
2003-03-24,246.243
2003-03-25,247.432
2003-03-26,248.142
2003-03-27,246.244
2003-03-28,246.021
2003-03-31,243.925
2003-04-01,244.892
2003-04-02,248.625
2003-04-03,249.327
2003-04-04,250.123
2003-04-07,255.579
2003-04-08,253.546
2003-04-09,254.036
2003-04-10,255.13
2003-04-11,255.464
2003-04-14,257.319
2003-04-15,260.602
2003-04-16,262.189
2003-04-17,264.205
2003-04-18,264.193
2003-04-21,262.512
2003-04-22,265.86
2003-04-23,270.622
2003-04-24,270.521
2003-04-25,268.493
2003-04-28,271.475
2003-04-29,273.104
2003-04-30,277.007
2003-05-01,278.797
2003-05-02,279.508
2003-05-05,282.794
2003-05-06,288.36
2003-05-07,287.546
2003-05-08,285.012
2003-05-09,286.637
2003-05-12,288.597
2003-05-13,289.325
2003-05-14,290.594
2003-05-15,292.525
2003-05-16,296.345
2003-05-19,292.753
2003-05-20,292.713
2003-05-21,291.432
2003-05-22,293.882
2003-05-23,295.57
2003-05-26,296.503
2003-05-27,297.082
2003-05-28,299.594
2003-05-29,302.85
2003-05-30,303.084
2003-06-02,305.929
2003-06-03,303.622
2003-06-04,306.042
2003-06-05,311.046
2003-06-06,315.116
2003-06-09,313.151
2003-06-10,311.352
2003-06-11,316.33
2003-06-12,317.629
2003-06-13,316.397
2003-06-16,320.612
2003-06-17,323.287
2003-06-18,319.889
2003-06-19,316.568
2003-06-20,315.753
2003-06-23,310.729
2003-06-24,307.343
2003-06-25,310.453
2003-06-26,307.074
2003-06-27,307.684
2003-06-30,307.406
2003-07-01,306.887
2003-07-02,309.747
2003-07-03,311.597
2003-07-04,310.715
2003-07-07,313.14
2003-07-08,313.371
2003-07-09,312.445
2003-07-10,311.102
2003-07-11,312.032
2003-07-14,315.395
2003-07-15,313.381
2003-07-16,311.826
2003-07-17,308.907
2003-07-18,310.244
2003-07-21,311.4
2003-07-22,312.15
2003-07-23,314.891
2003-07-24,318.738
2003-07-25,319.952
2003-07-28,320.873
2003-07-29,321.205
2003-07-30,319.768
2003-07-31,318.955
2003-08-01,319.327
2003-08-04,319.934
2003-08-05,321.182
2003-08-06,318.688
2003-08-07,318.938
2003-08-08,318.672
2003-08-11,318.663
2003-08-12,319.774
2003-08-13,322.439
2003-08-14,323.42
2003-08-15,324.174
2003-08-18,324.229
2003-08-19,324.466
2003-08-20,325.323
2003-08-21,324.903
2003-08-22,323.968
2003-08-25,323.379
2003-08-26,320.149
2003-08-27,321.952
2003-08-28,323.402
2003-08-29,325.356
2003-09-01,328.125
2003-09-02,327.15
2003-09-03,331.665
2003-09-04,332.365
2003-09-05,335.092
2003-09-08,337.426
2003-09-09,336.252
2003-09-10,333.186
2003-09-11,333.472
2003-09-12,336.106
2003-09-15,337.498
2003-09-16,336.435
2003-09-17,339.5
2003-09-18,342.044
2003-09-19,343.837
2003-09-22,342.612
2003-09-23,342.089
2003-09-24,342.306
2003-09-25,339.807
2003-09-26,336.709
2003-09-29,337.52
2003-09-30,335.609
2003-10-01,339.875
2003-10-02,341.925
2003-10-03,346.277
2003-10-06,348.281
2003-10-07,348.81
2003-10-08,350.674
2003-10-09,352.814
2003-10-10,354.826
2003-10-13,355.496
2003-10-14,356.218
2003-10-15,359.406
2003-10-16,360.533
2003-10-17,358.23
2003-10-20,358.891
2003-10-21,359.874
2003-10-22,358.076
2003-10-23,355.762
2003-10-24,356.929
2003-10-27,357.92
2003-10-28,358.67
2003-10-29,360.947
2003-10-30,363.339
2003-10-31,362.103
2003-11-03,361.738
2003-11-04,361.982
2003-11-05,359.786
2003-11-06,359.077
2003-11-07,363.431
2003-11-10,362.728
2003-11-11,360.638
2003-11-12,365.251
2003-11-13,368.082
2003-11-14,370.102
2003-11-17,365.251
2003-11-18,367.915
2003-11-19,367.234
2003-11-20,365.611
2003-11-21,366.9
2003-11-24,367.199
2003-11-25,369.318
2003-11-26,372.671
2003-11-27,373.791
2003-11-28,375.523
2003-12-01,378.924
2003-12-02,382.222
2003-12-03,384.055
2003-12-04,382.509
2003-12-05,382.993
2003-12-08,383.922
2003-12-09,385.328
2003-12-10,383.015
2003-12-11,380.738
2003-12-12,383.963
2003-12-15,385.376
2003-12-16,383.522
2003-12-17,384.456
2003-12-18,386.265
2003-12-19,385.879
2003-12-22,386.156
2003-12-23,388.35
2003-12-24,390.131
2003-12-25,390.134
2003-12-26,390.141
2003-12-29,392.075
2003-12-30,395.471
2003-12-31,398.181
2004-01-01,398.189
2004-01-02,401.416
2004-01-05,406.212
2004-01-06,408.576
2004-01-07,407.13
2004-01-08,411.906
2004-01-09,415.978
2004-01-12,414.936
2004-01-13,416.207
2004-01-14,417.297
2004-01-15,415.881
2004-01-16,413.851
2004-01-19,414.295
2004-01-20,418.919
2004-01-21,421.896
2004-01-22,424.517
2004-01-23,422.657
2004-01-26,418.365
2004-01-27,421.616
2004-01-28,422.019
2004-01-29,412.79
2004-01-30,415.28
2004-02-02,416.816
2004-02-03,419.705
2004-02-04,416.97
2004-02-05,420.344
2004-02-06,426.351
2004-02-09,429.687
2004-02-10,430.647
2004-02-11,431.515
2004-02-12,438.293
2004-02-13,437.495
2004-02-16,438.663
2004-02-17,443.765
2004-02-18,445.416
2004-02-19,443.692
2004-02-20,437.968
2004-02-23,438.301
2004-02-24,438.45
2004-02-25,435.714
2004-02-26,431.835
2004-02-27,432.545
2004-03-01,437.807
2004-03-02,435.064
2004-03-03,428.876
2004-03-04,431.62
2004-03-05,439.504
2004-03-08,439.13
2004-03-09,436.244
2004-03-10,426.227
2004-03-11,416.965
2004-03-12,416.912
2004-03-15,410.356
2004-03-16,415.599
2004-03-17,416.885
2004-03-18,419.322
2004-03-19,419.746
2004-03-22,413.518
2004-03-23,413.164
2004-03-24,409.866
2004-03-25,413.304
2004-03-26,411.625
2004-03-29,417.449
2004-03-30,418.094
2004-03-31,423.019
2004-04-01,429.723
2004-04-02,427.51
2004-04-05,424.778
2004-04-06,425.392
2004-04-07,429.447
2004-04-08,429.258
2004-04-09,429.259
2004-04-12,428.444
2004-04-13,424.912
2004-04-14,418.356
2004-04-15,417.494
2004-04-16,422.569
2004-04-19,424.076
2004-04-20,423.654
2004-04-21,417.971
2004-04-22,419.725
2004-04-23,421.393
2004-04-26,424.79
2004-04-27,425.719
2004-04-28,419.751
2004-04-29,418.499
2004-04-30,416.217
2004-05-03,416.924
2004-05-04,422.098
2004-05-05,423.898
2004-05-06,417.254
2004-05-07,411.627
2004-05-10,398.136
2004-05-11,399.954
2004-05-12,400.467
2004-05-13,401.7
2004-05-14,399.827
2004-05-17,397.894
2004-05-18,400.606
2004-05-19,409.754
2004-05-20,404.104
2004-05-21,408.252
2004-05-24,408.769
2004-05-25,411.382
2004-05-26,414.991
2004-05-27,422.937
2004-05-28,422.596
2004-05-31,422.712
2004-06-01,420.885
2004-06-02,424.548
2004-06-03,424.46
2004-06-04,427.41
2004-06-07,431.722
2004-06-08,431.281
2004-06-09,426.464
2004-06-10,426.604
2004-06-11,423.024
2004-06-14,420.813
2004-06-15,422.553
2004-06-16,423.828
2004-06-17,425.634
2004-06-18,428.766
2004-06-21,428.283
2004-06-22,425.957
2004-06-23,427.216
2004-06-24,430.904
2004-06-25,430.825
2004-06-28,435.796
2004-06-29,432.305
2004-06-30,433.707
2004-07-01,432.316
2004-07-02,434.599
2004-07-05,432.817
2004-07-06,430.686
2004-07-07,433.321
2004-07-08,433.992
2004-07-09,433.204
2004-07-12,433.179
2004-07-13,431.423
2004-07-14,431.8
2004-07-15,428.686
2004-07-16,433.355
2004-07-19,431.029
2004-07-20,428.388
2004-07-21,426.571
2004-07-22,422.822
2004-07-23,418.265
2004-07-26,416.955
2004-07-27,415.539
2004-07-28,415.461
2004-07-29,418.883
2004-07-30,418.723
2004-08-02,418.31
2004-08-03,419.902
2004-08-04,416.155
2004-08-05,416.52
2004-08-06,416.062
2004-08-09,411.624
2004-08-10,415.446
2004-08-11,410.489
2004-08-12,410.06
2004-08-13,413.602
2004-08-16,415.94
2004-08-17,416.694
2004-08-18,416.079
2004-08-19,419.47
2004-08-20,417.295
2004-08-23,418.059
2004-08-24,415.437
2004-08-25,415.615
2004-08-26,417.701
2004-08-27,417.925
2004-08-30,417.754
2004-08-31,419.112
2004-09-01,421.273
2004-09-02,422.023
2004-09-03,420.62
2004-09-06,423.302
2004-09-07,423.454
2004-09-08,425.735
2004-09-09,424.92
2004-09-10,431.256
2004-09-13,432.656
2004-09-14,433.303
2004-09-15,427.884
2004-09-16,429.645
2004-09-17,432.501
2004-09-20,430.456
2004-09-21,435.008
2004-09-22,433.436
2004-09-23,432.359
2004-09-24,432.776
2004-09-27,431.663
2004-09-28,433.57
2004-09-29,435.628
2004-09-30,438.231
2004-10-01,441.945
2004-10-04,441.952
2004-10-05,442.874
2004-10-06,442.096
2004-10-07,442.467
2004-10-08,445.845
2004-10-11,444.54
2004-10-12,438.56
2004-10-13,438.3
2004-10-14,440.064
2004-10-15,442.81
2004-10-18,442.454
2004-10-19,445.675
2004-10-20,445.408
2004-10-21,448.607
2004-10-22,450.295
2004-10-25,449.74
2004-10-26,451.257
2004-10-27,454.565
2004-10-28,454.447
2004-10-29,453.666
2004-11-01,457.396
2004-11-02,459.663
2004-11-03,464.411
2004-11-04,465.818
2004-11-05,469.782
2004-11-08,471.077
2004-11-09,470.561
2004-11-10,472.946
2004-11-11,475.449
2004-11-12,478.646
2004-11-15,478.382
2004-11-16,477.122
2004-11-17,482.307
2004-11-18,481.306
2004-11-19,482.858
2004-11-22,480.167
2004-11-23,483.443
2004-11-24,486.821
2004-11-25,492.355
2004-11-26,493.233
2004-11-29,494.316
2004-11-30,494.09
2004-12-01,498.448
2004-12-02,499.268
2004-12-03,503.389
2004-12-06,504.056
2004-12-07,505.819
2004-12-08,499.182
2004-12-09,495.766
2004-12-10,496.239
2004-12-13,501.944
2004-12-14,502.286
2004-12-15,508.613
2004-12-16,505.986
2004-12-17,503.87
2004-12-20,511.107
2004-12-21,508.992
2004-12-22,510.383
2004-12-23,515.029
2004-12-24,516.693
2004-12-27,519.612
2004-12-28,519.118
2004-12-29,518.603
2004-12-30,521.17
2004-12-31,520.454
2005-01-03,518.727
2005-01-04,514.758
2005-01-05,511.035
2005-01-06,508.396
2005-01-07,507.726
2005-01-10,510.135
2005-01-11,509.974
2005-01-12,514.032
2005-01-13,513.549
2005-01-14,511.885
2005-01-17,513.572
2005-01-18,512.74
2005-01-19,516.007
2005-01-20,512.08
2005-01-21,513.469
2005-01-24,513.801
2005-01-25,513.77
2005-01-26,519.21
2005-01-27,518.96
2005-01-28,517.823
2005-01-31,522.12
2005-02-01,524.321
2005-02-02,527.86
2005-02-03,526.076
2005-02-04,529.93
2005-02-07,527.784
2005-02-08,526.602
2005-02-09,527.107
2005-02-10,530.058
2005-02-11,532.669
2005-02-14,538.288
2005-02-15,540.175
2005-02-16,537.581
2005-02-17,542.663
2005-02-18,543.025
2005-02-21,540.3
2005-02-22,542.134
2005-02-23,539.395
2005-02-24,541.096
2005-02-25,546.238
2005-02-28,548.641
2005-03-01,547.88
2005-03-02,543.433
2005-03-03,543.83
2005-03-04,551.843
2005-03-07,549.479
2005-03-08,553.103
2005-03-09,551.563
2005-03-10,550.05
2005-03-11,553.202
2005-03-14,548.435
2005-03-15,549.135
2005-03-16,549.142
2005-03-17,546.225
2005-03-18,543.657
2005-03-21,538.354
2005-03-22,539.22
2005-03-23,528.491
2005-03-24,529.934
2005-03-25,529.934
2005-03-28,527.165
2005-03-29,527.875
2005-03-30,528.961
2005-03-31,532.267
2005-04-01,534.858
2005-04-04,527.683
2005-04-05,532.409
2005-04-06,535.583
2005-04-07,538.766
2005-04-08,538.748
2005-04-11,542.88
2005-04-12,539.178
2005-04-13,542.627
2005-04-14,536.09
2005-04-15,532.445
2005-04-18,525.948
2005-04-19,530.871
2005-04-20,531.428
2005-04-21,531.763
2005-04-22,534.327
2005-04-25,531.451
2005-04-26,527.435
2005-04-27,519.362
2005-04-28,514.424
2005-04-29,515.106
2005-05-02,514.255
2005-05-03,517.38
2005-05-04,520.354
2005-05-05,522.376
2005-05-06,519.91
2005-05-09,518.667
2005-05-10,518.164
2005-05-11,516.177
2005-05-12,515.611
2005-05-13,513.305
2005-05-16,510.878
2005-05-17,511.964
2005-05-18,515.989
2005-05-19,518.666
2005-05-20,516.591
2005-05-23,520.37
2005-05-24,520.497
2005-05-25,522.063
2005-05-26,523.947
2005-05-27,524.253
2005-05-30,523.775
2005-05-31,520.463
2005-06-01,521.822
2005-06-02,523.095
2005-06-03,523.597
2005-06-06,523.469
2005-06-07,527.876
2005-06-08,530.428
2005-06-09,524.983
2005-06-10,525.803
2005-06-13,524.671
2005-06-14,525.285
2005-06-15,526.924
2005-06-16,529.796
2005-06-17,536.114
2005-06-20,532.052
2005-06-21,532.997
2005-06-22,533.627
2005-06-23,532.465
2005-06-24,530.311
2005-06-27,528.262
2005-06-28,528.179
2005-06-29,529.13
2005-06-30,529.952
2005-07-01,527.502
2005-07-04,524.857
2005-07-05,523.954
2005-07-06,528.512
2005-07-07,520.619
2005-07-08,526.572
2005-07-11,536.304
2005-07-12,541.212
2005-07-13,538.478
2005-07-14,539.396
2005-07-15,535.676
2005-07-18,535.413
2005-07-19,533.63
2005-07-20,533.789
2005-07-21,541.091
2005-07-22,542.283
2005-07-25,541.129
2005-07-26,539.995
2005-07-27,543.532
2005-07-28,547.96
2005-07-29,551.246
2005-08-01,555.678
2005-08-02,558.315
2005-08-03,563.445
2005-08-04,564.068
2005-08-05,561.041
2005-08-08,564.825
2005-08-09,565.65
2005-08-10,571.072
2005-08-11,571.632
2005-08-12,571.019
2005-08-15,568.295
2005-08-16,566.566
2005-08-17,564.333
2005-08-18,557.432
2005-08-19,559.121
2005-08-22,564.942
2005-08-23,562.524
2005-08-24,562.61
2005-08-25,561.655
2005-08-26,562.761
2005-08-29,560.389
2005-08-30,557.202
2005-08-31,565.815
2005-09-01,578.484
2005-09-02,582.998
2005-09-05,583.492
2005-09-06,584.543
2005-09-07,586.306
2005-09-08,584.549
2005-09-09,587.288
2005-09-12,582.943
2005-09-13,578.954
2005-09-14,582.001
2005-09-15,577.688
2005-09-16,580.297
2005-09-19,578.823
2005-09-20,580.849
2005-09-21,578.964
2005-09-22,572.064
2005-09-23,570.038
2005-09-26,572.054
2005-09-27,569.737
2005-09-28,573.215
2005-09-29,573.085
2005-09-30,578.347
2005-10-03,574.844
2005-10-04,577.983
2005-10-05,574.538
2005-10-06,573.685
2005-10-07,569.746
2005-10-10,568.378
2005-10-11,567.123
2005-10-12,564.683
2005-10-13,551.786
2005-10-14,557.527
2005-10-17,555.257
2005-10-18,549.28
2005-10-19,539.882
2005-10-20,543.617
2005-10-21,541.643
2005-10-24,547.499
2005-10-25,552.778
2005-10-26,553.731
2005-10-27,549.153
2005-10-28,546.436
2005-10-31,553.034
2005-11-01,555.083
2005-11-02,561.659
2005-11-03,566.777
2005-11-04,557.757
2005-11-07,558.837
2005-11-08,557.246
