Date,EUROPE SMID CAP SMID (Small+Mid Cap)
2013-07-31,924.242
2013-08-30,921.182
2013-09-30,988.833
2013-10-31,1033.074
2013-11-29,1046.367
2013-12-31,1080.306
2014-01-31,1061.079
2014-02-28,1152.036
2014-03-31,1136.802
2014-04-30,1144.104
2014-05-30,1154.261
2014-06-30,1145.927
2014-07-31,1093.154
2014-08-29,1093.184
2014-09-30,1032.949
2014-10-31,1014.516
2014-11-28,1042.647
2014-12-31,1026.687
2015-01-30,1025.605
2015-02-27,1100.791
2015-03-31,1072.375
2015-04-30,1128.877
2015-05-29,1138.211
2015-06-30,1115.718
2015-07-31,1145.451
2015-08-31,1089.786
2015-09-30,1049.205
2015-10-30,1112.645
2015-11-30,1104.037
2015-12-31,1096.644
2016-01-29,1011.291
2016-02-29,1005.02
2016-03-31,1087.496
2016-04-29,1105.656
2016-05-31,1108.644
2016-06-30,1022.085
2016-07-29,1084.349
2016-08-31,1092.825
2016-09-30,1109.615
2016-10-31,1056.113
2016-11-30,1035.875
2016-12-30,1078.098
2017-01-31,1115.343
2017-02-28,1130.214
2017-03-31,1170.199
2017-04-28,1238.6
2017-05-31,1294.312
2017-06-30,1279.998
2017-07-31,1334.022
2017-08-31,1339.884
2017-09-29,1386.626
2017-10-31,1398.738
2017-11-30,1399.604
2017-12-29,1434.479
2018-01-31,1514.168
2018-02-28,1441.171
2018-03-30,1424.676
2018-04-30,1457.464
2018-05-31,1436.373
2018-06-29,1418.784
2018-07-31,1452.012
2018-08-31,1438.139
2018-09-28,1418.707
2018-10-31,1280.624
2018-11-30,1241.274
2018-12-31,1175.728
2019-01-31,1278.238
2019-02-28,1316.605
2019-03-29,1314.063
2019-04-30,1372.357
2019-05-31,1289.348
2019-06-28,1367.733
2019-07-31,1340.488
2019-08-30,1308.214
2019-09-30,1341.476
2019-10-31,1402.328
2019-11-29,1442.894
2019-12-31,1515.654
2020-01-31,1477.324
2020-02-28,1349.191
2020-03-31,1086.247
2020-04-30,1193.792
2020-05-29,1274.691
2020-06-30,1311.104
2020-07-31,1389.766
2020-08-31,1481.844
2020-09-30,1442.884
2020-10-30,1377.669
2020-11-30,1616.905
2020-12-31,1731.894
2021-01-29,1720.628
2021-02-26,1765.61
2021-03-31,1801.721
2021-04-30,1907.584
2021-05-31,1980.802
2021-06-30,1933.593
2021-07-30,1998.378
2021-08-31,2037.035
2021-09-30,1913.894
2021-10-29,1979.943
2021-11-30,1877.053
2021-12-31,1981.201
2022-01-31,1822.885
2022-02-28,1760.641
2022-03-31,1752.14
2022-04-29,1634.819
2022-05-31,1628.526
2022-06-30,1421.419
2022-07-29,1515.63
2022-08-31,1393.464
2022-09-30,1226.103
2022-10-31,1324.262
2022-11-30,1468.22
2022-12-30,1482.148
2023-01-31,1630.782
2023-02-28,1627.104
2023-03-31,1617.389
2023-04-28,1674.55
2023-05-31,1570.374
2023-06-30,1622.338
2023-07-31,1704.542
2023-08-31,1630.108
2023-09-29,1543.036
2023-10-31,1459.605
2023-11-30,1633.952
2023-12-29,1751.762
2024-01-31,1713.79
2024-02-29,1719.385
2024-03-29,1786.456
2024-04-30,1753.773
2024-05-31,1874.472
2024-06-28,1796.838
2024-07-31,1874.406
2024-08-30,1926.404
2024-09-30,1959.621
2024-10-31,1834.319
2024-11-29,1822.336
2024-12-31,1781.662
2025-01-31,1875.008
2025-02-28,1907.265
2025-03-31,1924.77
2025-04-30,2059.612
2025-05-30,2209.854
2025-06-30,2285.654
2025-07-31,2258.704
2025-08-29,2318.288
2025-09-30,2338.578
2025-10-31,2341.972
2025-11-28,2355.575
