Date,EM (EMERGING MARKETS) IMI VALUE IMI (Large+Mid+Small Cap)
2001-05-23,239.763
2001-05-24,239.641
2001-05-25,238.548
2001-05-28,238.118
2001-05-29,238.031
2001-05-30,236.23
2001-05-31,236.171
2001-06-01,235.064
2001-06-04,236.58
2001-06-05,236.55
2001-06-06,237.869
2001-06-07,237.685
2001-06-08,239.72
2001-06-11,238.593
2001-06-12,238.02
2001-06-13,237.822
2001-06-14,236.466
2001-06-15,235.735
2001-06-18,231.703
2001-06-19,231.471
2001-06-20,231.003
2001-06-21,232.687
2001-06-22,233.317
2001-06-25,233.433
2001-06-26,232.681
2001-06-27,232.785
2001-06-28,231.994
2001-06-29,233.97
2001-07-02,233.912
2001-07-03,232.747
2001-07-04,230.982
2001-07-05,229.671
2001-07-06,226.435
2001-07-09,225.249
2001-07-10,223.802
2001-07-11,219.04
2001-07-12,220.974
2001-07-13,219.403
2001-07-16,217.305
2001-07-17,216.948
2001-07-18,216.026
2001-07-19,215.543
2001-07-20,215.908
2001-07-23,216.367
2001-07-24,214.897
2001-07-25,213.914
2001-07-26,216.553
2001-07-27,217.165
2001-07-30,217.593
2001-07-31,217.372
2001-08-01,218.158
2001-08-02,220.454
2001-08-03,220.766
2001-08-06,219.531
2001-08-07,218.458
2001-08-08,218.85
2001-08-09,217.24
2001-08-10,217.963
2001-08-13,218.892
2001-08-14,220.864
2001-08-15,221.436
2001-08-16,222.539
2001-08-17,220.37
2001-08-20,218.704
2001-08-21,218.981
2001-08-22,220.236
2001-08-23,219.872
2001-08-24,219.93
2001-08-27,221.593
2001-08-28,221.219
2001-08-29,221.943
2001-08-30,221.491
2001-08-31,220.592
2001-09-03,218.296
2001-09-04,218.988
2001-09-05,218.442
2001-09-06,217.053
2001-09-07,215.926
2001-09-10,214.041
2001-09-11,207.54
2001-09-12,202.037
2001-09-13,198.838
2001-09-14,193.325
2001-09-17,189.119
2001-09-18,190.462
2001-09-19,192.38
2001-09-20,187.535
2001-09-21,182.26
2001-09-24,184.553
2001-09-25,184.387
2001-09-26,185.015
2001-09-27,185.358
2001-09-28,188.87
2001-10-01,188.166
2001-10-02,186.643
2001-10-03,185.171
2001-10-04,188.427
2001-10-05,188.7
2001-10-08,186.734
2001-10-09,189.321
2001-10-10,190.473
2001-10-11,194.938
2001-10-12,193.257
2001-10-15,193.007
2001-10-16,194.461
2001-10-17,195.759
2001-10-18,194.098
2001-10-19,194.493
2001-10-22,195.984
2001-10-23,197.216
2001-10-24,198.469
2001-10-25,198.478
2001-10-26,199.493
2001-10-29,198.651
2001-10-30,196.062
2001-10-31,197.121
2001-11-01,197.625
2001-11-02,198.917
2001-11-05,202.287
2001-11-06,202.474
2001-11-07,202.216
2001-11-08,204.609
2001-11-09,204.779
2001-11-12,205.438
2001-11-13,207.563
2001-11-14,210.582
2001-11-15,212.963
2001-11-16,213.309
2001-11-19,216.891
2001-11-20,215.794
2001-11-21,216.659
2001-11-22,217.864
2001-11-23,220.717
2001-11-26,224.702
2001-11-27,223.253
2001-11-28,218.275
2001-11-29,217.342
2001-11-30,218.77
2001-12-03,221.697
2001-12-04,223.682
2001-12-05,227.682
2001-12-06,231.263
2001-12-07,233.346
2001-12-10,234.161
2001-12-11,232.181
2001-12-12,234.655
2001-12-13,231.225
2001-12-14,231.128
2001-12-17,231.795
2001-12-18,229.826
2001-12-19,227.811
2001-12-20,227.949
2001-12-21,226.65
2001-12-24,228.302
2001-12-25,230.077
2001-12-26,230.997
2001-12-27,232.033
2001-12-28,233.883
2001-12-31,235.814
2002-01-01,235.843
2002-01-02,238.861
2002-01-03,241.524
2002-01-04,244.19
2002-01-07,246.675
2002-01-08,245.651
2002-01-09,245.439
2002-01-10,243.488
2002-01-11,242.438
2002-01-14,241.19
2002-01-15,239.492
2002-01-16,237.532
2002-01-17,238.888
2002-01-18,239.163
2002-01-21,241.608
2002-01-22,241.192
2002-01-23,242.743
2002-01-24,243.575
2002-01-25,245.732
2002-01-28,247.264
2002-01-29,245.644
2002-01-30,243.307
2002-01-31,246.802
2002-02-01,246.663
2002-02-04,245.427
2002-02-05,245.424
2002-02-06,247.559
2002-02-07,245.608
2002-02-08,245.424
2002-02-11,245.57
2002-02-12,246.647
2002-02-13,248.334
2002-02-14,252.556
2002-02-15,252.758
2002-02-18,252.942
2002-02-19,251.169
2002-02-20,249.263
2002-02-21,249.189
2002-02-22,249.063
2002-02-25,249.04
2002-02-26,249.8
2002-02-27,253.802
2002-02-28,252.615
2002-03-01,255.536
2002-03-04,260.657
2002-03-05,260.995
2002-03-06,262.342
2002-03-07,262.151
2002-03-08,262.977
2002-03-11,264.044
2002-03-12,264.369
2002-03-13,264.644
2002-03-14,265.543
2002-03-15,266.619
2002-03-18,268.163
2002-03-19,268.209
2002-03-20,268.683
2002-03-21,268.953
2002-03-22,269.793
2002-03-25,268.16
2002-03-26,268.832
2002-03-27,270.687
2002-03-28,271.172
2002-03-29,270.348
2002-04-01,269.988
2002-04-02,272.392
2002-04-03,272.656
2002-04-04,273.351
2002-04-05,275.274
2002-04-08,275.139
2002-04-09,273.326
2002-04-10,273.434
2002-04-11,274.224
2002-04-12,275.433
2002-04-15,276.823
2002-04-16,278.834
2002-04-17,282.837
2002-04-18,283.003
2002-04-19,284.104
2002-04-22,284.077
2002-04-23,283.322
2002-04-24,283.044
2002-04-25,278.996
2002-04-26,279.915
2002-04-29,276.945
2002-04-30,276.325
2002-05-01,276.242
2002-05-02,276.383
2002-05-03,277.57
2002-05-06,274.238
2002-05-07,273.843
2002-05-08,276.716
2002-05-09,275.393
2002-05-10,274.303
2002-05-13,274.079
2002-05-14,275.014
2002-05-15,277.758
2002-05-16,278.312
2002-05-17,279.986
2002-05-20,277.055
2002-05-21,273.277
2002-05-22,274.347
2002-05-23,273.181
2002-05-24,275.68
2002-05-27,276.155
2002-05-28,274.558
2002-05-29,273.927
2002-05-30,273.738
2002-05-31,271.82
2002-06-03,272.786
2002-06-04,272.884
2002-06-05,271.855
2002-06-06,271.179
2002-06-07,268.944
2002-06-10,271.299
2002-06-11,270.6
2002-06-12,269.242
2002-06-13,269.635
2002-06-14,266.39
2002-06-17,265.516
2002-06-18,266.175
2002-06-19,260.057
2002-06-20,259.331
2002-06-21,258.049
2002-06-24,256.191
2002-06-25,255.242
2002-06-26,246.561
2002-06-27,249.521
2002-06-28,254.489
2002-07-01,253.312
2002-07-02,251.971
2002-07-03,252.481
2002-07-04,255.802
2002-07-05,259.279
2002-07-08,260.149
2002-07-09,262.721
2002-07-10,260.77
2002-07-11,256.301
2002-07-12,261.246
2002-07-15,258.951
2002-07-16,257.024
2002-07-17,258.329
2002-07-18,259.569
2002-07-19,256.333
2002-07-22,248.089
2002-07-23,247.576
2002-07-24,242.002
2002-07-25,242.701
2002-07-26,236.531
2002-07-29,237.791
2002-07-30,241.512
2002-07-31,238.594
2002-08-01,238.237
2002-08-02,238.362
2002-08-05,229.304
2002-08-06,228.286
2002-08-07,232.467
2002-08-08,235.111
2002-08-09,236.708
2002-08-12,236.353
2002-08-13,236.226
2002-08-14,238.232
2002-08-15,238.836
2002-08-16,239.918
2002-08-19,239.661
2002-08-20,241.095
2002-08-21,242.633
2002-08-22,243.384
2002-08-23,242.176
2002-08-26,241.834
2002-08-27,242.645
2002-08-28,240.684
2002-08-29,239.567
2002-08-30,241.676
2002-09-02,241.27
2002-09-03,237.316
2002-09-04,235.297
2002-09-05,234.273
2002-09-06,233.141
2002-09-09,233.308
2002-09-10,237.006
2002-09-11,239.274
2002-09-12,239.506
2002-09-13,235.638
2002-09-16,230.668
2002-09-17,234.443
2002-09-18,229.42
2002-09-19,228.563
2002-09-20,227.848
2002-09-23,222.705
2002-09-24,220.458
2002-09-25,218.21
2002-09-26,220.053
2002-09-27,219.28
2002-09-30,215.867
2002-10-01,218.358
2002-10-02,218.658
2002-10-03,218.168
2002-10-04,218.044
2002-10-07,212.531
2002-10-08,212.963
2002-10-09,210.539
2002-10-10,207.152
2002-10-11,208.029
2002-10-14,209.946
2002-10-15,214.671
2002-10-16,215.829
2002-10-17,219.577
2002-10-18,223.072
2002-10-21,222.074
2002-10-22,220.872
2002-10-23,225.5
2002-10-24,224.952
2002-10-25,224.447
2002-10-28,226.849
2002-10-29,224.155
2002-10-30,223.969
2002-10-31,226.734
2002-11-01,225.994
2002-11-04,229.526
2002-11-05,228.576
2002-11-06,231.647
2002-11-07,233.11
2002-11-08,234.159
2002-11-11,231.9
2002-11-12,230.981
2002-11-13,230.119
2002-11-14,231.295
2002-11-15,234.793
2002-11-18,236.177
2002-11-19,234.568
2002-11-20,233.981
2002-11-21,236.304
2002-11-22,237.493
2002-11-25,238.556
2002-11-26,237.183
2002-11-27,238.324
2002-11-28,239.364
2002-11-29,241.786
2002-12-02,243.243
2002-12-03,243.212
2002-12-04,240.17
2002-12-05,240.436
2002-12-06,239.604
2002-12-09,240.268
2002-12-10,239.338
2002-12-11,238.9
2002-12-12,240.778
2002-12-13,240.721
2002-12-16,240.436
2002-12-17,242.548
2002-12-18,242.558
2002-12-19,243.167
2002-12-20,244.696
2002-12-23,242.438
2002-12-24,240.112
2002-12-25,239.549
2002-12-26,240.031
2002-12-27,238.892
2002-12-30,236.606
2002-12-31,236.956
2003-01-01,237.017
2003-01-02,238.883
2003-01-03,242.65
2003-01-06,245.2
2003-01-07,243.722
2003-01-08,244.963
2003-01-09,245.134
2003-01-10,246.249
2003-01-13,249.331
2003-01-14,250.084
2003-01-15,250.951
2003-01-16,249.225
2003-01-17,245.842
2003-01-20,245.819
2003-01-21,243.85
2003-01-22,242.706
2003-01-23,244.485
2003-01-24,241.201
2003-01-27,236.584
2003-01-28,237.701
2003-01-29,237.245
2003-01-30,238.369
2003-01-31,239.226
2003-02-03,240.479
2003-02-04,240.577
2003-02-05,240.509
2003-02-06,238.364
2003-02-07,235.916
2003-02-10,234.273
2003-02-11,234.901
2003-02-12,236.051
2003-02-13,231.97
2003-02-14,231.688
2003-02-17,237.364
2003-02-18,237.446
2003-02-19,235.57
2003-02-20,235.619
2003-02-21,236.736
2003-02-24,237.822
2003-02-25,233.931
2003-02-26,233.698
2003-02-27,233.557
2003-02-28,232.875
2003-03-03,235.571
2003-03-04,233.334
2003-03-05,230.863
2003-03-06,228.856
2003-03-07,226.693
2003-03-10,223.988
2003-03-11,222.15
2003-03-12,221.723
2003-03-13,223.313
2003-03-14,225.453
2003-03-17,220.555
2003-03-18,225.87
2003-03-19,226.064
2003-03-20,230.068
2003-03-21,230.99
2003-03-24,228.983
2003-03-25,228.096
2003-03-26,228.577
2003-03-27,228.291
2003-03-28,228.346
2003-03-31,224.802
2003-04-01,226.384
2003-04-02,228.258
2003-04-03,229.618
2003-04-04,232.75
2003-04-07,237.988
2003-04-08,237.226
2003-04-09,236.105
2003-04-10,237.413
2003-04-11,238.788
2003-04-14,240.526
2003-04-15,243.639
2003-04-16,246.422
2003-04-17,246.909
2003-04-18,248.803
2003-04-21,248.992
2003-04-22,245.737
2003-04-23,245.035
2003-04-24,242.027
2003-04-25,238.392
2003-04-28,240.466
2003-04-29,245.153
2003-04-30,244.798
2003-05-01,244.842
2003-05-02,245.101
2003-05-05,247.427
2003-05-06,247.552
2003-05-07,250.326
2003-05-08,249.038
2003-05-09,250.978
2003-05-12,253.629
2003-05-13,253.55
2003-05-14,253.308
2003-05-15,252.47
2003-05-16,251.01
2003-05-19,249.158
2003-05-20,248.73
2003-05-21,249.262
2003-05-22,251.074
2003-05-23,255.168
2003-05-26,258.339
2003-05-27,257.155
2003-05-28,260.388
2003-05-29,262.06
2003-05-30,262.49
2003-06-02,265.582
2003-06-03,264.993
2003-06-04,266.39
2003-06-05,269.052
2003-06-06,270.658
2003-06-09,271.803
2003-06-10,271.367
2003-06-11,271.999
2003-06-12,274.717
2003-06-13,275.794
2003-06-16,277.503
2003-06-17,281.799
2003-06-18,280.497
2003-06-19,281.254
2003-06-20,280.9
2003-06-23,276.836
2003-06-24,275.191
2003-06-25,277.66
2003-06-26,277.094
2003-06-27,278.124
2003-06-30,277.806
2003-07-01,280.831
2003-07-02,284.689
2003-07-03,285.818
2003-07-04,287.054
2003-07-07,291.194
2003-07-08,291.596
2003-07-09,291.0
2003-07-10,289.377
2003-07-11,288.665
2003-07-14,293.686
2003-07-15,292.483
2003-07-16,291.223
2003-07-17,287.802
2003-07-18,286.447
2003-07-21,285.447
2003-07-22,286.421
2003-07-23,286.13
2003-07-24,289.522
2003-07-25,292.418
2003-07-28,295.337
2003-07-29,294.439
2003-07-30,292.067
2003-07-31,293.295
2003-08-01,293.989
2003-08-04,293.138
2003-08-05,291.739
2003-08-06,289.497
2003-08-07,291.785
2003-08-08,292.229
2003-08-11,294.197
2003-08-12,295.223
2003-08-13,299.187
2003-08-14,301.612
2003-08-15,302.443
2003-08-18,305.437
2003-08-19,305.867
2003-08-20,306.139
2003-08-21,310.204
2003-08-22,311.675
2003-08-25,310.713
2003-08-26,308.715
2003-08-27,309.715
2003-08-28,309.282
2003-08-29,312.73
2003-09-01,315.892
2003-09-02,316.201
2003-09-03,318.554
2003-09-04,318.813
2003-09-05,318.884
2003-09-08,318.969
2003-09-09,317.232
2003-09-10,316.128
2003-09-11,316.489
2003-09-12,317.189
2003-09-15,315.62
2003-09-16,317.585
2003-09-17,317.538
2003-09-18,316.882
2003-09-19,316.264
2003-09-22,313.951
2003-09-23,315.767
2003-09-24,317.919
2003-09-25,315.094
2003-09-26,312.833
2003-09-29,313.054
2003-09-30,313.251
2003-10-01,316.538
2003-10-02,321.001
2003-10-03,324.341
2003-10-06,327.298
2003-10-07,328.497
2003-10-08,331.044
2003-10-09,335.468
2003-10-10,338.088
2003-10-13,341.11
2003-10-14,340.055
2003-10-15,339.651
2003-10-16,342.835
2003-10-17,342.333
2003-10-20,343.994
2003-10-21,342.478
2003-10-22,341.117
2003-10-23,334.842
2003-10-24,335.224
2003-10-27,335.556
2003-10-28,340.423
2003-10-29,341.238
2003-10-30,342.636
2003-10-31,342.122
2003-11-03,347.257
2003-11-04,348.914
2003-11-05,349.867
2003-11-06,346.57
2003-11-07,348.598
2003-11-10,347.08
2003-11-11,344.272
2003-11-12,346.257
2003-11-13,350.942
2003-11-14,352.099
2003-11-17,346.218
2003-11-18,346.168
2003-11-19,340.392
2003-11-20,338.162
2003-11-21,340.117
2003-11-24,338.281
2003-11-25,341.899
2003-11-26,345.471
2003-11-27,345.521
2003-11-28,349.489
2003-12-01,356.469
2003-12-02,357.441
2003-12-03,358.179
2003-12-04,356.655
2003-12-05,355.672
2003-12-08,355.357
2003-12-09,359.177
2003-12-10,358.679
2003-12-11,360.795
2003-12-12,362.227
2003-12-15,364.956
2003-12-16,362.664
2003-12-17,359.741
2003-12-18,363.055
2003-12-19,364.366
2003-12-22,366.273
2003-12-23,366.389
2003-12-24,368.09
2003-12-25,367.957
2003-12-26,368.666
2003-12-29,371.364
2003-12-30,376.107
2003-12-31,377.169
2004-01-01,377.542
2004-01-02,384.865
2004-01-05,394.636
2004-01-06,393.189
2004-01-07,391.656
2004-01-08,393.148
2004-01-09,397.193
2004-01-12,396.256
2004-01-13,396.658
2004-01-14,395.417
2004-01-15,391.208
2004-01-16,391.625
2004-01-19,394.618
2004-01-20,398.361
2004-01-21,396.701
2004-01-22,396.433
2004-01-23,397.843
2004-01-26,399.271
2004-01-27,400.708
2004-01-28,400.134
2004-01-29,392.644
2004-01-30,391.033
2004-02-02,390.98
2004-02-03,391.354
2004-02-04,390.644
2004-02-05,389.3
2004-02-06,395.368
2004-02-09,401.952
2004-02-10,403.656
2004-02-11,406.275
2004-02-12,409.996
2004-02-13,413.193
2004-02-16,413.524
2004-02-17,416.661
2004-02-18,416.477
2004-02-19,413.277
2004-02-20,410.703
2004-02-23,409.872
2004-02-24,407.646
2004-02-25,408.574
2004-02-26,409.342
2004-02-27,413.73
2004-03-01,419.832
2004-03-02,423.057
2004-03-03,419.235
2004-03-04,421.731
2004-03-05,424.168
2004-03-08,423.179
2004-03-09,423.484
2004-03-10,415.814
2004-03-11,410.419
2004-03-12,408.352
2004-03-15,406.472
2004-03-16,407.466
2004-03-17,411.564
2004-03-18,415.756
2004-03-19,417.418
2004-03-22,409.982
2004-03-23,407.44
2004-03-24,406.517
2004-03-25,403.935
2004-03-26,406.432
2004-03-29,413.127
2004-03-30,417.084
2004-03-31,422.232
2004-04-01,425.254
2004-04-02,427.633
2004-04-05,430.609
2004-04-06,431.929
2004-04-07,433.595
2004-04-08,435.219
2004-04-09,433.816
2004-04-12,437.502
2004-04-13,435.257
2004-04-14,429.464
2004-04-15,426.455
2004-04-16,426.231
2004-04-19,425.603
2004-04-20,425.232
2004-04-21,420.836
2004-04-22,416.835
2004-04-23,420.744
2004-04-26,417.274
2004-04-27,414.942
2004-04-28,409.051
2004-04-29,397.217
2004-04-30,390.649
2004-05-03,389.372
2004-05-04,396.196
2004-05-05,394.662
2004-05-06,388.382
2004-05-07,383.954
2004-05-10,366.004
2004-05-11,368.016
2004-05-12,373.334
2004-05-13,369.099
2004-05-14,361.889
2004-05-17,349.664
2004-05-18,354.957
2004-05-19,369.5
2004-05-20,364.361
2004-05-21,369.678
2004-05-24,372.904
2004-05-25,371.95
2004-05-26,374.857
2004-05-27,380.919
2004-05-28,382.589
2004-05-31,380.598
2004-06-01,380.798
2004-06-02,380.52
2004-06-03,372.87
2004-06-04,374.604
2004-06-07,385.583
2004-06-08,385.293
2004-06-09,382.762
2004-06-10,380.446
2004-06-11,374.852
2004-06-14,368.579
2004-06-15,371.935
2004-06-16,371.669
2004-06-17,374.77
2004-06-18,372.939
2004-06-21,374.769
2004-06-22,373.221
2004-06-23,375.582
2004-06-24,381.577
2004-06-25,384.173
2004-06-28,382.761
2004-06-29,382.711
2004-06-30,386.302
2004-07-01,388.286
2004-07-02,386.31
2004-07-05,385.733
2004-07-06,385.885
2004-07-07,388.561
2004-07-08,384.761
2004-07-09,386.636
2004-07-12,388.097
2004-07-13,388.267
2004-07-14,385.261
2004-07-15,384.58
2004-07-16,387.659
2004-07-19,389.506
2004-07-20,385.938
2004-07-21,386.906
2004-07-22,383.59
2004-07-23,381.541
2004-07-26,378.845
2004-07-27,379.957
2004-07-28,380.232
2004-07-29,379.858
2004-07-30,382.576
2004-08-02,380.658
2004-08-03,380.979
2004-08-04,380.55
2004-08-05,383.076
2004-08-06,380.86
2004-08-09,382.923
2004-08-10,383.358
2004-08-11,379.752
2004-08-12,379.748
2004-08-13,380.401
2004-08-16,380.98
2004-08-17,382.487
2004-08-18,383.945
2004-08-19,389.141
2004-08-20,390.37
2004-08-23,389.87
2004-08-24,390.126
2004-08-25,391.898
2004-08-26,395.523
2004-08-27,395.97
2004-08-30,396.563
2004-08-31,397.733
2004-09-01,401.085
2004-09-02,403.725
2004-09-03,402.431
2004-09-06,404.621
2004-09-07,404.943
2004-09-08,405.841
2004-09-09,407.031
2004-09-10,410.077
2004-09-13,412.944
2004-09-14,415.198
2004-09-15,414.496
2004-09-16,418.424
2004-09-17,419.119
2004-09-20,421.955
2004-09-21,423.784
2004-09-22,420.401
2004-09-23,420.862
2004-09-24,420.481
2004-09-27,419.051
2004-09-28,419.449
2004-09-29,420.198
2004-09-30,422.18
2004-10-01,428.9
2004-10-04,437.13
2004-10-05,437.178
2004-10-06,437.612
2004-10-07,439.497
2004-10-08,441.116
2004-10-11,440.98
2004-10-12,434.004
2004-10-13,430.238
2004-10-14,427.06
2004-10-15,428.694
2004-10-18,430.286
2004-10-19,431.802
2004-10-20,426.53
2004-10-21,428.4
2004-10-22,429.966
2004-10-25,426.452
2004-10-26,427.521
2004-10-27,431.116
2004-10-28,434.169
2004-10-29,434.862
2004-11-01,435.606
2004-11-02,438.611
2004-11-03,444.201
2004-11-04,445.304
2004-11-05,449.263
2004-11-08,447.811
2004-11-09,449.063
2004-11-10,451.201
2004-11-11,452.18
2004-11-12,457.151
2004-11-15,459.988
2004-11-16,458.245
2004-11-17,464.924
2004-11-18,464.48
2004-11-19,461.938
2004-11-22,458.48
2004-11-23,461.975
2004-11-24,465.901
2004-11-25,467.906
2004-11-26,468.695
2004-11-29,472.243
2004-11-30,474.895
2004-12-01,477.193
2004-12-02,479.929
2004-12-03,479.429
2004-12-06,480.43
2004-12-07,477.328
2004-12-08,470.285
2004-12-09,467.41
2004-12-10,464.594
2004-12-13,468.081
2004-12-14,472.181
2004-12-15,477.442
2004-12-16,478.762
2004-12-17,478.416
2004-12-20,481.715
2004-12-21,484.698
2004-12-22,485.37
2004-12-23,487.702
2004-12-24,489.38
2004-12-27,490.647
2004-12-28,492.122
2004-12-29,493.498
2004-12-30,496.585
2004-12-31,500.016
2005-01-03,499.632
2005-01-04,491.87
2005-01-05,485.554
2005-01-06,480.381
2005-01-07,480.071
2005-01-10,482.055
2005-01-11,483.874
2005-01-12,483.378
2005-01-13,485.884
2005-01-14,486.755
2005-01-17,488.993
2005-01-18,486.67
2005-01-19,488.432
2005-01-20,484.432
2005-01-21,484.79
2005-01-24,486.428
2005-01-25,486.86
2005-01-26,491.321
2005-01-27,492.939
2005-01-28,494.9
2005-01-31,500.417
2005-02-01,500.27
2005-02-02,502.815
2005-02-03,505.998
2005-02-04,509.634
2005-02-07,510.914
2005-02-08,509.144
2005-02-09,511.582
2005-02-10,511.403
2005-02-11,513.796
2005-02-14,519.623
2005-02-15,520.924
2005-02-16,521.728
2005-02-17,523.694
2005-02-18,525.843
2005-02-21,527.634
2005-02-22,531.091
2005-02-23,531.199
2005-02-24,536.607
2005-02-25,541.495
2005-02-28,548.368
2005-03-01,546.769
2005-03-02,542.453
2005-03-03,544.095
2005-03-04,547.928
2005-03-07,550.647
2005-03-08,549.97
2005-03-09,550.144
2005-03-10,545.926
2005-03-11,547.988
2005-03-14,541.624
2005-03-15,531.627
2005-03-16,530.666
2005-03-17,528.367
2005-03-18,528.513
2005-03-21,525.121
2005-03-22,522.357
2005-03-23,513.528
2005-03-24,511.015
2005-03-25,513.503
2005-03-28,510.253
2005-03-29,504.151
2005-03-30,505.353
2005-03-31,512.664
2005-04-01,520.564
2005-04-04,516.571
2005-04-05,517.564
2005-04-06,520.436
2005-04-07,521.785
2005-04-08,520.834
2005-04-11,519.639
2005-04-12,518.37
2005-04-13,520.467
2005-04-14,510.496
2005-04-15,503.718
2005-04-18,494.421
2005-04-19,500.858
2005-04-20,501.981
2005-04-21,503.991
2005-04-22,505.673
2005-04-25,508.087
2005-04-26,509.983
2005-04-27,505.669
2005-04-28,500.457
2005-04-29,501.116
2005-05-02,502.818
2005-05-03,503.592
2005-05-04,511.427
2005-05-05,516.389
2005-05-06,518.118
2005-05-09,517.337
2005-05-10,514.423
2005-05-11,511.358
2005-05-12,507.878
2005-05-13,504.954
2005-05-16,503.506
2005-05-17,502.73
2005-05-18,506.161
2005-05-19,510.438
2005-05-20,508.611
2005-05-23,507.969
2005-05-24,509.732
2005-05-25,509.16
2005-05-26,510.218
2005-05-27,515.654
2005-05-30,517.471
2005-05-31,514.083
2005-06-01,512.796
2005-06-02,517.474
2005-06-03,521.862
2005-06-06,522.481
2005-06-07,521.421
2005-06-08,523.071
2005-06-09,521.082
2005-06-10,524.452
2005-06-13,524.343
2005-06-14,525.528
2005-06-15,530.025
2005-06-16,532.405
2005-06-17,537.059
2005-06-20,536.847
2005-06-21,535.78
2005-06-22,540.965
2005-06-23,539.938
2005-06-24,537.863
2005-06-27,536.811
2005-06-28,536.908
2005-06-29,535.615
2005-06-30,535.474
2005-07-01,537.814
2005-07-04,535.933
2005-07-05,533.349
2005-07-06,535.477
2005-07-07,531.778
2005-07-08,533.194
2005-07-11,542.062
2005-07-12,549.901
2005-07-13,550.584
2005-07-14,554.774
2005-07-15,550.833
2005-07-18,551.784
2005-07-19,553.403
2005-07-20,556.243
2005-07-21,559.495
2005-07-22,562.79
2005-07-25,563.189
2005-07-26,559.894
2005-07-27,563.423
2005-07-28,569.219
2005-07-29,570.99
2005-08-01,574.952
2005-08-02,582.025
2005-08-03,585.213
2005-08-04,586.004
2005-08-05,583.744
2005-08-08,583.711
2005-08-09,585.419
2005-08-10,590.119
2005-08-11,591.296
2005-08-12,589.569
2005-08-15,588.688
2005-08-16,585.705
2005-08-17,583.448
2005-08-18,576.486
2005-08-19,572.341
2005-08-22,579.61
2005-08-23,577.293
2005-08-24,571.951
2005-08-25,572.83
2005-08-26,572.221
2005-08-29,567.629
2005-08-30,569.406
2005-08-31,574.329
2005-09-01,583.977
2005-09-02,590.532
2005-09-05,591.07
2005-09-06,592.481
2005-09-07,594.23
2005-09-08,594.323
2005-09-09,597.873
2005-09-12,600.401
2005-09-13,598.13
2005-09-14,600.02
2005-09-15,602.453
2005-09-16,604.689
2005-09-19,606.759
2005-09-20,610.504
2005-09-21,612.648
2005-09-22,608.184
2005-09-23,604.124
2005-09-26,608.257
2005-09-27,610.555
2005-09-28,613.801
2005-09-29,619.293
2005-09-30,624.175
2005-10-03,624.805
2005-10-04,625.843
2005-10-05,615.793
2005-10-06,601.692
2005-10-07,602.363
2005-10-10,606.226
2005-10-11,609.612
2005-10-12,601.939
2005-10-13,589.592
2005-10-14,586.163
2005-10-17,588.072
2005-10-18,583.355
2005-10-19,571.461
2005-10-20,571.993
2005-10-21,574.253
2005-10-24,577.746
2005-10-25,577.612
2005-10-26,578.474
2005-10-27,571.65
2005-10-28,569.255
2005-10-31,580.229
2005-11-01,588.153
2005-11-02,594.898
2005-11-03,597.819
2005-11-04,594.96
