Date,SWEDEN Standard (Large+Mid Cap)
2001-09-28,4890.558
2001-10-01,4829.169
2001-10-02,4869.184
2001-10-03,4823.031
2001-10-04,5072.762
2001-10-05,5127.238
2001-10-08,5163.437
2001-10-09,5159.97
2001-10-10,5193.637
2001-10-11,5424.144
2001-10-12,5454.376
2001-10-15,5351.486
2001-10-16,5390.398
2001-10-17,5648.91
2001-10-18,5445.63
2001-10-19,5267.001
2001-10-22,5207.332
2001-10-23,5387.408
2001-10-24,5453.026
2001-10-25,5380.276
2001-10-26,5571.302
2001-10-29,5462.393
2001-10-30,5230.255
2001-10-31,5263.001
2001-11-01,5290.14
2001-11-02,5301.88
2001-11-05,5456.338
2001-11-06,5537.995
2001-11-07,5627.194
2001-11-08,5751.508
2001-11-09,5646.126
2001-11-12,5560.816
2001-11-13,5758.505
2001-11-14,5828.386
2001-11-15,5923.002
2001-11-16,6023.439
2001-11-19,6027.432
2001-11-20,5889.201
2001-11-21,5834.342
2001-11-22,6024.055
2001-11-23,6022.082
2001-11-26,6135.466
2001-11-27,6078.207
2001-11-28,5992.599
2001-11-29,5954.252
2001-11-30,6033.322
2001-12-03,5976.505
2001-12-04,6153.306
2001-12-05,6481.518
2001-12-06,6485.303
2001-12-07,6458.466
2001-12-10,6332.329
2001-12-11,6349.919
2001-12-12,6279.102
2001-12-13,6141.882
2001-12-14,6018.589
2001-12-17,6156.468
2001-12-18,6154.823
2001-12-19,6005.554
2001-12-20,5866.029
2001-12-21,5923.855
2001-12-24,5845.568
2001-12-25,5845.568
2001-12-26,5825.694
2001-12-27,6030.665
2001-12-28,6151.785
2001-12-31,6201.78
2002-01-01,6201.78
2002-01-02,6262.324
2002-01-03,6536.255
2002-01-04,6535.202
2002-01-07,6511.639
2002-01-08,6286.399
2002-01-09,6263.99
2002-01-10,6228.513
2002-01-11,6302.789
2002-01-14,6036.712
2002-01-15,5959.006
2002-01-16,5777.178
2002-01-17,5835.45
2002-01-18,5828.803
2002-01-21,5762.092
2002-01-22,5743.017
2002-01-23,5748.156
2002-01-24,5810.519
2002-01-25,5645.082
2002-01-28,5564.175
2002-01-29,5484.348
2002-01-30,5399.393
2002-01-31,5611.046
2002-02-01,5597.471
2002-02-04,5598.984
2002-02-05,5552.134
2002-02-06,5518.873
2002-02-07,5539.241
2002-02-08,5544.734
2002-02-11,5684.704
2002-02-12,5663.084
2002-02-13,5633.898
2002-02-14,5627.72
2002-02-15,5557.962
2002-02-18,5470.413
2002-02-19,5426.668
2002-02-20,5405.286
2002-02-21,5523.085
2002-02-22,5487.129
2002-02-25,5579.722
2002-02-26,5602.125
2002-02-27,5730.198
2002-02-28,5730.69
2002-03-01,5785.06
2002-03-04,6095.402
2002-03-05,6076.704
2002-03-06,6078.08
2002-03-07,6206.631
2002-03-08,6226.516
2002-03-11,6154.692
2002-03-12,6013.11
2002-03-13,5989.927
2002-03-14,5970.299
2002-03-15,5987.433
2002-03-18,6025.517
2002-03-19,5987.508
2002-03-20,5965.921
2002-03-21,5969.781
2002-03-22,6114.433
2002-03-25,6004.332
2002-03-26,5961.608
2002-03-27,5924.058
2002-03-28,5951.425
2002-03-29,5951.425
2002-04-01,6010.174
2002-04-02,5965.125
2002-04-03,5868.632
2002-04-04,5847.189
2002-04-05,5885.704
2002-04-08,5742.87
2002-04-09,5720.725
2002-04-10,5737.249
2002-04-11,5663.058
2002-04-12,5695.768
2002-04-15,5740.681
2002-04-16,5886.175
2002-04-17,5970.349
2002-04-18,5843.241
2002-04-19,5768.248
2002-04-22,5396.01
2002-04-23,5377.272
2002-04-24,5202.04
2002-04-25,5227.046
2002-04-26,5375.493
2002-04-29,5320.487
2002-04-30,5362.0
2002-05-01,5393.495
2002-05-02,5378.064
2002-05-03,5298.157
2002-05-06,5286.556
2002-05-07,5267.545
2002-05-08,5409.356
2002-05-09,5400.051
2002-05-10,5324.46
2002-05-13,5347.627
2002-05-14,5414.026
2002-05-15,5468.483
2002-05-16,5419.9
2002-05-17,5543.242
2002-05-20,5559.052
2002-05-21,5485.572
2002-05-22,5424.827
2002-05-23,5431.339
2002-05-24,5451.106
2002-05-27,5414.931
2002-05-28,5432.767
2002-05-29,5372.719
2002-05-30,5307.363
2002-05-31,5290.126
2002-06-03,5313.51
2002-06-04,5229.661
2002-06-05,5236.134
2002-06-06,5216.501
2002-06-07,5089.27
2002-06-10,5118.013
2002-06-11,5086.105
2002-06-12,4988.743
2002-06-13,5021.136
2002-06-14,4937.043
2002-06-17,5014.136
2002-06-18,5074.25
2002-06-19,5021.149
2002-06-20,4844.468
2002-06-21,4874.413
2002-06-24,4784.139
2002-06-25,4931.539
2002-06-26,4948.675
2002-06-27,5022.208
2002-06-28,5153.065
2002-07-01,5175.552
2002-07-02,5100.023
2002-07-03,4899.706
2002-07-04,4947.138
2002-07-05,5088.81
2002-07-08,5131.397
2002-07-09,5094.612
2002-07-10,4927.419
2002-07-11,4713.059
2002-07-12,4718.972
2002-07-15,4684.675
2002-07-16,4667.333
2002-07-17,4825.785
2002-07-18,4812.04
2002-07-19,4631.35
2002-07-22,4332.224
2002-07-23,4114.936
2002-07-24,3921.051
2002-07-25,4157.026
2002-07-26,3940.165
2002-07-29,4271.028
2002-07-30,4371.624
2002-07-31,4399.4
2002-08-01,4292.68
2002-08-02,4155.505
2002-08-05,3976.409
2002-08-06,4010.635
2002-08-07,4079.729
2002-08-08,4156.384
2002-08-09,4129.549
2002-08-12,4186.396
2002-08-13,4225.309
2002-08-14,4179.703
2002-08-15,4234.601
2002-08-16,4201.337
2002-08-19,4261.872
2002-08-20,4303.723
2002-08-21,4487.677
2002-08-22,4660.007
2002-08-23,4489.572
2002-08-26,4438.666
2002-08-27,4488.685
2002-08-28,4437.396
2002-08-29,4402.439
2002-08-30,4375.972
2002-09-02,4344.078
2002-09-03,4198.049
2002-09-04,4168.567
2002-09-05,4140.126
2002-09-06,4241.764
2002-09-09,4190.932
2002-09-10,4201.941
2002-09-11,4352.274
2002-09-12,4227.318
2002-09-13,4179.915
2002-09-16,4180.779
2002-09-17,4125.198
2002-09-18,4006.815
2002-09-19,3975.957
2002-09-20,3951.652
2002-09-23,3794.04
2002-09-24,3754.125
2002-09-25,3766.346
2002-09-26,3889.364
2002-09-27,3842.717
2002-09-30,3635.785
2002-10-01,3680.749
2002-10-02,3754.352
2002-10-03,3674.739
2002-10-04,3609.152
2002-10-07,3432.648
2002-10-08,3354.915
2002-10-09,3348.504
2002-10-10,3470.855
2002-10-11,3726.086
2002-10-14,3667.061
2002-10-15,3958.079
2002-10-16,3865.808
2002-10-17,3880.928
2002-10-18,3959.22
2002-10-21,4035.857
2002-10-22,3966.858
2002-10-23,3848.305
2002-10-24,3979.726
2002-10-25,3977.865
2002-10-28,4117.582
2002-10-29,3963.153
2002-10-30,4113.448
2002-10-31,4221.717
2002-11-01,4181.477
2002-11-04,4355.937
2002-11-05,4480.691
2002-11-06,4382.424
2002-11-07,4303.621
2002-11-08,4318.208
2002-11-11,4299.528
2002-11-12,4453.318
2002-11-13,4485.839
2002-11-14,4585.338
2002-11-15,4540.932
2002-11-18,4653.443
2002-11-19,4560.612
2002-11-20,4566.23
2002-11-21,4776.252
2002-11-22,4831.021
2002-11-25,4739.355
2002-11-26,4630.589
2002-11-27,4802.975
2002-11-28,4876.416
2002-11-29,4830.077
2002-12-02,4784.867
2002-12-03,4670.214
2002-12-04,4664.427
2002-12-05,4641.579
2002-12-06,4666.93
2002-12-09,4599.158
2002-12-10,4597.926
2002-12-11,4603.669
2002-12-12,4526.307
2002-12-13,4550.766
2002-12-16,4555.2
2002-12-17,4466.869
2002-12-18,4345.659
2002-12-19,4359.077
2002-12-20,4381.505
2002-12-23,4336.717
2002-12-24,4358.616
2002-12-25,4358.616
2002-12-26,4367.102
2002-12-27,4262.217
2002-12-30,4287.77
2002-12-31,4310.948
2003-01-01,4310.948
2003-01-02,4491.174
2003-01-03,4563.074
2003-01-06,4588.584
2003-01-07,4616.701
2003-01-08,4456.41
2003-01-09,4505.254
2003-01-10,4566.719
2003-01-13,4605.371
2003-01-14,4695.366
2003-01-15,4655.475
2003-01-16,4642.744
2003-01-17,4548.548
2003-01-20,4624.537
2003-01-21,4546.079
2003-01-22,4467.491
2003-01-23,4475.277
2003-01-24,4485.48
2003-01-27,4322.161
2003-01-28,4248.211
2003-01-29,4232.596
2003-01-30,4305.698
2003-01-31,4251.644
2003-02-03,4284.794
2003-02-04,4154.027
2003-02-05,4248.221
2003-02-06,4257.463
2003-02-07,4206.569
2003-02-10,4078.836
2003-02-11,4173.135
2003-02-12,4223.265
2003-02-13,4278.193
2003-02-14,4317.061
2003-02-17,4421.353
2003-02-18,4432.479
2003-02-19,4422.682
2003-02-20,4358.156
2003-02-21,4324.06
2003-02-24,4274.699
2003-02-25,4165.465
2003-02-26,4167.191
2003-02-27,4185.861
2003-02-28,4225.439
2003-03-03,4250.492
2003-03-04,4202.454
2003-03-05,4192.189
2003-03-06,4159.533
2003-03-07,4128.946
2003-03-10,4071.729
2003-03-11,3998.594
2003-03-12,3928.664
2003-03-13,4040.048
2003-03-14,4164.811
2003-03-17,4302.022
2003-03-18,4275.087
2003-03-19,4314.885
2003-03-20,4356.632
2003-03-21,4413.664
2003-03-24,4310.505
2003-03-25,4311.776
2003-03-26,4290.226
2003-03-27,4234.773
2003-03-28,4237.017
2003-03-31,4123.89
2003-04-01,4141.59
2003-04-02,4264.351
2003-04-03,4278.075
2003-04-04,4283.214
2003-04-07,4438.235
2003-04-08,4399.653
2003-04-09,4395.471
2003-04-10,4374.481
2003-04-11,4374.362
2003-04-14,4386.669
2003-04-15,4472.985
2003-04-16,4499.095
2003-04-17,4533.575
2003-04-18,4533.575
2003-04-21,4519.714
2003-04-22,4585.537
2003-04-23,4646.893
2003-04-24,4683.3
2003-04-25,4638.09
2003-04-28,4761.401
2003-04-29,4915.205
2003-04-30,4969.881
2003-05-01,5018.999
2003-05-02,4993.766
2003-05-05,5063.31
2003-05-06,5115.89
2003-05-07,5010.402
2003-05-08,4914.427
2003-05-09,4991.889
2003-05-12,5033.725
2003-05-13,5103.226
2003-05-14,5041.621
2003-05-15,5029.993
2003-05-16,5047.359
2003-05-19,4974.073
2003-05-20,4917.342
2003-05-21,4893.74
2003-05-22,4937.219
2003-05-23,4991.354
2003-05-26,4973.891
2003-05-27,5044.86
2003-05-28,5136.671
2003-05-29,5161.035
2003-05-30,5184.643
2003-06-02,5204.564
2003-06-03,5128.298
2003-06-04,5175.284
2003-06-05,5249.149
2003-06-06,5281.222
2003-06-09,5299.567
2003-06-10,5265.938
2003-06-11,5383.189
2003-06-12,5447.114
2003-06-13,5360.532
2003-06-16,5444.436
2003-06-17,5512.204
2003-06-18,5473.896
2003-06-19,5415.024
2003-06-20,5382.33
2003-06-23,5255.095
2003-06-24,5148.398
2003-06-25,5199.553
2003-06-26,5156.099
2003-06-27,5232.012
2003-06-30,5219.172
2003-07-01,5171.437
2003-07-02,5223.897
2003-07-03,5315.304
2003-07-04,5301.371
2003-07-07,5364.266
2003-07-08,5391.72
2003-07-09,5363.677
2003-07-10,5302.841
2003-07-11,5297.028
2003-07-14,5396.967
2003-07-15,5407.905
2003-07-16,5343.095
2003-07-17,5258.277
2003-07-18,5350.521
2003-07-21,5400.893
2003-07-22,5380.752
2003-07-23,5433.302
2003-07-24,5545.619
2003-07-25,5547.108
2003-07-28,5650.257
2003-07-29,5613.325
2003-07-30,5589.223
2003-07-31,5553.003
2003-08-01,5544.492
2003-08-04,5595.918
2003-08-05,5638.754
2003-08-06,5527.777
2003-08-07,5506.832
2003-08-08,5497.758
2003-08-11,5468.852
2003-08-12,5562.893
2003-08-13,5644.558
2003-08-14,5657.18
2003-08-15,5615.18
2003-08-18,5656.771
2003-08-19,5699.936
2003-08-20,5744.477
2003-08-21,5753.954
2003-08-22,5674.802
2003-08-25,5604.597
2003-08-26,5506.707
2003-08-27,5575.67
2003-08-28,5600.205
2003-08-29,5647.824
2003-09-01,5772.378
2003-09-02,5748.905
2003-09-03,5867.495
2003-09-04,5895.754
2003-09-05,5976.874
2003-09-08,6020.642
2003-09-09,6000.259
2003-09-10,5912.755
2003-09-11,5960.834
2003-09-12,6019.615
2003-09-15,6000.293
2003-09-16,6034.224
2003-09-17,6073.341
2003-09-18,6096.215
2003-09-19,6054.344
2003-09-22,5976.804
2003-09-23,6007.862
2003-09-24,5982.001
2003-09-25,5949.257
2003-09-26,5944.174
2003-09-29,5934.161
2003-09-30,5837.392
2003-10-01,5904.556
2003-10-02,5934.286
2003-10-03,6099.511
2003-10-06,6167.297
2003-10-07,6218.335
2003-10-08,6268.52
2003-10-09,6287.89
2003-10-10,6260.343
2003-10-13,6309.303
2003-10-14,6402.469
2003-10-15,6431.907
2003-10-16,6368.198
2003-10-17,6330.154
2003-10-20,6312.085
2003-10-21,6286.422
2003-10-22,6202.581
2003-10-23,6225.607
2003-10-24,6297.666
2003-10-27,6360.021
2003-10-28,6392.608
2003-10-29,6424.69
2003-10-30,6415.118
2003-10-31,6336.796
2003-11-03,6306.183
2003-11-04,6319.843
2003-11-05,6236.721
2003-11-06,6279.352
2003-11-07,6407.51
2003-11-10,6376.328
2003-11-11,6318.743
2003-11-12,6445.24
2003-11-13,6556.711
2003-11-14,6656.942
2003-11-17,6510.214
2003-11-18,6534.403
2003-11-19,6474.338
2003-11-20,6431.854
2003-11-21,6447.838
2003-11-24,6471.157
2003-11-25,6478.138
2003-11-26,6487.385
2003-11-27,6559.981
2003-11-28,6556.802
2003-12-01,6641.57
2003-12-02,6729.332
2003-12-03,6779.862
2003-12-04,6814.26
2003-12-05,6817.425
2003-12-08,6805.134
2003-12-09,6787.849
2003-12-10,6763.372
2003-12-11,6706.851
2003-12-12,6799.356
2003-12-15,6842.116
2003-12-16,6745.736
2003-12-17,6685.362
2003-12-18,6732.89
2003-12-19,6748.785
2003-12-22,6787.726
2003-12-23,6897.917
2003-12-24,6904.055
2003-12-25,6904.055
2003-12-26,6895.984
2003-12-29,7047.088
2003-12-30,7049.623
2003-12-31,7092.781
2004-01-01,7092.781
2004-01-02,7190.141
2004-01-05,7224.929
2004-01-06,7228.766
2004-01-07,7130.945
2004-01-08,7284.135
2004-01-09,7409.052
2004-01-12,7422.32
2004-01-13,7429.959
2004-01-14,7393.36
2004-01-15,7384.969
2004-01-16,7360.129
2004-01-19,7405.931
2004-01-20,7435.558
2004-01-21,7451.893
2004-01-22,7566.256
2004-01-23,7544.184
2004-01-26,7502.156
2004-01-27,7524.706
2004-01-28,7478.549
2004-01-29,7246.843
2004-01-30,7360.809
2004-02-02,7350.911
2004-02-03,7416.863
2004-02-04,7377.833
2004-02-05,7479.288
2004-02-06,7848.604
2004-02-09,7894.108
2004-02-10,7988.39
2004-02-11,8008.354
2004-02-12,8024.43
2004-02-13,7938.331
2004-02-16,7976.006
2004-02-17,8027.706
2004-02-18,8072.034
2004-02-19,8040.437
2004-02-20,7889.245
2004-02-23,7918.51
2004-02-24,7821.522
2004-02-25,7755.662
2004-02-26,7741.002
2004-02-27,7744.909
2004-03-01,7829.686
2004-03-02,7823.692
2004-03-03,7813.407
2004-03-04,7822.284
2004-03-05,8023.116
2004-03-08,8015.422
2004-03-09,7899.294
2004-03-10,7741.457
2004-03-11,7483.716
2004-03-12,7461.522
2004-03-15,7423.976
2004-03-16,7509.188
2004-03-17,7541.761
2004-03-18,7481.291
2004-03-19,7498.101
2004-03-22,7310.036
2004-03-23,7356.428
2004-03-24,7234.431
2004-03-25,7365.448
2004-03-26,7338.065
2004-03-29,7513.514
2004-03-30,7502.297
2004-03-31,7598.838
2004-04-01,7882.986
2004-04-02,7840.613
2004-04-05,7883.467
2004-04-06,7870.28
2004-04-07,8000.341
2004-04-08,7984.42
2004-04-09,7984.42
2004-04-12,7943.776
2004-04-13,7853.006
2004-04-14,7757.553
2004-04-15,7717.619
2004-04-16,7807.083
2004-04-19,7841.756
2004-04-20,7916.376
2004-04-21,7800.797
2004-04-22,7949.749
2004-04-23,7840.675
2004-04-26,7815.53
2004-04-27,7834.435
2004-04-28,7650.359
2004-04-29,7654.361
2004-04-30,7576.125
2004-05-03,7620.824
2004-05-04,7686.025
2004-05-05,7851.298
2004-05-06,7611.199
2004-05-07,7505.591
2004-05-10,7110.678
2004-05-11,7217.529
2004-05-12,7140.339
2004-05-13,7313.099
2004-05-14,7261.846
2004-05-17,7217.063
2004-05-18,7275.231
2004-05-19,7513.143
2004-05-20,7457.623
2004-05-21,7478.987
2004-05-24,7472.005
2004-05-25,7453.566
2004-05-26,7524.351
2004-05-27,7722.902
2004-05-28,7698.915
2004-05-31,7698.915
2004-06-01,7625.409
2004-06-02,7691.879
2004-06-03,7691.622
2004-06-04,7810.279
2004-06-07,7969.336
2004-06-08,7955.48
2004-06-09,7761.789
2004-06-10,7722.135
2004-06-11,7678.815
2004-06-14,7612.168
2004-06-15,7666.731
2004-06-16,7670.277
2004-06-17,7661.098
2004-06-18,7682.96
2004-06-21,7664.582
2004-06-22,7605.864
2004-06-23,7749.101
2004-06-24,7930.389
2004-06-25,7910.786
2004-06-28,7983.92
2004-06-29,7945.057
2004-06-30,7936.978
2004-07-01,7942.944
2004-07-02,7974.628
2004-07-05,7907.459
2004-07-06,7828.305
2004-07-07,7904.159
2004-07-08,7914.041
2004-07-09,7837.061
2004-07-12,7726.733
2004-07-13,7755.725
2004-07-14,7876.192
2004-07-15,7733.872
2004-07-16,7817.32
2004-07-19,7719.368
2004-07-20,7689.501
2004-07-21,7827.887
2004-07-22,7657.045
2004-07-23,7532.631
2004-07-26,7477.145
2004-07-27,7543.669
2004-07-28,7499.773
2004-07-29,7597.286
2004-07-30,7586.732
2004-08-02,7555.393
2004-08-03,7595.185
2004-08-04,7529.857
2004-08-05,7591.787
2004-08-06,7536.261
2004-08-09,7443.327
2004-08-10,7565.442
2004-08-11,7355.287
2004-08-12,7309.401
2004-08-13,7351.558
2004-08-16,7422.965
2004-08-17,7465.949
2004-08-18,7529.796
2004-08-19,7590.461
2004-08-20,7563.206
2004-08-23,7670.739
2004-08-24,7608.942
2004-08-25,7655.155
2004-08-26,7728.868
2004-08-27,7710.016
2004-08-30,7708.498
2004-08-31,7711.971
2004-09-01,7825.5
2004-09-02,7821.681
2004-09-03,7759.823
2004-09-06,7765.808
2004-09-07,7756.221
2004-09-08,7782.386
2004-09-09,7766.11
2004-09-10,7926.208
2004-09-13,8076.413
2004-09-14,8061.903
2004-09-15,7951.188
2004-09-16,7951.49
2004-09-17,7999.992
2004-09-20,8008.289
2004-09-21,8105.166
2004-09-22,8112.163
2004-09-23,8134.413
2004-09-24,8090.246
2004-09-27,8063.436
2004-09-28,8078.713
2004-09-29,8293.321
2004-09-30,8314.336
2004-10-01,8462.466
2004-10-04,8461.084
2004-10-05,8511.236
2004-10-06,8474.506
2004-10-07,8466.948
2004-10-08,8511.596
2004-10-11,8499.237
2004-10-12,8357.599
2004-10-13,8433.987
2004-10-14,8417.375
2004-10-15,8432.383
2004-10-18,8456.341
2004-10-19,8576.658
2004-10-20,8528.025
2004-10-21,8460.518
2004-10-22,8358.138
2004-10-25,8267.019
2004-10-26,8354.105
2004-10-27,8462.327
2004-10-28,8465.729
2004-10-29,8430.933
2004-11-01,8564.236
2004-11-02,8665.675
2004-11-03,8764.441
2004-11-04,8746.897
2004-11-05,8807.855
2004-11-08,8868.658
2004-11-09,8814.413
2004-11-10,8904.403
2004-11-11,8994.789
2004-11-12,9174.671
2004-11-15,9200.667
2004-11-16,9176.995
2004-11-17,9304.824
2004-11-18,9280.053
2004-11-19,9296.094
2004-11-22,9212.018
2004-11-23,9269.46
2004-11-24,9359.801
2004-11-25,9483.566
2004-11-26,9493.419
2004-11-29,9550.294
2004-11-30,9490.873
2004-12-01,9582.677
2004-12-02,9564.804
2004-12-03,9615.068
2004-12-06,9629.028
2004-12-07,9702.765
2004-12-08,9427.162
2004-12-09,9297.455
2004-12-10,9337.197
2004-12-13,9456.42
2004-12-14,9436.003
2004-12-15,9495.905
2004-12-16,9429.799
2004-12-17,9310.655
2004-12-20,9514.955
2004-12-21,9496.289
2004-12-22,9550.528
2004-12-23,9598.769
2004-12-24,9655.896
2004-12-27,9707.849
2004-12-28,9700.261
2004-12-29,9719.535
2004-12-30,9711.479
2004-12-31,9665.737
2005-01-03,9690.049
2005-01-04,9596.425
2005-01-05,9492.73
2005-01-06,9387.278
2005-01-07,9339.905
2005-01-10,9502.338
2005-01-11,9459.352
2005-01-12,9328.747
2005-01-13,9332.013
2005-01-14,9327.583
2005-01-17,9398.026
2005-01-18,9349.142
2005-01-19,9369.609
2005-01-20,9190.313
2005-01-21,9205.071
2005-01-24,9118.069
2005-01-25,9149.996
2005-01-26,9239.633
2005-01-27,9246.633
2005-01-28,9113.921
2005-01-31,9202.732
2005-02-01,9306.262
2005-02-02,9360.753
2005-02-03,9254.914
2005-02-04,9315.957
2005-02-07,9359.481
2005-02-08,9279.788
2005-02-09,9404.43
2005-02-10,9245.118
2005-02-11,9343.847
2005-02-14,9435.859
2005-02-15,9520.312
2005-02-16,9451.077
2005-02-17,9497.659
2005-02-18,9398.979
2005-02-21,9413.017
2005-02-22,9527.146
2005-02-23,9518.849
2005-02-24,9581.055
2005-02-25,9699.429
2005-02-28,9790.157
2005-03-01,9750.979
2005-03-02,9733.119
2005-03-03,9772.872
2005-03-04,9969.656
2005-03-07,9884.953
2005-03-08,9931.914
2005-03-09,9937.144
2005-03-10,9837.392
2005-03-11,9940.678
2005-03-14,9880.263
2005-03-15,9893.538
2005-03-16,9810.426
2005-03-17,9773.101
2005-03-18,9662.73
2005-03-21,9523.765
2005-03-22,9630.196
2005-03-23,9530.005
2005-03-24,9526.878
2005-03-25,9526.878
2005-03-28,9461.347
2005-03-29,9449.997
2005-03-30,9452.638
2005-03-31,9459.313
2005-04-01,9522.691
2005-04-04,9370.695
2005-04-05,9471.827
2005-04-06,9566.857
2005-04-07,9606.179
2005-04-08,9591.028
2005-04-11,9724.706
2005-04-12,9632.329
2005-04-13,9702.022
2005-04-14,9649.824
2005-04-15,9559.535
2005-04-18,9461.745
2005-04-19,9497.883
2005-04-20,9539.886
2005-04-21,9611.281
2005-04-22,9772.75
2005-04-25,9710.899
2005-04-26,9622.08
2005-04-27,9381.096
2005-04-28,9236.937
2005-04-29,9207.078
2005-05-02,9234.886
2005-05-03,9278.216
2005-05-04,9346.443
2005-05-05,9341.89
2005-05-06,9396.462
2005-05-09,9409.171
2005-05-10,9372.783
2005-05-11,9285.594
2005-05-12,9322.081
2005-05-13,9342.435
2005-05-16,9305.405
2005-05-17,9356.931
2005-05-18,9453.181
2005-05-19,9486.916
2005-05-20,9452.177
2005-05-23,9492.732
2005-05-24,9508.33
2005-05-25,9506.182
2005-05-26,9524.719
2005-05-27,9552.542
2005-05-30,9551.735
2005-05-31,9476.781
2005-06-01,9437.197
2005-06-02,9403.845
2005-06-03,9376.901
2005-06-06,9384.401
2005-06-07,9453.117
2005-06-08,9490.964
2005-06-09,9352.288
2005-06-10,9339.646
2005-06-13,9226.135
2005-06-14,9330.175
