Date,SWEDEN Standard (Large+Mid Cap)
1987-09-30,1348.985
1987-10-30,1112.177
1987-11-30,991.196
1987-12-31,1042.631
1988-01-29,1144.648
1988-02-29,1187.604
1988-03-31,1270.847
1988-04-29,1307.275
1988-05-31,1342.1
1988-06-30,1277.32
1988-07-29,1308.563
1988-08-31,1235.688
1988-09-30,1310.196
1988-10-31,1427.862
1988-11-30,1470.107
1988-12-30,1546.493
1989-01-31,1617.365
1989-02-28,1671.681
1989-03-31,1715.409
1989-04-28,1729.584
1989-05-31,1706.5
1989-06-30,1804.155
1989-07-31,2018.955
1989-08-31,1994.43
1989-09-29,1966.864
1989-10-31,1836.982
1989-11-30,1821.732
1989-12-29,2038.157
1990-01-31,2028.978
1990-02-28,1935.499
1990-03-30,1860.449
1990-04-30,1909.159
1990-05-31,2158.908
1990-06-29,2278.112
1990-07-31,2380.121
1990-08-31,2065.473
1990-09-28,1622.224
1990-10-31,1701.064
1990-11-30,1569.105
1990-12-31,1610.257
1991-01-31,1863.343
1991-02-28,2009.229
1991-03-29,1931.127
1991-04-30,1815.349
1991-05-31,1958.086
1991-06-28,1897.252
1991-07-31,1976.858
1991-08-30,1951.155
1991-09-30,1893.791
1991-10-31,1848.172
1991-11-29,1753.461
1991-12-31,1842.522
1992-01-31,1841.873
1992-02-28,1794.889
1992-03-31,1876.646
1992-04-30,1859.643
1992-05-29,1975.364
1992-06-30,1908.076
1992-07-31,1857.158
1992-08-31,1745.482
1992-09-30,1551.61
1992-10-30,1412.437
1992-11-30,1611.094
1992-12-31,1577.02
1993-01-29,1505.217
1993-02-26,1560.835
1993-03-31,1576.589
1993-04-30,1731.933
1993-05-31,1913.685
1993-06-30,1780.866
1993-07-30,1829.29
1993-08-31,1999.724
1993-09-30,2030.655
1993-10-29,2221.101
1993-11-30,1955.96
1993-12-31,2160.322
1994-01-31,2532.254
1994-02-28,2412.737
1994-03-31,2263.348
1994-04-29,2448.67
1994-05-31,2414.968
1994-06-30,2289.02
1994-07-29,2441.3
1994-08-31,2429.636
1994-09-30,2437.321
1994-10-31,2670.203
1994-11-30,2597.071
1994-12-30,2556.452
1995-01-31,2570.906
1995-02-28,2614.761
1995-03-31,2572.869
1995-04-28,2806.667
1995-05-31,2847.645
1995-06-30,2974.072
1995-07-31,3180.676
1995-08-31,3095.626
1995-09-29,3522.957
1995-10-31,3372.461
1995-11-30,3487.705
1995-12-29,3409.29
1996-01-31,3326.413
1996-02-29,3651.413
1996-03-29,3736.031
1996-04-30,3695.255
1996-05-31,3859.418
1996-06-28,3910.916
1996-07-31,3750.146
1996-08-30,4000.523
1996-09-30,4166.295
1996-10-31,4347.781
1996-11-29,4639.844
1996-12-31,4677.785
1997-01-31,4786.355
1997-02-28,4766.562
1997-03-31,4991.204
1997-04-30,4573.766
1997-05-30,4931.328
1997-06-30,5360.453
1997-07-31,5610.844
1997-08-29,5306.458
1997-09-30,5940.481
1997-10-31,5344.465
1997-11-28,5468.885
1997-12-31,5281.999
1998-01-30,5418.059
1998-02-27,5928.11
1998-03-31,6344.544
1998-04-30,6657.741
1998-05-29,6860.421
1998-06-30,6817.508
1998-07-31,6786.195
1998-08-31,5748.29
1998-09-30,5247.652
1998-10-30,5582.868
1998-11-30,6113.199
1998-12-31,6019.434
1999-01-29,6375.02
1999-02-26,6221.165
1999-03-31,6343.666
1999-04-30,6703.061
1999-05-31,6559.76
1999-06-30,7191.073
1999-07-30,7480.565
1999-08-31,7446.258
1999-09-30,7398.353
1999-10-29,8247.342
1999-11-30,9132.396
1999-12-31,10819.525
2000-01-31,10898.696
2000-02-29,13392.318
2000-03-31,12735.463
2000-04-28,12605.527
2000-05-31,12049.287
2000-06-30,11854.893
2000-07-31,11435.105
2000-08-31,11296.97
2000-09-29,9822.182
2000-10-31,9160.981
2000-11-30,8260.478
2000-12-29,8516.48
2001-01-31,9178.74
2001-02-28,7685.007
2001-03-30,5970.799
2001-04-30,6858.921
2001-05-31,6481.727
2001-06-29,6126.645
2001-07-31,6180.576
2001-08-31,5831.436
2001-09-28,4890.558
2001-10-31,5263.001
2001-11-30,6033.322
2001-12-31,6201.78
2002-01-31,5611.046
2002-02-28,5730.69
2002-03-29,5951.425
2002-04-30,5362.0
2002-05-31,5290.126
2002-06-28,5153.065
2002-07-31,4399.4
2002-08-30,4375.972
2002-09-30,3635.785
2002-10-31,4221.717
2002-11-29,4830.077
2002-12-31,4310.948
2003-01-31,4251.644
2003-02-28,4225.439
2003-03-31,4123.89
2003-04-30,4969.881
2003-05-30,5184.643
2003-06-30,5219.172
2003-07-31,5553.003
2003-08-29,5647.824
2003-09-30,5837.392
2003-10-31,6336.796
2003-11-28,6556.802
2003-12-31,7092.781
2004-01-30,7360.809
2004-02-27,7744.909
2004-03-31,7598.838
2004-04-30,7576.125
2004-05-31,7698.915
2004-06-30,7936.978
2004-07-30,7586.732
2004-08-31,7711.971
2004-09-30,8314.336
2004-10-29,8430.933
2004-11-30,9490.873
2004-12-31,9665.737
2005-01-31,9202.732
2005-02-28,9790.157
2005-03-31,9459.313
2005-04-29,9207.078
2005-05-31,9476.781
2005-06-30,9382.229
2005-07-29,9909.144
2005-08-31,9973.191
2005-09-30,10405.626
2005-10-31,9821.622
2005-11-30,9975.943
2005-12-30,10661.864
2006-01-31,11261.196
2006-02-28,11215.246
2006-03-31,12179.575
2006-04-28,12727.349
2006-05-31,11893.333
2006-06-30,11932.061
2006-07-31,11738.18
2006-08-31,12185.342
2006-09-29,12753.041
2006-10-31,13565.5
2006-11-30,14113.298
2006-12-29,15287.576
2007-01-31,15478.941
2007-02-28,15004.977
2007-03-30,15898.872
2007-04-30,17694.714
2007-05-31,17467.048
2007-06-29,17218.78
2007-07-31,17273.905
2007-08-31,16485.614
2007-09-28,17630.175
2007-10-31,17201.87
2007-11-30,15811.545
2007-12-31,15382.113
2008-01-31,13580.734
2008-02-29,14528.361
2008-03-31,14853.61
2008-04-30,15429.125
2008-05-30,15759.613
2008-06-30,13332.291
2008-07-31,13218.54
2008-08-29,12637.024
2008-09-30,10294.003
2008-10-31,7550.08
2008-11-28,7275.328
2008-12-31,7712.777
2009-01-30,6844.416
2009-02-27,6605.729
2009-03-31,7229.959
2009-04-30,8999.98
2009-05-29,9759.076
2009-06-30,9743.523
2009-07-31,11490.391
2009-08-31,12110.731
2009-09-30,12217.156
2009-10-30,12780.0
2009-11-30,12776.883
2009-12-31,12661.578
2010-01-29,12346.57
2010-02-26,12701.091
2010-03-31,13621.504
2010-04-30,14271.483
2010-05-31,12288.276
2010-06-30,12640.83
2010-07-30,14118.201
2010-08-31,13299.894
2010-09-30,15763.876
2010-10-29,15839.712
2010-11-30,15401.209
2010-12-31,16935.176
2011-01-31,17535.212
2011-02-28,17483.08
2011-03-31,17834.391
2011-04-29,19454.627
2011-05-31,18814.487
2011-06-30,17826.129
2011-07-29,16971.127
2011-08-31,15078.941
2011-09-30,13076.42
2011-10-31,15151.289
2011-11-30,14370.937
2011-12-30,14228.709
2012-01-31,15053.842
2012-02-29,16668.884
2012-03-30,16282.528
2012-04-30,15980.927
2012-05-31,13688.748
2012-06-29,14934.573
2012-07-31,15887.785
2012-08-31,15902.358
2012-09-28,16522.507
2012-10-31,16131.608
2012-11-30,16644.737
2012-12-31,17354.729
2013-01-31,18758.588
2013-02-28,18993.618
2013-03-29,18991.464
2013-04-30,19330.298
2013-05-31,19124.138
2013-06-28,17833.576
2013-07-31,19802.418
2013-08-30,19218.451
2013-09-30,20542.674
2013-10-31,20576.454
2013-11-29,20802.706
2013-12-31,21607.236
2014-01-31,20751.348
2014-02-28,22247.502
2014-03-31,22160.719
2014-04-30,22210.222
2014-05-30,22366.413
2014-06-30,21963.768
2014-07-31,21265.764
2014-08-29,21218.595
2014-09-30,20688.938
2014-10-31,20364.014
2014-11-28,20899.339
2014-12-31,19976.399
2015-01-30,20409.387
2015-02-27,21801.995
2015-03-31,21013.622
2015-04-30,21408.176
2015-05-29,21171.226
2015-06-30,20392.682
2015-07-31,20637.87
2015-08-31,19375.022
2015-09-30,18524.556
2015-10-30,19429.096
2015-11-30,19426.242
2015-12-31,18974.198
2016-01-29,17475.14
2016-02-29,17697.78
2016-03-31,18933.258
2016-04-29,19241.405
2016-05-31,18742.378
2016-06-30,17914.016
2016-07-29,18580.409
2016-08-31,18869.938
2016-09-30,19253.549
2016-10-31,18255.893
2016-11-30,18286.651
2016-12-30,19091.697
2017-01-31,20182.615
2017-02-28,20164.807
2017-03-31,20897.864
2017-04-28,21843.27
2017-05-31,22508.642
2017-06-30,22692.392
2017-07-31,22874.405
2017-08-31,23223.369
2017-09-29,23935.222
2017-10-31,23874.416
2017-11-30,23086.77
2017-12-29,23022.124
2018-01-31,24432.408
2018-02-28,23116.265
2018-03-30,22474.897
2018-04-30,22182.269
2018-05-31,21744.787
2018-06-29,21639.626
2018-07-31,22815.043
2018-08-31,22482.887
2018-09-28,23151.141
2018-10-31,20837.582
2018-11-30,20541.629
2018-12-31,19873.075
2019-01-31,21014.724
2019-02-28,21367.634
2019-03-29,21334.767
2019-04-30,22546.694
2019-05-31,20419.214
2019-06-28,22380.02
2019-07-31,21348.265
2019-08-30,20445.226
2019-09-30,21300.45
2019-10-31,22785.27
2019-11-29,22934.976
2019-12-31,24083.42
2020-01-31,23448.324
2020-02-28,21976.125
2020-03-31,18937.098
2020-04-30,20462.787
2020-05-29,22004.922
2020-06-30,22749.49
2020-07-31,24948.258
2020-08-31,26259.956
2020-09-30,26066.95
2020-10-30,24857.723
2020-11-30,28921.191
2020-12-31,29828.646
2021-01-29,30492.68
2021-02-26,31342.84
2021-03-31,33184.58
2021-04-30,34519.799
2021-05-31,35801.633
2021-06-30,34999.11
2021-07-30,36691.679
2021-08-31,36249.13
2021-09-30,34245.724
2021-10-29,36133.707
2021-11-30,33981.356
2021-12-31,36347.118
2022-01-31,32660.833
2022-02-28,30018.461
2022-03-31,30726.683
2022-04-29,28398.233
2022-05-31,28208.529
2022-06-30,24156.648
2022-07-29,26892.807
2022-08-31,24193.516
2022-09-30,22026.841
2022-10-31,23541.787
2022-11-30,26133.07
2022-12-30,26022.308
2023-01-31,27952.617
2023-02-28,28564.599
2023-03-31,28503.383
2023-04-28,29673.122
2023-05-31,27160.153
2023-06-30,28166.93
2023-07-31,28599.558
2023-08-31,26627.26
2023-09-29,26589.393
2023-10-31,24988.354
2023-11-30,28746.12
2023-12-29,32230.277
2024-01-31,30892.992
2024-02-29,32396.106
2024-03-29,32603.854
2024-04-30,31812.024
2024-05-31,33970.408
2024-06-28,33303.23
2024-07-31,33506.878
2024-08-30,35041.739
2024-09-30,36099.685
2024-10-31,32955.991
2024-11-29,31997.38
2024-12-31,31033.897
2025-01-31,34065.896
2025-02-28,35956.811
2025-03-31,34851.374
2025-04-30,36202.783
2025-05-30,37448.393
2025-06-30,38461.428
2025-07-31,37170.411
2025-08-29,39190.042
2025-09-30,39925.708
2025-10-31,40618.879
2025-11-28,40466.708
2025-12-31,42346.046
