Date,JAPAN MID GROWTH Mid Cap
2005-04-29,771.323
2005-05-31,751.204
2005-06-30,757.67
2005-07-29,763.017
2005-08-31,809.819
2005-09-30,883.848
2005-10-31,897.947
2005-11-30,950.807
2005-12-30,1056.432
2006-01-31,1100.766
2006-02-28,1048.815
2006-03-31,1088.849
2006-04-28,1094.338
2006-05-31,1013.44
2006-06-30,990.919
2006-07-31,961.766
2006-08-31,985.014
2006-09-29,981.58
2006-10-31,987.157
2006-11-30,983.991
2006-12-29,982.856
2007-01-31,991.973
2007-02-28,1029.899
2007-03-30,1019.847
2007-04-30,1007.134
2007-05-31,1000.0
2007-06-29,1002.835
2007-07-31,996.116
2007-08-31,965.83
2007-09-28,1001.259
2007-10-31,1006.804
2007-11-30,972.545
2007-12-31,923.747
2008-01-31,858.173
2008-02-29,873.291
2008-03-31,859.34
2008-04-30,897.515
2008-05-30,911.246
2008-06-30,851.615
2008-07-31,824.424
2008-08-29,800.116
2008-09-30,731.739
2008-10-31,615.431
2008-11-28,644.25
2008-12-31,712.564
2009-01-30,646.504
2009-02-27,556.654
2009-03-31,578.259
2009-04-30,602.619
2009-05-29,666.888
2009-06-30,701.109
2009-07-31,721.116
2009-08-31,761.721
2009-09-30,754.427
2009-10-30,720.036
2009-11-30,704.148
2009-12-31,705.001
2010-01-29,704.21
2010-02-26,714.08
2010-03-31,743.776
2010-04-30,752.393
2010-05-31,698.39
2010-06-30,694.71
2010-07-30,710.911
2010-08-31,692.204
2010-09-30,731.055
2010-10-29,733.943
2010-11-30,750.251
2010-12-31,808.653
2011-01-31,816.82
2011-02-28,830.635
2011-03-31,788.564
2011-04-29,797.063
2011-05-31,794.81
2011-06-30,817.686
2011-07-29,837.661
2011-08-31,785.196
2011-09-30,776.925
2011-10-31,770.944
2011-11-30,728.35
2011-12-30,740.606
2012-01-31,764.44
2012-02-29,777.514
2012-03-30,795.261
2012-04-30,785.808
2012-05-31,716.603
2012-06-29,759.27
2012-07-31,755.129
2012-08-31,765.938
2012-09-28,787.134
2012-10-31,769.297
2012-11-30,765.504
2012-12-31,779.552
2013-01-31,798.9
2013-02-28,818.364
2013-03-29,869.843
2013-04-30,934.869
2013-05-31,880.307
2013-06-28,892.78
2013-07-31,894.353
2013-08-30,868.292
2013-09-30,952.514
2013-10-31,952.247
2013-11-29,951.758
2013-12-31,953.216
2014-01-31,926.939
2014-02-28,917.954
2014-03-31,907.94
2014-04-30,882.456
2014-05-30,929.66
2014-06-30,987.647
2014-07-31,999.97
2014-08-29,994.44
2014-09-30,978.292
2014-10-31,960.217
2014-11-28,962.213
2014-12-31,955.16
2015-01-30,988.047
2015-02-27,1040.514
2015-03-31,1063.599
2015-04-30,1073.385
2015-05-29,1083.85
2015-06-30,1075.958
2015-07-31,1084.162
2015-08-31,1021.693
2015-09-30,955.932
2015-10-30,1049.868
2015-11-30,1063.828
2015-12-31,1063.951
2016-01-29,994.597
2016-02-29,978.22
2016-03-31,1032.815
2016-04-29,1081.248
2016-05-31,1069.436
2016-06-30,1066.016
2016-07-29,1125.618
2016-08-31,1074.128
2016-09-30,1117.594
2016-10-31,1118.164
2016-11-30,1067.935
2016-12-30,1077.296
2017-01-31,1110.528
2017-02-28,1118.442
2017-03-31,1123.383
2017-04-28,1141.117
2017-05-31,1205.819
2017-06-30,1216.899
2017-07-31,1248.582
2017-08-31,1248.393
2017-09-29,1264.618
2017-10-31,1322.128
2017-11-30,1386.992
2017-12-29,1403.095
2018-01-31,1464.521
2018-02-28,1433.215
2018-03-30,1415.178
2018-04-30,1412.759
2018-05-31,1416.643
2018-06-29,1385.604
2018-07-31,1354.781
2018-08-31,1349.62
2018-09-28,1380.654
2018-10-31,1239.857
2018-11-30,1264.343
2018-12-31,1174.238
2019-01-31,1224.179
2019-02-28,1225.737
2019-03-29,1256.254
2019-04-30,1267.596
2019-05-31,1200.9
2019-06-28,1246.401
2019-07-31,1253.545
2019-08-30,1260.822
2019-09-30,1313.528
2019-10-31,1382.97
2019-11-29,1404.233
2019-12-31,1428.119
2020-01-31,1388.153
2020-02-28,1233.822
2020-03-31,1210.873
2020-04-30,1287.484
2020-05-29,1387.608
2020-06-30,1397.281
2020-07-31,1365.476
2020-08-31,1445.396
2020-09-30,1507.941
2020-10-30,1476.859
2020-11-30,1666.106
2020-12-31,1706.764
2021-01-29,1697.319
2021-02-26,1629.303
2021-03-31,1650.461
2021-04-30,1633.737
2021-05-31,1625.451
2021-06-30,1627.318
2021-07-30,1601.009
2021-08-31,1648.583
2021-09-30,1668.891
2021-10-29,1599.114
2021-11-30,1575.088
2021-12-31,1568.311
2022-01-31,1377.646
2022-02-28,1368.794
2022-03-31,1344.446
2022-04-29,1194.925
2022-05-31,1219.313
2022-06-30,1121.432
2022-07-29,1197.733
2022-08-31,1182.673
2022-09-30,1068.708
2022-10-31,1087.124
2022-11-30,1201.449
2022-12-30,1173.121
2023-01-31,1237.495
2023-02-28,1182.202
2023-03-31,1252.602
2023-04-28,1246.655
2023-05-31,1300.737
2023-06-30,1297.785
2023-07-31,1332.892
2023-08-31,1294.044
2023-09-29,1240.36
2023-10-31,1176.208
2023-11-30,1301.778
2023-12-29,1380.084
2024-01-31,1406.855
2024-02-29,1429.367
2024-03-29,1437.438
2024-04-30,1330.229
2024-05-31,1325.718
2024-06-28,1325.785
2024-07-31,1423.403
2024-08-30,1479.011
2024-09-30,1504.526
2024-10-31,1386.976
2024-11-29,1370.546
2024-12-31,1349.862
2025-01-31,1365.703
2025-02-28,1370.648
2025-03-31,1370.365
2025-04-30,1467.143
2025-05-30,1486.661
2025-06-30,1557.299
2025-07-31,1500.682
2025-08-29,1591.632
