Date,JAPAN MID GROWTH Mid Cap
2001-08-22,656.089
2001-08-23,643.54
2001-08-24,639.995
2001-08-27,643.215
2001-08-28,636.687
2001-08-29,635.989
2001-08-30,629.193
2001-08-31,628.742
2001-09-03,609.735
2001-09-04,619.185
2001-09-05,607.752
2001-09-06,607.35
2001-09-07,609.642
2001-09-10,597.007
2001-09-11,605.719
2001-09-12,560.348
2001-09-13,570.442
2001-09-14,590.907
2001-09-17,562.319
2001-09-18,574.529
2001-09-19,584.365
2001-09-20,580.869
2001-09-21,568.244
2001-09-24,564.07
2001-09-25,575.776
2001-09-26,574.378
2001-09-27,566.707
2001-09-28,583.368
2001-10-01,586.367
2001-10-02,594.163
2001-10-03,595.192
2001-10-04,607.751
2001-10-05,609.377
2001-10-08,611.487
2001-10-09,601.151
2001-10-10,599.347
2001-10-11,608.157
2001-10-12,614.635
2001-10-15,612.152
2001-10-16,619.359
2001-10-17,630.927
2001-10-18,620.996
2001-10-19,625.431
2001-10-22,624.891
2001-10-23,629.467
2001-10-24,631.97
2001-10-25,637.23
2001-10-26,632.998
2001-10-29,630.682
2001-10-30,622.24
2001-10-31,614.485
2001-11-01,612.24
2001-11-02,610.939
2001-11-05,611.029
2001-11-06,624.058
2001-11-07,615.418
2001-11-08,618.979
2001-11-09,613.859
2001-11-12,610.728
2001-11-13,599.874
2001-11-14,603.761
2001-11-15,613.51
2001-11-16,614.037
2001-11-19,612.318
2001-11-20,608.378
2001-11-21,608.237
2001-11-22,606.896
2001-11-23,604.18
2001-11-26,618.549
2001-11-27,616.838
2001-11-28,609.936
2001-11-29,603.526
2001-11-30,604.176
2001-12-03,590.23
2001-12-04,590.59
2001-12-05,599.586
2001-12-06,605.584
2001-12-07,597.963
2001-12-10,588.258
2001-12-11,578.757
2001-12-12,591.891
2001-12-13,582.412
2001-12-14,573.527
2001-12-17,562.277
2001-12-18,562.163
2001-12-19,558.446
2001-12-20,558.798
2001-12-21,549.221
2001-12-24,547.509
2001-12-25,547.316
2001-12-26,540.533
2001-12-27,546.729
2001-12-28,554.653
2001-12-31,555.245
2002-01-01,555.245
2002-01-02,550.791
2002-01-03,552.568
2002-01-04,564.907
2002-01-07,564.406
2002-01-08,548.859
2002-01-09,548.715
2002-01-10,542.359
2002-01-11,539.4
2002-01-14,540.957
2002-01-15,528.47
2002-01-16,523.62
2002-01-17,521.239
2002-01-18,531.086
2002-01-21,532.355
2002-01-22,516.101
2002-01-23,513.5
2002-01-24,510.565
2002-01-25,515.677
2002-01-28,522.41
2002-01-29,512.254
2002-01-30,509.906
2002-01-31,507.812
2002-02-01,496.002
2002-02-04,486.329
2002-02-05,475.507
2002-02-06,479.757
2002-02-07,484.869
2002-02-08,484.971
2002-02-11,489.289
2002-02-12,506.071
2002-02-13,508.807
2002-02-14,513.003
2002-02-15,510.94
2002-02-18,511.947
2002-02-19,498.617
2002-02-20,494.485
2002-02-21,508.354
2002-02-22,512.499
2002-02-25,511.339
2002-02-26,507.514
2002-02-27,519.865
2002-02-28,524.43
2002-03-01,533.157
2002-03-04,561.106
2002-03-05,559.411
2002-03-06,562.896
2002-03-07,592.267
2002-03-08,596.928
2002-03-11,606.618
2002-03-12,591.814
2002-03-13,572.479
2002-03-14,580.418
2002-03-15,585.123
2002-03-18,574.021
2002-03-19,583.215
2002-03-20,577.936
2002-03-21,575.551
2002-03-22,560.08
2002-03-25,557.139
2002-03-26,554.846
2002-03-27,562.536
2002-03-28,561.998
2002-03-29,557.5
2002-04-01,550.008
2002-04-02,555.095
2002-04-03,566.14
2002-04-04,572.417
2002-04-05,574.65
2002-04-08,577.886
2002-04-09,569.464
2002-04-10,571.936
2002-04-11,566.984
2002-04-12,560.938
2002-04-15,570.048
2002-04-16,579.534
2002-04-17,587.811
2002-04-18,593.375
2002-04-19,589.604
2002-04-22,599.9
2002-04-23,601.049
2002-04-24,598.491
2002-04-25,605.884
2002-04-26,601.676
2002-04-29,600.573
2002-04-30,592.414
2002-05-01,601.24
2002-05-02,600.522
2002-05-03,605.18
2002-05-06,603.279
2002-05-07,588.926
2002-05-08,590.707
2002-05-09,597.171
2002-05-10,599.619
2002-05-13,593.002
2002-05-14,584.764
2002-05-15,596.135
2002-05-16,603.906
2002-05-17,616.424
2002-05-20,619.507
2002-05-21,627.38
2002-05-22,633.518
2002-05-23,630.889
2002-05-24,632.618
2002-05-27,629.659
2002-05-28,632.609
2002-05-29,631.11
2002-05-30,636.114
2002-05-31,632.824
2002-06-03,637.866
2002-06-04,628.621
2002-06-05,626.788
2002-06-06,624.824
2002-06-07,616.249
2002-06-10,612.895
2002-06-11,613.076
2002-06-12,605.931
2002-06-13,599.149
2002-06-14,597.159
2002-06-17,581.517
2002-06-18,588.966
2002-06-19,576.77
2002-06-20,584.352
2002-06-21,582.363
2002-06-24,592.205
2002-06-25,593.318
2002-06-26,588.012
2002-06-27,589.322
2002-06-28,603.29
2002-07-01,606.277
2002-07-02,605.868
2002-07-03,615.334
2002-07-04,607.655
2002-07-05,610.801
2002-07-08,617.92
2002-07-09,630.864
2002-07-10,621.605
2002-07-11,616.418
2002-07-12,620.018
2002-07-15,613.849
2002-07-16,608.308
2002-07-17,606.639
2002-07-18,616.218
2002-07-19,609.666
2002-07-22,600.778
2002-07-23,599.419
2002-07-24,597.233
2002-07-25,588.96
2002-07-26,560.901
2002-07-29,553.629
2002-07-30,561.957
2002-07-31,557.635
2002-08-01,551.899
2002-08-02,545.561
2002-08-05,542.091
2002-08-06,520.953
2002-08-07,538.792
2002-08-08,536.078
2002-08-09,550.353
2002-08-12,543.963
2002-08-13,541.225
2002-08-14,556.143
2002-08-15,558.539
2002-08-16,561.777
2002-08-19,547.984
2002-08-20,547.675
2002-08-21,551.139
2002-08-22,552.588
2002-08-23,558.936
2002-08-26,568.069
2002-08-27,565.394
2002-08-28,559.127
2002-08-29,548.42
2002-08-30,551.888
2002-09-02,548.87
2002-09-03,541.192
2002-09-04,528.447
2002-09-05,534.51
2002-09-06,526.669
2002-09-09,532.749
2002-09-10,530.188
2002-09-11,533.18
2002-09-12,534.834
2002-09-13,526.926
2002-09-16,521.944
2002-09-17,530.524
2002-09-18,531.315
2002-09-19,534.177
2002-09-20,516.274
2002-09-23,514.126
2002-09-24,509.674
2002-09-25,505.773
2002-09-26,510.377
2002-09-27,517.231
2002-09-30,516.001
2002-10-01,501.834
2002-10-02,493.526
2002-10-03,486.449
2002-10-04,487.557
2002-10-07,466.019
2002-10-08,467.629
2002-10-09,459.478
2002-10-10,452.519
2002-10-11,459.334
2002-10-14,459.038
2002-10-15,474.549
2002-10-16,478.231
2002-10-17,477.119
2002-10-18,481.983
2002-10-21,481.987
2002-10-22,465.896
2002-10-23,467.514
2002-10-24,462.405
2002-10-25,470.073
2002-10-28,474.909
2002-10-29,477.428
2002-10-30,479.358
2002-10-31,477.892
2002-11-01,477.532
2002-11-04,476.674
2002-11-05,496.528
2002-11-06,494.847
2002-11-07,496.817
2002-11-08,491.834
2002-11-11,480.452
2002-11-12,479.241
2002-11-13,475.635
2002-11-14,470.029
2002-11-15,475.374
2002-11-18,464.336
2002-11-19,459.85
2002-11-20,457.785
2002-11-21,467.296
2002-11-22,477.781
2002-11-25,489.096
2002-11-26,484.893
2002-11-27,488.733
2002-11-28,501.163
2002-11-29,504.165
2002-12-02,494.353
2002-12-03,495.896
2002-12-04,483.619
2002-12-05,478.051
2002-12-06,478.23
2002-12-09,477.111
2002-12-10,475.416
2002-12-11,474.159
2002-12-12,475.244
2002-12-13,478.839
2002-12-16,468.631
2002-12-17,473.464
2002-12-18,463.092
2002-12-19,468.465
2002-12-20,467.415
2002-12-23,468.815
2002-12-24,471.494
2002-12-25,470.182
2002-12-26,481.893
2002-12-27,486.803
2002-12-30,488.634
2002-12-31,488.037
2003-01-01,488.037
2003-01-02,483.453
2003-01-03,483.514
2003-01-06,497.028
2003-01-07,487.676
2003-01-08,479.808
2003-01-09,480.682
2003-01-10,478.651
2003-01-13,481.045
2003-01-14,491.137
2003-01-15,494.718
2003-01-16,493.778
2003-01-17,494.082
2003-01-20,486.761
2003-01-21,489.555
2003-01-22,483.861
2003-01-23,495.43
2003-01-24,494.314
2003-01-27,485.493
2003-01-28,481.791
2003-01-29,473.878
2003-01-30,467.536
2003-01-31,464.837
2003-02-03,471.926
2003-02-04,478.167
2003-02-05,480.661
2003-02-06,479.953
2003-02-07,476.375
2003-02-10,473.27
2003-02-11,471.809
2003-02-12,478.987
2003-02-13,479.443
2003-02-14,481.379
2003-02-17,484.92
2003-02-18,489.82
2003-02-19,489.944
2003-02-20,488.666
2003-02-21,482.069
2003-02-24,484.802
2003-02-25,476.593
2003-02-26,477.589
2003-02-27,475.785
2003-02-28,476.214
2003-03-03,480.034
2003-03-04,479.95
2003-03-05,480.593
2003-03-06,477.804
2003-03-07,469.852
2003-03-10,460.95
2003-03-11,451.496
2003-03-12,455.548
2003-03-13,451.244
2003-03-14,451.152
2003-03-17,445.649
2003-03-18,449.393
2003-03-19,448.212
2003-03-20,453.329
2003-03-21,448.496
2003-03-24,464.487
2003-03-25,459.089
2003-03-26,464.043
2003-03-27,465.747
2003-03-28,460.196
2003-03-31,453.148
2003-04-01,456.611
2003-04-02,457.632
2003-04-03,454.969
2003-04-04,458.12
2003-04-07,463.31
2003-04-08,460.685
2003-04-09,457.644
2003-04-10,459.855
2003-04-11,455.582
2003-04-14,454.568
2003-04-15,460.777
2003-04-16,461.3
2003-04-17,463.057
2003-04-18,464.364
2003-04-21,464.589
2003-04-22,457.978
2003-04-23,457.524
2003-04-24,459.196
2003-04-25,453.078
2003-04-28,450.781
2003-04-29,451.401
2003-04-30,465.499
2003-05-01,471.271
2003-05-02,472.717
2003-05-05,473.833
2003-05-06,483.889
2003-05-07,490.646
2003-05-08,484.944
2003-05-09,488.705
2003-05-12,491.534
2003-05-13,491.817
2003-05-14,494.145
2003-05-15,487.059
2003-05-16,490.325
2003-05-19,480.956
2003-05-20,482.398
2003-05-21,479.286
2003-05-22,480.551
2003-05-23,489.563
2003-05-26,491.278
2003-05-27,485.2
2003-05-28,484.056
2003-05-29,492.396
2003-05-30,488.711
2003-06-02,496.243
2003-06-03,496.089
2003-06-04,494.491
2003-06-05,501.203
2003-06-06,500.626
2003-06-09,505.664
2003-06-10,506.162
2003-06-11,510.884
2003-06-12,509.831
2003-06-13,513.898
2003-06-16,509.833
2003-06-17,515.023
2003-06-18,516.765
2003-06-19,516.637
2003-06-20,520.494
2003-06-23,524.917
2003-06-24,515.819
2003-06-25,521.445
2003-06-26,515.755
2003-06-27,524.174
2003-06-30,522.116
2003-07-01,534.465
2003-07-02,548.8
2003-07-03,556.926
2003-07-04,552.239
2003-07-07,559.691
2003-07-08,563.769
2003-07-09,570.405
2003-07-10,567.427
2003-07-11,551.06
2003-07-14,559.675
2003-07-15,563.306
2003-07-16,557.731
2003-07-17,545.455
2003-07-18,545.166
2003-07-21,547.145
2003-07-22,541.57
2003-07-23,552.377
2003-07-24,555.496
2003-07-25,555.675
2003-07-28,561.858
2003-07-29,560.27
2003-07-30,546.78
2003-07-31,540.521
2003-08-01,541.282
2003-08-04,536.638
2003-08-05,534.608
2003-08-06,532.637
2003-08-07,537.548
2003-08-08,538.052
2003-08-11,548.644
2003-08-12,555.559
2003-08-13,562.444
2003-08-14,568.76
2003-08-15,568.02
2003-08-18,574.077
2003-08-19,580.946
2003-08-20,593.455
2003-08-21,600.445
2003-08-22,600.688
2003-08-25,600.543
2003-08-26,599.952
2003-08-27,594.811
2003-08-28,594.274
2003-08-29,605.369
2003-09-01,623.848
2003-09-02,627.404
2003-09-03,628.981
2003-09-04,622.345
2003-09-05,617.313
2003-09-08,622.927
2003-09-09,635.71
2003-09-10,630.84
2003-09-11,617.155
2003-09-12,627.086
2003-09-15,626.446
2003-09-16,636.434
2003-09-17,639.956
2003-09-18,651.028
2003-09-19,657.243
2003-09-22,647.922
2003-09-23,650.566
2003-09-24,651.557
2003-09-25,639.834
2003-09-26,640.166
2003-09-29,641.75
2003-09-30,644.638
2003-10-01,654.879
2003-10-02,672.417
2003-10-03,679.496
2003-10-06,677.58
2003-10-07,689.811
2003-10-08,676.734
2003-10-09,677.835
2003-10-10,691.97
2003-10-13,689.59
2003-10-14,697.821
2003-10-15,697.365
2003-10-16,710.647
2003-10-17,720.245
2003-10-20,720.142
2003-10-21,714.246
2003-10-22,709.383
2003-10-23,669.407
2003-10-24,675.079
2003-10-27,689.462
2003-10-28,695.28
2003-10-29,710.437
2003-10-30,707.533
2003-10-31,694.664
2003-11-03,686.7
2003-11-04,714.579
2003-11-05,706.997
2003-11-06,689.889
2003-11-07,693.135
2003-11-10,695.406
2003-11-11,672.588
2003-11-12,667.916
2003-11-13,679.615
2003-11-14,666.175
2003-11-17,633.483
2003-11-18,642.332
2003-11-19,627.134
2003-11-20,638.727
2003-11-21,640.892
2003-11-24,638.457
2003-11-25,644.958
2003-11-26,662.699
2003-11-27,662.964
2003-11-28,653.818
2003-12-01,669.224
2003-12-02,678.229
2003-12-03,674.749
2003-12-04,676.858
2003-12-05,675.749
2003-12-08,659.535
2003-12-09,658.408
2003-12-10,645.268
2003-12-11,651.02
2003-12-12,660.408
2003-12-15,679.289
2003-12-16,669.622
2003-12-17,662.761
2003-12-18,660.13
2003-12-19,668.412
2003-12-22,676.511
2003-12-23,676.857
2003-12-24,676.577
2003-12-25,678.954
2003-12-26,683.773
2003-12-29,691.018
2003-12-30,700.808
2003-12-31,699.271
2004-01-01,699.271
2004-01-02,700.251
2004-01-05,715.563
2004-01-06,713.125
2004-01-07,714.007
2004-01-08,717.81
2004-01-09,721.456
2004-01-12,721.05
2004-01-13,715.43
2004-01-14,718.684
2004-01-15,707.874
2004-01-16,712.319
2004-01-19,718.585
2004-01-20,723.322
2004-01-21,722.189
2004-01-22,723.893
2004-01-23,727.406
2004-01-26,722.335
2004-01-27,721.465
2004-01-28,715.439
2004-01-29,704.337
2004-01-30,708.232
2004-02-02,712.699
2004-02-03,709.638
2004-02-04,694.251
2004-02-05,694.508
2004-02-06,698.794
2004-02-09,694.883
2004-02-10,691.231
2004-02-11,691.231
2004-02-12,695.551
2004-02-13,699.341
2004-02-16,699.889
2004-02-17,703.888
2004-02-18,702.26
2004-02-19,694.872
2004-02-20,682.385
2004-02-23,693.125
2004-02-24,683.202
2004-02-25,678.872
2004-02-26,681.123
2004-02-27,698.042
2004-03-01,719.414
2004-03-02,715.442
2004-03-03,716.091
2004-03-04,716.538
2004-03-05,718.451
2004-03-08,712.647
2004-03-09,717.945
2004-03-10,716.791
2004-03-11,715.312
2004-03-12,707.236
2004-03-15,720.056
2004-03-16,731.804
2004-03-17,751.963
2004-03-18,767.126
2004-03-19,759.84
2004-03-22,755.541
2004-03-23,753.806
2004-03-24,765.548
2004-03-25,779.475
2004-03-26,793.153
2004-03-29,798.094
2004-03-30,792.408
2004-03-31,806.587
2004-04-01,811.745
2004-04-02,815.779
2004-04-05,816.232
2004-04-06,814.151
2004-04-07,820.869
2004-04-08,820.788
2004-04-09,806.668
2004-04-12,819.417
2004-04-13,819.693
2004-04-14,808.239
2004-04-15,789.739
2004-04-16,792.711
2004-04-19,781.087
2004-04-20,795.338
2004-04-21,792.302
2004-04-22,788.384
2004-04-23,794.576
2004-04-26,801.175
2004-04-27,787.858
2004-04-28,785.111
2004-04-29,783.434
2004-04-30,766.838
2004-05-03,766.564
2004-05-04,770.367
2004-05-05,778.947
2004-05-06,758.562
2004-05-07,732.293
2004-05-10,681.653
2004-05-11,682.511
2004-05-12,706.24
2004-05-13,681.839
2004-05-14,676.71
2004-05-17,652.579
2004-05-18,667.14
2004-05-19,696.709
2004-05-20,691.501
2004-05-21,709.185
2004-05-24,711.052
2004-05-25,705.661
2004-05-26,720.481
2004-05-27,724.093
2004-05-28,737.649
2004-05-31,735.998
2004-06-01,745.682
2004-06-02,738.993
2004-06-03,719.601
2004-06-04,722.284
2004-06-07,748.895
2004-06-08,757.149
2004-06-09,757.853
2004-06-10,761.647
2004-06-11,755.705
2004-06-14,750.388
2004-06-15,748.004
2004-06-16,762.183
2004-06-17,766.856
2004-06-18,760.136
2004-06-21,770.527
2004-06-22,765.85
2004-06-23,767.949
2004-06-24,787.888
2004-06-25,787.119
2004-06-28,799.774
2004-06-29,796.149
2004-06-30,794.604
2004-07-01,799.552
2004-07-02,787.27
2004-07-05,764.931
2004-07-06,757.613
2004-07-07,757.331
2004-07-08,751.99
2004-07-09,766.811
2004-07-12,777.694
2004-07-13,770.89
2004-07-14,755.854
2004-07-15,749.906
2004-07-16,758.768
2004-07-19,761.677
2004-07-20,750.706
2004-07-21,748.647
2004-07-22,741.033
2004-07-23,732.569
2004-07-26,726.697
2004-07-27,712.422
2004-07-28,716.507
2004-07-29,703.533
2004-07-30,719.945
2004-08-02,722.115
2004-08-03,715.745
2004-08-04,700.992
2004-08-05,705.452
2004-08-06,711.186
2004-08-09,704.2
2004-08-10,709.742
2004-08-11,716.698
2004-08-12,714.917
2004-08-13,702.651
2004-08-16,694.422
2004-08-17,699.262
2004-08-18,703.526
2004-08-19,714.064
2004-08-20,716.964
2004-08-23,719.749
2004-08-24,717.904
2004-08-25,722.674
2004-08-26,728.475
2004-08-27,732.814
2004-08-30,731.023
2004-08-31,725.631
2004-09-01,731.5
2004-09-02,734.338
2004-09-03,722.432
2004-09-06,735.095
2004-09-07,740.174
2004-09-08,739.994
2004-09-09,729.162
2004-09-10,726.357
2004-09-13,728.689
2004-09-14,733.944
2004-09-15,718.077
2004-09-16,719.378
2004-09-17,712.599
2004-09-20,713.96
2004-09-21,710.916
2004-09-22,704.929
2004-09-23,706.877
2004-09-24,698.363
2004-09-27,692.628
2004-09-28,686.464
2004-09-29,691.286
2004-09-30,702.581
2004-10-01,710.915
2004-10-04,720.447
2004-10-05,721.343
2004-10-06,724.739
2004-10-07,724.807
2004-10-08,732.547
2004-10-11,736.068
2004-10-12,723.029
2004-10-13,720.93
2004-10-14,711.953
2004-10-15,712.05
2004-10-18,710.443
2004-10-19,722.329
2004-10-20,714.266
2004-10-21,714.373
2004-10-22,718.485
2004-10-25,714.397
2004-10-26,711.297
2004-10-27,713.193
2004-10-28,724.879
2004-10-29,718.838
2004-11-01,713.836
2004-11-02,728.922
2004-11-03,729.541
2004-11-04,737.461
2004-11-05,746.876
2004-11-08,743.119
2004-11-09,742.133
2004-11-10,733.37
2004-11-11,725.814
2004-11-12,741.221
2004-11-15,756.176
2004-11-16,754.569
2004-11-17,761.158
2004-11-18,758.72
2004-11-19,769.597
2004-11-22,754.823
2004-11-23,752.49
2004-11-24,762.448
2004-11-25,768.649
2004-11-26,762.507
2004-11-29,772.879
2004-11-30,768.734
2004-12-01,758.014
2004-12-02,768.467
2004-12-03,775.768
2004-12-06,769.455
2004-12-07,762.955
2004-12-08,748.893
2004-12-09,735.964
2004-12-10,728.604
2004-12-13,733.891
2004-12-14,736.0
2004-12-15,749.099
2004-12-16,746.747
2004-12-17,754.596
2004-12-20,757.565
2004-12-21,758.302
2004-12-22,767.853
2004-12-23,771.335
2004-12-24,781.556
2004-12-27,785.91
2004-12-28,789.599
2004-12-29,782.658
2004-12-30,797.501
2004-12-31,801.898
2005-01-03,798.741
2005-01-04,788.899
2005-01-05,784.758
2005-01-06,779.192
2005-01-07,777.921
2005-01-10,780.713
2005-01-11,794.575
2005-01-12,802.975
2005-01-13,797.71
2005-01-14,800.803
2005-01-17,811.334
2005-01-18,803.083
2005-01-19,801.115
2005-01-20,786.422
2005-01-21,785.746
2005-01-24,797.422
2005-01-25,789.054
2005-01-26,804.411
2005-01-27,798.376
2005-01-28,793.835
2005-01-31,799.695
2005-02-01,794.682
2005-02-02,798.496
2005-02-03,791.156
2005-02-04,797.291
2005-02-07,799.478
2005-02-08,785.635
2005-02-09,782.501
2005-02-10,785.536
2005-02-11,784.867
2005-02-14,794.464
2005-02-15,797.391
2005-02-16,786.266
2005-02-17,785.071
2005-02-18,785.505
2005-02-21,789.143
2005-02-22,795.175
2005-02-23,784.869
2005-02-24,785.161
2005-02-25,795.555
2005-02-28,808.605
2005-03-01,811.048
2005-03-02,812.208
2005-03-03,814.408
2005-03-04,819.405
2005-03-07,816.397
2005-03-08,816.189
2005-03-09,824.646
2005-03-10,817.944
2005-03-11,823.905
2005-03-14,812.982
2005-03-15,815.874
2005-03-16,821.043
2005-03-17,814.93
2005-03-18,819.323
2005-03-21,817.997
2005-03-22,819.816
2005-03-23,804.169
2005-03-24,800.507
2005-03-25,800.681
2005-03-28,800.684
2005-03-29,784.897
2005-03-30,779.938
2005-03-31,794.526
2005-04-01,794.836
2005-04-04,783.12
2005-04-05,785.242
2005-04-06,788.216
2005-04-07,789.903
2005-04-08,791.472
2005-04-11,789.67
2005-04-12,781.647
2005-04-13,786.573
2005-04-14,773.554
2005-04-15,765.214
2005-04-18,738.36
2005-04-19,752.085
2005-04-20,756.933
2005-04-21,749.153
2005-04-22,766.408
2005-04-25,767.153
2005-04-26,763.982
2005-04-27,762.161
2005-04-28,764.578
2005-04-29,772.302
2005-05-02,772.174
2005-05-03,772.064
2005-05-04,778.482
2005-05-05,777.289
2005-05-06,784.381
2005-05-09,780.5
2005-05-10,776.736
2005-05-11,773.896
2005-05-12,763.314
2005-05-13,754.963
2005-05-16,747.018
2005-05-17,737.664
2005-05-18,736.912
2005-05-19,748.509
2005-05-20,741.974
2005-05-23,749.74
2005-05-24,749.209
2005-05-25,739.73
2005-05-26,733.676
2005-05-27,738.991
2005-05-30,746.869
2005-05-31,752.146
2005-06-01,749.238
2005-06-02,750.463
2005-06-03,754.527
2005-06-06,759.947
2005-06-07,757.492
2005-06-08,762.157
2005-06-09,748.661
2005-06-10,753.181
2005-06-13,744.143
2005-06-14,746.983
2005-06-15,752.554
2005-06-16,755.365
2005-06-17,764.824
2005-06-20,763.248
2005-06-21,767.441
2005-06-22,767.686
2005-06-23,767.853
2005-06-24,765.099
2005-06-27,756.259
2005-06-28,763.038
2005-06-29,762.862
2005-06-30,758.604
2005-07-01,755.212
2005-07-04,757.69
2005-07-05,753.623
2005-07-06,751.764
2005-07-07,748.844
2005-07-08,744.443
2005-07-11,750.919
2005-07-12,757.895
2005-07-13,749.442
2005-07-14,753.581
2005-07-15,754.115
2005-07-18,757.489
2005-07-19,748.766
2005-07-20,747.176
2005-07-21,767.327
2005-07-22,759.183
2005-07-25,757.493
2005-07-26,753.734
2005-07-27,759.385
2005-07-28,760.794
2005-07-29,763.956
2005-08-01,768.215
2005-08-02,772.338
2005-08-03,773.721
2005-08-04,766.918
2005-08-05,750.124
2005-08-08,755.941
2005-08-09,763.32
2005-08-10,786.012
2005-08-11,803.01
2005-08-12,806.85
2005-08-15,809.175
2005-08-16,815.079
2005-08-17,812.956
2005-08-18,809.527
2005-08-19,805.049
2005-08-22,824.916
2005-08-23,823.695
2005-08-24,820.29
2005-08-25,816.399
2005-08-26,824.025
2005-08-29,809.401
2005-08-30,811.116
2005-08-31,810.802
2005-09-01,826.205
2005-09-02,832.938
2005-09-05,843.976
2005-09-06,834.28
2005-09-07,829.25
2005-09-08,820.758
2005-09-09,837.13
2005-09-12,847.837
2005-09-13,844.775
2005-09-14,849.995
2005-09-15,857.167
2005-09-16,850.762
2005-09-19,851.297
2005-09-20,863.132
2005-09-21,867.164
2005-09-22,861.168
2005-09-23,856.331
2005-09-26,873.867
2005-09-27,860.61
2005-09-28,873.569
2005-09-29,888.375
2005-09-30,884.746
2005-10-03,871.152
2005-10-04,879.36
2005-10-05,874.289
2005-10-06,855.955
2005-10-07,854.464
2005-10-10,851.025
2005-10-11,870.056
2005-10-12,870.543
2005-10-13,863.433
2005-10-14,867.174
2005-10-17,860.461
2005-10-18,850.633
2005-10-19,840.919
2005-10-20,846.904
2005-10-21,848.388
2005-10-24,849.581
2005-10-25,866.025
2005-10-26,870.177
2005-10-27,892.155
2005-10-28,885.47
2005-10-31,898.854
2005-11-01,913.866
2005-11-02,908.584
2005-11-03,906.257
2005-11-04,912.149
2005-11-07,917.829
2005-11-08,922.584
2005-11-09,921.539
