Date,ITALY LARGE GROWTH Large Cap
2001-05-25,573.655
2001-05-28,578.701
2001-05-29,566.975
2001-05-30,555.88
2001-05-31,545.443
2001-06-01,541.229
2001-06-04,536.964
2001-06-05,544.044
2001-06-06,540.035
2001-06-07,545.884
2001-06-08,547.936
2001-06-11,541.648
2001-06-12,536.694
2001-06-13,537.44
2001-06-14,529.021
2001-06-15,524.834
2001-06-18,522.31
2001-06-19,521.298
2001-06-20,516.116
2001-06-21,513.944
2001-06-22,516.53
2001-06-25,525.147
2001-06-26,518.606
2001-06-27,522.958
2001-06-28,522.728
2001-06-29,526.538
2001-07-02,538.912
2001-07-03,539.215
2001-07-04,533.039
2001-07-05,527.098
2001-07-06,521.173
2001-07-09,526.674
2001-07-10,527.437
2001-07-11,525.704
2001-07-12,521.997
2001-07-13,523.764
2001-07-16,523.396
2001-07-17,513.825
2001-07-18,518.607
2001-07-19,522.652
2001-07-20,522.303
2001-07-23,522.498
2001-07-24,524.57
2001-07-25,522.574
2001-07-26,524.774
2001-07-27,531.007
2001-07-30,536.553
2001-07-31,538.704
2001-08-01,543.103
2001-08-02,545.452
2001-08-03,546.331
2001-08-06,546.957
2001-08-07,544.731
2001-08-08,538.862
2001-08-09,539.468
2001-08-10,535.439
2001-08-13,538.514
2001-08-14,543.975
2001-08-15,552.279
2001-08-16,545.585
2001-08-17,537.165
2001-08-20,533.664
2001-08-21,536.141
2001-08-22,540.904
2001-08-23,538.098
2001-08-24,547.76
2001-08-27,545.394
2001-08-28,537.476
2001-08-29,540.924
2001-08-30,530.085
2001-08-31,523.786
2001-09-03,514.446
2001-09-04,504.641
2001-09-05,485.725
2001-09-06,464.164
2001-09-07,467.6
2001-09-10,463.085
2001-09-11,430.94
2001-09-12,430.581
2001-09-13,437.332
2001-09-14,414.164
2001-09-17,413.438
2001-09-18,403.604
2001-09-19,398.786
2001-09-20,378.377
2001-09-21,358.8
2001-09-24,389.934
2001-09-25,409.195
2001-09-26,413.097
2001-09-27,416.169
2001-09-28,431.941
2001-10-01,423.215
2001-10-02,425.873
2001-10-03,433.081
2001-10-04,444.408
2001-10-05,438.7
2001-10-08,443.498
2001-10-09,441.521
2001-10-10,450.164
2001-10-11,453.144
2001-10-12,444.508
2001-10-15,434.393
2001-10-16,446.819
2001-10-17,459.848
2001-10-18,456.938
2001-10-19,445.106
2001-10-22,453.06
2001-10-23,465.093
2001-10-24,468.332
2001-10-25,456.733
2001-10-26,467.055
2001-10-29,464.715
2001-10-30,448.845
2001-10-31,454.784
2001-11-01,460.303
2001-11-02,457.541
2001-11-05,466.106
2001-11-06,460.855
2001-11-07,469.546
2001-11-08,474.615
2001-11-09,471.011
2001-11-12,456.869
2001-11-13,465.839
2001-11-14,469.737
2001-11-15,474.816
2001-11-16,478.187
2001-11-19,486.518
2001-11-20,481.564
2001-11-21,475.586
2001-11-22,479.131
2001-11-23,479.027
2001-11-26,480.152
2001-11-27,471.312
2001-11-28,472.058
2001-11-29,473.582
2001-11-30,476.759
2001-12-03,468.163
2001-12-04,473.41
2001-12-05,488.897
2001-12-06,494.812
2001-12-07,496.28
2001-12-10,483.667
2001-12-11,484.791
2001-12-12,482.312
2001-12-13,473.326
2001-12-14,475.009
2001-12-17,491.049
2001-12-18,484.44
2001-12-19,478.01
2001-12-20,468.575
2001-12-21,474.565
2001-12-24,469.829
2001-12-25,469.829
2001-12-26,470.231
2001-12-27,479.848
2001-12-28,479.903
2001-12-31,484.583
2002-01-01,484.583
2002-01-02,487.34
2002-01-03,494.914
2002-01-04,490.776
2002-01-07,484.388
2002-01-08,487.244
2002-01-09,489.453
2002-01-10,481.772
2002-01-11,484.261
2002-01-14,473.517
2002-01-15,477.066
2002-01-16,464.673
2002-01-17,468.96
2002-01-18,470.127
2002-01-21,467.25
2002-01-22,467.699
2002-01-23,466.103
2002-01-24,465.692
2002-01-25,459.747
2002-01-28,463.185
2002-01-29,460.27
2002-01-30,456.573
2002-01-31,456.593
2002-02-01,453.979
2002-02-04,448.447
2002-02-05,443.987
2002-02-06,435.575
2002-02-07,441.742
2002-02-08,445.929
2002-02-11,445.239
2002-02-12,439.623
2002-02-13,445.056
2002-02-14,446.61
2002-02-15,442.961
2002-02-18,440.13
2002-02-19,433.036
2002-02-20,426.917
2002-02-21,432.226
2002-02-22,433.758
2002-02-25,436.926
2002-02-26,437.786
2002-02-27,448.263
2002-02-28,450.588
2002-03-01,456.562
2002-03-04,467.718
2002-03-05,467.062
2002-03-06,474.474
2002-03-07,476.143
2002-03-08,475.836
2002-03-11,469.042
2002-03-12,464.796
2002-03-13,468.342
2002-03-14,472.8
2002-03-15,474.386
2002-03-18,476.218
2002-03-19,483.1
2002-03-20,478.144
2002-03-21,477.773
2002-03-22,476.48
2002-03-25,471.546
2002-03-26,474.408
2002-03-27,468.887
2002-03-28,473.785
2002-03-29,473.785
2002-04-01,477.668
2002-04-02,473.763
2002-04-03,475.697
2002-04-04,474.436
2002-04-05,473.835
2002-04-08,458.313
2002-04-09,460.601
2002-04-10,470.004
2002-04-11,463.102
2002-04-12,463.712
2002-04-15,465.208
2002-04-16,479.521
2002-04-17,480.71
2002-04-18,477.463
2002-04-19,476.007
2002-04-22,471.423
2002-04-23,471.933
2002-04-24,473.638
2002-04-25,471.332
2002-04-26,469.052
2002-04-29,470.68
2002-04-30,468.094
2002-05-01,470.743
2002-05-02,459.658
2002-05-03,458.883
2002-05-06,463.465
2002-05-07,458.525
2002-05-08,466.336
2002-05-09,461.894
2002-05-10,458.74
2002-05-13,463.05
2002-05-14,465.166
2002-05-15,469.201
2002-05-16,469.395
2002-05-17,472.902
2002-05-20,467.501
2002-05-21,465.045
2002-05-22,462.623
2002-05-23,458.217
2002-05-24,457.747
2002-05-27,461.118
2002-05-28,463.476
2002-05-29,465.434
2002-05-30,460.739
2002-05-31,457.19
2002-06-03,456.467
2002-06-04,447.55
2002-06-05,445.484
2002-06-06,449.066
2002-06-07,446.39
2002-06-10,447.504
2002-06-11,456.862
2002-06-12,455.896
2002-06-13,448.534
2002-06-14,442.376
2002-06-17,455.602
2002-06-18,460.252
2002-06-19,462.11
2002-06-20,457.311
2002-06-21,457.113
2002-06-24,454.148
2002-06-25,455.581
2002-06-26,462.339
2002-06-27,459.12
2002-06-28,473.824
2002-07-01,478.818
2002-07-02,465.181
2002-07-03,455.178
2002-07-04,455.341
2002-07-05,467.816
2002-07-08,473.499
2002-07-09,474.527
2002-07-10,461.233
2002-07-11,443.896
2002-07-12,435.551
2002-07-15,419.594
2002-07-16,417.105
2002-07-17,418.202
2002-07-18,424.778
2002-07-19,406.134
2002-07-22,381.561
2002-07-23,370.013
2002-07-24,365.636
2002-07-25,380.062
2002-07-26,374.031
2002-07-29,392.179
2002-07-30,403.174
2002-07-31,408.331
2002-08-01,392.433
2002-08-02,391.789
2002-08-05,386.357
2002-08-06,393.311
2002-08-07,393.546
2002-08-08,406.128
2002-08-09,413.962
2002-08-12,410.115
2002-08-13,413.295
2002-08-14,402.549
2002-08-15,399.551
2002-08-16,415.602
2002-08-19,425.046
2002-08-20,418.348
2002-08-21,423.245
2002-08-22,424.54
2002-08-23,420.775
2002-08-26,419.708
2002-08-27,435.411
2002-08-28,417.568
2002-08-29,405.991
2002-08-30,407.899
2002-09-02,401.893
2002-09-03,392.146
2002-09-04,398.873
2002-09-05,398.22
2002-09-06,404.829
2002-09-09,394.242
2002-09-10,404.065
2002-09-11,409.156
2002-09-12,393.905
2002-09-13,389.926
2002-09-16,390.425
2002-09-17,384.978
2002-09-18,374.661
2002-09-19,369.019
2002-09-20,361.473
2002-09-23,340.788
2002-09-24,343.486
2002-09-25,352.323
2002-09-26,365.614
2002-09-27,362.035
2002-09-30,352.38
2002-10-01,353.745
2002-10-02,362.862
2002-10-03,360.231
2002-10-04,344.497
2002-10-07,345.655
2002-10-08,335.686
2002-10-09,338.787
2002-10-10,346.855
2002-10-11,359.882
2002-10-14,355.808
2002-10-15,379.152
2002-10-16,374.999
2002-10-17,377.266
2002-10-18,372.892
2002-10-21,376.366
2002-10-22,373.546
2002-10-23,359.965
2002-10-24,367.722
2002-10-25,363.783
2002-10-28,368.078
2002-10-29,358.102
2002-10-30,369.356
2002-10-31,378.641
2002-11-01,373.418
2002-11-04,384.392
2002-11-05,387.815
2002-11-06,383.815
2002-11-07,377.335
2002-11-08,378.691
2002-11-11,375.074
2002-11-12,375.057
2002-11-13,372.175
2002-11-14,382.041
2002-11-15,383.669
2002-11-18,391.973
2002-11-19,391.704
2002-11-20,386.925
2002-11-21,397.156
2002-11-22,400.033
2002-11-25,399.838
2002-11-26,394.487
2002-11-27,404.267
2002-11-28,409.173
2002-11-29,410.491
2002-12-02,410.555
2002-12-03,401.984
2002-12-04,402.72
2002-12-05,394.682
2002-12-06,397.229
2002-12-09,389.165
2002-12-10,393.893
2002-12-11,398.692
2002-12-12,398.116
2002-12-13,396.328
2002-12-16,404.055
2002-12-17,407.266
2002-12-18,401.84
2002-12-19,400.028
2002-12-20,406.657
2002-12-23,404.418
2002-12-24,406.092
2002-12-25,406.092
2002-12-26,407.116
2002-12-27,403.587
2002-12-30,409.013
2002-12-31,410.617
2003-01-01,410.617
2003-01-02,416.218
2003-01-03,418.251
2003-01-06,425.525
2003-01-07,421.499
2003-01-08,415.888
2003-01-09,423.626
2003-01-10,422.907
2003-01-13,424.414
2003-01-14,427.143
2003-01-15,418.817
2003-01-16,418.737
2003-01-17,408.558
2003-01-20,406.361
2003-01-21,399.958
2003-01-22,391.966
2003-01-23,395.954
2003-01-24,396.265
2003-01-27,389.345
2003-01-28,389.328
2003-01-29,397.189
2003-01-30,399.434
2003-01-31,403.368
2003-02-03,411.686
2003-02-04,405.154
2003-02-05,414.507
2003-02-06,411.486
2003-02-07,413.002
2003-02-10,408.979
2003-02-11,421.936
2003-02-12,418.825
2003-02-13,424.487
2003-02-14,433.674
2003-02-17,438.309
2003-02-18,440.303
2003-02-19,433.701
2003-02-20,435.605
2003-02-21,446.144
2003-02-24,456.192
2003-02-25,441.067
2003-02-26,437.177
2003-02-27,447.192
2003-02-28,455.81
2003-03-03,459.179
2003-03-04,449.451
2003-03-05,442.496
2003-03-06,424.886
2003-03-07,418.008
2003-03-10,406.891
2003-03-11,409.678
2003-03-12,398.636
2003-03-13,407.114
2003-03-14,419.368
2003-03-17,423.124
2003-03-18,413.59
2003-03-19,414.285
2003-03-20,406.01
2003-03-21,420.216
2003-03-24,412.869
2003-03-25,420.267
2003-03-26,416.344
2003-03-27,412.766
2003-03-28,415.6
2003-03-31,410.191
2003-04-01,412.266
2003-04-02,416.746
2003-04-03,418.006
2003-04-04,416.396
2003-04-07,425.767
2003-04-08,429.927
2003-04-09,427.992
2003-04-10,431.551
2003-04-11,429.509
2003-04-14,430.116
2003-04-15,438.151
2003-04-16,437.491
2003-04-17,444.929
2003-04-18,444.929
2003-04-21,443.011
2003-04-22,451.298
2003-04-23,455.464
2003-04-24,455.259
2003-04-25,450.781
2003-04-28,459.72
2003-04-29,461.346
2003-04-30,467.441
2003-05-01,471.734
2003-05-02,468.174
2003-05-05,474.718
2003-05-06,482.037
2003-05-07,479.325
2003-05-08,476.965
2003-05-09,479.357
2003-05-12,481.965
2003-05-13,481.208
2003-05-14,479.529
2003-05-15,483.301
2003-05-16,487.059
2003-05-19,481.654
2003-05-20,480.626
2003-05-21,477.404
2003-05-22,482.677
2003-05-23,491.019
2003-05-26,493.242
2003-05-27,499.072
2003-05-28,501.928
2003-05-29,509.09
2003-05-30,509.517
2003-06-02,512.347
2003-06-03,506.674
2003-06-04,504.958
2003-06-05,509.736
2003-06-06,505.891
2003-06-09,504.948
2003-06-10,507.067
2003-06-11,515.212
2003-06-12,514.706
2003-06-13,513.394
2003-06-16,523.612
2003-06-17,523.926
2003-06-18,526.179
2003-06-19,521.517
2003-06-20,523.44
2003-06-23,510.926
2003-06-24,515.768
2003-06-25,517.195
2003-06-26,506.388
2003-06-27,506.011
2003-06-30,498.895
2003-07-01,494.395
2003-07-02,495.013
2003-07-03,492.344
2003-07-04,489.503
2003-07-07,494.837
2003-07-08,492.878
2003-07-09,489.906
2003-07-10,487.339
2003-07-11,489.785
2003-07-14,494.331
2003-07-15,492.861
2003-07-16,489.665
2003-07-17,484.205
2003-07-18,486.804
2003-07-21,487.362
2003-07-22,489.302
2003-07-23,492.178
2003-07-24,502.826
2003-07-25,501.23
2003-07-28,504.61
2003-07-29,502.229
2003-07-30,499.002
2003-07-31,499.406
2003-08-01,496.914
2003-08-04,496.97
2003-08-05,497.377
2003-08-06,493.467
2003-08-07,493.82
2003-08-08,492.53
2003-08-11,493.603
2003-08-12,495.405
2003-08-13,496.357
2003-08-14,499.354
2003-08-15,498.999
2003-08-18,496.905
2003-08-19,492.738
2003-08-20,490.528
2003-08-21,481.292
2003-08-22,473.556
2003-08-25,471.976
2003-08-26,468.86
2003-08-27,471.987
2003-08-28,471.054
2003-08-29,470.859
2003-09-01,476.656
2003-09-02,474.117
2003-09-03,479.142
2003-09-04,481.848
2003-09-05,484.379
2003-09-08,493.517
2003-09-09,492.771
2003-09-10,491.368
2003-09-11,486.944
2003-09-12,490.765
2003-09-15,490.13
2003-09-16,487.893
2003-09-17,488.335
2003-09-18,497.971
2003-09-19,502.633
2003-09-22,497.063
2003-09-23,495.054
2003-09-24,493.261
2003-09-25,490.853
2003-09-26,485.455
2003-09-29,488.196
2003-09-30,485.173
2003-10-01,492.913
2003-10-02,487.349
2003-10-03,496.311
2003-10-06,495.112
2003-10-07,497.534
2003-10-08,499.062
2003-10-09,503.444
2003-10-10,502.435
2003-10-13,502.74
2003-10-14,501.393
2003-10-15,502.228
2003-10-16,503.958
2003-10-17,498.224
2003-10-20,502.209
2003-10-21,504.016
2003-10-22,501.738
2003-10-23,497.655
2003-10-24,498.665
2003-10-27,498.819
2003-10-28,495.437
2003-10-29,499.338
2003-10-30,505.883
2003-10-31,505.983
2003-11-03,504.498
2003-11-04,505.427
2003-11-05,503.331
2003-11-06,501.464
2003-11-07,510.771
2003-11-10,510.095
2003-11-11,509.808
2003-11-12,520.498
2003-11-13,528.961
2003-11-14,534.421
2003-11-17,529.375
2003-11-18,538.174
2003-11-19,538.394
2003-11-20,536.964
2003-11-21,537.047
2003-11-24,541.388
2003-11-25,542.986
2003-11-26,553.603
2003-11-27,550.788
2003-11-28,553.334
2003-12-01,559.282
2003-12-02,568.544
2003-12-03,572.959
2003-12-04,578.697
2003-12-05,576.433
2003-12-08,578.508
2003-12-09,574.683
2003-12-10,570.325
2003-12-11,572.791
2003-12-12,574.424
2003-12-15,583.296
2003-12-16,582.079
2003-12-17,586.794
2003-12-18,590.601
2003-12-19,579.208
2003-12-22,570.29
2003-12-23,571.906
2003-12-24,573.518
2003-12-25,573.518
2003-12-26,573.288
2003-12-29,578.212
2003-12-30,577.168
2003-12-31,580.991
2004-01-01,580.991
2004-01-02,587.849
2004-01-05,593.345
2004-01-06,600.093
2004-01-07,582.594
2004-01-08,595.3
2004-01-09,604.537
2004-01-12,598.189
2004-01-13,590.707
2004-01-14,595.88
2004-01-15,595.322
2004-01-16,590.285
2004-01-19,596.086
2004-01-20,602.571
2004-01-21,606.503
2004-01-22,612.693
2004-01-23,610.749
2004-01-26,604.065
2004-01-27,612.712
2004-01-28,609.783
2004-01-29,594.901
2004-01-30,589.809
2004-02-02,590.816
2004-02-03,591.588
2004-02-04,591.321
2004-02-05,589.903
2004-02-06,594.911
2004-02-09,601.203
2004-02-10,600.9
2004-02-11,598.411
2004-02-12,608.804
2004-02-13,598.752
2004-02-16,603.369
2004-02-17,605.773
2004-02-18,600.934
2004-02-19,596.859
2004-02-20,583.672
2004-02-23,586.295
2004-02-24,586.963
2004-02-25,582.487
2004-02-26,576.238
2004-02-27,580.016
2004-03-01,582.277
2004-03-02,575.505
2004-03-03,564.284
2004-03-04,570.283
2004-03-05,585.864
2004-03-08,583.093
2004-03-09,582.413
2004-03-10,573.798
2004-03-11,564.734
2004-03-12,557.092
2004-03-15,541.275
2004-03-16,547.483
2004-03-17,546.389
2004-03-18,545.663
2004-03-19,541.802
2004-03-22,538.445
2004-03-23,537.135
2004-03-24,530.939
2004-03-25,540.249
2004-03-26,534.929
2004-03-29,542.864
2004-03-30,541.955
2004-03-31,543.006
2004-04-01,552.776
2004-04-02,554.266
2004-04-05,553.46
2004-04-06,554.024
2004-04-07,559.167
2004-04-08,554.685
2004-04-09,554.685
2004-04-12,553.127
2004-04-13,554.84
2004-04-14,552.3
2004-04-15,548.937
2004-04-16,555.405
2004-04-19,553.734
2004-04-20,554.157
2004-04-21,548.43
2004-04-22,550.539
2004-04-23,550.458
2004-04-26,553.879
2004-04-27,556.835
2004-04-28,550.087
2004-04-29,551.953
2004-04-30,552.708
2004-05-03,553.952
2004-05-04,559.432
2004-05-05,561.734
2004-05-06,546.763
2004-05-07,540.826
2004-05-10,528.048
2004-05-11,534.354
2004-05-12,537.259
2004-05-13,542.114
2004-05-14,539.493
2004-05-17,540.252
2004-05-18,542.432
2004-05-19,554.701
2004-05-20,548.924
2004-05-21,553.146
2004-05-24,555.449
2004-05-25,555.953
2004-05-26,561.027
2004-05-27,570.698
2004-05-28,564.639
2004-05-31,565.832
2004-06-01,561.916
2004-06-02,565.961
2004-06-03,562.939
2004-06-04,568.42
2004-06-07,578.624
2004-06-08,575.945
2004-06-09,570.083
2004-06-10,574.329
2004-06-11,569.003
2004-06-14,569.913
2004-06-15,574.335
2004-06-16,570.941
2004-06-17,572.433
2004-06-18,581.316
2004-06-21,580.547
2004-06-22,577.509
2004-06-23,580.421
2004-06-24,588.696
2004-06-25,588.539
2004-06-28,594.136
2004-06-29,590.042
2004-06-30,591.426
2004-07-01,586.255
2004-07-02,592.163
2004-07-05,590.031
2004-07-06,585.958
2004-07-07,591.282
2004-07-08,594.14
2004-07-09,594.622
2004-07-12,593.57
2004-07-13,590.995
2004-07-14,590.373
2004-07-15,587.615
2004-07-16,586.622
2004-07-19,583.619
2004-07-20,582.731
2004-07-21,579.556
2004-07-22,574.002
2004-07-23,566.648
2004-07-26,562.502
2004-07-27,565.311
2004-07-28,563.577
2004-07-29,570.465
2004-07-30,568.309
2004-08-02,564.399
2004-08-03,568.085
2004-08-04,563.773
2004-08-05,562.903
2004-08-06,562.626
2004-08-09,557.074
2004-08-10,561.923
2004-08-11,551.936
2004-08-12,547.827
2004-08-13,552.248
2004-08-16,558.194
2004-08-17,559.545
2004-08-18,557.646
2004-08-19,561.063
2004-08-20,557.07
2004-08-23,558.179
2004-08-24,555.988
2004-08-25,556.918
2004-08-26,560.425
2004-08-27,559.92
2004-08-30,558.954
2004-08-31,561.66
2004-09-01,566.243
2004-09-02,570.08
2004-09-03,571.874
2004-09-06,572.512
2004-09-07,570.577
2004-09-08,574.151
2004-09-09,574.335
2004-09-10,583.998
2004-09-13,585.167
2004-09-14,584.689
2004-09-15,577.2
2004-09-16,577.9
2004-09-17,580.847
2004-09-20,578.559
2004-09-21,585.843
2004-09-22,583.819
2004-09-23,585.229
2004-09-24,582.335
2004-09-27,580.231
2004-09-28,582.161
2004-09-29,585.113
2004-09-30,587.439
2004-10-01,595.024
2004-10-04,594.998
2004-10-05,599.657
2004-10-06,598.971
2004-10-07,599.572
2004-10-08,607.272
2004-10-11,605.831
2004-10-12,600.566
2004-10-13,603.762
2004-10-14,608.049
2004-10-15,610.017
2004-10-18,610.484
2004-10-19,616.855
2004-10-20,619.235
2004-10-21,620.722
2004-10-22,624.414
2004-10-25,624.081
2004-10-26,625.107
2004-10-27,631.805
2004-10-28,634.553
2004-10-29,632.235
2004-11-01,639.756
2004-11-02,640.429
2004-11-03,644.679
2004-11-04,649.98
2004-11-05,653.402
2004-11-08,662.14
2004-11-09,656.685
2004-11-10,657.708
2004-11-11,661.239
2004-11-12,664.862
2004-11-15,665.235
2004-11-16,662.8
2004-11-17,674.754
2004-11-18,673.349
2004-11-19,675.092
2004-11-22,668.694
2004-11-23,669.558
2004-11-24,675.77
2004-11-25,684.976
2004-11-26,684.665
2004-11-29,682.918
2004-11-30,682.384
2004-12-01,694.197
2004-12-02,696.758
2004-12-03,704.021
2004-12-06,707.656
2004-12-07,711.493
2004-12-08,712.786
2004-12-09,709.315
2004-12-10,710.83
2004-12-13,717.654
2004-12-14,718.206
2004-12-15,724.665
2004-12-16,718.556
2004-12-17,714.007
2004-12-20,726.774
2004-12-21,724.694
2004-12-22,731.262
2004-12-23,739.927
2004-12-24,741.845
2004-12-27,745.624
2004-12-28,746.419
2004-12-29,744.643
2004-12-30,748.665
2004-12-31,746.605
2005-01-03,742.555
2005-01-04,737.353
2005-01-05,735.269
2005-01-06,731.124
2005-01-07,726.754
2005-01-10,729.175
2005-01-11,724.589
2005-01-12,730.236
2005-01-13,728.227
2005-01-14,725.684
2005-01-17,728.509
2005-01-18,725.859
2005-01-19,731.218
2005-01-20,722.835
2005-01-21,727.63
2005-01-24,723.587
2005-01-25,721.45
2005-01-26,728.285
2005-01-27,727.446
2005-01-28,725.513
2005-01-31,732.163
2005-02-01,732.527
2005-02-02,734.481
2005-02-03,729.635
2005-02-04,738.529
2005-02-07,733.92
2005-02-08,732.483
2005-02-09,735.865
2005-02-10,742.412
2005-02-11,745.49
2005-02-14,747.867
2005-02-15,749.846
2005-02-16,746.116
2005-02-17,746.611
2005-02-18,742.254
2005-02-21,735.205
2005-02-22,741.125
2005-02-23,739.233
2005-02-24,737.86
2005-02-25,743.787
2005-02-28,747.786
2005-03-01,744.314
2005-03-02,738.038
2005-03-03,736.041
2005-03-04,749.96
2005-03-07,747.451
2005-03-08,751.732
2005-03-09,748.816
2005-03-10,749.738
2005-03-11,752.869
2005-03-14,748.575
2005-03-15,751.481
2005-03-16,747.96
2005-03-17,746.926
2005-03-18,749.339
2005-03-21,745.483
2005-03-22,747.735
2005-03-23,736.519
2005-03-24,739.433
2005-03-25,739.433
2005-03-28,734.244
2005-03-29,736.55
2005-03-30,740.364
2005-03-31,746.247
2005-04-01,745.977
2005-04-04,732.72
2005-04-05,732.723
2005-04-06,736.903
2005-04-07,744.284
2005-04-08,742.86
2005-04-11,753.152
2005-04-12,744.76
2005-04-13,743.922
2005-04-14,735.686
2005-04-15,725.153
2005-04-18,712.964
2005-04-19,715.457
2005-04-20,716.24
2005-04-21,722.076
2005-04-22,722.819
2005-04-25,717.043
2005-04-26,716.952
2005-04-27,706.825
2005-04-28,704.373
2005-04-29,704.233
2005-05-02,705.948
2005-05-03,709.965
2005-05-04,714.659
2005-05-05,715.148
2005-05-06,706.033
2005-05-09,704.935
2005-05-10,701.647
2005-05-11,697.651
2005-05-12,695.71
2005-05-13,692.832
2005-05-16,690.673
2005-05-17,684.33
2005-05-18,689.257
2005-05-19,688.823
2005-05-20,684.355
2005-05-23,694.174
2005-05-24,692.488
2005-05-25,695.214
2005-05-26,696.715
2005-05-27,696.603
2005-05-30,699.84
2005-05-31,691.277
2005-06-01,694.877
2005-06-02,696.964
2005-06-03,691.489
2005-06-06,690.817
2005-06-07,696.585
2005-06-08,702.61
2005-06-09,701.699
2005-06-10,702.995
2005-06-13,699.435
2005-06-14,695.591
2005-06-15,695.969
2005-06-16,695.684
2005-06-17,707.278
2005-06-20,697.634
2005-06-21,703.277
2005-06-22,705.447
2005-06-23,697.881
2005-06-24,691.523
2005-06-27,689.9
2005-06-28,688.276
2005-06-29,692.137
2005-06-30,698.41
2005-07-01,694.618
2005-07-04,689.723
2005-07-05,686.599
2005-07-06,690.216
2005-07-07,675.768
2005-07-08,683.041
2005-07-11,698.958
2005-07-12,703.858
2005-07-13,705.318
2005-07-14,714.31
2005-07-15,708.65
2005-07-18,710.564
2005-07-19,716.248
2005-07-20,714.6
2005-07-21,722.052
2005-07-22,724.315
2005-07-25,720.025
2005-07-26,718.383
2005-07-27,721.671
2005-07-28,726.053
2005-07-29,727.942
2005-08-01,731.562
2005-08-02,737.483
2005-08-03,740.555
2005-08-04,733.896
2005-08-05,727.553
2005-08-08,730.607
2005-08-09,736.545
2005-08-10,742.183
2005-08-11,740.964
2005-08-12,735.601
2005-08-15,731.666
2005-08-16,726.368
2005-08-17,723.812
2005-08-18,711.428
2005-08-19,717.742
2005-08-22,720.976
2005-08-23,714.706
2005-08-24,718.298
2005-08-25,713.538
2005-08-26,709.433
2005-08-29,709.057
2005-08-30,700.912
2005-08-31,709.928
2005-09-01,722.278
2005-09-02,727.856
2005-09-05,730.052
2005-09-06,734.735
2005-09-07,733.456
2005-09-08,734.371
2005-09-09,733.642
2005-09-12,727.301
2005-09-13,720.975
2005-09-14,728.57
2005-09-15,719.171
2005-09-16,722.771
2005-09-19,717.512
2005-09-20,717.795
2005-09-21,718.372
2005-09-22,707.056
2005-09-23,705.195
2005-09-26,714.73
2005-09-27,709.247
2005-09-28,718.447
2005-09-29,714.175
2005-09-30,719.491
2005-10-03,711.527
2005-10-04,711.179
2005-10-05,703.401
2005-10-06,711.699
2005-10-07,702.611
2005-10-10,698.961
2005-10-11,691.767
2005-10-12,688.903
2005-10-13,680.61
2005-10-14,693.193
2005-10-17,685.817
2005-10-18,673.627
2005-10-19,666.378
2005-10-20,666.197
2005-10-21,671.64
2005-10-24,672.355
2005-10-25,676.361
2005-10-26,677.039
2005-10-27,663.078
2005-10-28,660.911
2005-10-31,664.593
2005-11-01,662.66
2005-11-02,669.431
2005-11-03,674.522
2005-11-04,662.481
2005-11-07,667.356
2005-11-08,664.59
2005-11-09,660.985
