Date,HONG KONG IMI VALUE IMI (Large+Mid+Small Cap)
2005-11-08,678.38
2005-11-09,683.803
2005-11-10,682.545
2005-11-11,688.185
2005-11-14,683.156
2005-11-15,681.34
2005-11-16,680.511
2005-11-17,687.902
2005-11-18,694.16
2005-11-21,692.505
2005-11-22,690.093
2005-11-23,702.349
2005-11-24,705.34
2005-11-25,705.385
2005-11-28,707.607
2005-11-29,705.541
2005-11-30,701.882
2005-12-01,705.596
2005-12-02,708.427
2005-12-05,707.626
2005-12-06,704.126
2005-12-07,708.42
2005-12-08,701.718
2005-12-09,707.149
2005-12-12,709.415
2005-12-13,703.754
2005-12-14,706.082
2005-12-15,710.516
2005-12-16,708.738
2005-12-19,712.559
2005-12-20,712.765
2005-12-21,715.963
2005-12-22,715.187
2005-12-23,716.898
2005-12-26,716.898
2005-12-27,716.926
2005-12-28,714.962
2005-12-29,714.173
2005-12-30,709.987
2006-01-02,709.987
2006-01-03,708.265
2006-01-04,717.099
2006-01-05,720.545
2006-01-06,722.25
2006-01-09,731.596
2006-01-10,728.812
2006-01-11,730.558
2006-01-12,734.189
2006-01-13,734.759
2006-01-16,734.414
2006-01-17,727.444
2006-01-18,724.87
2006-01-19,733.056
2006-01-20,731.376
2006-01-23,721.349
2006-01-24,726.505
2006-01-25,728.475
2006-01-26,729.467
2006-01-27,738.836
2006-01-30,738.778
2006-01-31,738.769
2006-02-01,739.646
2006-02-02,738.472
2006-02-03,728.843
2006-02-06,730.437
2006-02-07,732.271
2006-02-08,725.587
2006-02-09,727.643
2006-02-10,728.523
2006-02-13,726.407
2006-02-14,731.621
2006-02-15,733.324
2006-02-16,735.749
2006-02-17,736.385
2006-02-20,740.532
2006-02-21,739.321
2006-02-22,738.754
2006-02-23,751.572
2006-02-24,754.205
2006-02-27,756.483
2006-02-28,755.455
2006-03-01,756.459
2006-03-02,760.043
2006-03-03,759.182
2006-03-06,759.306
2006-03-07,748.987
2006-03-08,745.294
2006-03-09,748.145
2006-03-10,747.978
2006-03-13,751.939
2006-03-14,748.416
2006-03-15,757.106
2006-03-16,761.36
2006-03-17,766.25
2006-03-20,768.158
2006-03-21,769.464
2006-03-22,763.621
2006-03-23,768.379
2006-03-24,769.134
2006-03-27,774.122
2006-03-28,773.326
2006-03-29,770.77
2006-03-30,774.955
2006-03-31,774.923
2006-04-03,784.341
2006-04-04,788.112
2006-04-05,788.132
2006-04-06,803.62
2006-04-07,806.366
2006-04-10,806.345
2006-04-11,805.02
2006-04-12,801.212
2006-04-13,806.193
2006-04-14,806.193
2006-04-17,806.229
2006-04-18,809.928
2006-04-19,815.87
2006-04-20,819.747
2006-04-21,820.434
2006-04-24,807.93
2006-04-25,799.726
2006-04-26,801.961
2006-04-27,809.695
2006-04-28,810.818
2006-05-01,810.854
2006-05-02,822.251
2006-05-03,829.792
2006-05-04,829.001
2006-05-05,829.039
2006-05-08,835.733
2006-05-09,826.044
2006-05-10,818.698
2006-05-11,817.728
2006-05-12,809.736
2006-05-15,795.736
2006-05-16,789.149
2006-05-17,794.148
2006-05-18,781.472
2006-05-19,781.57
2006-05-22,766.393
2006-05-23,765.81
2006-05-24,767.27
2006-05-25,760.815
2006-05-26,767.861
2006-05-29,767.312
2006-05-30,763.845
2006-05-31,763.84
2006-06-01,757.317
2006-06-02,763.101
2006-06-05,765.702
2006-06-06,764.622
2006-06-07,758.251
2006-06-08,743.63
2006-06-09,748.303
2006-06-12,749.045
2006-06-13,732.163
2006-06-14,732.095
2006-06-15,737.937
2006-06-16,752.192
2006-06-19,749.61
2006-06-20,743.504
2006-06-21,743.862
2006-06-22,752.301
2006-06-23,752.0
2006-06-26,752.116
2006-06-27,752.7
2006-06-28,749.909
2006-06-29,756.639
2006-06-30,774.706
2006-07-03,776.799
2006-07-04,778.831
2006-07-05,773.777
2006-07-06,779.081
2006-07-07,778.923
2006-07-10,780.855
2006-07-11,776.265
2006-07-12,777.399
2006-07-13,770.674
2006-07-14,765.351
2006-07-17,761.32
2006-07-18,761.781
2006-07-19,761.562
2006-07-20,773.912
2006-07-21,774.034
2006-07-24,774.577
2006-07-25,779.426
2006-07-26,782.631
2006-07-27,791.344
2006-07-28,790.198
2006-07-31,792.845
2006-08-01,792.458
2006-08-02,798.568
2006-08-03,800.97
2006-08-04,792.161
2006-08-07,793.115
2006-08-08,793.256
2006-08-09,805.324
2006-08-10,798.802
2006-08-11,801.003
2006-08-14,801.584
2006-08-15,804.045
2006-08-16,812.735
2006-08-17,812.955
2006-08-18,812.953
2006-08-21,801.556
2006-08-22,807.531
2006-08-23,805.289
2006-08-24,797.249
2006-08-25,797.943
2006-08-28,792.54
2006-08-29,798.718
2006-08-30,810.435
2006-08-31,819.341
2006-09-01,820.618
2006-09-04,822.861
2006-09-05,819.41
2006-09-06,815.106
2006-09-07,810.765
2006-09-08,813.643
2006-09-11,806.275
2006-09-12,809.53
2006-09-13,816.729
2006-09-14,816.301
2006-09-15,819.348
2006-09-18,827.528
2006-09-19,826.546
2006-09-20,827.601
2006-09-21,829.576
2006-09-22,825.075
2006-09-25,821.535
2006-09-26,814.312
2006-09-27,822.51
2006-09-28,820.274
2006-09-29,816.957
2006-10-02,816.952
2006-10-03,818.902
2006-10-04,819.09
2006-10-05,827.266
2006-10-06,829.669
2006-10-09,821.854
2006-10-10,825.44
2006-10-11,826.89
2006-10-12,828.413
2006-10-13,830.465
2006-10-16,828.653
2006-10-17,824.874
2006-10-18,827.604
2006-10-19,827.634
2006-10-20,834.61
2006-10-23,832.672
2006-10-24,833.452
2006-10-25,830.278
2006-10-26,830.355
2006-10-27,829.09
2006-10-30,829.442
2006-10-31,829.211
2006-11-01,832.279
2006-11-02,838.058
2006-11-03,840.512
2006-11-06,843.1
2006-11-07,847.776
2006-11-08,847.167
2006-11-09,848.187
2006-11-10,848.211
2006-11-13,843.485
2006-11-14,846.098
2006-11-15,854.285
2006-11-16,856.293
2006-11-17,865.94
2006-11-20,859.346
2006-11-21,865.652
2006-11-22,873.76
2006-11-23,878.139
2006-11-24,880.916
2006-11-27,881.906
2006-11-28,861.494
2006-11-29,867.632
2006-11-30,875.729
2006-12-01,868.11
2006-12-04,873.423
2006-12-05,881.999
2006-12-06,887.493
2006-12-07,881.811
2006-12-08,881.06
2006-12-11,888.396
2006-12-12,884.102
2006-12-13,879.168
2006-12-14,892.799
2006-12-15,905.041
2006-12-18,901.881
2006-12-19,892.903
2006-12-20,902.832
2006-12-21,903.174
2006-12-22,905.947
2006-12-25,905.947
2006-12-26,905.726
2006-12-27,910.733
2006-12-28,919.691
2006-12-29,924.471
2007-01-01,924.471
2007-01-02,934.334
2007-01-03,930.698
2007-01-04,917.27
2007-01-05,932.182
2007-01-08,944.603
2007-01-09,944.539
2007-01-10,931.941
2007-01-11,931.471
2007-01-12,939.909
2007-01-15,962.65
2007-01-16,959.709
2007-01-17,964.569
2007-01-18,970.866
2007-01-19,977.253
2007-01-22,993.532
2007-01-23,982.14
2007-01-24,975.376
2007-01-25,966.815
2007-01-26,956.664
2007-01-29,957.588
2007-01-30,966.684
2007-01-31,957.984
2007-02-01,973.696
2007-02-02,987.386
2007-02-05,982.136
2007-02-06,985.92
2007-02-07,983.324
2007-02-08,984.832
2007-02-09,983.458
2007-02-12,981.453
2007-02-13,960.693
2007-02-14,966.495
2007-02-15,979.607
2007-02-16,982.139
2007-02-19,982.177
2007-02-20,982.089
2007-02-21,981.524
2007-02-22,988.861
2007-02-23,984.834
2007-02-26,980.703
2007-02-27,963.529
2007-02-28,937.28
2007-03-01,923.697
2007-03-02,925.76
2007-03-05,894.709
2007-03-06,908.337
2007-03-07,911.069
2007-03-08,925.674
2007-03-09,928.059
2007-03-12,938.188
2007-03-13,938.867
2007-03-14,914.224
2007-03-15,920.699
2007-03-16,913.3
2007-03-19,923.744
2007-03-20,923.567
2007-03-21,934.844
2007-03-22,948.919
2007-03-23,948.866
2007-03-26,953.162
2007-03-27,949.888
2007-03-28,946.137
2007-03-29,958.442
2007-03-30,956.413
2007-04-02,959.894
2007-04-03,975.149
2007-04-04,987.103
2007-04-05,987.103
2007-04-06,987.103
2007-04-09,986.926
2007-04-10,991.869
2007-04-11,987.564
2007-04-12,984.558
2007-04-13,977.742
2007-04-16,990.003
2007-04-17,990.826
2007-04-18,988.396
2007-04-19,971.224
2007-04-20,981.576
2007-04-23,988.41
2007-04-24,989.138
2007-04-25,988.171
2007-04-26,996.046
2007-04-27,990.617
2007-04-30,981.508
2007-05-01,981.357
2007-05-02,992.044
2007-05-03,1007.995
2007-05-04,1022.292
2007-05-07,1023.577
2007-05-08,1011.99
2007-05-09,1020.168
2007-05-10,1017.31
2007-05-11,1004.622
2007-05-14,1016.456
2007-05-15,1011.92
2007-05-16,1015.778
2007-05-17,1023.008
2007-05-18,1011.901
2007-05-21,1013.09
2007-05-22,1008.942
2007-05-23,1007.174
2007-05-24,1007.142
2007-05-25,995.567
2007-05-28,995.278
2007-05-29,993.601
2007-05-30,990.378
2007-05-31,1000.0
2007-06-01,1000.456
2007-06-04,1011.182
2007-06-05,1014.73
2007-06-06,1011.498
2007-06-07,1007.185
2007-06-08,991.693
2007-06-11,994.852
2007-06-12,990.798
2007-06-13,987.265
2007-06-14,998.308
2007-06-15,999.763
2007-06-18,1001.878
2007-06-19,1001.903
2007-06-20,1002.91
2007-06-21,1004.863
2007-06-22,999.259
2007-06-25,992.385
2007-06-26,994.272
2007-06-27,996.679
2007-06-28,1000.729
2007-06-29,996.821
2007-07-02,997.121
2007-07-03,1005.358
2007-07-04,1006.761
2007-07-05,1007.713
2007-07-06,1031.395
2007-07-09,1047.008
2007-07-10,1044.447
2007-07-11,1034.487
2007-07-12,1040.998
2007-07-13,1046.567
2007-07-16,1041.6
2007-07-17,1050.063
2007-07-18,1044.864
2007-07-19,1060.885
2007-07-20,1067.562
2007-07-23,1067.711
2007-07-24,1072.204
2007-07-25,1072.77
2007-07-26,1064.087
2007-07-27,1036.482
2007-07-30,1042.307
2007-07-31,1061.186
2007-08-01,1030.694
2007-08-02,1025.302
2007-08-03,1026.079
2007-08-06,1005.281
2007-08-07,1003.979
2007-08-08,1027.258
2007-08-09,1022.067
2007-08-10,998.646
2007-08-13,1001.69
2007-08-14,1008.286
2007-08-15,985.426
2007-08-16,955.481
2007-08-17,939.265
2007-08-20,979.006
2007-08-21,981.828
2007-08-22,1001.849
2007-08-23,1019.253
2007-08-24,1011.958
2007-08-27,1032.456
2007-08-28,1020.342
2007-08-29,1002.975
2007-08-30,1019.355
2007-08-31,1034.229
2007-09-03,1033.622
2007-09-04,1033.883
2007-09-05,1043.501
2007-09-06,1046.116
2007-09-07,1044.561
2007-09-10,1039.911
2007-09-11,1039.894
2007-09-12,1069.962
2007-09-13,1080.79
2007-09-14,1099.053
2007-09-17,1080.646
2007-09-18,1076.041
2007-09-19,1108.968
2007-09-20,1113.7
2007-09-21,1114.474
2007-09-24,1118.154
2007-09-25,1109.998
2007-09-26,1110.277
2007-09-27,1128.282
2007-09-28,1125.288
2007-10-01,1125.136
2007-10-02,1148.735
2007-10-03,1120.109
2007-10-04,1105.763
2007-10-05,1129.177
2007-10-08,1126.067
2007-10-09,1145.843
2007-10-10,1154.536
2007-10-11,1178.983
2007-10-12,1173.91
2007-10-15,1178.624
2007-10-16,1149.769
2007-10-17,1160.961
2007-10-18,1165.336
2007-10-19,1165.313
2007-10-22,1128.576
2007-10-23,1150.822
2007-10-24,1147.23
2007-10-25,1171.257
2007-10-26,1208.666
2007-10-29,1274.355
2007-10-30,1261.336
2007-10-31,1253.295
2007-11-01,1248.27
2007-11-02,1204.292
2007-11-05,1166.468
2007-11-06,1201.077
2007-11-07,1211.012
2007-11-08,1179.03
2007-11-09,1187.819
2007-11-12,1168.524
2007-11-13,1170.643
2007-11-14,1204.748
2007-11-15,1185.808
2007-11-16,1151.786
2007-11-19,1151.115
2007-11-20,1143.823
2007-11-21,1106.565
2007-11-22,1087.092
2007-11-23,1097.91
2007-11-26,1135.095
2007-11-27,1119.69
2007-11-28,1135.615
2007-11-29,1174.636
2007-11-30,1193.098
2007-12-03,1203.249
2007-12-04,1211.082
2007-12-05,1229.93
2007-12-06,1242.169
2007-12-07,1206.685
2007-12-10,1207.93
2007-12-11,1237.868
2007-12-12,1214.941
2007-12-13,1194.996
2007-12-14,1190.585
2007-12-17,1139.925
2007-12-18,1142.503
2007-12-19,1159.694
2007-12-20,1161.328
2007-12-21,1189.211
2007-12-24,1204.673
2007-12-25,1204.673
2007-12-26,1204.264
2007-12-27,1192.0
2007-12-28,1181.479
2007-12-31,1211.443
2008-01-01,1211.443
2008-01-02,1207.346
2008-01-03,1191.401
2008-01-04,1216.4
2008-01-07,1222.306
2008-01-08,1213.725
2008-01-09,1228.374
2008-01-10,1212.351
2008-01-11,1205.41
2008-01-14,1212.046
2008-01-15,1197.293
2008-01-16,1147.271
2008-01-17,1153.436
2008-01-18,1153.549
2008-01-21,1106.47
2008-01-22,1037.365
2008-01-23,1113.108
2008-01-24,1085.907
2008-01-25,1136.328
2008-01-28,1101.509
2008-01-29,1117.698
2008-01-30,1111.12
2008-01-31,1112.241
2008-02-01,1102.5
2008-02-04,1120.372
2008-02-05,1115.495
2008-02-06,1077.156
2008-02-07,1077.315
2008-02-08,1077.356
2008-02-11,1054.81
2008-02-12,1061.241
2008-02-13,1061.072
2008-02-14,1085.517
2008-02-15,1086.911
2008-02-18,1079.554
2008-02-19,1082.131
2008-02-20,1067.477
2008-02-21,1063.613
2008-02-22,1052.058
2008-02-25,1050.888
2008-02-26,1065.841
2008-02-27,1085.467
2008-02-28,1091.821
2008-02-29,1087.738
2008-03-03,1063.299
2008-03-04,1051.099
2008-03-05,1050.977
2008-03-06,1049.396
2008-03-07,1020.529
2008-03-10,1022.431
2008-03-11,1041.125
2008-03-12,1046.993
2008-03-13,1021.195
2008-03-14,1017.828
2008-03-17,985.689
2008-03-18,997.336
2008-03-19,1010.648
2008-03-20,993.593
2008-03-21,993.593
2008-03-24,993.395
2008-03-25,1032.791
2008-03-26,1037.151
2008-03-27,1039.675
2008-03-28,1052.767
2008-03-31,1047.129
2008-04-01,1051.574
2008-04-02,1066.33
2008-04-03,1075.422
2008-04-04,1075.491
2008-04-07,1079.125
2008-04-08,1077.385
2008-04-09,1071.448
2008-04-10,1072.884
2008-04-11,1080.244
2008-04-14,1061.916
2008-04-15,1069.293
2008-04-16,1065.811
2008-04-17,1072.641
2008-04-18,1071.59
2008-04-21,1085.869
2008-04-22,1093.068
2008-04-23,1096.032
2008-04-24,1097.567
2008-04-25,1094.36
2008-04-28,1101.879
2008-04-29,1111.094
2008-04-30,1109.948
2008-05-01,1110.141
2008-05-02,1125.604
2008-05-05,1130.689
2008-05-06,1138.156
2008-05-07,1122.196
2008-05-08,1124.265
2008-05-09,1113.578
2008-05-12,1113.663
2008-05-13,1128.651
2008-05-14,1132.232
2008-05-15,1141.679
2008-05-16,1144.36
2008-05-19,1145.256
2008-05-20,1127.136
2008-05-21,1137.896
2008-05-22,1127.938
2008-05-23,1124.709
2008-05-26,1118.038
2008-05-27,1118.709
2008-05-28,1125.226
2008-05-29,1136.798
2008-05-30,1141.662
2008-06-02,1137.874
2008-06-03,1135.798
2008-06-04,1136.866
2008-06-05,1145.898
2008-06-06,1147.165
2008-06-09,1147.305
2008-06-10,1108.531
2008-06-11,1106.143
2008-06-12,1090.719
2008-06-13,1076.486
2008-06-16,1091.346
2008-06-17,1091.771
2008-06-18,1091.784
2008-06-19,1070.358
2008-06-20,1069.941
2008-06-23,1069.863
2008-06-24,1060.023
2008-06-25,1064.846
2008-06-26,1063.352
2008-06-27,1048.332
2008-06-30,1051.696
2008-07-01,1051.528
2008-07-02,1034.912
2008-07-03,1022.676
2008-07-04,1019.904
2008-07-07,1034.571
2008-07-08,1006.717
2008-07-09,1017.574
2008-07-10,1018.284
2008-07-11,1027.019
2008-07-14,1019.979
2008-07-15,989.969
2008-07-16,991.333
2008-07-17,997.703
2008-07-18,1001.606
2008-07-21,1026.684
2008-07-22,1024.551
2008-07-23,1037.619
2008-07-24,1036.886
2008-07-25,1035.565
2008-07-28,1033.599
2008-07-29,1017.186
2008-07-30,1027.328
2008-07-31,1029.572
2008-08-01,1035.191
2008-08-04,1021.353
2008-08-05,1003.795
2008-08-06,1003.801
2008-08-07,1010.697
2008-08-08,1010.141
2008-08-11,1017.526
2008-08-12,1018.243
2008-08-13,1015.166
2008-08-14,1016.475
2008-08-15,1009.14
2008-08-18,999.518
2008-08-19,976.933
2008-08-20,988.533
2008-08-21,961.267
2008-08-22,961.286
2008-08-25,984.835
2008-08-26,982.092
2008-08-27,989.485
2008-08-28,982.234
2008-08-29,993.594
2008-09-01,981.357
2008-09-02,988.465
2008-09-03,979.314
2008-09-04,971.002
2008-09-05,958.583
2008-09-08,985.983
2008-09-09,981.143
2008-09-10,966.238
2008-09-11,947.305
2008-09-12,953.977
2008-09-15,954.424
2008-09-16,923.331
2008-09-17,902.903
2008-09-18,874.738
2008-09-19,905.392
2008-09-22,910.288
2008-09-23,885.249
2008-09-24,884.055
2008-09-25,884.654
2008-09-26,875.552
2008-09-29,848.031
2008-09-30,851.111
2008-10-01,850.886
2008-10-02,839.598
2008-10-03,812.549
2008-10-06,784.471
2008-10-07,784.169
2008-10-08,726.476
2008-10-09,739.63
2008-10-10,685.394
2008-10-13,736.176
2008-10-14,748.228
2008-10-15,723.536
2008-10-16,694.99
2008-10-17,676.642
2008-10-20,702.187
2008-10-21,693.097
2008-10-22,670.513
2008-10-23,650.873
2008-10-24,616.209
2008-10-27,544.494
2008-10-28,604.26
2008-10-29,612.666
2008-10-30,658.329
2008-10-31,641.982
2008-11-03,667.578
2008-11-04,672.444
2008-11-05,690.365
2008-11-06,668.046
2008-11-07,690.72
2008-11-10,687.06
2008-11-11,652.314
2008-11-12,646.645
2008-11-13,617.832
2008-11-14,629.68
2008-11-17,633.54
2008-11-18,608.822
2008-11-19,611.525
2008-11-20,592.275
2008-11-21,604.208
2008-11-24,596.323
2008-11-25,619.06
2008-11-26,633.755
2008-11-27,639.03
2008-11-28,664.04
2008-12-01,668.181
2008-12-02,639.916
2008-12-03,641.583
2008-12-04,633.856
2008-12-05,645.667
2008-12-08,692.202
2008-12-09,682.183
2008-12-10,705.532
2008-12-11,712.36
2008-12-12,683.268
2008-12-15,698.127
2008-12-16,696.125
2008-12-17,702.054
2008-12-18,710.178
2008-12-19,703.382
2008-12-22,695.216
2008-12-23,682.606
2008-12-24,688.053
2008-12-25,688.053
2008-12-26,688.089
2008-12-29,696.959
2008-12-30,691.374
2008-12-31,701.285
2009-01-01,701.285
2009-01-02,717.111
2009-01-05,728.671
2009-01-06,737.485
2009-01-07,735.42
2009-01-08,717.377
2009-01-09,715.871
2009-01-12,704.742
2009-01-13,693.103
2009-01-14,692.866
2009-01-15,673.996
2009-01-16,677.087
2009-01-19,680.736
2009-01-20,669.037
2009-01-21,657.929
2009-01-22,660.221
2009-01-23,656.673
2009-01-26,656.698
2009-01-27,656.428
2009-01-28,656.516
2009-01-29,680.352
2009-01-30,695.272
2009-02-02,674.356
2009-02-03,663.932
2009-02-04,669.582
2009-02-05,663.639
2009-02-06,677.941
2009-02-09,679.403
2009-02-10,679.774
2009-02-11,671.029
2009-02-12,662.366
2009-02-13,669.865
2009-02-16,668.061
2009-02-17,657.885
2009-02-18,663.219
2009-02-19,665.0
2009-02-20,653.379
2009-02-23,670.923
2009-02-24,658.887
2009-02-25,667.051
2009-02-26,661.714
2009-02-27,668.087
2009-03-02,644.807
2009-03-03,635.639
2009-03-04,643.567
2009-03-05,632.276
2009-03-06,615.125
2009-03-09,599.189
2009-03-10,605.472
2009-03-11,616.242
2009-03-12,618.215
2009-03-13,636.652
2009-03-16,653.842
2009-03-17,653.576
2009-03-18,657.028
2009-03-19,663.978
2009-03-20,652.464
2009-03-23,684.699
2009-03-24,704.888
2009-03-25,691.25
2009-03-26,700.564
2009-03-27,699.866
2009-03-30,683.185
2009-03-31,679.979
2009-04-01,683.819
2009-04-02,720.154
2009-04-03,724.528
2009-04-06,743.041
2009-04-07,740.741
2009-04-08,730.097
2009-04-09,742.682
2009-04-10,742.682
2009-04-13,742.663
2009-04-14,765.493
2009-04-15,766.836
2009-04-16,762.244
2009-04-17,767.844
2009-04-20,778.399
2009-04-21,766.982
2009-04-22,756.219
2009-04-23,771.232
2009-04-24,774.707
2009-04-27,754.172
2009-04-28,737.735
2009-04-29,754.032
2009-04-30,781.698
2009-05-01,781.708
2009-05-04,813.714
2009-05-05,819.886
2009-05-06,844.561
2009-05-07,851.823
2009-05-08,853.102
2009-05-11,840.875
2009-05-12,840.434
2009-05-13,849.401
2009-05-14,828.942
2009-05-15,841.09
2009-05-18,860.742
2009-05-19,876.518
2009-05-20,873.811
2009-05-21,865.371
2009-05-22,861.497
2009-05-25,883.015
2009-05-26,891.672
2009-05-27,921.391
2009-05-28,921.403
2009-05-29,947.373
2009-06-01,966.696
2009-06-02,951.247
2009-06-03,980.48
2009-06-04,975.651
2009-06-05,986.025
2009-06-08,967.297
2009-06-09,949.136
2009-06-10,969.675
2009-06-11,959.613
2009-06-12,955.399
2009-06-15,942.22
2009-06-16,924.107
2009-06-17,923.878
2009-06-18,917.841
2009-06-19,922.059
2009-06-22,923.262
2009-06-23,905.501
2009-06-24,920.634
2009-06-25,938.935
2009-06-26,956.43
2009-06-29,952.38
2009-06-30,940.024
2009-07-01,940.018
2009-07-02,931.73
2009-07-03,932.411
2009-07-06,929.405
2009-07-07,925.945
2009-07-08,918.796
2009-07-09,916.213
2009-07-10,913.63
2009-07-13,902.784
2009-07-14,925.517
2009-07-15,943.308
2009-07-16,943.083
2009-07-17,962.777
2009-07-20,988.272
2009-07-21,995.537
2009-07-22,990.998
2009-07-23,1010.211
2009-07-24,1013.625
2009-07-27,1024.316
2009-07-28,1041.786
2009-07-29,1025.483
2009-07-30,1035.953
2009-07-31,1053.836
2009-08-03,1060.992
2009-08-04,1049.661
2009-08-05,1035.799
2009-08-06,1037.344
2009-08-07,1016.716
2009-08-10,1035.662
2009-08-11,1041.925
2009-08-12,1025.851
2009-08-13,1032.47
2009-08-14,1030.884
2009-08-17,1005.185
2009-08-18,1003.772
2009-08-19,996.634
2009-08-20,1016.408
2009-08-21,1015.316
2009-08-24,1028.074
2009-08-25,1023.232
2009-08-26,1021.651
2009-08-27,1018.322
2009-08-28,1016.321
2009-08-31,991.435
2009-09-01,997.981
2009-09-02,987.669
2009-09-03,999.425
2009-09-04,1015.001
2009-09-07,1025.826
2009-09-08,1037.502
2009-09-09,1033.805
2009-09-10,1044.413
2009-09-11,1046.311
2009-09-14,1041.809
2009-09-15,1037.298
2009-09-16,1053.144
2009-09-17,1065.59
2009-09-18,1051.556
2009-09-21,1050.892
2009-09-22,1058.766
2009-09-23,1051.128
2009-09-24,1037.145
2009-09-25,1037.111
2009-09-28,1025.758
2009-09-29,1036.286
2009-09-30,1046.368
2009-10-01,1046.368
2009-10-02,1026.177
2009-10-05,1022.361
2009-10-06,1028.968
2009-10-07,1041.369
2009-10-08,1054.723
2009-10-09,1056.44
2009-10-12,1049.373
2009-10-13,1052.45
2009-10-14,1062.092
2009-10-15,1061.275
2009-10-16,1059.546
2009-10-19,1067.921
2009-10-20,1083.589
2009-10-21,1088.405
2009-10-22,1085.992
2009-10-23,1094.258
2009-10-26,1094.258
2009-10-27,1077.751
2009-10-28,1066.048
2009-10-29,1050.664
2009-10-30,1071.089
2009-11-02,1061.366
2009-11-03,1052.59
2009-11-04,1063.218
2009-11-05,1054.009
2009-11-06,1064.013
2009-11-09,1075.886
2009-11-10,1078.163
2009-11-11,1086.042
2009-11-12,1083.72
2009-11-13,1081.428
2009-11-16,1093.27
2009-11-17,1085.441
2009-11-18,1079.089
2009-11-19,1079.412
2009-11-20,1074.172
2009-11-23,1082.92
2009-11-24,1075.257
2009-11-25,1082.807
2009-11-26,1076.959
2009-11-27,1046.086
2009-11-30,1067.615
2009-12-01,1082.726
2009-12-02,1091.395
2009-12-03,1108.791
2009-12-04,1105.012
2009-12-07,1099.626
2009-12-08,1093.106
2009-12-09,1083.65
2009-12-10,1085.544
2009-12-11,1086.699
2009-12-14,1090.45
2009-12-15,1084.801
2009-12-16,1078.235
2009-12-17,1063.152
2009-12-18,1059.427
2009-12-21,1050.464
2009-12-22,1054.321
2009-12-23,1065.928
2009-12-24,1069.279
2009-12-25,1069.279
2009-12-28,1068.736
2009-12-29,1075.731
2009-12-30,1080.951
2009-12-31,1092.68
2010-01-01,1092.68
2010-01-04,1097.07
2010-01-05,1118.336
2010-01-06,1118.056
2010-01-07,1114.936
2010-01-08,1117.15
2010-01-11,1121.722
2010-01-12,1126.261
2010-01-13,1102.615
2010-01-14,1102.628
2010-01-15,1097.701
2010-01-18,1096.467
2010-01-19,1102.127
2010-01-20,1090.793
2010-01-21,1070.772
2010-01-22,1062.635
2010-01-25,1065.01
2010-01-26,1051.045
2010-01-27,1037.547
2010-01-28,1042.467
2010-01-29,1033.004
2010-02-01,1042.608
2010-02-02,1049.066
2010-02-03,1059.843
2010-02-04,1050.954
2010-02-05,1022.216
2010-02-08,1018.911
2010-02-09,1032.44
2010-02-10,1037.494
2010-02-11,1051.655
2010-02-12,1059.725
2010-02-15,1059.575
2010-02-16,1059.739
2010-02-17,1067.08
2010-02-18,1060.769
2010-02-19,1042.439
2010-02-22,1056.832
2010-02-23,1067.629
2010-02-24,1067.818
2010-02-25,1066.222
2010-02-26,1073.264
2010-03-01,1090.459
2010-03-02,1088.155
2010-03-03,1079.407
2010-03-04,1077.747
2010-03-05,1085.864
2010-03-08,1100.711
2010-03-09,1101.136
2010-03-10,1105.156
2010-03-11,1105.171
2010-03-12,1106.102
2010-03-15,1104.68
2010-03-16,1102.478
2010-03-17,1118.762
2010-03-18,1116.069
2010-03-19,1126.194
2010-03-22,1110.068
2010-03-23,1112.365
2010-03-24,1118.633
2010-03-25,1113.397
2010-03-26,1130.896
2010-03-29,1135.214
2010-03-30,1134.365
2010-03-31,1124.497
2010-04-01,1139.112
2010-04-02,1139.112
2010-04-05,1139.281
2010-04-06,1139.369
2010-04-07,1149.298
2010-04-08,1143.609
2010-04-09,1152.523
2010-04-12,1149.811
2010-04-13,1152.394
2010-04-14,1155.604
2010-04-15,1154.376
2010-04-16,1141.415
2010-04-19,1126.145
2010-04-20,1128.896
2010-04-21,1134.585
2010-04-22,1127.528
2010-04-23,1120.94
2010-04-26,1135.704
2010-04-27,1124.165
2010-04-28,1112.114
2010-04-29,1107.907
2010-04-30,1108.197
2010-05-03,1102.873
2010-05-04,1097.915
2010-05-05,1084.811
2010-05-06,1071.378
2010-05-07,1066.615
2010-05-10,1072.901
2010-05-11,1064.554
2010-05-12,1066.627
2010-05-13,1079.089
2010-05-14,1073.741
2010-05-17,1057.767
2010-05-18,1061.296
2010-05-19,1052.591
2010-05-20,1043.513
2010-05-21,1043.359
2010-05-24,1044.714
2010-05-25,1016.811
2010-05-26,1012.572
2010-05-27,1032.571
2010-05-28,1044.458
2010-05-31,1045.071
2010-06-01,1035.603
2010-06-02,1035.149
2010-06-03,1046.856
2010-06-04,1044.884
2010-06-07,1028.732
2010-06-08,1033.775
2010-06-09,1040.045
2010-06-10,1038.64
2010-06-11,1052.662
2010-06-14,1062.76
2010-06-15,1062.959
2010-06-16,1063.02
2010-06-17,1067.878
2010-06-18,1069.664
2010-06-21,1096.383
2010-06-22,1092.834
2010-06-23,1094.906
2010-06-24,1094.946
2010-06-25,1095.59
2010-06-28,1095.641
2010-06-29,1077.689
2010-06-30,1073.029
2010-07-01,1071.88
2010-07-02,1071.199
2010-07-05,1071.892
2010-07-06,1080.975
2010-07-07,1074.579
2010-07-08,1081.066
2010-07-09,1094.991
