Date,CANADA MID VALUE Mid Cap
2001-05-21,321.084
2001-05-22,320.493
2001-05-23,318.753
2001-05-24,316.566
2001-05-25,315.574
2001-05-28,316.419
2001-05-29,321.265
2001-05-30,318.092
2001-05-31,318.214
2001-06-01,324.258
2001-06-04,323.511
2001-06-05,321.42
2001-06-06,322.72
2001-06-07,323.265
2001-06-08,323.938
2001-06-11,324.835
2001-06-12,324.249
2001-06-13,323.263
2001-06-14,321.472
2001-06-15,318.381
2001-06-18,316.579
2001-06-19,314.905
2001-06-20,313.096
2001-06-21,313.418
2001-06-22,311.638
2001-06-25,311.55
2001-06-26,311.889
2001-06-27,314.701
2001-06-28,315.796
2001-06-29,321.418
2001-07-02,321.906
2001-07-03,323.516
2001-07-04,322.669
2001-07-05,320.776
2001-07-06,319.564
2001-07-09,319.548
2001-07-10,318.821
2001-07-11,319.052
2001-07-12,318.977
2001-07-13,319.602
2001-07-16,317.02
2001-07-17,317.763
2001-07-18,319.881
2001-07-19,317.467
2001-07-20,316.564
2001-07-23,314.277
2001-07-24,314.162
2001-07-25,315.721
2001-07-26,314.004
2001-07-27,317.799
2001-07-30,318.688
2001-07-31,319.867
2001-08-01,321.286
2001-08-02,324.335
2001-08-03,325.002
2001-08-06,326.768
2001-08-07,326.053
2001-08-08,325.313
2001-08-09,326.275
2001-08-10,323.072
2001-08-13,323.843
2001-08-14,321.883
2001-08-15,323.245
2001-08-16,326.18
2001-08-17,324.816
2001-08-20,322.871
2001-08-21,325.051
2001-08-22,325.805
2001-08-23,325.86
2001-08-24,328.946
2001-08-27,328.44
2001-08-28,326.994
2001-08-29,325.486
2001-08-30,322.541
2001-08-31,321.419
2001-09-03,321.109
2001-09-04,322.617
2001-09-05,322.746
2001-09-06,318.68
2001-09-07,313.215
2001-09-10,311.69
2001-09-11,297.133
2001-09-12,299.611
2001-09-13,303.922
2001-09-14,293.334
2001-09-17,298.255
2001-09-18,296.455
2001-09-19,291.292
2001-09-20,283.676
2001-09-21,281.893
2001-09-24,285.296
2001-09-25,286.797
2001-09-26,285.665
2001-09-27,284.347
2001-09-28,290.824
2001-10-01,292.983
2001-10-02,293.983
2001-10-03,292.523
2001-10-04,292.406
2001-10-05,294.797
2001-10-08,295.203
2001-10-09,291.895
2001-10-10,291.809
2001-10-11,299.129
2001-10-12,297.383
2001-10-15,295.593
2001-10-16,298.844
2001-10-17,294.676
2001-10-18,290.58
2001-10-19,290.711
2001-10-22,288.104
2001-10-23,290.616
2001-10-24,291.295
2001-10-25,289.706
2001-10-26,289.9
2001-10-29,287.653
2001-10-30,284.793
2001-10-31,283.622
2001-11-01,282.829
2001-11-02,285.449
2001-11-05,287.646
2001-11-06,288.573
2001-11-07,290.5
2001-11-08,288.465
2001-11-09,288.18
2001-11-12,288.987
2001-11-13,295.559
2001-11-14,297.338
2001-11-15,299.131
2001-11-16,299.961
2001-11-19,301.814
2001-11-20,300.502
2001-11-21,298.037
2001-11-22,298.311
2001-11-23,300.527
2001-11-26,302.307
2001-11-27,303.074
2001-11-28,301.479
2001-11-29,303.187
2001-11-30,303.642
2001-12-03,302.836
2001-12-04,303.381
2001-12-05,309.204
2001-12-06,307.008
2001-12-07,308.875
2001-12-10,305.258
2001-12-11,301.438
2001-12-12,306.017
2001-12-13,304.694
2001-12-14,304.616
2001-12-17,308.699
2001-12-18,311.119
2001-12-19,306.782
2001-12-20,307.833
2001-12-21,307.335
2001-12-24,306.318
2001-12-25,306.318
2001-12-26,306.241
2001-12-27,309.575
2001-12-28,309.24
2001-12-31,310.888
2002-01-01,310.888
2002-01-02,309.471
2002-01-03,313.569
2002-01-04,315.691
2002-01-07,317.49
2002-01-08,312.729
2002-01-09,314.495
2002-01-10,313.005
2002-01-11,312.912
2002-01-14,310.338
2002-01-15,312.414
2002-01-16,312.09
2002-01-17,308.54
2002-01-18,306.621
2002-01-21,304.672
2002-01-22,307.367
2002-01-23,308.36
2002-01-24,310.48
2002-01-25,309.738
2002-01-28,308.413
2002-01-29,312.085
2002-01-30,309.68
2002-01-31,314.069
2002-02-01,315.655
2002-02-04,313.542
2002-02-05,312.302
2002-02-06,309.767
2002-02-07,309.74
2002-02-08,311.625
2002-02-11,313.864
2002-02-12,313.309
2002-02-13,316.545
2002-02-14,318.551
2002-02-15,317.478
2002-02-18,316.77
2002-02-19,315.584
2002-02-20,314.63
2002-02-21,315.715
2002-02-22,315.63
2002-02-25,317.84
2002-02-26,317.98
2002-02-27,320.252
2002-02-28,321.456
2002-03-01,325.029
2002-03-04,332.654
2002-03-05,329.238
2002-03-06,333.795
2002-03-07,334.335
2002-03-08,331.866
2002-03-11,330.97
2002-03-12,331.199
2002-03-13,329.914
2002-03-14,328.921
2002-03-15,333.489
2002-03-18,336.808
2002-03-19,339.865
2002-03-20,340.199
2002-03-21,336.296
2002-03-22,339.897
2002-03-25,336.597
2002-03-26,337.308
2002-03-27,341.791
2002-03-28,338.514
2002-03-29,338.514
2002-04-01,337.879
2002-04-02,338.933
2002-04-03,336.765
2002-04-04,334.089
2002-04-05,337.508
2002-04-08,337.909
2002-04-09,339.158
2002-04-10,345.556
2002-04-11,344.422
2002-04-12,345.789
2002-04-15,346.491
2002-04-16,351.771
2002-04-17,354.21
2002-04-18,351.305
2002-04-19,352.816
2002-04-22,350.172
2002-04-23,346.879
2002-04-24,345.51
2002-04-25,345.464
2002-04-26,346.135
2002-04-29,343.586
2002-04-30,345.488
2002-05-01,348.548
2002-05-02,349.142
2002-05-03,349.074
2002-05-06,349.005
2002-05-07,348.125
2002-05-08,351.94
2002-05-09,349.487
2002-05-10,350.348
2002-05-13,353.896
2002-05-14,355.742
2002-05-15,355.6
2002-05-16,357.462
2002-05-17,359.568
2002-05-20,359.976
2002-05-21,361.188
2002-05-22,361.052
2002-05-23,364.503
2002-05-24,363.3
2002-05-27,362.12
2002-05-28,364.469
2002-05-29,360.813
2002-05-30,358.955
2002-05-31,364.93
2002-06-03,362.685
2002-06-04,363.643
2002-06-05,362.564
2002-06-06,365.276
2002-06-07,361.755
2002-06-10,357.571
2002-06-11,355.354
2002-06-12,353.936
2002-06-13,352.325
2002-06-14,347.131
2002-06-17,349.888
2002-06-18,349.672
2002-06-19,347.446
2002-06-20,348.624
2002-06-21,344.551
2002-06-24,349.137
2002-06-25,348.954
2002-06-26,345.067
2002-06-27,347.278
2002-06-28,347.442
2002-07-01,348.014
2002-07-02,343.033
2002-07-03,342.482
2002-07-04,342.023
2002-07-05,345.508
2002-07-08,346.565
2002-07-09,345.117
2002-07-10,339.068
2002-07-11,335.681
2002-07-12,330.931
2002-07-15,321.022
2002-07-16,324.867
2002-07-17,322.888
2002-07-18,322.063
2002-07-19,316.589
2002-07-22,305.585
2002-07-23,290.087
2002-07-24,298.989
2002-07-25,295.468
2002-07-26,296.026
2002-07-29,304.844
2002-07-30,306.374
2002-07-31,305.805
2002-08-01,303.337
2002-08-02,300.021
2002-08-05,298.94
2002-08-06,298.898
2002-08-07,298.836
2002-08-08,305.52
2002-08-09,310.065
2002-08-12,306.733
2002-08-13,308.277
2002-08-14,311.125
2002-08-15,312.764
2002-08-16,311.652
2002-08-19,315.425
2002-08-20,313.65
2002-08-21,317.245
2002-08-22,322.679
2002-08-23,317.691
2002-08-26,320.224
2002-08-27,318.729
2002-08-28,316.36
2002-08-29,315.196
2002-08-30,316.537
2002-09-02,317.463
2002-09-03,311.337
2002-09-04,313.271
2002-09-05,310.109
2002-09-06,309.409
2002-09-09,312.121
2002-09-10,313.312
2002-09-11,317.033
2002-09-12,312.723
2002-09-13,311.252
2002-09-16,313.62
2002-09-17,307.861
2002-09-18,304.028
2002-09-19,302.378
2002-09-20,301.567
2002-09-23,294.255
2002-09-24,294.851
2002-09-25,298.976
2002-09-26,301.191
2002-09-27,297.769
2002-09-30,298.298
2002-10-01,302.916
2002-10-02,298.61
2002-10-03,295.15
2002-10-04,291.426
2002-10-07,287.428
2002-10-08,288.572
2002-10-09,280.755
2002-10-10,282.035
2002-10-11,287.253
2002-10-14,287.814
2002-10-15,298.071
2002-10-16,295.701
2002-10-17,303.787
2002-10-18,306.158
2002-10-21,309.335
2002-10-22,307.577
2002-10-23,307.983
2002-10-24,306.137
2002-10-25,308.548
2002-10-28,311.947
2002-10-29,306.052
2002-10-30,306.276
2002-10-31,301.916
2002-11-01,306.578
2002-11-04,312.144
2002-11-05,312.667
2002-11-06,312.733
2002-11-07,313.276
2002-11-08,309.627
2002-11-11,306.936
2002-11-12,305.197
2002-11-13,300.882
2002-11-14,305.934
2002-11-15,309.962
2002-11-18,308.696
2002-11-19,308.185
2002-11-20,312.075
2002-11-21,316.415
2002-11-22,313.681
2002-11-25,312.046
2002-11-26,308.265
2002-11-27,313.038
2002-11-28,314.572
2002-11-29,317.849
2002-12-02,319.044
2002-12-03,317.781
2002-12-04,316.798
2002-12-05,313.042
2002-12-06,315.78
2002-12-09,321.307
2002-12-10,323.396
2002-12-11,324.678
2002-12-12,329.025
2002-12-13,328.635
2002-12-16,332.238
2002-12-17,330.411
2002-12-18,330.292
2002-12-19,330.03
2002-12-20,329.471
2002-12-23,333.05
2002-12-24,331.551
2002-12-25,331.551
2002-12-26,330.793
2002-12-27,327.402
2002-12-30,327.601
2002-12-31,326.548
2003-01-01,326.548
2003-01-02,334.065
2003-01-03,337.206
2003-01-06,340.423
2003-01-07,339.207
2003-01-08,337.962
2003-01-09,343.071
2003-01-10,346.644
2003-01-13,348.763
2003-01-14,351.641
2003-01-15,352.827
2003-01-16,354.171
2003-01-17,349.262
2003-01-20,348.287
2003-01-21,346.843
2003-01-22,347.568
2003-01-23,346.91
2003-01-24,344.282
2003-01-27,338.432
2003-01-28,338.01
2003-01-29,336.635
2003-01-30,332.962
2003-01-31,334.274
2003-02-03,337.665
2003-02-04,336.797
2003-02-05,333.673
2003-02-06,331.544
2003-02-07,328.71
2003-02-10,324.877
2003-02-11,326.435
2003-02-12,326.888
2003-02-13,328.195
2003-02-14,327.888
2003-02-17,332.713
2003-02-18,334.117
2003-02-19,334.925
2003-02-20,336.177
2003-02-21,335.637
2003-02-24,334.448
2003-02-25,333.478
2003-02-26,334.507
2003-02-27,336.626
2003-02-28,337.504
2003-03-03,334.174
2003-03-04,332.783
2003-03-05,331.688
2003-03-06,327.197
2003-03-07,329.903
2003-03-10,326.399
2003-03-11,325.717
2003-03-12,321.564
2003-03-13,323.695
2003-03-14,325.292
2003-03-17,333.452
2003-03-18,330.705
2003-03-19,330.83
2003-03-20,332.419
2003-03-21,335.85
2003-03-24,328.351
2003-03-25,328.73
2003-03-26,328.716
2003-03-27,328.814
2003-03-28,330.999
2003-03-31,328.372
2003-04-01,327.406
2003-04-02,330.706
2003-04-03,330.112
2003-04-04,331.131
2003-04-07,332.143
2003-04-08,333.818
2003-04-09,334.594
2003-04-10,337.645
2003-04-11,336.842
2003-04-14,338.519
2003-04-15,339.226
2003-04-16,338.813
2003-04-17,340.77
2003-04-18,340.77
2003-04-21,342.422
2003-04-22,344.331
2003-04-23,344.25
2003-04-24,341.428
2003-04-25,340.819
2003-04-28,343.797
2003-04-29,346.452
2003-04-30,353.764
2003-05-01,356.52
2003-05-02,357.177
2003-05-05,362.33
2003-05-06,364.667
2003-05-07,363.565
2003-05-08,364.639
2003-05-09,365.222
2003-05-12,368.236
2003-05-13,365.685
2003-05-14,369.618
2003-05-15,369.269
2003-05-16,371.819
2003-05-19,373.788
2003-05-20,373.008
2003-05-21,371.995
2003-05-22,369.123
2003-05-23,367.529
2003-05-26,369.167
2003-05-27,372.142
2003-05-28,368.029
2003-05-29,370.891
2003-05-30,371.397
2003-06-02,378.959
2003-06-03,377.247
2003-06-04,384.698
2003-06-05,388.718
2003-06-06,385.251
2003-06-09,380.536
2003-06-10,380.72
2003-06-11,387.398
2003-06-12,385.3
2003-06-13,383.459
2003-06-16,388.115
2003-06-17,392.06
2003-06-18,392.506
2003-06-19,386.921
2003-06-20,383.977
2003-06-23,379.521
2003-06-24,376.486
2003-06-25,379.348
2003-06-26,378.28
2003-06-27,382.137
2003-06-30,377.289
2003-07-01,379.973
2003-07-02,381.521
2003-07-03,381.736
2003-07-04,381.119
2003-07-07,385.537
2003-07-08,381.493
2003-07-09,377.263
2003-07-10,373.08
2003-07-11,374.711
2003-07-14,377.213
2003-07-15,373.378
2003-07-16,374.411
2003-07-17,373.254
2003-07-18,373.634
2003-07-21,375.239
2003-07-22,375.519
2003-07-23,375.953
2003-07-24,383.015
2003-07-25,387.406
2003-07-28,388.717
2003-07-29,387.542
2003-07-30,383.37
2003-07-31,382.421
2003-08-01,385.433
2003-08-04,383.085
2003-08-05,379.733
2003-08-06,375.661
2003-08-07,378.3
2003-08-08,380.826
2003-08-11,389.198
2003-08-12,390.285
2003-08-13,391.915
2003-08-14,393.601
2003-08-15,393.452
2003-08-18,396.104
2003-08-19,396.175
2003-08-20,400.072
2003-08-21,402.494
2003-08-22,401.128
2003-08-25,402.605
2003-08-26,402.177
2003-08-27,402.101
2003-08-28,404.431
2003-08-29,407.535
2003-09-01,409.202
2003-09-02,412.644
2003-09-03,410.513
2003-09-04,412.798
2003-09-05,409.688
2003-09-08,409.999
2003-09-09,411.664
2003-09-10,412.117
2003-09-11,410.447
2003-09-12,412.208
2003-09-15,410.235
2003-09-16,413.689
2003-09-17,412.649
2003-09-18,414.487
2003-09-19,418.191
2003-09-22,414.631
2003-09-23,414.713
2003-09-24,410.084
2003-09-25,410.103
2003-09-26,403.99
2003-09-29,404.554
2003-09-30,404.349
2003-10-01,412.803
2003-10-02,416.157
2003-10-03,417.911
2003-10-06,418.456
2003-10-07,420.16
2003-10-08,421.02
2003-10-09,422.079
2003-10-10,425.145
2003-10-13,425.708
2003-10-14,429.583
2003-10-15,429.961
2003-10-16,434.056
2003-10-17,429.548
2003-10-20,427.423
2003-10-21,429.36
2003-10-22,427.282
2003-10-23,422.855
2003-10-24,419.839
2003-10-27,421.463
2003-10-28,421.009
2003-10-29,424.938
2003-10-30,430.139
2003-10-31,431.956
2003-11-03,432.735
2003-11-04,430.872
2003-11-05,430.8
2003-11-06,431.204
2003-11-07,436.691
2003-11-10,438.604
2003-11-11,434.736
2003-11-12,436.892
2003-11-13,435.44
2003-11-14,430.948
2003-11-17,431.724
2003-11-18,431.521
2003-11-19,435.871
2003-11-20,435.422
2003-11-21,434.182
2003-11-24,432.563
2003-11-25,433.968
2003-11-26,442.067
2003-11-27,443.108
2003-11-28,443.778
2003-12-01,446.608
2003-12-02,450.243
2003-12-03,451.09
2003-12-04,451.127
2003-12-05,453.171
2003-12-08,457.095
2003-12-09,454.117
2003-12-10,453.777
2003-12-11,449.7
2003-12-12,454.872
2003-12-15,455.149
2003-12-16,457.196
2003-12-17,456.608
2003-12-18,459.422
2003-12-19,456.03
2003-12-22,461.927
2003-12-23,469.168
2003-12-24,471.321
2003-12-25,471.321
2003-12-26,474.427
2003-12-29,477.294
2003-12-30,477.418
2003-12-31,485.308
2004-01-01,485.308
2004-01-02,487.745
2004-01-05,490.419
2004-01-06,487.874
2004-01-07,480.759
2004-01-08,482.238
2004-01-09,480.311
2004-01-12,480.682
2004-01-13,479.592
2004-01-14,476.884
2004-01-15,475.653
2004-01-16,478.117
2004-01-19,481.431
2004-01-20,486.872
2004-01-21,484.294
2004-01-22,485.323
2004-01-23,477.704
2004-01-26,473.756
2004-01-27,476.05
2004-01-28,467.177
2004-01-29,458.37
2004-01-30,456.496
2004-02-02,460.051
2004-02-03,458.814
2004-02-04,452.607
2004-02-05,453.224
2004-02-06,460.691
2004-02-09,465.868
2004-02-10,464.966
2004-02-11,466.241
2004-02-12,466.741
2004-02-13,467.212
2004-02-16,468.366
2004-02-17,468.753
2004-02-18,466.812
2004-02-19,462.309
2004-02-20,455.662
2004-02-23,457.692
2004-02-24,461.039
2004-02-25,458.205
2004-02-26,456.189
2004-02-27,460.599
2004-03-01,468.781
2004-03-02,466.133
2004-03-03,466.266
2004-03-04,469.446
2004-03-05,479.615
2004-03-08,473.237
2004-03-09,471.397
2004-03-10,460.845
2004-03-11,457.801
2004-03-12,455.718
2004-03-15,450.579
2004-03-16,454.364
2004-03-17,453.861
2004-03-18,455.143
2004-03-19,457.647
2004-03-22,452.376
2004-03-23,449.224
2004-03-24,445.902
2004-03-25,454.599
2004-03-26,456.703
2004-03-29,464.528
2004-03-30,466.672
2004-03-31,462.325
2004-04-01,468.034
2004-04-02,473.045
2004-04-05,479.954
2004-04-06,479.206
2004-04-07,473.638
2004-04-08,468.543
2004-04-09,468.543
2004-04-12,468.639
2004-04-13,462.431
2004-04-14,452.947
2004-04-15,453.133
2004-04-16,461.281
2004-04-19,458.608
2004-04-20,455.012
2004-04-21,446.738
2004-04-22,454.204
2004-04-23,453.683
2004-04-26,453.073
2004-04-27,450.695
2004-04-28,433.045
2004-04-29,434.403
2004-04-30,435.031
2004-05-03,436.734
2004-05-04,446.432
2004-05-05,449.773
2004-05-06,446.937
2004-05-07,435.376
2004-05-10,428.376
2004-05-11,435.197
2004-05-12,435.181
2004-05-13,430.82
2004-05-14,433.609
2004-05-17,431.448
2004-05-18,433.289
2004-05-19,439.418
2004-05-20,439.45
2004-05-21,442.671
2004-05-24,444.062
2004-05-25,446.178
2004-05-26,446.008
2004-05-27,455.523
2004-05-28,452.127
2004-05-31,454.586
2004-06-01,450.722
2004-06-02,454.465
2004-06-03,452.863
2004-06-04,456.335
2004-06-07,464.733
2004-06-08,463.913
2004-06-09,455.314
2004-06-10,452.052
2004-06-11,451.409
2004-06-14,444.162
2004-06-15,447.92
2004-06-16,453.913
2004-06-17,456.118
2004-06-18,460.659
2004-06-21,460.172
2004-06-22,461.904
2004-06-23,464.485
2004-06-24,470.529
2004-06-25,467.285
2004-06-28,467.561
2004-06-29,469.321
2004-06-30,471.465
2004-07-01,474.473
2004-07-02,472.296
2004-07-05,473.144
2004-07-06,473.797
2004-07-07,476.222
2004-07-08,474.209
2004-07-09,473.354
2004-07-12,472.208
2004-07-13,468.378
2004-07-14,474.258
2004-07-15,471.262
2004-07-16,475.987
2004-07-19,481.535
2004-07-20,480.837
2004-07-21,478.806
2004-07-22,478.827
2004-07-23,474.432
2004-07-26,469.079
2004-07-27,466.718
2004-07-28,470.297
2004-07-29,475.412
2004-07-30,474.159
2004-08-02,472.914
2004-08-03,478.611
2004-08-04,476.931
2004-08-05,471.948
2004-08-06,469.085
2004-08-09,460.78
2004-08-10,469.129
2004-08-11,461.656
2004-08-12,458.448
2004-08-13,464.19
2004-08-16,475.125
2004-08-17,474.417
2004-08-18,474.79
2004-08-19,480.786
2004-08-20,482.484
2004-08-23,479.77
2004-08-24,479.137
2004-08-25,482.731
2004-08-26,480.065
2004-08-27,480.144
2004-08-30,477.593
2004-08-31,481.144
2004-09-01,485.405
2004-09-02,489.423
2004-09-03,485.755
2004-09-06,487.064
2004-09-07,494.199
2004-09-08,491.839
2004-09-09,494.699
2004-09-10,494.341
2004-09-13,495.292
2004-09-14,495.57
2004-09-15,492.059
2004-09-16,500.109
2004-09-17,494.721
2004-09-20,496.96
2004-09-21,502.898
2004-09-22,504.237
2004-09-23,505.103
2004-09-24,505.99
2004-09-27,501.052
2004-09-28,507.442
2004-09-29,510.364
2004-09-30,513.073
2004-10-01,518.948
2004-10-04,515.628
2004-10-05,516.708
2004-10-06,521.517
2004-10-07,520.165
2004-10-08,525.457
2004-10-11,523.76
2004-10-12,519.689
2004-10-13,510.017
2004-10-14,514.301
2004-10-15,515.414
2004-10-18,515.26
2004-10-19,509.201
2004-10-20,515.032
2004-10-21,520.291
2004-10-22,519.727
2004-10-25,526.354
2004-10-26,528.324
2004-10-27,528.627
2004-10-28,524.061
2004-10-29,527.247
2004-11-01,525.572
2004-11-02,525.31
2004-11-03,531.24
2004-11-04,538.682
2004-11-05,543.696
2004-11-08,546.331
2004-11-09,547.3
2004-11-10,546.136
2004-11-11,550.103
2004-11-12,555.991
2004-11-15,555.793
2004-11-16,566.768
2004-11-17,570.057
2004-11-18,562.904
2004-11-19,564.704
2004-11-22,573.814
2004-11-23,574.358
2004-11-24,579.545
2004-11-25,583.085
2004-11-26,585.694
2004-11-29,584.296
2004-11-30,584.623
2004-12-01,593.788
2004-12-02,595.128
2004-12-03,591.127
2004-12-06,586.365
2004-12-07,576.781
2004-12-08,565.514
2004-12-09,564.54
2004-12-10,559.431
2004-12-13,554.887
2004-12-14,557.188
2004-12-15,566.678
2004-12-16,562.143
2004-12-17,564.024
2004-12-20,567.638
2004-12-21,574.345
2004-12-22,571.586
2004-12-23,571.714
2004-12-24,576.599
2004-12-27,580.048
2004-12-28,579.882
2004-12-29,581.597
2004-12-30,587.991
2004-12-31,592.011
2005-01-03,585.536
2005-01-04,572.211
2005-01-05,562.707
2005-01-06,559.422
2005-01-07,557.579
2005-01-10,564.675
2005-01-11,564.07
2005-01-12,570.116
2005-01-13,564.643
2005-01-14,562.411
2005-01-17,563.391
2005-01-18,568.781
2005-01-19,567.152
2005-01-20,559.837
2005-01-21,562.343
2005-01-24,561.646
2005-01-25,557.029
2005-01-26,562.364
2005-01-27,560.373
2005-01-28,556.271
2005-01-31,563.038
2005-02-01,568.408
2005-02-02,571.961
2005-02-03,570.982
2005-02-04,570.128
2005-02-07,562.699
2005-02-08,562.085
2005-02-09,562.671
2005-02-10,568.394
2005-02-11,570.385
2005-02-14,574.882
2005-02-15,573.562
2005-02-16,576.035
2005-02-17,583.831
2005-02-18,583.71
2005-02-21,579.487
2005-02-22,575.077
2005-02-23,573.177
2005-02-24,572.109
2005-02-25,577.434
2005-02-28,579.643
2005-03-01,577.375
2005-03-02,580.821
2005-03-03,584.799
2005-03-04,602.569
2005-03-07,600.61
2005-03-08,610.379
2005-03-09,606.036
2005-03-10,604.468
2005-03-11,606.912
2005-03-14,609.056
2005-03-15,607.857
2005-03-16,601.705
2005-03-17,604.535
2005-03-18,602.286
2005-03-21,593.711
2005-03-22,596.74
2005-03-23,581.182
2005-03-24,582.983
2005-03-25,582.983
2005-03-28,577.073
2005-03-29,571.735
2005-03-30,577.818
2005-03-31,583.747
2005-04-01,583.728
2005-04-04,581.372
2005-04-05,582.477
2005-04-06,581.162
2005-04-07,581.252
2005-04-08,573.698
2005-04-11,570.471
2005-04-12,570.229
2005-04-13,562.767
2005-04-14,549.789
2005-04-15,541.982
2005-04-18,546.185
2005-04-19,556.889
2005-04-20,556.44
2005-04-21,556.845
2005-04-22,554.902
2005-04-25,556.435
2005-04-26,552.516
2005-04-27,543.964
2005-04-28,534.872
2005-04-29,543.729
2005-05-02,541.822
2005-05-03,537.648
2005-05-04,545.407
2005-05-05,542.775
2005-05-06,547.102
2005-05-09,551.907
2005-05-10,545.995
2005-05-11,533.912
2005-05-12,524.031
2005-05-13,516.151
2005-05-16,519.015
2005-05-17,521.414
2005-05-18,528.905
2005-05-19,529.172
2005-05-20,530.132
2005-05-23,533.064
2005-05-24,532.299
2005-05-25,526.87
2005-05-26,531.303
2005-05-27,536.916
2005-05-30,542.35
2005-05-31,536.016
2005-06-01,550.228
2005-06-02,549.396
2005-06-03,549.092
2005-06-06,546.144
2005-06-07,544.843
2005-06-08,548.395
2005-06-09,546.671
2005-06-10,552.987
2005-06-13,557.141
2005-06-14,563.146
2005-06-15,574.564
2005-06-16,578.68
2005-06-17,578.619
2005-06-20,575.636
2005-06-21,573.027
2005-06-22,575.717
2005-06-23,569.299
2005-06-24,569.158
2005-06-27,567.336
2005-06-28,573.506
2005-06-29,575.817
2005-06-30,570.706
2005-07-01,563.346
2005-07-04,560.908
2005-07-05,569.677
2005-07-06,578.993
2005-07-07,581.757
2005-07-08,592.109
2005-07-11,601.076
2005-07-12,599.416
2005-07-13,601.692
2005-07-14,598.069
2005-07-15,601.002
2005-07-18,606.107
2005-07-19,614.115
2005-07-20,617.841
2005-07-21,619.235
2005-07-22,615.596
2005-07-25,611.012
2005-07-26,602.32
2005-07-27,598.536
2005-07-28,602.903
2005-07-29,607.076
2005-08-01,613.582
2005-08-02,626.498
2005-08-03,626.278
2005-08-04,628.682
2005-08-05,618.201
2005-08-08,627.432
2005-08-09,622.511
2005-08-10,621.032
2005-08-11,636.698
2005-08-12,640.744
2005-08-15,641.615
2005-08-16,636.313
2005-08-17,633.692
2005-08-18,624.227
2005-08-19,627.441
2005-08-22,634.327
2005-08-23,635.752
2005-08-24,629.472
2005-08-25,631.238
2005-08-26,626.848
2005-08-29,627.182
2005-08-30,625.912
2005-08-31,632.993
2005-09-01,639.165
2005-09-02,637.77
2005-09-05,636.992
2005-09-06,643.806
2005-09-07,650.153
2005-09-08,651.366
2005-09-09,660.246
2005-09-12,650.909
2005-09-13,651.35
2005-09-14,654.991
2005-09-15,652.843
2005-09-16,660.421
2005-09-19,662.14
2005-09-20,654.022
2005-09-21,657.555
2005-09-22,650.345
2005-09-23,657.605
2005-09-26,661.709
2005-09-27,659.24
2005-09-28,655.741
2005-09-29,660.193
2005-09-30,667.715
2005-10-03,668.89
2005-10-04,661.311
2005-10-05,641.831
2005-10-06,636.961
2005-10-07,646.835
2005-10-10,646.835
2005-10-11,648.31
2005-10-12,643.222
2005-10-13,641.223
2005-10-14,638.742
2005-10-17,646.348
2005-10-18,635.56
2005-10-19,635.866
2005-10-20,628.889
2005-10-21,627.067
2005-10-24,627.093
2005-10-25,629.339
2005-10-26,636.611
2005-10-27,630.063
2005-10-28,629.609
2005-10-31,629.733
2005-11-01,627.268
2005-11-02,638.14
2005-11-03,640.673
2005-11-04,643.851
2005-11-07,642.313
2005-11-08,632.177
2005-11-09,636.433
2005-11-10,637.383
