Date,HONG KONG SMID GROWTH SMID (Small+Mid Cap)
2005-11-08,574.58
2005-11-09,576.929
2005-11-10,581.34
2005-11-11,586.489
2005-11-14,585.827
2005-11-15,587.003
2005-11-16,584.419
2005-11-17,587.036
2005-11-18,595.242
2005-11-21,596.69
2005-11-22,595.847
2005-11-23,603.604
2005-11-24,606.214
2005-11-25,607.159
2005-11-28,609.015
2005-11-29,606.385
2005-11-30,606.618
2005-12-01,606.9
2005-12-02,608.612
2005-12-05,610.995
2005-12-06,604.314
2005-12-07,610.246
2005-12-08,605.984
2005-12-09,610.033
2005-12-12,612.256
2005-12-13,612.377
2005-12-14,615.244
2005-12-15,613.548
2005-12-16,612.966
2005-12-19,619.749
2005-12-20,617.559
2005-12-21,620.559
2005-12-22,620.439
2005-12-23,626.254
2005-12-26,626.254
2005-12-27,626.278
2005-12-28,624.172
2005-12-29,623.424
2005-12-30,623.437
2006-01-02,623.437
2006-01-03,630.193
2006-01-04,641.104
2006-01-05,642.599
2006-01-06,646.184
2006-01-09,655.637
2006-01-10,659.753
2006-01-11,658.069
2006-01-12,661.38
2006-01-13,664.914
2006-01-16,664.448
2006-01-17,658.569
2006-01-18,651.46
2006-01-19,662.446
2006-01-20,661.119
2006-01-23,651.234
2006-01-24,658.446
2006-01-25,663.886
2006-01-26,657.672
2006-01-27,668.172
2006-01-30,668.12
2006-01-31,668.112
2006-02-01,668.947
2006-02-02,670.311
2006-02-03,663.954
2006-02-06,672.41
2006-02-07,673.953
2006-02-08,667.573
2006-02-09,666.0
2006-02-10,667.458
2006-02-13,668.093
2006-02-14,670.998
2006-02-15,673.882
2006-02-16,675.452
2006-02-17,674.932
2006-02-20,678.187
2006-02-21,673.187
2006-02-22,673.193
2006-02-23,680.345
2006-02-24,680.686
2006-02-27,682.617
2006-02-28,679.679
2006-03-01,684.652
2006-03-02,692.742
2006-03-03,691.287
2006-03-06,687.632
2006-03-07,678.905
2006-03-08,669.263
2006-03-09,669.752
2006-03-10,676.624
2006-03-13,684.874
2006-03-14,687.855
2006-03-15,694.112
2006-03-16,694.231
2006-03-17,696.964
2006-03-20,698.222
2006-03-21,702.3
2006-03-22,701.154
2006-03-23,712.053
2006-03-24,721.506
2006-03-27,729.99
2006-03-28,731.107
2006-03-29,732.39
2006-03-30,733.837
2006-03-31,731.81
2006-04-03,739.088
2006-04-04,750.128
2006-04-05,750.147
2006-04-06,778.273
2006-04-07,778.288
2006-04-10,782.988
2006-04-11,783.707
2006-04-12,770.38
2006-04-13,776.668
2006-04-14,776.668
2006-04-17,776.703
2006-04-18,788.31
2006-04-19,794.326
2006-04-20,794.221
2006-04-21,792.235
2006-04-24,781.921
2006-04-25,768.853
2006-04-26,774.966
2006-04-27,783.582
2006-04-28,778.381
2006-05-01,778.416
2006-05-02,792.607
2006-05-03,801.156
2006-05-04,804.583
2006-05-05,804.62
2006-05-08,809.659
2006-05-09,798.855
2006-05-10,800.559
2006-05-11,815.64
2006-05-12,812.982
2006-05-15,794.318
2006-05-16,779.487
2006-05-17,790.892
2006-05-18,772.273
2006-05-19,769.052
2006-05-22,735.523
2006-05-23,733.908
2006-05-24,736.54
2006-05-25,737.397
2006-05-26,750.819
2006-05-29,750.12
2006-05-30,750.753
2006-05-31,750.748
2006-06-01,753.327
2006-06-02,750.989
2006-06-05,756.525
2006-06-06,756.583
2006-06-07,746.228
2006-06-08,727.872
2006-06-09,725.954
2006-06-12,725.694
2006-06-13,702.438
2006-06-14,688.269
2006-06-15,699.657
2006-06-16,722.915
2006-06-19,712.675
2006-06-20,711.292
2006-06-21,711.824
2006-06-22,729.413
2006-06-23,725.096
2006-06-26,724.961
2006-06-27,726.802
2006-06-28,722.27
2006-06-29,734.546
2006-06-30,753.997
2006-07-03,756.206
2006-07-04,754.68
2006-07-05,750.791
2006-07-06,754.351
2006-07-07,755.895
2006-07-10,754.887
2006-07-11,749.931
2006-07-12,750.647
2006-07-13,747.587
2006-07-14,741.199
2006-07-17,732.836
2006-07-18,734.296
2006-07-19,734.433
2006-07-20,742.601
2006-07-21,740.609
2006-07-24,741.571
2006-07-25,744.869
2006-07-26,748.643
2006-07-27,747.362
2006-07-28,741.925
2006-07-31,749.808
2006-08-01,748.088
2006-08-02,743.848
2006-08-03,748.09
2006-08-04,739.282
2006-08-07,740.232
2006-08-08,741.358
2006-08-09,750.236
2006-08-10,750.221
2006-08-11,757.288
2006-08-14,756.307
2006-08-15,754.364
2006-08-16,763.349
2006-08-17,764.994
2006-08-18,769.336
2006-08-21,758.963
2006-08-22,760.918
2006-08-23,762.337
2006-08-24,757.935
2006-08-25,754.182
2006-08-28,752.692
2006-08-29,755.563
2006-08-30,759.723
2006-08-31,767.233
2006-09-01,770.039
2006-09-04,779.007
2006-09-05,773.89
2006-09-06,771.334
2006-09-07,770.754
2006-09-08,772.662
2006-09-11,769.645
2006-09-12,767.357
2006-09-13,772.85
2006-09-14,771.395
2006-09-15,770.948
2006-09-18,778.017
2006-09-19,783.863
2006-09-20,780.078
2006-09-21,783.328
2006-09-22,782.448
2006-09-25,777.904
2006-09-26,771.878
2006-09-27,777.327
2006-09-28,777.945
2006-09-29,781.443
2006-10-02,781.437
2006-10-03,785.19
2006-10-04,782.237
2006-10-05,790.729
2006-10-06,784.309
2006-10-09,776.152
2006-10-10,780.53
2006-10-11,779.508
2006-10-12,779.235
2006-10-13,780.077
2006-10-16,779.812
2006-10-17,777.395
2006-10-18,778.585
2006-10-19,779.466
2006-10-20,783.387
2006-10-23,779.393
2006-10-24,782.318
2006-10-25,780.637
2006-10-26,784.163
2006-10-27,782.928
2006-10-30,783.261
2006-10-31,786.571
2006-11-01,790.451
2006-11-02,797.14
2006-11-03,799.685
2006-11-06,800.839
2006-11-07,804.677
2006-11-08,806.025
2006-11-09,814.507
2006-11-10,817.209
2006-11-13,820.216
2006-11-14,824.67
2006-11-15,823.376
2006-11-16,822.264
2006-11-17,827.892
2006-11-20,822.987
2006-11-21,831.76
2006-11-22,838.654
2006-11-23,836.296
2006-11-24,833.102
2006-11-27,831.593
2006-11-28,815.133
2006-11-29,821.67
2006-11-30,836.639
2006-12-01,832.028
2006-12-04,835.486
2006-12-05,842.762
2006-12-06,848.793
2006-12-07,842.681
2006-12-08,838.128
2006-12-11,836.386
2006-12-12,837.451
2006-12-13,836.345
2006-12-14,847.447
2006-12-15,851.582
2006-12-18,852.005
2006-12-19,840.576
2006-12-20,846.381
2006-12-21,842.518
2006-12-22,848.632
2006-12-25,848.632
2006-12-26,848.425
2006-12-27,856.05
2006-12-28,859.67
2006-12-29,862.487
2007-01-01,862.487
2007-01-02,868.239
2007-01-03,867.701
2007-01-04,862.389
2007-01-05,864.156
2007-01-08,861.245
2007-01-09,874.931
2007-01-10,870.312
2007-01-11,872.06
2007-01-12,888.554
2007-01-15,909.134
2007-01-16,912.331
2007-01-17,916.35
2007-01-18,915.101
2007-01-19,917.473
2007-01-22,931.593
2007-01-23,925.786
2007-01-24,916.863
2007-01-25,913.305
2007-01-26,905.302
2007-01-29,904.158
2007-01-30,915.034
2007-01-31,912.021
2007-02-01,920.147
2007-02-02,934.066
2007-02-05,939.013
2007-02-06,943.052
2007-02-07,942.755
2007-02-08,944.597
2007-02-09,945.83
2007-02-12,950.169
2007-02-13,939.28
2007-02-14,941.456
2007-02-15,946.334
2007-02-16,947.815
2007-02-19,947.851
2007-02-20,947.766
2007-02-21,950.334
2007-02-22,958.831
2007-02-23,951.42
2007-02-26,952.492
2007-02-27,941.611
2007-02-28,907.216
2007-03-01,903.035
2007-03-02,895.635
2007-03-05,842.115
2007-03-06,865.108
2007-03-07,874.94
2007-03-08,890.329
2007-03-09,903.676
2007-03-12,915.083
2007-03-13,910.046
2007-03-14,893.441
2007-03-15,898.591
2007-03-16,894.785
2007-03-19,901.275
2007-03-20,901.854
2007-03-21,904.874
2007-03-22,909.915
2007-03-23,910.627
2007-03-26,913.225
2007-03-27,907.197
2007-03-28,903.608
2007-03-29,913.24
2007-03-30,919.954
2007-04-02,922.999
2007-04-03,938.591
2007-04-04,949.746
2007-04-05,949.746
2007-04-06,949.746
2007-04-09,949.576
2007-04-10,959.761
2007-04-11,957.903
2007-04-12,953.528
2007-04-13,947.534
2007-04-16,952.79
2007-04-17,948.467
2007-04-18,950.599
2007-04-19,936.365
2007-04-20,945.2
2007-04-23,956.309
2007-04-24,946.528
2007-04-25,942.04
2007-04-26,945.079
2007-04-27,941.782
2007-04-30,945.208
2007-05-01,945.063
2007-05-02,957.393
2007-05-03,970.053
2007-05-04,969.629
2007-05-07,962.484
2007-05-08,960.214
2007-05-09,978.048
2007-05-10,978.373
2007-05-11,974.343
2007-05-14,982.524
2007-05-15,982.532
2007-05-16,983.775
2007-05-17,987.067
2007-05-18,985.489
2007-05-21,984.818
2007-05-22,988.077
2007-05-23,996.221
2007-05-24,996.189
2007-05-25,987.342
2007-05-28,992.594
2007-05-29,991.496
2007-05-30,988.57
2007-05-31,1000.0
2007-06-01,1009.704
2007-06-04,1004.702
2007-06-05,1001.168
2007-06-06,1006.403
2007-06-07,1000.399
2007-06-08,991.463
2007-06-11,1002.552
2007-06-12,1001.954
2007-06-13,1002.937
2007-06-14,1007.097
2007-06-15,1006.987
2007-06-18,1008.659
2007-06-19,1008.685
2007-06-20,1013.335
2007-06-21,1019.354
2007-06-22,1020.213
2007-06-25,1014.203
2007-06-26,1011.176
2007-06-27,1000.063
2007-06-28,1013.973
2007-06-29,1020.865
2007-07-02,1021.172
2007-07-03,1036.208
2007-07-04,1037.159
2007-07-05,1049.536
2007-07-06,1056.202
2007-07-09,1080.432
2007-07-10,1073.39
2007-07-11,1059.784
2007-07-12,1065.637
2007-07-13,1076.582
2007-07-16,1081.979
2007-07-17,1088.718
2007-07-18,1083.187
2007-07-19,1087.017
2007-07-20,1103.054
2007-07-23,1111.312
2007-07-24,1119.875
2007-07-25,1112.589
2007-07-26,1103.176
2007-07-27,1066.582
2007-07-30,1061.618
2007-07-31,1085.015
2007-08-01,1050.506
2007-08-02,1036.153
2007-08-03,1039.502
2007-08-06,1001.415
2007-08-07,992.109
2007-08-08,1006.373
2007-08-09,1024.575
2007-08-10,994.531
2007-08-13,988.234
2007-08-14,989.067
2007-08-15,961.936
2007-08-16,924.774
2007-08-17,883.68
2007-08-20,933.21
2007-08-21,954.483
2007-08-22,977.725
2007-08-23,998.601
2007-08-24,997.919
2007-08-27,1027.885
2007-08-28,1024.321
2007-08-29,1001.478
2007-08-30,1025.552
2007-08-31,1066.823
2007-09-03,1055.639
2007-09-04,1055.753
2007-09-05,1078.325
2007-09-06,1069.77
2007-09-07,1075.856
2007-09-10,1064.129
2007-09-11,1055.111
2007-09-12,1072.344
2007-09-13,1081.892
2007-09-14,1094.221
2007-09-17,1086.828
2007-09-18,1080.861
2007-09-19,1116.602
2007-09-20,1128.508
2007-09-21,1119.666
2007-09-24,1131.71
2007-09-25,1129.481
2007-09-26,1129.764
2007-09-27,1156.756
2007-09-28,1162.651
2007-10-01,1162.494
2007-10-02,1172.637
2007-10-03,1157.199
2007-10-04,1128.379
2007-10-05,1153.555
2007-10-08,1156.536
2007-10-09,1168.784
2007-10-10,1205.314
2007-10-11,1202.036
2007-10-12,1186.647
2007-10-15,1197.611
2007-10-16,1199.14
2007-10-17,1195.048
2007-10-18,1193.049
2007-10-19,1193.026
2007-10-22,1161.054
2007-10-23,1180.902
2007-10-24,1184.194
2007-10-25,1192.062
2007-10-26,1219.858
2007-10-29,1257.617
2007-10-30,1260.566
2007-10-31,1268.566
2007-11-01,1267.882
2007-11-02,1237.21
2007-11-05,1213.86
2007-11-06,1202.663
2007-11-07,1220.631
2007-11-08,1197.51
2007-11-09,1196.582
2007-11-12,1152.913
2007-11-13,1138.681
2007-11-14,1178.875
2007-11-15,1172.66
2007-11-16,1145.146
2007-11-19,1143.412
2007-11-20,1128.095
2007-11-21,1102.868
2007-11-22,1070.379
2007-11-23,1076.633
2007-11-26,1104.842
2007-11-27,1095.987
2007-11-28,1115.238
2007-11-29,1160.016
2007-11-30,1173.944
2007-12-03,1187.717
2007-12-04,1182.108
2007-12-05,1177.321
2007-12-06,1188.479
2007-12-07,1193.299
2007-12-10,1174.045
2007-12-11,1187.738
2007-12-12,1164.109
2007-12-13,1143.431
2007-12-14,1119.02
2007-12-17,1079.359
2007-12-18,1072.251
2007-12-19,1093.481
2007-12-20,1104.43
2007-12-21,1120.179
2007-12-24,1137.381
2007-12-25,1137.381
2007-12-26,1136.995
2007-12-27,1148.077
2007-12-28,1141.592
2007-12-31,1167.844
2008-01-01,1167.844
2008-01-02,1160.373
2008-01-03,1148.198
2008-01-04,1162.555
2008-01-07,1147.211
2008-01-08,1137.493
2008-01-09,1136.683
2008-01-10,1130.293
2008-01-11,1122.083
2008-01-14,1090.123
2008-01-15,1065.73
2008-01-16,1013.742
2008-01-17,1013.968
2008-01-18,1006.042
2008-01-21,960.446
2008-01-22,883.134
2008-01-23,932.892
2008-01-24,938.096
2008-01-25,985.711
2008-01-28,950.684
2008-01-29,950.965
2008-01-30,941.725
2008-01-31,943.492
2008-02-01,945.823
2008-02-04,979.423
2008-02-05,983.444
2008-02-06,959.707
2008-02-07,959.848
2008-02-08,959.885
2008-02-11,944.247
2008-02-12,949.47
2008-02-13,950.729
2008-02-14,978.829
2008-02-15,989.313
2008-02-18,987.469
2008-02-19,998.999
2008-02-20,986.292
2008-02-21,977.609
2008-02-22,961.486
2008-02-25,957.464
2008-02-26,961.681
2008-02-27,981.456
2008-02-28,988.748
2008-02-29,983.718
2008-03-03,969.728
2008-03-04,949.517
2008-03-05,935.21
2008-03-06,940.015
2008-03-07,921.978
2008-03-10,897.1
2008-03-11,898.811
2008-03-12,908.684
2008-03-13,885.759
2008-03-14,868.447
2008-03-17,820.345
2008-03-18,787.796
2008-03-19,812.233
2008-03-20,782.497
2008-03-21,782.497
2008-03-24,782.341
2008-03-25,827.239
2008-03-26,848.86
2008-03-27,855.222
2008-03-28,871.575
2008-03-31,870.804
2008-04-01,867.301
2008-04-02,892.568
2008-04-03,898.786
2008-04-04,898.843
2008-04-07,904.971
2008-04-08,903.083
2008-04-09,886.688
2008-04-10,885.161
2008-04-11,893.549
2008-04-14,870.265
2008-04-15,861.041
2008-04-16,865.8
2008-04-17,875.532
2008-04-18,871.713
2008-04-21,884.957
2008-04-22,889.714
2008-04-23,898.277
2008-04-24,918.144
2008-04-25,925.642
2008-04-28,932.936
2008-04-29,938.493
2008-04-30,941.352
2008-05-01,941.515
2008-05-02,963.107
2008-05-05,970.268
2008-05-06,972.807
2008-05-07,953.327
2008-05-08,951.555
2008-05-09,947.376
2008-05-12,947.449
2008-05-13,951.378
2008-05-14,955.9
2008-05-15,961.824
2008-05-16,963.07
2008-05-19,970.027
2008-05-20,953.542
2008-05-21,941.084
2008-05-22,933.215
2008-05-23,935.019
2008-05-26,924.703
2008-05-27,933.882
2008-05-28,924.601
2008-05-29,928.241
2008-05-30,929.95
2008-06-02,925.009
2008-06-03,911.074
2008-06-04,910.812
2008-06-05,912.383
2008-06-06,919.98
2008-06-09,920.092
2008-06-10,894.679
2008-06-11,882.414
2008-06-12,861.42
2008-06-13,851.597
2008-06-16,865.269
2008-06-17,869.32
2008-06-18,868.368
2008-06-19,844.358
2008-06-20,836.721
2008-06-23,821.352
2008-06-24,818.967
2008-06-25,819.887
2008-06-26,823.264
2008-06-27,803.002
2008-06-30,807.512
2008-07-01,807.382
2008-07-02,781.417
2008-07-03,732.371
2008-07-04,746.149
2008-07-07,746.307
2008-07-08,732.23
2008-07-09,746.761
2008-07-10,742.543
2008-07-11,744.954
2008-07-14,727.048
2008-07-15,700.836
2008-07-16,701.54
2008-07-17,701.424
2008-07-18,702.365
2008-07-21,715.196
2008-07-22,716.481
2008-07-23,724.222
2008-07-24,725.311
2008-07-25,712.232
2008-07-28,712.005
2008-07-29,699.955
2008-07-30,709.248
2008-07-31,708.938
2008-08-01,705.171
2008-08-04,700.459
2008-08-05,683.872
2008-08-06,683.876
2008-08-07,677.574
2008-08-08,667.592
2008-08-11,660.866
2008-08-12,655.964
2008-08-13,643.867
2008-08-14,636.335
2008-08-15,633.211
2008-08-18,610.234
2008-08-19,588.468
2008-08-20,601.089
2008-08-21,602.972
2008-08-22,602.983
2008-08-25,616.951
2008-08-26,623.874
2008-08-27,641.913
2008-08-28,626.518
2008-08-29,632.867
2008-09-01,610.578
2008-09-02,611.216
2008-09-03,607.714
2008-09-04,591.532
2008-09-05,576.099
2008-09-08,582.547
2008-09-09,571.46
2008-09-10,561.793
2008-09-11,542.732
2008-09-12,547.276
2008-09-15,547.532
2008-09-16,523.08
2008-09-17,507.522
2008-09-18,485.98
2008-09-19,509.137
2008-09-22,516.275
2008-09-23,496.48
2008-09-24,491.886
2008-09-25,488.012
2008-09-26,483.541
2008-09-29,467.366
2008-09-30,470.346
2008-10-01,470.222
2008-10-02,469.723
2008-10-03,457.145
2008-10-06,436.325
2008-10-07,436.157
2008-10-08,400.509
2008-10-09,405.144
2008-10-10,372.567
2008-10-13,386.779
2008-10-14,405.8
2008-10-15,391.366
2008-10-16,373.035
2008-10-17,364.977
2008-10-20,361.909
2008-10-21,355.554
2008-10-22,338.931
2008-10-23,324.321
2008-10-24,300.446
2008-10-27,274.184
2008-10-28,280.555
2008-10-29,296.674
2008-10-30,327.067
2008-10-31,330.347
2008-11-03,339.293
2008-11-04,336.576
2008-11-05,362.036
2008-11-06,350.507
2008-11-07,351.363
2008-11-10,351.705
2008-11-11,341.691
2008-11-12,340.595
2008-11-13,325.761
2008-11-14,333.818
2008-11-17,326.002
2008-11-18,311.8
2008-11-19,308.809
2008-11-20,295.072
2008-11-21,295.342
2008-11-24,295.62
2008-11-25,302.77
2008-11-26,308.175
2008-11-27,311.922
2008-11-28,318.956
2008-12-01,323.915
2008-12-02,309.602
2008-12-03,312.857
2008-12-04,311.857
2008-12-05,313.398
2008-12-08,325.817
2008-12-09,330.141
2008-12-10,340.362
2008-12-11,349.165
2008-12-12,331.394
2008-12-15,336.963
2008-12-16,335.819
2008-12-17,338.935
2008-12-18,349.915
2008-12-19,347.946
2008-12-22,349.677
2008-12-23,338.747
2008-12-24,337.974
2008-12-25,337.974
2008-12-26,337.991
2008-12-29,345.3
2008-12-30,339.295
2008-12-31,349.504
2009-01-01,349.504
2009-01-02,355.836
2009-01-05,367.701
2009-01-06,373.646
2009-01-07,379.097
2009-01-08,365.463
2009-01-09,366.069
2009-01-12,356.788
2009-01-13,355.633
2009-01-14,359.215
2009-01-15,347.421
2009-01-16,350.641
2009-01-19,347.712
2009-01-20,343.049
2009-01-21,336.618
2009-01-22,334.791
2009-01-23,331.523
2009-01-26,331.536
2009-01-27,331.4
2009-01-28,331.444
2009-01-29,342.067
2009-01-30,340.826
2009-02-02,335.926
2009-02-03,337.374
2009-02-04,340.357
2009-02-05,341.672
2009-02-06,347.366
2009-02-09,347.646
2009-02-10,348.662
2009-02-11,343.397
2009-02-12,340.823
2009-02-13,347.744
2009-02-16,345.342
2009-02-17,342.429
2009-02-18,339.846
2009-02-19,341.074
2009-02-20,337.228
2009-02-23,338.289
2009-02-24,332.13
2009-02-25,334.147
2009-02-26,331.216
2009-02-27,333.811
2009-03-02,326.155
2009-03-03,321.611
2009-03-04,330.417
2009-03-05,329.908
2009-03-06,326.654
2009-03-09,312.259
2009-03-10,312.491
2009-03-11,316.711
2009-03-12,315.54
2009-03-13,324.659
2009-03-16,330.088
2009-03-17,326.398
2009-03-18,332.685
2009-03-19,335.827
2009-03-20,332.036
2009-03-23,342.193
2009-03-24,353.146
2009-03-25,351.096
2009-03-26,359.75
2009-03-27,362.181
2009-03-30,350.622
2009-03-31,352.727
2009-04-01,359.967
2009-04-02,379.141
2009-04-03,385.037
2009-04-06,393.449
2009-04-07,389.149
2009-04-08,384.934
2009-04-09,395.294
2009-04-10,395.294
2009-04-13,395.284
2009-04-14,411.511
2009-04-15,416.88
2009-04-16,418.982
2009-04-17,428.525
2009-04-20,433.257
2009-04-21,424.971
2009-04-22,422.882
2009-04-23,430.741
2009-04-24,434.339
2009-04-27,415.804
2009-04-28,403.327
2009-04-29,414.542
2009-04-30,438.278
2009-05-01,438.283
2009-05-04,461.811
2009-05-05,466.398
2009-05-06,478.702
2009-05-07,483.573
2009-05-08,487.871
2009-05-11,486.907
2009-05-12,482.734
2009-05-13,489.844
2009-05-14,479.948
2009-05-15,492.752
2009-05-18,501.906
2009-05-19,517.578
2009-05-20,521.903
2009-05-21,516.73
2009-05-22,509.401
2009-05-25,520.005
2009-05-26,522.956
2009-05-27,539.961
2009-05-28,539.968
2009-05-29,546.637
2009-06-01,562.976
2009-06-02,554.114
2009-06-03,567.299
2009-06-04,558.903
2009-06-05,568.658
2009-06-08,563.951
2009-06-09,547.139
2009-06-10,556.382
2009-06-11,560.129
2009-06-12,561.017
2009-06-15,554.363
2009-06-16,537.177
2009-06-17,539.212
2009-06-18,531.669
2009-06-19,538.364
2009-06-22,536.116
2009-06-23,522.294
2009-06-24,531.421
2009-06-25,543.622
2009-06-26,551.353
2009-06-29,547.567
2009-06-30,535.841
2009-07-01,535.838
2009-07-02,542.947
2009-07-03,542.864
2009-07-06,543.799
2009-07-07,539.413
2009-07-08,531.508
2009-07-09,535.17
2009-07-10,536.302
2009-07-13,526.747
2009-07-14,538.257
2009-07-15,555.277
2009-07-16,555.165
2009-07-17,562.061
2009-07-20,577.53
2009-07-21,591.472
2009-07-22,590.059
2009-07-23,601.169
2009-07-24,600.383
2009-07-27,610.585
2009-07-28,619.263
2009-07-29,602.127
2009-07-30,599.241
2009-07-31,610.909
2009-08-03,622.828
2009-08-04,628.023
2009-08-05,615.15
2009-08-06,607.139
2009-08-07,589.358
2009-08-10,602.897
2009-08-11,600.58
2009-08-12,594.115
2009-08-13,599.89
2009-08-14,596.627
2009-08-17,570.763
2009-08-18,566.584
2009-08-19,563.281
2009-08-20,575.774
2009-08-21,578.575
2009-08-24,587.397
2009-08-25,585.523
2009-08-26,583.973
2009-08-27,581.88
2009-08-28,574.756
2009-08-31,565.429
2009-09-01,568.708
2009-09-02,560.513
2009-09-03,572.814
2009-09-04,583.03
2009-09-07,590.93
2009-09-08,596.38
2009-09-09,596.947
2009-09-10,607.01
2009-09-11,608.4
2009-09-14,608.42
2009-09-15,608.022
2009-09-16,619.335
2009-09-17,628.407
2009-09-18,616.39
2009-09-21,618.918
2009-09-22,623.678
2009-09-23,625.295
2009-09-24,617.604
2009-09-25,620.236
2009-09-28,603.297
2009-09-29,614.765
2009-09-30,619.02
2009-10-01,619.02
2009-10-02,607.317
2009-10-05,602.752
2009-10-06,613.992
2009-10-07,631.654
2009-10-08,635.038
2009-10-09,638.704
2009-10-12,639.093
2009-10-13,641.085
2009-10-14,653.139
2009-10-15,653.343
2009-10-16,649.954
2009-10-19,658.014
2009-10-20,670.387
2009-10-21,668.888
2009-10-22,667.689
2009-10-23,678.424
2009-10-26,678.424
2009-10-27,668.339
2009-10-28,660.571
2009-10-29,640.74
2009-10-30,660.744
2009-11-02,653.498
2009-11-03,648.766
2009-11-04,655.734
2009-11-05,654.242
2009-11-06,660.114
2009-11-09,669.035
2009-11-10,671.784
2009-11-11,668.864
2009-11-12,665.405
2009-11-13,667.341
2009-11-16,678.398
2009-11-17,681.297
2009-11-18,674.952
2009-11-19,674.019
2009-11-20,663.17
2009-11-23,668.844
2009-11-24,668.024
2009-11-25,667.419
2009-11-26,666.08
2009-11-27,645.374
2009-11-30,660.475
2009-12-01,678.915
2009-12-02,683.34
2009-12-03,690.956
2009-12-04,694.331
2009-12-07,700.346
2009-12-08,701.341
2009-12-09,693.87
2009-12-10,692.35
2009-12-11,694.806
2009-12-14,695.326
2009-12-15,689.356
2009-12-16,679.632
2009-12-17,666.832
2009-12-18,656.156
2009-12-21,653.532
2009-12-22,661.072
2009-12-23,670.108
2009-12-24,674.776
2009-12-25,674.776
2009-12-28,675.617
2009-12-29,676.572
2009-12-30,680.343
2009-12-31,686.406
2010-01-01,686.406
2010-01-04,692.275
2010-01-05,707.659
2010-01-06,710.714
2010-01-07,703.902
2010-01-08,702.949
2010-01-11,711.377
2010-01-12,712.977
2010-01-13,700.716
2010-01-14,709.376
2010-01-15,714.354
2010-01-18,708.516
2010-01-19,705.317
2010-01-20,702.341
2010-01-21,684.148
2010-01-22,674.934
2010-01-25,667.309
2010-01-26,644.424
2010-01-27,633.658
2010-01-28,640.154
2010-01-29,634.326
2010-02-01,640.073
2010-02-02,649.408
2010-02-03,663.537
2010-02-04,653.224
2010-02-05,631.451
2010-02-08,624.722
2010-02-09,629.902
2010-02-10,638.786
2010-02-11,646.005
2010-02-12,651.115
2010-02-15,651.023
2010-02-16,651.124
2010-02-17,658.086
2010-02-18,650.443
2010-02-19,638.549
2010-02-22,649.383
2010-02-23,656.527
2010-02-24,657.469
2010-02-25,654.483
2010-02-26,654.45
2010-03-01,665.519
2010-03-02,667.238
2010-03-03,671.205
2010-03-04,667.446
2010-03-05,678.683
2010-03-08,689.943
2010-03-09,694.247
2010-03-10,693.262
2010-03-11,696.083
2010-03-12,695.101
2010-03-15,693.128
2010-03-16,692.458
2010-03-17,705.403
2010-03-18,708.297
2010-03-19,714.224
2010-03-22,707.864
2010-03-23,705.691
2010-03-24,710.343
2010-03-25,710.99
2010-03-26,716.747
2010-03-29,722.148
2010-03-30,718.52
2010-03-31,711.85
2010-04-01,723.277
2010-04-02,723.277
2010-04-05,723.384
2010-04-06,723.44
2010-04-07,738.756
2010-04-08,732.929
2010-04-09,738.833
2010-04-12,733.41
2010-04-13,728.992
2010-04-14,730.065
2010-04-15,730.334
2010-04-16,721.124
2010-04-19,705.852
2010-04-20,711.39
2010-04-21,712.871
2010-04-22,710.48
2010-04-23,707.935
2010-04-26,720.402
2010-04-27,713.251
2010-04-28,708.041
2010-04-29,704.582
2010-04-30,707.017
2010-05-03,699.567
2010-05-04,699.386
2010-05-05,683.486
2010-05-06,662.619
2010-05-07,657.154
2010-05-10,668.472
2010-05-11,662.713
2010-05-12,660.87
2010-05-13,671.593
2010-05-14,667.024
2010-05-17,642.967
2010-05-18,640.754
2010-05-19,628.444
2010-05-20,613.441
2010-05-21,613.35
2010-05-24,623.011
2010-05-25,593.034
2010-05-26,601.879
2010-05-27,620.533
2010-05-28,629.988
2010-05-31,629.399
2010-06-01,625.261
2010-06-02,623.214
2010-06-03,635.098
2010-06-04,640.151
2010-06-07,624.933
2010-06-08,627.666
2010-06-09,626.798
2010-06-10,626.967
2010-06-11,637.253
2010-06-14,646.359
2010-06-15,648.62
2010-06-16,648.657
2010-06-17,653.593
2010-06-18,658.575
2010-06-21,673.625
2010-06-22,671.747
2010-06-23,666.114
2010-06-24,664.211
2010-06-25,660.803
2010-06-28,658.334
2010-06-29,648.176
2010-06-30,643.945
2010-07-01,643.256
2010-07-02,631.122
2010-07-05,626.43
2010-07-06,634.433
2010-07-07,634.864
2010-07-08,643.79
2010-07-09,654.379
2010-07-12,657.296
2010-07-13,654.957
2010-07-14,660.59
2010-07-15,653.143
2010-07-16,652.849
2010-07-19,646.687
2010-07-20,652.435
2010-07-21,658.802
2010-07-22,666.793
2010-07-23,673.894
2010-07-26,681.406
2010-07-27,687.144
2010-07-28,689.432
2010-07-29,700.039
2010-07-30,699.796
2010-08-02,708.017
2010-08-03,711.37
2010-08-04,713.762
2010-08-05,712.984
2010-08-06,714.262
2010-08-09,717.066
2010-08-10,709.061
2010-08-11,704.295
2010-08-12,696.655
2010-08-13,703.576
2010-08-16,702.048
2010-08-17,705.079
2010-08-18,705.636
2010-08-19,709.665
2010-08-20,709.533
2010-08-23,707.551
2010-08-24,704.52
2010-08-25,699.981
2010-08-26,700.922
2010-08-27,698.408
2010-08-30,702.501
