Date,FRANCE VALUE Standard (Large+Mid Cap)
2001-07-25,4928.579
2001-07-26,4993.978
2001-07-27,5066.917
2001-07-30,5138.664
2001-07-31,5173.684
2001-08-01,5209.28
2001-08-02,5208.112
2001-08-03,5197.84
2001-08-06,5188.775
2001-08-07,5174.345
2001-08-08,5142.968
2001-08-09,5141.318
2001-08-10,5135.305
2001-08-13,5249.369
2001-08-14,5292.595
2001-08-15,5359.0
2001-08-16,5341.215
2001-08-17,5277.068
2001-08-20,5257.32
2001-08-21,5291.074
2001-08-22,5330.295
2001-08-23,5286.13
2001-08-24,5369.433
2001-08-27,5347.134
2001-08-28,5272.715
2001-08-29,5303.647
2001-08-30,5188.383
2001-08-31,5195.061
2001-09-03,5113.562
2001-09-04,5064.791
2001-09-05,4964.848
2001-09-06,4898.214
2001-09-07,4879.98
2001-09-10,4810.017
2001-09-11,4558.256
2001-09-12,4554.891
2001-09-13,4573.579
2001-09-14,4401.419
2001-09-17,4515.1
2001-09-18,4488.77
2001-09-19,4404.703
2001-09-20,4205.734
2001-09-21,4049.975
2001-09-24,4257.945
2001-09-25,4336.866
2001-09-26,4416.251
2001-09-27,4480.792
2001-09-28,4490.28
2001-10-01,4442.394
2001-10-02,4500.308
2001-10-03,4472.632
2001-10-04,4604.031
2001-10-05,4622.615
2001-10-08,4603.07
2001-10-09,4603.634
2001-10-10,4701.486
2001-10-11,4682.23
2001-10-12,4724.338
2001-10-15,4604.463
2001-10-16,4683.152
2001-10-17,4742.961
2001-10-18,4632.661
2001-10-19,4530.725
2001-10-22,4570.336
2001-10-23,4640.674
2001-10-24,4660.201
2001-10-25,4608.921
2001-10-26,4697.259
2001-10-29,4687.889
2001-10-30,4591.183
2001-10-31,4630.322
2001-11-01,4672.318
2001-11-02,4658.512
2001-11-05,4700.647
2001-11-06,4676.911
2001-11-07,4714.347
2001-11-08,4763.344
2001-11-09,4731.489
2001-11-12,4612.926
2001-11-13,4715.406
2001-11-14,4695.847
2001-11-15,4659.271
2001-11-16,4697.825
2001-11-19,4719.302
2001-11-20,4710.22
2001-11-21,4675.199
2001-11-22,4723.643
2001-11-23,4696.461
2001-11-26,4683.316
2001-11-27,4625.844
2001-11-28,4619.399
2001-11-29,4626.934
2001-11-30,4688.769
2001-12-03,4634.675
2001-12-04,4685.752
2001-12-05,4845.327
2001-12-06,4862.709
2001-12-07,4849.653
2001-12-10,4752.71
2001-12-11,4739.885
2001-12-12,4743.801
2001-12-13,4631.278
2001-12-14,4583.103
2001-12-17,4751.443
2001-12-18,4714.443
2001-12-19,4685.08
2001-12-20,4622.499
2001-12-21,4634.786
2001-12-24,4586.162
2001-12-25,4586.162
2001-12-26,4590.079
2001-12-27,4710.916
2001-12-28,4713.977
2001-12-31,4759.951
2002-01-01,4759.951
2002-01-02,4820.105
2002-01-03,4927.58
2002-01-04,4919.135
2002-01-07,4811.864
2002-01-08,4758.58
2002-01-09,4740.825
2002-01-10,4694.215
2002-01-11,4706.656
2002-01-14,4614.768
2002-01-15,4656.132
2002-01-16,4509.084
2002-01-17,4544.01
2002-01-18,4528.373
2002-01-21,4493.966
2002-01-22,4509.379
2002-01-23,4520.084
2002-01-24,4559.794
2002-01-25,4462.898
2002-01-28,4507.825
2002-01-29,4443.532
2002-01-30,4352.269
2002-01-31,4387.78
2002-02-01,4383.934
2002-02-04,4345.597
2002-02-05,4249.084
2002-02-06,4199.329
2002-02-07,4253.58
2002-02-08,4286.164
2002-02-11,4378.054
2002-02-12,4347.286
2002-02-13,4335.427
2002-02-14,4400.237
2002-02-15,4342.112
2002-02-18,4294.992
2002-02-19,4193.02
2002-02-20,4166.349
2002-02-21,4232.567
2002-02-22,4222.44
2002-02-25,4261.241
2002-02-26,4308.386
2002-02-27,4354.472
2002-02-28,4386.265
2002-03-01,4407.872
2002-03-04,4580.237
2002-03-05,4572.766
2002-03-06,4627.376
2002-03-07,4685.27
2002-03-08,4672.312
2002-03-11,4615.799
2002-03-12,4541.274
2002-03-13,4532.012
2002-03-14,4588.265
2002-03-15,4635.371
2002-03-18,4681.476
2002-03-19,4721.128
2002-03-20,4670.826
2002-03-21,4636.677
2002-03-22,4651.174
2002-03-25,4630.019
2002-03-26,4639.602
2002-03-27,4614.169
2002-03-28,4684.257
2002-03-29,4684.257
2002-04-01,4722.649
2002-04-02,4655.094
2002-04-03,4656.538
2002-04-04,4593.383
2002-04-05,4545.347
2002-04-08,4425.909
2002-04-09,4462.937
2002-04-10,4541.71
2002-04-11,4474.017
2002-04-12,4498.797
2002-04-15,4553.018
2002-04-16,4659.544
2002-04-17,4697.34
2002-04-18,4720.822
2002-04-19,4747.03
2002-04-22,4685.696
2002-04-23,4682.176
2002-04-24,4644.319
2002-04-25,4596.73
2002-04-26,4603.65
2002-04-29,4593.723
2002-04-30,4612.744
2002-05-01,4638.851
2002-05-02,4580.604
2002-05-03,4573.356
2002-05-06,4586.471
2002-05-07,4501.811
2002-05-08,4593.722
2002-05-09,4585.462
2002-05-10,4555.67
2002-05-13,4586.543
2002-05-14,4616.901
2002-05-15,4687.296
2002-05-16,4687.886
2002-05-17,4765.055
2002-05-20,4722.009
2002-05-21,4709.86
2002-05-22,4683.924
2002-05-23,4676.596
2002-05-24,4696.793
2002-05-27,4699.054
2002-05-28,4726.339
2002-05-29,4737.026
2002-05-30,4665.919
2002-05-31,4661.504
2002-06-03,4640.693
2002-06-04,4515.139
2002-06-05,4491.071
2002-06-06,4541.589
2002-06-07,4430.348
2002-06-10,4441.622
2002-06-11,4517.503
2002-06-12,4420.987
2002-06-13,4347.881
2002-06-14,4215.026
2002-06-17,4363.585
2002-06-18,4381.306
2002-06-19,4323.179
2002-06-20,4229.695
2002-06-21,4205.062
2002-06-24,4042.197
2002-06-25,4114.879
2002-06-26,4105.464
2002-06-27,4093.492
2002-06-28,4282.203
2002-07-01,4318.318
2002-07-02,4038.167
2002-07-03,3857.505
2002-07-04,3919.098
2002-07-05,4082.938
2002-07-08,4137.615
2002-07-09,4116.706
2002-07-10,3940.693
2002-07-11,3785.74
2002-07-12,3779.882
2002-07-15,3633.86
2002-07-16,3661.536
2002-07-17,3796.038
2002-07-18,3885.025
2002-07-19,3704.388
2002-07-22,3485.677
2002-07-23,3334.829
2002-07-24,3255.867
2002-07-25,3443.477
2002-07-26,3392.677
2002-07-29,3574.097
2002-07-30,3573.365
2002-07-31,3598.852
2002-08-01,3448.479
2002-08-02,3428.918
2002-08-05,3289.245
2002-08-06,3376.314
2002-08-07,3387.032
2002-08-08,3507.875
2002-08-09,3584.264
2002-08-12,3534.918
2002-08-13,3543.57
2002-08-14,3381.281
2002-08-15,3457.894
2002-08-16,3452.795
2002-08-19,3593.395
2002-08-20,3583.801
2002-08-21,3695.272
2002-08-22,3810.315
2002-08-23,3730.436
2002-08-26,3668.796
2002-08-27,3822.477
2002-08-28,3649.888
2002-08-29,3554.5
2002-08-30,3548.291
2002-09-02,3479.171
2002-09-03,3370.782
2002-09-04,3363.741
2002-09-05,3275.788
2002-09-06,3371.847
2002-09-09,3309.696
2002-09-10,3387.905
2002-09-11,3490.672
2002-09-12,3356.807
2002-09-13,3257.066
2002-09-16,3210.14
2002-09-17,3176.208
2002-09-18,3061.848
2002-09-19,2995.837
2002-09-20,2954.468
2002-09-23,2804.963
2002-09-24,2717.706
2002-09-25,2765.573
2002-09-26,2939.559
2002-09-27,2915.826
2002-09-30,2742.278
2002-10-01,2741.677
2002-10-02,2839.317
2002-10-03,2764.932
2002-10-04,2629.58
2002-10-07,2594.591
2002-10-08,2551.126
2002-10-09,2518.519
2002-10-10,2639.631
2002-10-11,2823.679
2002-10-14,2796.883
2002-10-15,3030.81
2002-10-16,3053.944
2002-10-17,3164.094
2002-10-18,3158.01
2002-10-21,3167.947
2002-10-22,3113.755
2002-10-23,2948.391
2002-10-24,3033.539
2002-10-25,3026.059
2002-10-28,3146.965
2002-10-29,2974.497
2002-10-30,3115.18
2002-10-31,3225.485
2002-11-01,3198.391
2002-11-04,3344.379
2002-11-05,3404.417
2002-11-06,3366.982
2002-11-07,3277.949
2002-11-08,3223.887
2002-11-11,3198.038
2002-11-12,3198.336
2002-11-13,3162.556
2002-11-14,3274.587
2002-11-15,3318.8
2002-11-18,3388.941
2002-11-19,3344.82
2002-11-20,3301.104
2002-11-21,3481.119
2002-11-22,3563.339
2002-11-25,3501.193
2002-11-26,3414.264
2002-11-27,3485.313
2002-11-28,3552.086
2002-11-29,3570.236
2002-12-02,3570.563
2002-12-03,3485.372
2002-12-04,3424.196
2002-12-05,3368.779
2002-12-06,3397.822
2002-12-09,3300.35
2002-12-10,3332.134
2002-12-11,3389.444
2002-12-12,3354.945
2002-12-13,3306.293
2002-12-16,3434.058
2002-12-17,3414.724
2002-12-18,3312.548
2002-12-19,3265.925
2002-12-20,3301.415
2002-12-23,3280.959
2002-12-24,3287.684
2002-12-25,3287.684
2002-12-26,3295.975
2002-12-27,3246.29
2002-12-30,3254.748
2002-12-31,3315.605
2003-01-01,3315.605
2003-01-02,3442.094
2003-01-03,3477.18
2003-01-06,3530.737
2003-01-07,3466.8
2003-01-08,3386.521
2003-01-09,3483.76
2003-01-10,3523.14
2003-01-13,3555.088
2003-01-14,3593.716
2003-01-15,3550.755
2003-01-16,3554.647
2003-01-17,3465.76
2003-01-20,3431.39
2003-01-21,3394.176
2003-01-22,3333.273
2003-01-23,3351.934
2003-01-24,3343.804
2003-01-27,3225.998
2003-01-28,3218.695
2003-01-29,3222.281
2003-01-30,3309.374
2003-01-31,3332.393
2003-02-03,3375.019
2003-02-04,3295.457
2003-02-05,3325.566
2003-02-06,3276.845
2003-02-07,3225.022
2003-02-10,3174.615
2003-02-11,3254.786
2003-02-12,3181.964
2003-02-13,3198.404
2003-02-14,3273.153
2003-02-17,3327.447
2003-02-18,3362.165
2003-02-19,3284.698
2003-02-20,3240.957
2003-02-21,3243.839
2003-02-24,3158.385
2003-02-25,3007.174
2003-02-26,2979.618
2003-02-27,3068.929
2003-02-28,3143.306
2003-03-03,3147.442
2003-03-04,3046.08
2003-03-05,3050.937
2003-03-06,3013.969
2003-03-07,2958.645
2003-03-10,2885.19
2003-03-11,2867.659
2003-03-12,2745.79
2003-03-13,2889.892
2003-03-14,3099.966
2003-03-17,3168.637
2003-03-18,3152.138
2003-03-19,3184.242
2003-03-20,3130.765
2003-03-21,3248.015
2003-03-24,3082.946
2003-03-25,3149.378
2003-03-26,3139.419
2003-03-27,3086.204
2003-03-28,3104.867
2003-03-31,3008.342
2003-04-01,3013.367
2003-04-02,3116.521
2003-04-03,3154.576
2003-04-04,3184.982
2003-04-07,3315.364
2003-04-08,3272.551
2003-04-09,3256.467
2003-04-10,3195.549
2003-04-11,3213.538
2003-04-14,3271.146
2003-04-15,3343.871
2003-04-16,3357.084
2003-04-17,3376.534
2003-04-18,3376.534
2003-04-21,3361.979
2003-04-22,3431.195
2003-04-23,3500.549
2003-04-24,3455.411
2003-04-25,3409.435
2003-04-28,3499.311
2003-04-29,3536.388
2003-04-30,3592.249
2003-05-01,3625.242
2003-05-02,3601.875
2003-05-05,3684.01
2003-05-06,3783.01
2003-05-07,3751.116
2003-05-08,3656.588
2003-05-09,3691.098
2003-05-12,3701.881
2003-05-13,3698.872
2003-05-14,3702.995
2003-05-15,3724.129
2003-05-16,3755.247
2003-05-19,3633.743
2003-05-20,3626.137
2003-05-21,3624.449
2003-05-22,3667.747
2003-05-23,3689.077
2003-05-26,3702.974
2003-05-27,3716.575
2003-05-28,3753.434
2003-05-29,3816.92
2003-05-30,3824.703
2003-06-02,3883.22
2003-06-03,3879.418
2003-06-04,3910.939
2003-06-05,3948.556
2003-06-06,3993.103
2003-06-09,3963.954
2003-06-10,3975.359
2003-06-11,4054.259
2003-06-12,4100.169
2003-06-13,4056.048
2003-06-16,4170.063
2003-06-17,4185.681
2003-06-18,4146.041
2003-06-19,4074.828
2003-06-20,4085.422
2003-06-23,3965.535
2003-06-24,3931.203
2003-06-25,3960.023
2003-06-26,3934.152
2003-06-27,3942.696
2003-06-30,3923.174
2003-07-01,3876.16
2003-07-02,3946.722
2003-07-03,3981.738
2003-07-04,3945.239
2003-07-07,4050.29
2003-07-08,4043.683
2003-07-09,4002.292
2003-07-10,3945.219
2003-07-11,3981.446
2003-07-14,4043.405
2003-07-15,4020.256
2003-07-16,3985.299
2003-07-17,3942.183
2003-07-18,3952.81
2003-07-21,3928.877
2003-07-22,3946.635
2003-07-23,3967.748
2003-07-24,4079.792
2003-07-25,4050.847
2003-07-28,4109.839
2003-07-29,4095.423
2003-07-30,4106.48
2003-07-31,4126.572
2003-08-01,4083.142
2003-08-04,4079.585
2003-08-05,4140.993
2003-08-06,4068.147
2003-08-07,4075.04
2003-08-08,4080.228
2003-08-11,4108.251
2003-08-12,4128.838
2003-08-13,4139.144
2003-08-14,4198.402
2003-08-15,4222.201
2003-08-18,4217.621
2003-08-19,4211.885
2003-08-20,4181.296
2003-08-21,4133.814
2003-08-22,4113.44
2003-08-25,4078.725
2003-08-26,4021.739
2003-08-27,4056.249
2003-08-28,4103.928
2003-08-29,4107.709
2003-09-01,4167.749
2003-09-02,4131.007
2003-09-03,4212.884
2003-09-04,4218.7
2003-09-05,4237.949
2003-09-08,4282.526
2003-09-09,4251.355
2003-09-10,4190.621
2003-09-11,4195.367
2003-09-12,4201.324
2003-09-15,4223.017
2003-09-16,4245.77
2003-09-17,4273.537
2003-09-18,4311.312
2003-09-19,4286.992
2003-09-22,4212.925
2003-09-23,4187.143
2003-09-24,4188.781
2003-09-25,4150.495
2003-09-26,4110.129
2003-09-29,4090.442
2003-09-30,4051.476
2003-10-01,4158.913
2003-10-02,4155.029
2003-10-03,4268.37
2003-10-06,4268.954
2003-10-07,4268.013
2003-10-08,4287.001
2003-10-09,4362.257
2003-10-10,4361.324
2003-10-13,4380.293
2003-10-14,4375.551
2003-10-15,4381.191
2003-10-16,4379.109
2003-10-17,4336.125
2003-10-20,4356.22
2003-10-21,4358.613
2003-10-22,4309.973
2003-10-23,4271.182
2003-10-24,4289.288
2003-10-27,4332.249
2003-10-28,4354.721
2003-10-29,4383.422
2003-10-30,4417.183
2003-10-31,4387.871
2003-11-03,4416.848
2003-11-04,4408.402
2003-11-05,4358.071
2003-11-06,4361.399
2003-11-07,4429.438
2003-11-10,4406.067
2003-11-11,4389.288
2003-11-12,4447.083
2003-11-13,4480.931
2003-11-14,4545.108
2003-11-17,4419.093
2003-11-18,4442.859
2003-11-19,4453.123
2003-11-20,4435.201
2003-11-21,4504.224
2003-11-24,4497.929
2003-11-25,4522.31
2003-11-26,4583.894
2003-11-27,4604.919
2003-11-28,4619.499
2003-12-01,4697.465
2003-12-02,4735.502
2003-12-03,4793.861
2003-12-04,4777.885
2003-12-05,4766.126
2003-12-08,4763.21
2003-12-09,4786.435
2003-12-10,4775.889
2003-12-11,4775.845
2003-12-12,4837.357
2003-12-15,4868.577
2003-12-16,4873.106
2003-12-17,4870.156
2003-12-18,4894.006
2003-12-19,4893.831
2003-12-22,4916.283
2003-12-23,4918.631
2003-12-24,4943.072
2003-12-25,4943.072
2003-12-26,4941.088
2003-12-29,4971.74
2003-12-30,5002.784
2003-12-31,5069.5
2004-01-01,5069.5
2004-01-02,5113.102
2004-01-05,5168.397
2004-01-06,5177.619
2004-01-07,5114.545
2004-01-08,5162.412
2004-01-09,5204.561
2004-01-12,5168.922
2004-01-13,5185.009
2004-01-14,5181.102
2004-01-15,5180.119
2004-01-16,5146.179
2004-01-19,5162.823
2004-01-20,5197.854
2004-01-21,5233.797
2004-01-22,5269.426
2004-01-23,5271.276
2004-01-26,5196.126
2004-01-27,5258.62
2004-01-28,5253.126
2004-01-29,5097.716
2004-01-30,5065.906
2004-02-02,5126.024
2004-02-03,5131.533
2004-02-04,5079.188
2004-02-05,5104.317
2004-02-06,5176.678
2004-02-09,5226.315
2004-02-10,5246.768
2004-02-11,5268.08
2004-02-12,5334.193
2004-02-13,5286.589
2004-02-16,5333.527
2004-02-17,5371.332
2004-02-18,5370.991
2004-02-19,5370.006
2004-02-20,5295.835
2004-02-23,5313.098
2004-02-24,5291.308
2004-02-25,5252.336
2004-02-26,5207.002
2004-02-27,5234.25
2004-03-01,5266.159
2004-03-02,5261.46
2004-03-03,5164.011
2004-03-04,5215.603
2004-03-05,5301.759
2004-03-08,5298.332
2004-03-09,5239.444
2004-03-10,5195.288
2004-03-11,5049.845
2004-03-12,5016.659
2004-03-15,4916.139
2004-03-16,4998.628
2004-03-17,5042.422
2004-03-18,5030.356
2004-03-19,5033.008
2004-03-22,4940.772
2004-03-23,4920.906
2004-03-24,4863.18
2004-03-25,4929.852
2004-03-26,4941.862
2004-03-29,5025.976
2004-03-30,5026.246
2004-03-31,5069.778
2004-04-01,5172.508
2004-04-02,5187.076
2004-04-05,5196.112
2004-04-06,5185.32
2004-04-07,5217.284
2004-04-08,5211.927
2004-04-09,5211.927
2004-04-12,5197.287
2004-04-13,5171.721
2004-04-14,5110.862
2004-04-15,5096.405
2004-04-16,5187.136
2004-04-19,5174.032
2004-04-20,5193.454
2004-04-21,5124.743
2004-04-22,5157.793
2004-04-23,5173.237
2004-04-26,5183.021
2004-04-27,5217.47
2004-04-28,5111.254
2004-04-29,5082.991
2004-04-30,5070.294
2004-05-03,5127.382
2004-05-04,5175.333
2004-05-05,5233.929
2004-05-06,5085.784
2004-05-07,5002.104
2004-05-10,4833.417
2004-05-11,4895.151
2004-05-12,4868.641
2004-05-13,4921.111
2004-05-14,4917.551
2004-05-17,4906.403
2004-05-18,4926.162
2004-05-19,5070.954
2004-05-20,4980.183
2004-05-21,5024.413
2004-05-24,5058.005
2004-05-25,5091.471
2004-05-26,5160.305
2004-05-27,5246.699
2004-05-28,5177.009
2004-05-31,5207.419
2004-06-01,5158.235
2004-06-02,5204.19
2004-06-03,5217.235
2004-06-04,5288.618
2004-06-07,5349.281
2004-06-08,5335.812
2004-06-09,5227.945
2004-06-10,5247.873
2004-06-11,5205.462
2004-06-14,5163.34
2004-06-15,5218.994
2004-06-16,5233.65
2004-06-17,5264.915
2004-06-18,5344.701
2004-06-21,5324.023
2004-06-22,5260.299
2004-06-23,5296.97
2004-06-24,5377.909
2004-06-25,5341.808
2004-06-28,5406.745
2004-06-29,5350.001
2004-06-30,5347.274
2004-07-01,5317.347
2004-07-02,5334.554
2004-07-05,5320.587
2004-07-06,5283.309
2004-07-07,5308.866
2004-07-08,5342.128
2004-07-09,5339.941
2004-07-12,5328.286
2004-07-13,5301.775
2004-07-14,5320.532
2004-07-15,5252.728
2004-07-16,5286.955
2004-07-19,5258.5
2004-07-20,5246.47
2004-07-21,5231.202
2004-07-22,5164.864
2004-07-23,5093.145
2004-07-26,5059.441
2004-07-27,5086.721
2004-07-28,5099.506
2004-07-29,5196.356
2004-07-30,5189.138
2004-08-02,5166.375
2004-08-03,5225.914
2004-08-04,5175.07
2004-08-05,5201.396
2004-08-06,5153.518
2004-08-09,5106.838
2004-08-10,5181.122
2004-08-11,5091.41
2004-08-12,5100.458
2004-08-13,5131.409
2004-08-16,5174.813
2004-08-17,5189.822
2004-08-18,5190.022
2004-08-19,5228.275
2004-08-20,5208.739
2004-08-23,5230.55
2004-08-24,5200.559
2004-08-25,5191.591
2004-08-26,5234.121
2004-08-27,5248.53
2004-08-30,5236.095
2004-08-31,5233.736
2004-09-01,5266.753
2004-09-02,5286.521
2004-09-03,5289.237
2004-09-06,5309.685
2004-09-07,5334.608
2004-09-08,5351.958
2004-09-09,5323.669
2004-09-10,5416.382
2004-09-13,5460.541
2004-09-14,5449.308
2004-09-15,5373.548
2004-09-16,5371.901
2004-09-17,5436.91
2004-09-20,5401.475
2004-09-21,5495.438
2004-09-22,5439.264
2004-09-23,5401.447
2004-09-24,5403.372
2004-09-27,5388.681
2004-09-28,5415.76
2004-09-29,5444.326
2004-09-30,5433.698
2004-10-01,5564.25
2004-10-04,5554.388
2004-10-05,5587.365
2004-10-06,5581.756
2004-10-07,5565.041
2004-10-08,5604.085
2004-10-11,5579.358
2004-10-12,5491.89
2004-10-13,5479.638
2004-10-14,5488.108
2004-10-15,5524.365
2004-10-18,5533.025
2004-10-19,5580.298
2004-10-20,5560.341
2004-10-21,5600.652
2004-10-22,5629.318
2004-10-25,5576.741
2004-10-26,5585.827
2004-10-27,5661.005
2004-10-28,5705.885
2004-10-29,5678.664
2004-11-01,5732.978
2004-11-02,5746.942
2004-11-03,5813.73
2004-11-04,5831.635
2004-11-05,5865.761
2004-11-08,5878.642
2004-11-09,5856.924
2004-11-10,5873.573
2004-11-11,5935.693
2004-11-12,5941.89
2004-11-15,5922.38
2004-11-16,5884.06
2004-11-17,5985.782
2004-11-18,5941.117
2004-11-19,5922.274
2004-11-22,5888.691
2004-11-23,5925.472
2004-11-24,5946.588
2004-11-25,6039.576
2004-11-26,6028.214
2004-11-29,6022.119
2004-11-30,5992.876
2004-12-01,6076.377
2004-12-02,6078.849
2004-12-03,6070.499
2004-12-06,6064.92
2004-12-07,6088.251
2004-12-08,6003.947
2004-12-09,5961.777
2004-12-10,5987.168
2004-12-13,6078.023
2004-12-14,6095.641
2004-12-15,6146.93
2004-12-16,6099.415
2004-12-17,5982.544
2004-12-20,6095.937
2004-12-21,6079.315
2004-12-22,6141.014
2004-12-23,6219.063
2004-12-24,6234.78
2004-12-27,6266.69
2004-12-28,6263.737
2004-12-29,6255.874
2004-12-30,6277.416
2004-12-31,6249.419
2005-01-03,6246.519
2005-01-04,6185.681
2005-01-05,6125.708
2005-01-06,6139.998
2005-01-07,6119.827
2005-01-10,6147.603
2005-01-11,6133.606
2005-01-12,6142.546
2005-01-13,6133.549
2005-01-14,6136.486
2005-01-17,6175.051
2005-01-18,6148.282
2005-01-19,6156.72
2005-01-20,6078.049
2005-01-21,6125.423
2005-01-24,6126.706
2005-01-25,6139.875
2005-01-26,6187.599
2005-01-27,6184.735
2005-01-28,6141.605
2005-01-31,6225.756
2005-02-01,6259.76
2005-02-02,6305.528
2005-02-03,6236.547
2005-02-04,6280.429
2005-02-07,6262.459
2005-02-08,6223.376
2005-02-09,6213.474
2005-02-10,6279.685
2005-02-11,6366.983
2005-02-14,6402.369
2005-02-15,6434.537
2005-02-16,6405.042
2005-02-17,6447.108
2005-02-18,6481.382
2005-02-21,6437.939
2005-02-22,6488.214
2005-02-23,6428.23
2005-02-24,6445.467
2005-02-25,6542.905
2005-02-28,6572.654
2005-03-01,6555.73
2005-03-02,6514.278
2005-03-03,6520.933
2005-03-04,6634.212
2005-03-07,6625.341
2005-03-08,6682.858
2005-03-09,6649.649
2005-03-10,6637.281
2005-03-11,6685.084
2005-03-14,6652.13
2005-03-15,6669.555
2005-03-16,6614.312
2005-03-17,6602.795
2005-03-18,6584.264
2005-03-21,6506.645
2005-03-22,6522.54
2005-03-23,6407.557
2005-03-24,6454.672
2005-03-25,6454.672
2005-03-28,6409.372
2005-03-29,6430.255
2005-03-30,6407.837
2005-03-31,6423.195
2005-04-01,6426.854
2005-04-04,6323.811
2005-04-05,6383.619
2005-04-06,6411.385
2005-04-07,6461.721
2005-04-08,6426.783
2005-04-11,6486.89
2005-04-12,6424.324
2005-04-13,6446.041
2005-04-14,6361.812
2005-04-15,6280.763
2005-04-18,6183.636
2005-04-19,6220.1
2005-04-20,6213.193
2005-04-21,6230.059
2005-04-22,6279.272
2005-04-25,6247.137
2005-04-26,6238.394
2005-04-27,6127.849
2005-04-28,6093.424
2005-04-29,6092.529
2005-05-02,6119.42
2005-05-03,6170.007
2005-05-04,6247.778
2005-05-05,6295.922
2005-05-06,6269.077
2005-05-09,6239.802
2005-05-10,6233.308
2005-05-11,6173.782
2005-05-12,6187.297
2005-05-13,6164.614
2005-05-16,6129.927
2005-05-17,6128.17
2005-05-18,6262.179
2005-05-19,6292.821
2005-05-20,6251.97
2005-05-23,6306.978
2005-05-24,6301.101
2005-05-25,6305.182
2005-05-26,6325.056
2005-05-27,6349.914
2005-05-30,6347.629
2005-05-31,6268.103
2005-06-01,6322.451
2005-06-02,6358.029
2005-06-03,6309.256
2005-06-06,6299.817
2005-06-07,6357.258
2005-06-08,6377.976
2005-06-09,6284.073
2005-06-10,6304.65
2005-06-13,6291.547
2005-06-14,6287.884
