Date,AUSTRALIA SMALL VALUE Small Cap
2001-05-30,205.563
2001-05-31,201.641
2001-06-01,202.817
2001-06-04,202.653
2001-06-05,201.795
2001-06-06,203.142
2001-06-07,206.386
2001-06-08,207.394
2001-06-11,206.93
2001-06-12,206.594
2001-06-13,208.52
2001-06-14,208.109
2001-06-15,208.441
2001-06-18,205.594
2001-06-19,205.208
2001-06-20,204.755
2001-06-21,206.46
2001-06-22,207.163
2001-06-25,206.631
2001-06-26,208.243
2001-06-27,207.278
2001-06-28,204.738
2001-06-29,205.529
2001-07-02,205.061
2001-07-03,207.159
2001-07-04,208.576
2001-07-05,208.268
2001-07-06,203.509
2001-07-09,203.557
2001-07-10,205.392
2001-07-11,204.499
2001-07-12,204.247
2001-07-13,206.347
2001-07-16,207.708
2001-07-17,205.499
2001-07-18,209.354
2001-07-19,209.597
2001-07-20,206.375
2001-07-23,206.904
2001-07-24,206.032
2001-07-25,204.989
2001-07-26,204.604
2001-07-27,203.592
2001-07-30,204.048
2001-07-31,205.204
2001-08-01,210.039
2001-08-02,212.222
2001-08-03,211.515
2001-08-06,212.941
2001-08-07,211.903
2001-08-08,212.571
2001-08-09,212.297
2001-08-10,213.181
2001-08-13,215.072
2001-08-14,214.26
2001-08-15,217.534
2001-08-16,216.3
2001-08-17,220.698
2001-08-20,218.163
2001-08-21,218.124
2001-08-22,220.577
2001-08-23,219.019
2001-08-24,218.932
2001-08-27,219.678
2001-08-28,220.384
2001-08-29,220.482
2001-08-30,221.093
2001-08-31,217.466
2001-09-03,217.861
2001-09-04,216.936
2001-09-05,216.406
2001-09-06,216.389
2001-09-07,214.829
2001-09-10,211.456
2001-09-11,215.728
2001-09-12,209.521
2001-09-13,209.122
2001-09-14,208.094
2001-09-17,197.735
2001-09-18,198.759
2001-09-19,198.917
2001-09-20,197.59
2001-09-21,191.966
2001-09-24,191.386
2001-09-25,194.056
2001-09-26,193.502
2001-09-27,193.011
2001-09-28,198.032
2001-10-01,198.755
2001-10-02,202.633
2001-10-03,203.532
2001-10-04,203.68
2001-10-05,207.831
2001-10-08,209.262
2001-10-09,208.354
2001-10-10,208.238
2001-10-11,207.519
2001-10-12,208.686
2001-10-15,213.483
2001-10-16,215.416
2001-10-17,217.605
2001-10-18,214.264
2001-10-19,212.011
2001-10-22,212.862
2001-10-23,213.322
2001-10-24,213.08
2001-10-25,214.538
2001-10-26,213.748
2001-10-29,215.282
2001-10-30,216.08
2001-10-31,214.418
2001-11-01,216.674
2001-11-02,216.773
2001-11-05,215.86
2001-11-06,220.466
2001-11-07,221.955
2001-11-08,222.509
2001-11-09,222.241
2001-11-12,224.082
2001-11-13,224.051
2001-11-14,224.926
2001-11-15,224.359
2001-11-16,224.906
2001-11-19,226.591
2001-11-20,225.931
2001-11-21,225.146
2001-11-22,225.744
2001-11-23,226.315
2001-11-26,227.158
2001-11-27,228.849
2001-11-28,229.242
2001-11-29,228.508
2001-11-30,230.777
2001-12-03,228.528
2001-12-04,225.485
2001-12-05,226.401
2001-12-06,226.171
2001-12-07,226.704
2001-12-10,226.375
2001-12-11,226.583
2001-12-12,226.854
2001-12-13,227.628
2001-12-14,226.388
2001-12-17,224.303
2001-12-18,226.429
2001-12-19,226.02
2001-12-20,223.259
2001-12-21,224.251
2001-12-24,225.984
2001-12-25,225.984
2001-12-26,225.828
2001-12-27,227.695
2001-12-28,229.448
2001-12-31,231.311
2002-01-01,231.311
2002-01-02,233.17
2002-01-03,232.352
2002-01-04,234.454
2002-01-07,235.202
2002-01-08,237.183
2002-01-09,237.558
2002-01-10,238.551
2002-01-11,238.124
2002-01-14,235.075
2002-01-15,235.994
2002-01-16,236.092
2002-01-17,232.24
2002-01-18,233.273
2002-01-21,235.222
2002-01-22,237.559
2002-01-23,239.582
2002-01-24,239.293
2002-01-25,238.858
2002-01-28,238.187
2002-01-29,238.761
2002-01-30,234.766
2002-01-31,236.311
2002-02-01,236.455
2002-02-04,237.222
2002-02-05,236.918
2002-02-06,236.97
2002-02-07,236.383
2002-02-08,238.429
2002-02-11,240.142
2002-02-12,240.267
2002-02-13,240.463
2002-02-14,244.209
2002-02-15,244.622
2002-02-18,245.354
2002-02-19,244.958
2002-02-20,244.684
2002-02-21,244.324
2002-02-22,243.405
2002-02-25,243.38
2002-02-26,243.661
2002-02-27,241.683
2002-02-28,242.529
2002-03-01,243.591
2002-03-04,244.419
2002-03-05,245.335
2002-03-06,245.872
2002-03-07,249.221
2002-03-08,247.461
2002-03-11,246.361
2002-03-12,246.411
2002-03-13,247.303
2002-03-14,248.256
2002-03-15,247.548
2002-03-18,248.691
2002-03-19,248.9
2002-03-20,253.422
2002-03-21,254.509
2002-03-22,254.317
2002-03-25,252.906
2002-03-26,249.827
2002-03-27,251.568
2002-03-28,254.08
2002-03-29,254.08
2002-04-01,254.532
2002-04-02,252.703
2002-04-03,251.408
2002-04-04,251.469
2002-04-05,251.147
2002-04-08,250.229
2002-04-09,249.902
2002-04-10,251.519
2002-04-11,252.814
2002-04-12,252.587
2002-04-15,252.042
2002-04-16,252.635
2002-04-17,255.741
2002-04-18,256.621
2002-04-19,257.312
2002-04-22,257.338
2002-04-23,257.005
2002-04-24,258.113
2002-04-25,259.209
2002-04-26,259.439
2002-04-29,256.448
2002-04-30,255.217
2002-05-01,257.561
2002-05-02,256.966
2002-05-03,258.692
2002-05-06,259.175
2002-05-07,259.111
2002-05-08,260.573
2002-05-09,259.815
2002-05-10,260.247
2002-05-13,259.815
2002-05-14,260.609
2002-05-15,262.458
2002-05-16,263.241
2002-05-17,266.298
2002-05-20,266.806
2002-05-21,267.639
2002-05-22,269.705
2002-05-23,269.666
2002-05-24,270.332
2002-05-27,270.195
2002-05-28,272.198
2002-05-29,273.417
2002-05-30,274.136
2002-05-31,275.375
2002-06-03,279.434
2002-06-04,277.043
2002-06-05,276.651
2002-06-06,280.244
2002-06-07,279.363
2002-06-10,277.511
2002-06-11,276.113
2002-06-12,275.74
2002-06-13,274.907
2002-06-14,270.271
2002-06-17,269.572
2002-06-18,271.895
2002-06-19,273.776
2002-06-20,276.953
2002-06-21,279.6
2002-06-24,279.134
2002-06-25,273.271
2002-06-26,268.75
2002-06-27,268.039
2002-06-28,268.222
2002-07-01,268.067
2002-07-02,268.991
2002-07-03,265.529
2002-07-04,264.685
2002-07-05,266.073
2002-07-08,271.039
2002-07-09,274.561
2002-07-10,273.073
2002-07-11,266.6
2002-07-12,267.839
2002-07-15,268.247
2002-07-16,266.214
2002-07-17,259.361
2002-07-18,261.097
2002-07-19,259.976
2002-07-22,258.566
2002-07-23,253.693
2002-07-24,248.296
2002-07-25,252.175
2002-07-26,251.202
2002-07-29,253.589
2002-07-30,255.821
2002-07-31,254.056
2002-08-01,250.678
2002-08-02,249.556
2002-08-05,244.68
2002-08-06,242.242
2002-08-07,247.024
2002-08-08,247.892
2002-08-09,250.051
2002-08-12,253.995
2002-08-13,253.722
2002-08-14,254.12
2002-08-15,257.289
2002-08-16,260.109
2002-08-19,258.524
2002-08-20,261.542
2002-08-21,259.865
2002-08-22,260.525
2002-08-23,261.181
2002-08-26,261.935
2002-08-27,266.543
2002-08-28,266.041
2002-08-29,265.354
2002-08-30,266.533
2002-09-02,267.623
2002-09-03,265.823
2002-09-04,261.941
2002-09-05,262.112
2002-09-06,262.639
2002-09-09,264.74
2002-09-10,263.151
2002-09-11,264.742
2002-09-12,265.269
2002-09-13,264.281
2002-09-16,262.885
2002-09-17,265.486
2002-09-18,264.783
2002-09-19,264.291
2002-09-20,262.007
2002-09-23,259.562
2002-09-24,259.454
2002-09-25,257.631
2002-09-26,257.293
2002-09-27,259.155
2002-09-30,258.492
2002-10-01,257.376
2002-10-02,259.572
2002-10-03,259.972
2002-10-04,259.08
2002-10-07,259.053
2002-10-08,258.166
2002-10-09,257.999
2002-10-10,257.727
2002-10-11,258.974
2002-10-14,257.133
2002-10-15,259.183
2002-10-16,261.009
2002-10-17,263.029
2002-10-18,262.042
2002-10-21,263.225
2002-10-22,262.917
2002-10-23,263.406
2002-10-24,263.552
2002-10-25,263.623
2002-10-28,266.738
2002-10-29,264.213
2002-10-30,262.231
2002-10-31,264.059
2002-11-01,265.129
2002-11-04,267.688
2002-11-05,268.463
2002-11-06,268.17
2002-11-07,270.241
2002-11-08,268.854
2002-11-11,264.031
2002-11-12,263.852
2002-11-13,262.31
2002-11-14,264.745
2002-11-15,264.19
2002-11-18,265.106
2002-11-19,263.722
2002-11-20,264.205
2002-11-21,270.041
2002-11-22,270.665
2002-11-25,267.929
2002-11-26,268.093
2002-11-27,265.912
2002-11-28,269.672
2002-11-29,271.477
2002-12-02,271.836
2002-12-03,271.053
2002-12-04,269.438
2002-12-05,270.851
2002-12-06,270.166
2002-12-09,272.411
2002-12-10,270.615
2002-12-11,269.36
2002-12-12,272.014
2002-12-13,275.214
2002-12-16,274.399
2002-12-17,275.519
2002-12-18,273.381
2002-12-19,275.036
2002-12-20,275.03
2002-12-23,275.829
2002-12-24,277.044
2002-12-25,277.044
2002-12-26,277.044
2002-12-27,276.195
2002-12-30,276.743
2002-12-31,277.727
2003-01-01,277.727
2003-01-02,278.768
2003-01-03,282.358
2003-01-06,289.907
2003-01-07,288.864
2003-01-08,287.242
2003-01-09,289.947
2003-01-10,291.743
2003-01-13,291.419
2003-01-14,293.023
2003-01-15,293.235
2003-01-16,293.652
2003-01-17,295.105
2003-01-20,296.327
2003-01-21,294.513
2003-01-22,290.715
2003-01-23,293.914
2003-01-24,296.281
2003-01-27,295.205
2003-01-28,290.666
2003-01-29,291.951
2003-01-30,290.66
2003-01-31,290.362
2003-02-03,285.848
2003-02-04,288.954
2003-02-05,286.867
2003-02-06,285.777
2003-02-07,287.045
2003-02-10,286.077
2003-02-11,284.803
2003-02-12,286.564
2003-02-13,285.829
2003-02-14,283.868
2003-02-17,284.543
2003-02-18,285.946
2003-02-19,287.098
2003-02-20,285.857
2003-02-21,286.623
2003-02-24,291.807
2003-02-25,288.849
2003-02-26,291.156
2003-02-27,287.431
2003-02-28,288.026
2003-03-03,292.827
2003-03-04,294.266
2003-03-05,291.95
2003-03-06,290.612
2003-03-07,288.97
2003-03-10,290.377
2003-03-11,283.913
2003-03-12,276.864
2003-03-13,273.787
2003-03-14,276.156
2003-03-17,274.762
2003-03-18,279.964
2003-03-19,282.223
2003-03-20,284.982
2003-03-21,284.002
2003-03-24,287.028
2003-03-25,289.509
2003-03-26,289.194
2003-03-27,290.982
2003-03-28,292.243
2003-03-31,295.301
2003-04-01,293.007
2003-04-02,289.357
2003-04-03,290.129
2003-04-04,294.963
2003-04-07,296.314
2003-04-08,297.096
2003-04-09,297.746
2003-04-10,303.319
2003-04-11,304.172
2003-04-14,303.616
2003-04-15,305.124
2003-04-16,307.843
2003-04-17,308.524
2003-04-18,308.524
2003-04-21,307.797
2003-04-22,313.813
2003-04-23,312.919
2003-04-24,312.015
2003-04-25,310.704
2003-04-28,311.998
2003-04-29,314.002
2003-04-30,318.116
2003-05-01,321.915
2003-05-02,319.597
2003-05-05,324.511
2003-05-06,325.647
2003-05-07,326.686
2003-05-08,330.172
2003-05-09,330.842
2003-05-12,334.766
2003-05-13,335.374
2003-05-14,336.024
2003-05-15,331.964
2003-05-16,334.178
2003-05-19,337.251
2003-05-20,337.005
2003-05-21,338.437
2003-05-22,342.004
2003-05-23,343.028
2003-05-26,346.247
2003-05-27,343.344
2003-05-28,340.188
2003-05-29,338.999
2003-05-30,340.273
2003-06-02,343.513
2003-06-03,345.044
2003-06-04,347.333
2003-06-05,349.286
2003-06-06,345.711
2003-06-09,344.516
2003-06-10,344.553
2003-06-11,349.276
2003-06-12,352.759
2003-06-13,355.182
2003-06-16,358.098
2003-06-17,362.155
2003-06-18,363.697
2003-06-19,363.485
2003-06-20,363.579
2003-06-23,361.837
2003-06-24,359.378
2003-06-25,362.528
2003-06-26,356.684
2003-06-27,358.297
2003-06-30,358.832
2003-07-01,362.631
2003-07-02,364.384
2003-07-03,368.123
2003-07-04,366.51
2003-07-07,365.984
2003-07-08,358.36
2003-07-09,354.492
2003-07-10,355.443
2003-07-11,358.318
2003-07-14,363.183
2003-07-15,358.959
2003-07-16,362.926
2003-07-17,359.542
2003-07-18,355.31
2003-07-21,358.902
2003-07-22,356.976
2003-07-23,361.055
2003-07-24,367.225
2003-07-25,367.528
2003-07-28,369.469
2003-07-29,369.658
2003-07-30,363.133
2003-07-31,361.965
2003-08-01,366.303
2003-08-04,364.483
2003-08-05,361.69
2003-08-06,363.365
2003-08-07,365.222
2003-08-08,366.81
2003-08-11,368.574
2003-08-12,370.068
2003-08-13,372.912
2003-08-14,371.86
2003-08-15,371.956
2003-08-18,370.795
2003-08-19,370.738
2003-08-20,375.366
2003-08-21,371.925
2003-08-22,367.985
2003-08-25,368.793
2003-08-26,363.799
2003-08-27,361.456
2003-08-28,362.928
2003-08-29,367.187
2003-09-01,366.947
2003-09-02,366.729
2003-09-03,365.568
2003-09-04,367.529
2003-09-05,370.302
2003-09-08,372.341
2003-09-09,380.347
2003-09-10,380.642
2003-09-11,380.144
2003-09-12,381.548
2003-09-15,383.557
2003-09-16,381.984
2003-09-17,383.066
2003-09-18,383.593
2003-09-19,390.833
2003-09-22,392.838
2003-09-23,389.106
2003-09-24,391.154
2003-09-25,391.412
2003-09-26,387.57
2003-09-29,385.752
2003-09-30,389.039
2003-10-01,392.221
2003-10-02,395.358
2003-10-03,394.941
2003-10-06,396.063
2003-10-07,403.062
2003-10-08,406.402
2003-10-09,409.094
2003-10-10,411.147
2003-10-13,410.69
2003-10-14,410.044
2003-10-15,411.591
2003-10-16,413.956
2003-10-17,413.979
2003-10-20,412.47
2003-10-21,419.054
2003-10-22,419.537
2003-10-23,415.423
2003-10-24,415.342
2003-10-27,416.812
2003-10-28,414.829
2003-10-29,414.279
2003-10-30,416.654
2003-10-31,418.81
2003-11-03,413.387
2003-11-04,411.507
2003-11-05,412.713
2003-11-06,412.778
2003-11-07,414.043
2003-11-10,416.728
2003-11-11,413.189
2003-11-12,410.346
2003-11-13,413.388
2003-11-14,413.121
2003-11-17,406.716
2003-11-18,407.703
2003-11-19,408.559
2003-11-20,409.984
2003-11-21,408.998
2003-11-24,406.52
2003-11-25,408.241
2003-11-26,411.616
2003-11-27,411.29
2003-11-28,411.78
2003-12-01,411.725
2003-12-02,416.15
2003-12-03,421.684
2003-12-04,420.654
2003-12-05,423.51
2003-12-08,426.72
2003-12-09,424.043
2003-12-10,425.296
2003-12-11,418.439
2003-12-12,423.21
2003-12-15,426.992
2003-12-16,427.351
2003-12-17,428.181
2003-12-18,426.284
2003-12-19,427.322
2003-12-22,427.639
2003-12-23,429.361
2003-12-24,433.814
2003-12-25,433.814
2003-12-26,432.938
2003-12-29,434.669
2003-12-30,439.671
2003-12-31,442.926
2004-01-01,442.926
2004-01-02,445.149
2004-01-05,449.821
2004-01-06,453.84
2004-01-07,451.388
2004-01-08,454.023
2004-01-09,456.96
2004-01-12,457.145
2004-01-13,459.282
2004-01-14,458.981
2004-01-15,456.748
2004-01-16,454.237
2004-01-19,445.01
2004-01-20,456.061
2004-01-21,460.833
2004-01-22,464.869
2004-01-23,464.962
2004-01-26,463.525
2004-01-27,463.602
2004-01-28,459.674
2004-01-29,447.948
2004-01-30,447.68
2004-02-02,446.784
2004-02-03,451.002
2004-02-04,447.901
2004-02-05,449.257
2004-02-06,453.458
2004-02-09,459.032
2004-02-10,461.62
2004-02-11,463.155
2004-02-12,471.945
2004-02-13,473.841
2004-02-16,474.866
2004-02-17,477.664
2004-02-18,480.843
2004-02-19,478.192
2004-02-20,468.876
2004-02-23,466.073
2004-02-24,467.923
2004-02-25,466.657
2004-02-26,462.904
2004-02-27,465.186
2004-03-01,468.673
2004-03-02,466.908
2004-03-03,454.225
2004-03-04,459.477
2004-03-05,467.708
2004-03-08,464.948
2004-03-09,471.302
2004-03-10,458.79
2004-03-11,450.947
2004-03-12,445.879
2004-03-15,447.649
2004-03-16,454.461
2004-03-17,452.925
2004-03-18,459.065
2004-03-19,459.569
2004-03-22,461.471
2004-03-23,462.341
2004-03-24,458.486
2004-03-25,454.262
2004-03-26,457.891
2004-03-29,458.625
2004-03-30,463.926
2004-03-31,468.426
2004-04-01,475.6
2004-04-02,471.161
2004-04-05,467.918
2004-04-06,470.423
2004-04-07,471.74
2004-04-08,469.276
2004-04-09,469.276
2004-04-12,471.677
2004-04-13,462.956
2004-04-14,448.202
2004-04-15,452.547
2004-04-16,459.188
2004-04-19,460.958
2004-04-20,456.851
2004-04-21,451.976
2004-04-22,446.12
2004-04-23,446.547
2004-04-26,446.588
2004-04-27,447.812
2004-04-28,442.519
2004-04-29,433.819
2004-04-30,434.331
2004-05-03,429.483
2004-05-04,435.36
2004-05-05,436.486
2004-05-06,434.094
2004-05-07,420.422
2004-05-10,409.076
2004-05-11,411.576
2004-05-12,416.743
2004-05-13,410.39
2004-05-14,409.971
2004-05-17,411.637
2004-05-18,409.11
2004-05-19,417.665
2004-05-20,412.974
2004-05-21,420.278
2004-05-24,418.49
2004-05-25,423.201
2004-05-26,427.957
2004-05-27,438.619
2004-05-28,439.135
2004-05-31,439.748
2004-06-01,435.854
2004-06-02,430.72
2004-06-03,425.856
2004-06-04,427.361
2004-06-07,435.68
2004-06-08,433.586
2004-06-09,425.826
2004-06-10,430.56
2004-06-11,428.276
2004-06-14,428.06
2004-06-15,424.806
2004-06-16,426.887
2004-06-17,427.454
2004-06-18,431.931
2004-06-21,432.544
2004-06-22,429.448
2004-06-23,430.679
2004-06-24,436.961
2004-06-25,434.669
2004-06-28,434.526
2004-06-29,429.498
2004-06-30,435.888
2004-07-01,442.4
2004-07-02,446.822
2004-07-05,450.398
2004-07-06,454.836
2004-07-07,462.24
2004-07-08,462.979
2004-07-09,460.781
2004-07-12,463.911
2004-07-13,463.778
2004-07-14,462.041
2004-07-15,463.925
2004-07-16,469.709
2004-07-19,472.128
2004-07-20,468.901
2004-07-21,462.629
2004-07-22,463.445
2004-07-23,458.739
2004-07-26,458.243
2004-07-27,457.597
2004-07-28,457.172
2004-07-29,457.13
2004-07-30,463.377
2004-08-02,466.727
2004-08-03,467.811
2004-08-04,466.996
2004-08-05,466.072
2004-08-06,472.194
2004-08-09,471.092
2004-08-10,470.265
2004-08-11,468.555
2004-08-12,469.084
2004-08-13,468.284
2004-08-16,470.525
2004-08-17,467.523
2004-08-18,466.818
2004-08-19,476.085
2004-08-20,476.755
2004-08-23,474.335
2004-08-24,466.371
2004-08-25,467.733
2004-08-26,467.235
2004-08-27,472.297
2004-08-30,468.296
2004-08-31,471.856
2004-09-01,473.903
2004-09-02,469.877
2004-09-03,463.857
2004-09-06,465.013
2004-09-07,467.184
2004-09-08,467.754
2004-09-09,463.699
2004-09-10,472.464
2004-09-13,472.911
2004-09-14,480.31
2004-09-15,472.968
2004-09-16,475.758
2004-09-17,473.257
2004-09-20,476.081
2004-09-21,477.899
2004-09-22,482.956
2004-09-23,491.143
2004-09-24,486.348
2004-09-27,486.041
2004-09-28,490.425
2004-09-29,491.017
2004-09-30,497.837
2004-10-01,497.13
2004-10-04,497.077
2004-10-05,504.128
2004-10-06,506.632
2004-10-07,506.991
2004-10-08,511.667
2004-10-11,512.398
2004-10-12,514.291
2004-10-13,510.019
2004-10-14,512.102
2004-10-15,514.486
2004-10-18,511.389
2004-10-19,515.57
2004-10-20,519.413
2004-10-21,521.037
2004-10-22,521.112
2004-10-25,525.06
2004-10-26,523.134
2004-10-27,529.406
2004-10-28,530.22
2004-10-29,533.929
2004-11-01,533.877
2004-11-02,531.351
2004-11-03,543.748
2004-11-04,548.626
2004-11-05,552.018
2004-11-08,550.066
2004-11-09,552.344
2004-11-10,552.031
2004-11-11,555.648
2004-11-12,561.929
2004-11-15,562.827
2004-11-16,564.047
2004-11-17,569.311
2004-11-18,567.782
2004-11-19,570.21
2004-11-22,568.865
2004-11-23,574.861
2004-11-24,579.733
2004-11-25,584.638
2004-11-26,581.091
2004-11-29,578.179
2004-11-30,571.457
2004-12-01,570.272
2004-12-02,578.673
2004-12-03,577.109
2004-12-06,583.03
2004-12-07,582.957
2004-12-08,563.422
2004-12-09,563.067
2004-12-10,558.852
2004-12-13,562.446
2004-12-14,562.186
2004-12-15,567.947
2004-12-16,564.708
2004-12-17,566.259
2004-12-20,573.232
2004-12-21,574.6
2004-12-22,578.091
2004-12-23,577.074
2004-12-24,582.721
2004-12-27,586.688
2004-12-28,586.991
2004-12-29,585.829
2004-12-30,590.584
2004-12-31,595.016
2005-01-03,589.665
2005-01-04,586.489
2005-01-05,584.337
2005-01-06,578.53
2005-01-07,579.889
2005-01-10,580.433
2005-01-11,583.092
2005-01-12,587.659
2005-01-13,588.349
2005-01-14,582.535
2005-01-17,583.717
2005-01-18,577.401
2005-01-19,578.664
2005-01-20,578.674
2005-01-21,584.0
2005-01-24,582.416
2005-01-25,582.168
2005-01-26,589.629
2005-01-27,597.371
2005-01-28,594.725
2005-01-31,594.647
2005-02-01,594.913
2005-02-02,597.776
2005-02-03,593.068
2005-02-04,594.743
2005-02-07,598.152
2005-02-08,591.175
2005-02-09,591.515
2005-02-10,599.421
2005-02-11,602.654
2005-02-14,605.476
2005-02-15,596.758
2005-02-16,593.852
2005-02-17,598.718
2005-02-18,594.959
2005-02-21,597.52
2005-02-22,597.235
2005-02-23,587.347
2005-02-24,578.126
2005-02-25,577.448
2005-02-28,588.967
2005-03-01,587.362
2005-03-02,587.322
2005-03-03,587.004
2005-03-04,592.735
2005-03-07,596.128
2005-03-08,603.07
2005-03-09,596.434
2005-03-10,591.635
2005-03-11,597.16
2005-03-14,592.962
2005-03-15,596.055
2005-03-16,602.888
2005-03-17,600.658
2005-03-18,601.323
2005-03-21,598.567
2005-03-22,597.407
2005-03-23,580.612
2005-03-24,576.109
2005-03-25,576.109
2005-03-28,574.057
2005-03-29,571.836
2005-03-30,572.12
2005-03-31,574.246
2005-04-01,577.204
2005-04-04,568.324
2005-04-05,566.729
2005-04-06,564.434
2005-04-07,566.409
2005-04-08,571.46
2005-04-11,571.443
2005-04-12,572.398
2005-04-13,575.997
2005-04-14,567.724
2005-04-15,557.537
2005-04-18,547.137
2005-04-19,556.63
2005-04-20,559.746
2005-04-21,558.977
2005-04-22,565.52
2005-04-25,562.594
2005-04-26,563.473
2005-04-27,560.811
2005-04-28,560.236
2005-04-29,554.117
2005-05-02,553.012
2005-05-03,542.385
2005-05-04,538.151
2005-05-05,540.303
2005-05-06,540.969
2005-05-09,538.738
2005-05-10,542.248
2005-05-11,545.622
2005-05-12,543.246
2005-05-13,537.69
2005-05-16,527.226
2005-05-17,525.621
2005-05-18,530.756
2005-05-19,536.042
2005-05-20,534.615
2005-05-23,544.327
2005-05-24,547.616
2005-05-25,547.435
2005-05-26,545.137
2005-05-27,548.101
2005-05-30,549.874
2005-05-31,544.305
2005-06-01,545.457
2005-06-02,552.765
2005-06-03,558.806
2005-06-06,567.733
2005-06-07,570.689
2005-06-08,574.24
2005-06-09,569.704
2005-06-10,569.721
2005-06-13,569.16
2005-06-14,575.991
2005-06-15,580.347
2005-06-16,585.959
2005-06-17,595.8
2005-06-20,595.919
2005-06-21,596.133
2005-06-22,593.885
2005-06-23,587.415
2005-06-24,579.871
2005-06-27,577.53
2005-06-28,579.746
2005-06-29,576.731
2005-06-30,578.626
2005-07-01,571.822
2005-07-04,573.047
2005-07-05,571.249
2005-07-06,569.351
2005-07-07,561.926
2005-07-08,562.708
2005-07-11,568.768
2005-07-12,577.601
2005-07-13,573.492
2005-07-14,578.707
2005-07-15,575.369
2005-07-18,577.935
2005-07-19,573.541
2005-07-20,577.37
2005-07-21,589.862
2005-07-22,597.107
2005-07-25,599.308
2005-07-26,596.26
2005-07-27,594.603
2005-07-28,593.398
2005-07-29,601.581
2005-08-01,602.925
2005-08-02,610.575
2005-08-03,613.825
2005-08-04,615.902
2005-08-05,612.854
2005-08-08,611.355
2005-08-09,607.621
2005-08-10,615.596
2005-08-11,627.216
2005-08-12,624.84
2005-08-15,621.893
2005-08-16,625.786
2005-08-17,618.268
2005-08-18,608.665
2005-08-19,608.333
2005-08-22,617.573
2005-08-23,617.485
2005-08-24,615.671
2005-08-25,618.235
2005-08-26,617.393
2005-08-29,608.302
2005-08-30,609.358
2005-08-31,613.713
2005-09-01,628.145
2005-09-02,629.728
2005-09-05,632.52
2005-09-06,635.23
2005-09-07,638.99
2005-09-08,641.368
2005-09-09,641.84
2005-09-12,641.081
2005-09-13,639.886
2005-09-14,646.142
2005-09-15,641.431
2005-09-16,646.866
2005-09-19,645.997
2005-09-20,650.895
2005-09-21,650.942
2005-09-22,644.975
2005-09-23,642.261
2005-09-26,647.094
2005-09-27,642.427
2005-09-28,643.26
2005-09-29,648.046
2005-09-30,646.541
2005-10-03,647.18
2005-10-04,649.531
2005-10-05,633.391
2005-10-06,620.716
2005-10-07,622.667
2005-10-10,627.358
2005-10-11,620.686
2005-10-12,625.12
2005-10-13,620.206
2005-10-14,624.349
2005-10-17,623.337
2005-10-18,618.238
2005-10-19,614.116
2005-10-20,618.194
2005-10-21,611.317
2005-10-24,610.184
2005-10-25,619.583
2005-10-26,624.55
2005-10-27,619.372
2005-10-28,608.566
2005-10-31,612.928
2005-11-01,610.961
2005-11-02,607.636
2005-11-03,612.288
2005-11-04,608.54
2005-11-07,607.494
2005-11-08,610.68
2005-11-09,607.208
