Date,AUSTRALIA SMALL VALUE Small Cap
2025-01-31,1266.521
2025-02-28,1226.698
2025-03-31,1205.898
2025-04-30,1264.325
2025-05-30,1337.638
2025-06-30,1372.107
2025-07-31,1405.61
2025-08-29,1523.235
2025-09-30,1533.163
2025-10-31,1533.038
