Date,WORLD IMI IMI (Large+Mid+Small Cap)
2002-05-20,524.742
2002-05-21,521.362
2002-05-22,522.584
2002-05-23,524.723
2002-05-24,522.02
2002-05-27,521.304
2002-05-28,519.658
2002-05-29,517.545
2002-05-30,516.249
2002-05-31,516.965
2002-06-03,509.461
2002-06-04,506.761
2002-06-05,507.129
2002-06-06,501.623
2002-06-07,499.372
2002-06-10,499.819
2002-06-11,495.51
2002-06-12,494.534
2002-06-13,489.252
2002-06-14,485.029
2002-06-17,495.329
2002-06-18,496.094
2002-06-19,489.156
2002-06-20,484.312
2002-06-21,479.802
2002-06-24,478.774
2002-06-25,475.829
2002-06-26,474.117
2002-06-27,479.854
2002-06-28,485.976
2002-07-01,479.887
2002-07-02,469.473
2002-07-03,467.201
2002-07-04,468.926
2002-07-05,483.246
2002-07-08,481.421
2002-07-09,475.183
2002-07-10,461.461
2002-07-11,457.819
2002-07-12,456.619
2002-07-15,450.548
2002-07-16,446.145
2002-07-17,450.806
2002-07-18,446.384
2002-07-19,432.068
2002-07-22,417.161
2002-07-23,406.166
2002-07-24,416.685
2002-07-25,419.646
2002-07-26,421.297
2002-07-29,439.922
2002-07-30,443.0
2002-07-31,444.575
2002-08-01,432.703
2002-08-02,426.732
2002-08-05,414.831
2002-08-06,422.225
2002-08-07,427.924
2002-08-08,439.43
2002-08-09,443.44
2002-08-12,440.15
2002-08-13,435.519
2002-08-14,444.335
2002-08-15,450.253
2002-08-16,451.351
2002-08-19,458.516
2002-08-20,453.227
2002-08-21,458.907
2002-08-22,464.255
2002-08-23,456.574
2002-08-26,458.871
2002-08-27,457.456
2002-08-28,447.825
2002-08-29,445.985
2002-08-30,445.952
2002-09-02,444.124
2002-09-03,429.553
2002-09-04,433.101
2002-09-05,428.788
2002-09-06,435.162
2002-09-09,436.396
2002-09-10,439.925
2002-09-11,441.997
2002-09-12,432.501
2002-09-13,430.633
2002-09-16,429.336
2002-09-17,424.008
2002-09-18,419.685
2002-09-19,411.564
2002-09-20,410.789
2002-09-23,403.566
2002-09-24,397.376
2002-09-25,404.179
2002-09-26,413.372
2002-09-27,406.602
2002-09-30,399.894
2002-10-01,408.453
2002-10-02,404.826
2002-10-03,400.569
2002-10-04,392.611
2002-10-07,384.885
2002-10-08,386.431
2002-10-09,379.241
2002-10-10,388.645
2002-10-11,402.992
2002-10-14,403.949
2002-10-15,422.113
2002-10-16,414.629
2002-10-17,423.319
2002-10-18,424.357
2002-10-21,428.938
2002-10-22,424.277
2002-10-23,423.555
2002-10-24,421.993
2002-10-25,426.613
2002-10-28,426.666
2002-10-29,419.993
2002-10-30,425.276
2002-10-31,426.249
2002-11-01,430.396
2002-11-04,436.38
2002-11-05,439.984
2002-11-06,441.2
2002-11-07,434.49
2002-11-08,430.891
2002-11-11,423.358
2002-11-12,426.815
2002-11-13,425.24
2002-11-14,432.618
2002-11-15,436.012
2002-11-18,433.961
2002-11-19,432.098
2002-11-20,436.394
2002-11-21,446.197
2002-11-22,446.133
2002-11-25,446.13
2002-11-26,438.211
2002-11-27,447.691
2002-11-28,450.201
2002-11-29,449.194
2002-12-02,448.519
2002-12-03,442.325
2002-12-04,440.099
2002-12-05,435.556
2002-12-06,437.59
2002-12-09,429.191
2002-12-10,433.357
2002-12-11,434.495
2002-12-12,433.169
2002-12-13,428.956
2002-12-16,436.869
2002-12-17,434.589
2002-12-18,427.867
2002-12-19,426.044
2002-12-20,430.445
2002-12-23,431.613
2002-12-24,431.066
2002-12-25,430.97
2002-12-26,431.218
2002-12-27,424.9
2002-12-30,427.475
2002-12-31,429.036
2003-01-01,429.035
2003-01-02,438.994
2003-01-03,440.15
2003-01-06,448.193
2003-01-07,444.151
2003-01-08,437.832
2003-01-09,444.507
2003-01-10,445.621
2003-01-13,445.778
2003-01-14,448.619
2003-01-15,443.945
2003-01-16,442.856
2003-01-17,437.659
2003-01-20,435.829
2003-01-21,431.026
2003-01-22,426.557
2003-01-23,429.723
2003-01-24,421.925
2003-01-27,413.202
2003-01-28,415.983
2003-01-29,417.756
2003-01-30,413.575
2003-01-31,416.348
2003-02-03,419.722
2003-02-04,414.931
2003-02-05,415.219
2003-02-06,411.027
2003-02-07,407.295
2003-02-10,407.713
2003-02-11,407.527
2003-02-12,403.408
2003-02-13,403.126
2003-02-14,408.955
2003-02-17,410.788
2003-02-18,416.3
2003-02-19,412.942
2003-02-20,410.973
2003-02-21,414.434
2003-02-24,408.975
2003-02-25,406.569
2003-02-26,403.564
2003-02-27,406.459
2003-02-28,409.376
2003-03-03,409.278
2003-03-04,404.104
2003-03-05,405.686
2003-03-06,402.334
2003-03-07,401.947
2003-03-10,393.325
2003-03-11,390.464
2003-03-12,388.006
2003-03-13,399.161
2003-03-14,402.825
2003-03-17,413.216
2003-03-18,414.772
2003-03-19,417.783
2003-03-20,419.092
2003-03-21,426.913
2003-03-24,416.062
2003-03-25,419.865
2003-03-26,419.206
2003-03-27,417.747
2003-03-28,416.161
2003-03-31,409.03
2003-04-01,413.169
2003-04-02,422.013
2003-04-03,420.936
2003-04-04,422.299
2003-04-07,426.286
2003-04-08,424.183
2003-04-09,420.821
2003-04-10,421.732
2003-04-11,420.481
2003-04-14,426.349
2003-04-15,430.507
2003-04-16,427.347
2003-04-17,432.813
2003-04-18,432.89
2003-04-21,432.029
2003-04-22,439.12
2003-04-23,442.806
2003-04-24,439.989
2003-04-25,434.4
2003-04-28,440.938
2003-04-29,441.958
2003-04-30,444.888
2003-05-01,445.928
2003-05-02,450.501
2003-05-05,451.658
2003-05-06,457.231
2003-05-07,455.286
2003-05-08,450.652
2003-05-09,456.037
2003-05-12,460.87
2003-05-13,460.349
2003-05-14,460.289
2003-05-15,462.979
2003-05-16,463.69
2003-05-19,454.368
2003-05-20,454.309
2003-05-21,454.666
2003-05-22,458.94
2003-05-23,460.775
2003-05-26,461.239
2003-05-27,466.759
2003-05-28,468.264
2003-05-29,469.401
2003-05-30,472.99
2003-06-02,477.168
2003-06-03,477.267
2003-06-04,482.993
2003-06-05,486.644
2003-06-06,487.251
2003-06-09,482.809
2003-06-10,485.14
2003-06-11,492.082
2003-06-12,493.348
2003-06-13,489.679
2003-06-16,498.083
2003-06-17,500.082
2003-06-18,499.114
2003-06-19,492.59
2003-06-20,493.038
2003-06-23,485.964
2003-06-24,484.437
2003-06-25,484.099
2003-06-26,485.169
2003-06-27,483.397
2003-06-30,481.86
2003-07-01,483.946
2003-07-02,490.609
2003-07-03,490.154
2003-07-04,489.152
2003-07-07,496.705
2003-07-08,497.592
2003-07-09,495.996
2003-07-10,490.664
2003-07-11,493.104
2003-07-14,497.588
2003-07-15,494.824
2003-07-16,491.526
2003-07-17,484.722
2003-07-18,488.431
2003-07-21,484.653
2003-07-22,487.785
2003-07-23,489.977
2003-07-24,490.96
2003-07-25,495.527
2003-07-28,496.81
2003-07-29,494.529
2003-07-30,492.086
2003-07-31,492.648
2003-08-01,488.988
2003-08-04,488.822
2003-08-05,484.379
2003-08-06,482.776
2003-08-07,485.576
2003-08-08,486.984
2003-08-11,489.639
2003-08-12,493.455
2003-08-13,493.259
2003-08-14,496.934
2003-08-15,497.314
2003-08-18,500.928
2003-08-19,502.131
2003-08-20,502.865
2003-08-21,504.096
2003-08-22,500.027
2003-08-25,499.238
2003-08-26,498.734
2003-08-27,500.061
2003-08-28,502.65
2003-08-29,505.131
2003-09-01,507.884
2003-09-02,511.467
2003-09-03,514.975
2003-09-04,515.877
2003-09-05,514.921
2003-09-08,519.863
2003-09-09,517.937
2003-09-10,512.217
2003-09-11,513.186
2003-09-12,515.346
2003-09-15,514.641
2003-09-16,520.348
2003-09-17,521.218
2003-09-18,527.034
2003-09-19,526.692
2003-09-22,521.513
2003-09-23,523.338
2003-09-24,517.618
2003-09-25,513.693
2003-09-26,509.685
2003-09-29,512.572
2003-09-30,508.902
2003-10-01,519.22
2003-10-02,522.18
2003-10-03,528.203
2003-10-06,529.877
2003-10-07,532.709
2003-10-08,530.524
2003-10-09,534.148
2003-10-10,535.647
2003-10-13,538.779
2003-10-14,540.429
2003-10-15,539.75
2003-10-16,542.072
2003-10-17,537.648
2003-10-20,539.494
2003-10-21,540.77
2003-10-22,534.314
2003-10-23,530.428
2003-10-24,529.975
2003-10-27,532.607
2003-10-28,538.483
2003-10-29,540.862
2003-10-30,541.315
2003-10-31,540.238
2003-11-03,542.77
2003-11-04,543.353
2003-11-05,541.818
2003-11-06,542.076
2003-11-07,543.748
2003-11-10,540.979
2003-11-11,538.126
2003-11-12,544.169
2003-11-13,546.743
2003-11-14,544.86
2003-11-17,537.926
2003-11-18,536.925
2003-11-19,537.389
2003-11-20,535.671
2003-11-21,536.836
2003-11-24,542.516
2003-11-25,544.399
2003-11-26,548.22
2003-11-27,548.731
2003-11-28,549.117
2003-12-01,555.997
2003-12-02,556.637
2003-12-03,556.779
2003-12-04,557.343
2003-12-05,554.879
2003-12-08,556.532
2003-12-09,554.325
2003-12-10,551.467
2003-12-11,555.604
2003-12-12,558.933
2003-12-15,558.61
2003-12-16,559.088
2003-12-17,559.634
2003-12-18,564.795
2003-12-19,565.46
2003-12-22,567.674
2003-12-23,569.781
2003-12-24,570.245
2003-12-25,570.31
2003-12-26,571.303
2003-12-29,577.156
2003-12-30,579.585
2003-12-31,581.158
2004-01-01,581.159
2004-01-02,582.305
2004-01-05,590.029
2004-01-06,591.484
2004-01-07,590.848
2004-01-08,594.853
2004-01-09,593.737
2004-01-12,594.745
2004-01-13,592.995
2004-01-14,595.782
2004-01-15,594.322
2004-01-16,596.152
2004-01-19,596.742
2004-01-20,599.767
2004-01-21,603.569
2004-01-22,604.085
2004-01-23,603.371
2004-01-26,604.688
2004-01-27,602.355
2004-01-28,597.364
2004-01-29,592.976
2004-01-30,592.669
2004-02-02,594.532
2004-02-03,595.638
2004-02-04,589.885
2004-02-05,591.794
2004-02-06,599.439
2004-02-09,600.72
2004-02-10,603.077
2004-02-11,606.872
2004-02-12,607.839
2004-02-13,605.802
2004-02-16,606.489
2004-02-17,612.385
2004-02-18,610.663
2004-02-19,608.394
2004-02-20,603.603
2004-02-23,602.913
2004-02-24,601.661
2004-02-25,602.136
2004-02-26,601.813
2004-02-27,603.767
2004-03-01,611.137
2004-03-02,607.671
2004-03-03,604.928
2004-03-04,607.959
2004-03-05,612.455
2004-03-08,608.646
2004-03-09,606.08
2004-03-10,596.957
2004-03-11,587.436
2004-03-12,590.683
2004-03-15,583.887
2004-03-16,588.835
2004-03-17,595.045
2004-03-18,595.807
2004-03-19,592.129
2004-03-22,584.297
2004-03-23,583.693
2004-03-24,582.052
2004-03-25,590.125
2004-03-26,590.74
2004-03-29,598.13
2004-03-30,600.369
2004-03-31,602.753
2004-04-01,608.103
2004-04-02,610.926
2004-04-05,612.863
2004-04-06,611.795
2004-04-07,611.709
2004-04-08,610.706
2004-04-09,609.737
2004-04-12,611.984
2004-04-13,605.343
2004-04-14,600.531
2004-04-15,599.303
2004-04-16,603.828
2004-04-19,604.09
2004-04-20,599.292
2004-04-21,598.232
2004-04-22,603.789
2004-04-23,604.679
2004-04-26,604.813
2004-04-27,604.956
2004-04-28,596.308
2004-04-29,592.785
2004-04-30,588.654
2004-05-03,592.193
2004-05-04,596.409
2004-05-05,599.174
2004-05-06,592.116
2004-05-07,582.182
2004-05-10,568.173
2004-05-11,572.556
2004-05-12,574.841
2004-05-13,573.085
2004-05-14,571.739
2004-05-17,565.76
2004-05-18,570.002
2004-05-19,575.897
2004-05-20,573.07
2004-05-21,577.689
2004-05-24,579.127
2004-05-25,585.391
2004-05-26,588.555
2004-05-27,594.405
2004-05-28,594.058
2004-05-31,594.42
2004-06-01,594.371
2004-06-02,596.223
2004-06-03,591.655
2004-06-04,595.037
2004-06-07,605.389
2004-06-08,605.878
2004-06-09,599.729
2004-06-10,601.871
2004-06-11,599.959
2004-06-14,594.343
2004-06-15,598.086
2004-06-16,600.461
2004-06-17,601.027
2004-06-18,602.855
2004-06-21,602.099
2004-06-22,601.418
2004-06-23,605.231
2004-06-24,608.183
2004-06-25,606.132
2004-06-28,608.095
2004-06-29,606.932
2004-06-30,608.32
2004-07-01,604.93
2004-07-02,604.062
2004-07-05,602.325
2004-07-06,598.127
2004-07-07,600.072
2004-07-08,597.362
2004-07-09,599.224
2004-07-12,599.877
2004-07-13,598.833
2004-07-14,597.409
2004-07-15,594.168
2004-07-16,594.673
2004-07-19,593.858
2004-07-20,595.154
2004-07-21,589.256
2004-07-22,587.679
2004-07-23,581.502
2004-07-26,578.811
2004-07-27,581.048
2004-07-28,581.643
2004-07-29,585.584
2004-07-30,587.293
2004-08-02,588.638
2004-08-03,587.09
2004-08-04,584.135
2004-08-05,578.746
2004-08-06,573.384
2004-08-09,571.531
2004-08-10,577.666
2004-08-11,574.728
2004-08-12,570.391
2004-08-13,571.222
2004-08-16,576.613
2004-08-17,578.114
2004-08-18,582.573
2004-08-19,583.891
2004-08-20,586.074
2004-08-23,585.651
2004-08-24,584.535
2004-08-25,587.799
2004-08-26,589.196
2004-08-27,591.311
2004-08-30,587.975
2004-08-31,589.671
2004-09-01,592.667
2004-09-02,596.804
2004-09-03,593.724
2004-09-06,595.834
2004-09-07,598.865
2004-09-08,597.926
2004-09-09,597.629
2004-09-10,601.735
2004-09-13,603.691
2004-09-14,604.995
2004-09-15,599.224
2004-09-16,601.399
2004-09-17,603.294
2004-09-20,600.996
2004-09-21,605.727
2004-09-22,599.664
2004-09-23,598.282
2004-09-24,597.907
2004-09-27,594.528
2004-09-28,597.623
2004-09-29,600.225
2004-09-30,602.354
2004-10-01,610.776
2004-10-04,612.736
2004-10-05,613.534
2004-10-06,616.307
2004-10-07,612.11
2004-10-08,611.505
2004-10-11,611.867
2004-10-12,607.597
2004-10-13,604.317
2004-10-14,601.726
2004-10-15,604.323
2004-10-18,605.53
2004-10-19,604.801
2004-10-20,604.378
2004-10-21,606.832
2004-10-22,603.955
2004-10-25,602.776
2004-10-26,608.139
2004-10-27,614.935
2004-10-28,617.108
2004-10-29,617.087
2004-11-01,618.695
2004-11-02,620.424
2004-11-03,627.17
2004-11-04,633.755
2004-11-05,637.446
2004-11-08,636.885
2004-11-09,636.23
2004-11-10,636.116
2004-11-11,640.421
2004-11-12,646.6
2004-11-15,647.776
2004-11-16,644.84
2004-11-17,649.916
2004-11-18,649.158
2004-11-19,645.824
2004-11-22,645.764
2004-11-23,646.962
2004-11-24,650.397
2004-11-25,653.538
2004-11-26,653.677
2004-11-29,653.819
2004-11-30,651.138
2004-12-01,658.114
2004-12-02,658.852
2004-12-03,660.872
2004-12-06,659.979
2004-12-07,655.29
2004-12-08,652.816
2004-12-09,652.189
2004-12-10,651.688
2004-12-13,658.165
2004-12-14,660.258
2004-12-15,664.909
2004-12-16,662.278
2004-12-17,659.077
2004-12-20,662.537
2004-12-21,665.093
2004-12-22,668.246
2004-12-23,670.58
2004-12-24,672.434
2004-12-27,672.148
2004-12-28,675.375
2004-12-29,674.456
2004-12-30,676.98
2004-12-31,676.656
2005-01-03,671.601
2005-01-04,663.911
2005-01-05,659.703
2005-01-06,659.826
2005-01-07,658.439
2005-01-10,661.095
2005-01-11,659.38
2005-01-12,662.277
2005-01-13,658.63
2005-01-14,660.226
2005-01-17,661.533
2005-01-18,663.697
2005-01-19,660.869
2005-01-20,654.992
2005-01-21,653.571
2005-01-24,653.218
2005-01-25,653.318
2005-01-26,659.02
2005-01-27,659.226
2005-01-28,656.754
2005-01-31,662.385
2005-02-01,665.648
2005-02-02,668.63
2005-02-03,665.708
2005-02-04,672.115
2005-02-07,671.157
2005-02-08,670.029
2005-02-09,666.903
2005-02-10,670.704
2005-02-11,675.157
2005-02-14,678.184
2005-02-15,680.14
2005-02-16,679.046
2005-02-17,677.635
2005-02-18,678.407
2005-02-21,678.553
2005-02-22,674.386
2005-02-23,673.468
2005-02-24,676.643
2005-02-25,683.585
2005-02-28,683.522
2005-03-01,685.583
2005-03-02,684.632
2005-03-03,685.161
2005-03-04,693.027
2005-03-07,692.992
2005-03-08,693.108
2005-03-09,688.979
2005-03-10,687.553
2005-03-11,687.054
2005-03-14,686.793
2005-03-15,685.117
2005-03-16,682.1
2005-03-17,681.568
2005-03-18,680.535
2005-03-21,676.638
2005-03-22,673.959
2005-03-23,667.894
2005-03-24,667.452
2005-03-25,667.753
2005-03-28,667.056
2005-03-29,663.264
2005-03-30,668.287
2005-03-31,670.498
2005-04-01,668.976
2005-04-04,665.941
2005-04-05,669.605
2005-04-06,671.69
2005-04-07,675.663
2005-04-08,672.177
2005-04-11,673.191
2005-04-12,672.533
2005-04-13,669.553
2005-04-14,662.244
2005-04-15,654.133
2005-04-18,650.464
2005-04-19,656.58
2005-04-20,651.98
2005-04-21,658.647
2005-04-22,658.625
2005-04-25,661.46
2005-04-26,656.769
2005-04-27,655.212
2005-04-28,650.036
2005-04-29,654.968
2005-05-02,656.534
2005-05-03,657.361
2005-05-04,664.842
2005-05-05,665.171
2005-05-06,665.492
2005-05-09,666.638
2005-05-10,662.222
2005-05-11,661.985
2005-05-12,656.754
2005-05-13,653.026
2005-05-16,654.682
2005-05-17,657.015
2005-05-18,663.55
2005-05-19,667.367
2005-05-20,665.464
2005-05-23,669.603
2005-05-24,669.996
2005-05-25,667.517
2005-05-26,670.258
2005-05-27,672.008
2005-05-30,672.87
2005-05-31,669.07
2005-06-01,673.994
2005-06-02,675.172
2005-06-03,672.945
2005-06-06,673.799
2005-06-07,675.602
2005-06-08,675.858
2005-06-09,674.688
2005-06-10,674.273
2005-06-13,674.12
2005-06-14,675.939
2005-06-15,678.055
2005-06-16,681.148
2005-06-17,686.45
2005-06-20,684.493
2005-06-21,684.98
2005-06-22,685.649
2005-06-23,681.172
2005-06-24,676.931
2005-06-27,675.427
2005-06-28,679.833
2005-06-29,679.935
2005-06-30,677.259
2005-07-01,677.019
2005-07-04,676.873
2005-07-05,679.813
2005-07-06,678.718
2005-07-07,676.189
2005-07-08,683.153
2005-07-11,690.116
2005-07-12,693.298
2005-07-13,691.835
2005-07-14,693.608
2005-07-15,692.688
2005-07-18,690.915
2005-07-19,692.77
2005-07-20,694.979
2005-07-21,696.252
2005-07-22,698.544
2005-07-25,696.43
2005-07-26,696.031
2005-07-27,699.248
2005-07-28,703.721
2005-07-29,702.597
2005-08-01,704.955
2005-08-02,710.194
2005-08-03,712.109
2005-08-04,707.975
2005-08-05,701.66
2005-08-08,702.65
2005-08-09,706.255
2005-08-10,710.859
2005-08-11,715.922
2005-08-12,713.795
2005-08-15,713.703
2005-08-16,708.299
2005-08-17,706.968
2005-08-18,702.508
2005-08-19,704.219
2005-08-22,708.85
2005-08-23,705.992
2005-08-24,703.788
2005-08-25,703.995
2005-08-26,701.331
2005-08-29,701.631
2005-08-30,699.741
2005-08-31,707.991
2005-09-01,714.841
2005-09-02,715.152
2005-09-05,716.579
2005-09-06,721.879
2005-09-07,723.151
2005-09-08,720.197
2005-09-09,726.152
2005-09-12,724.599
2005-09-13,719.858
2005-09-14,720.266
2005-09-15,719.435
2005-09-16,723.327
2005-09-19,721.039
2005-09-20,719.94
2005-09-21,715.594
2005-09-22,713.97
2005-09-23,713.441
2005-09-26,717.673
2005-09-27,715.653
2005-09-28,719.099
2005-09-29,724.292
2005-09-30,725.857
2005-10-03,724.157
2005-10-04,721.472
2005-10-05,711.74
2005-10-06,707.12
2005-10-07,707.569
2005-10-10,704.045
2005-10-11,704.045
2005-10-12,700.267
2005-10-13,695.086
2005-10-14,701.24
2005-10-17,701.257
2005-10-18,693.971
2005-10-19,696.325
2005-10-20,691.548
2005-10-21,692.274
2005-10-24,700.2
2005-10-25,702.581
2005-10-26,701.482
2005-10-27,696.561
2005-10-28,701.113
2005-10-31,708.407
2005-11-01,709.059
2005-11-02,715.85
2005-11-03,719.822
2005-11-04,716.533
2005-11-07,718.06
2005-11-08,716.58
