Date,WORLD IMI IMI (Large+Mid+Small Cap)
2011-04-29,951.031
2011-05-31,931.324
2011-06-30,915.805
2011-07-29,898.542
2011-08-31,833.722
2011-09-30,758.749
2011-10-31,838.73
2011-11-30,818.294
2011-12-30,816.975
2012-01-31,860.751
2012-02-29,902.4
2012-03-30,913.587
2012-04-30,903.735
2012-05-31,825.363
2012-06-29,865.806
2012-07-31,875.334
2012-08-31,898.357
2012-09-28,923.9
2012-10-31,917.769
2012-11-30,929.166
2012-12-31,948.151
2013-01-31,997.351
2013-02-28,999.845
2013-03-29,1024.705
2013-04-30,1054.362
2013-05-31,1056.116
2013-06-28,1030.518
2013-07-31,1086.362
2013-08-30,1063.532
2013-09-30,1119.437
2013-10-31,1161.986
2013-11-29,1182.693
2013-12-31,1208.107
2014-01-31,1166.365
2014-02-28,1225.16
2014-03-31,1225.92
2014-04-30,1233.946
2014-05-30,1256.811
2014-06-30,1282.943
2014-07-31,1258.122
2014-08-29,1287.342
2014-09-30,1247.292
2014-10-31,1257.115
2014-11-28,1279.663
2014-12-31,1262.693
2015-01-30,1239.82
2015-02-27,1312.965
2015-03-31,1295.507
2015-04-30,1323.391
2015-05-29,1329.908
2015-06-30,1301.507
2015-07-31,1320.921
2015-08-31,1235.829
2015-09-30,1189.285
2015-10-30,1280.053
2015-11-30,1276.397
2015-12-31,1252.649
2016-01-29,1174.723
2016-02-29,1168.174
2016-03-31,1249.927
2016-04-29,1270.977
2016-05-31,1279.198
2016-06-30,1263.52
2016-07-29,1319.083
2016-08-31,1320.288
2016-09-30,1329.026
2016-10-31,1300.128
2016-11-30,1323.644
2016-12-30,1355.301
2017-01-31,1387.801
2017-02-28,1425.077
2017-03-31,1439.618
2017-04-28,1461.968
2017-05-31,1489.951
2017-06-30,1498.016
2017-07-31,1533.611
2017-08-31,1535.357
2017-09-29,1573.349
2017-10-31,1602.14
2017-11-30,1636.894
2017-12-29,1659.367
2018-01-31,1743.061
2018-02-28,1671.182
2018-03-30,1639.757
2018-04-30,1658.085
2018-05-31,1673.063
2018-06-29,1671.605
2018-07-31,1719.39
2018-08-31,1742.912
2018-09-28,1747.837
2018-10-31,1613.419
2018-11-30,1630.699
2018-12-31,1503.157
2019-01-31,1625.004
2019-02-28,1675.461
2019-03-29,1693.15
2019-04-30,1752.253
2019-05-31,1649.393
2019-06-28,1756.448
2019-07-31,1765.326
2019-08-30,1726.169
2019-09-30,1762.755
2019-10-31,1808.09
2019-11-29,1859.465
2019-12-31,1916.245
2020-01-31,1899.435
2020-02-28,1737.178
2020-03-31,1491.448
2020-04-30,1658.518
2020-05-29,1742.838
2020-06-30,1788.791
2020-07-31,1872.563
2020-08-31,1995.57
2020-09-30,1929.638
2020-10-30,1877.205
2020-11-30,2122.934
2020-12-31,2220.94
2021-01-29,2207.259
2021-02-26,2270.598
2021-03-31,2342.585
2021-04-30,2449.299
2021-05-31,2482.747
2021-06-30,2515.606
2021-07-30,2552.664
2021-08-31,2616.003
2021-09-30,2510.816
2021-10-29,2646.504
2021-11-30,2579.758
2021-12-31,2688.192
2022-01-31,2538.578
2022-02-28,2482.633
2022-03-31,2545.291
2022-04-29,2335.361
2022-05-31,2336.339
2022-06-30,2130.247
2022-07-29,2302.334
2022-08-31,2208.603
2022-09-30,2000.747
2022-10-31,2146.454
2022-11-30,2293.683
2022-12-30,2198.443
2023-01-31,2359.612
2023-02-28,2303.912
2023-03-31,2359.752
2023-04-28,2396.227
2023-05-31,2367.618
2023-06-30,2511.408
2023-07-31,2599.975
2023-08-31,2533.835
2023-09-29,2421.985
2023-10-31,2343.386
2023-11-30,2562.928
2023-12-29,2701.36
2024-01-31,2722.142
2024-02-29,2834.978
2024-03-29,2928.092
2024-04-30,2814.874
2024-05-31,2940.816
2024-06-28,2988.397
2024-07-31,3056.382
2024-08-30,3130.249
2024-09-30,3187.708
2024-10-31,3122.114
2024-11-29,3271.442
2024-12-31,3174.551
2025-01-31,3286.371
2025-02-28,3254.017
2025-03-31,3111.424
2025-04-30,3138.472
2025-05-30,3323.884
2025-06-30,3468.767
2025-07-31,3513.116
2025-08-29,3614.087
2025-09-30,3725.53
2025-10-31,3793.001
2025-11-28,3809.258
2025-12-31,3840.532
2026-01-30,3940.124
