Date,PACIFIC IMI VALUE IMI (Large+Mid+Small Cap)
2001-09-28,392.266
2001-10-31,394.152
2001-11-30,390.012
2001-12-31,371.907
2002-01-31,356.602
2002-02-28,369.772
2002-03-29,385.986
2002-04-30,402.78
2002-05-31,429.447
2002-06-28,411.186
2002-07-31,390.169
2002-08-30,390.04
2002-09-30,375.532
2002-10-31,356.595
2002-11-29,363.648
2002-12-31,360.641
2003-01-31,354.232
2003-02-28,358.708
2003-03-31,349.525
2003-04-30,357.402
2003-05-30,373.986
2003-06-30,398.927
2003-07-31,409.609
2003-08-29,445.597
2003-09-30,478.06
2003-10-31,501.623
2003-11-28,491.55
2003-12-31,528.018
2004-01-30,540.364
2004-02-27,550.843
2004-03-31,609.256
2004-04-30,576.097
2004-05-31,568.223
2004-06-30,600.098
2004-07-30,581.548
2004-08-31,586.798
2004-09-30,583.963
2004-10-29,599.029
2004-11-30,629.932
2004-12-31,659.558
2005-01-31,652.023
2005-02-28,669.501
2005-03-31,658.219
2005-04-29,650.598
2005-05-31,643.593
2005-06-30,650.897
2005-07-29,663.344
2005-08-31,693.299
2005-09-30,755.868
2005-10-31,742.626
2005-11-30,762.958
2005-12-30,805.83
2006-01-31,840.731
2006-02-28,841.285
2006-03-31,856.571
2006-04-28,894.42
2006-05-31,849.43
2006-06-30,842.009
2006-07-31,843.592
2006-08-31,863.128
2006-09-29,854.228
2006-10-31,881.012
2006-11-30,901.441
2006-12-29,936.516
2007-01-31,948.176
2007-02-28,985.221
2007-03-30,988.934
2007-04-30,988.941
2007-05-31,1000.0
2007-06-29,998.956
2007-07-31,991.124
2007-08-31,959.319
2007-09-28,1000.861
2007-10-31,1022.837
2007-11-30,985.853
2007-12-31,951.322
2008-01-31,905.193
2008-02-29,904.768
2008-03-31,877.649
2008-04-30,929.334
2008-05-30,943.728
2008-06-30,872.064
2008-07-31,849.347
2008-08-29,818.603
2008-09-30,730.603
2008-10-31,610.11
2008-11-28,603.753
2008-12-31,646.604
2009-01-30,606.06
2009-02-27,544.807
2009-03-31,574.649
2009-04-30,646.26
2009-05-29,721.953
2009-06-30,742.098
2009-07-31,789.777
2009-08-31,825.456
2009-09-30,837.861
2009-10-30,826.387
2009-11-30,824.129
2009-12-31,826.082
2010-01-29,822.869
2010-02-26,834.756
2010-03-31,880.392
2010-04-30,886.154
2010-05-31,798.8
2010-06-30,789.416
2010-07-30,828.92
2010-08-31,820.342
2010-09-30,870.409
2010-10-29,885.399
2010-11-30,887.075
2010-12-31,959.085
2011-01-31,960.988
2011-02-28,996.935
2011-03-31,940.895
2011-04-29,959.948
2011-05-31,934.683
2011-06-30,945.32
2011-07-29,962.699
2011-08-31,905.894
2011-09-30,857.073
2011-10-31,891.067
2011-11-30,845.914
2011-12-30,853.962
2012-01-31,910.555
2012-02-29,955.961
2012-03-30,955.242
2012-04-30,942.989
2012-05-31,848.056
2012-06-29,900.314
2012-07-31,913.399
2012-08-31,904.028
2012-09-28,932.605
2012-10-31,929.641
2012-11-30,947.69
2012-12-31,993.652
2013-01-31,1045.18
2013-02-28,1070.865
2013-03-29,1102.344
2013-04-30,1177.293
2013-05-31,1076.39
2013-06-28,1063.747
2013-07-31,1079.371
2013-08-30,1064.481
2013-09-30,1149.709
2013-10-31,1162.126
2013-11-29,1155.002
2013-12-31,1152.231
2014-01-31,1107.06
2014-02-28,1128.125
2014-03-31,1135.386
2014-04-30,1134.868
2014-05-30,1168.536
2014-06-30,1212.826
2014-07-31,1227.923
2014-08-29,1214.206
2014-09-30,1157.758
2014-10-31,1163.252
2014-11-28,1148.747
2014-12-31,1134.837
2015-01-30,1151.44
2015-02-27,1222.709
2015-03-31,1222.996
2015-04-30,1272.287
2015-05-29,1276.49
2015-06-30,1242.86
2015-07-31,1241.628
2015-08-31,1149.211
2015-09-30,1091.072
2015-10-30,1179.04
2015-11-30,1153.679
2015-12-31,1163.034
2016-01-29,1058.931
2016-02-29,1034.687
2016-03-31,1111.246
2016-04-29,1154.379
2016-05-31,1132.562
2016-06-30,1100.052
2016-07-29,1185.044
2016-08-31,1202.791
2016-09-30,1221.597
2016-10-31,1240.181
2016-11-30,1239.879
2016-12-30,1258.375
2017-01-31,1311.463
2017-02-28,1340.096
2017-03-31,1340.575
2017-04-28,1347.58
2017-05-31,1342.011
2017-06-30,1367.666
2017-07-31,1406.078
2017-08-31,1406.192
2017-09-29,1429.315
2017-10-31,1467.35
2017-11-30,1490.767
2017-12-29,1518.501
2018-01-31,1577.415
2018-02-28,1536.04
2018-03-30,1490.06
2018-04-30,1516.25
2018-05-31,1484.578
2018-06-29,1449.815
2018-07-31,1472.674
2018-08-31,1451.212
2018-09-28,1485.993
2018-10-31,1380.084
2018-11-30,1389.215
2018-12-31,1319.112
2019-01-31,1406.545
2019-02-28,1407.834
2019-03-29,1410.808
2019-04-30,1420.906
2019-05-31,1373.299
2019-06-28,1428.102
2019-07-31,1415.64
2019-08-30,1368.425
2019-09-30,1428.675
2019-10-31,1485.624
2019-11-29,1482.035
2019-12-31,1517.243
2020-01-31,1479.909
2020-02-28,1351.151
2020-03-31,1153.824
2020-04-30,1231.848
2020-05-29,1273.4
2020-06-30,1284.308
2020-07-31,1257.603
2020-08-31,1362.392
2020-09-30,1329.214
2020-10-30,1312.844
2020-11-30,1470.003
2020-12-31,1547.467
2021-01-29,1552.315
2021-02-26,1633.742
2021-03-31,1675.945
2021-04-30,1678.548
2021-05-31,1715.304
2021-06-30,1699.398
2021-07-30,1676.972
2021-08-31,1693.752
2021-09-30,1712.783
2021-10-29,1684.786
2021-11-30,1591.665
2021-12-31,1645.889
2022-01-31,1646.571
2022-02-28,1672.837
2022-03-31,1710.086
2022-04-29,1607.786
2022-05-31,1618.438
2022-06-30,1502.766
2022-07-29,1554.59
2022-08-31,1534.097
2022-09-30,1389.132
2022-10-31,1413.709
2022-11-30,1566.473
2022-12-30,1601.183
2023-01-31,1699.266
2023-02-28,1630.52
2023-03-31,1652.115
2023-04-28,1662.037
2023-05-31,1632.274
2023-06-30,1718.388
2023-07-31,1801.041
2023-08-31,1760.652
2023-09-29,1761.588
2023-10-31,1679.77
2023-11-30,1785.861
2023-12-29,1880.561
2024-01-31,1923.857
2024-02-29,1944.718
2024-03-29,2023.508
2024-04-30,1969.331
2024-05-31,2002.083
2024-06-28,1969.615
2024-07-31,2077.784
2024-08-30,2090.823
2024-09-30,2136.723
2024-10-31,2026.784
2024-11-29,2051.555
2024-12-31,2016.385
2025-01-31,2065.046
2025-02-28,2066.403
2025-03-31,2094.45
2025-04-30,2175.798
2025-05-30,2247.459
2025-06-30,2270.065
2025-07-31,2299.375
2025-08-29,2497.698
2025-09-30,2549.358
2025-10-31,2548.853
