Date,PACIFIC IMI VALUE IMI (Large+Mid+Small Cap)
2002-01-29,365.845
2002-01-30,362.195
2002-01-31,363.784
2002-02-01,360.455
2002-02-04,359.599
2002-02-05,352.583
2002-02-06,352.1
2002-02-07,355.326
2002-02-08,357.136
2002-02-11,360.513
2002-02-12,367.58
2002-02-13,370.234
2002-02-14,372.431
2002-02-15,372.059
2002-02-18,372.492
2002-02-19,362.839
2002-02-20,361.602
2002-02-21,368.844
2002-02-22,369.618
2002-02-25,368.455
2002-02-26,366.681
2002-02-27,373.262
2002-02-28,377.143
2002-03-01,382.191
2002-03-04,398.217
2002-03-05,396.258
2002-03-06,397.691
2002-03-07,412.596
2002-03-08,411.922
2002-03-11,417.005
2002-03-12,408.861
2002-03-13,402.157
2002-03-14,405.584
2002-03-15,408.321
2002-03-18,401.483
2002-03-19,407.68
2002-03-20,405.239
2002-03-21,403.303
2002-03-22,395.552
2002-03-25,394.196
2002-03-26,393.234
2002-03-27,397.54
2002-03-28,399.906
2002-03-29,393.256
2002-04-01,389.963
2002-04-02,392.244
2002-04-03,397.199
2002-04-04,400.6
2002-04-05,401.423
2002-04-08,401.042
2002-04-09,397.07
2002-04-10,401.019
2002-04-11,396.51
2002-04-12,392.82
2002-04-15,396.169
2002-04-16,400.05
2002-04-17,404.39
2002-04-18,408.59
2002-04-19,407.906
2002-04-22,412.029
2002-04-23,412.923
2002-04-24,411.87
2002-04-25,414.998
2002-04-26,412.711
2002-04-29,411.174
2002-04-30,410.344
2002-05-01,414.494
2002-05-02,414.329
2002-05-03,417.204
2002-05-06,415.783
2002-05-07,412.769
2002-05-08,413.846
2002-05-09,415.425
2002-05-10,416.567
2002-05-13,414.656
2002-05-14,411.404
2002-05-15,417.719
2002-05-16,422.169
2002-05-17,429.393
2002-05-20,431.624
2002-05-21,435.629
2002-05-22,439.804
2002-05-23,438.957
2002-05-24,442.002
2002-05-27,440.293
2002-05-28,441.242
2002-05-29,439.907
2002-05-30,441.788
2002-05-31,437.467
2002-06-03,442.07
2002-06-04,438.127
2002-06-05,435.566
2002-06-06,434.29
2002-06-07,433.027
2002-06-10,431.244
2002-06-11,430.987
2002-06-12,428.988
2002-06-13,424.437
2002-06-14,418.929
2002-06-17,409.1
2002-06-18,413.392
2002-06-19,405.721
2002-06-20,410.729
2002-06-21,410.463
2002-06-24,413.499
2002-06-25,411.76
2002-06-26,408.329
2002-06-27,409.796
2002-06-28,418.681
2002-07-01,418.439
2002-07-02,419.117
2002-07-03,424.686
2002-07-04,421.927
2002-07-05,424.429
2002-07-08,426.775
2002-07-09,433.775
2002-07-10,429.943
2002-07-11,425.706
2002-07-12,426.521
2002-07-15,423.769
2002-07-16,418.718
2002-07-17,416.695
2002-07-18,421.916
2002-07-19,417.934
2002-07-22,416.241
2002-07-23,414.078
2002-07-24,410.059
2002-07-25,406.15
2002-07-26,391.834
2002-07-29,392.48
2002-07-30,399.144
2002-07-31,397.271
2002-08-01,395.61
2002-08-02,395.302
2002-08-05,393.554
2002-08-06,382.372
2002-08-07,393.546
2002-08-08,393.759
2002-08-09,401.537
2002-08-12,398.84
2002-08-13,398.218
2002-08-14,403.991
2002-08-15,406.121
2002-08-16,405.487
2002-08-19,397.725
2002-08-20,396.988
2002-08-21,398.53
2002-08-22,400.059
2002-08-23,400.397
2002-08-26,406.008
2002-08-27,405.023
2002-08-28,401.158
2002-08-29,396.839
2002-08-30,397.017
2002-09-02,394.687
2002-09-03,388.86
2002-09-04,381.156
2002-09-05,385.18
2002-09-06,383.173
2002-09-09,386.528
2002-09-10,386.495
2002-09-11,386.353
2002-09-12,387.933
2002-09-13,382.99
2002-09-16,379.583
2002-09-17,387.163
2002-09-18,387.497
2002-09-19,394.282
2002-09-20,383.116
2002-09-23,381.084
2002-09-24,378.57
2002-09-25,374.398
2002-09-26,379.484
2002-09-27,384.63
2002-09-30,381.834
2002-10-01,374.895
2002-10-02,371.171
2002-10-03,368.387
2002-10-04,368.962
2002-10-07,356.741
2002-10-08,356.671
2002-10-09,351.943
2002-10-10,348.935
2002-10-11,352.444
2002-10-14,352.619
2002-10-15,360.854
2002-10-16,363.11
2002-10-17,363.594
2002-10-18,364.231
2002-10-21,364.818
2002-10-22,357.37
2002-10-23,361.112
2002-10-24,359.939
2002-10-25,363.203
2002-10-28,364.058
2002-10-29,361.952
2002-10-30,363.208
2002-10-31,362.558
2002-11-01,363.747
2002-11-04,364.673
2002-11-05,369.802
2002-11-06,369.089
2002-11-07,369.816
2002-11-08,368.195
2002-11-11,360.253
2002-11-12,361.025
2002-11-13,358.194
2002-11-14,354.167
2002-11-15,359.456
2002-11-18,353.321
2002-11-19,350.239
2002-11-20,352.438
2002-11-21,355.917
2002-11-22,359.126
2002-11-25,364.017
2002-11-26,362.061
2002-11-27,363.51
2002-11-28,369.014
2002-11-29,369.59
2002-12-02,365.335
2002-12-03,364.539
2002-12-04,358.502
2002-12-05,355.436
2002-12-06,356.984
2002-12-09,355.817
2002-12-10,356.641
2002-12-11,354.962
2002-12-12,356.687
2002-12-13,357.198
2002-12-16,354.197
2002-12-17,356.63
2002-12-18,349.769
2002-12-19,353.534
2002-12-20,354.428
2002-12-23,355.543
2002-12-24,357.816
2002-12-25,357.081
2002-12-26,361.841
2002-12-27,364.718
2002-12-30,366.433
2002-12-31,366.522
2003-01-01,366.523
2003-01-02,364.161
2003-01-03,365.268
2003-01-06,374.482
2003-01-07,368.686
2003-01-08,364.449
2003-01-09,365.645
2003-01-10,365.399
2003-01-13,367.354
2003-01-14,371.611
2003-01-15,375.326
2003-01-16,375.211
2003-01-17,376.6
2003-01-20,374.094
2003-01-21,376.038
2003-01-22,373.41
2003-01-23,379.637
2003-01-24,378.543
2003-01-27,372.654
2003-01-28,369.509
2003-01-29,365.109
2003-01-30,362.585
2003-01-31,360.0
2003-02-03,364.393
2003-02-04,368.545
2003-02-05,367.877
2003-02-06,366.079
2003-02-07,365.684
2003-02-10,364.879
2003-02-11,363.56
2003-02-12,368.556
2003-02-13,367.204
2003-02-14,368.892
2003-02-17,372.037
2003-02-18,373.659
2003-02-19,373.955
2003-02-20,372.704
2003-02-21,369.638
2003-02-24,372.966
2003-02-25,365.942
2003-02-26,367.125
2003-02-27,365.135
2003-02-28,364.4
2003-03-03,368.526
2003-03-04,369.311
2003-03-05,368.82
2003-03-06,366.179
2003-03-07,360.989
2003-03-10,356.993
2003-03-11,350.598
2003-03-12,351.823
2003-03-13,347.401
2003-03-14,349.754
2003-03-17,346.399
2003-03-18,349.368
2003-03-19,350.664
2003-03-20,355.735
2003-03-21,352.621
2003-03-24,362.13
2003-03-25,358.314
2003-03-26,362.59
2003-03-27,364.124
2003-03-28,361.352
2003-03-31,354.543
2003-04-01,355.989
2003-04-02,356.709
2003-04-03,353.956
2003-04-04,354.503
2003-04-07,358.917
2003-04-08,356.301
2003-04-09,354.089
2003-04-10,355.578
2003-04-11,350.605
2003-04-14,348.047
2003-04-15,352.842
2003-04-16,352.948
2003-04-17,354.476
2003-04-18,354.969
2003-04-21,355.459
2003-04-22,354.868
2003-04-23,354.507
2003-04-24,356.564
2003-04-25,351.649
2003-04-28,349.584
2003-04-29,351.583
2003-04-30,362.518
2003-05-01,365.895
2003-05-02,365.906
2003-05-05,367.09
2003-05-06,373.059
2003-05-07,376.752
2003-05-08,374.796
2003-05-09,376.795
2003-05-12,380.293
2003-05-13,380.62
2003-05-14,382.685
2003-05-15,379.259
2003-05-16,379.01
2003-05-19,375.385
2003-05-20,375.517
2003-05-21,373.38
2003-05-22,376.528
2003-05-23,382.037
2003-05-26,383.098
2003-05-27,378.42
2003-05-28,376.193
2003-05-29,379.709
2003-05-30,379.232
2003-06-02,385.194
2003-06-03,384.878
2003-06-04,387.091
2003-06-05,393.762
2003-06-06,393.298
2003-06-09,396.629
2003-06-10,397.237
2003-06-11,399.826
2003-06-12,400.249
2003-06-13,402.657
2003-06-16,400.793
2003-06-17,404.067
2003-06-18,405.518
2003-06-19,405.612
2003-06-20,406.975
2003-06-23,410.221
2003-06-24,402.645
2003-06-25,405.064
2003-06-26,401.014
2003-06-27,405.563
2003-06-30,404.309
2003-07-01,411.705
2003-07-02,420.663
2003-07-03,427.202
2003-07-04,424.891
2003-07-07,430.437
2003-07-08,429.619
2003-07-09,432.959
2003-07-10,431.326
2003-07-11,423.644
2003-07-14,427.757
2003-07-15,426.466
2003-07-16,423.024
2003-07-17,414.545
2003-07-18,415.447
2003-07-21,417.343
2003-07-22,414.119
2003-07-23,419.848
2003-07-24,422.005
2003-07-25,422.831
2003-07-28,425.715
2003-07-29,424.349
2003-07-30,416.484
2003-07-31,415.128
2003-08-01,419.29
2003-08-04,415.539
2003-08-05,413.432
2003-08-06,411.443
2003-08-07,413.607
2003-08-08,413.467
2003-08-11,418.839
2003-08-12,420.231
2003-08-13,425.256
2003-08-14,430.856
2003-08-15,431.313
2003-08-18,435.179
2003-08-19,438.616
2003-08-20,446.475
2003-08-21,450.69
2003-08-22,449.682
2003-08-25,448.631
2003-08-26,448.072
2003-08-27,446.843
2003-08-28,445.587
2003-08-29,451.432
2003-09-01,459.553
2003-09-02,461.126
2003-09-03,464.473
2003-09-04,462.917
2003-09-05,462.848
2003-09-08,464.778
2003-09-09,471.303
2003-09-10,468.072
2003-09-11,463.073
2003-09-12,469.597
2003-09-15,469.846
2003-09-16,481.32
2003-09-17,485.876
2003-09-18,491.082
2003-09-19,492.871
2003-09-22,491.365
2003-09-23,493.065
2003-09-24,493.421
2003-09-25,485.042
2003-09-26,484.407
2003-09-29,482.566
2003-09-30,483.998
2003-10-01,494.414
2003-10-02,506.545
2003-10-03,511.158
2003-10-06,510.663
2003-10-07,517.484
2003-10-08,510.895
2003-10-09,514.869
2003-10-10,523.03
2003-10-13,521.777
2003-10-14,523.888
2003-10-15,520.608
2003-10-16,525.811
2003-10-17,525.7
2003-10-20,525.13
2003-10-21,525.872
2003-10-22,520.412
2003-10-23,497.267
2003-10-24,500.85
2003-10-27,507.282
2003-10-28,512.571
2003-10-29,518.363
2003-10-30,517.244
2003-10-31,507.836
2003-11-03,503.036
2003-11-04,519.324
2003-11-05,516.695
2003-11-06,506.306
2003-11-07,511.729
2003-11-10,512.572
2003-11-11,499.839
2003-11-12,498.642
2003-11-13,506.628
2003-11-14,503.807
2003-11-17,486.881
2003-11-18,489.325
2003-11-19,480.735
2003-11-20,487.404
2003-11-21,487.99
2003-11-24,486.015
2003-11-25,490.05
2003-11-26,498.113
2003-11-27,499.957
2003-11-28,497.399
2003-12-01,504.197
2003-12-02,508.585
2003-12-03,510.678
2003-12-04,514.649
2003-12-05,515.069
2003-12-08,511.555
2003-12-09,513.562
2003-12-10,506.085
2003-12-11,509.215
2003-12-12,515.309
2003-12-15,522.763
2003-12-16,516.555
2003-12-17,512.73
2003-12-18,513.036
2003-12-19,517.418
2003-12-22,521.381
2003-12-23,522.115
2003-12-24,522.821
2003-12-25,522.679
2003-12-26,524.042
2003-12-29,527.334
2003-12-30,534.082
2003-12-31,534.194
2004-01-01,534.195
2004-01-02,535.708
2004-01-05,547.848
2004-01-06,547.998
2004-01-07,546.139
2004-01-08,547.097
2004-01-09,550.199
2004-01-12,550.606
2004-01-13,549.954
2004-01-14,550.589
2004-01-15,544.765
2004-01-16,546.01
2004-01-19,547.622
2004-01-20,551.448
2004-01-21,552.306
2004-01-22,556.814
2004-01-23,559.508
2004-01-26,557.121
2004-01-27,556.503
2004-01-28,554.16
2004-01-29,546.839
2004-01-30,546.677
2004-02-02,549.585
2004-02-03,549.397
2004-02-04,540.913
2004-02-05,543.508
2004-02-06,546.163
2004-02-09,545.479
2004-02-10,546.714
2004-02-11,547.246
2004-02-12,552.598
2004-02-13,555.987
2004-02-16,557.428
2004-02-17,559.626
2004-02-18,558.088
2004-02-19,555.465
2004-02-20,548.126
2004-02-23,553.442
2004-02-24,548.756
2004-02-25,545.566
2004-02-26,546.723
2004-02-27,557.071
2004-03-01,568.329
2004-03-02,566.03
2004-03-03,561.734
2004-03-04,561.452
2004-03-05,566.948
2004-03-08,563.053
2004-03-09,569.689
2004-03-10,565.297
2004-03-11,561.051
2004-03-12,554.742
2004-03-15,562.134
2004-03-16,569.305
2004-03-17,579.946
2004-03-18,589.884
2004-03-19,585.979
2004-03-22,582.377
2004-03-23,583.522
2004-03-24,591.793
2004-03-25,597.415
2004-03-26,605.345
2004-03-29,606.678
2004-03-30,606.187
2004-03-31,615.781
2004-04-01,616.847
2004-04-02,615.183
2004-04-05,614.503
2004-04-06,614.919
2004-04-07,618.818
2004-04-08,617.065
2004-04-09,611.627
2004-04-12,617.254
2004-04-13,614.6
2004-04-14,603.66
2004-04-15,595.49
2004-04-16,598.983
2004-04-19,592.845
2004-04-20,600.925
2004-04-21,595.433
2004-04-22,594.193
2004-04-23,598.31
2004-04-26,600.037
2004-04-27,594.037
2004-04-28,593.684
2004-04-29,590.622
2004-04-30,582.248
2004-05-03,581.529
2004-05-04,585.547
2004-05-05,590.791
2004-05-06,578.438
2004-05-07,560.607
2004-05-10,530.527
2004-05-11,532.437
2004-05-12,548.574
2004-05-13,533.717
2004-05-14,531.191
2004-05-17,518.909
2004-05-18,525.991
2004-05-19,546.118
2004-05-20,542.913
2004-05-21,556.557
2004-05-24,557.184
2004-05-25,554.328
2004-05-26,561.463
2004-05-27,567.304
2004-05-28,572.764
2004-05-31,574.17
2004-06-01,576.817
2004-06-02,573.188
2004-06-03,562.323
2004-06-04,564.019
2004-06-07,582.982
2004-06-08,584.896
2004-06-09,583.79
2004-06-10,589.313
2004-06-11,584.942
2004-06-14,581.21
2004-06-15,582.542
2004-06-16,590.159
2004-06-17,591.382
2004-06-18,588.527
2004-06-21,597.368
2004-06-22,594.535
2004-06-23,595.313
2004-06-24,607.544
2004-06-25,605.081
2004-06-28,609.589
2004-06-29,607.203
2004-06-30,606.151
2004-07-01,611.848
2004-07-02,606.137
2004-07-05,597.502
2004-07-06,595.919
2004-07-07,596.725
2004-07-08,594.353
2004-07-09,600.995
2004-07-12,608.452
2004-07-13,607.689
2004-07-14,600.197
2004-07-15,598.675
2004-07-16,603.537
2004-07-19,605.75
2004-07-20,601.151
2004-07-21,597.538
2004-07-22,594.862
2004-07-23,588.017
2004-07-26,586.293
2004-07-27,577.465
2004-07-28,578.918
2004-07-29,577.557
2004-07-30,587.361
2004-08-02,589.481
2004-08-03,588.38
2004-08-04,580.427
2004-08-05,580.863
2004-08-06,584.512
2004-08-09,580.295
2004-08-10,578.5
2004-08-11,583.344
2004-08-12,581.467
2004-08-13,575.131
2004-08-16,569.776
2004-08-17,573.824
2004-08-18,576.567
2004-08-19,583.345
2004-08-20,584.359
2004-08-23,584.589
2004-08-24,584.454
2004-08-25,588.337
2004-08-26,592.262
2004-08-27,596.021
2004-08-30,593.263
2004-08-31,592.465
2004-09-01,597.01
2004-09-02,596.45
2004-09-03,586.635
2004-09-06,596.189
2004-09-07,599.85
2004-09-08,600.816
2004-09-09,592.954
2004-09-10,594.435
2004-09-13,595.087
2004-09-14,599.921
2004-09-15,591.322
2004-09-16,591.512
2004-09-17,587.885
2004-09-20,588.855
2004-09-21,587.906
2004-09-22,586.699
2004-09-23,589.003
2004-09-24,582.395
2004-09-27,578.849
2004-09-28,577.319
2004-09-29,579.24
2004-09-30,589.306
2004-10-01,594.359
2004-10-04,599.096
2004-10-05,600.828
2004-10-06,602.903
2004-10-07,600.906
2004-10-08,607.883
2004-10-11,610.306
2004-10-12,603.043
2004-10-13,599.976
2004-10-14,595.891
2004-10-15,596.591
2004-10-18,593.291
2004-10-19,599.754
2004-10-20,595.76
2004-10-21,596.118
2004-10-22,597.763
2004-10-25,594.46
2004-10-26,594.001
2004-10-27,596.527
2004-10-28,605.668
2004-10-29,604.438
2004-11-01,603.557
2004-11-02,609.344
2004-11-03,612.355
2004-11-04,616.182
2004-11-05,623.335
2004-11-08,619.884
2004-11-09,618.441
2004-11-10,614.319
2004-11-11,611.936
2004-11-12,622.929
2004-11-15,631.702
2004-11-16,631.602
2004-11-17,635.247
2004-11-18,631.946
2004-11-19,638.011
2004-11-22,627.012
2004-11-23,627.212
2004-11-24,632.313
2004-11-25,636.792
2004-11-26,633.987
2004-11-29,639.842
2004-11-30,635.304
2004-12-01,629.422
2004-12-02,637.492
2004-12-03,642.031
2004-12-06,637.99
2004-12-07,632.935
2004-12-08,623.441
2004-12-09,617.561
2004-12-10,613.413
2004-12-13,619.987
2004-12-14,622.74
2004-12-15,632.067
2004-12-16,629.97
2004-12-17,634.333
2004-12-20,637.112
2004-12-21,636.519
2004-12-22,641.404
2004-12-23,644.026
2004-12-24,650.921
2004-12-27,653.639
2004-12-28,654.933
2004-12-29,650.174
2004-12-30,660.938
2004-12-31,665.04
2005-01-03,661.935
2005-01-04,655.661
2005-01-05,652.311
2005-01-06,647.902
2005-01-07,648.05
2005-01-10,650.5
2005-01-11,657.783
2005-01-12,662.145
2005-01-13,658.058
2005-01-14,657.36
2005-01-17,661.397
2005-01-18,655.635
2005-01-19,656.831
2005-01-20,648.544
2005-01-21,649.571
2005-01-24,653.705
2005-01-25,647.589
2005-01-26,658.618
2005-01-27,656.445
2005-01-28,654.316
2005-01-31,657.439
2005-02-01,653.991
2005-02-02,658.976
2005-02-03,653.451
2005-02-04,658.148
2005-02-07,658.582
2005-02-08,650.946
2005-02-09,653.448
2005-02-10,659.891
2005-02-11,659.111
2005-02-14,665.184
2005-02-15,666.62
2005-02-16,661.376
2005-02-17,660.916
2005-02-18,662.991
2005-02-21,665.092
2005-02-22,669.467
2005-02-23,658.921
2005-02-24,658.464
2005-02-25,664.301
2005-02-28,674.839
2005-03-01,674.338
2005-03-02,675.19
2005-03-03,676.03
2005-03-04,681.204
2005-03-07,680.8
2005-03-08,684.052
2005-03-09,688.631
2005-03-10,684.615
2005-03-11,687.524
2005-03-14,680.313
2005-03-15,682.017
2005-03-16,687.918
2005-03-17,682.428
2005-03-18,684.468
2005-03-21,683.082
2005-03-22,683.601
2005-03-23,671.606
2005-03-24,665.979
2005-03-25,668.258
2005-03-28,668.049
2005-03-29,656.348
2005-03-30,655.156
2005-03-31,663.011
2005-04-01,663.059
2005-04-04,656.348
2005-04-05,659.141
2005-04-06,660.62
2005-04-07,663.479
2005-04-08,664.661
2005-04-11,663.926
2005-04-12,657.935
2005-04-13,661.9
2005-04-14,652.592
2005-04-15,647.662
2005-04-18,628.6
2005-04-19,639.58
2005-04-20,642.599
2005-04-21,638.067
2005-04-22,648.448
2005-04-25,650.143
2005-04-26,648.661
2005-04-27,649.288
2005-04-28,651.013
2005-04-29,655.316
2005-05-02,654.27
2005-05-03,653.027
2005-05-04,656.727
2005-05-05,656.894
2005-05-06,663.97
2005-05-09,659.352
2005-05-10,659.649
2005-05-11,657.838
2005-05-12,651.666
2005-05-13,646.088
2005-05-16,638.883
2005-05-17,633.729
2005-05-18,633.343
2005-05-19,641.113
2005-05-20,638.366
2005-05-23,645.985
2005-05-24,646.878
2005-05-25,640.776
2005-05-26,638.782
2005-05-27,643.168
2005-05-30,648.328
2005-05-31,648.135
2005-06-01,648.841
2005-06-02,649.165
2005-06-03,653.242
2005-06-06,657.382
2005-06-07,656.181
2005-06-08,660.038
2005-06-09,651.87
2005-06-10,651.715
2005-06-13,647.23
2005-06-14,649.494
2005-06-15,652.746
2005-06-16,655.475
2005-06-17,663.392
2005-06-20,659.845
2005-06-21,663.621
2005-06-22,663.779
2005-06-23,663.261
2005-06-24,659.534
2005-06-27,654.572
2005-06-28,656.395
2005-06-29,655.817
2005-06-30,655.107
2005-07-01,651.298
2005-07-04,653.44
2005-07-05,650.499
2005-07-06,649.78
2005-07-07,645.632
2005-07-08,644.064
2005-07-11,650.312
2005-07-12,656.001
2005-07-13,650.096
2005-07-14,654.242
2005-07-15,654.401
2005-07-18,657.499
2005-07-19,651.501
2005-07-20,652.344
2005-07-21,667.536
2005-07-22,665.413
2005-07-25,662.801
2005-07-26,658.879
2005-07-27,662.449
2005-07-28,663.395
2005-07-29,667.63
2005-08-01,669.587
2005-08-02,673.413
2005-08-03,676.235
2005-08-04,672.365
2005-08-05,662.055
2005-08-08,664.871
2005-08-09,667.712
2005-08-10,684.824
2005-08-11,695.922
2005-08-12,698.233
2005-08-15,698.679
2005-08-16,701.791
2005-08-17,698.345
2005-08-18,692.243
2005-08-19,689.145
2005-08-22,702.916
2005-08-23,701.894
2005-08-24,701.358
2005-08-25,700.985
2005-08-26,705.108
2005-08-29,692.567
2005-08-30,695.144
2005-08-31,697.551
2005-09-01,708.818
2005-09-02,713.044
2005-09-05,719.129
2005-09-06,715.009
2005-09-07,713.346
2005-09-08,709.381
2005-09-09,719.806
2005-09-12,724.63
2005-09-13,722.308
2005-09-14,725.439
2005-09-15,729.556
2005-09-16,726.884
2005-09-19,726.782
2005-09-20,738.699
2005-09-21,742.753
2005-09-22,739.792
2005-09-23,735.466
2005-09-26,749.167
2005-09-27,743.043
2005-09-28,754.884
2005-09-29,771.398
2005-09-30,760.038
2005-10-03,755.537
2005-10-04,758.076
2005-10-05,749.627
2005-10-06,733.969
2005-10-07,733.755
2005-10-10,732.323
2005-10-11,744.815
2005-10-12,745.039
2005-10-13,739.917
2005-10-14,739.51
2005-10-17,735.761
2005-10-18,731.447
2005-10-19,725.871
2005-10-20,727.987
2005-10-21,726.16
2005-10-24,723.701
2005-10-25,734.806
2005-10-26,737.106
2005-10-27,746.855
2005-10-28,739.617
2005-10-31,746.696
2005-11-01,755.952
2005-11-02,754.492
2005-11-03,754.344
2005-11-04,753.701
2005-11-07,757.025
