Date,DENMARK SMID GROWTH SMID (Small+Mid Cap)
2001-08-28,274.956
2001-08-29,271.959
2001-08-30,265.031
2001-08-31,259.21
2001-09-03,257.28
2001-09-04,252.539
2001-09-05,247.278
2001-09-06,243.162
2001-09-07,247.808
2001-09-10,241.83
2001-09-11,235.241
2001-09-12,237.371
2001-09-13,240.662
2001-09-14,241.356
2001-09-17,226.435
2001-09-18,219.896
2001-09-19,221.818
2001-09-20,211.019
2001-09-21,198.769
2001-09-24,203.862
2001-09-25,210.507
2001-09-26,216.632
2001-09-27,217.205
2001-09-28,223.472
2001-10-01,217.39
2001-10-02,219.597
2001-10-03,220.838
2001-10-04,225.279
2001-10-05,225.162
2001-10-08,224.893
2001-10-09,233.031
2001-10-10,233.85
2001-10-11,238.331
2001-10-12,236.314
2001-10-15,237.29
2001-10-16,237.784
2001-10-17,239.741
2001-10-18,233.418
2001-10-19,235.734
2001-10-22,237.275
2001-10-23,237.646
2001-10-24,236.044
2001-10-25,232.143
2001-10-26,234.69
2001-10-29,236.097
2001-10-30,230.948
2001-10-31,231.699
2001-11-01,232.166
2001-11-02,229.437
2001-11-05,232.089
2001-11-06,231.966
2001-11-07,233.153
2001-11-08,239.201
2001-11-09,240.861
2001-11-12,238.668
2001-11-13,239.898
2001-11-14,238.75
2001-11-15,238.93
2001-11-16,239.647
2001-11-19,241.041
2001-11-20,239.584
2001-11-21,240.384
2001-11-22,241.301
2001-11-23,241.265
2001-11-26,244.993
2001-11-27,248.883
2001-11-28,245.366
2001-11-29,244.943
2001-11-30,244.891
2001-12-03,236.319
2001-12-04,235.089
2001-12-05,241.108
2001-12-06,237.418
2001-12-07,236.401
2001-12-10,235.515
2001-12-11,233.671
2001-12-12,230.753
2001-12-13,228.972
2001-12-14,226.887
2001-12-17,223.927
2001-12-18,226.483
2001-12-19,227.652
2001-12-20,229.583
2001-12-21,224.032
2001-12-24,221.855
2001-12-25,221.855
2001-12-26,222.04
2001-12-27,227.335
2001-12-28,230.471
2001-12-31,232.727
2002-01-01,232.727
2002-01-02,237.733
2002-01-03,238.583
2002-01-04,235.299
2002-01-07,233.012
2002-01-08,231.188
2002-01-09,232.205
2002-01-10,233.866
2002-01-11,236.666
2002-01-14,233.342
2002-01-15,232.644
2002-01-16,227.912
2002-01-17,227.078
2002-01-18,228.958
2002-01-21,229.459
2002-01-22,230.681
2002-01-23,231.12
2002-01-24,231.975
2002-01-25,225.948
2002-01-28,223.845
2002-01-29,222.022
2002-01-30,218.34
2002-01-31,220.1
2002-02-01,221.905
2002-02-04,221.907
2002-02-05,220.848
2002-02-06,219.028
2002-02-07,219.97
2002-02-08,221.885
2002-02-11,227.04
2002-02-12,226.86
2002-02-13,224.7
2002-02-14,226.175
2002-02-15,228.036
2002-02-18,225.574
2002-02-19,224.589
2002-02-20,227.973
2002-02-21,231.714
2002-02-22,234.262
2002-02-25,233.811
2002-02-26,235.376
2002-02-27,237.019
2002-02-28,235.825
2002-03-01,235.032
2002-03-04,236.107
2002-03-05,233.228
2002-03-06,233.774
2002-03-07,234.369
2002-03-08,239.681
2002-03-11,241.097
2002-03-12,238.965
2002-03-13,241.044
2002-03-14,244.688
2002-03-15,243.612
2002-03-18,246.847
2002-03-19,250.726
2002-03-20,251.166
2002-03-21,249.847
2002-03-22,249.461
2002-03-25,248.944
2002-03-26,249.582
2002-03-27,249.475
2002-03-28,249.353
2002-03-29,249.353
2002-04-01,251.407
2002-04-02,252.207
2002-04-03,249.853
2002-04-04,247.572
2002-04-05,247.649
2002-04-08,244.758
2002-04-09,245.103
2002-04-10,242.431
2002-04-11,243.572
2002-04-12,243.184
2002-04-15,242.607
2002-04-16,242.103
2002-04-17,241.546
2002-04-18,238.817
2002-04-19,241.211
2002-04-22,240.452
2002-04-23,238.654
2002-04-24,237.326
2002-04-25,236.089
2002-04-26,236.087
2002-04-29,237.815
2002-04-30,241.722
2002-05-01,244.511
2002-05-02,247.651
2002-05-03,249.421
2002-05-06,251.121
2002-05-07,254.339
2002-05-08,254.567
2002-05-09,254.511
2002-05-10,252.936
2002-05-13,251.508
2002-05-14,248.942
2002-05-15,248.193
2002-05-16,247.433
2002-05-17,251.472
2002-05-20,251.556
2002-05-21,252.208
2002-05-22,250.848
2002-05-23,252.594
2002-05-24,252.107
2002-05-27,250.482
2002-05-28,248.66
2002-05-29,247.532
2002-05-30,252.114
2002-05-31,255.897
2002-06-03,258.07
2002-06-04,255.168
2002-06-05,253.566
2002-06-06,261.98
2002-06-07,256.925
2002-06-10,257.289
2002-06-11,256.758
2002-06-12,256.817
2002-06-13,253.479
2002-06-14,247.644
2002-06-17,249.12
2002-06-18,249.504
2002-06-19,244.82
2002-06-20,241.699
2002-06-21,241.677
2002-06-24,236.993
2002-06-25,242.732
2002-06-26,245.677
2002-06-27,250.815
2002-06-28,254.449
2002-07-01,255.817
2002-07-02,253.945
2002-07-03,247.142
2002-07-04,246.809
2002-07-05,250.881
2002-07-08,254.115
2002-07-09,251.802
2002-07-10,247.783
2002-07-11,241.168
2002-07-12,243.221
2002-07-15,244.474
2002-07-16,242.954
2002-07-17,246.985
2002-07-18,248.306
2002-07-19,246.294
2002-07-22,239.446
2002-07-23,228.601
2002-07-24,212.182
2002-07-25,223.915
2002-07-26,220.672
2002-07-29,224.905
2002-07-30,226.371
2002-07-31,222.937
2002-08-01,223.778
2002-08-02,222.32
2002-08-05,217.39
2002-08-06,211.553
2002-08-07,215.124
2002-08-08,215.202
2002-08-09,216.409
2002-08-12,216.86
2002-08-13,217.15
2002-08-14,214.921
2002-08-15,216.209
2002-08-16,215.075
2002-08-19,216.296
2002-08-20,216.764
2002-08-21,222.674
2002-08-22,217.25
2002-08-23,212.48
2002-08-26,211.691
2002-08-27,212.333
2002-08-28,213.375
2002-08-29,215.223
2002-08-30,215.255
2002-09-02,216.424
2002-09-03,215.54
2002-09-04,212.512
2002-09-05,209.876
2002-09-06,212.471
2002-09-09,208.402
2002-09-10,207.808
2002-09-11,207.727
2002-09-12,205.141
2002-09-13,203.451
2002-09-16,197.859
2002-09-17,197.244
2002-09-18,192.437
2002-09-19,188.873
2002-09-20,193.461
2002-09-23,190.042
2002-09-24,184.049
2002-09-25,181.262
2002-09-26,181.98
2002-09-27,185.446
2002-09-30,182.867
2002-10-01,178.16
2002-10-02,180.22
2002-10-03,176.02
2002-10-04,177.308
2002-10-07,176.4
2002-10-08,176.564
2002-10-09,171.6
2002-10-10,169.533
2002-10-11,175.501
2002-10-14,174.566
2002-10-15,182.156
2002-10-16,179.643
2002-10-17,182.138
2002-10-18,183.165
2002-10-21,183.843
2002-10-22,184.85
2002-10-23,180.842
2002-10-24,181.436
2002-10-25,179.541
2002-10-28,184.618
2002-10-29,177.523
2002-10-30,180.343
2002-10-31,184.647
2002-11-01,183.781
2002-11-04,186.872
2002-11-05,187.988
2002-11-06,185.876
2002-11-07,183.464
2002-11-08,183.672
2002-11-11,183.375
2002-11-12,182.644
2002-11-13,179.487
2002-11-14,179.148
2002-11-15,181.264
2002-11-18,184.689
2002-11-19,184.801
2002-11-20,181.592
2002-11-21,183.027
2002-11-22,184.193
2002-11-25,183.609
2002-11-26,182.353
2002-11-27,174.824
2002-11-28,176.052
2002-11-29,177.746
2002-12-02,178.266
2002-12-03,175.793
2002-12-04,174.894
2002-12-05,174.251
2002-12-06,174.115
2002-12-09,174.853
2002-12-10,176.77
2002-12-11,178.484
2002-12-12,180.202
2002-12-13,179.656
2002-12-16,182.426
2002-12-17,189.647
2002-12-18,186.983
2002-12-19,184.541
2002-12-20,181.36
2002-12-23,182.388
2002-12-24,183.152
2002-12-25,183.152
2002-12-26,183.606
2002-12-27,184.656
2002-12-30,186.507
2002-12-31,187.198
2003-01-01,187.198
2003-01-02,188.687
2003-01-03,190.049
2003-01-06,191.847
2003-01-07,189.415
2003-01-08,187.334
2003-01-09,189.545
2003-01-10,191.449
2003-01-13,190.978
2003-01-14,190.304
2003-01-15,188.614
2003-01-16,190.337
2003-01-17,189.459
2003-01-20,188.806
2003-01-21,188.242
2003-01-22,186.533
2003-01-23,182.645
2003-01-24,183.503
2003-01-27,179.161
2003-01-28,175.733
2003-01-29,175.918
2003-01-30,175.785
2003-01-31,173.276
2003-02-03,174.62
2003-02-04,169.951
2003-02-05,169.218
2003-02-06,170.401
2003-02-07,170.313
2003-02-10,166.962
2003-02-11,164.61
2003-02-12,163.212
2003-02-13,163.804
2003-02-14,164.943
2003-02-17,164.592
2003-02-18,164.682
2003-02-19,165.147
2003-02-20,162.166
2003-02-21,159.98
2003-02-24,159.409
2003-02-25,155.92
2003-02-26,155.606
2003-02-27,156.398
2003-02-28,159.084
2003-03-03,160.811
2003-03-04,159.764
2003-03-05,160.153
2003-03-06,155.837
2003-03-07,155.905
2003-03-10,152.666
2003-03-11,152.635
2003-03-12,152.915
2003-03-13,153.197
2003-03-14,158.834
2003-03-17,159.64
2003-03-18,161.377
2003-03-19,161.402
2003-03-20,161.706
2003-03-21,166.061
2003-03-24,166.796
2003-03-25,167.801
2003-03-26,168.048
2003-03-27,166.3
2003-03-28,169.756
2003-03-31,168.829
2003-04-01,168.118
2003-04-02,170.47
2003-04-03,172.544
2003-04-04,173.756
2003-04-07,177.485
2003-04-08,174.379
2003-04-09,174.331
2003-04-10,175.177
2003-04-11,175.817
2003-04-14,177.154
2003-04-15,179.258
2003-04-16,179.022
2003-04-17,179.881
2003-04-18,179.881
2003-04-21,179.112
2003-04-22,181.591
2003-04-23,185.294
2003-04-24,185.576
2003-04-25,184.325
2003-04-28,185.532
2003-04-29,188.227
2003-04-30,190.508
2003-05-01,193.063
2003-05-02,192.915
2003-05-05,196.687
2003-05-06,194.326
2003-05-07,195.985
2003-05-08,195.218
2003-05-09,195.281
2003-05-12,195.712
2003-05-13,195.409
2003-05-14,197.628
2003-05-15,202.135
2003-05-16,203.46
2003-05-19,203.542
2003-05-20,204.724
2003-05-21,205.092
2003-05-22,205.692
2003-05-23,205.49
2003-05-26,205.103
2003-05-27,202.73
2003-05-28,203.91
2003-05-29,205.42
2003-05-30,208.639
2003-06-02,212.155
2003-06-03,211.082
2003-06-04,211.366
2003-06-05,214.44
2003-06-06,215.223
2003-06-09,216.384
2003-06-10,216.267
2003-06-11,220.965
2003-06-12,221.565
2003-06-13,222.832
2003-06-16,224.194
2003-06-17,225.365
2003-06-18,222.799
2003-06-19,220.548
2003-06-20,220.216
2003-06-23,216.763
2003-06-24,212.967
2003-06-25,216.31
2003-06-26,213.58
2003-06-27,214.529
2003-06-30,212.934
2003-07-01,214.037
2003-07-02,213.75
2003-07-03,215.173
2003-07-04,213.454
2003-07-07,212.75
2003-07-08,215.153
2003-07-09,215.829
2003-07-10,215.618
2003-07-11,213.595
2003-07-14,216.244
2003-07-15,217.662
2003-07-16,216.273
2003-07-17,216.677
2003-07-18,217.943
2003-07-21,218.323
2003-07-22,219.405
2003-07-23,222.487
2003-07-24,225.098
2003-07-25,224.568
2003-07-28,224.173
2003-07-29,223.653
2003-07-30,221.574
2003-07-31,218.843
2003-08-01,219.959
2003-08-04,222.035
2003-08-05,222.108
2003-08-06,221.69
2003-08-07,222.925
2003-08-08,222.814
2003-08-11,222.674
2003-08-12,223.194
2003-08-13,225.271
2003-08-14,223.489
2003-08-15,226.36
2003-08-18,225.615
2003-08-19,232.431
2003-08-20,238.333
2003-08-21,241.816
2003-08-22,241.369
2003-08-25,241.145
2003-08-26,239.882
2003-08-27,240.903
2003-08-28,241.539
2003-08-29,244.827
2003-09-01,247.871
2003-09-02,250.965
2003-09-03,257.528
2003-09-04,257.194
2003-09-05,258.833
2003-09-08,259.213
2003-09-09,259.99
2003-09-10,255.444
2003-09-11,256.927
2003-09-12,260.404
2003-09-15,261.721
2003-09-16,260.597
2003-09-17,262.072
2003-09-18,262.584
2003-09-19,266.035
2003-09-22,263.792
2003-09-23,262.773
2003-09-24,265.071
2003-09-25,261.145
2003-09-26,259.049
2003-09-29,258.657
2003-09-30,255.589
2003-10-01,259.518
2003-10-02,262.56
2003-10-03,264.597
2003-10-06,266.738
2003-10-07,267.156
2003-10-08,269.858
2003-10-09,270.289
2003-10-10,267.58
2003-10-13,266.169
2003-10-14,265.912
2003-10-15,269.286
2003-10-16,272.816
2003-10-17,270.283
2003-10-20,270.931
2003-10-21,274.132
2003-10-22,272.517
2003-10-23,271.369
2003-10-24,273.621
2003-10-27,272.547
2003-10-28,271.46
2003-10-29,272.494
2003-10-30,277.319
2003-10-31,277.071
2003-11-03,277.253
2003-11-04,278.109
2003-11-05,271.359
2003-11-06,267.298
2003-11-07,269.876
2003-11-10,268.081
2003-11-11,266.356
2003-11-12,271.396
2003-11-13,274.066
2003-11-14,275.295
2003-11-17,274.321
2003-11-18,277.751
2003-11-19,277.919
2003-11-20,275.592
2003-11-21,274.393
2003-11-24,270.807
2003-11-25,265.197
2003-11-26,266.752
2003-11-27,268.573
2003-11-28,264.096
2003-12-01,264.665
2003-12-02,266.91
2003-12-03,266.0
2003-12-04,265.761
2003-12-05,267.093
2003-12-08,266.731
2003-12-09,268.335
2003-12-10,267.774
2003-12-11,267.938
2003-12-12,273.412
2003-12-15,274.576
2003-12-16,272.604
2003-12-17,273.373
2003-12-18,273.363
2003-12-19,275.587
2003-12-22,277.334
2003-12-23,279.43
2003-12-24,280.19
2003-12-25,280.19
2003-12-26,280.094
2003-12-29,283.243
2003-12-30,284.008
2003-12-31,285.824
2004-01-01,285.824
2004-01-02,289.612
2004-01-05,293.163
2004-01-06,296.655
2004-01-07,295.607
2004-01-08,300.204
2004-01-09,305.615
2004-01-12,305.377
2004-01-13,304.809
2004-01-14,308.932
2004-01-15,309.796
2004-01-16,305.691
2004-01-19,304.926
2004-01-20,305.209
2004-01-21,304.352
2004-01-22,308.954
2004-01-23,308.688
2004-01-26,306.065
2004-01-27,310.915
2004-01-28,310.705
2004-01-29,305.055
2004-01-30,307.401
2004-02-02,308.832
2004-02-03,312.081
2004-02-04,312.908
2004-02-05,316.089
2004-02-06,323.146
2004-02-09,324.733
2004-02-10,322.954
2004-02-11,323.822
2004-02-12,329.585
2004-02-13,327.804
2004-02-16,326.35
2004-02-17,326.792
2004-02-18,326.744
2004-02-19,322.156
2004-02-20,318.355
2004-02-23,318.105
2004-02-24,321.764
2004-02-25,320.055
2004-02-26,320.635
2004-02-27,323.2
2004-03-01,323.756
2004-03-02,320.644
2004-03-03,314.23
2004-03-04,316.691
2004-03-05,324.235
2004-03-08,321.472
2004-03-09,321.624
2004-03-10,315.841
2004-03-11,312.268
2004-03-12,310.28
2004-03-15,308.724
2004-03-16,312.166
2004-03-17,311.099
2004-03-18,314.241
2004-03-19,312.762
2004-03-22,308.602
2004-03-23,306.345
2004-03-24,303.959
2004-03-25,308.349
2004-03-26,307.873
2004-03-29,310.378
2004-03-30,310.167
2004-03-31,312.406
2004-04-01,314.198
2004-04-02,312.781
2004-04-05,310.124
2004-04-06,309.985
2004-04-07,314.725
2004-04-08,313.069
2004-04-09,313.069
2004-04-12,312.169
2004-04-13,310.424
2004-04-14,309.83
2004-04-15,310.459
2004-04-16,314.846
2004-04-19,315.898
2004-04-20,314.974
2004-04-21,313.124
2004-04-22,313.404
2004-04-23,314.83
2004-04-26,315.822
2004-04-27,316.647
2004-04-28,313.566
2004-04-29,313.032
2004-04-30,312.489
2004-05-03,313.058
2004-05-04,316.067
2004-05-05,316.39
2004-05-06,310.849
2004-05-07,306.531
2004-05-10,301.295
2004-05-11,300.405
2004-05-12,302.253
2004-05-13,304.7
2004-05-14,304.389
2004-05-17,303.836
2004-05-18,301.937
2004-05-19,308.777
2004-05-20,306.045
2004-05-21,309.275
2004-05-24,306.249
2004-05-25,309.346
2004-05-26,309.461
2004-05-27,316.129
2004-05-28,314.661
2004-05-31,314.661
2004-06-01,315.95
2004-06-02,321.746
2004-06-03,318.987
2004-06-04,319.799
2004-06-07,324.074
2004-06-08,325.483
2004-06-09,320.339
2004-06-10,321.118
2004-06-11,319.998
2004-06-14,319.121
2004-06-15,321.526
2004-06-16,322.848
2004-06-17,320.648
2004-06-18,324.276
2004-06-21,325.094
2004-06-22,325.154
2004-06-23,325.483
2004-06-24,329.016
2004-06-25,327.356
2004-06-28,330.657
2004-06-29,328.414
2004-06-30,330.514
2004-07-01,332.456
2004-07-02,336.036
2004-07-05,334.628
2004-07-06,334.755
2004-07-07,336.678
2004-07-08,337.198
2004-07-09,335.387
2004-07-12,337.367
2004-07-13,335.115
2004-07-14,337.107
2004-07-15,337.045
2004-07-16,338.803
2004-07-19,337.3
2004-07-20,334.378
2004-07-21,331.027
2004-07-22,328.344
2004-07-23,324.924
2004-07-26,324.57
2004-07-27,322.723
2004-07-28,318.304
2004-07-29,320.097
2004-07-30,321.101
2004-08-02,322.242
2004-08-03,325.175
2004-08-04,322.752
2004-08-05,322.005
2004-08-06,323.606
2004-08-09,318.494
2004-08-10,321.386
2004-08-11,317.074
2004-08-12,318.972
2004-08-13,320.161
2004-08-16,320.364
2004-08-17,323.16
2004-08-18,322.839
2004-08-19,324.729
2004-08-20,322.896
2004-08-23,321.069
2004-08-24,316.105
2004-08-25,315.629
2004-08-26,316.85
2004-08-27,317.136
2004-08-30,317.244
2004-08-31,320.517
2004-09-01,322.705
2004-09-02,324.856
2004-09-03,321.807
2004-09-06,324.224
2004-09-07,324.194
2004-09-08,325.654
2004-09-09,326.268
2004-09-10,331.534
2004-09-13,330.284
2004-09-14,330.153
2004-09-15,325.098
2004-09-16,326.436
2004-09-17,328.022
2004-09-20,326.559
2004-09-21,331.248
2004-09-22,331.201
2004-09-23,334.733
2004-09-24,335.01
2004-09-27,334.295
2004-09-28,334.698
2004-09-29,336.556
2004-09-30,339.803
2004-10-01,342.238
2004-10-04,340.281
2004-10-05,340.262
2004-10-06,339.85
2004-10-07,337.927
2004-10-08,340.722
2004-10-11,335.942
2004-10-12,332.842
2004-10-13,333.478
2004-10-14,335.845
2004-10-15,338.063
2004-10-18,337.933
2004-10-19,340.501
2004-10-20,339.358
2004-10-21,339.265
2004-10-22,340.909
2004-10-25,339.275
2004-10-26,337.41
2004-10-27,339.966
2004-10-28,341.947
2004-10-29,341.196
2004-11-01,343.926
2004-11-02,345.706
2004-11-03,347.516
2004-11-04,348.625
2004-11-05,352.553
2004-11-08,352.586
2004-11-09,353.591
2004-11-10,356.444
2004-11-11,358.605
2004-11-12,358.895
2004-11-15,359.206
2004-11-16,357.284
2004-11-17,359.064
2004-11-18,356.705
2004-11-19,360.566
2004-11-22,358.79
2004-11-23,362.603
2004-11-24,367.797
2004-11-25,370.753
2004-11-26,366.261
2004-11-29,367.813
2004-11-30,366.472
2004-12-01,367.933
2004-12-02,368.234
2004-12-03,371.622
2004-12-06,372.977
2004-12-07,372.692
2004-12-08,364.925
2004-12-09,360.458
2004-12-10,360.782
2004-12-13,365.614
2004-12-14,366.644
2004-12-15,372.922
2004-12-16,368.32
2004-12-17,368.087
2004-12-20,372.719
2004-12-21,372.777
2004-12-22,377.727
2004-12-23,381.626
2004-12-24,382.529
2004-12-27,387.115
2004-12-28,386.126
2004-12-29,385.17
2004-12-30,388.43
2004-12-31,387.397
2005-01-03,390.291
2005-01-04,385.741
2005-01-05,381.016
2005-01-06,379.48
2005-01-07,376.987
2005-01-10,378.941
2005-01-11,380.565
2005-01-12,382.092
2005-01-13,380.958
2005-01-14,379.506
2005-01-17,379.241
2005-01-18,378.43
2005-01-19,379.768
2005-01-20,375.053
2005-01-21,377.04
2005-01-24,377.387
2005-01-25,378.634
2005-01-26,383.788
2005-01-27,382.084
2005-01-28,383.499
2005-01-31,384.291
2005-02-01,387.572
2005-02-02,390.275
2005-02-03,387.915
2005-02-04,388.733
2005-02-07,388.242
2005-02-08,383.941
2005-02-09,383.024
2005-02-10,386.643
2005-02-11,388.271
2005-02-14,391.034
2005-02-15,394.042
2005-02-16,393.859
2005-02-17,396.057
2005-02-18,396.779
2005-02-21,395.873
2005-02-22,400.187
2005-02-23,395.891
2005-02-24,397.482
2005-02-25,398.664
2005-02-28,404.101
2005-03-01,403.551
2005-03-02,402.57
2005-03-03,406.271
2005-03-04,412.151
2005-03-07,409.715
2005-03-08,409.923
2005-03-09,410.079
2005-03-10,410.319
2005-03-11,412.855
2005-03-14,410.605
2005-03-15,413.683
2005-03-16,415.754
2005-03-17,415.456
2005-03-18,413.156
2005-03-21,410.38
2005-03-22,409.867
2005-03-23,401.702
2005-03-24,400.265
2005-03-25,400.265
2005-03-28,397.46
2005-03-29,415.64
2005-03-30,416.697
2005-03-31,420.134
2005-04-01,423.396
2005-04-04,416.446
2005-04-05,421.632
2005-04-06,425.291
2005-04-07,432.099
2005-04-08,431.688
2005-04-11,432.23
2005-04-12,428.438
2005-04-13,430.76
2005-04-14,426.024
2005-04-15,424.907
2005-04-18,421.193
2005-04-19,423.38
2005-04-20,424.555
2005-04-21,426.175
2005-04-22,425.258
2005-04-25,423.617
2005-04-26,424.037
2005-04-27,420.337
2005-04-28,415.0
2005-04-29,413.295
2005-05-02,412.297
2005-05-03,414.328
2005-05-04,418.417
2005-05-05,417.886
2005-05-06,419.085
2005-05-09,421.012
2005-05-10,425.004
2005-05-11,426.208
2005-05-12,422.761
2005-05-13,418.269
2005-05-16,417.442
2005-05-17,417.98
2005-05-18,423.038
2005-05-19,422.459
2005-05-20,420.103
2005-05-23,425.331
2005-05-24,428.689
2005-05-25,428.576
2005-05-26,431.432
2005-05-27,429.313
2005-05-30,426.948
2005-05-31,423.559
2005-06-01,425.985
2005-06-02,428.06
2005-06-03,428.075
2005-06-06,427.878
2005-06-07,431.575
2005-06-08,436.27
2005-06-09,431.531
2005-06-10,430.378
2005-06-13,429.948
2005-06-14,431.059
2005-06-15,433.056
2005-06-16,435.705
2005-06-17,443.135
2005-06-20,441.502
2005-06-21,441.926
2005-06-22,441.728
2005-06-23,438.619
2005-06-24,436.854
2005-06-27,433.858
2005-06-28,433.119
2005-06-29,435.952
2005-06-30,437.994
2005-07-01,432.41
2005-07-04,431.916
2005-07-05,432.479
2005-07-06,434.476
2005-07-07,430.758
2005-07-08,436.866
2005-07-11,444.303
2005-07-12,448.77
2005-07-13,443.326
2005-07-14,444.634
2005-07-15,443.373
2005-07-18,445.191
2005-07-19,443.006
2005-07-20,439.769
2005-07-21,444.433
2005-07-22,445.552
2005-07-25,445.734
2005-07-26,444.981
2005-07-27,447.793
2005-07-28,451.784
2005-07-29,455.377
2005-08-01,459.86
2005-08-02,460.789
2005-08-03,467.202
2005-08-04,469.142
2005-08-05,469.567
2005-08-08,470.915
2005-08-09,468.939
2005-08-10,466.858
2005-08-11,469.134
2005-08-12,468.746
2005-08-15,468.091
2005-08-16,469.226
2005-08-17,470.758
2005-08-18,470.409
2005-08-19,469.336
2005-08-22,474.406
2005-08-23,472.428
2005-08-24,473.73
2005-08-25,472.369
2005-08-26,473.698
2005-08-29,470.167
2005-08-30,472.61
2005-08-31,481.05
2005-09-01,493.117
2005-09-02,498.187
2005-09-05,500.144
2005-09-06,502.944
2005-09-07,500.562
2005-09-08,497.716
2005-09-09,505.098
2005-09-12,501.677
2005-09-13,499.165
2005-09-14,500.899
2005-09-15,498.793
2005-09-16,499.8
2005-09-19,496.99
2005-09-20,499.11
2005-09-21,499.397
2005-09-22,496.355
2005-09-23,493.787
2005-09-26,494.193
2005-09-27,494.507
2005-09-28,495.175
2005-09-29,497.967
2005-09-30,503.274
2005-10-03,495.907
2005-10-04,496.858
2005-10-05,502.714
2005-10-06,501.307
2005-10-07,500.711
2005-10-10,501.983
2005-10-11,500.836
2005-10-12,500.336
2005-10-13,484.748
2005-10-14,486.126
2005-10-17,487.433
2005-10-18,480.469
2005-10-19,470.295
2005-10-20,473.661
2005-10-21,466.884
2005-10-24,479.123
2005-10-25,487.107
2005-10-26,488.018
2005-10-27,483.146
2005-10-28,480.951
2005-10-31,483.348
2005-11-01,482.4
2005-11-02,485.155
2005-11-03,485.4
2005-11-04,480.881
2005-11-07,481.301
2005-11-08,479.656
