Date,DENMARK SMID GROWTH SMID (Small+Mid Cap)
2003-01-08,189.734
2003-01-09,191.972
2003-01-10,193.9
2003-01-13,193.424
2003-01-14,192.742
2003-01-15,191.03
2003-01-16,192.774
2003-01-17,191.886
2003-01-20,191.224
2003-01-21,190.652
2003-01-22,188.922
2003-01-23,184.985
2003-01-24,185.853
2003-01-27,181.456
2003-01-28,177.983
2003-01-29,178.171
2003-01-30,178.037
2003-01-31,175.496
2003-02-03,176.857
2003-02-04,172.128
2003-02-05,171.385
2003-02-06,172.584
2003-02-07,172.494
2003-02-10,169.1
2003-02-11,166.718
2003-02-12,165.302
2003-02-13,165.902
2003-02-14,167.055
2003-02-17,166.7
2003-02-18,166.791
2003-02-19,167.262
2003-02-20,164.243
2003-02-21,162.029
2003-02-24,161.451
2003-02-25,157.917
2003-02-26,157.599
2003-02-27,158.401
2003-02-28,161.121
2003-03-03,162.87
2003-03-04,161.81
2003-03-05,162.204
2003-03-06,157.833
2003-03-07,157.901
2003-03-10,154.621
2003-03-11,154.589
2003-03-12,154.873
2003-03-13,155.159
2003-03-14,160.868
2003-03-17,161.685
2003-03-18,163.376
2003-03-19,163.402
2003-03-20,163.653
2003-03-21,168.061
2003-03-24,168.804
2003-03-25,169.822
2003-03-26,170.072
2003-03-27,168.302
2003-03-28,171.761
2003-03-31,170.823
2003-04-01,170.103
2003-04-02,172.483
2003-04-03,174.581
2003-04-04,175.809
2003-04-07,179.581
2003-04-08,176.438
2003-04-09,176.354
2003-04-10,177.119
2003-04-11,177.767
2003-04-14,179.119
2003-04-15,181.246
2003-04-16,181.007
2003-04-17,181.876
2003-04-18,181.876
2003-04-21,181.098
2003-04-22,183.605
2003-04-23,187.349
2003-04-24,187.613
2003-04-25,186.348
2003-04-28,187.543
2003-04-29,190.213
2003-04-30,192.513
2003-05-01,195.061
2003-05-02,194.911
2003-05-05,198.722
2003-05-06,196.336
2003-05-07,198.014
2003-05-08,197.238
2003-05-09,197.301
2003-05-12,197.738
2003-05-13,197.432
2003-05-14,199.673
2003-05-15,204.227
2003-05-16,205.565
2003-05-19,205.636
2003-05-20,206.831
2003-05-21,207.203
2003-05-22,207.809
2003-05-23,207.604
2003-05-26,207.213
2003-05-27,204.816
2003-05-28,206.008
2003-05-29,207.534
2003-05-30,210.785
2003-06-02,214.338
2003-06-03,213.254
2003-06-04,213.541
2003-06-05,216.647
2003-06-06,217.438
2003-06-09,218.611
2003-06-10,218.493
2003-06-11,223.239
2003-06-12,223.845
2003-06-13,225.125
2003-06-16,226.501
2003-06-17,227.684
2003-06-18,225.091
2003-06-19,222.817
2003-06-20,222.482
2003-06-23,218.993
2003-06-24,215.158
2003-06-25,218.536
2003-06-26,215.778
2003-06-27,216.737
2003-06-30,215.125
2003-07-01,216.239
2003-07-02,215.949
2003-07-03,217.387
2003-07-04,215.651
2003-07-07,214.939
2003-07-08,217.367
2003-07-09,218.05
2003-07-10,217.837
2003-07-11,215.792
2003-07-14,218.469
2003-07-15,219.902
2003-07-16,218.498
2003-07-17,218.907
2003-07-18,220.185
2003-07-21,220.57
2003-07-22,221.663
2003-07-23,224.776
2003-07-24,227.414
2003-07-25,226.878
2003-07-28,226.48
2003-07-29,225.954
2003-07-30,223.854
2003-07-31,221.095
2003-08-01,222.222
2003-08-04,224.319
2003-08-05,224.393
2003-08-06,223.972
2003-08-07,225.219
2003-08-08,225.106
2003-08-11,224.965
2003-08-12,225.491
2003-08-13,227.589
2003-08-14,225.789
2003-08-15,228.689
2003-08-18,227.936
2003-08-19,234.823
2003-08-20,240.786
2003-08-21,244.304
2003-08-22,243.853
2003-08-25,243.626
2003-08-26,242.351
2003-08-27,243.381
2003-08-28,244.024
2003-08-29,247.346
2003-09-01,250.421
2003-09-02,253.547
2003-09-03,260.177
2003-09-04,259.84
2003-09-05,261.497
2003-09-08,261.881
2003-09-09,262.665
2003-09-10,258.072
2003-09-11,259.57
2003-09-12,263.084
2003-09-15,264.414
2003-09-16,263.279
2003-09-17,264.769
2003-09-18,265.286
2003-09-19,268.772
2003-09-22,266.507
2003-09-23,265.477
2003-09-24,267.798
2003-09-25,263.832
2003-09-26,261.714
2003-09-29,261.318
2003-09-30,258.219
2003-10-01,262.188
2003-10-02,265.262
2003-10-03,267.319
2003-10-06,269.483
2003-10-07,269.904
2003-10-08,272.635
2003-10-09,273.07
2003-10-10,270.333
2003-10-13,268.855
2003-10-14,268.596
2003-10-15,272.004
2003-10-16,275.569
2003-10-17,273.011
2003-10-20,273.665
2003-10-21,276.899
2003-10-22,275.267
2003-10-23,274.108
2003-10-24,276.382
2003-10-27,275.297
2003-10-28,274.2
2003-10-29,275.244
2003-10-30,280.118
2003-10-31,279.867
2003-11-03,280.051
2003-11-04,280.916
2003-11-05,274.097
2003-11-06,269.995
2003-11-07,272.6
2003-11-10,270.786
2003-11-11,269.045
2003-11-12,274.135
2003-11-13,276.832
2003-11-14,278.073
2003-11-17,277.09
2003-11-18,280.554
2003-11-19,280.724
2003-11-20,278.373
2003-11-21,277.163
2003-11-24,273.54
2003-11-25,267.874
2003-11-26,269.444
2003-11-27,271.283
2003-11-28,266.761
2003-12-01,267.336
2003-12-02,269.604
2003-12-03,268.685
2003-12-04,268.443
2003-12-05,269.789
2003-12-08,269.423
2003-12-09,271.043
2003-12-10,270.476
2003-12-11,270.642
2003-12-12,276.172
2003-12-15,277.347
2003-12-16,275.356
2003-12-17,276.088
2003-12-18,276.073
2003-12-19,278.318
2003-12-22,280.083
2003-12-23,282.2
2003-12-24,282.967
2003-12-25,282.967
2003-12-26,282.87
2003-12-29,286.05
2003-12-30,286.823
2003-12-31,288.657
2004-01-01,288.657
2004-01-02,292.483
2004-01-05,296.068
2004-01-06,299.595
2004-01-07,298.536
2004-01-08,303.179
2004-01-09,308.644
2004-01-12,308.403
2004-01-13,307.83
2004-01-14,311.994
2004-01-15,312.867
2004-01-16,308.72
2004-01-19,307.948
2004-01-20,308.234
2004-01-21,307.368
2004-01-22,312.016
2004-01-23,311.747
2004-01-26,309.098
2004-01-27,313.996
2004-01-28,313.784
2004-01-29,308.078
2004-01-30,310.448
2004-02-02,311.892
2004-02-03,315.174
2004-02-04,316.009
2004-02-05,319.222
2004-02-06,326.348
2004-02-09,327.951
2004-02-10,326.155
2004-02-11,327.032
2004-02-12,332.851
2004-02-13,331.052
2004-02-16,329.584
2004-02-17,330.03
2004-02-18,329.982
2004-02-19,325.349
2004-02-20,321.51
2004-02-23,321.257
2004-02-24,324.953
2004-02-25,323.227
2004-02-26,323.78
2004-02-27,326.37
2004-03-01,326.931
2004-03-02,323.789
2004-03-03,317.312
2004-03-04,319.797
2004-03-05,327.415
2004-03-08,324.625
2004-03-09,324.778
2004-03-10,318.938
2004-03-11,315.331
2004-03-12,313.323
2004-03-15,311.752
2004-03-16,315.228
2004-03-17,314.15
2004-03-18,317.323
2004-03-19,315.624
2004-03-22,311.426
2004-03-23,309.148
2004-03-24,306.74
2004-03-25,311.17
2004-03-26,310.69
2004-03-29,313.218
2004-03-30,313.005
2004-03-31,315.264
2004-04-01,316.871
2004-04-02,315.397
2004-04-05,312.718
2004-04-06,312.578
2004-04-07,317.357
2004-04-08,315.688
2004-04-09,315.688
2004-04-12,314.779
2004-04-13,313.021
2004-04-14,312.387
2004-04-15,313.021
2004-04-16,317.425
2004-04-19,318.486
2004-04-20,317.555
2004-04-21,315.689
2004-04-22,315.972
2004-04-23,317.309
2004-04-26,318.309
2004-04-27,319.032
2004-04-28,315.893
2004-04-29,315.354
2004-04-30,314.778
2004-05-03,315.351
2004-05-04,318.382
2004-05-05,318.707
2004-05-06,313.126
2004-05-07,308.776
2004-05-10,303.502
2004-05-11,302.605
2004-05-12,304.466
2004-05-13,306.932
2004-05-14,306.619
2004-05-17,306.061
2004-05-18,304.148
2004-05-19,311.039
2004-05-20,308.286
2004-05-21,311.54
2004-05-24,308.492
2004-05-25,311.612
2004-05-26,311.728
2004-05-27,318.445
2004-05-28,316.965
2004-05-31,316.965
2004-06-01,318.264
2004-06-02,324.103
2004-06-03,321.323
2004-06-04,322.141
2004-06-07,326.447
2004-06-08,327.866
2004-06-09,322.686
2004-06-10,323.47
2004-06-11,322.341
2004-06-14,321.458
2004-06-15,323.881
2004-06-16,325.212
2004-06-17,322.996
2004-06-18,326.651
2004-06-21,327.474
2004-06-22,327.536
2004-06-23,327.867
2004-06-24,331.426
2004-06-25,329.754
2004-06-28,333.078
2004-06-29,330.82
2004-06-30,332.935
2004-07-01,334.891
2004-07-02,338.497
2004-07-05,337.079
2004-07-06,337.206
2004-07-07,339.143
2004-07-08,339.668
2004-07-09,337.843
2004-07-12,339.838
2004-07-13,337.569
2004-07-14,339.576
2004-07-15,339.514
2004-07-16,341.284
2004-07-19,339.771
2004-07-20,336.827
2004-07-21,333.451
2004-07-22,330.748
2004-07-23,327.304
2004-07-26,326.947
2004-07-27,325.086
2004-07-28,320.635
2004-07-29,322.442
2004-07-30,323.453
2004-08-02,324.602
2004-08-03,327.557
2004-08-04,325.116
2004-08-05,324.363
2004-08-06,325.976
2004-08-09,320.827
2004-08-10,323.74
2004-08-11,319.396
2004-08-12,321.308
2004-08-13,322.506
2004-08-16,322.711
2004-08-17,325.526
2004-08-18,325.203
2004-08-19,327.107
2004-08-20,325.261
2004-08-23,323.42
2004-08-24,318.42
2004-08-25,317.941
2004-08-26,319.171
2004-08-27,319.459
2004-08-30,319.567
2004-08-31,322.865
2004-09-01,325.069
2004-09-02,327.235
2004-09-03,324.164
2004-09-06,326.598
2004-09-07,326.568
2004-09-08,328.039
2004-09-09,328.657
2004-09-10,333.963
2004-09-13,332.703
2004-09-14,332.571
2004-09-15,327.479
2004-09-16,328.827
2004-09-17,330.424
2004-09-20,328.951
2004-09-21,333.674
2004-09-22,333.626
2004-09-23,337.184
2004-09-24,337.463
2004-09-27,336.743
2004-09-28,337.149
2004-09-29,339.021
2004-09-30,342.238
2004-10-01,344.69
2004-10-04,342.719
2004-10-05,342.7
2004-10-06,342.285
2004-10-07,340.349
2004-10-08,343.164
2004-10-11,338.349
2004-10-12,335.227
2004-10-13,335.867
2004-10-14,338.252
2004-10-15,340.485
2004-10-18,340.354
2004-10-19,342.941
2004-10-20,341.79
2004-10-21,341.696
2004-10-22,343.352
2004-10-25,341.706
2004-10-26,339.828
2004-10-27,342.402
2004-10-28,344.397
2004-10-29,343.641
2004-11-01,346.39
2004-11-02,348.183
2004-11-03,350.006
2004-11-04,351.123
2004-11-05,355.079
2004-11-08,355.112
2004-11-09,356.125
2004-11-10,358.998
2004-11-11,361.175
2004-11-12,361.467
2004-11-15,361.779
2004-11-16,359.844
2004-11-17,361.637
2004-11-18,359.261
2004-11-19,363.15
2004-11-22,361.36
2004-11-23,365.201
2004-11-24,370.432
2004-11-25,373.41
2004-11-26,368.885
2004-11-29,370.448
2004-11-30,369.098
2004-12-01,370.569
2004-12-02,370.873
2004-12-03,374.285
2004-12-06,375.649
2004-12-07,375.362
2004-12-08,367.54
2004-12-09,363.041
2004-12-10,363.313
2004-12-13,368.179
2004-12-14,369.207
2004-12-15,375.529
2004-12-16,370.895
2004-12-17,370.66
2004-12-20,375.324
2004-12-21,375.383
2004-12-22,380.368
2004-12-23,384.294
2004-12-24,385.203
2004-12-27,389.821
2004-12-28,388.825
2004-12-29,387.863
2004-12-30,391.145
2004-12-31,390.105
2005-01-03,393.019
2005-01-04,388.438
2005-01-05,383.679
2005-01-06,382.133
2005-01-07,379.622
2005-01-10,381.59
2005-01-11,383.225
2005-01-12,384.762
2005-01-13,383.621
2005-01-14,382.159
2005-01-17,381.892
2005-01-18,381.076
2005-01-19,382.423
2005-01-20,377.675
2005-01-21,379.675
2005-01-24,380.025
2005-01-25,381.281
2005-01-26,386.471
2005-01-27,384.755
2005-01-28,386.179
2005-01-31,386.977
2005-02-01,390.281
2005-02-02,393.003
2005-02-03,390.626
2005-02-04,391.45
2005-02-07,390.956
2005-02-08,386.625
2005-02-09,385.701
2005-02-10,389.346
2005-02-11,390.985
2005-02-14,393.767
2005-02-15,396.797
2005-02-16,396.612
2005-02-17,398.826
2005-02-18,399.553
2005-02-21,398.64
2005-02-22,402.984
2005-02-23,398.658
2005-02-24,400.162
2005-02-25,401.351
2005-02-28,406.825
2005-03-01,406.272
2005-03-02,405.284
2005-03-03,408.993
2005-03-04,414.912
2005-03-07,412.46
2005-03-08,412.669
2005-03-09,412.825
2005-03-10,413.068
2005-03-11,415.62
2005-03-14,413.355
2005-03-15,416.389
2005-03-16,418.474
2005-03-17,417.892
2005-03-18,415.579
2005-03-21,412.787
2005-03-22,412.27
2005-03-23,404.057
2005-03-24,402.612
2005-03-25,402.612
2005-03-28,399.79
2005-03-29,418.077
2005-03-30,419.141
2005-03-31,422.597
2005-04-01,425.878
2005-04-04,418.888
2005-04-05,424.104
2005-04-06,427.784
2005-04-07,434.632
2005-04-08,434.219
2005-04-11,434.764
2005-04-12,430.95
2005-04-13,433.286
2005-04-14,428.351
2005-04-15,427.228
2005-04-18,423.421
2005-04-19,425.563
2005-04-20,426.611
2005-04-21,428.234
2005-04-22,427.313
2005-04-25,425.52
2005-04-26,425.92
2005-04-27,422.203
2005-04-28,416.836
2005-04-29,415.093
2005-05-02,413.975
2005-05-03,416.013
2005-05-04,420.12
2005-05-05,419.587
2005-05-06,420.79
2005-05-09,422.725
2005-05-10,426.733
2005-05-11,427.942
2005-05-12,424.481
2005-05-13,419.971
2005-05-16,419.141
2005-05-17,419.681
2005-05-18,424.76
2005-05-19,424.178
2005-05-20,421.813
2005-05-23,427.061
2005-05-24,430.433
2005-05-25,430.32
2005-05-26,433.188
2005-05-27,431.06
2005-05-30,428.685
2005-05-31,425.283
2005-06-01,427.718
2005-06-02,429.802
2005-06-03,429.817
2005-06-06,429.618
2005-06-07,433.331
2005-06-08,438.045
2005-06-09,433.287
2005-06-10,432.129
2005-06-13,431.698
2005-06-14,432.813
2005-06-15,434.818
2005-06-16,437.478
2005-06-17,444.938
2005-06-20,443.299
2005-06-21,443.724
2005-06-22,443.525
2005-06-23,440.403
2005-06-24,438.631
2005-06-27,435.623
2005-06-28,434.881
2005-06-29,437.726
2005-06-30,439.776
2005-07-01,434.169
2005-07-04,433.673
2005-07-05,434.239
2005-07-06,436.244
2005-07-07,432.511
2005-07-08,438.644
2005-07-11,446.111
2005-07-12,450.596
2005-07-13,445.13
2005-07-14,446.443
2005-07-15,445.177
2005-07-18,447.002
2005-07-19,444.808
2005-07-20,441.558
2005-07-21,446.241
2005-07-22,447.365
2005-07-25,447.547
2005-07-26,446.791
2005-07-27,449.615
2005-07-28,453.622
2005-07-29,457.229
2005-08-01,461.731
2005-08-02,462.664
2005-08-03,469.103
2005-08-04,471.051
2005-08-05,471.477
2005-08-08,472.831
2005-08-09,470.847
2005-08-10,468.758
2005-08-11,471.043
2005-08-12,470.653
2005-08-15,469.996
2005-08-16,471.135
2005-08-17,472.673
2005-08-18,472.323
2005-08-19,471.246
2005-08-22,476.337
2005-08-23,474.351
2005-08-24,475.657
2005-08-25,474.291
2005-08-26,475.625
2005-08-29,472.08
2005-08-30,474.533
2005-08-31,483.007
2005-09-01,495.123
2005-09-02,500.214
2005-09-05,502.179
2005-09-06,504.991
2005-09-07,502.599
2005-09-08,499.741
2005-09-09,507.153
2005-09-12,503.718
2005-09-13,501.196
2005-09-14,502.937
2005-09-15,500.823
2005-09-16,501.833
2005-09-19,499.013
2005-09-20,501.141
2005-09-21,501.429
2005-09-22,498.375
2005-09-23,495.796
2005-09-26,496.204
2005-09-27,496.519
2005-09-28,497.19
2005-09-29,499.891
2005-09-30,505.217
2005-10-03,497.822
2005-10-04,498.777
2005-10-05,504.656
2005-10-06,503.243
2005-10-07,502.644
2005-10-10,503.921
2005-10-11,502.77
2005-10-12,502.268
2005-10-13,486.62
2005-10-14,488.004
2005-10-17,489.316
2005-10-18,482.325
2005-10-19,472.111
2005-10-20,475.49
2005-10-21,468.687
2005-10-24,480.973
2005-10-25,488.989
2005-10-26,489.902
2005-10-27,485.012
2005-10-28,482.809
2005-10-31,485.215
2005-11-01,484.263
2005-11-02,487.029
2005-11-03,487.274
2005-11-04,482.739
2005-11-07,483.16
2005-11-08,481.508
