Date,DENMARK SMID GROWTH SMID (Small+Mid Cap)
2001-01-01,327.361
2001-01-02,329.24
2001-01-03,326.449
2001-01-04,329.463
2001-01-05,326.106
2001-01-08,326.715
2001-01-09,324.166
2001-01-10,323.613
2001-01-11,327.472
2001-01-12,331.873
2001-01-15,329.587
2001-01-16,329.757
2001-01-17,334.902
2001-01-18,343.453
2001-01-19,340.108
2001-01-22,343.513
2001-01-23,346.977
2001-01-24,342.918
2001-01-25,340.241
2001-01-26,341.635
2001-01-29,340.745
2001-01-30,344.243
2001-01-31,350.365
2001-02-01,349.087
2001-02-02,343.33
2001-02-05,342.211
2001-02-06,342.812
2001-02-07,342.423
2001-02-08,340.163
2001-02-09,341.621
2001-02-12,341.823
2001-02-13,335.587
2001-02-14,330.876
2001-02-15,328.091
2001-02-16,329.882
2001-02-19,327.578
2001-02-20,324.803
2001-02-21,326.039
2001-02-22,324.327
2001-02-23,319.798
2001-02-26,319.864
2001-02-27,325.001
2001-02-28,318.733
2001-03-01,316.174
2001-03-02,314.004
2001-03-05,307.78
2001-03-06,310.392
2001-03-07,310.988
2001-03-08,311.23
2001-03-09,310.051
2001-03-12,302.025
2001-03-13,290.587
2001-03-14,284.462
2001-03-15,282.661
2001-03-16,275.016
2001-03-19,270.478
2001-03-20,277.637
2001-03-21,275.7
2001-03-22,263.353
2001-03-23,269.999
2001-03-26,280.434
2001-03-27,283.223
2001-03-28,275.464
2001-03-29,271.866
2001-03-30,270.96
2001-04-02,258.012
2001-04-03,250.794
2001-04-04,253.636
2001-04-05,258.461
2001-04-06,259.667
2001-04-09,261.382
2001-04-10,266.665
2001-04-11,267.305
2001-04-12,268.173
2001-04-13,268.173
2001-04-16,268.524
2001-04-17,267.686
2001-04-18,277.444
2001-04-19,282.118
2001-04-20,282.51
2001-04-23,277.248
2001-04-24,273.873
2001-04-25,273.865
2001-04-26,278.964
2001-04-27,282.175
2001-04-30,286.577
2001-05-01,287.789
2001-05-02,288.748
2001-05-03,287.353
2001-05-04,289.395
2001-05-07,290.738
2001-05-08,290.037
2001-05-09,288.052
2001-05-10,295.844
2001-05-11,293.483
2001-05-14,294.567
2001-05-15,297.851
2001-05-16,294.964
2001-05-17,295.438
2001-05-18,295.236
2001-05-21,298.175
2001-05-22,300.063
2001-05-23,297.348
2001-05-24,296.25
2001-05-25,298.894
2001-05-28,297.997
2001-05-29,297.021
2001-05-30,297.216
2001-05-31,293.512
2001-06-01,290.657
2001-06-04,291.06
2001-06-05,291.171
2001-06-06,288.763
2001-06-07,290.615
2001-06-08,288.822
2001-06-11,284.421
2001-06-12,282.371
2001-06-13,283.95
2001-06-14,284.598
2001-06-15,281.465
2001-06-18,279.24
2001-06-19,274.99
2001-06-20,272.502
2001-06-21,273.516
2001-06-22,273.828
2001-06-25,279.832
2001-06-26,276.532
2001-06-27,281.562
2001-06-28,279.213
2001-06-29,279.661
2001-07-02,280.855
2001-07-03,281.285
2001-07-04,276.708
2001-07-05,272.636
2001-07-06,274.434
2001-07-09,276.277
2001-07-10,278.353
2001-07-11,278.254
2001-07-12,275.08
2001-07-13,274.996
2001-07-16,272.869
2001-07-17,271.233
2001-07-18,278.486
2001-07-19,280.934
2001-07-20,282.348
2001-07-23,279.706
2001-07-24,279.1
2001-07-25,279.197
2001-07-26,278.917
2001-07-27,279.245
2001-07-30,282.512
2001-07-31,285.08
2001-08-01,292.854
2001-08-02,293.639
2001-08-03,295.06
2001-08-06,291.559
2001-08-07,286.692
2001-08-08,284.903
2001-08-09,283.718
2001-08-10,281.932
2001-08-13,283.225
2001-08-14,287.628
2001-08-15,290.638
2001-08-16,290.101
2001-08-17,290.078
2001-08-20,286.054
2001-08-21,281.935
2001-08-22,281.07
2001-08-23,278.414
2001-08-24,281.631
2001-08-27,280.207
2001-08-28,278.907
2001-08-29,275.867
2001-08-30,268.839
2001-08-31,262.934
2001-09-03,260.977
2001-09-04,256.167
2001-09-05,250.831
2001-09-06,246.656
2001-09-07,251.368
2001-09-10,245.292
2001-09-11,238.594
2001-09-12,240.755
2001-09-13,244.092
2001-09-14,244.797
2001-09-17,229.663
2001-09-18,223.03
2001-09-19,224.976
2001-09-20,214.023
2001-09-21,201.599
2001-09-24,206.764
2001-09-25,213.504
2001-09-26,219.716
2001-09-27,220.297
2001-09-28,226.653
2001-10-01,220.485
2001-10-02,222.723
2001-10-03,223.982
2001-10-04,228.486
2001-10-05,228.368
2001-10-08,228.095
2001-10-09,236.349
2001-10-10,237.179
2001-10-11,241.724
2001-10-12,239.679
2001-10-15,240.668
2001-10-16,241.169
2001-10-17,243.154
2001-10-18,236.741
2001-10-19,239.09
2001-10-22,240.653
2001-10-23,241.029
2001-10-24,239.404
2001-10-25,235.448
2001-10-26,238.031
2001-10-29,239.459
2001-10-30,234.236
2001-10-31,234.997
2001-11-01,235.471
2001-11-02,232.704
2001-11-05,235.393
2001-11-06,235.268
2001-11-07,236.472
2001-11-08,242.607
2001-11-09,244.29
2001-11-12,242.066
2001-11-13,243.313
2001-11-14,242.149
2001-11-15,242.331
2001-11-16,243.059
2001-11-19,244.473
2001-11-20,242.995
2001-11-21,243.806
2001-11-22,244.737
2001-11-23,244.7
2001-11-26,248.481
2001-11-27,252.427
2001-11-28,248.859
2001-11-29,248.43
2001-11-30,248.377
2001-12-03,239.684
2001-12-04,238.436
2001-12-05,244.541
2001-12-06,240.798
2001-12-07,239.766
2001-12-10,238.868
2001-12-11,236.997
2001-12-12,234.038
2001-12-13,232.231
2001-12-14,230.111
2001-12-17,227.109
2001-12-18,229.702
2001-12-19,230.865
2001-12-20,232.823
2001-12-21,227.193
2001-12-24,224.986
2001-12-25,224.986
2001-12-26,225.173
2001-12-27,230.543
2001-12-28,233.723
2001-12-31,236.012
2002-01-01,236.012
2002-01-02,241.088
2002-01-03,241.95
2002-01-04,238.62
2002-01-07,236.3
2002-01-08,234.451
2002-01-09,235.482
2002-01-10,237.166
2002-01-11,240.006
2002-01-14,236.635
2002-01-15,235.927
2002-01-16,231.128
2002-01-17,230.282
2002-01-18,232.189
2002-01-21,232.697
2002-01-22,233.937
2002-01-23,234.382
2002-01-24,235.249
2002-01-25,229.137
2002-01-28,227.004
2002-01-29,225.156
2002-01-30,221.421
2002-01-31,223.206
2002-02-01,225.037
2002-02-04,225.038
2002-02-05,223.965
2002-02-06,222.119
2002-02-07,223.074
2002-02-08,225.017
2002-02-11,230.244
2002-02-12,230.061
2002-02-13,227.871
2002-02-14,229.367
2002-02-15,231.254
2002-02-18,228.758
2002-02-19,227.759
2002-02-20,231.19
2002-02-21,234.984
2002-02-22,237.568
2002-02-25,237.11
2002-02-26,238.697
2002-02-27,240.364
2002-02-28,239.147
2002-03-01,238.344
2002-03-04,239.434
2002-03-05,236.514
2002-03-06,237.068
2002-03-07,237.671
2002-03-08,243.059
2002-03-11,244.494
2002-03-12,242.333
2002-03-13,244.44
2002-03-14,248.136
2002-03-15,247.044
2002-03-18,250.325
2002-03-19,254.25
2002-03-20,254.696
2002-03-21,253.358
2002-03-22,252.923
2002-03-25,252.398
2002-03-26,253.045
2002-03-27,252.936
2002-03-28,252.813
2002-03-29,252.813
2002-04-01,254.895
2002-04-02,255.706
2002-04-03,253.319
2002-04-04,251.007
2002-04-05,251.082
2002-04-08,248.151
2002-04-09,248.501
2002-04-10,245.693
2002-04-11,246.85
2002-04-12,246.456
2002-04-15,245.873
2002-04-16,245.361
2002-04-17,244.797
2002-04-18,242.021
2002-04-19,244.387
2002-04-22,243.617
2002-04-23,241.795
2002-04-24,240.442
2002-04-25,239.186
2002-04-26,239.185
2002-04-29,240.935
2002-04-30,244.885
2002-05-01,247.711
2002-05-02,250.892
2002-05-03,252.685
2002-05-06,254.407
2002-05-07,257.667
2002-05-08,257.895
2002-05-09,257.838
2002-05-10,256.242
2002-05-13,254.796
2002-05-14,252.196
2002-05-15,251.437
2002-05-16,250.668
2002-05-17,254.76
2002-05-20,254.845
2002-05-21,255.505
2002-05-22,254.127
2002-05-23,255.896
2002-05-24,255.403
2002-05-27,253.753
2002-05-28,251.907
2002-05-29,250.756
2002-05-30,255.398
2002-05-31,259.23
2002-06-03,261.431
2002-06-04,258.491
2002-06-05,256.869
2002-06-06,265.392
2002-06-07,260.271
2002-06-10,260.64
2002-06-11,260.103
2002-06-12,260.162
2002-06-13,256.78
2002-06-14,250.869
2002-06-17,252.365
2002-06-18,252.751
2002-06-19,248.006
2002-06-20,244.844
2002-06-21,244.823
2002-06-24,240.077
2002-06-25,245.891
2002-06-26,248.874
2002-06-27,254.079
2002-06-28,257.761
2002-07-01,259.146
2002-07-02,257.25
2002-07-03,250.358
2002-07-04,250.021
2002-07-05,254.146
2002-07-08,257.422
2002-07-09,255.079
2002-07-10,251.008
2002-07-11,244.306
2002-07-12,246.386
2002-07-15,247.656
2002-07-16,246.115
2002-07-17,250.199
2002-07-18,251.538
2002-07-19,249.499
2002-07-22,242.563
2002-07-23,231.576
2002-07-24,214.943
2002-07-25,226.829
2002-07-26,223.544
2002-07-29,227.831
2002-07-30,229.317
2002-07-31,225.838
2002-08-01,226.69
2002-08-02,225.214
2002-08-05,220.219
2002-08-06,214.307
2002-08-07,217.923
2002-08-08,218.002
2002-08-09,219.225
2002-08-12,219.682
2002-08-13,219.976
2002-08-14,217.718
2002-08-15,219.023
2002-08-16,217.874
2002-08-19,219.111
2002-08-20,219.585
2002-08-21,225.572
2002-08-22,220.078
2002-08-23,215.246
2002-08-26,214.446
2002-08-27,215.096
2002-08-28,216.151
2002-08-29,218.024
2002-08-30,218.056
2002-09-02,219.241
2002-09-03,218.345
2002-09-04,215.278
2002-09-05,212.607
2002-09-06,215.236
2002-09-09,211.114
2002-09-10,210.513
2002-09-11,210.431
2002-09-12,207.811
2002-09-13,206.099
2002-09-16,200.434
2002-09-17,199.811
2002-09-18,194.941
2002-09-19,191.331
2002-09-20,195.978
2002-09-23,192.515
2002-09-24,186.444
2002-09-25,183.621
2002-09-26,184.348
2002-09-27,187.859
2002-09-30,185.247
2002-10-01,180.478
2002-10-02,182.565
2002-10-03,178.311
2002-10-04,179.615
2002-10-07,178.695
2002-10-08,178.862
2002-10-09,173.833
2002-10-10,171.739
2002-10-11,177.776
2002-10-14,176.829
2002-10-15,184.517
2002-10-16,181.971
2002-10-17,184.499
2002-10-18,185.54
2002-10-21,186.226
2002-10-22,187.246
2002-10-23,183.187
2002-10-24,183.787
2002-10-25,181.869
2002-10-28,187.011
2002-10-29,179.824
2002-10-30,182.681
2002-10-31,187.04
2002-11-01,186.164
2002-11-04,189.294
2002-11-05,190.425
2002-11-06,188.285
2002-11-07,185.842
2002-11-08,186.053
2002-11-11,185.752
2002-11-12,185.012
2002-11-13,181.814
2002-11-14,181.47
2002-11-15,183.613
2002-11-18,187.083
2002-11-19,187.196
2002-11-20,183.946
2002-11-21,185.4
2002-11-22,186.581
2002-11-25,185.989
2002-11-26,184.717
2002-11-27,177.09
2002-11-28,178.334
2002-11-29,180.05
2002-12-02,180.577
2002-12-03,178.072
2002-12-04,177.161
2002-12-05,176.51
2002-12-06,176.371
2002-12-09,177.12
2002-12-10,179.062
2002-12-11,180.798
2002-12-12,182.537
2002-12-13,181.985
2002-12-16,184.791
2002-12-17,192.08
2002-12-18,189.377
2002-12-19,186.904
2002-12-20,183.683
2002-12-23,184.724
2002-12-24,185.498
2002-12-25,185.498
2002-12-26,185.958
2002-12-27,187.021
2002-12-30,188.895
2002-12-31,189.596
2003-01-01,189.596
2003-01-02,191.103
2003-01-03,192.483
2003-01-06,194.303
2003-01-07,191.84
