Date,CANADA MID CAP Mid Cap
1994-05-31,133.037
1994-06-30,124.719
1994-07-29,128.584
1994-08-31,132.81
1994-09-30,137.323
1994-10-31,135.082
1994-11-30,125.286
1994-12-30,126.398
1995-01-31,121.059
1995-02-28,125.819
1995-03-31,131.267
1995-04-28,134.708
1995-05-31,139.039
1995-06-30,139.911
1995-07-31,145.745
1995-08-31,144.451
1995-09-29,143.235
1995-10-31,140.754
1995-11-30,140.426
1995-12-29,140.605
1996-01-31,146.739
1996-02-29,147.653
1996-03-29,150.252
1996-04-30,155.24
1996-05-31,156.114
1996-06-28,152.024
1996-07-31,147.867
1996-08-30,156.333
1996-09-30,161.772
1996-10-31,174.559
1996-11-29,183.83
1996-12-31,182.754
1997-01-31,191.864
1997-02-28,195.806
1997-03-31,186.191
1997-04-30,189.053
1997-05-30,202.454
1997-06-30,205.585
1997-07-31,215.755
1997-08-29,211.835
1997-09-30,228.25
1997-10-31,215.311
1997-11-28,198.076
1997-12-31,203.941
1998-01-30,199.919
1998-02-27,221.143
1998-03-31,235.266
1998-04-30,233.525
1998-05-29,227.511
1998-06-30,221.491
1998-07-31,202.071
1998-08-31,158.988
1998-09-30,167.756
1998-10-30,177.261
1998-11-30,182.255
1998-12-31,185.266
1999-01-29,197.527
1999-02-26,190.014
1999-03-31,205.592
1999-04-30,232.885
1999-05-31,223.001
1999-06-30,228.53
1999-07-30,228.566
1999-08-31,230.92
1999-09-30,229.158
1999-10-29,228.851
1999-11-30,235.876
1999-12-31,264.949
2000-01-31,271.623
2000-02-29,301.342
2000-03-31,286.094
2000-04-28,284.341
2000-05-31,279.019
2000-06-30,288.299
2000-07-31,282.051
2000-08-31,309.76
2000-09-29,304.17
2000-10-31,289.208
2000-11-30,269.45
2000-12-29,287.877
2001-01-31,294.485
2001-02-28,279.084
2001-03-30,258.657
2001-04-30,280.993
2001-05-31,290.481
2001-06-29,288.179
2001-07-31,282.029
2001-08-31,273.459
2001-09-28,249.241
2001-10-31,252.78
2001-11-30,275.428
2001-12-31,286.222
2002-01-31,285.322
2002-02-28,285.154
2002-03-29,299.128
2002-04-30,297.427
2002-05-31,309.61
2002-06-28,290.729
2002-07-31,254.804
2002-08-30,262.301
2002-09-30,244.315
2002-10-31,248.968
2002-11-29,264.537
2002-12-31,264.618
2003-01-31,268.473
2003-02-28,267.759
2003-03-31,263.344
2003-04-30,278.861
2003-05-30,301.222
2003-06-30,309.147
2003-07-31,314.723
2003-08-29,334.774
2003-09-30,337.52
2003-10-31,364.095
2003-11-28,374.019
2003-12-31,404.249
2004-01-30,395.847
2004-02-27,405.067
2004-03-31,406.854
2004-04-30,380.047
2004-05-31,409.678
2004-06-30,427.28
2004-07-30,418.869
2004-08-31,422.402
2004-09-30,457.97
2004-10-29,482.823
2004-11-30,521.422
2004-12-31,530.539
2005-01-31,510.179
2005-02-28,550.791
2005-03-31,552.17
2005-04-29,510.975
2005-05-31,517.52
2005-06-30,539.582
2005-07-29,578.046
2005-08-31,605.105
2005-09-30,654.432
2005-10-31,614.101
2005-11-30,659.387
2005-12-30,695.484
2006-01-31,772.606
2006-02-28,754.433
2006-03-31,770.834
2006-04-28,830.679
2006-05-31,811.314
2006-06-30,792.674
2006-07-31,798.216
2006-08-31,828.771
2006-09-29,789.056
2006-10-31,828.26
2006-11-30,833.516
2006-12-29,830.477
2007-01-31,839.839
2007-02-28,852.442
2007-03-30,878.676
2007-04-30,931.721
2007-05-31,1000.0
2007-06-29,995.205
2007-07-31,981.54
2007-08-31,961.908
2007-09-28,1069.08
2007-10-31,1156.078
2007-11-30,1020.246
2007-12-31,1046.671
2008-01-31,974.448
2008-02-29,1053.589
2008-03-31,984.309
2008-04-30,1034.788
2008-05-30,1113.711
2008-06-30,1116.29
2008-07-31,1009.601
2008-08-29,992.258
2008-09-30,799.565
2008-10-31,589.453
2008-11-28,561.39
2008-12-31,575.853
2009-01-30,560.647
2009-02-27,527.607
2009-03-31,566.495
2009-04-30,650.93
2009-05-29,766.336
2009-06-30,740.172
2009-07-31,836.821
2009-08-31,844.591
2009-09-30,919.877
2009-10-30,889.152
2009-11-30,979.385
2009-12-31,1018.48
2010-01-29,959.315
2010-02-26,1014.221
2010-03-31,1072.239
2010-04-30,1094.081
2010-05-31,1027.862
2010-06-30,992.556
2010-07-30,1062.506
2010-08-31,1079.164
2010-09-30,1177.241
2010-10-29,1239.45
2010-11-30,1252.252
2010-12-31,1366.489
2011-01-31,1366.068
2011-02-28,1437.2
2011-03-31,1452.009
2011-04-29,1477.904
2011-05-31,1454.482
2011-06-30,1408.203
2011-07-29,1416.105
