Date,CANADA MID CAP Mid Cap
2011-08-31,1343.97
2011-09-30,1145.511
2011-10-31,1296.151
2011-11-30,1263.289
2011-12-30,1216.169
2012-01-31,1289.472
2012-02-29,1333.531
2012-03-30,1268.111
2012-04-30,1279.708
2012-05-31,1143.852
2012-06-29,1173.189
2012-07-31,1208.242
2012-08-31,1260.936
2012-09-28,1322.765
2012-10-31,1318.36
2012-11-30,1293.922
2012-12-31,1309.64
2013-01-31,1300.444
2013-02-28,1271.461
2013-03-29,1306.232
2013-04-30,1301.321
2013-05-31,1288.567
2013-06-28,1204.152
2013-07-31,1268.593
2013-08-30,1244.894
2013-09-30,1289.112
2013-10-31,1310.081
2013-11-29,1272.101
2013-12-31,1287.995
2014-01-31,1259.844
2014-02-28,1316.398
2014-03-31,1320.869
2014-04-30,1369.1
2014-05-30,1371.94
2014-06-30,1467.44
2014-07-31,1445.026
2014-08-29,1492.789
2014-09-30,1368.198
2014-10-31,1280.815
2014-11-28,1271.097
2014-12-31,1247.246
2015-01-30,1156.178
2015-02-27,1222.589
2015-03-31,1166.634
2015-04-30,1264.495
2015-05-29,1192.299
2015-06-30,1146.685
2015-07-31,1049.192
2015-08-31,991.61
2015-09-30,945.015
2015-10-30,1015.061
2015-11-30,982.225
2015-12-31,921.656
2016-01-29,884.778
2016-02-29,967.945
2016-03-31,1077.206
2016-04-29,1191.352
2016-05-31,1149.054
2016-06-30,1193.994
2016-07-29,1253.436
2016-08-31,1231.175
2016-09-30,1256.006
2016-10-31,1226.016
2016-11-30,1236.011
2016-12-30,1228.602
2017-01-31,1290.34
2017-02-28,1244.488
2017-03-31,1264.838
2017-04-28,1256.274
2017-05-31,1260.725
2017-06-30,1282.366
2017-07-31,1326.645
2017-08-31,1333.485
2017-09-29,1366.614
2017-10-31,1355.306
2017-11-30,1376.919
2017-12-29,1435.99
2018-01-31,1462.102
2018-02-28,1360.303
2018-03-30,1357.364
2018-04-30,1400.02
2018-05-31,1436.198
2018-06-29,1428.899
2018-07-31,1421.549
2018-08-31,1361.417
2018-09-28,1359.838
2018-10-31,1217.475
2018-11-30,1186.782
2018-12-31,1110.045
2019-01-31,1251.113
2019-02-28,1300.165
2019-03-29,1314.055
2019-04-30,1318.169
2019-05-31,1284.152
2019-06-28,1395.891
2019-07-31,1382.812
2019-08-30,1372.707
2019-09-30,1356.828
2019-10-31,1364.044
2019-11-29,1394.137
2019-12-31,1440.418
2020-01-31,1399.499
2020-02-28,1265.637
2020-03-31,944.394
2020-04-30,1135.325
2020-05-29,1166.224
2020-06-30,1191.374
2020-07-31,1295.178
2020-08-31,1343.904
2020-09-30,1287.476
2020-10-30,1265.991
2020-11-30,1425.043
2020-12-31,1499.573
2021-01-29,1494.115
2021-02-26,1547.759
2021-03-31,1595.902
2021-04-30,1677.843
2021-05-31,1734.591
2021-06-30,1714.05
2021-07-30,1714.844
2021-08-31,1725.979
2021-09-30,1665.401
2021-10-29,1777.151
2021-11-30,1647.17
2021-12-31,1723.365
2022-01-31,1670.281
2022-02-28,1695.196
2022-03-31,1814.321
2022-04-29,1677.326
2022-05-31,1685.483
2022-06-30,1495.494
2022-07-29,1595.787
2022-08-31,1547.396
2022-09-30,1409.197
2022-10-31,1457.517
2022-11-30,1529.27
2022-12-30,1462.416
2023-01-31,1582.016
2023-02-28,1543.449
2023-03-31,1569.684
2023-04-28,1621.816
2023-05-31,1537.378
2023-06-30,1652.554
2023-07-31,1722.105
2023-08-31,1656.336
2023-09-29,1610.549
2023-10-31,1504.011
2023-11-30,1614.465
2023-12-29,1683.667
2024-01-31,1691.395
2024-02-29,1701.489
2024-03-29,1766.888
2024-04-30,1743.412
2024-05-31,1820.931
2024-06-28,1812.251
2024-07-31,1875.006
2024-08-30,1915.844
2024-09-30,1977.277
2024-10-31,1953.668
2024-11-29,2085.025
2024-12-31,1957.654
2025-01-31,1959.793
2025-02-28,1959.243
2025-03-31,1928.814
2025-04-30,2018.508
2025-05-30,2156.094
2025-06-30,2302.683
2025-07-31,2316.814
2025-08-29,2430.241
2025-09-30,2574.992
