Date,CANADA MID CAP Mid Cap
2002-05-01,293.32
2002-05-02,293.333
2002-05-03,292.205
2002-05-06,291.291
2002-05-07,290.832
2002-05-08,296.484
2002-05-09,292.389
2002-05-10,291.706
2002-05-13,295.994
2002-05-14,299.126
2002-05-15,300.399
2002-05-16,301.498
2002-05-17,303.457
2002-05-20,303.802
2002-05-21,302.795
2002-05-22,302.17
2002-05-23,303.776
2002-05-24,302.371
2002-05-27,302.275
2002-05-28,302.995
2002-05-29,300.458
2002-05-30,298.95
2002-05-31,303.842
2002-06-03,301.733
2002-06-04,302.447
2002-06-05,301.088
2002-06-06,301.242
2002-06-07,298.425
2002-06-10,294.793
2002-06-11,292.814
2002-06-12,291.828
2002-06-13,290.121
2002-06-14,286.779
2002-06-17,289.908
2002-06-18,289.842
2002-06-19,286.558
2002-06-20,287.88
2002-06-21,285.55
2002-06-24,288.66
2002-06-25,287.285
2002-06-26,283.335
2002-06-27,285.266
2002-06-28,285.452
2002-07-01,285.922
2002-07-02,280.158
2002-07-03,279.545
2002-07-04,279.027
2002-07-05,284.04
2002-07-08,285.198
2002-07-09,283.907
2002-07-10,277.825
2002-07-11,273.865
2002-07-12,271.495
2002-07-15,263.373
2002-07-16,266.088
2002-07-17,264.298
2002-07-18,263.778
2002-07-19,259.832
2002-07-22,250.311
2002-07-23,237.845
2002-07-24,245.319
2002-07-25,241.702
2002-07-26,241.974
2002-07-29,249.871
2002-07-30,251.19
2002-07-31,250.235
2002-08-01,248.213
2002-08-02,245.428
2002-08-05,244.544
2002-08-06,242.557
2002-08-07,242.755
2002-08-08,248.802
2002-08-09,252.227
2002-08-12,249.856
2002-08-13,249.14
2002-08-14,251.213
2002-08-15,253.5
2002-08-16,254.112
2002-08-19,258.084
2002-08-20,256.224
2002-08-21,258.905
2002-08-22,264.433
2002-08-23,260.132
2002-08-26,263.604
2002-08-27,261.49
2002-08-28,258.103
2002-08-29,257.167
2002-08-30,257.69
2002-09-02,258.444
2002-09-03,253.444
2002-09-04,254.364
2002-09-05,251.161
2002-09-06,251.661
2002-09-09,253.991
2002-09-10,255.181
2002-09-11,257.45
2002-09-12,252.565
2002-09-13,251.2
2002-09-16,251.914
2002-09-17,247.035
2002-09-18,243.229
2002-09-19,241.472
2002-09-20,242.565
2002-09-23,236.199
2002-09-24,235.442
2002-09-25,240.184
2002-09-26,242.961
2002-09-27,240.357
2002-09-30,240.128
2002-10-01,242.154
2002-10-02,237.663
2002-10-03,235.051
2002-10-04,231.603
2002-10-07,228.147
2002-10-08,228.52
2002-10-09,223.828
2002-10-10,225.626
2002-10-11,231.577
2002-10-14,232.03
2002-10-15,240.411
2002-10-16,238.475
2002-10-17,245.16
2002-10-18,245.883
2002-10-21,248.643
2002-10-22,246.953
2002-10-23,247.418
2002-10-24,246.635
2002-10-25,248.642
2002-10-28,251.529
2002-10-29,246.335
2002-10-30,247.316
2002-10-31,244.751
2002-11-01,249.653
2002-11-04,253.812
2002-11-05,254.377
2002-11-06,255.577
2002-11-07,253.875
2002-11-08,251.224
2002-11-11,247.568
2002-11-12,248.59
2002-11-13,245.618
2002-11-14,249.036
2002-11-15,252.423
2002-11-18,251.686
2002-11-19,250.19
2002-11-20,252.95
2002-11-21,257.057
2002-11-22,254.936
2002-11-25,256.836
2002-11-26,253.908
2002-11-27,258.638
2002-11-28,259.232
2002-11-29,260.13
2002-12-02,262.481
2002-12-03,261.751
2002-12-04,260.255
2002-12-05,256.625
2002-12-06,257.812
2002-12-09,258.41
2002-12-10,261.0
2002-12-11,261.576
2002-12-12,264.712
2002-12-13,264.276
2002-12-16,267.355
2002-12-17,264.755
2002-12-18,262.828
2002-12-19,261.983
2002-12-20,262.655
2002-12-23,266.021
2002-12-24,264.94
2002-12-25,264.94
2002-12-26,264.334
2002-12-27,261.301
2002-12-30,260.514
2002-12-31,260.345
2003-01-01,260.345
2003-01-02,265.72
2003-01-03,268.428
2003-01-06,271.175
2003-01-07,269.631
2003-01-08,268.654
2003-01-09,272.156
2003-01-10,274.141
2003-01-13,274.868
2003-01-14,274.528
2003-01-15,276.093
2003-01-16,276.772
2003-01-17,272.906
2003-01-20,271.922
2003-01-21,270.674
2003-01-22,270.923
2003-01-23,272.523
2003-01-24,270.595
2003-01-27,265.716
2003-01-28,265.728
2003-01-29,265.625
2003-01-30,263.572
2003-01-31,264.181
2003-02-03,265.825
2003-02-04,264.914
2003-02-05,262.859
2003-02-06,261.648
2003-02-07,259.256
2003-02-10,256.45
2003-02-11,258.427
2003-02-12,256.818
2003-02-13,258.027
2003-02-14,257.737
2003-02-17,260.011
2003-02-18,261.14
2003-02-19,261.814
2003-02-20,263.225
2003-02-21,262.827
2003-02-24,261.874
2003-02-25,259.991
2003-02-26,261.199
2003-02-27,262.767
2003-02-28,263.574
2003-03-03,260.543
2003-03-04,260.379
2003-03-05,259.948
2003-03-06,256.879
2003-03-07,258.244
2003-03-10,255.27
2003-03-11,254.815
2003-03-12,251.912
2003-03-13,254.191
2003-03-14,255.289
2003-03-17,261.216
2003-03-18,260.844
2003-03-19,259.457
2003-03-20,261.233
2003-03-21,263.711
2003-03-24,256.924
2003-03-25,257.588
2003-03-26,257.956
2003-03-27,258.824
2003-03-28,261.386
2003-03-31,259.367
2003-04-01,257.951
2003-04-02,260.159
2003-04-03,259.94
2003-04-04,260.505
2003-04-07,260.638
2003-04-08,261.065
2003-04-09,260.763
2003-04-10,263.09
2003-04-11,263.297
2003-04-14,264.648
2003-04-15,265.636
2003-04-16,265.642
2003-04-17,268.422
2003-04-18,268.422
2003-04-21,269.774
2003-04-22,271.005
2003-04-23,270.802
2003-04-24,267.63
2003-04-25,266.089
2003-04-28,268.617
2003-04-29,270.14
2003-04-30,274.705
2003-05-01,277.764
2003-05-02,279.226
2003-05-05,283.738
2003-05-06,285.676
2003-05-07,284.134
2003-05-08,284.359
2003-05-09,286.09
2003-05-12,288.869
2003-05-13,285.772
2003-05-14,289.378
2003-05-15,289.573
2003-05-16,290.465
2003-05-19,292.002
2003-05-20,291.747
2003-05-21,292.821
2003-05-22,291.594
2003-05-23,290.04
2003-05-26,290.887
2003-05-27,294.012
2003-05-28,292.337
2003-05-29,294.018
2003-05-30,296.818
2003-06-02,300.776
2003-06-03,298.196
2003-06-04,306.618
2003-06-05,311.256
2003-06-06,308.244
2003-06-09,304.16
2003-06-10,304.49
2003-06-11,308.465
2003-06-12,308.809
2003-06-13,307.376
2003-06-16,310.532
2003-06-17,313.557
2003-06-18,315.075
2003-06-19,310.489
2003-06-20,308.883
2003-06-23,303.8
2003-06-24,301.6
2003-06-25,307.203
2003-06-26,306.104
2003-06-27,306.106
2003-06-30,304.714
2003-07-01,306.882
2003-07-02,309.096
2003-07-03,310.175
2003-07-04,309.488
2003-07-07,311.653
2003-07-08,310.052
2003-07-09,307.607
2003-07-10,303.534
2003-07-11,304.174
2003-07-14,307.988
2003-07-15,303.788
2003-07-16,302.817
2003-07-17,300.441
2003-07-18,299.676
2003-07-21,300.923
2003-07-22,301.764
2003-07-23,305.1
2003-07-24,310.251
2003-07-25,313.67
2003-07-28,315.149
2003-07-29,313.262
2003-07-30,310.109
2003-07-31,310.277
2003-08-01,313.12
2003-08-04,311.212
2003-08-05,308.41
2003-08-06,305.042
2003-08-07,307.558
2003-08-08,309.643
2003-08-11,315.478
2003-08-12,316.253
2003-08-13,318.204
2003-08-14,320.164
2003-08-15,320.068
2003-08-18,321.978
2003-08-19,322.774
2003-08-20,324.938
2003-08-21,325.658
2003-08-22,323.333
2003-08-25,324.152
2003-08-26,324.283
2003-08-27,325.019
2003-08-28,327.25
2003-08-29,330.168
2003-09-01,331.519
2003-09-02,333.549
2003-09-03,334.258
2003-09-04,337.201
2003-09-05,337.067
2003-09-08,338.26
2003-09-09,339.789
2003-09-10,336.346
2003-09-11,337.154
2003-09-12,337.82
2003-09-15,335.566
2003-09-16,338.087
2003-09-17,336.444
2003-09-18,338.441
2003-09-19,342.836
2003-09-22,341.341
2003-09-23,342.279
2003-09-24,338.565
2003-09-25,336.87
2003-09-26,331.405
2003-09-29,333.17
2003-09-30,332.951
2003-10-01,339.646
2003-10-02,343.204
2003-10-03,341.995
2003-10-06,343.252
2003-10-07,345.516
2003-10-08,347.254
2003-10-09,349.279
2003-10-10,351.776
2003-10-13,352.242
2003-10-14,355.759
2003-10-15,355.795
2003-10-16,358.986
2003-10-17,354.424
2003-10-20,352.914
2003-10-21,356.775
2003-10-22,355.195
2003-10-23,349.011
2003-10-24,347.333
2003-10-27,349.65
2003-10-28,351.504
2003-10-29,356.015
2003-10-30,358.745
2003-10-31,359.24
2003-11-03,359.728
2003-11-04,359.37
2003-11-05,358.96
2003-11-06,359.094
2003-11-07,362.317
2003-11-10,363.559
2003-11-11,359.752
2003-11-12,364.054
2003-11-13,363.114
2003-11-14,360.495
2003-11-17,360.035
2003-11-18,362.613
2003-11-19,365.528
2003-11-20,363.903
2003-11-21,360.835
2003-11-24,359.438
2003-11-25,360.261
2003-11-26,367.0
2003-11-27,367.217
2003-11-28,369.163
2003-12-01,374.25
2003-12-02,376.657
2003-12-03,374.741
2003-12-04,374.256
2003-12-05,376.336
2003-12-08,378.087
2003-12-09,373.165
2003-12-10,369.454
2003-12-11,369.237
2003-12-12,373.943
2003-12-15,373.098
2003-12-16,373.59
2003-12-17,373.109
2003-12-18,375.878
2003-12-19,372.966
2003-12-22,376.783
2003-12-23,385.507
2003-12-24,387.13
2003-12-25,387.13
2003-12-26,389.681
2003-12-29,394.638
2003-12-30,394.068
2003-12-31,399.121
2004-01-01,399.121
2004-01-02,402.164
2004-01-05,411.37
2004-01-06,410.922
2004-01-07,407.485
2004-01-08,408.984
2004-01-09,409.506
2004-01-12,409.322
2004-01-13,408.274
2004-01-14,404.398
2004-01-15,402.644
2004-01-16,405.601
2004-01-19,411.365
2004-01-20,417.695
2004-01-21,412.341
2004-01-22,410.916
2004-01-23,410.142
2004-01-26,408.952
2004-01-27,408.779
2004-01-28,399.282
2004-01-29,391.0
2004-01-30,390.877
2004-02-02,392.559
2004-02-03,392.993
2004-02-04,388.352
2004-02-05,391.507
2004-02-06,399.543
2004-02-09,403.412
2004-02-10,403.817
2004-02-11,404.647
2004-02-12,405.603
2004-02-13,404.565
2004-02-16,404.635
2004-02-17,407.156
2004-02-18,404.803
2004-02-19,398.345
2004-02-20,390.872
2004-02-23,390.088
2004-02-24,392.811
2004-02-25,393.612
2004-02-26,396.078
2004-02-27,400.128
2004-03-01,409.395
2004-03-02,405.288
2004-03-03,401.274
2004-03-04,403.754
2004-03-05,413.391
2004-03-08,407.268
2004-03-09,404.049
2004-03-10,392.134
2004-03-11,390.082
2004-03-12,392.51
2004-03-15,386.795
2004-03-16,391.792
2004-03-17,392.308
2004-03-18,394.774
2004-03-19,396.413
2004-03-22,390.333
2004-03-23,387.641
2004-03-24,382.409
2004-03-25,392.575
2004-03-26,394.742
2004-03-29,401.109
2004-03-30,405.42
2004-03-31,401.992
2004-04-01,406.575
2004-04-02,413.065
2004-04-05,419.147
2004-04-06,420.175
2004-04-07,415.472
2004-04-08,412.275
2004-04-09,412.275
2004-04-12,414.568
2004-04-13,405.687
2004-04-14,398.161
2004-04-15,398.366
2004-04-16,402.82
2004-04-19,403.01
2004-04-20,396.879
2004-04-21,392.102
2004-04-22,398.459
2004-04-23,398.555
2004-04-26,399.522
2004-04-27,393.917
2004-04-28,377.385
2004-04-29,377.734
2004-04-30,375.544
2004-05-03,378.912
2004-05-04,389.215
2004-05-05,391.042
2004-05-06,386.583
2004-05-07,377.244
2004-05-10,369.653
2004-05-11,375.865
2004-05-12,375.986
2004-05-13,372.137
2004-05-14,374.001
2004-05-17,373.851
2004-05-18,376.018
2004-05-19,384.981
2004-05-20,384.194
2004-05-21,388.012
2004-05-24,389.231
2004-05-25,395.985
2004-05-26,395.204
2004-05-27,402.593
2004-05-28,401.725
2004-05-31,404.976
2004-06-01,401.92
2004-06-02,403.584
2004-06-03,400.46
2004-06-04,405.617
2004-06-07,412.737
2004-06-08,411.803
2004-06-09,403.272
2004-06-10,401.764
2004-06-11,401.876
2004-06-14,395.752
2004-06-15,398.767
2004-06-16,402.378
2004-06-17,405.318
2004-06-18,409.317
2004-06-21,407.414
2004-06-22,410.741
2004-06-23,412.774
2004-06-24,420.725
2004-06-25,417.887
2004-06-28,417.44
2004-06-29,419.435
2004-06-30,422.5
2004-07-01,425.195
2004-07-02,423.829
2004-07-05,424.16
2004-07-06,422.922
2004-07-07,424.567
2004-07-08,422.712
2004-07-09,423.658
2004-07-12,421.844
2004-07-13,417.229
2004-07-14,419.97
2004-07-15,417.406
2004-07-16,420.412
2004-07-19,423.384
2004-07-20,422.153
2004-07-21,419.435
2004-07-22,420.261
2004-07-23,415.08
2004-07-26,407.868
2004-07-27,407.721
2004-07-28,410.202
2004-07-29,415.966
2004-07-30,414.229
2004-08-02,413.141
2004-08-03,417.087
2004-08-04,414.868
2004-08-05,410.18
2004-08-06,406.608
2004-08-09,403.288
2004-08-10,408.397
2004-08-11,399.144
2004-08-12,395.271
2004-08-13,401.025
2004-08-16,409.954
2004-08-17,410.09
2004-08-18,410.464
2004-08-19,417.978
2004-08-20,419.87
2004-08-23,416.276
2004-08-24,414.536
2004-08-25,418.268
2004-08-26,416.129
2004-08-27,417.858
2004-08-30,413.91
2004-08-31,417.893
2004-09-01,422.586
2004-09-02,425.371
2004-09-03,419.901
2004-09-06,421.032
2004-09-07,427.168
2004-09-08,425.68
2004-09-09,429.775
2004-09-10,430.505
2004-09-13,433.373
2004-09-14,433.888
2004-09-15,429.313
2004-09-16,433.721
2004-09-17,432.854
2004-09-20,435.899
2004-09-21,443.874
2004-09-22,442.331
2004-09-23,444.44
2004-09-24,444.095
2004-09-27,440.908
2004-09-28,446.737
2004-09-29,449.539
2004-09-30,453.195
2004-10-01,460.753
2004-10-04,460.192
2004-10-05,463.027
2004-10-06,468.397
2004-10-07,467.349
2004-10-08,470.391
2004-10-11,468.872
2004-10-12,463.527
2004-10-13,454.694
2004-10-14,457.748
2004-10-15,459.028
2004-10-18,458.331
2004-10-19,454.854
2004-10-20,462.269
2004-10-21,468.014
2004-10-22,467.198
2004-10-25,473.6
2004-10-26,476.033
2004-10-27,475.379
2004-10-28,474.072
2004-10-29,477.821
2004-11-01,476.085
2004-11-02,475.286
2004-11-03,479.89
2004-11-04,485.156
2004-11-05,492.541
2004-11-08,491.427
2004-11-09,493.16
2004-11-10,490.156
2004-11-11,493.042
2004-11-12,499.442
2004-11-15,498.393
2004-11-16,505.948
2004-11-17,507.709
2004-11-18,500.757
2004-11-19,502.6
2004-11-22,510.278
2004-11-23,509.675
2004-11-24,514.947
2004-11-25,518.44
2004-11-26,520.709
2004-11-29,519.341
2004-11-30,516.208
2004-12-01,519.715
2004-12-02,516.611
2004-12-03,515.026
2004-12-06,512.468
2004-12-07,501.876
2004-12-08,495.705
2004-12-09,497.165
2004-12-10,493.96
2004-12-13,495.432
2004-12-14,497.483
2004-12-15,503.544
2004-12-16,502.349
2004-12-17,503.353
2004-12-20,507.772
2004-12-21,510.886
2004-12-22,509.268
2004-12-23,508.447
2004-12-24,513.258
2004-12-27,516.328
2004-12-28,516.18
2004-12-29,515.267
2004-12-30,522.573
2004-12-31,525.418
2005-01-03,519.671
2005-01-04,505.945
2005-01-05,496.41
2005-01-06,494.976
2005-01-07,491.825
2005-01-10,499.146
2005-01-11,500.175
2005-01-12,507.599
2005-01-13,505.657
2005-01-14,503.699
2005-01-17,504.845
2005-01-18,508.758
2005-01-19,507.044
2005-01-20,501.217
2005-01-21,503.848
2005-01-24,506.784
2005-01-25,502.95
2005-01-26,506.404
2005-01-27,504.225
2005-01-28,498.774
2005-01-31,505.32
2005-02-01,511.344
2005-02-02,515.785
2005-02-03,516.05
2005-02-04,517.522
2005-02-07,512.292
2005-02-08,513.651
2005-02-09,512.696
2005-02-10,523.002
2005-02-11,530.666
2005-02-14,534.048
2005-02-15,532.231
2005-02-16,533.918
2005-02-17,537.74
2005-02-18,539.144
2005-02-21,536.509
2005-02-22,538.069
2005-02-23,536.784
2005-02-24,538.067
2005-02-25,545.287
2005-02-28,545.858
2005-03-01,542.44
2005-03-02,545.482
2005-03-03,548.534
2005-03-04,561.891
2005-03-07,560.785
2005-03-08,571.243
2005-03-09,566.361
2005-03-10,561.135
2005-03-11,564.776
2005-03-14,564.574
2005-03-15,563.856
2005-03-16,561.99
2005-03-17,567.063
2005-03-18,565.939
2005-03-21,558.788
2005-03-22,560.544
2005-03-23,546.073
2005-03-24,545.627
2005-03-25,545.627
2005-03-28,538.231
2005-03-29,531.25
2005-03-30,536.221
2005-03-31,547.356
2005-04-01,549.585
2005-04-04,545.189
2005-04-05,542.67
2005-04-06,544.049
2005-04-07,543.573
2005-04-08,539.214
2005-04-11,537.279
2005-04-12,534.092
2005-04-13,522.215
2005-04-14,511.853
2005-04-15,506.332
2005-04-18,508.826
2005-04-19,519.616
2005-04-20,517.439
2005-04-21,520.921
2005-04-22,519.334
2005-04-25,521.049
2005-04-26,518.088
2005-04-27,509.72
2005-04-28,500.471
2005-04-29,506.592
2005-05-02,509.184
2005-05-03,506.154
2005-05-04,514.241
2005-05-05,514.818
2005-05-06,518.902
2005-05-09,524.936
2005-05-10,519.015
2005-05-11,508.97
2005-05-12,498.125
2005-05-13,489.518
2005-05-16,489.612
2005-05-17,494.18
2005-05-18,498.89
2005-05-19,501.256
2005-05-20,499.894
2005-05-23,502.659
2005-05-24,506.094
2005-05-25,503.031
2005-05-26,507.259
2005-05-27,512.87
2005-05-30,518.148
2005-05-31,513.265
2005-06-01,524.542
2005-06-02,522.822
2005-06-03,524.874
2005-06-06,520.995
2005-06-07,516.637
2005-06-08,518.117
2005-06-09,515.996
2005-06-10,522.427
2005-06-13,523.71
2005-06-14,526.38
2005-06-15,537.037
2005-06-16,544.331
2005-06-17,543.799
2005-06-20,543.863
2005-06-21,539.265
2005-06-22,542.329
2005-06-23,537.564
2005-06-24,534.007
2005-06-27,533.745
2005-06-28,537.837
2005-06-29,539.374
2005-06-30,535.346
2005-07-01,528.443
2005-07-04,531.664
2005-07-05,537.936
2005-07-06,547.129
2005-07-07,548.212
2005-07-08,557.64
2005-07-11,563.917
2005-07-12,565.97
2005-07-13,565.839
2005-07-14,560.294
2005-07-15,558.79
2005-07-18,563.432
2005-07-19,571.868
2005-07-20,574.723
2005-07-21,578.08
2005-07-22,579.539
2005-07-25,575.841
2005-07-26,568.076
2005-07-27,567.994
2005-07-28,573.776
2005-07-29,573.549
2005-08-01,579.696
2005-08-02,592.498
2005-08-03,593.865
2005-08-04,596.207
2005-08-05,585.434
2005-08-08,591.536
2005-08-09,586.993
2005-08-10,591.354
2005-08-11,601.237
2005-08-12,602.981
2005-08-15,598.274
2005-08-16,591.245
2005-08-17,586.569
2005-08-18,576.731
2005-08-19,585.261
2005-08-22,591.989
2005-08-23,593.973
2005-08-24,592.138
2005-08-25,595.487
2005-08-26,588.76
2005-08-29,590.749
2005-08-30,591.596
2005-08-31,600.663
2005-09-01,612.078
2005-09-02,611.699
2005-09-05,610.953
2005-09-06,615.674
2005-09-07,620.225
2005-09-08,624.583
2005-09-09,640.748
2005-09-12,635.798
2005-09-13,633.829
2005-09-14,640.443
2005-09-15,637.829
2005-09-16,646.172
2005-09-19,650.426
2005-09-20,640.96
2005-09-21,646.081
2005-09-22,637.543
2005-09-23,638.861
2005-09-26,643.753
2005-09-27,641.845
2005-09-28,638.015
2005-09-29,644.685
2005-09-30,649.745
2005-10-03,650.141
2005-10-04,642.481
2005-10-05,624.414
2005-10-06,618.271
2005-10-07,627.147
2005-10-10,627.147
2005-10-11,628.321
2005-10-12,620.89
2005-10-13,610.74
2005-10-14,612.088
2005-10-17,619.861
2005-10-18,604.472
2005-10-19,607.685
2005-10-20,595.602
2005-10-21,596.722
2005-10-24,601.919
2005-10-25,606.163
2005-10-26,610.749
2005-10-27,605.48
2005-10-28,606.163
2005-10-31,609.748
2005-11-01,608.4
2005-11-02,622.988
2005-11-03,627.658
2005-11-04,630.085
2005-11-07,626.188
2005-11-08,618.796
2005-11-09,621.687
2005-11-10,620.116
