Date,PORTUGAL SMALL CAP Small Cap
2005-11-10,240.414
2005-11-11,239.393
2005-11-14,239.753
2005-11-15,238.77
2005-11-16,240.204
2005-11-17,241.189
2005-11-18,239.461
2005-11-21,240.888
2005-11-22,238.26
2005-11-23,241.595
2005-11-24,241.507
2005-11-25,241.009
2005-11-28,240.589
2005-11-29,239.925
2005-11-30,238.871
2005-12-01,241.968
2005-12-02,244.167
2005-12-05,244.826
2005-12-06,245.753
2005-12-07,245.198
2005-12-08,247.224
2005-12-09,246.524
2005-12-12,253.663
2005-12-13,253.655
2005-12-14,254.69
2005-12-15,251.96
2005-12-16,250.34
2005-12-19,251.896
2005-12-20,250.361
2005-12-21,247.192
2005-12-22,248.803
2005-12-23,249.966
2005-12-26,249.966
2005-12-27,248.663
2005-12-28,249.465
2005-12-29,246.973
2005-12-30,246.088
2006-01-02,244.842
2006-01-03,246.89
2006-01-04,247.118
2006-01-05,247.122
2006-01-06,248.016
2006-01-09,248.285
2006-01-10,249.124
2006-01-11,251.862
2006-01-12,250.769
2006-01-13,250.211
2006-01-16,254.437
2006-01-17,252.398
2006-01-18,253.13
2006-01-19,254.123
2006-01-20,254.402
2006-01-23,256.275
2006-01-24,255.308
2006-01-25,255.27
2006-01-26,254.704
2006-01-27,252.784
2006-01-30,251.862
2006-01-31,252.841
2006-02-01,251.309
2006-02-02,251.32
2006-02-03,248.088
2006-02-06,248.677
2006-02-07,247.612
2006-02-08,252.492
2006-02-09,251.045
2006-02-10,249.896
2006-02-13,250.87
2006-02-14,250.687
2006-02-15,249.367
2006-02-16,248.279
2006-02-17,250.183
2006-02-20,249.419
2006-02-21,248.027
2006-02-22,248.824
2006-02-23,248.563
2006-02-24,249.071
2006-02-27,250.093
2006-02-28,254.009
2006-03-01,260.683
2006-03-02,259.236
2006-03-03,256.268
2006-03-06,259.281
2006-03-07,255.271
2006-03-08,256.952
2006-03-09,256.327
2006-03-10,254.354
2006-03-13,256.306
2006-03-14,257.013
2006-03-15,258.497
2006-03-16,263.407
2006-03-17,263.435
2006-03-20,264.738
2006-03-21,268.482
2006-03-22,274.127
2006-03-23,273.526
2006-03-24,274.962
2006-03-27,277.582
2006-03-28,278.515
2006-03-29,275.263
2006-03-30,279.122
2006-03-31,278.725
2006-04-03,281.349
2006-04-04,285.609
2006-04-05,284.685
2006-04-06,283.214
2006-04-07,281.457
2006-04-10,282.187
2006-04-11,280.579
2006-04-12,279.35
2006-04-13,276.836
2006-04-14,276.836
2006-04-17,281.233
2006-04-18,276.511
2006-04-19,278.206
2006-04-20,273.363
2006-04-21,273.941
2006-04-24,275.656
2006-04-25,278.857
2006-04-26,278.642
2006-04-27,277.539
2006-04-28,275.676
2006-05-01,276.158
2006-05-02,273.515
2006-05-03,270.218
2006-05-04,272.415
2006-05-05,271.395
2006-05-08,267.766
2006-05-09,267.124
2006-05-10,271.03
2006-05-11,268.774
2006-05-12,269.157
2006-05-15,265.352
2006-05-16,264.568
2006-05-17,262.353
2006-05-18,257.928
2006-05-19,248.498
2006-05-22,242.175
2006-05-23,238.431
2006-05-24,233.633
2006-05-25,235.809
2006-05-26,241.687
2006-05-29,251.952
2006-05-30,250.077
2006-05-31,247.949
2006-06-01,251.05
2006-06-02,256.228
2006-06-05,257.462
2006-06-06,251.809
2006-06-07,248.981
2006-06-08,246.304
2006-06-09,250.846
2006-06-12,248.717
2006-06-13,241.046
2006-06-14,239.935
2006-06-15,240.117
2006-06-16,239.803
2006-06-19,238.544
2006-06-20,237.68
2006-06-21,239.224
2006-06-22,238.998
2006-06-23,241.236
2006-06-26,243.289
2006-06-27,246.61
2006-06-28,245.962
2006-06-29,245.629
2006-06-30,250.939
2006-07-03,252.301
2006-07-04,251.166
2006-07-05,248.022
2006-07-06,248.605
2006-07-07,249.362
2006-07-10,249.376
2006-07-11,250.47
2006-07-12,247.568
2006-07-13,246.769
2006-07-14,240.533
2006-07-17,235.258
2006-07-18,234.399
2006-07-19,236.709
2006-07-20,239.658
2006-07-21,240.42
2006-07-24,239.276
2006-07-25,240.778
2006-07-26,240.676
2006-07-27,242.343
2006-07-28,243.158
2006-07-31,242.44
2006-08-01,244.178
2006-08-02,245.827
2006-08-03,246.706
2006-08-04,251.682
2006-08-07,250.431
2006-08-08,252.663
2006-08-09,254.674
2006-08-10,252.751
2006-08-11,253.322
2006-08-14,254.039
2006-08-15,254.649
2006-08-16,255.518
2006-08-17,255.011
2006-08-18,254.54
2006-08-21,256.44
2006-08-22,255.662
2006-08-23,256.637
2006-08-24,259.063
2006-08-25,257.572
2006-08-28,259.757
2006-08-29,262.129
2006-08-30,266.131
2006-08-31,264.804
2006-09-01,263.411
2006-09-04,264.668
2006-09-05,263.122
2006-09-06,261.507
2006-09-07,257.42
2006-09-08,257.155
2006-09-11,257.37
2006-09-12,256.957
2006-09-13,256.905
2006-09-14,256.206
2006-09-15,252.584
2006-09-18,254.595
2006-09-19,253.975
2006-09-20,253.235
2006-09-21,253.157
2006-09-22,255.41
2006-09-25,251.122
2006-09-26,248.64
2006-09-27,248.742
2006-09-28,248.712
2006-09-29,249.98
2006-10-02,250.467
2006-10-03,250.7
2006-10-04,249.855
2006-10-05,250.273
2006-10-06,247.707
2006-10-09,247.632
2006-10-10,246.65
2006-10-11,246.896
2006-10-12,246.635
2006-10-13,245.311
2006-10-16,244.854
2006-10-17,245.717
2006-10-18,249.056
2006-10-19,250.365
2006-10-20,251.031
2006-10-23,246.674
2006-10-24,245.736
2006-10-25,244.081
2006-10-26,243.24
2006-10-27,245.036
2006-10-30,243.081
2006-10-31,245.487
2006-11-01,245.178
2006-11-02,243.626
2006-11-03,241.152
2006-11-06,239.171
2006-11-07,242.351
2006-11-08,243.792
2006-11-09,246.113
2006-11-10,245.704
2006-11-13,243.789
2006-11-14,244.953
2006-11-15,244.835
2006-11-16,243.45
2006-11-17,243.812
2006-11-20,241.93
2006-11-21,239.757
2006-11-22,240.947
2006-11-23,245.1
2006-11-24,247.962
2006-11-27,248.153
2006-11-28,247.707
2006-11-29,251.765
2006-11-30,256.03
2006-12-01,255.961
2006-12-04,256.233
2006-12-05,255.573
2006-12-06,261.711
2006-12-07,260.532
2006-12-08,260.879
2006-12-11,258.664
2006-12-12,259.661
2006-12-13,260.374
2006-12-14,258.529
2006-12-15,257.256
2006-12-18,257.086
2006-12-19,258.844
2006-12-20,260.08
2006-12-21,259.885
2006-12-22,259.603
2006-12-25,259.603
2006-12-26,259.199
2006-12-27,259.273
2006-12-28,261.267
2006-12-29,263.614
2007-01-01,263.614
2007-01-02,265.501
2007-01-03,265.896
2007-01-04,262.376
2007-01-05,260.402
2007-01-08,263.442
2007-01-09,269.095
2007-01-10,267.5
2007-01-11,269.753
2007-01-12,271.868
2007-01-15,275.754
2007-01-16,275.866
2007-01-17,276.674
2007-01-18,278.556
2007-01-19,277.157
2007-01-22,275.952
2007-01-23,276.91
2007-01-24,276.88
2007-01-25,276.511
2007-01-26,274.908
2007-01-29,276.19
2007-01-30,276.468
2007-01-31,279.561
2007-02-01,284.068
2007-02-02,285.857
2007-02-05,286.566
2007-02-06,287.23
2007-02-07,288.319
2007-02-08,292.566
2007-02-09,299.231
2007-02-12,306.448
2007-02-13,304.744
2007-02-14,306.361
2007-02-15,304.914
2007-02-16,304.579
2007-02-19,309.776
2007-02-20,308.157
2007-02-21,308.778
2007-02-22,307.72
2007-02-23,311.063
2007-02-26,313.056
2007-02-27,299.933
2007-02-28,297.278
2007-03-01,293.288
2007-03-02,292.964
2007-03-05,282.024
2007-03-06,288.976
2007-03-07,289.675
2007-03-08,293.856
2007-03-09,292.908
2007-03-12,293.895
2007-03-13,290.253
2007-03-14,286.507
2007-03-15,292.695
2007-03-16,293.12
2007-03-19,296.53
2007-03-20,298.666
2007-03-21,302.247
2007-03-22,303.592
2007-03-23,303.617
2007-03-26,306.159
2007-03-27,308.626
2007-03-28,304.039
2007-03-29,308.321
2007-03-30,308.057
2007-04-02,316.526
2007-04-03,320.183
2007-04-04,320.177
2007-04-05,319.332
2007-04-06,319.332
2007-04-09,317.668
2007-04-10,323.689
2007-04-11,324.551
2007-04-12,326.785
2007-04-13,328.581
2007-04-16,330.991
2007-04-17,331.709
2007-04-18,331.012
2007-04-19,329.488
2007-04-20,330.917
2007-04-23,331.631
2007-04-24,327.327
2007-04-25,331.808
2007-04-26,330.264
2007-04-27,331.919
2007-04-30,330.886
2007-05-01,329.65
2007-05-02,332.604
2007-05-03,335.376
2007-05-04,336.907
2007-05-07,338.398
2007-05-08,334.323
2007-05-09,339.248
2007-05-10,337.861
2007-05-11,337.369
2007-05-14,339.293
2007-05-15,341.815
2007-05-16,339.541
2007-05-17,339.442
2007-05-18,340.548
2007-05-21,348.183
2007-05-22,352.298
2007-05-23,352.771
2007-05-24,349.694
2007-05-25,356.394
2007-05-28,362.145
2007-05-29,362.005
2007-05-30,356.598
2007-05-31,361.472
2007-06-01,362.761
2007-06-04,362.962
2007-06-05,367.064
2007-06-06,358.624
2007-06-07,351.387
2007-06-08,347.713
2007-06-11,353.264
2007-06-12,352.006
2007-06-13,350.278
2007-06-14,352.119
2007-06-15,355.239
2007-06-18,355.932
2007-06-19,360.143
2007-06-20,359.843
2007-06-21,359.895
2007-06-22,365.566
2007-06-25,366.981
2007-06-26,365.289
2007-06-27,361.337
2007-06-28,362.028
2007-06-29,363.686
2007-07-02,368.94
2007-07-03,371.615
2007-07-04,373.454
2007-07-05,372.756
2007-07-06,373.296
2007-07-09,374.21
2007-07-10,377.061
2007-07-11,373.258
2007-07-12,374.928
2007-07-13,376.675
2007-07-16,378.209
2007-07-17,378.373
2007-07-18,380.969
2007-07-19,384.146
2007-07-20,383.438
2007-07-23,385.135
2007-07-24,380.865
2007-07-25,371.196
2007-07-26,363.715
2007-07-27,357.78
2007-07-30,360.234
2007-07-31,362.83
2007-08-01,354.826
2007-08-02,361.3
2007-08-03,362.809
2007-08-06,355.151
2007-08-07,357.243
2007-08-08,359.232
2007-08-09,349.013
2007-08-10,331.42
2007-08-13,337.012
2007-08-14,334.236
2007-08-15,329.537
2007-08-16,299.525
2007-08-17,309.02
2007-08-20,313.061
2007-08-21,307.942
2007-08-22,317.023
2007-08-23,326.451
2007-08-24,329.753
2007-08-27,333.428
2007-08-28,322.211
2007-08-29,321.136
2007-08-30,321.728
2007-08-31,328.011
2007-09-03,337.298
2007-09-04,339.792
2007-09-05,336.174
2007-09-06,338.01
2007-09-07,327.826
2007-09-10,319.356
2007-09-11,326.824
2007-09-12,326.024
2007-09-13,317.766
2007-09-14,310.724
2007-09-17,295.202
2007-09-18,301.23
2007-09-19,316.683
2007-09-20,314.11
2007-09-21,316.829
2007-09-24,314.693
2007-09-25,303.909
2007-09-26,303.61
2007-09-27,309.097
2007-09-28,305.934
2007-10-01,309.586
2007-10-02,313.457
2007-10-03,313.486
2007-10-04,319.4
2007-10-05,322.216
2007-10-08,324.531
2007-10-09,323.341
2007-10-10,329.965
2007-10-11,334.712
2007-10-12,330.539
2007-10-15,329.138
2007-10-16,322.656
2007-10-17,330.92
2007-10-18,332.422
2007-10-19,329.807
2007-10-22,320.671
2007-10-23,324.78
2007-10-24,319.281
2007-10-25,320.63
2007-10-26,321.904
2007-10-29,326.269
2007-10-30,326.422
2007-10-31,327.48
2007-11-01,322.795
2007-11-02,320.761
2007-11-05,318.868
2007-11-06,324.607
2007-11-07,327.903
2007-11-08,323.643
2007-11-09,317.854
2007-11-12,317.702
2007-11-13,318.176
2007-11-14,318.954
2007-11-15,312.89
2007-11-16,306.664
2007-11-19,300.18
2007-11-20,296.87
2007-11-21,290.643
2007-11-22,292.586
2007-11-23,294.406
2007-11-26,294.455
2007-11-27,294.328
2007-11-28,296.235
2007-11-29,298.392
2007-11-30,302.98
2007-12-03,302.844
2007-12-04,305.266
2007-12-05,304.198
2007-12-06,303.796
2007-12-07,306.045
2007-12-10,306.836
2007-12-11,304.563
2007-12-12,301.856
2007-12-13,293.599
2007-12-14,291.192
2007-12-17,288.695
2007-12-18,288.017
2007-12-19,286.317
2007-12-20,282.089
2007-12-21,283.112
2007-12-24,284.181
2007-12-25,284.181
2007-12-26,286.134
2007-12-27,283.891
2007-12-28,284.53
2007-12-31,281.716
2008-01-01,281.716
2008-01-02,281.889
2008-01-03,277.415
2008-01-04,276.368
2008-01-07,269.105
2008-01-08,271.351
2008-01-09,264.434
2008-01-10,259.18
2008-01-11,252.784
2008-01-14,253.093
2008-01-15,245.626
2008-01-16,235.268
2008-01-17,234.078
2008-01-18,230.716
2008-01-21,216.688
2008-01-22,222.721
2008-01-23,220.964
2008-01-24,231.64
2008-01-25,236.519
2008-01-28,237.891
2008-01-29,243.034
2008-01-30,242.116
2008-01-31,242.743
2008-02-01,248.184
2008-02-04,255.644
2008-02-05,242.978
2008-02-06,247.781
2008-02-07,241.318
2008-02-08,244.62
2008-02-11,241.667
2008-02-12,245.91
2008-02-13,245.378
2008-02-14,249.027
2008-02-15,249.103
2008-02-18,251.998
2008-02-19,253.856
2008-02-20,251.864
2008-02-21,255.037
2008-02-22,254.864
2008-02-25,255.642
2008-02-26,256.389
2008-02-27,258.956
2008-02-28,256.312
2008-02-29,254.467
2008-03-03,253.819
2008-03-04,252.728
2008-03-05,255.367
2008-03-06,255.149
2008-03-07,252.79
2008-03-10,250.51
2008-03-11,251.018
2008-03-12,255.313
2008-03-13,251.671
2008-03-14,250.816
2008-03-17,247.436
2008-03-18,254.06
2008-03-19,252.886
2008-03-20,249.593
2008-03-21,249.593
2008-03-24,249.237
2008-03-25,260.109
2008-03-26,262.647
2008-03-27,267.855
2008-03-28,268.695
2008-03-31,268.691
2008-04-01,269.684
2008-04-02,270.978
2008-04-03,271.773
2008-04-04,272.919
2008-04-07,273.933
2008-04-08,275.1
2008-04-09,277.972
2008-04-10,278.634
2008-04-11,279.988
2008-04-14,280.504
2008-04-15,281.583
2008-04-16,288.646
2008-04-17,289.125
2008-04-18,287.644
2008-04-21,289.993
2008-04-22,291.501
2008-04-23,289.032
2008-04-24,283.723
2008-04-25,284.884
2008-04-28,285.921
2008-04-29,283.97
2008-04-30,283.067
2008-05-01,280.913
2008-05-02,281.474
2008-05-05,282.174
2008-05-06,283.707
2008-05-07,281.685
2008-05-08,282.537
2008-05-09,282.872
2008-05-12,285.829
2008-05-13,285.654
2008-05-14,285.607
2008-05-15,285.354
2008-05-16,287.66
2008-05-19,287.63
2008-05-20,286.21
2008-05-21,287.172
2008-05-22,283.729
2008-05-23,283.365
2008-05-26,280.73
2008-05-27,271.198
2008-05-28,268.76
2008-05-29,266.446
2008-05-30,267.515
2008-06-02,267.719
2008-06-03,267.593
2008-06-04,264.996
2008-06-05,267.621
2008-06-06,266.183
2008-06-09,264.651
2008-06-10,260.409
2008-06-11,255.41
2008-06-12,255.444
2008-06-13,253.186
2008-06-16,255.813
2008-06-17,259.306
2008-06-18,255.88
2008-06-19,250.302
2008-06-20,248.448
2008-06-23,242.047
2008-06-24,240.209
2008-06-25,244.917
2008-06-26,241.225
2008-06-27,238.197
2008-06-30,233.753
2008-07-01,218.26
2008-07-02,225.27
2008-07-03,221.558
2008-07-04,222.406
2008-07-07,227.662
2008-07-08,230.248
2008-07-09,237.018
2008-07-10,235.031
2008-07-11,230.93
2008-07-14,228.401
2008-07-15,223.299
2008-07-16,219.037
2008-07-17,225.385
2008-07-18,229.995
2008-07-21,234.614
2008-07-22,236.951
2008-07-23,241.488
2008-07-24,236.07
2008-07-25,234.021
2008-07-28,229.049
2008-07-29,228.65
2008-07-30,229.043
2008-07-31,230.688
2008-08-01,228.996
2008-08-04,229.756
2008-08-05,234.764
2008-08-06,236.339
2008-08-07,234.902
2008-08-08,231.49
2008-08-11,233.851
2008-08-12,233.0
2008-08-13,231.202
2008-08-14,234.528
2008-08-15,233.201
2008-08-18,233.022
2008-08-19,227.67
2008-08-20,225.782
2008-08-21,229.873
2008-08-22,233.102
2008-08-25,233.188
2008-08-26,233.166
2008-08-27,231.11
2008-08-28,232.06
2008-08-29,229.632
2008-09-01,226.702
2008-09-02,229.219
2008-09-03,230.967
2008-09-04,227.041
2008-09-05,220.169
2008-09-08,224.293
2008-09-09,219.362
2008-09-10,217.098
2008-09-11,213.051
2008-09-12,219.059
2008-09-15,215.064
2008-09-16,210.982
2008-09-17,209.347
2008-09-18,202.628
2008-09-19,213.961
2008-09-22,214.609
2008-09-23,210.906
2008-09-24,209.209
2008-09-25,211.031
2008-09-26,206.928
2008-09-29,199.261
2008-09-30,194.29
2008-10-01,194.073
2008-10-02,190.304
2008-10-03,188.853
2008-10-06,172.95
2008-10-07,168.071
2008-10-08,161.121
2008-10-09,158.762
2008-10-10,150.389
2008-10-13,169.849
2008-10-14,181.225
2008-10-15,174.563
2008-10-16,162.444
2008-10-17,166.454
2008-10-20,167.395
2008-10-21,165.69
2008-10-22,158.648
2008-10-23,159.197
2008-10-24,151.379
2008-10-27,144.59
2008-10-28,145.156
2008-10-29,156.047
2008-10-30,156.898
2008-10-31,157.058
2008-11-03,159.175
2008-11-04,166.47
2008-11-05,162.692
2008-11-06,158.066
2008-11-07,160.527
2008-11-10,159.647
2008-11-11,152.893
2008-11-12,152.146
2008-11-13,152.694
2008-11-14,153.902
2008-11-17,152.788
2008-11-18,152.378
2008-11-19,147.772
2008-11-20,142.291
2008-11-21,139.647
2008-11-24,147.744
2008-11-25,147.949
2008-11-26,147.716
2008-11-27,147.962
2008-11-28,144.432
2008-12-01,141.984
2008-12-02,143.426
2008-12-03,143.663
2008-12-04,142.921
2008-12-05,139.888
2008-12-08,148.016
2008-12-09,147.029
2008-12-10,146.95
2008-12-11,149.647
2008-12-12,149.036
2008-12-15,151.933
2008-12-16,153.508
2008-12-17,160.852
2008-12-18,166.202
2008-12-19,161.692
2008-12-22,159.854
2008-12-23,160.993
2008-12-24,160.922
2008-12-25,160.922
2008-12-26,161.698
2008-12-29,164.15
2008-12-30,165.024
2008-12-31,163.578
2009-01-01,163.578
2009-01-02,162.835
2009-01-05,163.163
2009-01-06,163.321
2009-01-07,164.665
2009-01-08,166.052
2009-01-09,165.272
2009-01-12,164.605
2009-01-13,161.916
2009-01-14,157.358
2009-01-15,156.464
2009-01-16,160.425
2009-01-19,156.745
2009-01-20,153.763
2009-01-21,153.128
2009-01-22,154.728
2009-01-23,151.665
2009-01-26,156.661
2009-01-27,156.087
2009-01-28,159.208
2009-01-29,156.889
2009-01-30,154.351
2009-02-02,153.106
2009-02-03,154.655
2009-02-04,153.909
2009-02-05,151.591
2009-02-06,153.748
2009-02-09,157.612
2009-02-10,157.905
2009-02-11,156.513
2009-02-12,153.334
2009-02-13,155.565
2009-02-16,151.986
2009-02-17,146.441
2009-02-18,144.354
2009-02-19,144.65
2009-02-20,142.093
2009-02-23,145.735
2009-02-24,144.664
2009-02-25,145.667
2009-02-26,147.572
2009-02-27,147.128
2009-03-02,144.378
2009-03-03,142.481
2009-03-04,144.073
2009-03-05,141.517
2009-03-06,141.859
2009-03-09,143.689
2009-03-10,145.591
2009-03-11,146.431
2009-03-12,147.319
2009-03-13,149.285
2009-03-16,152.005
2009-03-17,151.528
2009-03-18,154.703
2009-03-19,164.278
2009-03-20,162.48
2009-03-23,165.649
2009-03-24,164.605
2009-03-25,165.803
2009-03-26,166.498
2009-03-27,162.986
2009-03-30,159.175
2009-03-31,162.889
2009-04-01,164.493
2009-04-02,170.98
2009-04-03,173.549
2009-04-06,174.536
2009-04-07,171.063
2009-04-08,171.729
2009-04-09,173.841
2009-04-10,173.841
2009-04-13,175.315
2009-04-14,176.381
2009-04-15,175.369
2009-04-16,178.562
2009-04-17,180.045
2009-04-20,174.768
2009-04-21,176.899
2009-04-22,177.857
2009-04-23,179.579
2009-04-24,185.698
2009-04-27,184.463
2009-04-28,181.624
2009-04-29,188.305
2009-04-30,191.355
2009-05-01,191.384
2009-05-04,199.505
2009-05-05,201.301
2009-05-06,203.824
2009-05-07,208.115
2009-05-08,210.103
2009-05-11,209.982
2009-05-12,201.608
2009-05-13,196.219
2009-05-14,200.613
2009-05-15,204.52
2009-05-18,206.707
2009-05-19,210.53
2009-05-20,215.087
2009-05-21,210.897
2009-05-22,216.256
2009-05-25,217.064
2009-05-26,216.695
2009-05-27,216.191
2009-05-28,214.227
2009-05-29,212.019
2009-06-01,215.857
2009-06-02,218.724
2009-06-03,215.908
2009-06-04,214.492
2009-06-05,210.931
2009-06-08,205.02
2009-06-09,207.592
2009-06-10,208.959
2009-06-11,210.605
2009-06-12,209.033
2009-06-15,204.852
2009-06-16,205.082
2009-06-17,199.962
2009-06-18,201.856
2009-06-19,205.4
2009-06-22,201.22
2009-06-23,199.25
2009-06-24,202.271
2009-06-25,199.717
2009-06-26,202.038
2009-06-29,204.04
2009-06-30,204.47
2009-07-01,209.359
2009-07-02,204.795
2009-07-03,203.789
2009-07-06,200.709
2009-07-07,201.507
2009-07-08,197.553
2009-07-09,200.432
2009-07-10,197.602
2009-07-13,200.137
2009-07-14,200.615
2009-07-15,203.779
2009-07-16,204.007
2009-07-17,203.767
2009-07-20,206.324
2009-07-21,207.548
2009-07-22,209.743
2009-07-23,212.116
2009-07-24,210.015
2009-07-27,211.759
2009-07-28,210.063
2009-07-29,208.438
2009-07-30,209.196
2009-07-31,210.898
2009-08-03,215.093
2009-08-04,215.562
2009-08-05,217.361
2009-08-06,218.28
2009-08-07,217.494
2009-08-10,216.937
2009-08-11,216.444
2009-08-12,217.987
2009-08-13,221.372
2009-08-14,222.59
2009-08-17,216.863
2009-08-18,220.452
2009-08-19,223.17
2009-08-20,231.169
2009-08-21,236.245
2009-08-24,238.588
2009-08-25,238.395
2009-08-26,236.663
2009-08-27,235.159
2009-08-28,238.046
2009-08-31,235.307
2009-09-01,229.576
2009-09-02,224.36
2009-09-03,227.436
2009-09-04,230.141
2009-09-07,236.406
2009-09-08,240.336
2009-09-09,245.62
2009-09-10,246.671
2009-09-11,251.046
2009-09-14,253.266
2009-09-15,256.813
2009-09-16,260.381
2009-09-17,261.919
2009-09-18,261.942
2009-09-21,259.219
2009-09-22,265.774
2009-09-23,268.404
2009-09-24,265.211
2009-09-25,265.109
2009-09-28,265.12
2009-09-29,263.35
2009-09-30,264.265
2009-10-01,261.96
2009-10-02,259.022
2009-10-05,262.344
2009-10-06,266.829
2009-10-07,268.507
2009-10-08,273.388
2009-10-09,274.089
2009-10-12,279.763
2009-10-13,277.066
2009-10-14,281.297
2009-10-15,280.099
2009-10-16,276.418
2009-10-19,280.783
2009-10-20,279.05
2009-10-21,277.542
2009-10-22,273.441
2009-10-23,275.252
2009-10-26,268.041
2009-10-27,261.186
2009-10-28,251.337
2009-10-29,259.68
2009-10-30,255.857
2009-11-02,256.378
2009-11-03,249.644
2009-11-04,256.423
2009-11-05,259.014
2009-11-06,257.668
2009-11-09,262.858
2009-11-10,261.015
2009-11-11,263.027
2009-11-12,260.202
2009-11-13,259.07
2009-11-16,263.751
2009-11-17,259.586
2009-11-18,262.88
2009-11-19,258.2
2009-11-20,257.514
2009-11-23,263.03
2009-11-24,261.827
2009-11-25,262.894
2009-11-26,255.553
2009-11-27,258.042
2009-11-30,256.376
2009-12-01,261.216
2009-12-02,259.363
2009-12-03,260.436
2009-12-04,257.823
2009-12-07,256.607
2009-12-08,253.692
2009-12-09,249.516
2009-12-10,249.36
2009-12-11,247.956
2009-12-14,248.455
2009-12-15,246.02
2009-12-16,247.862
2009-12-17,240.016
2009-12-18,240.268
2009-12-21,245.877
2009-12-22,245.502
2009-12-23,245.957
2009-12-24,248.816
2009-12-25,248.816
2009-12-28,248.526
2009-12-29,249.23
2009-12-30,247.408
2009-12-31,249.359
2010-01-01,249.359
2010-01-04,253.677
2010-01-05,255.111
2010-01-06,256.587
2010-01-07,256.978
2010-01-08,259.121
2010-01-11,263.454
2010-01-12,260.049
2010-01-13,260.308
2010-01-14,259.497
2010-01-15,253.695
2010-01-18,255.186
2010-01-19,253.389
2010-01-20,246.738
2010-01-21,241.327
2010-01-22,239.641
2010-01-25,243.006
2010-01-26,240.776
2010-01-27,238.51
2010-01-28,234.0
2010-01-29,233.14
2010-02-01,237.266
2010-02-02,238.594
2010-02-03,233.115
2010-02-04,217.576
2010-02-05,213.601
2010-02-08,215.204
2010-02-09,217.071
2010-02-10,221.218
2010-02-11,217.977
2010-02-12,216.428
2010-02-15,214.474
2010-02-16,214.475
2010-02-17,215.632
2010-02-18,216.432
2010-02-19,215.415
2010-02-22,216.984
2010-02-23,213.217
2010-02-24,213.317
2010-02-25,208.786
2010-02-26,212.823
2010-03-01,213.239
2010-03-02,215.422
2010-03-03,220.779
2010-03-04,218.906
2010-03-05,222.693
2010-03-08,221.728
2010-03-09,219.171
2010-03-10,223.981
2010-03-11,227.418
2010-03-12,229.872
2010-03-15,227.161
2010-03-16,231.027
2010-03-17,233.262
2010-03-18,229.09
2010-03-19,225.471
2010-03-22,225.129
2010-03-23,226.348
2010-03-24,222.137
2010-03-25,223.785
2010-03-26,227.044
2010-03-29,229.14
2010-03-30,226.92
2010-03-31,227.057
2010-04-01,229.714
2010-04-02,229.714
2010-04-05,229.188
2010-04-06,228.485
2010-04-07,227.119
2010-04-08,225.517
2010-04-09,230.419
2010-04-12,233.543
2010-04-13,231.806
2010-04-14,235.384
2010-04-15,234.117
2010-04-16,227.943
2010-04-19,225.955
2010-04-20,227.342
2010-04-21,220.028
2010-04-22,214.069
2010-04-23,218.817
2010-04-26,213.854
2010-04-27,199.901
2010-04-28,191.059
2010-04-29,203.997
2010-04-30,205.383
2010-05-03,206.101
2010-05-04,193.988
2010-05-05,190.32
2010-05-06,185.03
2010-05-07,178.808
2010-05-10,198.284
2010-05-11,192.794
2010-05-12,196.564
2010-05-13,192.765
2010-05-14,183.886
2010-05-17,182.045
2010-05-18,184.137
2010-05-19,179.824
2010-05-20,176.188
2010-05-21,182.203
2010-05-24,179.037
2010-05-25,170.972
2010-05-26,175.187
2010-05-27,178.299
2010-05-28,179.529
2010-05-31,178.091
2010-06-01,178.962
2010-06-02,176.086
2010-06-03,180.072
2010-06-04,172.628
2010-06-07,170.868
2010-06-08,169.565
2010-06-09,171.426
2010-06-10,175.915
2010-06-11,178.329
2010-06-14,182.661
2010-06-15,184.054
2010-06-16,184.287
2010-06-17,184.059
2010-06-18,189.667
2010-06-21,193.414
2010-06-22,191.905
2010-06-23,189.784
2010-06-24,185.099
2010-06-25,184.333
2010-06-28,186.903
2010-06-29,179.19
2010-06-30,181.022
2010-07-01,181.349
2010-07-02,184.224
2010-07-05,183.518
2010-07-06,190.322
2010-07-07,191.812
2010-07-08,195.667
2010-07-09,192.548
2010-07-12,191.841
2010-07-13,193.915
2010-07-14,192.905
2010-07-15,194.218
2010-07-16,193.151
2010-07-19,193.02
2010-07-20,192.223
2010-07-21,192.332
2010-07-22,196.707
2010-07-23,193.337
2010-07-26,196.896
2010-07-27,197.957
2010-07-28,200.037
2010-07-29,200.685
2010-07-30,199.408
2010-08-02,205.304
2010-08-03,207.243
2010-08-04,205.807
2010-08-05,206.066
2010-08-06,204.142
2010-08-09,207.136
2010-08-10,203.45
2010-08-11,195.755
2010-08-12,194.321
2010-08-13,192.721
2010-08-16,196.436
2010-08-17,199.307
2010-08-18,197.928
2010-08-19,195.802
2010-08-20,192.067
2010-08-23,192.343
2010-08-24,189.987
2010-08-25,187.055
2010-08-26,191.567
2010-08-27,193.387
2010-08-30,193.8
2010-08-31,194.049
2010-09-01,197.645
2010-09-02,196.799
2010-09-03,197.893
2010-09-06,198.731
2010-09-07,194.439
2010-09-08,193.716
2010-09-09,194.753
2010-09-10,193.504
2010-09-13,197.302
2010-09-14,199.669
2010-09-15,198.933
2010-09-16,198.243
2010-09-17,195.405
2010-09-20,195.174
2010-09-21,197.188
2010-09-22,198.476
