Date,PORTUGAL SMALL CAP Small Cap
2001-07-20,77.182
2001-07-23,75.793
2001-07-24,76.642
2001-07-25,77.241
2001-07-26,78.325
2001-07-27,78.729
2001-07-30,78.637
2001-07-31,78.412
2001-08-01,77.561
2001-08-02,77.964
2001-08-03,77.838
2001-08-06,77.408
2001-08-07,77.176
2001-08-08,77.309
2001-08-09,78.331
2001-08-10,78.661
2001-08-13,78.646
2001-08-14,79.164
2001-08-15,80.373
2001-08-16,80.266
2001-08-17,79.446
2001-08-20,79.351
2001-08-21,80.611
2001-08-22,80.652
2001-08-23,80.399
2001-08-24,79.805
2001-08-27,80.562
2001-08-28,80.052
2001-08-29,79.451
2001-08-30,79.209
2001-08-31,78.968
2001-09-03,79.19
2001-09-04,77.73
2001-09-05,77.015
2001-09-06,77.741
2001-09-07,77.346
2001-09-10,77.824
2001-09-11,77.136
2001-09-12,75.899
2001-09-13,75.519
2001-09-14,75.437
2001-09-17,72.395
2001-09-18,72.981
2001-09-19,74.975
2001-09-20,75.236
2001-09-21,73.212
2001-09-24,73.464
2001-09-25,75.428
2001-09-26,77.641
2001-09-27,76.001
2001-09-28,76.725
2001-10-01,75.818
2001-10-02,76.867
2001-10-03,76.204
2001-10-04,76.732
2001-10-05,77.198
2001-10-08,75.954
2001-10-09,77.077
2001-10-10,78.365
2001-10-11,78.541
2001-10-12,81.15
2001-10-15,81.526
2001-10-16,84.777
2001-10-17,86.455
2001-10-18,87.756
2001-10-19,88.255
2001-10-22,91.68
2001-10-23,92.236
2001-10-24,90.973
2001-10-25,88.796
2001-10-26,88.778
2001-10-29,90.016
2001-10-30,88.877
2001-10-31,91.062
2001-11-01,91.643
2001-11-02,92.208
2001-11-05,95.024
2001-11-06,96.068
2001-11-07,98.063
2001-11-08,96.473
2001-11-09,94.747
2001-11-12,95.526
2001-11-13,96.125
2001-11-14,95.391
2001-11-15,94.911
2001-11-16,94.953
2001-11-19,95.39
2001-11-20,95.261
2001-11-21,93.387
2001-11-22,93.847
2001-11-23,93.784
2001-11-26,94.107
2001-11-27,93.635
2001-11-28,92.302
2001-11-29,93.119
2001-11-30,93.124
2001-12-03,91.398
2001-12-04,92.286
2001-12-05,94.993
2001-12-06,95.873
2001-12-07,95.642
2001-12-10,94.655
2001-12-11,96.281
2001-12-12,96.15
2001-12-13,96.998
2001-12-14,97.346
2001-12-17,97.545
2001-12-18,97.264
2001-12-19,95.373
2001-12-20,93.661
2001-12-21,93.363
2001-12-24,92.432
2001-12-25,92.432
2001-12-26,92.511
2001-12-27,94.0
2001-12-28,93.577
2001-12-31,94.49
2002-01-01,94.49
2002-01-02,95.879
2002-01-03,98.116
2002-01-04,97.827
2002-01-07,97.093
2002-01-08,97.18
2002-01-09,95.958
2002-01-10,95.799
2002-01-11,95.08
2002-01-14,94.774
2002-01-15,96.545
2002-01-16,96.803
2002-01-17,95.99
2002-01-18,97.173
2002-01-21,97.277
2002-01-22,98.088
2002-01-23,97.281
2002-01-24,96.467
2002-01-25,93.669
2002-01-28,93.363
2002-01-29,92.451
2002-01-30,92.121
2002-01-31,92.247
2002-02-01,93.367
2002-02-04,93.57
2002-02-05,92.607
2002-02-06,93.7
2002-02-07,93.0
2002-02-08,94.26
2002-02-11,95.811
2002-02-12,95.675
2002-02-13,95.472
2002-02-14,94.776
2002-02-15,93.375
2002-02-18,93.315
2002-02-19,93.305
2002-02-20,93.292
2002-02-21,93.203
2002-02-22,92.26
2002-02-25,90.574
2002-02-26,91.26
2002-02-27,91.065
2002-02-28,92.036
2002-03-01,92.955
2002-03-04,96.027
2002-03-05,96.273
2002-03-06,98.019
2002-03-07,98.684
2002-03-08,99.429
2002-03-11,99.159
2002-03-12,97.832
2002-03-13,99.13
2002-03-14,100.97
2002-03-15,101.336
2002-03-18,101.73
2002-03-19,102.204
2002-03-20,101.442
2002-03-21,100.826
2002-03-22,101.493
2002-03-25,101.124
2002-03-26,100.917
2002-03-27,101.271
2002-03-28,101.171
2002-03-29,101.171
2002-04-01,102.0
2002-04-02,101.992
2002-04-03,101.481
2002-04-04,101.098
2002-04-05,101.096
2002-04-08,100.018
2002-04-09,100.867
2002-04-10,100.975
2002-04-11,101.298
2002-04-12,100.471
2002-04-15,100.788
2002-04-16,101.994
2002-04-17,102.458
2002-04-18,102.584
2002-04-19,102.571
2002-04-22,103.32
2002-04-23,103.628
2002-04-24,103.644
2002-04-25,104.41
2002-04-26,104.083
2002-04-29,104.196
2002-04-30,103.13
2002-05-01,103.714
2002-05-02,100.064
2002-05-03,99.762
2002-05-06,98.789
2002-05-07,96.706
2002-05-08,99.534
2002-05-09,98.993
2002-05-10,98.903
2002-05-13,98.585
2002-05-14,99.081
2002-05-15,99.394
2002-05-16,101.049
2002-05-17,101.823
2002-05-20,101.269
2002-05-21,100.813
2002-05-22,103.155
2002-05-23,103.151
2002-05-24,103.157
2002-05-27,102.947
2002-05-28,104.523
2002-05-29,104.221
2002-05-30,104.842
2002-05-31,102.771
2002-06-03,103.186
2002-06-04,104.176
2002-06-05,104.225
2002-06-06,104.408
2002-06-07,103.538
2002-06-10,103.445
2002-06-11,102.685
2002-06-12,101.998
2002-06-13,100.977
2002-06-14,99.302
2002-06-17,100.27
2002-06-18,100.118
2002-06-19,100.157
2002-06-20,100.279
2002-06-21,99.201
2002-06-24,97.333
2002-06-25,97.706
2002-06-26,98.074
2002-06-27,99.076
2002-06-28,99.843
2002-07-01,98.486
2002-07-02,96.51
2002-07-03,94.768
2002-07-04,95.65
2002-07-05,97.134
2002-07-08,99.024
2002-07-09,99.863
2002-07-10,99.433
2002-07-11,98.083
2002-07-12,98.048
2002-07-15,99.07
2002-07-16,101.899
2002-07-17,101.003
2002-07-18,100.654
2002-07-19,99.627
2002-07-22,96.76
2002-07-23,93.005
2002-07-24,90.417
2002-07-25,93.5
2002-07-26,90.967
2002-07-29,91.925
2002-07-30,90.941
2002-07-31,89.989
2002-08-01,90.184
2002-08-02,88.984
2002-08-05,86.259
2002-08-06,84.438
2002-08-07,84.925
2002-08-08,85.961
2002-08-09,87.91
2002-08-12,88.345
2002-08-13,87.637
2002-08-14,87.101
2002-08-15,86.452
2002-08-16,86.848
2002-08-19,85.388
2002-08-20,86.382
2002-08-21,86.756
2002-08-22,88.092
2002-08-23,88.002
2002-08-26,88.583
2002-08-27,89.882
2002-08-28,89.434
2002-08-29,89.418
2002-08-30,88.46
2002-09-02,88.091
2002-09-03,88.426
2002-09-04,88.122
2002-09-05,87.828
2002-09-06,88.178
2002-09-09,87.771
2002-09-10,87.276
2002-09-11,87.18
2002-09-12,87.245
2002-09-13,87.294
2002-09-16,86.429
2002-09-17,84.913
2002-09-18,83.845
2002-09-19,83.437
2002-09-20,82.647
2002-09-23,81.608
2002-09-24,79.612
2002-09-25,79.845
2002-09-26,80.055
2002-09-27,78.053
2002-09-30,76.258
2002-10-01,75.616
2002-10-02,75.901
2002-10-03,75.736
2002-10-04,75.465
2002-10-07,74.075
2002-10-08,74.532
2002-10-09,73.983
2002-10-10,73.527
2002-10-11,74.783
2002-10-14,73.325
2002-10-15,75.603
2002-10-16,74.673
2002-10-17,76.768
2002-10-18,76.2
2002-10-21,75.875
2002-10-22,75.799
2002-10-23,75.359
2002-10-24,76.474
2002-10-25,79.094
2002-10-28,80.092
2002-10-29,78.454
2002-10-30,79.539
2002-10-31,81.239
2002-11-01,81.744
2002-11-04,83.852
2002-11-05,83.919
2002-11-06,84.71
2002-11-07,83.935
2002-11-08,84.491
2002-11-11,84.199
2002-11-12,83.764
2002-11-13,83.534
2002-11-14,84.045
2002-11-15,84.774
2002-11-18,85.042
2002-11-19,84.754
2002-11-20,84.736
2002-11-21,85.952
2002-11-22,86.166
2002-11-25,87.865
2002-11-26,87.034
2002-11-27,88.342
2002-11-28,90.097
2002-11-29,89.558
2002-12-02,89.822
2002-12-03,88.832
2002-12-04,89.169
2002-12-05,90.106
2002-12-06,91.48
2002-12-09,90.955
2002-12-10,91.419
2002-12-11,92.474
2002-12-12,92.923
2002-12-13,93.008
2002-12-16,93.494
2002-12-17,94.658
2002-12-18,94.061
2002-12-19,93.208
2002-12-20,93.736
2002-12-23,93.537
2002-12-24,93.925
2002-12-25,93.925
2002-12-26,94.161
2002-12-27,94.394
2002-12-30,94.995
2002-12-31,93.954
2003-01-01,93.954
2003-01-02,93.893
2003-01-03,94.976
2003-01-06,97.072
2003-01-07,96.063
2003-01-08,96.147
2003-01-09,97.239
2003-01-10,98.387
2003-01-13,99.274
2003-01-14,102.313
2003-01-15,102.188
2003-01-16,101.084
2003-01-17,99.285
2003-01-20,98.718
2003-01-21,99.08
2003-01-22,98.399
2003-01-23,99.87
2003-01-24,100.42
2003-01-27,99.287
2003-01-28,97.971
2003-01-29,95.404
2003-01-30,95.181
2003-01-31,96.796
2003-02-03,96.441
2003-02-04,97.015
2003-02-05,97.449
2003-02-06,98.256
2003-02-07,97.751
2003-02-10,96.97
2003-02-11,96.942
2003-02-12,96.187
2003-02-13,96.697
2003-02-14,96.815
2003-02-17,97.018
2003-02-18,97.286
2003-02-19,97.285
2003-02-20,98.36
2003-02-21,97.896
2003-02-24,97.02
2003-02-25,94.249
2003-02-26,94.765
2003-02-27,95.0
2003-02-28,95.999
2003-03-03,96.254
2003-03-04,97.857
2003-03-05,97.302
2003-03-06,98.361
2003-03-07,98.868
2003-03-10,98.128
2003-03-11,99.076
2003-03-12,96.157
2003-03-13,97.461
2003-03-14,98.483
2003-03-17,98.09
2003-03-18,98.578
2003-03-19,97.234
2003-03-20,97.172
2003-03-21,95.413
2003-03-24,96.37
2003-03-25,96.382
2003-03-26,97.027
2003-03-27,97.468
2003-03-28,97.745
2003-03-31,98.904
2003-04-01,98.29
2003-04-02,99.842
2003-04-03,100.612
2003-04-04,102.031
2003-04-07,103.19
2003-04-08,100.567
2003-04-09,101.319
2003-04-10,102.91
2003-04-11,102.111
2003-04-14,102.248
2003-04-15,104.488
2003-04-16,105.172
2003-04-17,105.331
2003-04-18,105.331
2003-04-21,104.877
2003-04-22,106.027
2003-04-23,105.918
2003-04-24,107.342
2003-04-25,107.085
2003-04-28,108.648
2003-04-29,110.967
2003-04-30,114.597
2003-05-01,115.649
2003-05-02,116.192
2003-05-05,120.008
2003-05-06,117.546
2003-05-07,119.616
2003-05-08,121.403
2003-05-09,118.736
2003-05-12,120.481
2003-05-13,121.514
2003-05-14,122.252
2003-05-15,121.23
2003-05-16,120.793
2003-05-19,120.992
2003-05-20,122.14
2003-05-21,121.888
2003-05-22,121.817
2003-05-23,124.688
2003-05-26,124.859
2003-05-27,124.993
2003-05-28,126.036
2003-05-29,125.213
2003-05-30,125.076
2003-06-02,125.307
2003-06-03,124.503
2003-06-04,129.185
2003-06-05,129.795
2003-06-06,130.163
2003-06-09,130.749
2003-06-10,129.576
2003-06-11,129.947
2003-06-12,129.158
2003-06-13,129.487
2003-06-16,129.4
2003-06-17,129.844
2003-06-18,128.428
2003-06-19,127.855
2003-06-20,127.646
2003-06-23,125.942
2003-06-24,125.529
2003-06-25,130.039
2003-06-26,127.282
2003-06-27,128.54
2003-06-30,127.927
2003-07-01,128.112
2003-07-02,127.04
2003-07-03,126.534
2003-07-04,125.943
2003-07-07,126.09
2003-07-08,126.005
2003-07-09,125.015
2003-07-10,124.77
2003-07-11,125.181
2003-07-14,125.585
2003-07-15,123.971
2003-07-16,122.462
2003-07-17,123.445
2003-07-18,123.184
2003-07-21,123.251
2003-07-22,122.253
2003-07-23,123.561
2003-07-24,124.149
2003-07-25,125.252
2003-07-28,124.062
2003-07-29,124.221
2003-07-30,122.299
2003-07-31,120.007
2003-08-01,118.571
2003-08-04,119.113
2003-08-05,118.447
2003-08-06,118.076
2003-08-07,117.801
2003-08-08,116.975
2003-08-11,115.866
2003-08-12,116.919
2003-08-13,118.069
2003-08-14,118.631
2003-08-15,119.617
2003-08-18,119.236
2003-08-19,120.124
2003-08-20,118.963
2003-08-21,118.001
2003-08-22,117.585
2003-08-25,117.132
2003-08-26,116.694
2003-08-27,118.072
2003-08-28,118.478
2003-08-29,120.096
2003-09-01,121.034
2003-09-02,118.902
2003-09-03,119.481
2003-09-04,118.894
2003-09-05,120.228
2003-09-08,120.821
2003-09-09,121.32
2003-09-10,121.853
2003-09-11,120.938
2003-09-12,121.891
2003-09-15,122.721
2003-09-16,120.448
2003-09-17,121.408
2003-09-18,121.191
2003-09-19,121.692
2003-09-22,122.117
2003-09-23,122.759
2003-09-24,122.813
2003-09-25,123.182
2003-09-26,123.524
2003-09-29,123.815
2003-09-30,124.288
2003-10-01,129.162
2003-10-02,130.299
2003-10-03,130.999
2003-10-06,132.476
2003-10-07,133.759
2003-10-08,135.016
2003-10-09,134.991
2003-10-10,136.458
2003-10-13,136.344
2003-10-14,138.96
2003-10-15,138.881
2003-10-16,136.405
2003-10-17,136.926
2003-10-20,137.27
2003-10-21,136.513
2003-10-22,134.865
2003-10-23,136.284
2003-10-24,136.447
2003-10-27,135.542
2003-10-28,136.411
2003-10-29,137.544
2003-10-30,139.578
2003-10-31,138.32
2003-11-03,138.286
2003-11-04,138.107
2003-11-05,137.003
2003-11-06,137.065
2003-11-07,139.458
2003-11-10,140.16
2003-11-11,141.477
2003-11-12,144.725
2003-11-13,145.819
2003-11-14,149.134
2003-11-17,146.957
2003-11-18,151.903
2003-11-19,154.196
2003-11-20,154.211
2003-11-21,156.538
2003-11-24,151.727
2003-11-25,153.762
2003-11-26,155.979
2003-11-27,156.541
2003-11-28,156.099
2003-12-01,156.806
2003-12-02,161.216
2003-12-03,159.899
2003-12-04,157.846
2003-12-05,157.157
2003-12-08,160.144
2003-12-09,160.007
2003-12-10,160.663
2003-12-11,159.73
2003-12-12,161.537
2003-12-15,162.563
2003-12-16,163.765
2003-12-17,163.741
2003-12-18,164.559
2003-12-19,163.618
2003-12-22,161.98
2003-12-23,161.279
2003-12-24,163.321
2003-12-25,163.321
2003-12-26,163.256
2003-12-29,163.816
2003-12-30,166.169
2003-12-31,165.865
2004-01-01,165.865
2004-01-02,170.959
2004-01-05,175.395
2004-01-06,174.605
2004-01-07,170.739
2004-01-08,172.455
2004-01-09,174.725
2004-01-12,178.5
2004-01-13,184.319
2004-01-14,185.343
2004-01-15,187.528
2004-01-16,181.652
2004-01-19,183.643
2004-01-20,182.722
2004-01-21,186.069
2004-01-22,187.919
2004-01-23,187.24
2004-01-26,188.073
2004-01-27,191.117
2004-01-28,193.474
2004-01-29,186.908
2004-01-30,187.824
2004-02-02,190.993
2004-02-03,191.676
2004-02-04,190.846
2004-02-05,189.072
2004-02-06,193.778
2004-02-09,194.909
2004-02-10,197.977
2004-02-11,201.873
2004-02-12,203.756
2004-02-13,202.849
2004-02-16,203.593
2004-02-17,203.017
2004-02-18,205.194
2004-02-19,201.585
2004-02-20,202.645
2004-02-23,207.969
2004-02-24,211.425
2004-02-25,213.825
2004-02-26,207.373
2004-02-27,210.15
2004-03-01,213.165
2004-03-02,212.862
2004-03-03,213.575
2004-03-04,218.37
2004-03-05,220.635
2004-03-08,221.546
2004-03-09,220.856
2004-03-10,210.904
2004-03-11,204.18
2004-03-12,202.819
2004-03-15,199.512
2004-03-16,201.415
2004-03-17,206.243
2004-03-18,207.498
2004-03-19,208.145
2004-03-22,201.308
2004-03-23,197.775
2004-03-24,191.495
2004-03-25,194.867
2004-03-26,192.256
2004-03-29,196.25
2004-03-30,194.146
2004-03-31,196.708
2004-04-01,197.83
2004-04-02,195.398
2004-04-05,192.0
2004-04-06,191.857
2004-04-07,194.1
2004-04-08,193.33
2004-04-09,193.33
2004-04-12,192.787
2004-04-13,191.909
2004-04-14,189.284
2004-04-15,189.089
2004-04-16,189.436
2004-04-19,189.63
2004-04-20,188.139
2004-04-21,186.98
2004-04-22,187.15
2004-04-23,185.145
2004-04-26,184.744
2004-04-27,186.778
2004-04-28,186.762
2004-04-29,191.129
2004-04-30,191.936
2004-05-03,190.888
2004-05-04,195.774
2004-05-05,201.792
2004-05-06,199.56
2004-05-07,197.177
2004-05-10,191.115
2004-05-11,191.749
2004-05-12,190.556
2004-05-13,189.117
2004-05-14,185.174
2004-05-17,181.014
2004-05-18,182.725
2004-05-19,187.307
2004-05-20,184.865
2004-05-21,184.484
2004-05-24,186.517
2004-05-25,184.568
2004-05-26,184.502
2004-05-27,188.66
2004-05-28,186.563
2004-05-31,186.853
2004-06-01,187.954
2004-06-02,189.903
2004-06-03,189.755
2004-06-04,190.843
2004-06-07,192.741
2004-06-08,192.22
2004-06-09,187.951
2004-06-10,186.733
2004-06-11,185.541
2004-06-14,186.75
2004-06-15,186.65
2004-06-16,186.816
2004-06-17,186.881
2004-06-18,190.039
2004-06-21,191.211
2004-06-22,192.814
2004-06-23,194.035
2004-06-24,192.863
2004-06-25,191.525
2004-06-28,196.587
2004-06-29,194.805
2004-06-30,196.887
2004-07-01,196.445
2004-07-02,199.023
2004-07-05,198.176
2004-07-06,198.765
2004-07-07,196.388
2004-07-08,197.961
2004-07-09,199.253
2004-07-12,199.404
2004-07-13,197.945
2004-07-14,199.747
2004-07-15,199.382
2004-07-16,200.66
2004-07-19,197.559
2004-07-20,195.194
2004-07-21,194.546
2004-07-22,192.497
2004-07-23,190.615
2004-07-26,188.888
2004-07-27,189.398
2004-07-28,190.581
2004-07-29,193.531
2004-07-30,191.187
2004-08-02,190.694
2004-08-03,191.738
2004-08-04,189.881
2004-08-05,188.693
2004-08-06,189.438
2004-08-09,187.997
2004-08-10,189.433
2004-08-11,187.874
2004-08-12,190.045
2004-08-13,189.73
2004-08-16,190.599
2004-08-17,190.958
2004-08-18,190.331
2004-08-19,190.423
2004-08-20,192.346
2004-08-23,189.376
2004-08-24,190.769
2004-08-25,189.907
2004-08-26,191.868
2004-08-27,190.305
2004-08-30,189.197
2004-08-31,191.33
2004-09-01,192.711
2004-09-02,191.561
2004-09-03,191.104
2004-09-06,188.957
2004-09-07,189.15
2004-09-08,190.575
2004-09-09,192.085
2004-09-10,193.86
2004-09-13,197.719
2004-09-14,198.534
2004-09-15,195.063
2004-09-16,194.935
2004-09-17,195.668
2004-09-20,195.744
2004-09-21,196.874
2004-09-22,195.707
2004-09-23,195.319
2004-09-24,194.918
2004-09-27,197.882
2004-09-28,200.12
2004-09-29,200.832
2004-09-30,201.622
2004-10-01,202.241
2004-10-04,202.582
2004-10-05,203.844
2004-10-06,205.754
2004-10-07,203.635
2004-10-08,204.474
2004-10-11,203.691
2004-10-12,200.6
2004-10-13,200.235
2004-10-14,201.715
2004-10-15,203.776
2004-10-18,205.122
2004-10-19,207.116
2004-10-20,207.056
2004-10-21,208.762
2004-10-22,208.624
2004-10-25,211.244
2004-10-26,208.781
2004-10-27,211.754
2004-10-28,213.296
2004-10-29,214.681
2004-11-01,217.458
2004-11-02,217.04
2004-11-03,216.237
2004-11-04,217.513
2004-11-05,218.677
2004-11-08,220.742
2004-11-09,220.082
2004-11-10,222.693
2004-11-11,224.252
2004-11-12,224.846
2004-11-15,225.412
2004-11-16,225.262
2004-11-17,230.919
2004-11-18,228.591
2004-11-19,229.042
2004-11-22,231.762
2004-11-23,232.657
2004-11-24,234.19
2004-11-25,236.602
2004-11-26,236.885
2004-11-29,234.492
2004-11-30,231.279
2004-12-01,231.977
2004-12-02,231.513
2004-12-03,234.341
2004-12-06,233.975
2004-12-07,236.468
2004-12-08,234.532
2004-12-09,234.431
2004-12-10,235.696
2004-12-13,239.496
2004-12-14,240.373
2004-12-15,240.577
2004-12-16,240.53
2004-12-17,239.39
2004-12-20,242.298
2004-12-21,241.667
2004-12-22,242.602
2004-12-23,244.806
2004-12-24,244.594
2004-12-27,247.011
2004-12-28,245.972
2004-12-29,245.208
2004-12-30,244.136
2004-12-31,243.239
2005-01-03,241.595
2005-01-04,240.107
2005-01-05,238.616
2005-01-06,238.098
2005-01-07,237.347
2005-01-10,238.609
2005-01-11,242.63
2005-01-12,248.37
2005-01-13,245.924
2005-01-14,242.88
2005-01-17,245.979
2005-01-18,244.968
2005-01-19,248.754
2005-01-20,247.288
2005-01-21,250.361
2005-01-24,249.85
2005-01-25,249.603
2005-01-26,254.248
2005-01-27,251.819
2005-01-28,252.545
2005-01-31,254.07
2005-02-01,255.124
2005-02-02,254.955
2005-02-03,256.147
2005-02-04,256.66
2005-02-07,254.996
2005-02-08,255.131
2005-02-09,254.15
2005-02-10,254.376
2005-02-11,253.141
2005-02-14,254.197
2005-02-15,254.878
2005-02-16,255.569
2005-02-17,254.884
2005-02-18,255.376
2005-02-21,256.432
2005-02-22,257.233
2005-02-23,255.579
2005-02-24,254.351
2005-02-25,257.392
2005-02-28,259.527
2005-03-01,256.713
2005-03-02,255.482
2005-03-03,258.536
2005-03-04,263.394
2005-03-07,261.102
2005-03-08,263.024
2005-03-09,261.242
2005-03-10,257.386
2005-03-11,259.189
2005-03-14,257.346
2005-03-15,259.468
2005-03-16,261.679
2005-03-17,260.438
2005-03-18,259.641
2005-03-21,258.767
2005-03-22,263.082
2005-03-23,257.682
2005-03-24,257.298
2005-03-25,257.298
2005-03-28,255.493
2005-03-29,258.152
2005-03-30,258.963
2005-03-31,258.914
2005-04-01,257.35
2005-04-04,255.708
2005-04-05,257.227
2005-04-06,259.813
2005-04-07,261.729
2005-04-08,259.656
2005-04-11,263.17
2005-04-12,259.582
2005-04-13,261.781
2005-04-14,259.042
2005-04-15,261.483
2005-04-18,257.4
2005-04-19,257.698
2005-04-20,262.411
2005-04-21,263.095
2005-04-22,264.075
2005-04-25,261.193
2005-04-26,261.697
2005-04-27,260.132
2005-04-28,258.033
2005-04-29,259.068
2005-05-02,254.427
2005-05-03,255.852
2005-05-04,256.3
2005-05-05,255.157
2005-05-06,255.806
2005-05-09,255.609
2005-05-10,257.439
2005-05-11,256.52
2005-05-12,256.914
2005-05-13,254.331
2005-05-16,253.805
2005-05-17,253.784
2005-05-18,255.082
2005-05-19,251.924
2005-05-20,252.047
2005-05-23,253.84
2005-05-24,253.188
2005-05-25,252.03
2005-05-26,250.25
2005-05-27,245.49
2005-05-30,242.417
2005-05-31,237.347
2005-06-01,236.405
2005-06-02,235.1
2005-06-03,233.992
2005-06-06,233.651
2005-06-07,233.029
2005-06-08,230.575
2005-06-09,227.538
2005-06-10,232.375
2005-06-13,231.559
2005-06-14,230.674
2005-06-15,231.607
2005-06-16,232.308
2005-06-17,235.718
2005-06-20,232.283
2005-06-21,232.21
2005-06-22,232.949
2005-06-23,235.518
2005-06-24,235.09
2005-06-27,232.967
2005-06-28,231.025
2005-06-29,232.493
2005-06-30,231.322
2005-07-01,229.765
2005-07-04,226.699
2005-07-05,226.886
2005-07-06,225.484
2005-07-07,224.306
2005-07-08,223.793
2005-07-11,226.806
2005-07-12,229.522
2005-07-13,226.694
2005-07-14,226.231
2005-07-15,225.486
2005-07-18,225.827
2005-07-19,224.681
2005-07-20,224.094
2005-07-21,226.243
2005-07-22,227.544
2005-07-25,229.89
2005-07-26,230.109
2005-07-27,232.728
2005-07-28,237.283
2005-07-29,236.333
2005-08-01,237.168
2005-08-02,238.771
2005-08-03,238.32
2005-08-04,236.495
2005-08-05,235.213
2005-08-08,236.057
2005-08-09,235.561
2005-08-10,238.137
2005-08-11,240.167
2005-08-12,239.816
2005-08-15,238.077
2005-08-16,237.042
2005-08-17,237.636
2005-08-18,235.257
2005-08-19,232.787
2005-08-22,234.758
2005-08-23,234.06
2005-08-24,234.243
2005-08-25,234.714
2005-08-26,235.807
2005-08-29,233.978
2005-08-30,232.343
2005-08-31,236.093
2005-09-01,239.788
2005-09-02,241.503
2005-09-05,241.06
2005-09-06,241.626
2005-09-07,243.484
2005-09-08,241.982
2005-09-09,244.333
2005-09-12,242.424
2005-09-13,239.1
2005-09-14,240.056
2005-09-15,238.758
2005-09-16,238.673
2005-09-19,236.279
2005-09-20,239.098
2005-09-21,240.238
2005-09-22,237.869
2005-09-23,235.959
2005-09-26,236.522
2005-09-27,235.978
2005-09-28,236.538
2005-09-29,237.622
2005-09-30,239.019
2005-10-03,236.73
2005-10-04,236.96
2005-10-05,238.555
2005-10-06,240.183
2005-10-07,239.873
2005-10-10,238.718
2005-10-11,237.957
2005-10-12,237.681
2005-10-13,234.961
2005-10-14,237.98
2005-10-17,236.942
2005-10-18,235.668
2005-10-19,234.193
2005-10-20,231.625
2005-10-21,232.213
2005-10-24,232.713
2005-10-25,233.603
2005-10-26,234.326
2005-10-27,233.633
2005-10-28,233.023
2005-10-31,230.479
2005-11-01,232.348
2005-11-02,233.208
2005-11-03,234.378
2005-11-04,232.954
2005-11-07,231.239
2005-11-08,232.054
2005-11-09,231.841
