Date,FRANCE SMALL GROWTH Small Cap
2003-08-29,323.55
2003-09-30,343.916
2003-10-31,367.616
2003-11-28,384.631
2003-12-31,396.483
2004-01-30,413.024
2004-02-27,422.247
2004-03-31,416.765
2004-04-30,402.064
2004-05-31,404.811
2004-06-30,419.247
2004-07-30,392.82
2004-08-31,385.166
2004-09-30,411.379
2004-10-29,427.093
2004-11-30,453.87
2004-12-31,490.473
2005-01-31,507.253
2005-02-28,536.301
2005-03-31,522.621
2005-04-29,500.905
2005-05-31,513.487
2005-06-30,532.322
2005-07-29,578.762
2005-08-31,597.691
2005-09-30,631.655
2005-10-31,588.317
2005-11-30,604.548
2005-12-30,637.173
2006-01-31,698.343
2006-02-28,703.486
2006-03-31,770.991
2006-04-28,801.632
2006-05-31,765.185
2006-06-30,748.61
2006-07-31,720.33
2006-08-31,754.063
2006-09-29,744.362
2006-10-31,784.722
2006-11-30,841.804
2006-12-29,867.152
2007-01-31,872.499
2007-02-28,884.017
2007-03-30,929.699
2007-04-30,979.467
2007-05-31,1000.0
2007-06-29,987.779
2007-07-31,978.277
2007-08-31,945.307
2007-09-28,970.66
2007-10-31,1032.817
2007-11-30,974.669
2007-12-31,963.493
2008-01-31,794.957
2008-02-29,826.468
2008-03-31,842.087
2008-04-30,895.611
2008-05-30,921.321
2008-06-30,842.481
2008-07-31,832.85
2008-08-29,813.302
2008-09-30,643.448
2008-10-31,454.531
2008-11-28,420.055
2008-12-31,434.266
2009-01-30,409.151
2009-02-27,391.026
2009-03-31,425.211
2009-04-30,479.68
2009-05-29,514.18
2009-06-30,517.372
2009-07-31,558.552
2009-08-31,601.823
2009-09-30,679.994
2009-10-30,646.234
2009-11-30,653.117
2009-12-31,659.275
2010-01-29,644.309
2010-02-26,612.787
2010-03-31,663.091
2010-04-30,672.325
2010-05-31,552.261
2010-06-30,539.158
2010-07-30,608.156
2010-08-31,568.206
2010-09-30,686.328
2010-10-29,763.96
2010-11-30,698.997
2010-12-31,796.064
2011-01-31,822.946
2011-02-28,842.894
2011-03-31,878.104
2011-04-29,989.425
2011-05-31,970.183
2011-06-30,971.256
2011-07-29,912.176
2011-08-31,855.082
2011-09-30,737.254
2011-10-31,786.671
2011-11-30,730.734
2011-12-30,711.766
2012-01-31,778.867
2012-02-29,838.102
2012-03-30,866.534
2012-04-30,878.307
2012-05-31,774.087
2012-06-29,824.18
2012-07-31,856.351
2012-08-31,886.25
2012-09-28,900.744
2012-10-31,902.175
2012-11-30,940.083
2012-12-31,1004.541
2013-01-31,1108.641
2013-02-28,1068.415
2013-03-29,1042.649
2013-04-30,1073.054
2013-05-31,1133.069
2013-06-28,1128.572
2013-07-31,1278.074
2013-08-30,1270.318
2013-09-30,1450.331
2013-10-31,1533.576
2013-11-29,1598.256
2013-12-31,1623.992
2014-01-31,1591.727
2014-02-28,1778.304
2014-03-31,1800.72
2014-04-30,1786.627
2014-05-30,1814.336
2014-06-30,1776.717
2014-07-31,1676.778
2014-08-29,1649.845
2014-09-30,1581.411
2014-10-31,1558.627
2014-11-28,1628.386
2014-12-31,1585.659
2015-01-30,1584.337
2015-02-27,1703.531
2015-03-31,1647.401
2015-04-30,1817.388
2015-05-29,1810.085
2015-06-30,1754.443
2015-07-31,1873.783
2015-08-31,1789.216
2015-09-30,1679.568
2015-10-30,1859.926
2015-11-30,1855.288
2015-12-31,1901.161
2016-01-29,1762.872
2016-02-29,1766.284
2016-03-31,1885.241
2016-04-29,1901.56
2016-05-31,1968.457
2016-06-30,1854.638
2016-07-29,1992.927
2016-08-31,2031.588
2016-09-30,2102.232
2016-10-31,2021.348
2016-11-30,1940.834
2016-12-30,2053.844
2017-01-31,2087.015
2017-02-28,2157.051
2017-03-31,2285.818
2017-04-28,2462.947
2017-05-31,2662.124
2017-06-30,2657.985
2017-07-31,2751.638
2017-08-31,2780.382
2017-09-29,2935.687
2017-10-31,2935.375
2017-11-30,2888.381
2017-12-29,2965.577
2018-01-31,3214.083
2018-02-28,3014.762
2018-03-30,2978.439
2018-04-30,3000.318
2018-05-31,2910.293
2018-06-29,2859.267
2018-07-31,2801.58
2018-08-31,2833.618
2018-09-28,2736.424
2018-10-31,2463.507
2018-11-30,2330.932
2018-12-31,2140.275
2019-01-31,2376.499
2019-02-28,2472.584
2019-03-29,2436.671
2019-04-30,2606.128
2019-05-31,2366.479
2019-06-28,2603.063
2019-07-31,2626.822
2019-08-30,2564.266
2019-09-30,2569.523
2019-10-31,2571.055
2019-11-29,2589.785
2019-12-31,2755.245
2020-01-31,2680.477
2020-02-28,2437.835
2020-03-31,1865.629
2020-04-30,2057.06
2020-05-29,2169.727
2020-06-30,2359.634
2020-07-31,2569.925
2020-08-31,2737.65
2020-09-30,2850.032
2020-10-30,2562.152
2020-11-30,2947.794
2020-12-31,3133.156
2021-01-29,3060.799
2021-02-26,3088.04
2021-03-31,3078.62
2021-04-30,3160.666
2021-05-31,3182.273
2021-06-30,3187.946
2021-07-30,3392.854
2021-08-31,3512.196
2021-09-30,3270.43
2021-10-29,3522.565
2021-11-30,3325.899
2021-12-31,3431.361
2022-01-31,2955.07
2022-02-28,2939.908
2022-03-31,3004.137
2022-04-29,2789.79
2022-05-31,2796.716
2022-06-30,2366.599
2022-07-29,2572.388
2022-08-31,2376.757
2022-09-30,2041.875
2022-10-31,2176.895
2022-11-30,2387.499
2022-12-30,2418.094
2023-01-31,2597.105
2023-02-28,2623.999
2023-03-31,2603.902
2023-04-28,2606.039
2023-05-31,2453.369
2023-06-30,2624.498
2023-07-31,2790.068
2023-08-31,2711.458
2023-09-29,2545.389
2023-10-31,2278.717
2023-11-30,2574.459
2023-12-29,2722.305
2024-01-31,2649.799
2024-02-29,2668.444
2024-03-29,2693.783
2024-04-30,2602.195
2024-05-31,2837.229
2024-06-28,2530.599
2024-07-31,2672.807
2024-08-30,2685.22
2024-09-30,2672.895
2024-10-31,2502.705
2024-11-29,2380.94
2024-12-31,2373.654
2025-01-31,2508.003
2025-02-28,2488.174
2025-03-31,2521.113
2025-04-30,2680.131
2025-05-30,2877.737
2025-06-30,3142.523
