Date,FRANCE SMALL GROWTH Small Cap
1994-05-31,262.058
1994-06-30,260.358
1994-07-29,271.753
1994-08-31,277.308
1994-09-30,278.076
1994-10-31,276.256
1994-11-30,264.872
1994-12-30,268.921
1995-01-31,260.086
1995-02-28,265.096
1995-03-31,282.938
1995-04-28,279.041
1995-05-31,283.827
1995-06-30,291.084
1995-07-31,292.912
1995-08-31,280.269
1995-09-29,282.493
1995-10-31,274.672
1995-11-30,270.094
1995-12-29,275.693
1996-01-31,280.544
1996-02-29,298.841
1996-03-29,315.52
1996-04-30,323.154
1996-05-31,326.724
1996-06-28,330.053
1996-07-31,330.949
1996-08-30,323.398
1996-09-30,317.274
1996-10-31,325.735
1996-11-29,332.849
1996-12-31,344.645
1997-01-31,349.86
1997-02-28,347.511
1997-03-31,353.431
1997-04-30,336.652
1997-05-30,329.91
1997-06-30,336.627
1997-07-31,333.424
1997-08-29,342.075
1997-09-30,348.248
1997-10-31,332.703
1997-11-28,324.833
1997-12-31,332.98
1998-01-30,336.863
1998-02-27,360.645
1998-03-31,377.759
1998-04-30,407.852
1998-05-29,444.153
1998-06-30,425.451
1998-07-31,423.269
1998-08-31,381.135
1998-09-30,356.77
1998-10-30,377.769
1998-11-30,383.039
1998-12-31,380.457
1999-01-29,354.622
1999-02-26,351.266
1999-03-31,345.024
1999-04-30,361.871
1999-05-31,364.611
1999-06-30,372.221
1999-07-30,378.795
1999-08-31,393.859
1999-09-30,403.616
1999-10-29,414.021
1999-11-30,441.096
1999-12-31,496.471
2000-01-31,541.558
2000-02-29,697.327
2000-03-31,636.819
2000-04-28,544.444
2000-05-31,554.902
2000-06-30,558.137
2000-07-31,535.621
2000-08-31,573.987
2000-09-29,552.158
2000-10-31,497.635
2000-11-30,468.826
2000-12-29,499.09
2001-01-31,509.546
2001-02-28,460.708
2001-03-30,404.939
2001-04-30,429.537
2001-05-31,417.161
2001-06-29,376.527
2001-07-31,372.189
2001-08-31,369.078
2001-09-28,297.366
2001-10-31,319.186
2001-11-30,341.667
2001-12-31,342.522
2002-01-31,341.52
2002-02-28,340.207
2002-03-29,360.884
2002-04-30,363.702
2002-05-31,362.52
2002-06-28,348.706
2002-07-31,299.205
2002-08-30,294.894
2002-09-30,237.165
2002-10-31,259.167
2002-11-29,284.32
2002-12-31,264.95
2003-01-31,256.576
2003-02-28,234.94
2003-03-31,225.76
2003-04-30,269.001
2003-05-30,307.113
2003-06-30,308.255
2003-07-31,318.185
