Date,FRANCE SMALL GROWTH Small Cap
2001-01-01,509.156
2001-01-02,509.275
2001-01-03,494.654
2001-01-04,502.135
2001-01-05,496.98
2001-01-08,489.374
2001-01-09,482.948
2001-01-10,482.469
2001-01-11,493.363
2001-01-12,504.983
2001-01-15,507.041
2001-01-16,503.718
2001-01-17,506.262
2001-01-18,515.745
2001-01-19,520.395
2001-01-22,521.39
2001-01-23,520.105
2001-01-24,516.271
2001-01-25,512.5
2001-01-26,512.093
2001-01-29,509.985
2001-01-30,513.128
2001-01-31,519.787
2001-02-01,522.601
2001-02-02,520.239
2001-02-05,519.416
2001-02-06,517.478
2001-02-07,512.977
2001-02-08,508.33
2001-02-09,505.728
2001-02-12,508.89
2001-02-13,504.093
2001-02-14,495.262
2001-02-15,492.621
2001-02-16,491.227
2001-02-19,492.175
2001-02-20,482.518
2001-02-21,479.084
2001-02-22,471.328
2001-02-23,469.225
2001-02-26,472.804
2001-02-27,477.327
2001-02-28,469.945
2001-03-01,466.694
2001-03-02,465.545
2001-03-05,465.104
2001-03-06,478.478
2001-03-07,478.429
2001-03-08,481.692
2001-03-09,477.029
2001-03-12,465.486
2001-03-13,452.76
2001-03-14,442.879
2001-03-15,440.409
2001-03-16,428.948
2001-03-19,425.953
2001-03-20,432.279
2001-03-21,419.995
2001-03-22,400.49
2001-03-23,411.685
2001-03-26,418.804
2001-03-27,424.442
2001-03-28,420.287
2001-03-29,410.765
2001-03-30,413.03
2001-04-02,413.01
2001-04-03,403.337
2001-04-04,408.786
2001-04-05,413.259
2001-04-06,412.45
2001-04-09,412.138
2001-04-10,410.85
2001-04-11,412.61
2001-04-12,417.643
2001-04-13,417.643
2001-04-16,413.366
2001-04-17,408.956
2001-04-18,413.449
2001-04-19,421.957
2001-04-20,426.987
2001-04-23,424.203
2001-04-24,423.747
2001-04-25,428.322
2001-04-26,437.52
2001-04-27,436.577
2001-04-30,438.063
2001-05-01,440.406
2001-05-02,445.916
2001-05-03,443.801
2001-05-04,441.676
2001-05-07,442.877
2001-05-08,441.41
2001-05-09,438.083
2001-05-10,438.929
2001-05-11,436.549
2001-05-14,433.643
2001-05-15,436.152
2001-05-16,438.264
2001-05-17,441.532
2001-05-18,439.97
2001-05-21,440.922
2001-05-22,437.892
2001-05-23,434.859
2001-05-24,434.075
2001-05-25,433.633
2001-05-28,440.326
2001-05-29,432.876
2001-05-30,430.926
2001-05-31,425.305
2001-06-01,425.027
2001-06-04,425.658
2001-06-05,429.179
2001-06-06,425.479
2001-06-07,427.325
2001-06-08,428.025
2001-06-11,422.205
2001-06-12,416.219
2001-06-13,417.725
2001-06-14,416.468
2001-06-15,414.68
2001-06-18,408.04
2001-06-19,403.669
2001-06-20,393.833
2001-06-21,392.715
2001-06-22,393.256
2001-06-25,393.372
2001-06-26,389.913
2001-06-27,386.536
2001-06-28,383.164
2001-06-29,383.646
2001-07-02,385.841
2001-07-03,385.513
2001-07-04,382.344
2001-07-05,374.754
2001-07-06,373.838
2001-07-09,375.105
2001-07-10,378.759
2001-07-11,378.275
2001-07-12,376.709
2001-07-13,376.263
2001-07-16,378.032
2001-07-17,375.118
2001-07-18,382.538
2001-07-19,381.013
2001-07-20,380.072
2001-07-23,376.78
2001-07-24,377.368
2001-07-25,376.276
2001-07-26,374.85
2001-07-27,375.201
2001-07-30,376.344
2001-07-31,379.129
2001-08-01,382.303
2001-08-02,385.203
2001-08-03,384.467
2001-08-06,382.966
2001-08-07,380.787
2001-08-08,376.549
2001-08-09,376.023
2001-08-10,378.626
2001-08-13,381.132
2001-08-14,382.991
2001-08-15,388.732
2001-08-16,387.392
2001-08-17,385.402
2001-08-20,380.967
2001-08-21,381.466
2001-08-22,384.323
2001-08-23,381.601
2001-08-24,383.783
2001-08-27,382.94
2001-08-28,381.792
2001-08-29,382.044
2001-08-30,377.314
2001-08-31,375.925
2001-09-03,369.268
2001-09-04,360.924
2001-09-05,355.299
2001-09-06,346.387
2001-09-07,348.435
2001-09-10,338.668
2001-09-11,325.727
2001-09-12,317.146
2001-09-13,317.822
2001-09-14,309.882
2001-09-17,302.974
2001-09-18,302.498
2001-09-19,303.414
2001-09-20,292.727
2001-09-21,277.976
2001-09-24,285.573
2001-09-25,295.201
2001-09-26,302.433
2001-09-27,299.515
2001-09-28,302.869
2001-10-01,304.435
2001-10-02,303.592
2001-10-03,301.663
2001-10-04,308.067
2001-10-05,312.098
2001-10-08,311.203
2001-10-09,312.922
2001-10-10,311.14
2001-10-11,315.173
2001-10-12,318.503
2001-10-15,313.489
2001-10-16,316.499
2001-10-17,321.912
2001-10-18,317.633
2001-10-19,316.117
2001-10-22,316.029
2001-10-23,320.788
2001-10-24,324.347
2001-10-25,323.529
2001-10-26,328.662
2001-10-29,331.601
2001-10-30,327.571
2001-10-31,324.975
2001-11-01,326.362
2001-11-02,325.43
2001-11-05,325.033
2001-11-06,326.453
2001-11-07,326.377
2001-11-08,326.177
2001-11-09,326.731
2001-11-12,325.386
2001-11-13,327.961
2001-11-14,331.026
2001-11-15,332.826
2001-11-16,336.219
2001-11-19,341.641
2001-11-20,340.662
2001-11-21,335.965
2001-11-22,338.228
2001-11-23,337.548
2001-11-26,341.858
2001-11-27,344.643
2001-11-28,344.057
2001-11-29,344.517
2001-11-30,347.864
2001-12-03,344.867
2001-12-04,346.784
2001-12-05,351.832
2001-12-06,354.133
2001-12-07,354.837
2001-12-10,352.621
2001-12-11,353.758
2001-12-12,355.544
2001-12-13,350.802
2001-12-14,351.14
2001-12-17,353.72
2001-12-18,352.152
2001-12-19,348.861
2001-12-20,346.091
2001-12-21,342.378
2001-12-24,340.053
2001-12-25,340.053
2001-12-26,340.344
2001-12-27,345.722
2001-12-28,345.299
2001-12-31,348.666
2002-01-01,348.666
2002-01-02,357.496
2002-01-03,361.186
2002-01-04,361.406
2002-01-07,361.934
2002-01-08,361.29
2002-01-09,362.74
2002-01-10,364.116
2002-01-11,364.407
2002-01-14,363.136
2002-01-15,363.073
2002-01-16,357.494
2002-01-17,355.784
2002-01-18,356.316
2002-01-21,355.108
2002-01-22,355.158
2002-01-23,354.985
2002-01-24,355.439
2002-01-25,348.581
2002-01-28,347.952
2002-01-29,348.276
2002-01-30,345.935
2002-01-31,347.621
2002-02-01,348.816
2002-02-04,349.855
2002-02-05,347.492
2002-02-06,347.408
2002-02-07,346.605
2002-02-08,346.233
2002-02-11,349.564
2002-02-12,347.914
2002-02-13,346.048
2002-02-14,347.381
2002-02-15,347.096
2002-02-18,345.152
2002-02-19,343.34
2002-02-20,341.783
2002-02-21,341.971
2002-02-22,343.293
2002-02-25,343.605
2002-02-26,344.483
2002-02-27,345.378
2002-02-28,346.248
2002-03-01,348.402
2002-03-04,355.354
2002-03-05,353.974
2002-03-06,358.013
2002-03-07,362.309
2002-03-08,361.015
2002-03-11,361.634
2002-03-12,357.375
2002-03-13,360.27
2002-03-14,362.825
2002-03-15,363.595
2002-03-18,363.229
2002-03-19,364.28
2002-03-20,365.606
2002-03-21,365.617
2002-03-22,365.727
2002-03-25,364.84
2002-03-26,364.92
2002-03-27,364.227
2002-03-28,367.285
2002-03-29,367.285
2002-04-01,370.295
2002-04-02,370.502
2002-04-03,368.554
2002-04-04,367.913
2002-04-05,367.266
2002-04-08,361.657
2002-04-09,364.946
2002-04-10,366.629
2002-04-11,366.584
2002-04-12,365.231
2002-04-15,366.543
2002-04-16,369.386
2002-04-17,371.985
2002-04-18,373.92
2002-04-19,371.258
2002-04-22,368.928
2002-04-23,368.265
2002-04-24,368.793
2002-04-25,369.596
2002-04-26,370.617
2002-04-29,370.083
2002-04-30,370.082
2002-05-01,372.177
2002-05-02,368.984
2002-05-03,371.432
2002-05-06,372.945
2002-05-07,368.467
2002-05-08,370.269
2002-05-09,372.041
2002-05-10,374.063
2002-05-13,371.956
2002-05-14,370.27
2002-05-15,372.17
2002-05-16,371.559
2002-05-17,375.528
2002-05-20,376.553
2002-05-21,374.609
2002-05-22,373.456
2002-05-23,368.897
2002-05-24,367.092
2002-05-27,365.657
2002-05-28,367.909
2002-05-29,369.271
2002-05-30,368.844
2002-05-31,368.799
2002-06-03,368.038
2002-06-04,362.408
2002-06-05,359.146
2002-06-06,360.202
2002-06-07,353.292
2002-06-10,355.596
2002-06-11,353.89
2002-06-12,348.065
2002-06-13,342.635
2002-06-14,334.673
2002-06-17,343.989
2002-06-18,348.043
2002-06-19,346.315
2002-06-20,342.293
2002-06-21,341.575
2002-06-24,331.82
2002-06-25,336.561
2002-06-26,334.942
2002-06-27,341.644
2002-06-28,354.556
2002-07-01,357.987
2002-07-02,346.312
2002-07-03,334.834
2002-07-04,336.276
2002-07-05,345.558
2002-07-08,349.823
