Date,FRANCE SMALL GROWTH Small Cap
2002-07-09,349.717
2002-07-10,339.958
2002-07-11,330.733
2002-07-12,332.683
2002-07-15,328.27
2002-07-16,326.294
2002-07-17,333.503
2002-07-18,337.005
2002-07-19,332.24
2002-07-22,320.239
2002-07-23,310.537
2002-07-24,297.686
2002-07-25,307.461
2002-07-26,299.06
2002-07-29,304.218
2002-07-30,308.443
2002-07-31,304.135
2002-08-01,302.297
2002-08-02,297.147
2002-08-05,292.163
2002-08-06,282.822
2002-08-07,285.814
2002-08-08,285.563
2002-08-09,292.283
2002-08-12,289.054
2002-08-13,289.599
2002-08-14,287.005
2002-08-15,283.524
2002-08-16,283.264
2002-08-19,285.256
2002-08-20,287.632
2002-08-21,294.958
2002-08-22,302.198
2002-08-23,300.881
2002-08-26,300.396
2002-08-27,306.731
2002-08-28,303.712
2002-08-29,300.612
2002-08-30,299.753
2002-09-02,298.373
2002-09-03,293.538
2002-09-04,292.926
2002-09-05,288.945
2002-09-06,288.859
2002-09-09,283.545
2002-09-10,283.385
2002-09-11,286.378
2002-09-12,283.387
2002-09-13,279.215
2002-09-16,272.824
2002-09-17,270.61
2002-09-18,263.161
2002-09-19,255.227
2002-09-20,255.942
2002-09-23,247.895
2002-09-24,240.609
2002-09-25,244.088
2002-09-26,250.443
2002-09-27,249.803
2002-09-30,241.073
2002-10-01,238.679
2002-10-02,241.174
2002-10-03,238.303
2002-10-04,234.422
2002-10-07,230.272
2002-10-08,226.437
2002-10-09,223.826
2002-10-10,225.631
2002-10-11,237.706
2002-10-14,236.119
2002-10-15,247.526
2002-10-16,246.315
2002-10-17,256.63
2002-10-18,257.138
2002-10-21,260.836
2002-10-22,258.583
2002-10-23,249.78
2002-10-24,250.558
2002-10-25,249.967
2002-10-28,254.294
2002-10-29,249.518
2002-10-30,254.004
2002-10-31,263.419
2002-11-01,264.83
2002-11-04,277.019
2002-11-05,273.374
2002-11-06,273.214
2002-11-07,269.079
2002-11-08,266.811
2002-11-11,264.071
2002-11-12,263.83
2002-11-13,262.991
2002-11-14,267.915
2002-11-15,269.338
2002-11-18,273.151
2002-11-19,271.984
2002-11-20,269.826
2002-11-21,280.507
2002-11-22,282.926
2002-11-25,281.873
2002-11-26,280.359
2002-11-27,281.068
2002-11-28,288.301
2002-11-29,288.985
2002-12-02,289.494
2002-12-03,283.212
2002-12-04,278.522
2002-12-05,279.004
2002-12-06,277.435
2002-12-09,271.522
2002-12-10,270.773
2002-12-11,271.202
2002-12-12,270.904
2002-12-13,268.448
2002-12-16,270.079
2002-12-17,271.399
2002-12-18,263.507
2002-12-19,260.396
2002-12-20,262.658
2002-12-23,260.056
2002-12-24,262.812
2002-12-25,262.812
2002-12-26,263.475
2002-12-27,263.447
2002-12-30,263.984
2002-12-31,269.234
2003-01-01,269.234
2003-01-02,273.189
2003-01-03,275.854
2003-01-06,279.763
2003-01-07,277.209
2003-01-08,267.672
2003-01-09,269.371
2003-01-10,273.388
2003-01-13,275.241
2003-01-14,278.624
2003-01-15,279.153
2003-01-16,278.442
2003-01-17,274.016
2003-01-20,272.131
2003-01-21,270.449
2003-01-22,264.828
2003-01-23,268.337
2003-01-24,268.236
2003-01-27,260.755
2003-01-28,263.927
2003-01-29,263.128
2003-01-30,263.38
2003-01-31,260.714
2003-02-03,264.289
2003-02-04,263.522
2003-02-05,261.513
2003-02-06,261.369
2003-02-07,259.361
2003-02-10,253.865
2003-02-11,254.626
2003-02-12,252.599
2003-02-13,253.515
2003-02-14,253.004
2003-02-17,253.879
2003-02-18,253.51
2003-02-19,252.19
2003-02-20,252.043
2003-02-21,248.727
2003-02-24,246.965
2003-02-25,240.107
2003-02-26,237.23
2003-02-27,233.741
2003-02-28,238.706
2003-03-03,240.43
2003-03-04,236.286
2003-03-05,234.881
2003-03-06,233.547
2003-03-07,230.483
2003-03-10,226.088
2003-03-11,225.273
2003-03-12,217.391
2003-03-13,221.485
2003-03-14,228.279
2003-03-17,230.605
2003-03-18,232.613
2003-03-19,234.538
2003-03-20,233.321
2003-03-21,238.527
2003-03-24,231.577
2003-03-25,232.72
2003-03-26,233.576
2003-03-27,230.413
2003-03-28,231.204
2003-03-31,229.34
2003-04-01,230.745
2003-04-02,234.096
2003-04-03,235.147
2003-04-04,237.761
2003-04-07,245.191
2003-04-08,244.487
2003-04-09,244.705
2003-04-10,245.169
2003-04-11,246.344
2003-04-14,247.441
2003-04-15,250.101
2003-04-16,251.97
2003-04-17,253.715
2003-04-18,253.715
2003-04-21,252.621
2003-04-22,256.784
2003-04-23,261.909
2003-04-24,262.46
2003-04-25,262.614
2003-04-28,266.611
2003-04-29,269.162
2003-04-30,272.924
2003-05-01,275.431
2003-05-02,276.566
2003-05-05,283.68
2003-05-06,289.928
2003-05-07,294.2
2003-05-08,292.506
2003-05-09,289.984
2003-05-12,291.258
2003-05-13,290.986
2003-05-14,294.009
2003-05-15,293.581
2003-05-16,297.433
2003-05-19,293.383
2003-05-20,290.589
2003-05-21,290.138
2003-05-22,297.279
2003-05-23,300.69
2003-05-26,301.061
2003-05-27,303.116
2003-05-28,304.593
2003-05-29,308.804
2003-05-30,311.459
2003-06-02,313.281
2003-06-03,312.164
2003-06-04,316.403
2003-06-05,320.584
2003-06-06,322.849
2003-06-09,325.025
2003-06-10,323.019
2003-06-11,328.42
2003-06-12,328.486
2003-06-13,325.902
2003-06-16,330.266
2003-06-17,332.686
2003-06-18,327.825
2003-06-19,323.558
2003-06-20,319.729
2003-06-23,314.353
2003-06-24,310.008
2003-06-25,312.941
2003-06-26,310.233
2003-06-27,311.548
2003-06-30,312.172
2003-07-01,311.268
2003-07-02,313.502
2003-07-03,314.283
2003-07-04,313.012
2003-07-07,313.918
2003-07-08,313.851
2003-07-09,313.21
2003-07-10,311.438
2003-07-11,310.802
2003-07-14,313.277
2003-07-15,311.414
2003-07-16,311.664
2003-07-17,308.621
2003-07-18,309.479
2003-07-21,311.991
2003-07-22,314.598
2003-07-23,319.451
2003-07-24,320.873
2003-07-25,322.201
2003-07-28,324.515
2003-07-29,325.563
2003-07-30,324.235
2003-07-31,322.045
2003-08-01,323.532
2003-08-04,325.126
2003-08-05,329.392
2003-08-06,325.344
2003-08-07,321.871
2003-08-08,320.667
2003-08-11,321.676
2003-08-12,320.667
2003-08-13,322.466
2003-08-14,322.317
2003-08-15,322.363
2003-08-18,320.36
2003-08-19,320.535
2003-08-20,322.441
2003-08-21,319.538
2003-08-22,318.967
2003-08-25,318.454
2003-08-26,317.019
2003-08-27,319.274
2003-08-28,322.379
2003-08-29,327.474
2003-09-01,331.363
2003-09-02,330.361
2003-09-03,335.303
2003-09-04,338.738
2003-09-05,342.07
2003-09-08,345.672
2003-09-09,345.346
2003-09-10,342.785
2003-09-11,341.08
2003-09-12,347.121
2003-09-15,348.435
2003-09-16,348.861
2003-09-17,352.784
2003-09-18,352.783
2003-09-19,353.797
2003-09-22,354.044
2003-09-23,354.084
2003-09-24,353.269
2003-09-25,352.998
2003-09-26,348.474
2003-09-29,348.9
2003-09-30,348.087
2003-10-01,351.052
2003-10-02,353.942
2003-10-03,357.966
2003-10-06,360.05
2003-10-07,361.338
2003-10-08,364.43
2003-10-09,365.728
2003-10-10,365.337
2003-10-13,364.046
2003-10-14,362.098
2003-10-15,363.512
2003-10-16,364.456
2003-10-17,362.451
2003-10-20,363.236
2003-10-21,365.372
2003-10-22,367.149
2003-10-23,365.187
2003-10-24,370.229
2003-10-27,370.383
2003-10-28,370.749
2003-10-29,373.35
2003-10-30,374.178
2003-10-31,372.075
2003-11-03,374.373
2003-11-04,375.196
2003-11-05,374.136
2003-11-06,370.377
2003-11-07,373.646
2003-11-10,374.097
2003-11-11,373.629
2003-11-12,379.33
2003-11-13,381.482
2003-11-14,381.284
2003-11-17,374.912
2003-11-18,377.504
2003-11-19,376.525
2003-11-20,378.156
2003-11-21,380.184
2003-11-24,381.057
2003-11-25,384.59
2003-11-26,387.349
2003-11-27,386.249
2003-11-28,389.296
2003-12-01,393.54
2003-12-02,396.916
2003-12-03,397.337
2003-12-04,394.833
2003-12-05,396.734
2003-12-08,396.104
2003-12-09,397.152
2003-12-10,394.674
2003-12-11,390.138
2003-12-12,393.454
2003-12-15,395.049
2003-12-16,389.91
2003-12-17,389.364
2003-12-18,390.702
2003-12-19,388.592
2003-12-22,388.932
2003-12-23,388.254
2003-12-24,390.199
2003-12-25,390.199
2003-12-26,390.043
2003-12-29,392.374
2003-12-30,397.258
2003-12-31,401.235
2004-01-01,401.235
2004-01-02,407.045
2004-01-05,414.877
2004-01-06,419.575
2004-01-07,417.423
2004-01-08,423.991
2004-01-09,427.795
2004-01-12,425.918
2004-01-13,424.08
2004-01-14,422.093
2004-01-15,421.311
2004-01-16,419.163
2004-01-19,422.44
2004-01-20,426.971
2004-01-21,427.681
2004-01-22,428.791
2004-01-23,427.772
2004-01-26,423.141
2004-01-27,427.7
2004-01-28,423.837
2004-01-29,414.169
2004-01-30,417.956
2004-02-02,420.345
2004-02-03,422.931
2004-02-04,415.599
2004-02-05,420.62
2004-02-06,425.447
2004-02-09,428.084
2004-02-10,429.599
2004-02-11,430.226
2004-02-12,434.983
2004-02-13,433.013
2004-02-16,433.026
2004-02-17,436.664
2004-02-18,436.965
2004-02-19,435.756
2004-02-20,429.67
2004-02-23,428.909
2004-02-24,430.401
2004-02-25,428.419
2004-02-26,424.78
2004-02-27,427.26
2004-03-01,430.429
2004-03-02,431.507
2004-03-03,425.665
2004-03-04,430.399
2004-03-05,439.716
2004-03-08,438.322
2004-03-09,435.592
2004-03-10,425.832
2004-03-11,416.147
2004-03-12,413.988
2004-03-15,403.718
2004-03-16,408.672
2004-03-17,411.267
2004-03-18,414.935
2004-03-19,412.863
2004-03-22,404.292
2004-03-23,403.916
2004-03-24,400.329
2004-03-25,407.637
2004-03-26,407.255
2004-03-29,414.557
2004-03-30,415.217
2004-03-31,421.696
2004-04-01,428.568
2004-04-02,425.627
2004-04-05,423.565
2004-04-06,420.026
2004-04-07,425.037
2004-04-08,424.213
2004-04-09,424.213
2004-04-12,423.021
2004-04-13,418.06
2004-04-14,415.113
2004-04-15,413.0
2004-04-16,415.717
2004-04-19,415.098
2004-04-20,414.008
2004-04-21,409.325
2004-04-22,410.878
2004-04-23,413.159
2004-04-26,416.074
2004-04-27,418.097
2004-04-28,413.507
2004-04-29,413.93
2004-04-30,406.618
2004-05-03,405.562
2004-05-04,410.82
2004-05-05,411.677
2004-05-06,404.458
2004-05-07,397.758
2004-05-10,385.708
2004-05-11,388.006
2004-05-12,386.61
2004-05-13,387.934
2004-05-14,388.009
2004-05-17,385.696
2004-05-18,388.351
2004-05-19,397.032
2004-05-20,392.277
2004-05-21,396.168
2004-05-24,397.233
2004-05-25,399.677
2004-05-26,403.149
2004-05-27,409.464
2004-05-28,407.846
2004-05-31,408.965
2004-06-01,406.693
2004-06-02,408.922
2004-06-03,407.468
2004-06-04,410.575
2004-06-07,416.225
2004-06-08,415.267
2004-06-09,410.207
2004-06-10,409.51
2004-06-11,406.268
2004-06-14,406.088
2004-06-15,407.836
2004-06-16,405.114
2004-06-17,406.751
2004-06-18,411.555
2004-06-21,412.435
2004-06-22,412.181
2004-06-23,414.168
2004-06-24,420.388
2004-06-25,420.57
2004-06-28,425.106
2004-06-29,422.338
2004-06-30,423.246
2004-07-01,422.595
2004-07-02,422.803
2004-07-05,422.063
2004-07-06,416.167
2004-07-07,417.009
2004-07-08,415.227
2004-07-09,415.76
2004-07-12,414.416
2004-07-13,410.121
2004-07-14,410.787
2004-07-15,408.331
2004-07-16,411.963
2004-07-19,410.058
2004-07-20,407.033
2004-07-21,404.701
2004-07-22,401.439
2004-07-23,397.082
2004-07-26,391.54
2004-07-27,390.278
2004-07-28,391.088
2004-07-29,395.96
2004-07-30,396.291
2004-08-02,392.422
2004-08-03,392.5
2004-08-04,386.35
2004-08-05,385.465
2004-08-06,384.92
2004-08-09,380.291
2004-08-10,385.039
2004-08-11,377.967
2004-08-12,374.952
2004-08-13,380.741
2004-08-16,382.312
2004-08-17,385.08
2004-08-18,384.567
2004-08-19,388.28
2004-08-20,387.598
2004-08-23,387.437
2004-08-24,384.553
2004-08-25,384.467
2004-08-26,387.372
2004-08-27,387.794
2004-08-30,387.565
2004-08-31,388.569
2004-09-01,390.229
2004-09-02,391.63
2004-09-03,387.722
2004-09-06,388.269
2004-09-07,388.362
2004-09-08,390.404
2004-09-09,389.683
2004-09-10,397.697
2004-09-13,404.18
2004-09-14,405.279
2004-09-15,401.304
2004-09-16,400.524
2004-09-17,402.962
2004-09-20,402.728
2004-09-21,408.937
2004-09-22,406.127
2004-09-23,408.724
2004-09-24,407.926
2004-09-27,407.722
2004-09-28,407.985
2004-09-29,410.646
2004-09-30,415.014
2004-10-01,416.15
2004-10-04,416.857
2004-10-05,417.933
2004-10-06,419.513
2004-10-07,421.089
2004-10-08,423.493
2004-10-11,420.894
2004-10-12,415.699
2004-10-13,414.725
2004-10-14,419.566
2004-10-15,422.24
2004-10-18,421.265
2004-10-19,422.871
2004-10-20,422.254
2004-10-21,426.193
2004-10-22,427.279
2004-10-25,426.145
2004-10-26,426.934
2004-10-27,430.537
2004-10-28,431.101
2004-10-29,430.864
2004-11-01,434.072
2004-11-02,434.349
2004-11-03,438.941
2004-11-04,437.65
2004-11-05,441.248
2004-11-08,443.783
2004-11-09,441.623
2004-11-10,443.378
2004-11-11,444.049
2004-11-12,445.755
2004-11-15,440.587
2004-11-16,439.015
2004-11-17,446.222
2004-11-18,447.179
2004-11-19,446.749
2004-11-22,446.523
2004-11-23,448.538
2004-11-24,448.986
2004-11-25,453.994
2004-11-26,455.797
2004-11-29,457.989
2004-11-30,457.831
2004-12-01,460.393
2004-12-02,459.718
2004-12-03,464.17
2004-12-06,466.461
2004-12-07,468.154
2004-12-08,461.266
2004-12-09,457.404
2004-12-10,458.457
2004-12-13,460.687
2004-12-14,461.415
2004-12-15,468.549
2004-12-16,467.247
2004-12-17,467.918
2004-12-20,476.096
2004-12-21,474.061
2004-12-22,475.655
2004-12-23,483.325
2004-12-24,484.526
2004-12-27,488.505
2004-12-28,488.938
2004-12-29,490.253
2004-12-30,494.133
2004-12-31,494.544
2005-01-03,492.443
2005-01-04,483.817
2005-01-05,480.29
2005-01-06,479.301
2005-01-07,479.248
2005-01-10,483.168
2005-01-11,483.595
2005-01-12,487.5
2005-01-13,487.971
2005-01-14,485.874
2005-01-17,490.105
2005-01-18,490.671
2005-01-19,496.242
2005-01-20,490.565
2005-01-21,493.7
2005-01-24,496.253
2005-01-25,495.252
2005-01-26,503.065
2005-01-27,504.275
2005-01-28,506.77
2005-01-31,511.432
2005-02-01,510.645
2005-02-02,512.7
2005-02-03,506.602
2005-02-04,509.469
2005-02-07,509.834
2005-02-08,509.221
2005-02-09,511.431
2005-02-10,513.719
2005-02-11,517.604
2005-02-14,522.721
2005-02-15,525.927
2005-02-16,525.512
2005-02-17,530.96
2005-02-18,530.468
2005-02-21,526.588
2005-02-22,530.815
2005-02-23,529.312
2005-02-24,532.04
2005-02-25,537.083
2005-02-28,540.657
2005-03-01,539.916
2005-03-02,536.617
2005-03-03,537.813
2005-03-04,543.184
2005-03-07,544.427
2005-03-08,547.785
2005-03-09,549.675
2005-03-10,548.054
2005-03-11,551.512
2005-03-14,547.099
2005-03-15,546.298
2005-03-16,544.522
2005-03-17,542.135
2005-03-18,540.914
2005-03-21,535.105
2005-03-22,533.79
2005-03-23,521.106
2005-03-24,523.579
2005-03-25,523.579
2005-03-28,519.905
2005-03-29,520.34
2005-03-30,523.826
2005-03-31,526.838
2005-04-01,529.528
2005-04-04,522.01
2005-04-05,523.581
2005-04-06,527.625
2005-04-07,531.987
2005-04-08,532.454
2005-04-11,535.803
2005-04-12,532.739
2005-04-13,536.191
2005-04-14,530.134
2005-04-15,529.34
2005-04-18,518.361
2005-04-19,523.031
2005-04-20,525.512
2005-04-21,526.833
2005-04-22,529.651
2005-04-25,524.704
2005-04-26,521.422
2005-04-27,513.306
2005-04-28,505.481
2005-04-29,504.847
2005-05-02,506.145
2005-05-03,509.312
2005-05-04,512.552
2005-05-05,515.269
2005-05-06,513.504
2005-05-09,516.448
2005-05-10,516.419
2005-05-11,515.03
2005-05-12,511.898
2005-05-13,508.633
2005-05-16,507.932
2005-05-17,508.771
2005-05-18,514.719
2005-05-19,517.33
2005-05-20,516.332
2005-05-23,519.519
2005-05-24,519.196
2005-05-25,520.73
2005-05-26,522.371
2005-05-27,521.082
2005-05-30,519.479
2005-05-31,517.049
2005-06-01,517.358
2005-06-02,519.071
2005-06-03,519.022
2005-06-06,520.153
2005-06-07,523.346
2005-06-08,530.081
2005-06-09,524.54
2005-06-10,524.706
2005-06-13,526.653
2005-06-14,527.249
2005-06-15,530.794
2005-06-16,530.329
2005-06-17,537.397
2005-06-20,533.722
2005-06-21,532.325
2005-06-22,532.885
2005-06-23,529.712
2005-06-24,527.955
2005-06-27,529.367
2005-06-28,530.604
2005-06-29,533.301
2005-06-30,535.576
2005-07-01,533.924
2005-07-04,534.707
2005-07-05,536.739
2005-07-06,540.145
2005-07-07,540.804
2005-07-08,548.107
2005-07-11,558.046
2005-07-12,563.332
2005-07-13,560.98
2005-07-14,561.381
2005-07-15,557.32
2005-07-18,556.455
2005-07-19,554.728
2005-07-20,556.834
2005-07-21,562.58
2005-07-22,560.513
2005-07-25,559.373
2005-07-26,560.681
2005-07-27,567.595
2005-07-28,574.666
2005-07-29,581.623
2005-08-01,588.796
2005-08-02,590.967
2005-08-03,595.992
2005-08-04,598.033
2005-08-05,592.558
2005-08-08,598.897
2005-08-09,600.417
2005-08-10,603.541
2005-08-11,604.969
2005-08-12,603.229
2005-08-15,601.462
2005-08-16,597.653
2005-08-17,592.55
2005-08-18,583.774
2005-08-19,582.732
2005-08-22,589.49
2005-08-23,588.27
2005-08-24,589.996
2005-08-25,587.853
2005-08-26,591.015
2005-08-29,587.32
2005-08-30,588.521
2005-08-31,600.646
2005-09-01,612.18
2005-09-02,612.581
2005-09-05,613.006
2005-09-06,612.119
2005-09-07,617.248
2005-09-08,616.892
2005-09-09,620.075
2005-09-12,615.951
2005-09-13,614.306
2005-09-14,620.268
2005-09-15,619.132
2005-09-16,624.792
2005-09-19,623.223
2005-09-20,626.943
2005-09-21,627.699
2005-09-22,621.282
2005-09-23,619.818
2005-09-26,622.207
2005-09-27,622.402
2005-09-28,625.34
2005-09-29,627.077
2005-09-30,634.726
2005-10-03,632.31
2005-10-04,636.181
2005-10-05,631.551
2005-10-06,628.361
2005-10-07,628.546
2005-10-10,628.521
2005-10-11,628.024
2005-10-12,628.699
2005-10-13,612.327
2005-10-14,614.535
2005-10-17,615.544
2005-10-18,605.721
2005-10-19,588.253
2005-10-20,594.927
2005-10-21,589.571
2005-10-24,597.025
2005-10-25,604.579
2005-10-26,604.622
2005-10-27,591.571
2005-10-28,585.963
2005-10-31,591.091
2005-11-01,595.501
2005-11-02,596.16
2005-11-03,602.105
2005-11-04,593.582
2005-11-07,593.957
2005-11-08,591.388
2005-11-09,588.771
