Date,EUROPE MID VALUE Mid Cap
2001-01-01,320.848
2001-01-02,322.995
2001-01-03,320.271
2001-01-04,322.672
2001-01-05,324.976
2001-01-08,324.808
2001-01-09,322.016
2001-01-10,321.464
2001-01-11,324.669
2001-01-12,323.571
2001-01-15,322.168
2001-01-16,320.104
2001-01-17,320.48
2001-01-18,323.734
2001-01-19,321.058
2001-01-22,319.796
2001-01-23,321.607
2001-01-24,317.675
2001-01-25,318.901
2001-01-26,319.444
2001-01-29,319.632
2001-01-30,322.648
2001-01-31,325.325
2001-02-01,329.299
2001-02-02,326.308
2001-02-05,327.817
2001-02-06,327.059
2001-02-07,327.066
2001-02-08,323.829
2001-02-09,324.227
2001-02-12,326.876
2001-02-13,325.742
2001-02-14,325.217
2001-02-15,322.467
2001-02-16,324.644
2001-02-19,325.824
2001-02-20,322.799
2001-02-21,323.035
2001-02-22,321.894
2001-02-23,321.061
2001-02-26,321.495
2001-02-27,324.983
2001-02-28,325.056
2001-03-01,326.585
2001-03-02,328.886
2001-03-05,327.477
2001-03-06,329.142
2001-03-07,328.64
2001-03-08,330.133
2001-03-09,329.152
2001-03-12,325.554
2001-03-13,317.362
2001-03-14,310.65
2001-03-15,311.346
2001-03-16,304.237
2001-03-19,303.258
2001-03-20,304.476
2001-03-21,298.508
2001-03-22,286.538
2001-03-23,292.078
2001-03-26,296.983
2001-03-27,301.195
2001-03-28,298.731
2001-03-29,297.728
2001-03-30,299.495
2001-04-02,298.21
2001-04-03,296.218
2001-04-04,299.676
2001-04-05,301.184
2001-04-06,302.635
2001-04-09,304.688
2001-04-10,304.186
2001-04-11,303.138
2001-04-12,305.996
2001-04-13,305.996
2001-04-16,303.407
2001-04-17,302.488
2001-04-18,302.076
2001-04-19,306.383
2001-04-20,310.034
2001-04-23,308.348
2001-04-24,307.682
2001-04-25,308.587
2001-04-26,310.763
2001-04-27,310.271
2001-04-30,311.313
2001-05-01,312.53
2001-05-02,312.633
2001-05-03,310.849
2001-05-04,312.009
2001-05-07,312.225
2001-05-08,311.05
2001-05-09,309.317
2001-05-10,310.888
2001-05-11,309.92
2001-05-14,308.372
2001-05-15,310.869
2001-05-16,312.826
2001-05-17,314.783
2001-05-18,315.719
2001-05-21,316.013
2001-05-22,315.041
2001-05-23,312.568
2001-05-24,310.978
2001-05-25,310.66
2001-05-28,311.738
2001-05-29,309.792
2001-05-30,309.922
2001-05-31,308.386
2001-06-01,308.365
2001-06-04,309.238
2001-06-05,310.178
2001-06-06,308.938
2001-06-07,310.065
2001-06-08,309.365
2001-06-11,305.198
2001-06-12,304.74
2001-06-13,305.483
2001-06-14,305.244
2001-06-15,303.821
2001-06-18,303.663
2001-06-19,302.773
2001-06-20,298.783
2001-06-21,299.907
2001-06-22,300.294
2001-06-25,301.849
2001-06-26,300.219
2001-06-27,299.906
2001-06-28,298.374
