Date,EUROPE MID VALUE Mid Cap
2001-06-29,299.283
2001-07-02,300.294
2001-07-03,300.283
2001-07-04,299.654
2001-07-05,295.559
2001-07-06,295.022
2001-07-09,295.596
2001-07-10,297.241
2001-07-11,296.873
2001-07-12,295.509
2001-07-13,295.563
2001-07-16,295.108
2001-07-17,293.287
2001-07-18,297.87
2001-07-19,299.715
2001-07-20,300.374
2001-07-23,299.21
2001-07-24,298.944
2001-07-25,298.186
2001-07-26,298.296
2001-07-27,299.223
2001-07-30,300.965
2001-07-31,302.061
2001-08-01,305.473
2001-08-02,307.951
2001-08-03,308.249
2001-08-06,306.13
2001-08-07,304.565
2001-08-08,302.655
2001-08-09,303.865
2001-08-10,305.948
2001-08-13,307.479
2001-08-14,307.615
2001-08-15,311.346
2001-08-16,310.463
2001-08-17,309.659
2001-08-20,307.809
2001-08-21,309.033
2001-08-22,311.285
2001-08-23,309.221
2001-08-24,310.925
2001-08-27,309.964
2001-08-28,309.582
2001-08-29,308.882
2001-08-30,305.49
2001-08-31,305.214
2001-09-03,302.609
2001-09-04,299.768
2001-09-05,297.702
2001-09-06,295.092
2001-09-07,294.81
2001-09-10,289.446
2001-09-11,279.267
2001-09-12,276.712
2001-09-13,278.389
2001-09-14,273.519
2001-09-17,269.96
2001-09-18,265.954
2001-09-19,265.541
2001-09-20,254.903
2001-09-21,243.493
2001-09-24,250.689
2001-09-25,256.136
2001-09-26,258.256
2001-09-27,258.693
2001-09-28,261.363
2001-10-01,261.804
2001-10-02,260.984
2001-10-03,263.156
2001-10-04,267.052
2001-10-05,268.972
2001-10-08,267.193
2001-10-09,268.104
2001-10-10,267.306
2001-10-11,269.378
2001-10-12,272.004
2001-10-15,270.451
2001-10-16,272.558
2001-10-17,275.199
2001-10-18,272.031
2001-10-19,268.708
2001-10-22,266.628
2001-10-23,268.478
2001-10-24,269.891
2001-10-25,269.873
2001-10-26,272.251
2001-10-29,273.725
2001-10-30,271.209
2001-10-31,271.947
2001-11-01,274.212
2001-11-02,274.455
2001-11-05,275.241
2001-11-06,276.005
2001-11-07,278.144
2001-11-08,279.814
2001-11-09,279.811
2001-11-12,277.293
2001-11-13,277.789
2001-11-14,280.554
2001-11-15,281.053
2001-11-16,282.794
2001-11-19,283.98
2001-11-20,283.101
2001-11-21,280.893
2001-11-22,282.539
2001-11-23,281.528
2001-11-26,282.893
2001-11-27,282.474
2001-11-28,281.935
2001-11-29,281.632
2001-11-30,284.753
2001-12-03,282.415
2001-12-04,285.181
2001-12-05,289.046
2001-12-06,292.154
2001-12-07,291.615
2001-12-10,288.442
2001-12-11,287.372
2001-12-12,287.171
2001-12-13,284.368
2001-12-14,285.015
2001-12-17,288.578
2001-12-18,288.648
2001-12-19,286.109
2001-12-20,284.393
2001-12-21,283.186
2001-12-24,281.787
2001-12-25,281.787
2001-12-26,282.484
2001-12-27,287.184
2001-12-28,288.12
2001-12-31,290.357
2002-01-01,290.357
2002-01-02,292.955
2002-01-03,296.438
2002-01-04,297.904
2002-01-07,297.389
2002-01-08,296.091
2002-01-09,295.838
2002-01-10,295.571
2002-01-11,295.571
2002-01-14,294.594
2002-01-15,293.83
2002-01-16,290.092
2002-01-17,291.223
2002-01-18,292.224
2002-01-21,292.092
2002-01-22,291.805
2002-01-23,292.363
2002-01-24,291.79
2002-01-25,287.114
2002-01-28,287.349
2002-01-29,286.309
2002-01-30,284.75
2002-01-31,286.759
2002-02-01,287.2
2002-02-04,287.625
2002-02-05,286.057
2002-02-06,284.802
2002-02-07,284.919
2002-02-08,286.353
2002-02-11,288.403
2002-02-12,289.097
2002-02-13,288.943
2002-02-14,289.515
2002-02-15,290.663
2002-02-18,289.084
2002-02-19,287.162
2002-02-20,285.743
2002-02-21,287.202
2002-02-22,287.408
2002-02-25,287.566
2002-02-26,288.951
2002-02-27,289.652
2002-02-28,289.449
2002-03-01,291.815
2002-03-04,297.302
2002-03-05,296.838
2002-03-06,299.401
2002-03-07,304.117
2002-03-08,304.533
2002-03-11,305.023
2002-03-12,302.078
2002-03-13,303.374
2002-03-14,306.084
2002-03-15,307.572
2002-03-18,309.085
2002-03-19,310.438
2002-03-20,310.461
2002-03-21,309.964
2002-03-22,310.007
2002-03-25,308.454
2002-03-26,308.803
2002-03-27,307.903
2002-03-28,309.756
2002-03-29,309.756
2002-04-01,312.575
2002-04-02,312.649
2002-04-03,312.078
2002-04-04,311.006
2002-04-05,311.203
2002-04-08,307.417
2002-04-09,308.608
2002-04-10,311.506
2002-04-11,311.605
2002-04-12,311.459
2002-04-15,312.316
2002-04-16,314.294
2002-04-17,316.922
2002-04-18,317.59
2002-04-19,317.971
2002-04-22,317.892
2002-04-23,317.916
2002-04-24,318.676
2002-04-25,317.391
2002-04-26,317.126
2002-04-29,318.3
2002-04-30,319.475
2002-05-01,321.071
2002-05-02,321.905
2002-05-03,324.922
2002-05-06,325.09
2002-05-07,322.096
2002-05-08,324.011
2002-05-09,323.35
2002-05-10,324.411
2002-05-13,324.685
2002-05-14,322.666
2002-05-15,324.425
2002-05-16,325.396
2002-05-17,328.879
2002-05-20,328.293
2002-05-21,326.842
2002-05-22,327.248
2002-05-23,325.016
2002-05-24,325.283
2002-05-27,324.397
2002-05-28,326.325
2002-05-29,326.022
2002-05-30,326.188
2002-05-31,326.345
2002-06-03,326.572
2002-06-04,325.15
2002-06-05,321.795
2002-06-06,322.687
2002-06-07,320.336
2002-06-10,320.95
2002-06-11,322.245
2002-06-12,320.276
2002-06-13,317.843
2002-06-14,309.523
2002-06-17,314.201
2002-06-18,314.777
2002-06-19,314.394
2002-06-20,310.292
2002-06-21,310.372
2002-06-24,307.329
2002-06-25,309.564
2002-06-26,310.021
2002-06-27,310.954
2002-06-28,318.004
2002-07-01,318.695
2002-07-02,312.848
2002-07-03,304.312
2002-07-04,306.604
2002-07-05,311.883
2002-07-08,315.511
2002-07-09,315.553
2002-07-10,308.599
2002-07-11,299.38
2002-07-12,298.09
2002-07-15,291.082
2002-07-16,290.082
2002-07-17,296.294
2002-07-18,301.113
2002-07-19,293.941
2002-07-22,281.601
2002-07-23,273.985
2002-07-24,267.986
2002-07-25,276.799
2002-07-26,272.15
2002-07-29,281.859
2002-07-30,285.336
2002-07-31,286.988
2002-08-01,278.012
2002-08-02,278.584
2002-08-05,270.185
2002-08-06,270.705
2002-08-07,269.719
2002-08-08,274.237
2002-08-09,277.586
2002-08-12,276.541
2002-08-13,278.765
2002-08-14,277.69
2002-08-15,281.781
2002-08-16,282.057
2002-08-19,285.416
2002-08-20,283.075
2002-08-21,288.342
2002-08-22,291.957
2002-08-23,289.425
2002-08-26,288.86
2002-08-27,293.217
2002-08-28,286.019
2002-08-29,283.151
2002-08-30,284.052
2002-09-02,282.075
2002-09-03,276.651
2002-09-04,276.647
2002-09-05,273.352
2002-09-06,277.204
2002-09-09,274.092
2002-09-10,278.347
2002-09-11,280.5
2002-09-12,276.058
2002-09-13,272.997
2002-09-16,270.524
2002-09-17,268.335
2002-09-18,262.03
2002-09-19,259.678
2002-09-20,261.129
2002-09-23,255.023
2002-09-24,248.743
2002-09-25,251.334
2002-09-26,257.241
2002-09-27,257.344
2002-09-30,252.348
2002-10-01,251.231
2002-10-02,253.151
2002-10-03,250.669
2002-10-04,248.088
2002-10-07,243.928
2002-10-08,240.779
2002-10-09,239.502
2002-10-10,242.517
2002-10-11,254.596
2002-10-14,252.061
2002-10-15,262.066
2002-10-16,260.605
2002-10-17,264.173
2002-10-18,263.283
2002-10-21,264.465
2002-10-22,263.742
2002-10-23,258.348
2002-10-24,263.562
2002-10-25,260.966
2002-10-28,265.274
2002-10-29,258.31
2002-10-30,260.72
2002-10-31,266.554
2002-11-01,264.686
2002-11-04,272.46
2002-11-05,275.13
2002-11-06,272.393
2002-11-07,272.356
2002-11-08,270.504
2002-11-11,267.72
2002-11-12,270.655
2002-11-13,265.92
2002-11-14,267.251
2002-11-15,268.869
2002-11-18,271.797
2002-11-19,270.658
2002-11-20,267.928
2002-11-21,275.106
2002-11-22,275.911
2002-11-25,272.796
2002-11-26,268.74
2002-11-27,272.598
2002-11-28,276.979
2002-11-29,278.047
2002-12-02,278.209
2002-12-03,274.743
2002-12-04,274.199
2002-12-05,272.708
2002-12-06,272.022
2002-12-09,266.571
2002-12-10,266.609
2002-12-11,269.466
2002-12-12,268.439
2002-12-13,267.437
2002-12-16,269.971
2002-12-17,268.751
2002-12-18,264.838
2002-12-19,264.31
2002-12-20,266.467
2002-12-23,265.336
2002-12-24,266.016
2002-12-25,266.016
2002-12-26,266.313
2002-12-27,262.337
2002-12-30,266.078
2002-12-31,269.067
2003-01-01,269.067
2003-01-02,273.668
2003-01-03,274.591
2003-01-06,276.405
2003-01-07,273.714
2003-01-08,267.692
2003-01-09,271.025
2003-01-10,274.063
2003-01-13,274.617
2003-01-14,275.744
2003-01-15,272.18
2003-01-16,273.628
2003-01-17,271.712
2003-01-20,270.695
2003-01-21,267.559
2003-01-22,264.79
2003-01-23,263.496
2003-01-24,263.626
2003-01-27,256.004
2003-01-28,255.841
2003-01-29,253.397
2003-01-30,256.813
2003-01-31,256.931
2003-02-03,260.789
2003-02-04,256.69
2003-02-05,260.273
2003-02-06,257.22
2003-02-07,255.528
2003-02-10,252.506
2003-02-11,255.432
2003-02-12,251.986
2003-02-13,252.833
2003-02-14,253.327
2003-02-17,256.426
2003-02-18,257.317
2003-02-19,255.37
2003-02-20,255.235
2003-02-21,256.036
2003-02-24,252.655
2003-02-25,244.838
2003-02-26,243.535
2003-02-27,243.946
2003-02-28,248.201
2003-03-03,249.615
2003-03-04,246.669
2003-03-05,246.18
2003-03-06,244.876
2003-03-07,240.679
2003-03-10,238.39
2003-03-11,239.337
2003-03-12,232.986
2003-03-13,240.451
2003-03-14,244.311
2003-03-17,248.873
2003-03-18,249.85
2003-03-19,250.903
2003-03-20,250.665
2003-03-21,255.742
2003-03-24,250.451
2003-03-25,251.903
2003-03-26,252.422
2003-03-27,249.636
2003-03-28,248.097
2003-03-31,244.591
2003-04-01,245.615
2003-04-02,249.77
2003-04-03,250.77
2003-04-04,251.977
2003-04-07,258.391
2003-04-08,255.151
2003-04-09,255.498
2003-04-10,255.973
2003-04-11,256.35
2003-04-14,258.856
2003-04-15,262.956
2003-04-16,263.89
2003-04-17,266.591
2003-04-18,266.591
2003-04-21,264.849
2003-04-22,267.951
2003-04-23,273.237
2003-04-24,271.738
2003-04-25,268.637
2003-04-28,273.504
2003-04-29,275.545
2003-04-30,279.378
2003-05-01,280.518
2003-05-02,281.605
2003-05-05,284.828
2003-05-06,291.103
2003-05-07,288.077
2003-05-08,284.563
2003-05-09,287.578
2003-05-12,289.221
2003-05-13,289.713
2003-05-14,290.85
2003-05-15,292.33
2003-05-16,295.382
2003-05-19,290.748
2003-05-20,291.066
2003-05-21,290.504
2003-05-22,292.436
2003-05-23,293.61
2003-05-26,294.455
2003-05-27,295.059
2003-05-28,298.319
2003-05-29,301.316
2003-05-30,301.597
2003-06-02,304.88
2003-06-03,302.628
2003-06-04,304.827
2003-06-05,308.869
2003-06-06,312.815
2003-06-09,310.693
2003-06-10,308.774
2003-06-11,313.227
2003-06-12,314.965
2003-06-13,312.798
2003-06-16,318.019
2003-06-17,321.688
2003-06-18,318.358
2003-06-19,314.915
2003-06-20,315.002
2003-06-23,308.679
2003-06-24,304.699
2003-06-25,308.746
2003-06-26,305.392
2003-06-27,306.686
2003-06-30,305.601
2003-07-01,304.296
2003-07-02,308.233
2003-07-03,311.241
2003-07-04,310.441
2003-07-07,315.409
2003-07-08,314.903
2003-07-09,313.284
2003-07-10,311.452
2003-07-11,313.719
2003-07-14,317.614
2003-07-15,314.887
2003-07-16,312.199
2003-07-17,309.007
2003-07-18,310.15
2003-07-21,310.526
2003-07-22,310.968
2003-07-23,312.92
2003-07-24,317.471
2003-07-25,318.593
2003-07-28,319.696
2003-07-29,319.693
2003-07-30,318.816
2003-07-31,318.449
2003-08-01,317.899
2003-08-04,317.353
2003-08-05,319.458
2003-08-06,316.61
2003-08-07,317.2
2003-08-08,316.573
2003-08-11,316.324
2003-08-12,317.38
2003-08-13,320.213
2003-08-14,321.811
2003-08-15,321.966
2003-08-18,322.692
2003-08-19,323.425
2003-08-20,324.867
2003-08-21,324.418
2003-08-22,323.36
2003-08-25,322.28
2003-08-26,318.253
2003-08-27,320.101
2003-08-28,321.642
2003-08-29,322.45
2003-09-01,326.064
2003-09-02,324.625
2003-09-03,328.534
2003-09-04,329.126
2003-09-05,331.24
2003-09-08,333.193
2003-09-09,331.007
2003-09-10,328.157
2003-09-11,329.212
2003-09-12,331.342
2003-09-15,333.418
2003-09-16,332.848
2003-09-17,335.377
2003-09-18,338.257
2003-09-19,339.058
2003-09-22,337.543
2003-09-23,336.975
2003-09-24,336.691
2003-09-25,333.309
2003-09-26,330.851
2003-09-29,331.205
2003-09-30,327.783
2003-10-01,333.015
2003-10-02,334.641
2003-10-03,340.118
2003-10-06,341.712
2003-10-07,341.711
2003-10-08,342.667
2003-10-09,345.232
2003-10-10,345.929
2003-10-13,347.796
2003-10-14,348.704
2003-10-15,352.471
2003-10-16,352.896
2003-10-17,350.216
2003-10-20,350.551
2003-10-21,350.365
2003-10-22,347.872
2003-10-23,346.992
2003-10-24,347.215
2003-10-27,349.025
2003-10-28,349.618
2003-10-29,351.568
2003-10-30,355.333
2003-10-31,353.611
2003-11-03,353.832
2003-11-04,353.956
2003-11-05,352.661
2003-11-06,352.01
2003-11-07,356.817
2003-11-10,356.065
2003-11-11,354.387
2003-11-12,359.373
2003-11-13,362.363
2003-11-14,365.455
2003-11-17,360.013
2003-11-18,361.688
2003-11-19,361.437
2003-11-20,359.077
2003-11-21,360.603
2003-11-24,361.279
2003-11-25,362.88
2003-11-26,366.126
2003-11-27,367.327
2003-11-28,368.024
2003-12-01,372.43
2003-12-02,375.399
2003-12-03,377.538
2003-12-04,376.097
2003-12-05,376.529
2003-12-08,378.231
2003-12-09,380.244
2003-12-10,377.528
2003-12-11,375.176
2003-12-12,378.304
2003-12-15,379.512
2003-12-16,377.622
2003-12-17,377.681
2003-12-18,379.639
2003-12-19,379.694
2003-12-22,379.868
2003-12-23,382.545
2003-12-24,384.274
2003-12-25,384.274
2003-12-26,384.32
2003-12-29,385.773
2003-12-30,389.219
2003-12-31,392.009
2004-01-01,392.009
2004-01-02,395.447
2004-01-05,399.877
2004-01-06,401.491
2004-01-07,399.839
2004-01-08,402.422
2004-01-09,405.12
2004-01-12,404.438
2004-01-13,404.732
2004-01-14,406.233
2004-01-15,404.575
2004-01-16,402.481
2004-01-19,402.511
2004-01-20,406.744
2004-01-21,409.911
2004-01-22,413.28
2004-01-23,410.504
2004-01-26,405.921
2004-01-27,408.95
2004-01-28,409.495
2004-01-29,400.266
2004-01-30,402.263
2004-02-02,403.285
2004-02-03,406.348
2004-02-04,404.705
2004-02-05,407.051
2004-02-06,412.531
2004-02-09,416.12
2004-02-10,418.322
2004-02-11,419.026
2004-02-12,425.688
2004-02-13,424.178
2004-02-16,426.046
2004-02-17,431.353
2004-02-18,433.396
2004-02-19,432.78
2004-02-20,426.781
2004-02-23,428.025
2004-02-24,427.736
2004-02-25,425.235
2004-02-26,420.974
2004-02-27,420.812
2004-03-01,426.799
2004-03-02,423.417
2004-03-03,417.852
2004-03-04,421.035
2004-03-05,427.678
2004-03-08,427.526
2004-03-09,424.406
2004-03-10,415.52
2004-03-11,405.847
2004-03-12,405.174
2004-03-15,398.51
2004-03-16,403.959
2004-03-17,405.736
2004-03-18,406.807
2004-03-19,407.094
2004-03-22,401.181
2004-03-23,400.646
2004-03-24,396.457
2004-03-25,400.209
2004-03-26,398.016
2004-03-29,404.32
2004-03-30,404.21
2004-03-31,409.074
2004-04-01,415.931
2004-04-02,414.704
2004-04-05,411.921
2004-04-06,412.873
2004-04-07,415.964
2004-04-08,416.103
2004-04-09,416.103
2004-04-12,415.308
2004-04-13,412.121
2004-04-14,405.352
2004-04-15,403.315
2004-04-16,409.934
2004-04-19,411.554
2004-04-20,411.612
2004-04-21,406.445
2004-04-22,409.419
2004-04-23,410.126
2004-04-26,413.532
2004-04-27,414.011
2004-04-28,409.231
2004-04-29,407.954
2004-04-30,405.613
2004-05-03,406.329
2004-05-04,412.567
2004-05-05,415.25
2004-05-06,407.753
2004-05-07,402.776
2004-05-10,389.436
2004-05-11,391.269
2004-05-12,391.276
2004-05-13,393.623
2004-05-14,391.858
2004-05-17,390.459
2004-05-18,392.957
2004-05-19,401.963
2004-05-20,396.978
2004-05-21,401.216
2004-05-24,401.553
2004-05-25,404.049
2004-05-26,407.315
2004-05-27,415.936
2004-05-28,415.643
2004-05-31,415.637
2004-06-01,413.595
2004-06-02,417.273
2004-06-03,418.162
2004-06-04,421.798
2004-06-07,426.27
2004-06-08,425.151
2004-06-09,419.533
2004-06-10,420.442
2004-06-11,416.762
2004-06-14,414.099
2004-06-15,416.319
2004-06-16,417.809
2004-06-17,419.509
2004-06-18,423.275
2004-06-21,422.375
2004-06-22,420.119
2004-06-23,421.474
2004-06-24,425.204
2004-06-25,424.844
2004-06-28,430.391
2004-06-29,427.275
2004-06-30,428.2
2004-07-01,425.71
2004-07-02,427.73
2004-07-05,426.206
2004-07-06,424.451
2004-07-07,427.41
2004-07-08,429.192
2004-07-09,428.394
2004-07-12,427.855
2004-07-13,426.59
2004-07-14,428.16
2004-07-15,424.99
2004-07-16,429.817
2004-07-19,428.013
2004-07-20,425.715
2004-07-21,424.559
2004-07-22,420.975
2004-07-23,416.987
2004-07-26,417.037
2004-07-27,416.757
2004-07-28,416.601
2004-07-29,419.797
2004-07-30,420.081
2004-08-02,419.557
2004-08-03,421.869
2004-08-04,418.702
2004-08-05,420.568
2004-08-06,419.459
2004-08-09,415.467
2004-08-10,418.808
2004-08-11,413.965
2004-08-12,414.437
2004-08-13,417.221
2004-08-16,419.843
2004-08-17,420.115
2004-08-18,419.845
2004-08-19,422.41
2004-08-20,420.248
2004-08-23,421.977
2004-08-24,419.221
2004-08-25,419.359
2004-08-26,421.65
2004-08-27,422.29
2004-08-30,421.958
2004-08-31,422.762
2004-09-01,425.23
2004-09-02,426.048
2004-09-03,424.869
2004-09-06,427.144
2004-09-07,427.079
2004-09-08,428.836
2004-09-09,427.943
2004-09-10,433.347
2004-09-13,434.694
2004-09-14,435.256
2004-09-15,429.352
2004-09-16,430.871
2004-09-17,433.764
2004-09-20,431.383
2004-09-21,435.859
2004-09-22,433.691
2004-09-23,432.923
2004-09-24,433.011
2004-09-27,431.637
2004-09-28,433.863
2004-09-29,437.417
2004-09-30,439.786
2004-10-01,445.218
2004-10-04,444.467
2004-10-05,446.008
2004-10-06,444.853
2004-10-07,444.169
2004-10-08,447.6
2004-10-11,447.258
2004-10-12,441.139
2004-10-13,442.185
2004-10-14,444.738
2004-10-15,446.687
2004-10-18,446.798
2004-10-19,450.92
2004-10-20,450.558
2004-10-21,452.728
2004-10-22,454.231
2004-10-25,453.486
2004-10-26,455.203
2004-10-27,458.85
2004-10-28,458.536
2004-10-29,457.409
2004-11-01,461.588
2004-11-02,463.85
2004-11-03,468.129
2004-11-04,468.983
2004-11-05,472.219
2004-11-08,473.972
2004-11-09,474.505
2004-11-10,478.003
2004-11-11,480.284
2004-11-12,482.197
2004-11-15,481.43
2004-11-16,480.006
2004-11-17,486.097
2004-11-18,484.657
2004-11-19,485.261
2004-11-22,483.606
2004-11-23,486.382
2004-11-24,489.06
2004-11-25,496.072
2004-11-26,497.43
2004-11-29,498.086
2004-11-30,496.688
2004-12-01,502.479
2004-12-02,504.505
2004-12-03,506.785
2004-12-06,508.44
2004-12-07,510.04
2004-12-08,503.275
2004-12-09,499.038
2004-12-10,499.578
2004-12-13,506.432
2004-12-14,507.093
2004-12-15,513.508
2004-12-16,510.365
2004-12-17,507.69
2004-12-20,515.951
2004-12-21,514.252
2004-12-22,515.617
2004-12-23,519.971
2004-12-24,521.732
2004-12-27,524.344
2004-12-28,523.495
2004-12-29,523.241
2004-12-30,524.807
2004-12-31,523.288
2005-01-03,522.279
2005-01-04,518.488
2005-01-05,515.157
2005-01-06,513.141
2005-01-07,512.13
2005-01-10,514.479
2005-01-11,514.227
2005-01-12,517.979
2005-01-13,517.182
2005-01-14,516.051
2005-01-17,517.195
2005-01-18,515.611
2005-01-19,518.293
2005-01-20,513.322
2005-01-21,515.011
2005-01-24,514.206
2005-01-25,515.939
2005-01-26,520.555
2005-01-27,519.925
2005-01-28,517.649
2005-01-31,522.962
2005-02-01,524.598
2005-02-02,528.557
2005-02-03,526.562
2005-02-04,530.438
2005-02-07,528.197
2005-02-08,526.745
2005-02-09,527.393
2005-02-10,530.268
2005-02-11,534.135
2005-02-14,539.856
2005-02-15,543.696
2005-02-16,540.558
2005-02-17,546.468
2005-02-18,546.695
2005-02-21,542.41
2005-02-22,544.234
2005-02-23,540.829
2005-02-24,543.027
2005-02-25,547.72
2005-02-28,547.969
2005-03-01,547.216
2005-03-02,542.442
2005-03-03,543.371
2005-03-04,552.037
2005-03-07,550.859
2005-03-08,554.185
2005-03-09,551.327
2005-03-10,549.1
2005-03-11,551.44
2005-03-14,547.279
2005-03-15,547.745
2005-03-16,547.043
2005-03-17,543.94
2005-03-18,540.126
2005-03-21,535.791
2005-03-22,538.39
2005-03-23,529.162
2005-03-24,531.538
2005-03-25,531.538
2005-03-28,528.726
2005-03-29,529.193
2005-03-30,529.863
2005-03-31,531.8
2005-04-01,534.869
2005-04-04,527.665
2005-04-05,532.656
2005-04-06,535.816
2005-04-07,537.725
2005-04-08,537.268
2005-04-11,542.255
2005-04-12,538.515
2005-04-13,541.541
2005-04-14,534.712
2005-04-15,530.393
2005-04-18,524.784
2005-04-19,529.223
2005-04-20,528.331
2005-04-21,528.875
2005-04-22,532.537
2005-04-25,530.855
2005-04-26,526.589
2005-04-27,516.912
2005-04-28,513.213
2005-04-29,515.112
2005-05-02,514.762
2005-05-03,518.714
2005-05-04,522.288
2005-05-05,523.993
2005-05-06,521.642
2005-05-09,519.934
2005-05-10,519.279
2005-05-11,518.041
2005-05-12,517.36
2005-05-13,515.305
2005-05-16,512.18
2005-05-17,514.103
2005-05-18,519.33
2005-05-19,522.154
2005-05-20,521.038
2005-05-23,525.396
2005-05-24,524.712
2005-05-25,526.578
2005-05-26,528.144
2005-05-27,528.737
2005-05-30,528.45
2005-05-31,524.372
2005-06-01,525.776
2005-06-02,525.361
2005-06-03,524.761
2005-06-06,524.579
2005-06-07,528.665
2005-06-08,530.982
2005-06-09,525.356
2005-06-10,527.314
2005-06-13,526.67
2005-06-14,528.427
2005-06-15,528.992
2005-06-16,531.6
2005-06-17,537.169
2005-06-20,532.813
2005-06-21,535.202
2005-06-22,536.064
2005-06-23,535.293
2005-06-24,532.257
2005-06-27,529.223
2005-06-28,528.172
2005-06-29,530.859
2005-06-30,531.13
2005-07-01,528.676
2005-07-04,524.779
2005-07-05,523.667
2005-07-06,528.227
2005-07-07,519.149
2005-07-08,524.4
2005-07-11,533.663
2005-07-12,538.937
2005-07-13,537.127
2005-07-14,538.228
2005-07-15,534.39
2005-07-18,533.581
2005-07-19,532.652
2005-07-20,531.658
2005-07-21,538.983
2005-07-22,539.815
2005-07-25,538.061
2005-07-26,537.785
2005-07-27,540.754
2005-07-28,544.999
2005-07-29,546.915
2005-08-01,551.141
2005-08-02,554.282
2005-08-03,558.558
2005-08-04,558.518
2005-08-05,554.647
2005-08-08,558.464
2005-08-09,559.194
2005-08-10,565.68
2005-08-11,565.786
2005-08-12,565.394
2005-08-15,561.887
2005-08-16,560.479
2005-08-17,559.672
2005-08-18,551.69
2005-08-19,553.22
2005-08-22,560.176
2005-08-23,557.186
2005-08-24,556.514
2005-08-25,555.282
2005-08-26,555.396
2005-08-29,553.992
2005-08-30,550.184
2005-08-31,559.269
2005-09-01,570.193
2005-09-02,575.938
2005-09-05,577.183
2005-09-06,579.424
2005-09-07,581.061
2005-09-08,579.261
2005-09-09,581.389
2005-09-12,576.974
2005-09-13,574.251
2005-09-14,577.297
2005-09-15,573.37
2005-09-16,576.113
2005-09-19,573.722
2005-09-20,575.065
2005-09-21,572.843
2005-09-22,566.152
2005-09-23,563.791
2005-09-26,566.753
2005-09-27,564.178
2005-09-28,568.162
2005-09-29,567.071
2005-09-30,572.564
2005-10-03,569.268
2005-10-04,573.273
2005-10-05,570.396
2005-10-06,569.265
2005-10-07,565.093
2005-10-10,564.132
2005-10-11,561.721
2005-10-12,558.001
2005-10-13,546.302
2005-10-14,551.265
2005-10-17,549.873
2005-10-18,544.695
2005-10-19,537.307
2005-10-20,540.251
2005-10-21,538.955
2005-10-24,544.121
2005-10-25,549.097
2005-10-26,549.302
2005-10-27,545.352
2005-10-28,542.904
2005-10-31,550.957
2005-11-01,553.362
2005-11-02,558.887
2005-11-03,564.681
2005-11-04,557.145
2005-11-07,558.41
2005-11-08,555.905
2005-11-09,554.557
