Date,JAPAN SMALL CAP Small Cap
2001-06-19,104.693
2001-06-20,103.439
2001-06-21,103.855
2001-06-22,105.937
2001-06-25,106.937
2001-06-26,107.814
2001-06-27,107.031
2001-06-28,105.512
2001-06-29,106.836
2001-07-02,105.825
2001-07-03,105.876
2001-07-04,104.572
2001-07-05,103.734
2001-07-06,102.313
2001-07-09,100.448
2001-07-10,101.101
2001-07-11,100.74
2001-07-12,102.371
2001-07-13,102.036
2001-07-16,101.341
2001-07-17,100.399
2001-07-18,99.464
2001-07-19,99.689
2001-07-20,100.009
2001-07-23,96.331
2001-07-24,97.189
2001-07-25,98.08
2001-07-26,98.633
2001-07-27,99.155
2001-07-30,96.229
2001-07-31,97.7
2001-08-01,98.709
2001-08-02,101.625
2001-08-03,101.073
2001-08-06,101.303
2001-08-07,101.674
2001-08-08,101.805
2001-08-09,100.133
2001-08-10,101.318
2001-08-13,99.759
2001-08-14,101.722
2001-08-15,103.389
2001-08-16,102.615
2001-08-17,102.59
2001-08-20,100.728
2001-08-21,101.752
2001-08-22,102.614
2001-08-23,101.96
2001-08-24,101.896
2001-08-27,102.624
2001-08-28,101.766
2001-08-29,101.427
2001-08-30,99.959
2001-08-31,99.032
2001-09-03,96.483
2001-09-04,96.946
2001-09-05,94.319
2001-09-06,94.365
2001-09-07,93.766
2001-09-10,90.794
2001-09-11,92.048
2001-09-12,84.398
2001-09-13,85.851
2001-09-14,90.866
2001-09-17,86.416
2001-09-18,88.682
2001-09-19,90.378
2001-09-20,90.291
2001-09-21,89.283
2001-09-24,88.622
2001-09-25,90.447
2001-09-26,89.767
2001-09-27,88.846
2001-09-28,90.507
2001-10-01,91.569
2001-10-02,92.226
2001-10-03,92.239
2001-10-04,93.665
2001-10-05,93.223
2001-10-08,93.546
2001-10-09,91.816
2001-10-10,90.792
2001-10-11,91.812
2001-10-12,92.6
2001-10-15,92.576
2001-10-16,92.96
2001-10-17,93.867
2001-10-18,92.473
2001-10-19,92.586
2001-10-22,92.814
2001-10-23,93.707
2001-10-24,94.245
2001-10-25,95.682
2001-10-26,95.013
2001-10-29,94.654
2001-10-30,93.456
2001-10-31,92.589
2001-11-01,91.923
2001-11-02,91.799
2001-11-05,91.84
2001-11-06,92.673
2001-11-07,91.776
2001-11-08,91.852
2001-11-09,90.628
2001-11-12,89.985
2001-11-13,88.086
2001-11-14,88.123
2001-11-15,88.832
2001-11-16,89.028
2001-11-19,89.145
2001-11-20,89.51
2001-11-21,89.295
2001-11-22,89.165
2001-11-23,88.756
2001-11-26,90.683
2001-11-27,90.646
2001-11-28,89.322
2001-11-29,88.621
2001-11-30,89.0
2001-12-03,86.791
2001-12-04,86.195
2001-12-05,86.754
2001-12-06,86.957
2001-12-07,84.91
2001-12-10,83.589
2001-12-11,82.009
2001-12-12,83.472
2001-12-13,82.345
2001-12-14,80.586
2001-12-17,78.359
2001-12-18,77.418
2001-12-19,76.287
2001-12-20,77.455
2001-12-21,77.048
2001-12-24,76.808
2001-12-25,77.007
2001-12-26,75.979
2001-12-27,76.733
2001-12-28,78.17
2001-12-31,78.253
2002-01-01,78.253
2002-01-02,77.626
2002-01-03,77.876
2002-01-04,78.747
2002-01-07,79.062
2002-01-08,76.997
2002-01-09,77.049
2002-01-10,76.102
2002-01-11,75.362
2002-01-14,75.58
2002-01-15,74.127
2002-01-16,74.161
2002-01-17,73.451
2002-01-18,75.005
2002-01-21,76.075
2002-01-22,74.213
2002-01-23,73.858
2002-01-24,73.603
2002-01-25,73.438
2002-01-28,74.44
2002-01-29,73.717
2002-01-30,73.654
2002-01-31,72.948
2002-02-01,72.003
2002-02-04,71.232
2002-02-05,69.826
2002-02-06,69.663
2002-02-07,70.245
2002-02-08,70.348
2002-02-11,70.974
2002-02-12,73.042
2002-02-13,73.786
2002-02-14,74.718
2002-02-15,74.467
2002-02-18,74.871
2002-02-19,73.11
2002-02-20,72.943
2002-02-21,74.425
2002-02-22,74.923
2002-02-25,74.676
2002-02-26,74.314
2002-02-27,76.157
2002-02-28,76.765
2002-03-01,78.286
2002-03-04,81.717
2002-03-05,81.234
2002-03-06,81.744
2002-03-07,85.686
2002-03-08,86.161
2002-03-11,87.939
2002-03-12,86.646
2002-03-13,84.264
2002-03-14,84.774
2002-03-15,85.658
2002-03-18,84.309
2002-03-19,85.542
2002-03-20,84.984
2002-03-21,84.634
2002-03-22,83.316
2002-03-25,82.424
2002-03-26,82.708
2002-03-27,83.696
2002-03-28,83.416
2002-03-29,82.318
2002-04-01,80.897
2002-04-02,81.438
2002-04-03,83.098
2002-04-04,84.514
2002-04-05,85.547
2002-04-08,85.972
2002-04-09,85.116
2002-04-10,85.904
2002-04-11,84.675
2002-04-12,83.633
2002-04-15,84.298
2002-04-16,85.471
2002-04-17,86.431
2002-04-18,87.294
2002-04-19,87.268
2002-04-22,88.477
2002-04-23,88.875
2002-04-24,88.902
2002-04-25,89.598
2002-04-26,88.84
2002-04-29,88.677
2002-04-30,87.754
2002-05-01,89.1
2002-05-02,88.938
2002-05-03,89.628
2002-05-06,89.346
2002-05-07,87.881
2002-05-08,88.071
2002-05-09,88.714
2002-05-10,89.14
2002-05-13,88.608
2002-05-14,87.484
2002-05-15,89.027
2002-05-16,90.38
2002-05-17,92.072
2002-05-20,93.02
2002-05-21,94.802
2002-05-22,96.184
2002-05-23,96.339
2002-05-24,97.044
2002-05-27,97.566
2002-05-28,97.794
2002-05-29,97.001
2002-05-30,97.626
2002-05-31,96.951
2002-06-03,98.323
2002-06-04,97.415
2002-06-05,97.454
2002-06-06,96.844
2002-06-07,96.049
2002-06-10,95.938
2002-06-11,95.391
2002-06-12,94.564
2002-06-13,93.203
2002-06-14,92.473
2002-06-17,89.437
2002-06-18,90.518
2002-06-19,88.76
2002-06-20,90.259
2002-06-21,90.574
2002-06-24,90.819
2002-06-25,91.004
2002-06-26,90.873
2002-06-27,90.561
2002-06-28,92.688
2002-07-01,93.329
2002-07-02,93.373
2002-07-03,95.653
2002-07-04,94.853
2002-07-05,95.47
2002-07-08,96.168
2002-07-09,98.006
2002-07-10,97.128
2002-07-11,96.649
2002-07-12,96.914
2002-07-15,96.112
2002-07-16,94.972
2002-07-17,94.429
2002-07-18,95.738
2002-07-19,95.085
2002-07-22,93.922
2002-07-23,93.621
2002-07-24,94.027
2002-07-25,93.138
2002-07-26,89.431
2002-07-29,88.722
2002-07-30,90.017
2002-07-31,89.757
2002-08-01,89.018
2002-08-02,88.296
2002-08-05,88.133
2002-08-06,85.085
2002-08-07,86.989
2002-08-08,87.066
2002-08-09,89.092
2002-08-12,87.988
2002-08-13,87.498
2002-08-14,89.684
2002-08-15,89.877
2002-08-16,89.95
2002-08-19,87.995
2002-08-20,87.57
2002-08-21,87.651
2002-08-22,87.865
2002-08-23,88.126
2002-08-26,89.483
2002-08-27,89.468
2002-08-28,88.679
2002-08-29,87.106
2002-08-30,87.671
2002-09-02,86.752
2002-09-03,85.311
2002-09-04,82.915
2002-09-05,83.572
2002-09-06,82.496
2002-09-09,83.411
2002-09-10,82.973
2002-09-11,83.008
2002-09-12,83.413
2002-09-13,82.093
2002-09-16,81.317
2002-09-17,83.373
2002-09-18,83.541
2002-09-19,85.133
2002-09-20,82.831
2002-09-23,82.487
2002-09-24,82.257
2002-09-25,81.862
2002-09-26,82.995
2002-09-27,84.168
2002-09-30,84.218
2002-10-01,82.055
2002-10-02,80.508
2002-10-03,79.462
2002-10-04,78.963
2002-10-07,74.83
2002-10-08,74.822
2002-10-09,73.711
2002-10-10,73.048
2002-10-11,73.91
2002-10-14,73.863
2002-10-15,75.46
2002-10-16,75.948
2002-10-17,75.98
2002-10-18,76.278
2002-10-21,76.74
2002-10-22,74.485
2002-10-23,74.892
2002-10-24,73.897
2002-10-25,75.248
2002-10-28,75.2
2002-10-29,75.633
2002-10-30,76.054
2002-10-31,75.505
2002-11-01,75.544
2002-11-04,75.408
2002-11-05,77.33
2002-11-06,77.229
2002-11-07,77.835
2002-11-08,77.656
2002-11-11,75.828
2002-11-12,75.93
2002-11-13,74.692
2002-11-14,72.696
2002-11-15,72.96
2002-11-18,70.831
2002-11-19,69.143
2002-11-20,69.937
2002-11-21,71.226
2002-11-22,72.218
2002-11-25,74.093
2002-11-26,73.632
2002-11-27,74.101
2002-11-28,75.327
2002-11-29,76.074
2002-12-02,74.589
2002-12-03,74.604
2002-12-04,73.217
2002-12-05,72.405
2002-12-06,72.367
2002-12-09,72.12
2002-12-10,72.285
2002-12-11,71.955
2002-12-12,71.782
2002-12-13,72.244
2002-12-16,70.703
2002-12-17,71.088
2002-12-18,69.301
2002-12-19,70.452
2002-12-20,70.484
2002-12-23,70.694
2002-12-24,70.97
2002-12-25,71.243
2002-12-26,72.893
2002-12-27,73.849
2002-12-30,74.474
2002-12-31,74.383
2003-01-01,74.383
2003-01-02,73.684
2003-01-03,73.693
2003-01-06,75.71
2003-01-07,74.322
2003-01-08,73.51
2003-01-09,73.545
2003-01-10,73.625
2003-01-13,73.993
2003-01-14,75.445
2003-01-15,76.294
2003-01-16,76.549
2003-01-17,77.11
2003-01-20,76.896
2003-01-21,77.556
2003-01-22,77.014
2003-01-23,78.187
2003-01-24,78.076
2003-01-27,76.784
2003-01-28,76.271
2003-01-29,75.038
2003-01-30,74.365
2003-01-31,73.952
2003-02-03,75.011
2003-02-04,76.149
2003-02-05,76.693
2003-02-06,76.63
2003-02-07,76.325
2003-02-10,76.157
2003-02-11,75.922
2003-02-12,77.532
2003-02-13,77.606
2003-02-14,78.059
2003-02-17,78.942
2003-02-18,79.835
2003-02-19,79.836
2003-02-20,79.681
2003-02-21,78.367
2003-02-24,78.757
2003-02-25,77.499
2003-02-26,77.772
2003-02-27,77.522
2003-02-28,77.709
2003-03-03,78.717
2003-03-04,79.089
2003-03-05,79.225
2003-03-06,78.861
2003-03-07,77.165
2003-03-10,75.468
2003-03-11,74.566
2003-03-12,74.686
2003-03-13,74.269
2003-03-14,74.23
2003-03-17,72.961
2003-03-18,73.43
2003-03-19,73.082
2003-03-20,74.442
2003-03-21,73.649
2003-03-24,76.681
2003-03-25,76.01
2003-03-26,77.392
2003-03-27,78.04
2003-03-28,77.519
2003-03-31,76.587
2003-04-01,76.919
2003-04-02,77.325
2003-04-03,76.725
2003-04-04,77.092
2003-04-07,78.235
2003-04-08,77.941
2003-04-09,77.698
2003-04-10,78.099
2003-04-11,77.433
2003-04-14,76.986
2003-04-15,77.922
2003-04-16,78.358
2003-04-17,79.022
2003-04-18,79.389
2003-04-21,79.746
2003-04-22,79.06
2003-04-23,78.564
2003-04-24,78.505
2003-04-25,77.467
2003-04-28,76.878
2003-04-29,76.984
2003-04-30,78.977
2003-05-01,80.184
2003-05-02,80.174
2003-05-05,80.363
2003-05-06,81.597
2003-05-07,82.673
2003-05-08,82.175
2003-05-09,82.941
2003-05-12,83.554
2003-05-13,83.623
2003-05-14,84.317
2003-05-15,83.936
2003-05-16,84.341
2003-05-19,82.896
2003-05-20,83.031
2003-05-21,82.476
2003-05-22,82.706
2003-05-23,83.627
2003-05-26,83.771
2003-05-27,82.783
2003-05-28,82.354
2003-05-29,83.325
2003-05-30,82.59
2003-06-02,83.964
2003-06-03,83.828
2003-06-04,83.755
2003-06-05,85.75
2003-06-06,85.832
2003-06-09,87.05
2003-06-10,87.341
2003-06-11,87.833
2003-06-12,87.696
2003-06-13,88.525
2003-06-16,87.918
2003-06-17,88.224
2003-06-18,88.472
2003-06-19,88.619
2003-06-20,89.271
2003-06-23,90.793
2003-06-24,89.165
2003-06-25,90.565
2003-06-26,89.608
2003-06-27,91.51
2003-06-30,91.863
2003-07-01,93.82
2003-07-02,95.557
2003-07-03,94.465
2003-07-04,94.812
2003-07-07,96.388
2003-07-08,96.328
2003-07-09,97.008
2003-07-10,97.017
2003-07-11,94.853
2003-07-14,96.074
2003-07-15,95.767
2003-07-16,94.062
2003-07-17,91.323
2003-07-18,91.647
2003-07-21,91.98
2003-07-22,91.263
2003-07-23,93.378
2003-07-24,93.946
2003-07-25,93.921
2003-07-28,95.07
2003-07-29,94.987
2003-07-30,93.716
2003-07-31,92.942
2003-08-01,94.154
2003-08-04,93.282
2003-08-05,92.336
2003-08-06,91.282
2003-08-07,92.044
2003-08-08,92.073
2003-08-11,93.516
2003-08-12,94.185
2003-08-13,95.329
2003-08-14,96.819
2003-08-15,96.865
2003-08-18,98.652
2003-08-19,100.018
2003-08-20,101.756
2003-08-21,102.795
2003-08-22,102.579
2003-08-25,103.09
2003-08-26,103.721
2003-08-27,103.366
2003-08-28,102.724
2003-08-29,104.661
2003-09-01,107.642
2003-09-02,107.55
2003-09-03,107.661
2003-09-04,106.414
2003-09-05,105.986
2003-09-08,106.581
2003-09-09,108.76
2003-09-10,107.994
2003-09-11,106.294
2003-09-12,107.652
2003-09-15,107.543
2003-09-16,109.843
2003-09-17,110.483
2003-09-18,111.864
2003-09-19,113.335
2003-09-22,113.501
2003-09-23,113.964
2003-09-24,112.928
2003-09-25,111.062
2003-09-26,111.346
2003-09-29,111.326
2003-09-30,112.304
2003-10-01,114.156
2003-10-02,116.863
2003-10-03,118.54
2003-10-06,118.663
2003-10-07,120.22
2003-10-08,119.042
2003-10-09,119.624
2003-10-10,121.828
2003-10-13,121.409
2003-10-14,122.454
2003-10-15,122.48
2003-10-16,124.698
2003-10-17,125.961
2003-10-20,127.116
2003-10-21,125.765
2003-10-22,124.319
2003-10-23,116.57
2003-10-24,118.101
2003-10-27,120.532
2003-10-28,121.884
2003-10-29,123.878
2003-10-30,123.728
2003-10-31,120.628
2003-11-03,119.245
2003-11-04,123.073
2003-11-05,122.227
2003-11-06,119.975
2003-11-07,120.579
2003-11-10,120.818
2003-11-11,116.028
2003-11-12,115.215
2003-11-13,116.988
2003-11-14,115.455
2003-11-17,108.401
2003-11-18,109.42
2003-11-19,106.948
2003-11-20,109.072
2003-11-21,109.765
2003-11-24,109.348
2003-11-25,111.05
2003-11-26,113.852
2003-11-27,113.897
2003-11-28,112.341
2003-12-01,114.3
2003-12-02,115.26
2003-12-03,115.729
2003-12-04,115.852
2003-12-05,115.942
2003-12-08,113.807
2003-12-09,113.822
2003-12-10,111.343
2003-12-11,112.065
2003-12-12,113.494
2003-12-15,116.174
2003-12-16,114.804
2003-12-17,113.744
2003-12-18,113.28
2003-12-19,113.962
2003-12-22,115.041
2003-12-23,115.1
2003-12-24,115.567
2003-12-25,116.06
2003-12-26,117.179
2003-12-29,118.965
2003-12-30,120.643
2003-12-31,120.379
2004-01-01,120.379
2004-01-02,120.548
2004-01-05,123.41
2004-01-06,123.301
2004-01-07,123.688
2004-01-08,124.695
2004-01-09,125.293
2004-01-12,125.222
2004-01-13,125.038
2004-01-14,126.132
2004-01-15,124.936
2004-01-16,124.86
2004-01-19,125.729
2004-01-20,126.076
2004-01-21,126.569
2004-01-22,127.184
2004-01-23,127.857
2004-01-26,127.147
2004-01-27,127.071
2004-01-28,126.099
2004-01-29,123.759
2004-01-30,124.763
2004-02-02,125.896
2004-02-03,124.716
2004-02-04,122.261
2004-02-05,122.172
2004-02-06,122.896
2004-02-09,122.458
2004-02-10,122.365
2004-02-11,122.365
2004-02-12,123.234
2004-02-13,123.986
2004-02-16,125.148
2004-02-17,125.822
2004-02-18,124.991
2004-02-19,123.988
2004-02-20,122.05
2004-02-23,123.704
2004-02-24,122.229
2004-02-25,121.292
2004-02-26,121.457
2004-02-27,124.445
2004-03-01,127.3
2004-03-02,126.682
2004-03-03,127.39
2004-03-04,127.733
2004-03-05,127.717
2004-03-08,126.968
2004-03-09,128.488
2004-03-10,128.435
2004-03-11,128.63
2004-03-12,127.543
2004-03-15,129.973
2004-03-16,132.042
2004-03-17,135.553
2004-03-18,137.19
2004-03-19,136.805
2004-03-22,136.993
2004-03-23,136.745
2004-03-24,139.32
2004-03-25,141.85
2004-03-26,143.9
2004-03-29,144.622
2004-03-30,144.09
2004-03-31,147.317
2004-04-01,148.902
2004-04-02,149.045
2004-04-05,149.086
2004-04-06,148.166
2004-04-07,149.674
2004-04-08,149.528
2004-04-09,146.815
2004-04-12,149.697
2004-04-13,150.058
2004-04-14,148.739
2004-04-15,145.457
2004-04-16,146.324
2004-04-19,143.542
2004-04-20,146.163
2004-04-21,145.759
2004-04-22,145.523
2004-04-23,146.634
2004-04-26,147.666
2004-04-27,145.598
2004-04-28,145.663
2004-04-29,145.352
2004-04-30,142.636
2004-05-03,142.578
2004-05-04,143.285
2004-05-05,144.881
2004-05-06,140.516
2004-05-07,135.448
2004-05-10,124.164
2004-05-11,124.754
2004-05-12,129.533
2004-05-13,125.42
2004-05-14,124.29
2004-05-17,118.898
2004-05-18,121.889
2004-05-19,128.3
2004-05-20,127.543
2004-05-21,131.333
2004-05-24,131.511
2004-05-25,130.979
2004-05-26,133.085
2004-05-27,133.37
2004-05-28,135.631
2004-05-31,135.554
2004-06-01,137.623
2004-06-02,136.567
2004-06-03,133.453
2004-06-04,133.908
2004-06-07,138.374
2004-06-08,139.415
2004-06-09,140.618
2004-06-10,142.078
2004-06-11,141.335
2004-06-14,141.149
2004-06-15,140.902
2004-06-16,143.151
2004-06-17,144.985
2004-06-18,144.267
2004-06-21,145.973
2004-06-22,144.681
2004-06-23,144.937
2004-06-24,148.275
2004-06-25,147.912
2004-06-28,149.998
2004-06-29,149.974
2004-06-30,149.816
2004-07-01,150.92
2004-07-02,149.348
2004-07-05,146.029
2004-07-06,144.339
2004-07-07,144.543
2004-07-08,143.372
2004-07-09,146.033
2004-07-12,148.061
2004-07-13,147.095
2004-07-14,144.859
2004-07-15,143.264
2004-07-16,145.672
2004-07-19,146.23
2004-07-20,144.634
2004-07-21,144.086
2004-07-22,143.3
2004-07-23,141.746
2004-07-26,139.999
2004-07-27,135.999
2004-07-28,136.944
2004-07-29,134.598
2004-07-30,137.539
2004-08-02,137.851
2004-08-03,136.468
2004-08-04,133.733
2004-08-05,134.324
2004-08-06,135.053
2004-08-09,133.627
2004-08-10,134.428
2004-08-11,135.65
2004-08-12,136.094
2004-08-13,133.887
2004-08-16,132.367
2004-08-17,133.071
2004-08-18,133.674
2004-08-19,135.856
2004-08-20,136.714
2004-08-23,137.019
2004-08-24,136.699
2004-08-25,137.476
2004-08-26,138.637
2004-08-27,139.549
2004-08-30,139.221
2004-08-31,138.977
2004-09-01,140.383
2004-09-02,141.048
2004-09-03,138.762
2004-09-06,140.879
2004-09-07,141.831
2004-09-08,141.927
2004-09-09,139.927
2004-09-10,139.474
2004-09-13,139.994
2004-09-14,141.14
2004-09-15,138.6
2004-09-16,138.53
2004-09-17,137.16
2004-09-20,137.422
2004-09-21,136.655
2004-09-22,135.244
2004-09-23,135.617
2004-09-24,134.113
2004-09-27,133.13
2004-09-28,131.986
2004-09-29,132.737
2004-09-30,134.809
2004-10-01,136.5
2004-10-04,137.9
2004-10-05,137.826
2004-10-06,138.887
2004-10-07,138.947
2004-10-08,140.385
2004-10-11,141.06
2004-10-12,139.109
2004-10-13,138.472
2004-10-14,136.326
2004-10-15,136.574
2004-10-18,136.078
2004-10-19,138.001
2004-10-20,136.281
2004-10-21,136.052
2004-10-22,136.67
2004-10-25,135.734
2004-10-26,135.115
2004-10-27,135.571
2004-10-28,137.612
2004-10-29,137.303
2004-11-01,136.055
2004-11-02,137.873
2004-11-03,137.99
2004-11-04,139.37
2004-11-05,141.211
2004-11-08,140.096
2004-11-09,139.837
2004-11-10,138.627
2004-11-11,137.502
2004-11-12,139.947
2004-11-15,142.446
2004-11-16,142.233
2004-11-17,143.222
2004-11-18,142.609
2004-11-19,143.865
2004-11-22,141.175
2004-11-23,140.739
2004-11-24,142.154
2004-11-25,142.655
2004-11-26,142.044
2004-11-29,143.758
2004-11-30,143.278
2004-12-01,141.908
2004-12-02,143.148
2004-12-03,144.444
2004-12-06,144.669
2004-12-07,143.542
2004-12-08,140.646
2004-12-09,138.684
2004-12-10,137.715
2004-12-13,138.135
2004-12-14,138.229
2004-12-15,140.163
2004-12-16,139.859
2004-12-17,140.921
2004-12-20,142.467
2004-12-21,142.599
2004-12-22,144.106
2004-12-23,144.759
2004-12-24,145.978
2004-12-27,146.768
2004-12-28,147.403
2004-12-29,146.555
2004-12-30,149.396
2004-12-31,150.22
2005-01-03,149.628
2005-01-04,148.524
2005-01-05,148.806
2005-01-06,147.891
2005-01-07,148.614
2005-01-10,149.148
2005-01-11,151.518
2005-01-12,152.975
2005-01-13,152.399
2005-01-14,153.199
2005-01-17,155.432
2005-01-18,153.888
2005-01-19,154.355
2005-01-20,151.926
2005-01-21,151.891
2005-01-24,153.743
2005-01-25,152.005
2005-01-26,154.845
2005-01-27,154.225
2005-01-28,153.522
2005-01-31,155.331
2005-02-01,154.392
2005-02-02,155.772
2005-02-03,154.513
2005-02-04,155.156
2005-02-07,155.238
2005-02-08,153.195
2005-02-09,153.108
2005-02-10,153.66
2005-02-11,153.529
2005-02-14,155.101
2005-02-15,155.276
2005-02-16,153.019
2005-02-17,152.528
2005-02-18,152.535
2005-02-21,153.53
2005-02-22,154.666
2005-02-23,152.807
2005-02-24,153.566
2005-02-25,155.35
2005-02-28,158.305
2005-03-01,159.007
2005-03-02,159.209
2005-03-03,158.962
2005-03-04,160.094
2005-03-07,159.478
2005-03-08,160.327
2005-03-09,161.727
2005-03-10,160.787
2005-03-11,162.292
2005-03-14,161.003
2005-03-15,161.406
2005-03-16,162.595
2005-03-17,161.466
2005-03-18,162.685
2005-03-21,162.422
2005-03-22,162.927
2005-03-23,160.455
2005-03-24,159.502
2005-03-25,159.337
2005-03-28,159.355
2005-03-29,156.362
2005-03-30,154.81
2005-03-31,158.003
2005-04-01,158.339
2005-04-04,156.377
2005-04-05,157.059
2005-04-06,157.527
2005-04-07,157.919
2005-04-08,158.247
2005-04-11,157.786
2005-04-12,155.709
2005-04-13,156.991
2005-04-14,154.499
2005-04-15,153.314
2005-04-18,147.117
2005-04-19,150.77
2005-04-20,152.197
2005-04-21,150.372
2005-04-22,154.69
2005-04-25,155.321
2005-04-26,154.858
2005-04-27,155.103
2005-04-28,155.152
2005-04-29,156.72
2005-05-02,156.914
2005-05-03,156.892
2005-05-04,158.198
2005-05-05,157.956
2005-05-06,159.52
2005-05-09,159.107
2005-05-10,158.894
2005-05-11,158.464
2005-05-12,156.34
2005-05-13,154.708
2005-05-16,152.521
2005-05-17,149.523
2005-05-18,149.7
2005-05-19,152.11
2005-05-20,151.053
2005-05-23,152.925
2005-05-24,152.551
2005-05-25,149.864
2005-05-26,148.973
2005-05-27,150.408
2005-05-30,152.187
2005-05-31,153.837
2005-06-01,153.783
2005-06-02,153.53
2005-06-03,156.31
2005-06-06,156.937
2005-06-07,156.525
2005-06-08,157.111
2005-06-09,154.844
2005-06-10,155.165
2005-06-13,153.652
2005-06-14,153.471
2005-06-15,154.558
2005-06-16,155.391
2005-06-17,156.923
2005-06-20,156.52
2005-06-21,157.782
2005-06-22,157.638
2005-06-23,157.706
2005-06-24,157.087
2005-06-27,155.927
2005-06-28,157.121
2005-06-29,156.936
2005-06-30,155.924
2005-07-01,155.333
2005-07-04,156.371
2005-07-05,155.537
2005-07-06,155.73
2005-07-07,155.495
2005-07-08,154.863
2005-07-11,156.495
2005-07-12,158.007
2005-07-13,156.57
2005-07-14,157.244
2005-07-15,157.127
2005-07-18,157.83
2005-07-19,156.285
2005-07-20,156.151
2005-07-21,160.13
2005-07-22,158.839
2005-07-25,159.651
2005-07-26,158.616
2005-07-27,159.424
2005-07-28,159.634
2005-07-29,160.341
2005-08-01,161.04
2005-08-02,161.1
2005-08-03,160.597
2005-08-04,158.682
2005-08-05,155.189
2005-08-08,156.121
2005-08-09,158.663
2005-08-10,162.822
2005-08-11,165.0
2005-08-12,165.14
2005-08-15,165.886
2005-08-16,167.016
2005-08-17,166.346
2005-08-18,165.398
2005-08-19,164.463
2005-08-22,167.555
2005-08-23,167.376
2005-08-24,167.035
2005-08-25,166.593
2005-08-26,167.924
2005-08-29,165.318
2005-08-30,165.33
2005-08-31,165.847
2005-09-01,168.276
2005-09-02,169.571
2005-09-05,171.255
2005-09-06,169.605
2005-09-07,168.658
2005-09-08,166.593
2005-09-09,169.603
2005-09-12,171.076
2005-09-13,170.76
2005-09-14,171.985
2005-09-15,173.593
2005-09-16,172.562
2005-09-19,172.671
2005-09-20,174.572
2005-09-21,174.562
2005-09-22,173.708
2005-09-23,172.732
2005-09-26,175.416
2005-09-27,173.309
2005-09-28,175.155
2005-09-29,177.122
2005-09-30,176.248
2005-10-03,174.823
2005-10-04,176.403
2005-10-05,175.792
2005-10-06,172.517
2005-10-07,171.821
2005-10-10,171.13
2005-10-11,174.625
2005-10-12,175.342
2005-10-13,174.633
2005-10-14,175.485
2005-10-17,174.407
2005-10-18,172.271
2005-10-19,171.542
2005-10-20,172.918
2005-10-21,172.911
2005-10-24,173.015
2005-10-25,175.999
2005-10-26,176.349
2005-10-27,178.993
2005-10-28,178.54
2005-10-31,179.769
2005-11-01,182.587
2005-11-02,182.955
2005-11-03,182.486
2005-11-04,182.884
2005-11-07,184.508
2005-11-08,184.452
2005-11-09,183.112
