Date,USA MID GROWTH Mid Cap
2006-01-31,857.933
2006-02-28,844.459
2006-03-31,868.026
2006-04-28,876.354
2006-05-31,836.705
2006-06-30,835.988
2006-07-31,799.897
2006-08-31,818.075
2006-09-29,836.402
2006-10-31,867.021
2006-11-30,898.775
2006-12-29,890.023
2007-01-31,915.566
2007-02-28,916.179
2007-03-30,921.906
2007-04-30,960.458
2007-05-31,1000.0
2007-06-29,991.868
2007-07-31,962.308
2007-08-31,966.454
2007-09-28,1001.801
2007-10-31,1020.662
2007-11-30,971.275
2007-12-31,989.925
2008-01-31,902.222
2008-02-29,893.556
2008-03-31,871.926
2008-04-30,940.22
2008-05-30,990.101
2008-06-30,921.704
2008-07-31,864.146
2008-08-29,866.127
2008-09-30,723.4
2008-10-31,563.672
2008-11-28,510.272
2008-12-31,524.998
2009-01-30,501.682
2009-02-27,467.733
2009-03-31,508.609
2009-04-30,573.048
2009-05-29,596.486
2009-06-30,595.561
2009-07-31,638.834
2009-08-31,659.298
2009-09-30,702.494
2009-10-30,674.593
2009-11-30,703.849
2009-12-31,752.929
2010-01-29,718.714
2010-02-26,762.791
2010-03-31,814.301
2010-04-30,844.679
2010-05-31,782.654
2010-06-30,735.612
2010-07-30,787.593
2010-08-31,756.804
2010-09-30,847.077
2010-10-29,883.876
2010-11-30,914.795
2010-12-31,969.142
2011-01-31,988.255
2011-02-28,1027.967
2011-03-31,1046.44
2011-04-29,1078.487
2011-05-31,1076.436
2011-06-30,1057.776
2011-07-29,1028.931
2011-08-31,959.037
2011-09-30,861.963
2011-10-31,984.167
2011-11-30,975.725
2011-12-30,961.994
2012-01-31,1027.651
2012-02-29,1074.591
2012-03-30,1096.789
2012-04-30,1091.226
2012-05-31,1010.291
2012-06-29,1035.433
2012-07-31,1036.789
2012-08-31,1074.553
2012-09-28,1094.95
2012-10-31,1070.013
2012-11-30,1090.919
2012-12-31,1120.226
2013-01-31,1191.409
2013-02-28,1207.165
2013-03-29,1252.088
2013-04-30,1266.023
2013-05-31,1304.081
2013-06-28,1287.276
2013-07-31,1363.336
2013-08-30,1336.47
2013-09-30,1405.933
2013-10-31,1438.21
2013-11-29,1459.253
2013-12-31,1508.203
2014-01-31,1470.511
2014-02-28,1566.424
2014-03-31,1540.202
2014-04-30,1516.602
2014-05-30,1568.383
2014-06-30,1615.73
2014-07-31,1578.507
2014-08-29,1655.186
2014-09-30,1599.73
2014-10-31,1654.701
2014-11-28,1697.792
2014-12-31,1687.884
2015-01-30,1647.354
2015-02-27,1762.531
2015-03-31,1770.845
2015-04-30,1767.474
2015-05-29,1783.047
2015-06-30,1759.115
2015-07-31,1781.708
2015-08-31,1689.813
2015-09-30,1611.327
2015-10-30,1726.441
2015-11-30,1732.101
2015-12-31,1686.694
2016-01-29,1543.933
2016-02-29,1562.14
2016-03-31,1687.949
2016-04-29,1693.535
2016-05-31,1728.33
2016-06-30,1706.956
2016-07-29,1794.015
2016-08-31,1784.458
2016-09-30,1788.732
2016-10-31,1733.44
2016-11-30,1806.127
2016-12-30,1795.467
2017-01-31,1852.668
2017-02-28,1913.008
2017-03-31,1916.427
2017-04-28,1944.092
2017-05-31,1961.944
2017-06-30,1977.039
2017-07-31,2003.203
2017-08-31,2004.335
2017-09-29,2046.52
2017-10-31,2092.284
2017-11-30,2169.692
2017-12-29,2190.522
2018-01-31,2323.643
2018-02-28,2234.559
2018-03-30,2232.414
2018-04-30,2220.71
2018-05-31,2304.955
2018-06-29,2320.038
2018-07-31,2376.744
2018-08-31,2478.98
2018-09-28,2468.094
2018-10-31,2182.512
2018-11-30,2235.403
2018-12-31,2016.978
2019-01-31,2244.0
2019-02-28,2363.511
2019-03-29,2407.225
2019-04-30,2503.959
2019-05-31,2363.805
2019-06-28,2547.931
2019-07-31,2575.435
2019-08-30,2514.168
2019-09-30,2514.45
2019-10-31,2564.12
2019-11-29,2687.951
2019-12-31,2718.855
2020-01-31,2757.739
2020-02-28,2552.046
2020-03-31,2200.631
2020-04-30,2538.039
2020-05-29,2807.89
2020-06-30,2895.85
2020-07-31,3126.269
2020-08-31,3218.294
2020-09-30,3166.547
2020-10-30,3195.996
2020-11-30,3638.663
2020-12-31,3859.97
2021-01-29,3818.85
2021-02-26,3978.276
2021-03-31,3877.152
2021-04-30,4087.659
2021-05-31,4029.752
2021-06-30,4257.283
2021-07-30,4319.286
2021-08-31,4471.708
2021-09-30,4269.497
2021-10-29,4618.59
2021-11-30,4510.082
2021-12-31,4534.34
2022-01-31,3963.246
2022-02-28,3919.265
2022-03-31,3987.584
2022-04-29,3505.431
2022-05-31,3441.816
2022-06-30,3168.181
2022-07-29,3550.378
2022-08-31,3445.406
2022-09-30,3122.417
2022-10-31,3315.975
2022-11-30,3546.215
2022-12-30,3378.407
2023-01-31,3687.75
2023-02-28,3607.478
2023-03-31,3633.541
2023-04-28,3535.044
2023-05-31,3567.997
2023-06-30,3855.296
2023-07-31,3987.086
2023-08-31,3850.655
2023-09-29,3638.361
2023-10-31,3412.045
2023-11-30,3824.101
2023-12-29,4127.487
2024-01-31,4065.858
2024-02-29,4408.597
2024-03-29,4543.535
2024-04-30,4241.862
2024-05-31,4298.151
2024-06-28,4364.638
2024-07-31,4477.05
2024-08-30,4551.29
2024-09-30,4700.568
2024-10-31,4732.813
2024-11-29,5307.748
2024-12-31,4966.152
2025-01-31,5313.47
2025-02-28,5052.514
2025-03-31,4616.223
2025-04-30,4700.194
2025-05-30,5198.244
2025-06-30,5513.591
2025-07-31,5651.528
2025-08-29,5615.271
2025-09-30,5610.298
2025-10-31,5683.725
2025-11-28,5533.087
