Date,USA MID GROWTH Mid Cap
1994-05-31,267.049
1994-06-30,257.779
1994-07-29,264.688
1994-08-31,283.155
1994-09-30,279.832
1994-10-31,282.968
1994-11-30,271.407
1994-12-30,275.596
1995-01-31,277.557
1995-02-28,291.319
1995-03-31,302.098
1995-04-28,304.861
1995-05-31,308.817
1995-06-30,326.53
1995-07-31,350.054
1995-08-31,354.321
1995-09-29,364.097
1995-10-31,353.541
1995-11-30,368.148
1995-12-29,369.043
1996-01-31,375.984
1996-02-29,388.3
1996-03-29,393.559
1996-04-30,415.472
1996-05-31,424.108
1996-06-28,403.956
1996-07-31,372.306
1996-08-30,395.777
1996-09-30,417.32
1996-10-31,409.261
1996-11-29,430.488
1996-12-31,423.756
1997-01-31,439.501
1997-02-28,426.284
1997-03-31,401.642
1997-04-30,405.678
1997-05-30,444.67
1997-06-30,457.505
1997-07-31,498.425
1997-08-29,501.823
1997-09-30,526.225
1997-10-31,492.841
1997-11-28,490.726
1997-12-31,489.414
1998-01-30,482.708
1998-02-27,528.007
1998-03-31,550.313
1998-04-30,562.565
1998-05-29,530.882
1998-06-30,548.876
1998-07-31,518.787
1998-08-31,401.419
1998-09-30,439.013
1998-10-30,477.49
1998-11-30,508.24
1998-12-31,567.789
1999-01-29,599.011
1999-02-26,554.843
1999-03-31,583.067
1999-04-30,622.819
1999-05-31,629.0
1999-06-30,679.415
1999-07-30,658.545
1999-08-31,666.987
1999-09-30,663.903
1999-10-29,723.681
1999-11-30,829.405
1999-12-31,1027.164
2000-01-31,1000.863
2000-02-29,1303.801
2000-03-31,1210.373
2000-04-28,1024.811
2000-05-31,919.867
2000-06-30,1063.08
2000-07-31,1003.533
2000-08-31,1136.659
2000-09-29,1068.826
2000-10-31,965.874
2000-11-30,728.43
2000-12-29,757.745
2001-01-31,810.727
2001-02-28,678.887
2001-03-30,580.614
2001-04-30,687.681
2001-05-31,688.984
2001-06-29,685.19
2001-07-31,635.669
2001-08-31,576.681
2001-09-28,472.973
2001-10-31,522.237
2001-11-30,574.166
2001-12-31,595.701
2002-01-31,578.114
2002-02-28,543.615
2002-03-29,586.523
2002-04-30,557.989
2002-05-31,542.607
2002-06-28,491.822
2002-07-31,439.087
2002-08-30,433.247
2002-09-30,400.329
2002-10-31,435.366
2002-11-29,467.475
2002-12-31,434.648
2003-01-31,431.706
2003-02-28,428.945
2003-03-31,439.477
2003-04-30,468.787
2003-05-30,518.508
2003-06-30,519.557
2003-07-31,534.498
2003-08-29,565.582
2003-09-30,550.476
2003-10-31,596.6
2003-11-28,611.942
2003-12-31,619.646
2004-01-30,639.132
2004-02-27,645.498
2004-03-31,641.768
2004-04-30,621.105
2004-05-31,635.43
2004-06-30,645.245
2004-07-30,600.345
2004-08-31,592.369
2004-09-30,621.666
2004-10-29,645.789
2004-11-30,684.455
2004-12-31,714.255
2005-01-31,689.863
2005-02-28,708.3
2005-03-31,699.338
2005-04-29,668.513
2005-05-31,708.212
2005-06-30,726.054
2005-07-29,765.71
2005-08-31,764.515
2005-09-30,776.019
2005-10-31,754.246
2005-11-30,793.017
2005-12-30,804.867
