Date,USA MID GROWTH Mid Cap
2001-06-29,691.056
2001-07-02,683.786
2001-07-03,678.555
2001-07-04,678.555
2001-07-05,665.565
2001-07-06,642.917
2001-07-09,643.459
2001-07-10,629.12
2001-07-11,627.368
2001-07-12,648.447
2001-07-13,651.652
2001-07-16,633.78
2001-07-17,642.728
2001-07-18,633.308
2001-07-19,638.824
2001-07-20,638.313
2001-07-23,629.065
2001-07-24,614.778
2001-07-25,624.519
2001-07-26,639.174
2001-07-27,646.673
2001-07-30,641.691
2001-07-31,641.103
2001-08-01,645.713
2001-08-02,645.27
2001-08-03,641.424
2001-08-06,633.061
2001-08-07,629.699
2001-08-08,611.958
2001-08-09,609.536
2001-08-10,607.619
2001-08-13,616.257
2001-08-14,612.464
2001-08-15,603.478
2001-08-16,599.518
2001-08-17,586.61
2001-08-20,588.006
2001-08-21,577.899
2001-08-22,587.137
2001-08-23,586.04
2001-08-24,602.012
2001-08-27,604.836
2001-08-28,592.648
2001-08-29,588.462
2001-08-30,578.934
2001-08-31,581.603
2001-09-03,581.603
2001-09-04,574.749
2001-09-05,564.39
2001-09-06,550.374
2001-09-07,542.529
2001-09-10,542.26
2001-09-11,542.26
2001-09-12,542.26
2001-09-13,542.26
2001-09-14,542.26
2001-09-17,504.359
2001-09-18,487.791
2001-09-19,477.899
2001-09-20,464.638
2001-09-21,454.486
2001-09-24,469.423
2001-09-25,469.013
2001-09-26,459.383
2001-09-27,465.194
2001-09-28,477.003
2001-10-01,468.313
2001-10-02,474.212
2001-10-03,496.703
2001-10-04,501.141
2001-10-05,500.511
2001-10-08,498.922
2001-10-09,496.745
2001-10-10,514.737
2001-10-11,534.525
2001-10-12,533.764
2001-10-15,531.118
2001-10-16,538.5
2001-10-17,518.227
2001-10-18,514.912
2001-10-19,523.439
2001-10-22,531.873
2001-10-23,531.893
2001-10-24,537.65
2001-10-25,553.57
2001-10-26,554.037
2001-10-29,534.734
2001-10-30,520.835
2001-10-31,526.685
2001-11-01,538.403
2001-11-02,538.073
2001-11-05,550.25
2001-11-06,558.893
2001-11-07,559.446
2001-11-08,552.027
2001-11-09,552.706
2001-11-12,554.951
2001-11-13,569.241
2001-11-14,568.751
2001-11-15,566.983
2001-11-16,568.304
2001-11-19,578.668
2001-11-20,567.71
2001-11-21,565.343
2001-11-22,565.343
2001-11-23,573.302
2001-11-26,584.603
2001-11-27,585.329
2001-11-28,571.228
2001-11-29,579.756
2001-11-30,579.045
2001-12-03,572.909
2001-12-04,589.11
2001-12-05,613.585
2001-12-06,614.707
2001-12-07,604.142
2001-12-10,593.979
2001-12-11,598.623
2001-12-12,597.114
2001-12-13,583.82
2001-12-14,586.21
2001-12-17,594.159
2001-12-18,601.27
2001-12-19,596.654
2001-12-20,583.679
2001-12-21,590.289
2001-12-24,592.236
2001-12-25,592.236
2001-12-26,598.308
2001-12-27,602.57
2001-12-28,609.816
2001-12-31,600.754
2002-01-01,600.754
2002-01-02,601.338
2002-01-03,609.759
2002-01-04,616.024
2002-01-07,607.74
2002-01-08,608.622
2002-01-09,606.145
2002-01-10,604.563
2002-01-11,598.075
2002-01-14,586.185
2002-01-15,588.96
2002-01-16,573.983
2002-01-17,582.363
2002-01-18,572.078
2002-01-21,572.078
2002-01-22,564.106
2002-01-23,578.087
2002-01-24,584.338
2002-01-25,584.631
2002-01-28,585.038
2002-01-29,573.598
2002-01-30,578.457
2002-01-31,583.016
2002-02-01,579.195
2002-02-04,560.303
2002-02-05,556.638
2002-02-06,551.574
2002-02-07,543.772
2002-02-08,557.735
2002-02-11,568.298
2002-02-12,567.086
2002-02-13,571.735
2002-02-14,568.315
2002-02-15,559.077
2002-02-18,559.077
2002-02-19,542.964
2002-02-20,550.687
2002-02-21,539.311
2002-02-22,539.967
2002-02-25,550.862
2002-02-26,556.01
2002-02-27,553.08
2002-02-28,548.208
2002-03-01,564.611
2002-03-04,585.678
2002-03-05,584.229
2002-03-06,592.302
2002-03-07,587.205
2002-03-08,597.42
2002-03-11,599.42
2002-03-12,593.9
2002-03-13,587.584
2002-03-14,586.874
2002-03-15,592.697
2002-03-18,598.745
2002-03-19,599.348
2002-03-20,589.117
2002-03-21,595.746
2002-03-22,589.907
2002-03-25,578.039
2002-03-26,580.769
2002-03-27,586.936
2002-03-28,591.472
2002-03-29,591.472
2002-04-01,593.71
2002-04-02,579.303
2002-04-03,571.237
2002-04-04,571.844
2002-04-05,568.366
2002-04-08,573.251
2002-04-09,566.474
2002-04-10,572.677
2002-04-11,561.464
2002-04-12,567.884
2002-04-15,569.62
2002-04-16,584.199
2002-04-17,583.936
2002-04-18,583.884
2002-04-19,583.958
2002-04-22,574.924
2002-04-23,571.451
2002-04-24,567.297
2002-04-25,566.889
2002-04-26,557.306
2002-04-29,550.972
2002-04-30,562.694
2002-05-01,564.12
2002-05-02,557.35
2002-05-03,548.516
2002-05-06,539.225
2002-05-07,536.186
2002-05-08,564.908
2002-05-09,553.738
2002-05-10,543.837
2002-05-13,554.584
2002-05-14,571.228
2002-05-15,571.136
2002-05-16,568.768
2002-05-17,573.06
2002-05-20,565.013
2002-05-21,553.952
2002-05-22,553.819
2002-05-23,562.053
2002-05-24,554.73
2002-05-27,554.73
2002-05-28,553.019
2002-05-29,548.414
2002-05-30,548.697
2002-05-31,547.171
2002-06-03,530.641
2002-06-04,530.657
2002-06-05,535.94
2002-06-06,526.375
2002-06-07,529.223
2002-06-10,529.482
2002-06-11,517.734
2002-06-12,518.123
2002-06-13,512.308
2002-06-14,513.007
2002-06-17,528.319
2002-06-18,526.432
2002-06-19,518.359
2002-06-20,509.556
2002-06-21,499.153
2002-06-24,499.372
2002-06-25,487.576
2002-06-26,485.729
2002-06-27,494.26
2002-06-28,495.932
2002-07-01,476.818
2002-07-02,460.504
2002-07-03,466.72
2002-07-04,466.72
2002-07-05,489.287
2002-07-08,477.282
2002-07-09,463.194
2002-07-10,448.921
2002-07-11,454.361
2002-07-12,454.731
2002-07-15,455.228
2002-07-16,451.136
2002-07-17,454.625
2002-07-18,440.394
2002-07-19,425.767
2002-07-22,413.796
2002-07-23,402.694
2002-07-24,427.744
2002-07-25,416.486
2002-07-26,418.53
2002-07-29,443.278
2002-07-30,447.735
2002-07-31,442.746
2002-08-01,426.381
2002-08-02,414.8
2002-08-05,399.825
2002-08-06,416.51
2002-08-07,421.116
2002-08-08,433.066
2002-08-09,433.467
2002-08-12,432.249
2002-08-13,421.01
2002-08-14,439.738
2002-08-15,449.573
2002-08-16,453.199
2002-08-19,463.172
2002-08-20,454.922
2002-08-21,461.664
2002-08-22,468.803
2002-08-23,456.55
2002-08-26,459.111
2002-08-27,446.672
2002-08-28,435.887
2002-08-29,439.625
2002-08-30,436.815
2002-09-02,436.815
2002-09-03,419.544
2002-09-04,428.411
2002-09-05,420.595
2002-09-06,433.416
2002-09-09,437.224
2002-09-10,442.11
2002-09-11,441.879
2002-09-12,430.94
2002-09-13,432.386
2002-09-16,431.307
2002-09-17,423.665
2002-09-18,424.196
2002-09-19,410.02
2002-09-20,410.757
2002-09-23,402.933
2002-09-24,397.468
2002-09-25,412.348
2002-09-26,416.595
2002-09-27,410.368
2002-09-30,403.595
2002-10-01,414.148
2002-10-02,405.927
2002-10-03,399.666
2002-10-04,388.984
2002-10-07,380.793
2002-10-08,387.517
2002-10-09,380.913
2002-10-10,392.506
2002-10-11,408.036
2002-10-14,414.584
2002-10-15,431.435
2002-10-16,420.127
2002-10-17,434.669
2002-10-18,435.703
2002-10-21,447.201
2002-10-22,437.586
2002-10-23,444.617
2002-10-24,436.345
2002-10-25,443.983
2002-10-28,438.117
2002-10-29,433.102
2002-10-30,440.418
2002-10-31,438.898
2002-11-01,449.4
2002-11-04,454.011
2002-11-05,453.213
2002-11-06,461.647
2002-11-07,449.041
2002-11-08,440.97
2002-11-11,429.431
2002-11-12,436.545
2002-11-13,437.17
2002-11-14,449.267
2002-11-15,452.757
2002-11-18,449.818
2002-11-19,445.033
2002-11-20,459.178
2002-11-21,470.752
2002-11-22,469.604
2002-11-25,470.805
2002-11-26,457.759
2002-11-27,473.128
2002-11-28,473.128
2002-11-29,471.219
2002-12-02,472.151
2002-12-03,463.435
2002-12-04,458.971
2002-12-05,454.54
2002-12-06,456.624
2002-12-09,441.617
2002-12-10,448.941
2002-12-11,449.963
2002-12-12,450.467
2002-12-13,439.726
2002-12-16,450.281
2002-12-17,447.663
2002-12-18,440.466
2002-12-19,437.436
2002-12-20,443.968
2002-12-23,448.285
2002-12-24,446.049
2002-12-25,446.049
2002-12-26,445.271
2002-12-27,437.261
2002-12-30,436.526
2002-12-31,438.081
2003-01-01,438.081
2003-01-02,454.268
2003-01-03,453.477
2003-01-06,460.722
2003-01-07,459.162
2003-01-08,450.465
2003-01-09,460.216
2003-01-10,462.594
2003-01-13,460.393
2003-01-14,461.114
2003-01-15,455.954
2003-01-16,455.133
2003-01-17,446.057
2003-01-20,446.06
2003-01-21,438.726
2003-01-22,436.977
2003-01-23,444.656
2003-01-24,434.256
2003-01-27,426.863
2003-01-28,434.584
2003-01-29,439.445
2003-01-30,430.866
2003-01-31,435.102
2003-02-03,435.764
2003-02-04,429.043
2003-02-05,428.474
2003-02-06,426.395
2003-02-07,422.373
2003-02-10,426.253
2003-02-11,425.254
2003-02-12,417.759
2003-02-13,413.134
2003-02-14,421.176
2003-02-17,421.176
2003-02-18,432.042
2003-02-19,428.413
2003-02-20,426.841
2003-02-21,433.334
2003-02-24,425.683
2003-02-25,428.209
2003-02-26,423.502
2003-02-27,428.64
2003-02-28,432.279
2003-03-03,427.825
2003-03-04,421.914
2003-03-05,423.314
2003-03-06,423.274
2003-03-07,426.788
2003-03-10,417.198
2003-03-11,413.25
2003-03-12,414.69
2003-03-13,432.616
2003-03-14,433.034
2003-03-17,450.953
2003-03-18,453.766
2003-03-19,451.241
2003-03-20,455.51
2003-03-21,462.874
2003-03-24,445.95
2003-03-25,453.351
2003-03-26,452.546
2003-03-27,452.547
2003-03-28,450.444
2003-03-31,442.855
2003-04-01,443.485
2003-04-02,456.557
2003-04-03,455.408
2003-04-04,451.65
2003-04-07,453.054
2003-04-08,450.149
2003-04-09,443.009
2003-04-10,446.33
2003-04-11,446.033
2003-04-14,453.828
2003-04-15,456.287
2003-04-16,448.632
2003-04-17,459.592
2003-04-18,459.592
2003-04-21,459.542
2003-04-22,468.524
2003-04-23,470.585
2003-04-24,468.584
2003-04-25,461.255
2003-04-28,469.584
2003-04-29,472.786
2003-04-30,472.368
2003-05-01,472.901
2003-05-02,483.995
2003-05-05,485.657
2003-05-06,491.055
2003-05-07,488.106
2003-05-08,482.189
2003-05-09,490.087
2003-05-12,498.332
2003-05-13,497.466
2003-05-14,496.489
2003-05-15,502.055
2003-05-16,502.434
2003-05-19,487.167
2003-05-20,485.58
2003-05-21,488.484
2003-05-22,496.197
2003-05-23,496.625
2003-05-26,496.625
2003-05-27,510.851
2003-05-28,510.129
2003-05-29,511.126
2003-05-30,522.43
2003-06-02,520.353
2003-06-03,520.032
2003-06-04,531.647
2003-06-05,538.966
2003-06-06,536.253
2003-06-09,525.958
2003-06-10,531.913
2003-06-11,540.981
2003-06-12,541.111
2003-06-13,532.613
2003-06-16,544.272
2003-06-17,543.026
2003-06-18,541.795
2003-06-19,532.72
2003-06-20,532.569
2003-06-23,522.464
2003-06-24,521.332
2003-06-25,521.522
2003-06-26,528.033
2003-06-27,524.311
2003-06-30,523.447
2003-07-01,526.329
2003-07-02,534.628
2003-07-03,531.632
2003-07-04,531.632
2003-07-07,543.481
2003-07-08,550.79
2003-07-09,551.081
2003-07-10,541.81
2003-07-11,545.765
2003-07-14,550.423
2003-07-15,549.513
2003-07-16,543.209
2003-07-17,532.432
2003-07-18,536.871
2003-07-21,529.277
2003-07-22,535.784
2003-07-23,537.665
2003-07-24,533.608
2003-07-25,539.984
2003-07-28,542.489
2003-07-29,539.954
2003-07-30,536.175
2003-07-31,538.461
2003-08-01,535.096
2003-08-04,533.716
2003-08-05,522.719
2003-08-06,519.587
2003-08-07,522.856
2003-08-08,522.791
2003-08-11,527.466
2003-08-12,534.574
2003-08-13,534.403
2003-08-14,537.524
2003-08-15,538.486
2003-08-18,546.98
2003-08-19,551.991
2003-08-20,553.572
2003-08-21,560.638
2003-08-22,555.525
2003-08-25,553.184
2003-08-26,554.453
2003-08-27,558.337
2003-08-28,565.622
2003-08-29,569.723
2003-09-01,569.723
2003-09-02,576.462
2003-09-03,576.195
2003-09-04,578.32
2003-09-05,573.89
2003-09-08,581.216
2003-09-09,574.472
2003-09-10,561.172
2003-09-11,567.201
2003-09-12,569.449
2003-09-15,566.415
2003-09-16,576.852
2003-09-17,576.0
2003-09-18,583.405
2003-09-19,582.284
2003-09-22,573.449
2003-09-23,579.266
2003-09-24,566.542
2003-09-25,560.213
2003-09-26,552.794
2003-09-29,559.946
2003-09-30,554.458
2003-10-01,564.496
2003-10-02,567.088
2003-10-03,577.14
2003-10-06,580.32
2003-10-07,584.621
2003-10-08,581.303
2003-10-09,585.824
2003-10-10,587.154
2003-10-13,592.448
2003-10-14,594.92
2003-10-15,592.02
2003-10-16,595.326
2003-10-17,585.582
2003-10-20,590.5
2003-10-21,594.935
2003-10-22,584.985
2003-10-23,585.387
2003-10-24,584.271
2003-10-27,586.924
2003-10-28,599.333
2003-10-29,601.272
2003-10-30,600.319
2003-10-31,600.89
2003-11-03,607.749
2003-11-04,605.336
2003-11-05,608.972
2003-11-06,613.586
2003-11-07,612.612
2003-11-10,604.573
2003-11-11,602.59
2003-11-12,613.997
2003-11-13,615.404
2003-11-14,606.189
2003-11-17,599.466
2003-11-18,591.156
2003-11-19,592.019
2003-11-20,588.074
2003-11-21,591.366
2003-11-24,606.63
2003-11-25,608.254
2003-11-26,613.452
2003-11-27,613.452
2003-11-28,616.286
2003-12-01,623.72
2003-12-02,620.819
2003-12-03,614.722
2003-12-04,613.722
2003-12-05,606.337
2003-12-08,609.731
2003-12-09,599.443
2003-12-10,595.095
2003-12-11,606.738
2003-12-12,608.307
2003-12-15,601.202
2003-12-16,599.607
2003-12-17,602.221
2003-12-18,614.125
2003-12-19,611.514
2003-12-22,613.552
2003-12-23,617.077
2003-12-24,616.163
2003-12-25,616.163
2003-12-26,617.235
2003-12-29,624.976
2003-12-30,624.592
2003-12-31,623.933
2004-01-01,623.933
2004-01-02,621.232
2004-01-05,629.308
2004-01-06,631.729
2004-01-07,633.664
2004-01-08,637.401
2004-01-09,635.784
2004-01-12,641.115
2004-01-13,634.221
2004-01-14,639.034
2004-01-15,641.741
2004-01-16,650.663
2004-01-19,650.663
2004-01-20,654.778
2004-01-21,654.616
2004-01-22,649.415
2004-01-23,647.151
2004-01-26,653.963
2004-01-27,648.345
2004-01-28,641.252
2004-01-29,642.115
2004-01-30,643.517
2004-02-02,643.137
2004-02-03,643.62
2004-02-04,636.854
2004-02-05,638.447
2004-02-06,651.781
2004-02-09,650.566
2004-02-10,654.034
2004-02-11,661.227
2004-02-12,659.3
2004-02-13,653.616
2004-02-16,653.616
2004-02-17,660.598
2004-02-18,658.56
2004-02-19,651.894
2004-02-20,648.236
2004-02-23,639.343
2004-02-24,639.768
2004-02-25,644.077
2004-02-26,648.94
2004-02-27,649.867
2004-03-01,658.944
2004-03-02,654.597
2004-03-03,653.429
2004-03-04,657.743
2004-03-05,658.882
2004-03-08,649.884
2004-03-09,644.172
2004-03-10,634.94
2004-03-11,628.192
2004-03-12,638.775
2004-03-15,627.344
2004-03-16,629.68
2004-03-17,639.378
2004-03-18,637.815
2004-03-19,631.571
2004-03-22,621.524
2004-03-23,621.188
2004-03-24,621.309
2004-03-25,634.294
2004-03-26,634.602
2004-03-29,642.849
2004-03-30,646.104
2004-03-31,646.049
2004-04-01,649.987
2004-04-02,659.139
2004-04-05,665.082
2004-04-06,661.599
2004-04-07,659.463
2004-04-08,659.101
2004-04-09,659.101
2004-04-12,662.884
2004-04-13,651.747
2004-04-14,650.317
2004-04-15,647.137
2004-04-16,647.586
2004-04-19,650.776
2004-04-20,640.896
2004-04-21,646.731
2004-04-22,658.58
2004-04-23,657.356
2004-04-26,652.557
2004-04-27,653.135
2004-04-28,641.642
2004-04-29,632.744
2004-04-30,625.205
2004-05-03,631.767
2004-05-04,632.956
2004-05-05,636.827
2004-05-06,629.774
2004-05-07,620.096
2004-05-10,609.888
2004-05-11,618.659
2004-05-12,616.391
2004-05-13,617.582
2004-05-14,613.59
2004-05-17,605.736
2004-05-18,612.13
2004-05-19,612.979
2004-05-20,610.949
2004-05-21,615.922
2004-05-24,620.156
2004-05-25,631.8
2004-05-26,633.492
2004-05-27,636.611
2004-05-28,639.558
2004-05-31,639.558
2004-06-01,639.292
2004-06-02,638.318
2004-06-03,629.306
2004-06-04,633.631
2004-06-07,647.411
2004-06-08,647.578
2004-06-09,637.786
2004-06-10,640.658
2004-06-11,640.658
2004-06-14,631.311
2004-06-15,638.086
2004-06-16,639.136
2004-06-17,634.338
2004-06-18,634.646
2004-06-21,631.423
2004-06-22,638.126
2004-06-23,644.864
2004-06-24,643.796
2004-06-25,648.876
2004-06-28,642.068
2004-06-29,645.157
2004-06-30,649.377
2004-07-01,640.134
2004-07-02,635.376
2004-07-05,635.376
2004-07-06,624.186
2004-07-07,626.364
2004-07-08,617.839
2004-07-09,620.885
2004-07-12,617.228
2004-07-13,616.526
2004-07-14,613.993
2004-07-15,615.869
2004-07-16,609.189
2004-07-19,608.544
2004-07-20,616.051
2004-07-21,601.681
2004-07-22,605.488
2004-07-23,597.66
2004-07-26,589.049
2004-07-27,597.533
2004-07-28,595.345
2004-07-29,601.866
2004-07-30,604.144
2004-08-02,604.684
2004-08-03,595.839
2004-08-04,593.712
2004-08-05,584.247
2004-08-06,571.686
2004-08-09,572.895
2004-08-10,582.304
2004-08-11,576.182
2004-08-12,568.212
2004-08-13,569.114
2004-08-16,578.817
2004-08-17,581.508
2004-08-18,591.631
2004-08-19,588.984
2004-08-20,595.368
2004-08-23,592.968
2004-08-24,591.826
2004-08-25,598.077
2004-08-26,598.412
2004-08-27,601.175
2004-08-30,592.747
2004-08-31,596.026
2004-09-01,600.55
2004-09-02,608.431
2004-09-03,603.026
2004-09-06,603.026
2004-09-07,607.921
2004-09-08,604.862
2004-09-09,610.956
2004-09-10,618.485
2004-09-13,623.991
2004-09-14,625.39
2004-09-15,617.709
2004-09-16,621.071
2004-09-17,624.176
2004-09-20,623.063
2004-09-21,629.625
2004-09-22,621.042
2004-09-23,621.085
2004-09-24,622.383
2004-09-27,616.057
2004-09-28,618.531
2004-09-29,621.467
2004-09-30,625.451
2004-10-01,637.945
2004-10-04,642.457
2004-10-05,640.233
2004-10-06,644.092
2004-10-07,636.139
2004-10-08,628.436
2004-10-11,629.221
2004-10-12,627.227
2004-10-13,623.86
2004-10-14,620.172
2004-10-15,621.924
2004-10-18,626.968
2004-10-19,623.26
2004-10-20,625.995
2004-10-21,635.616
2004-10-22,627.619
2004-10-25,627.106
2004-10-26,633.371
2004-10-27,646.179
2004-10-28,645.735
2004-10-29,649.675
2004-11-01,649.349
2004-11-02,650.013
2004-11-03,657.299
2004-11-04,664.945
2004-11-05,669.008
2004-11-08,665.661
2004-11-09,665.577
2004-11-10,666.452
2004-11-11,673.708
2004-11-12,682.007
2004-11-15,682.3
2004-11-16,678.036
2004-11-17,684.249
2004-11-18,686.79
2004-11-19,678.83
2004-11-22,685.166
2004-11-23,686.94
2004-11-24,692.547
2004-11-25,692.547
2004-11-26,692.518
2004-11-29,691.062
2004-11-30,688.476
2004-12-01,698.504
2004-12-02,696.496
2004-12-03,698.765
2004-12-06,699.68
2004-12-07,690.544
2004-12-08,691.447
2004-12-09,695.92
2004-12-10,696.705
2004-12-13,702.713
2004-12-14,708.003
2004-12-15,710.117
2004-12-16,705.625
2004-12-17,705.563
2004-12-20,704.246
2004-12-21,710.639
2004-12-22,711.295
2004-12-23,711.754
2004-12-24,711.754
2004-12-27,708.303
2004-12-28,715.336
2004-12-29,716.922
2004-12-30,717.906
2004-12-31,718.151
2005-01-03,706.358
2005-01-04,693.979
2005-01-05,688.485
2005-01-06,690.77
2005-01-07,688.991
2005-01-10,690.589
2005-01-11,686.441
2005-01-12,691.039
2005-01-13,688.487
2005-01-14,695.266
2005-01-17,695.266
2005-01-18,701.56
2005-01-19,693.531
2005-01-20,689.427
2005-01-21,685.024
2005-01-24,679.197
2005-01-25,680.639
2005-01-26,686.622
2005-01-27,690.494
2005-01-28,686.177
2005-01-31,693.586
2005-02-01,696.577
2005-02-02,700.729
2005-02-03,699.977
2005-02-04,710.323
2005-02-07,707.755
2005-02-08,708.526
2005-02-09,697.934
2005-02-10,701.094
2005-02-11,710.376
2005-02-14,709.63
2005-02-15,712.943
2005-02-16,713.555
2005-02-17,707.077
2005-02-18,707.793
2005-02-21,707.793
2005-02-22,696.535
2005-02-23,699.588
2005-02-24,708.193
2005-02-25,715.526
2005-02-28,711.999
2005-03-01,716.828
2005-03-02,717.377
2005-03-03,717.038
2005-03-04,723.529
2005-03-07,728.822
2005-03-08,722.574
2005-03-09,713.611
2005-03-10,712.055
2005-03-11,708.505
2005-03-14,714.351
2005-03-15,709.586
2005-03-16,702.453
2005-03-17,703.893
2005-03-18,702.804
2005-03-21,702.614
2005-03-22,698.624
2005-03-23,695.643
2005-03-24,698.044
2005-03-25,698.044
2005-03-28,698.053
2005-03-29,690.351
2005-03-30,699.883
2005-03-31,702.863
2005-04-01,699.621
2005-04-04,699.941
2005-04-05,702.611
2005-04-06,704.268
2005-04-07,709.144
2005-04-08,702.252
2005-04-11,702.24
2005-04-12,706.273
2005-04-13,695.248
2005-04-14,685.268
2005-04-15,669.642
2005-04-18,672.64
2005-04-19,681.142
2005-04-20,670.5
2005-04-21,683.853
2005-04-22,678.531
2005-04-25,686.895
2005-04-26,679.609
2005-04-27,678.923
2005-04-28,667.362
2005-04-29,671.844
2005-05-02,675.858
2005-05-03,674.075
2005-05-04,684.194
2005-05-05,683.301
2005-05-06,685.781
2005-05-09,691.048
2005-05-10,684.45
2005-05-11,686.914
2005-05-12,678.504
2005-05-13,676.707
2005-05-16,683.631
2005-05-17,688.971
2005-05-18,699.146
2005-05-19,702.676
2005-05-20,703.572
2005-05-23,707.634
2005-05-24,709.097
2005-05-25,705.198
2005-05-26,710.512
2005-05-27,712.14
2005-05-30,712.14
2005-05-31,711.61
2005-06-01,717.008
2005-06-02,721.074
2005-06-03,718.381
2005-06-06,719.598
2005-06-07,718.824
2005-06-08,716.911
2005-06-09,723.07
2005-06-10,719.455
2005-06-13,723.003
2005-06-14,726.739
2005-06-15,728.843
2005-06-16,733.835
2005-06-17,736.888
2005-06-20,736.031
2005-06-21,733.983
2005-06-22,735.067
2005-06-23,729.409
2005-06-24,723.485
2005-06-27,724.099
2005-06-28,732.118
2005-06-29,732.802
2005-06-30,729.418
2005-07-01,731.684
2005-07-04,731.684
2005-07-05,740.81
2005-07-06,737.137
2005-07-07,740.128
2005-07-08,747.854
2005-07-11,753.325
2005-07-12,755.683
2005-07-13,753.949
2005-07-14,752.601
2005-07-15,755.517
2005-07-18,753.6
2005-07-19,761.89
2005-07-20,766.504
2005-07-21,758.11
2005-07-22,765.339
2005-07-25,760.981
2005-07-26,764.162
2005-07-27,766.092
2005-07-28,772.898
2005-07-29,769.211
2005-08-01,771.717
2005-08-02,776.061
2005-08-03,774.964
2005-08-04,768.86
2005-08-05,760.267
2005-08-08,758.009
2005-08-09,761.355
2005-08-10,762.833
2005-08-11,768.687
2005-08-12,765.732
2005-08-15,767.153
2005-08-16,757.382
2005-08-17,758.105
2005-08-18,756.253
2005-08-19,757.601
2005-08-22,757.844
2005-08-23,756.854
2005-08-24,755.78
2005-08-25,757.355
2005-08-26,751.808
2005-08-29,756.371
2005-08-30,755.453
2005-08-31,767.855
2005-09-01,768.634
2005-09-02,763.304
2005-09-05,763.304
2005-09-06,772.623
2005-09-07,776.88
2005-09-08,773.828
2005-09-09,781.566
2005-09-12,781.204
2005-09-13,775.917
2005-09-14,772.23
2005-09-15,771.908
2005-09-16,774.319
2005-09-19,770.337
2005-09-20,762.889
2005-09-21,755.913
2005-09-22,757.987
2005-09-23,760.72
2005-09-26,764.829
2005-09-27,765.016
2005-09-28,766.476
2005-09-29,773.432
2005-09-30,779.282
2005-10-03,782.508
2005-10-04,774.154
2005-10-05,758.295
2005-10-06,749.76
2005-10-07,755.042
2005-10-10,747.746
2005-10-11,745.947
2005-10-12,736.621
2005-10-13,733.91
2005-10-14,742.681
2005-10-17,747.121
2005-10-18,735.096
2005-10-19,746.579
2005-10-20,736.798
2005-10-21,743.779
2005-10-24,756.531
2005-10-25,755.039
2005-10-26,749.498
2005-10-27,734.09
2005-10-28,746.164
2005-10-31,757.374
2005-11-01,757.268
2005-11-02,769.551
2005-11-03,773.753
2005-11-04,772.439
2005-11-07,772.424
2005-11-08,767.749
2005-11-09,768.879
2005-11-10,774.014
