Date,EM (EMERGING MARKETS) LARGE CAP Large Cap
2001-08-14,282.679
2001-08-15,282.669
2001-08-16,281.19
2001-08-17,276.022
2001-08-20,273.01
2001-08-21,273.238
2001-08-22,273.717
2001-08-23,273.524
2001-08-24,273.308
2001-08-27,276.577
2001-08-28,275.582
2001-08-29,276.07
2001-08-30,274.513
2001-08-31,272.964
2001-09-03,269.9
2001-09-04,271.711
2001-09-05,269.406
2001-09-06,265.094
2001-09-07,263.77
2001-09-10,261.303
2001-09-11,252.101
2001-09-12,245.098
2001-09-13,241.356
2001-09-14,235.794
2001-09-17,233.062
2001-09-18,234.775
2001-09-19,235.948
2001-09-20,229.108
2001-09-21,222.619
2001-09-24,225.842
2001-09-25,224.63
2001-09-26,225.299
2001-09-27,224.994
2001-09-28,229.555
2001-10-01,228.796
2001-10-02,226.906
2001-10-03,225.095
2001-10-04,229.859
2001-10-05,230.682
2001-10-08,228.074
2001-10-09,232.698
2001-10-10,235.827
2001-10-11,243.268
2001-10-12,241.644
2001-10-15,240.241
2001-10-16,242.504
2001-10-17,244.2
2001-10-18,240.753
2001-10-19,241.159
2001-10-22,242.559
2001-10-23,244.977
2001-10-24,247.718
2001-10-25,247.709
2001-10-26,249.313
2001-10-29,248.477
2001-10-30,243.345
2001-10-31,244.853
2001-11-01,245.643
2001-11-02,247.58
2001-11-05,252.749
2001-11-06,253.562
2001-11-07,253.448
2001-11-08,257.131
2001-11-09,258.533
2001-11-12,258.221
2001-11-13,262.05
2001-11-14,266.386
2001-11-15,269.844
2001-11-16,269.687
2001-11-19,275.281
2001-11-20,271.162
2001-11-21,271.3
2001-11-22,272.539
2001-11-23,276.486
2001-11-26,281.337
2001-11-27,279.899
2001-11-28,272.852
2001-11-29,270.534
2001-11-30,272.267
2001-12-03,276.364
2001-12-04,280.147
2001-12-05,288.892
2001-12-06,293.848
2001-12-07,295.817
2001-12-10,292.567
2001-12-11,291.289
2001-12-12,295.723
2001-12-13,290.29
2001-12-14,288.905
2001-12-17,288.492
2001-12-18,288.654
2001-12-19,288.321
2001-12-20,288.405
2001-12-21,285.365
2001-12-24,287.224
2001-12-25,289.321
2001-12-26,289.82
2001-12-27,291.954
2001-12-28,295.573
2001-12-31,297.708
2002-01-01,297.644
2002-01-02,301.828
2002-01-03,305.262
2002-01-04,310.654
2002-01-07,313.76
2002-01-08,311.796
2002-01-09,310.42
2002-01-10,305.033
2002-01-11,302.537
2002-01-14,301.756
2002-01-15,298.939
2002-01-16,296.096
2002-01-17,297.682
2002-01-18,297.147
2002-01-21,299.953
2002-01-22,299.086
2002-01-23,300.981
2002-01-24,301.953
2002-01-25,303.894
2002-01-28,304.796
2002-01-29,302.813
2002-01-30,298.193
2002-01-31,302.731
2002-02-01,302.482
2002-02-04,301.066
2002-02-05,301.256
2002-02-06,303.082
2002-02-07,299.918
2002-02-08,299.704
2002-02-11,300.045
2002-02-12,301.548
2002-02-13,303.781
2002-02-14,309.54
2002-02-15,308.824
2002-02-18,308.55
2002-02-19,305.202
2002-02-20,301.512
2002-02-21,301.742
2002-02-22,301.872
2002-02-25,302.71
2002-02-26,303.653
2002-02-27,308.934
2002-02-28,307.032
2002-03-01,310.814
2002-03-04,318.638
2002-03-05,320.736
2002-03-06,322.687
2002-03-07,321.272
2002-03-08,320.993
2002-03-11,322.038
2002-03-12,321.831
2002-03-13,320.364
2002-03-14,320.629
2002-03-15,319.708
2002-03-18,321.661
2002-03-19,321.778
2002-03-20,322.613
2002-03-21,321.891
2002-03-22,323.211
2002-03-25,320.814
2002-03-26,321.736
2002-03-27,324.191
2002-03-28,324.842
2002-03-29,324.937
2002-04-01,324.702
2002-04-02,327.778
2002-04-03,326.689
2002-04-04,325.674
2002-04-05,327.28
2002-04-08,324.827
2002-04-09,324.005
2002-04-10,324.678
2002-04-11,324.766
2002-04-12,326.056
2002-04-15,328.227
2002-04-16,330.336
2002-04-17,336.178
2002-04-18,335.989
2002-04-19,334.763
2002-04-22,334.531
2002-04-23,335.432
2002-04-24,336.173
2002-04-25,331.266
2002-04-26,331.044
2002-04-29,326.623
2002-04-30,326.712
2002-05-01,326.616
2002-05-02,325.733
2002-05-03,326.292
2002-05-06,321.021
2002-05-07,321.726
2002-05-08,325.546
2002-05-09,323.28
2002-05-10,321.308
2002-05-13,321.514
2002-05-14,324.677
2002-05-15,328.639
2002-05-16,329.232
2002-05-17,332.186
2002-05-20,329.56
2002-05-21,325.781
2002-05-22,327.957
2002-05-23,325.424
2002-05-24,328.006
2002-05-27,327.616
2002-05-28,326.311
2002-05-29,324.48
2002-05-30,323.176
2002-05-31,319.605
2002-06-03,322.129
2002-06-04,322.57
2002-06-05,320.18
2002-06-06,318.405
2002-06-07,313.918
2002-06-10,315.871
2002-06-11,314.109
2002-06-12,312.349
2002-06-13,311.981
2002-06-14,308.786
2002-06-17,307.999
2002-06-18,309.063
2002-06-19,302.84
2002-06-20,300.293
2002-06-21,298.458
2002-06-24,296.371
2002-06-25,295.91
2002-06-26,285.757
2002-06-27,289.72
2002-06-28,294.876
2002-07-01,293.83
2002-07-02,292.336
2002-07-03,291.772
2002-07-04,296.067
2002-07-05,301.152
2002-07-08,303.532
2002-07-09,306.288
2002-07-10,302.378
2002-07-11,296.225
2002-07-12,302.585
2002-07-15,300.465
2002-07-16,298.026
2002-07-17,298.777
2002-07-18,300.058
2002-07-19,295.26
2002-07-22,285.505
2002-07-23,284.292
2002-07-24,276.427
2002-07-25,276.659
2002-07-26,266.617
2002-07-29,267.444
2002-07-30,272.332
2002-07-31,268.477
2002-08-01,267.495
2002-08-02,267.246
2002-08-05,256.884
2002-08-06,255.694
2002-08-07,262.596
2002-08-08,266.869
2002-08-09,267.977
2002-08-12,267.522
2002-08-13,267.572
2002-08-14,270.055
2002-08-15,271.924
2002-08-16,273.425
2002-08-19,273.719
2002-08-20,275.879
2002-08-21,277.432
2002-08-22,278.18
2002-08-23,276.717
2002-08-26,276.03
2002-08-27,276.57
2002-08-28,273.115
2002-08-29,271.747
2002-08-30,274.301
2002-09-02,274.64
2002-09-03,270.018
2002-09-04,267.812
2002-09-05,266.241
2002-09-06,266.242
2002-09-09,268.269
2002-09-10,273.05
2002-09-11,275.176
2002-09-12,275.401
2002-09-13,270.225
2002-09-16,264.889
2002-09-17,269.044
2002-09-18,262.261
2002-09-19,259.812
2002-09-20,259.208
2002-09-23,252.997
2002-09-24,250.982
2002-09-25,248.328
2002-09-26,251.066
2002-09-27,249.526
2002-09-30,245.234
2002-10-01,248.064
2002-10-02,248.754
2002-10-03,248.215
2002-10-04,249.197
2002-10-07,242.224
2002-10-08,242.536
2002-10-09,238.725
2002-10-10,233.704
2002-10-11,234.961
2002-10-14,238.173
2002-10-15,244.913
2002-10-16,247.381
2002-10-17,251.276
2002-10-18,255.617
2002-10-21,254.241
2002-10-22,252.44
2002-10-23,258.237
2002-10-24,258.202
2002-10-25,258.46
2002-10-28,261.939
2002-10-29,258.732
2002-10-30,257.685
2002-10-31,261.605
2002-11-01,260.765
2002-11-04,266.197
2002-11-05,264.632
2002-11-06,268.273
2002-11-07,270.201
2002-11-08,270.349
2002-11-11,266.105
2002-11-12,264.798
2002-11-13,264.187
2002-11-14,264.461
2002-11-15,269.583
2002-11-18,270.85
2002-11-19,268.976
2002-11-20,268.683
2002-11-21,272.789
2002-11-22,274.349
2002-11-25,276.085
2002-11-26,273.773
2002-11-27,274.835
2002-11-28,276.711
2002-11-29,278.797
2002-12-02,280.696
2002-12-03,281.255
2002-12-04,276.637
2002-12-05,276.278
2002-12-06,275.108
2002-12-09,275.801
2002-12-10,272.996
2002-12-11,272.686
2002-12-12,274.465
2002-12-13,274.244
2002-12-16,272.88
2002-12-17,276.12
2002-12-18,275.532
2002-12-19,276.266
2002-12-20,278.216
2002-12-23,275.8
2002-12-24,273.788
2002-12-25,273.443
2002-12-26,274.213
2002-12-27,272.667
2002-12-30,268.383
2002-12-31,268.375
2003-01-01,268.546
2003-01-02,270.549
2003-01-03,276.731
2003-01-06,280.237
2003-01-07,278.091
2003-01-08,278.488
2003-01-09,277.313
2003-01-10,278.58
2003-01-13,282.783
2003-01-14,283.418
2003-01-15,283.271
2003-01-16,281.301
2003-01-17,277.54
2003-01-20,275.974
2003-01-21,273.186
2003-01-22,270.705
2003-01-23,272.498
2003-01-24,268.803
2003-01-27,264.064
2003-01-28,265.281
2003-01-29,263.867
2003-01-30,264.479
2003-01-31,265.026
2003-02-03,266.324
2003-02-04,266.04
2003-02-05,265.874
2003-02-06,261.827
2003-02-07,258.513
2003-02-10,256.358
2003-02-11,257.749
2003-02-12,258.708
2003-02-13,254.247
2003-02-14,254.431
2003-02-17,261.29
2003-02-18,261.741
2003-02-19,260.615
2003-02-20,261.481
2003-02-21,262.418
2003-02-24,263.563
2003-02-25,258.056
2003-02-26,257.175
2003-02-27,257.164
2003-02-28,256.754
2003-03-03,260.887
2003-03-04,257.466
2003-03-05,254.149
2003-03-06,252.154
2003-03-07,250.641
2003-03-10,248.865
2003-03-11,246.541
2003-03-12,246.165
2003-03-13,248.997
2003-03-14,252.09
2003-03-17,247.349
2003-03-18,254.074
2003-03-19,254.232
2003-03-20,258.418
2003-03-21,259.51
2003-03-24,256.815
2003-03-25,255.319
2003-03-26,255.717
2003-03-27,254.36
2003-03-28,254.106
2003-03-31,249.171
2003-04-01,250.529
2003-04-02,252.779
2003-04-03,254.073
2003-04-04,257.036
2003-04-07,263.293
2003-04-08,261.737
2003-04-09,259.172
2003-04-10,259.081
2003-04-11,259.892
2003-04-14,261.7
2003-04-15,266.125
2003-04-16,269.651
2003-04-17,269.629
2003-04-18,272.588
2003-04-21,272.721
2003-04-22,269.458
2003-04-23,270.16
2003-04-24,266.173
2003-04-25,261.905
2003-04-28,264.323
2003-04-29,270.208
2003-04-30,271.467
2003-05-01,271.529
2003-05-02,272.935
2003-05-05,275.285
2003-05-06,275.182
2003-05-07,277.953
2003-05-08,275.749
2003-05-09,277.95
2003-05-12,281.329
2003-05-13,281.362
2003-05-14,280.784
2003-05-15,281.241
2003-05-16,278.774
2003-05-19,276.641
2003-05-20,275.519
2003-05-21,275.933
2003-05-22,277.638
2003-05-23,282.072
2003-05-26,285.098
2003-05-27,283.154
2003-05-28,286.965
2003-05-29,288.762
2003-05-30,289.342
2003-06-02,293.308
2003-06-03,291.997
2003-06-04,293.775
2003-06-05,296.361
2003-06-06,298.147
2003-06-09,299.62
2003-06-10,299.013
2003-06-11,299.034
2003-06-12,302.489
2003-06-13,303.158
2003-06-16,304.301
2003-06-17,310.235
2003-06-18,308.426
2003-06-19,310.292
2003-06-20,309.643
2003-06-23,305.133
2003-06-24,303.057
2003-06-25,305.738
2003-06-26,306.153
2003-06-27,306.837
2003-06-30,305.988
2003-07-01,309.949
2003-07-02,314.418
2003-07-03,316.15
2003-07-04,317.311
2003-07-07,322.246
2003-07-08,324.419
2003-07-09,322.117
2003-07-10,318.947
2003-07-11,318.27
2003-07-14,325.176
2003-07-15,323.999
2003-07-16,322.177
2003-07-17,318.149
2003-07-18,316.414
2003-07-21,315.867
2003-07-22,317.474
2003-07-23,316.529
2003-07-24,320.036
2003-07-25,322.572
2003-07-28,326.49
2003-07-29,325.567
2003-07-30,322.998
2003-07-31,324.245
2003-08-01,324.838
2003-08-04,323.551
2003-08-05,322.241
2003-08-06,319.249
2003-08-07,321.451
2003-08-08,321.136
2003-08-11,323.899
2003-08-12,323.922
2003-08-13,328.59
2003-08-14,332.096
2003-08-15,333.349
2003-08-18,335.486
2003-08-19,337.307
2003-08-20,338.062
2003-08-21,342.92
2003-08-22,344.445
2003-08-25,343.333
2003-08-26,340.996
2003-08-27,342.712
2003-08-28,343.731
2003-08-29,347.696
2003-09-01,350.8
2003-09-02,350.213
2003-09-03,353.241
2003-09-04,354.885
2003-09-05,356.912
2003-09-08,358.383
2003-09-09,357.588
2003-09-10,356.295
2003-09-11,356.567
2003-09-12,356.212
2003-09-15,352.747
2003-09-16,355.673
2003-09-17,356.816
2003-09-18,356.365
2003-09-19,354.537
2003-09-22,350.373
2003-09-23,351.347
2003-09-24,353.614
2003-09-25,349.905
2003-09-26,347.055
2003-09-29,347.72
2003-09-30,348.175
2003-10-01,352.221
2003-10-02,357.703
2003-10-03,360.915
2003-10-06,363.71
2003-10-07,365.479
2003-10-08,367.824
2003-10-09,372.117
2003-10-10,375.994
2003-10-13,378.453
2003-10-14,376.871
2003-10-15,375.464
2003-10-16,378.706
2003-10-17,377.324
2003-10-20,378.651
2003-10-21,377.788
2003-10-22,376.468
2003-10-23,368.456
2003-10-24,368.184
2003-10-27,368.422
2003-10-28,374.75
2003-10-29,376.439
2003-10-30,376.463
2003-10-31,374.89
2003-11-03,380.756
2003-11-04,382.405
2003-11-05,382.019
2003-11-06,378.293
2003-11-07,380.822
2003-11-10,378.36
2003-11-11,373.75
2003-11-12,376.692
2003-11-13,382.254
2003-11-14,382.022
2003-11-17,374.53
2003-11-18,375.079
2003-11-19,369.379
2003-11-20,366.681
2003-11-21,369.036
2003-11-24,366.288
2003-11-25,370.691
2003-11-26,374.318
2003-11-27,373.762
2003-11-28,378.592
2003-12-01,385.438
2003-12-02,386.574
2003-12-03,387.408
2003-12-04,384.781
2003-12-05,383.236
2003-12-08,382.099
2003-12-09,386.261
2003-12-10,384.859
2003-12-11,386.877
2003-12-12,389.34
2003-12-15,392.235
2003-12-16,388.262
2003-12-17,384.877
2003-12-18,388.453
2003-12-19,390.423
2003-12-22,393.182
2003-12-23,393.045
2003-12-24,394.775
2003-12-25,395.058
2003-12-26,395.591
2003-12-29,398.059
2003-12-30,403.2
2003-12-31,404.194
2004-01-01,404.496
2004-01-02,411.785
2004-01-05,422.68
2004-01-06,421.405
2004-01-07,419.874
2004-01-08,421.848
2004-01-09,427.751
2004-01-12,427.422
2004-01-13,428.051
2004-01-14,424.79
2004-01-15,419.735
2004-01-16,420.637
2004-01-19,424.324
2004-01-20,429.059
2004-01-21,427.753
2004-01-22,428.217
2004-01-23,430.243
2004-01-26,432.369
2004-01-27,433.917
2004-01-28,431.552
2004-01-29,423.136
2004-01-30,420.528
2004-02-02,420.068
2004-02-03,420.878
2004-02-04,419.211
2004-02-05,417.047
2004-02-06,422.773
2004-02-09,430.28
2004-02-10,431.423
2004-02-11,434.237
2004-02-12,439.006
2004-02-13,441.884
2004-02-16,441.667
2004-02-17,445.76
2004-02-18,444.942
2004-02-19,440.93
2004-02-20,437.761
2004-02-23,435.713
2004-02-24,432.628
2004-02-25,432.887
2004-02-26,434.615
2004-02-27,440.104
2004-03-01,447.741
2004-03-02,450.9
2004-03-03,445.086
2004-03-04,448.232
2004-03-05,450.527
2004-03-08,448.481
2004-03-09,447.104
2004-03-10,438.062
2004-03-11,432.015
2004-03-12,429.504
2004-03-15,426.879
2004-03-16,427.515
2004-03-17,433.359
2004-03-18,437.757
2004-03-19,439.76
2004-03-22,432.064
2004-03-23,429.497
2004-03-24,429.133
2004-03-25,427.587
2004-03-26,430.541
2004-03-29,436.904
2004-03-30,440.712
2004-03-31,445.897
2004-04-01,448.755
2004-04-02,450.158
2004-04-05,453.568
2004-04-06,456.411
2004-04-07,458.777
2004-04-08,459.996
2004-04-09,457.883
2004-04-12,461.464
2004-04-13,458.734
2004-04-14,452.018
2004-04-15,448.58
2004-04-16,446.666
2004-04-19,446.2
2004-04-20,447.151
2004-04-21,442.223
2004-04-22,437.686
2004-04-23,442.982
2004-04-26,439.677
2004-04-27,437.155
2004-04-28,429.277
2004-04-29,416.797
2004-04-30,408.357
2004-05-03,408.428
2004-05-04,415.222
2004-05-05,413.78
2004-05-06,406.969
2004-05-07,402.129
2004-05-10,383.118
2004-05-11,386.234
2004-05-12,392.275
2004-05-13,388.4
2004-05-14,380.953
2004-05-17,368.891
2004-05-18,375.529
2004-05-19,392.18
2004-05-20,387.129
2004-05-21,391.745
2004-05-24,395.148
2004-05-25,394.43
2004-05-26,398.188
2004-05-27,404.937
2004-05-28,405.816
2004-05-31,403.455
2004-06-01,403.796
2004-06-02,401.9
2004-06-03,392.303
2004-06-04,394.106
2004-06-07,406.332
2004-06-08,406.459
2004-06-09,401.945
2004-06-10,397.965
2004-06-11,390.022
2004-06-14,383.231
2004-06-15,385.608
2004-06-16,385.632
2004-06-17,390.468
2004-06-18,388.676
2004-06-21,390.982
2004-06-22,389.127
2004-06-23,391.972
2004-06-24,399.889
2004-06-25,403.395
2004-06-28,400.248
2004-06-29,399.155
2004-06-30,402.848
2004-07-01,403.562
2004-07-02,399.974
2004-07-05,399.222
2004-07-06,398.997
2004-07-07,401.512
2004-07-08,396.67
2004-07-09,399.049
2004-07-12,399.767
2004-07-13,400.485
2004-07-14,396.379
2004-07-15,394.733
2004-07-16,398.525
2004-07-19,400.522
2004-07-20,396.927
2004-07-21,399.017
2004-07-22,394.397
2004-07-23,392.68
2004-07-26,390.172
2004-07-27,391.534
2004-07-28,391.124
2004-07-29,390.293
2004-07-30,394.417
2004-08-02,392.677
2004-08-03,393.754
2004-08-04,393.042
2004-08-05,396.211
2004-08-06,393.543
2004-08-09,394.612
2004-08-10,395.196
2004-08-11,391.538
2004-08-12,393.451
2004-08-13,394.996
2004-08-16,395.893
2004-08-17,397.581
2004-08-18,399.265
2004-08-19,405.478
2004-08-20,405.447
2004-08-23,405.042
2004-08-24,405.275
2004-08-25,407.243
2004-08-26,410.539
2004-08-27,411.267
2004-08-30,411.682
2004-08-31,412.05
2004-09-01,415.395
2004-09-02,417.173
2004-09-03,413.901
2004-09-06,416.071
2004-09-07,416.26
2004-09-08,416.551
2004-09-09,417.244
2004-09-10,422.227
2004-09-13,426.256
2004-09-14,429.571
2004-09-15,427.636
2004-09-16,431.35
2004-09-17,432.122
2004-09-20,434.279
2004-09-21,437.762
2004-09-22,434.197
2004-09-23,433.332
2004-09-24,432.343
2004-09-27,430.035
2004-09-28,431.435
2004-09-29,432.94
2004-09-30,434.812
2004-10-01,441.084
2004-10-04,450.805
2004-10-05,450.664
2004-10-06,451.057
2004-10-07,452.298
2004-10-08,451.959
2004-10-11,450.109
2004-10-12,442.106
2004-10-13,437.775
2004-10-14,435.707
2004-10-15,437.612
2004-10-18,438.471
2004-10-19,440.458
2004-10-20,434.476
2004-10-21,437.547
2004-10-22,439.923
2004-10-25,436.103
2004-10-26,438.082
2004-10-27,441.022
2004-10-28,443.328
2004-10-29,444.946
2004-11-01,446.38
2004-11-02,449.101
2004-11-03,455.476
2004-11-04,456.021
2004-11-05,459.821
2004-11-08,457.709
2004-11-09,459.09
2004-11-10,461.163
2004-11-11,461.742
2004-11-12,466.98
2004-11-15,470.778
2004-11-16,468.97
2004-11-17,476.433
2004-11-18,477.311
2004-11-19,474.027
2004-11-22,469.571
2004-11-23,472.166
2004-11-24,475.476
2004-11-25,477.775
2004-11-26,478.183
2004-11-29,481.534
2004-11-30,484.297
2004-12-01,484.945
2004-12-02,488.02
2004-12-03,487.462
2004-12-06,488.147
2004-12-07,484.893
2004-12-08,476.896
2004-12-09,472.898
2004-12-10,470.074
2004-12-13,473.136
2004-12-14,478.323
2004-12-15,484.975
2004-12-16,487.2
2004-12-17,486.516
2004-12-20,490.651
2004-12-21,493.757
2004-12-22,494.037
2004-12-23,496.236
2004-12-24,497.416
2004-12-27,498.509
2004-12-28,500.165
2004-12-29,501.843
2004-12-30,503.785
2004-12-31,507.114
2005-01-03,507.475
2005-01-04,497.872
2005-01-05,490.129
2005-01-06,483.464
2005-01-07,484.188
2005-01-10,485.601
2005-01-11,487.146
2005-01-12,487.911
2005-01-13,490.236
2005-01-14,494.164
2005-01-17,497.834
2005-01-18,494.382
2005-01-19,494.768
2005-01-20,491.118
2005-01-21,492.511
2005-01-24,494.08
2005-01-25,494.798
2005-01-26,499.061
2005-01-27,500.39
2005-01-28,502.25
2005-01-31,509.089
2005-02-01,508.868
2005-02-02,510.117
2005-02-03,512.697
2005-02-04,515.798
2005-02-07,517.446
2005-02-08,515.857
2005-02-09,518.733
2005-02-10,518.316
2005-02-11,520.48
2005-02-14,527.571
2005-02-15,529.04
2005-02-16,528.862
2005-02-17,529.871
2005-02-18,532.471
2005-02-21,533.997
2005-02-22,538.488
2005-02-23,537.634
2005-02-24,543.785
2005-02-25,548.614
2005-02-28,555.338
2005-03-01,553.22
2005-03-02,546.198
2005-03-03,547.916
2005-03-04,551.023
2005-03-07,553.316
2005-03-08,553.147
2005-03-09,553.014
2005-03-10,547.286
2005-03-11,550.918
2005-03-14,543.505
2005-03-15,534.016
2005-03-16,532.868
2005-03-17,531.821
2005-03-18,532.117
2005-03-21,528.179
2005-03-22,526.303
2005-03-23,517.041
2005-03-24,516.143
2005-03-25,518.235
2005-03-28,515.75
2005-03-29,509.475
2005-03-30,510.805
2005-03-31,519.148
2005-04-01,526.637
2005-04-04,521.791
2005-04-05,522.647
2005-04-06,525.297
2005-04-07,527.095
2005-04-08,527.135
2005-04-11,525.834
2005-04-12,524.819
2005-04-13,526.134
2005-04-14,515.802
2005-04-15,509.121
2005-04-18,500.196
2005-04-19,505.917
2005-04-20,506.621
2005-04-21,508.515
2005-04-22,510.994
2005-04-25,514.425
2005-04-26,516.328
2005-04-27,511.659
2005-04-28,505.279
2005-04-29,505.859
2005-05-02,507.625
2005-05-03,507.592
2005-05-04,516.316
2005-05-05,521.166
2005-05-06,523.961
2005-05-09,524.224
2005-05-10,521.804
2005-05-11,518.184
2005-05-12,514.963
2005-05-13,512.945
2005-05-16,512.872
2005-05-17,512.156
2005-05-18,517.072
2005-05-19,522.624
2005-05-20,521.273
2005-05-23,520.349
2005-05-24,522.481
2005-05-25,520.887
2005-05-26,521.798
2005-05-27,527.765
2005-05-30,530.21
2005-05-31,526.126
2005-06-01,524.183
2005-06-02,528.564
2005-06-03,532.702
2005-06-06,532.319
2005-06-07,530.805
2005-06-08,532.388
2005-06-09,529.768
2005-06-10,533.465
2005-06-13,534.883
2005-06-14,536.657
2005-06-15,541.067
2005-06-16,543.745
2005-06-17,548.774
2005-06-20,548.897
2005-06-21,547.005
2005-06-22,551.86
2005-06-23,549.717
2005-06-24,546.541
2005-06-27,546.157
2005-06-28,547.289
2005-06-29,545.595
2005-06-30,545.671
2005-07-01,548.932
2005-07-04,547.111
2005-07-05,544.795
2005-07-06,547.625
2005-07-07,544.909
2005-07-08,546.395
2005-07-11,556.446
2005-07-12,564.106
2005-07-13,565.286
2005-07-14,569.471
2005-07-15,564.436
2005-07-18,565.744
2005-07-19,568.165
2005-07-20,570.439
2005-07-21,574.433
2005-07-22,577.445
2005-07-25,577.395
2005-07-26,573.329
2005-07-27,576.031
2005-07-28,582.508
2005-07-29,585.104
2005-08-01,589.593
2005-08-02,597.748
2005-08-03,600.648
2005-08-04,601.036
2005-08-05,597.616
2005-08-08,598.543
2005-08-09,599.537
2005-08-10,606.066
2005-08-11,607.813
2005-08-12,605.312
2005-08-15,605.051
2005-08-16,601.708
2005-08-17,599.449
2005-08-18,591.151
2005-08-19,587.31
2005-08-22,595.778
2005-08-23,592.908
2005-08-24,587.955
2005-08-25,589.421
2005-08-26,589.194
2005-08-29,584.746
2005-08-30,585.619
2005-08-31,591.692
2005-09-01,602.991
2005-09-02,609.901
2005-09-05,610.517
2005-09-06,612.632
2005-09-07,614.228
2005-09-08,615.431
2005-09-09,619.619
2005-09-12,622.092
2005-09-13,620.139
2005-09-14,622.077
2005-09-15,624.703
2005-09-16,626.926
2005-09-19,629.679
2005-09-20,633.885
2005-09-21,637.931
2005-09-22,632.467
2005-09-23,627.105
2005-09-26,631.838
2005-09-27,634.778
2005-09-28,637.298
2005-09-29,642.492
2005-09-30,647.53
2005-10-03,647.222
2005-10-04,649.187
2005-10-05,638.029
2005-10-06,622.06
2005-10-07,622.697
2005-10-10,627.386
2005-10-11,631.548
2005-10-12,621.496
2005-10-13,607.134
2005-10-14,603.234
2005-10-17,607.391
2005-10-18,602.655
2005-10-19,589.794
2005-10-20,591.782
2005-10-21,593.64
2005-10-24,599.165
2005-10-25,599.539
2005-10-26,602.956
2005-10-27,594.743
2005-10-28,592.422
2005-10-31,604.791
2005-11-01,613.904
2005-11-02,621.427
2005-11-03,626.694
2005-11-04,624.865
2005-11-07,624.746
2005-11-08,623.452
