Date,EM (EMERGING MARKETS) LARGE CAP Large Cap
2012-11-30,1167.248
2012-12-31,1223.586
2013-01-31,1242.304
2013-02-28,1224.056
2013-03-29,1204.017
2013-04-30,1213.066
2013-05-31,1181.474
2013-06-28,1107.73
2013-07-31,1119.431
2013-08-30,1102.875
2013-09-30,1175.352
2013-10-31,1233.469
2013-11-29,1215.203
2013-12-31,1196.585
2014-01-31,1118.691
2014-02-28,1154.469
2014-03-31,1189.803
2014-04-30,1193.788
2014-05-30,1238.198
2014-06-30,1271.7
2014-07-31,1299.428
2014-08-29,1328.422
2014-09-30,1227.682
2014-10-31,1245.77
2014-11-28,1233.124
2014-12-31,1175.859
2015-01-30,1181.286
2015-02-27,1219.545
2015-03-31,1201.456
2015-04-30,1292.978
2015-05-29,1240.237
2015-06-30,1212.034
2015-07-31,1125.13
2015-08-31,1023.66
2015-09-30,992.061
2015-10-30,1064.864
2015-11-30,1022.78
2015-12-31,1000.605
2016-01-29,934.563
2016-02-29,934.269
2016-03-31,1059.139
2016-04-29,1063.761
2016-05-31,1025.39
2016-06-30,1069.295
2016-07-29,1121.524
2016-08-31,1154.104
2016-09-30,1170.879
2016-10-31,1175.271
2016-11-30,1124.409
2016-12-30,1129.687
2017-01-31,1191.508
2017-02-28,1226.253
2017-03-31,1256.825
2017-04-28,1284.623
2017-05-31,1323.812
2017-06-30,1340.38
2017-07-31,1423.849
2017-08-31,1457.03
2017-09-29,1452.235
2017-10-31,1508.864
2017-11-30,1511.531
2017-12-29,1560.99
2018-01-31,1696.091
2018-02-28,1617.942
2018-03-30,1583.098
2018-04-30,1575.376
2018-05-31,1515.82
2018-06-29,1457.444
2018-07-31,1493.538
2018-08-31,1452.101
2018-09-28,1447.133
2018-10-31,1321.668
2018-11-30,1373.269
2018-12-31,1334.272
2019-01-31,1454.207
2019-02-28,1459.397
2019-03-29,1473.055
2019-04-30,1506.297
2019-05-31,1392.933
2019-06-28,1482.485
2019-07-31,1465.5
2019-08-30,1396.292
2019-09-30,1425.132
2019-10-31,1485.895
2019-11-29,1485.262
2019-12-31,1597.759
2020-01-31,1521.605
2020-02-28,1450.15
2020-03-31,1240.472
2020-04-30,1346.849
2020-05-29,1352.819
2020-06-30,1454.098
2020-07-31,1588.058
2020-08-31,1624.839
2020-09-30,1600.101
2020-10-30,1642.821
2020-11-30,1787.891
2020-12-31,1917.186
2021-01-29,1988.189
2021-02-26,1998.482
2021-03-31,1958.398
2021-04-30,1999.033
2021-05-31,2042.424
2021-06-30,2043.712
2021-07-30,1898.177
2021-08-31,1945.353
2021-09-30,1867.89
2021-10-29,1890.594
2021-11-30,1810.467
2021-12-31,1844.294
2022-01-31,1816.799
2022-02-28,1754.062
2022-03-31,1707.988
2022-04-29,1615.171
2022-05-31,1621.668
2022-06-30,1521.598
2022-07-29,1515.744
2022-08-31,1521.128
2022-09-30,1341.88
2022-10-31,1287.392
2022-11-30,1488.73
2022-12-30,1466.663
2023-01-31,1590.017
2023-02-28,1477.304
2023-03-31,1528.564
2023-04-28,1504.508
2023-05-31,1480.725
2023-06-30,1538.107
2023-07-31,1633.914
2023-08-31,1530.079
2023-09-29,1489.035
2023-10-31,1432.811
2023-11-30,1543.545
2023-12-29,1603.062
2024-01-31,1528.117
2024-02-29,1601.602
2024-03-29,1651.408
2024-04-30,1661.019
2024-05-31,1671.299
2024-06-28,1746.697
2024-07-31,1749.321
2024-08-30,1776.967
2024-09-30,1901.155
2024-10-31,1823.691
2024-11-29,1755.065
2024-12-31,1756.598
2025-01-31,1788.729
2025-02-28,1800.567
2025-03-31,1813.768
2025-04-30,1825.4
2025-05-30,1898.685
2025-06-30,2012.071
2025-07-31,2055.184
2025-08-29,2083.454
2025-09-30,2253.056
