Date,SPAIN MID CAP Mid Cap
2008-06-30,815.952
2008-07-31,769.371
2008-08-29,758.293
2008-09-30,669.778
2008-10-31,520.173
2008-11-28,500.563
2008-12-31,543.216
2009-01-30,474.675
2009-02-27,425.248
2009-03-31,433.995
2009-04-30,514.704
2009-05-29,585.902
2009-06-30,564.705
2009-07-31,601.802
2009-08-31,635.558
2009-09-30,674.337
2009-10-30,614.699
2009-11-30,626.589
2009-12-31,618.407
2010-01-29,575.583
2010-02-26,530.172
2010-03-31,565.123
2010-04-30,515.599
2010-05-31,417.191
2010-06-30,407.143
2010-07-30,495.009
2010-08-31,457.854
2010-09-30,505.889
2010-10-29,531.155
2010-11-30,439.087
2010-12-31,477.881
2011-01-31,531.071
2011-02-28,533.305
2011-03-31,549.153
2011-04-29,592.451
2011-05-31,560.551
2011-06-30,556.165
2011-07-29,536.481
2011-08-31,504.882
2011-09-30,448.11
2011-10-31,487.629
2011-11-30,453.227
2011-12-30,453.554
2012-01-31,466.26
2012-02-29,472.081
2012-03-30,447.329
2012-04-30,424.484
2012-05-31,335.474
2012-06-29,388.014
2012-07-31,378.646
2012-08-31,424.242
2012-09-28,442.914
2012-10-31,444.039
2012-11-30,448.946
2012-12-31,466.945
2013-01-31,500.186
2013-02-28,487.076
2013-03-29,466.486
2013-04-30,509.722
2013-05-31,503.873
2013-06-28,475.325
2013-07-31,531.794
2013-08-30,522.61
2013-09-30,583.093
2013-10-31,624.321
2013-11-29,627.296
2013-12-31,664.544
2014-01-31,679.552
2014-02-28,733.706
2014-03-31,734.351
2014-04-30,744.419
2014-05-30,747.965
2014-06-30,757.011
2014-07-31,711.308
2014-08-29,708.524
2014-09-30,670.286
2014-10-31,664.008
2014-11-28,680.145
2014-12-31,650.187
2015-01-30,632.91
2015-02-27,670.498
2015-03-31,671.489
2015-04-30,689.662
2015-05-29,668.069
2015-06-30,652.452
2015-07-31,669.897
2015-08-31,645.803
2015-09-30,622.785
2015-10-30,666.036
2015-11-30,643.673
2015-12-31,620.176
2016-01-29,583.874
2016-02-29,567.495
2016-03-31,620.107
2016-04-29,655.948
2016-05-31,629.679
2016-06-30,578.623
2016-07-29,610.054
2016-08-31,597.612
2016-09-30,602.128
2016-10-31,587.166
2016-11-30,536.871
2016-12-30,572.642
2017-01-31,583.987
2017-02-28,581.106
2017-03-31,645.241
2017-04-28,662.936
2017-05-31,713.765
2017-06-30,696.286
2017-07-31,711.236
2017-08-31,706.795
2017-09-29,679.82
2017-10-31,692.747
2017-11-30,685.073
2017-12-29,686.57
2018-01-31,744.158
2018-02-28,675.947
2018-03-30,689.776
2018-04-30,711.04
2018-05-31,662.072
2018-06-29,677.03
2018-07-31,689.806
2018-08-31,668.422
2018-09-28,663.458
2018-10-31,616.873
2018-11-30,629.859
2018-12-31,607.188
2019-01-31,632.173
2019-02-28,639.95
2019-03-29,627.048
2019-04-30,652.392
2019-05-31,616.692
2019-06-28,630.098
2019-07-31,601.593
2019-08-30,588.352
2019-09-30,606.065
2019-10-31,641.418
2019-11-29,647.976
2019-12-31,671.243
2020-01-31,640.501
2020-02-28,603.152
2020-03-31,512.579
2020-04-30,548.596
2020-05-29,547.448
2020-06-30,590.221
2020-07-31,628.885
2020-08-31,649.94
2020-09-30,609.912
2020-10-30,595.331
2020-11-30,735.371
2020-12-31,771.766
2021-01-29,754.343
2021-02-26,785.889
2021-03-31,804.634
2021-04-30,786.139
2021-05-31,820.508
2021-06-30,782.958
2021-07-30,738.633
2021-08-31,761.737
2021-09-30,785.204
2021-10-29,786.754
2021-11-30,733.022
2021-12-31,767.967
2022-01-31,753.256
2022-02-28,774.512
2022-03-31,774.297
2022-04-29,791.17
2022-05-31,860.002
2022-06-30,793.702
2022-07-29,741.559
2022-08-31,724.075
2022-09-30,641.377
2022-10-31,703.249
2022-11-30,774.651
2022-12-30,790.135
2023-01-31,836.778
2023-02-28,814.847
2023-03-31,813.543
2023-04-28,807.513
2023-05-31,757.235
2023-06-30,802.362
2023-07-31,829.833
2023-08-31,816.503
2023-09-29,822.713
2023-10-31,772.13
2023-11-30,842.089
2023-12-29,860.873
2024-01-31,813.065
2024-02-29,796.86
2024-03-29,836.153
2024-04-30,804.283
2024-05-31,856.35
2024-06-28,815.711
2024-07-31,836.124
2024-08-30,849.164
2024-09-30,852.439
2024-10-31,809.124
2024-11-29,786.516
2024-12-31,785.889
2025-01-31,826.05
2025-02-28,917.919
2025-03-31,955.39
2025-04-30,981.46
2025-05-30,1051.06
2025-06-30,1102.32
2025-07-31,1196.421
2025-08-29,1252.638
2025-09-30,1303.036
2025-10-31,1301.562
