Date,SPAIN MID CAP Mid Cap
2001-09-19,166.505
2001-09-20,159.077
2001-09-21,151.656
2001-09-24,157.475
2001-09-25,163.593
2001-09-26,166.606
2001-09-27,168.642
2001-09-28,169.123
2001-10-01,169.396
2001-10-02,171.549
2001-10-03,173.456
2001-10-04,174.16
2001-10-05,173.544
2001-10-08,173.997
2001-10-09,173.109
2001-10-10,175.513
2001-10-11,174.928
2001-10-12,175.704
2001-10-15,175.902
2001-10-16,177.757
2001-10-17,180.333
2001-10-18,177.242
2001-10-19,174.043
2001-10-22,174.486
2001-10-23,174.576
2001-10-24,176.52
2001-10-25,173.548
2001-10-26,174.838
2001-10-29,177.033
2001-10-30,176.605
2001-10-31,179.129
2001-11-01,180.138
2001-11-02,178.448
2001-11-05,178.438
2001-11-06,179.089
2001-11-07,178.997
2001-11-08,180.37
2001-11-09,179.728
2001-11-12,176.082
2001-11-13,176.934
2001-11-14,178.806
2001-11-15,178.781
2001-11-16,180.062
2001-11-19,182.455
2001-11-20,181.552
2001-11-21,179.141
2001-11-22,182.217
2001-11-23,181.578
2001-11-26,183.301
2001-11-27,182.261
2001-11-28,181.996
2001-11-29,181.765
2001-11-30,185.415
2001-12-03,183.461
2001-12-04,187.509
2001-12-05,189.534
2001-12-06,190.184
2001-12-07,188.47
2001-12-10,187.264
2001-12-11,188.348
2001-12-12,187.392
2001-12-13,184.676
2001-12-14,184.936
2001-12-17,189.666
2001-12-18,187.391
2001-12-19,185.957
2001-12-20,185.376
2001-12-21,184.457
2001-12-24,182.617
2001-12-25,182.617
2001-12-26,182.773
2001-12-27,185.752
2001-12-28,184.038
2001-12-31,185.833
2002-01-01,185.833
2002-01-02,188.428
2002-01-03,190.555
2002-01-04,188.684
2002-01-07,185.178
2002-01-08,186.196
2002-01-09,184.662
2002-01-10,183.891
2002-01-11,184.227
2002-01-14,184.978
2002-01-15,184.632
2002-01-16,182.74
2002-01-17,185.401
2002-01-18,186.442
2002-01-21,184.772
2002-01-22,185.814
2002-01-23,186.741
2002-01-24,187.204
2002-01-25,183.347
2002-01-28,184.187
2002-01-29,184.124
2002-01-30,183.031
2002-01-31,184.601
2002-02-01,185.6
2002-02-04,186.083
2002-02-05,185.342
2002-02-06,183.842
2002-02-07,185.343
2002-02-08,186.128
2002-02-11,186.294
2002-02-12,186.664
2002-02-13,187.523
2002-02-14,189.127
2002-02-15,189.222
2002-02-18,188.073
2002-02-19,187.502
2002-02-20,186.938
2002-02-21,186.346
2002-02-22,187.547
2002-02-25,187.383
2002-02-26,187.722
2002-02-27,189.685
2002-02-28,189.181
2002-03-01,190.744
2002-03-04,193.25
2002-03-05,192.521
2002-03-06,193.881
2002-03-07,196.636
2002-03-08,197.288
2002-03-11,197.873
2002-03-12,195.715
2002-03-13,196.046
2002-03-14,198.969
2002-03-15,200.024
2002-03-18,201.837
2002-03-19,202.212
2002-03-20,201.492
2002-03-21,200.863
2002-03-22,200.166
2002-03-25,197.101
2002-03-26,197.161
2002-03-27,197.12
2002-03-28,198.941
2002-03-29,198.941
2002-04-01,200.571
2002-04-02,200.214
2002-04-03,199.89
2002-04-04,199.044
2002-04-05,198.84
2002-04-08,195.633
2002-04-09,196.949
2002-04-10,199.239
2002-04-11,198.857
2002-04-12,198.89
2002-04-15,199.346
2002-04-16,202.677
2002-04-17,203.366
2002-04-18,203.721
2002-04-19,205.689
2002-04-22,205.883
2002-04-23,206.23
2002-04-24,206.856
2002-04-25,207.636
2002-04-26,208.572
2002-04-29,209.138
2002-04-30,209.073
2002-05-01,210.256
2002-05-02,207.367
2002-05-03,209.645
2002-05-06,210.701
2002-05-07,210.106
2002-05-08,210.464
2002-05-09,211.318
2002-05-10,210.767
2002-05-13,212.043
2002-05-14,212.215
2002-05-15,213.036
2002-05-16,211.988
2002-05-17,213.927
2002-05-20,213.01
2002-05-21,213.185
2002-05-22,215.771
2002-05-23,216.23
2002-05-24,218.027
2002-05-27,216.759
2002-05-28,219.459
2002-05-29,221.604
2002-05-30,220.872
2002-05-31,220.49
2002-06-03,219.508
2002-06-04,217.05
2002-06-05,214.175
2002-06-06,218.068
2002-06-07,220.687
2002-06-10,218.559
2002-06-11,220.295
2002-06-12,223.198
2002-06-13,220.561
2002-06-14,217.686
2002-06-17,218.153
2002-06-18,217.625
2002-06-19,217.946
2002-06-20,214.777
2002-06-21,217.1
2002-06-24,212.089
2002-06-25,211.261
2002-06-26,215.312
2002-06-27,213.443
2002-06-28,220.653
2002-07-01,219.756
2002-07-02,219.844
2002-07-03,215.603
2002-07-04,216.591
2002-07-05,219.072
2002-07-08,219.648
2002-07-09,222.124
2002-07-10,219.271
2002-07-11,212.034
2002-07-12,213.373
2002-07-15,210.122
2002-07-16,211.014
2002-07-17,211.008
2002-07-18,212.997
2002-07-19,206.249
2002-07-22,199.004
2002-07-23,192.907
2002-07-24,192.324
2002-07-25,197.135
2002-07-26,197.36
2002-07-29,202.907
2002-07-30,203.171
2002-07-31,204.721
2002-08-01,204.381
2002-08-02,203.528
2002-08-05,202.341
2002-08-06,202.807
2002-08-07,200.997
2002-08-08,201.865
2002-08-09,202.481
2002-08-12,201.675
2002-08-13,204.081
2002-08-14,206.59
2002-08-15,205.051
2002-08-16,206.036
2002-08-19,208.164
2002-08-20,203.835
2002-08-21,205.432
2002-08-22,207.103
2002-08-23,204.628
2002-08-26,203.72
2002-08-27,207.682
2002-08-28,203.842
2002-08-29,202.615
2002-08-30,203.826
2002-09-02,203.831
2002-09-03,204.636
2002-09-04,206.51
2002-09-05,202.995
2002-09-06,206.458
2002-09-09,203.952
2002-09-10,202.499
2002-09-11,205.155
2002-09-12,202.68
2002-09-13,200.19
2002-09-16,198.259
2002-09-17,197.533
2002-09-18,195.861
2002-09-19,195.234
2002-09-20,198.379
2002-09-23,193.96
2002-09-24,187.982
2002-09-25,190.53
2002-09-26,193.244
2002-09-27,194.224
2002-09-30,195.322
2002-10-01,191.19
2002-10-02,194.703
2002-10-03,193.775
2002-10-04,193.683
2002-10-07,193.057
2002-10-08,193.166
2002-10-09,189.091
2002-10-10,190.201
2002-10-11,196.205
2002-10-14,196.978
2002-10-15,196.65
2002-10-16,193.875
2002-10-17,193.812
2002-10-18,194.613
2002-10-21,196.565
2002-10-22,196.006
2002-10-23,193.213
2002-10-24,193.658
2002-10-25,197.05
2002-10-28,198.792
2002-10-29,197.114
2002-10-30,194.548
2002-10-31,197.428
2002-11-01,198.654
2002-11-04,202.188
2002-11-05,201.774
2002-11-06,201.629
2002-11-07,200.041
2002-11-08,202.536
2002-11-11,199.748
2002-11-12,205.173
2002-11-13,204.113
2002-11-14,204.394
2002-11-15,203.45
2002-11-18,205.819
2002-11-19,204.361
2002-11-20,202.836
2002-11-21,206.412
2002-11-22,203.708
2002-11-25,202.924
2002-11-26,203.407
2002-11-27,209.311
2002-11-28,210.228
2002-11-29,206.216
2002-12-02,204.214
2002-12-03,203.044
2002-12-04,207.044
2002-12-05,204.803
2002-12-06,206.307
2002-12-09,204.053
2002-12-10,206.531
2002-12-11,206.393
2002-12-12,204.967
2002-12-13,204.695
2002-12-16,206.938
2002-12-17,208.248
2002-12-18,204.974
2002-12-19,208.22
2002-12-20,207.011
2002-12-23,206.326
2002-12-24,207.18
2002-12-25,207.18
2002-12-26,207.702
2002-12-27,206.52
2002-12-30,205.64
2002-12-31,206.446
2003-01-01,206.446
2003-01-02,210.195
2003-01-03,211.278
2003-01-06,212.576
2003-01-07,213.709
2003-01-08,214.02
2003-01-09,217.443
2003-01-10,215.467
2003-01-13,217.129
2003-01-14,220.406
2003-01-15,217.732
2003-01-16,219.375
2003-01-17,219.588
2003-01-20,216.768
2003-01-21,214.696
2003-01-22,212.962
2003-01-23,217.839
2003-01-24,219.436
2003-01-27,212.139
2003-01-28,212.639
2003-01-29,211.732
2003-01-30,210.402
2003-01-31,210.763
2003-02-03,209.689
2003-02-04,210.852
2003-02-05,212.014
2003-02-06,208.864
2003-02-07,207.846
2003-02-10,208.557
2003-02-11,209.734
2003-02-12,206.76
2003-02-13,209.604
2003-02-14,211.884
2003-02-17,212.422
2003-02-18,213.262
2003-02-19,213.189
2003-02-20,214.122
2003-02-21,215.503
2003-02-24,214.664
2003-02-25,213.72
2003-02-26,210.081
2003-02-27,208.407
2003-02-28,212.674
2003-03-03,215.863
2003-03-04,212.482
2003-03-05,213.535
2003-03-06,214.067
2003-03-07,214.046
2003-03-10,208.44
2003-03-11,209.581
2003-03-12,206.106
2003-03-13,205.369
2003-03-14,206.996
2003-03-17,208.764
2003-03-18,208.754
2003-03-19,210.499
2003-03-20,207.218
2003-03-21,209.903
2003-03-24,207.665
2003-03-25,211.37
2003-03-26,212.971
2003-03-27,210.839
2003-03-28,211.744
2003-03-31,213.833
2003-04-01,216.588
2003-04-02,219.307
2003-04-03,220.051
2003-04-04,219.371
2003-04-07,218.157
2003-04-08,219.971
2003-04-09,221.852
2003-04-10,224.317
2003-04-11,223.92
2003-04-14,225.629
2003-04-15,228.057
2003-04-16,227.688
2003-04-17,228.524
2003-04-18,228.524
2003-04-21,227.539
2003-04-22,230.734
2003-04-23,231.604
2003-04-24,231.142
2003-04-25,231.287
2003-04-28,232.699
2003-04-29,231.882
2003-04-30,236.167
2003-05-01,238.336
2003-05-02,237.505
2003-05-05,239.322
2003-05-06,242.709
2003-05-07,242.462
2003-05-08,243.507
2003-05-09,246.321
2003-05-12,246.255
2003-05-13,245.647
2003-05-14,244.543
2003-05-15,243.841
2003-05-16,246.07
2003-05-19,245.411
2003-05-20,247.147
2003-05-21,248.119
2003-05-22,250.522
2003-05-23,252.848
2003-05-26,256.019
2003-05-27,255.745
2003-05-28,256.61
2003-05-29,258.819
2003-05-30,259.593
2003-06-02,256.941
2003-06-03,253.29
2003-06-04,255.578
2003-06-05,256.918
2003-06-06,254.966
2003-06-09,256.493
2003-06-10,254.07
2003-06-11,256.211
2003-06-12,255.062
2003-06-13,256.761
2003-06-16,260.769
2003-06-17,258.821
2003-06-18,255.596
2003-06-19,255.803
2003-06-20,260.051
2003-06-23,254.246
2003-06-24,255.168
2003-06-25,257.468
2003-06-26,255.505
2003-06-27,254.639
2003-06-30,254.698
2003-07-01,257.523
2003-07-02,255.753
2003-07-03,253.634
2003-07-04,253.001
2003-07-07,251.089
2003-07-08,249.383
2003-07-09,248.556
2003-07-10,248.647
2003-07-11,249.145
2003-07-14,250.38
2003-07-15,247.261
2003-07-16,246.417
2003-07-17,247.284
2003-07-18,248.267
2003-07-21,248.422
2003-07-22,251.267
2003-07-23,252.546
2003-07-24,254.435
2003-07-25,254.542
2003-07-28,252.636
2003-07-29,251.575
2003-07-30,248.802
2003-07-31,248.242
2003-08-01,246.983
2003-08-04,247.187
2003-08-05,247.929
2003-08-06,247.546
2003-08-07,248.335
2003-08-08,246.839
2003-08-11,247.641
2003-08-12,247.586
2003-08-13,246.244
2003-08-14,245.919
2003-08-15,245.744
2003-08-18,241.603
2003-08-19,240.367
2003-08-20,242.099
2003-08-21,239.072
2003-08-22,237.656
2003-08-25,237.555
2003-08-26,237.223
2003-08-27,237.157
2003-08-28,237.743
2003-08-29,238.149
2003-09-01,239.147
2003-09-02,236.992
2003-09-03,238.952
2003-09-04,240.697
2003-09-05,243.351
2003-09-08,245.728
2003-09-09,245.637
2003-09-10,245.27
2003-09-11,245.411
2003-09-12,246.381
2003-09-15,246.616
2003-09-16,246.701
2003-09-17,248.95
2003-09-18,249.482
2003-09-19,251.683
2003-09-22,251.567
2003-09-23,253.896
2003-09-24,252.358
2003-09-25,254.854
2003-09-26,254.679
2003-09-29,254.71
2003-09-30,255.349
2003-10-01,257.279
2003-10-02,256.259
2003-10-03,255.879
2003-10-06,257.223
2003-10-07,261.187
2003-10-08,261.517
2003-10-09,260.574
2003-10-10,261.801
2003-10-13,260.182
2003-10-14,260.678
2003-10-15,259.87
2003-10-16,261.062
2003-10-17,259.399
2003-10-20,260.299
2003-10-21,259.627
2003-10-22,261.085
2003-10-23,260.801
2003-10-24,261.069
2003-10-27,260.562
2003-10-28,260.164
2003-10-29,259.01
2003-10-30,261.736
2003-10-31,260.491
2003-11-03,258.547
2003-11-04,258.625
2003-11-05,256.905
2003-11-06,256.696
2003-11-07,257.806
2003-11-10,259.872
2003-11-11,259.844
2003-11-12,263.684
2003-11-13,264.442
2003-11-14,266.281
2003-11-17,265.587
2003-11-18,267.957
2003-11-19,268.928
2003-11-20,269.326
2003-11-21,270.437
2003-11-24,268.064
2003-11-25,269.685
2003-11-26,271.033
2003-11-27,270.822
2003-11-28,272.749
2003-12-01,274.835
2003-12-02,277.511
2003-12-03,276.608
2003-12-04,275.827
2003-12-05,277.542
2003-12-08,279.29
2003-12-09,281.514
2003-12-10,281.671
2003-12-11,281.093
2003-12-12,284.175
2003-12-15,285.421
2003-12-16,287.107
2003-12-17,289.686
2003-12-18,290.852
2003-12-19,291.93
2003-12-22,292.278
2003-12-23,294.391
2003-12-24,295.22
2003-12-25,295.22
2003-12-26,295.102
2003-12-29,297.282
2003-12-30,296.299
2003-12-31,298.261
2004-01-01,298.261
2004-01-02,302.271
2004-01-05,303.414
2004-01-06,305.234
2004-01-07,302.181
2004-01-08,301.721
2004-01-09,304.397
2004-01-12,306.741
2004-01-13,307.057
2004-01-14,306.979
2004-01-15,304.749
2004-01-16,300.424
2004-01-19,301.545
2004-01-20,305.78
2004-01-21,308.48
2004-01-22,311.308
2004-01-23,313.012
2004-01-26,308.111
2004-01-27,309.548
2004-01-28,311.709
2004-01-29,306.222
2004-01-30,306.155
2004-02-02,310.96
2004-02-03,315.525
2004-02-04,314.41
2004-02-05,316.184
2004-02-06,318.477
2004-02-09,317.115
2004-02-10,318.941
2004-02-11,320.421
2004-02-12,329.076
2004-02-13,328.863
2004-02-16,329.941
2004-02-17,333.546
2004-02-18,331.023
2004-02-19,327.497
2004-02-20,323.52
2004-02-23,324.276
2004-02-24,326.303
2004-02-25,320.688
2004-02-26,318.227
2004-02-27,320.771
2004-03-01,324.17
2004-03-02,325.572
2004-03-03,321.341
2004-03-04,323.226
2004-03-05,329.935
2004-03-08,330.617
2004-03-09,329.837
2004-03-10,325.195
2004-03-11,319.953
2004-03-12,316.031
2004-03-15,307.797
2004-03-16,312.482
2004-03-17,310.818
2004-03-18,314.202
2004-03-19,316.238
2004-03-22,313.454
2004-03-23,309.636
2004-03-24,308.946
2004-03-25,310.628
2004-03-26,308.324
2004-03-29,313.387
2004-03-30,314.044
2004-03-31,320.356
2004-04-01,325.451
2004-04-02,324.668
2004-04-05,319.459
2004-04-06,318.246
2004-04-07,318.96
2004-04-08,320.668
2004-04-09,320.668
2004-04-12,319.768
2004-04-13,318.538
2004-04-14,315.96
2004-04-15,317.921
2004-04-16,323.616
2004-04-19,322.196
2004-04-20,318.746
2004-04-21,314.962
2004-04-22,318.086
2004-04-23,317.43
2004-04-26,320.101
2004-04-27,319.653
2004-04-28,313.684
2004-04-29,315.271
2004-04-30,314.896
2004-05-03,317.393
2004-05-04,320.79
2004-05-05,325.169
2004-05-06,321.894
2004-05-07,317.011
2004-05-10,308.731
2004-05-11,308.837
2004-05-12,312.258
2004-05-13,311.791
2004-05-14,310.917
2004-05-17,310.557
2004-05-18,309.65
2004-05-19,315.119
2004-05-20,310.752
2004-05-21,313.725
2004-05-24,314.229
2004-05-25,318.022
2004-05-26,319.007
2004-05-27,323.724
2004-05-28,321.912
2004-05-31,322.775
2004-06-01,320.095
2004-06-02,325.512
2004-06-03,324.373
2004-06-04,327.313
2004-06-07,332.036
2004-06-08,331.947
2004-06-09,327.885
2004-06-10,327.202
2004-06-11,322.519
2004-06-14,322.461
2004-06-15,322.351
2004-06-16,322.072
2004-06-17,325.387
2004-06-18,328.551
2004-06-21,328.378
2004-06-22,326.549
2004-06-23,329.668
2004-06-24,332.461
2004-06-25,332.14
2004-06-28,335.592
2004-06-29,332.757
2004-06-30,331.527
2004-07-01,334.207
2004-07-02,335.826
2004-07-05,335.712
2004-07-06,336.018
2004-07-07,338.365
2004-07-08,339.413
2004-07-09,339.672
2004-07-12,342.282
2004-07-13,338.77
2004-07-14,338.584
2004-07-15,337.005
2004-07-16,341.719
2004-07-19,340.524
2004-07-20,338.28
2004-07-21,334.497
2004-07-22,332.623
2004-07-23,327.015
2004-07-26,327.143
2004-07-27,326.235
2004-07-28,323.754
2004-07-29,327.533
2004-07-30,328.277
2004-08-02,327.242
2004-08-03,332.205
2004-08-04,330.501
2004-08-05,331.733
2004-08-06,333.059
2004-08-09,332.614
2004-08-10,334.384
2004-08-11,331.123
2004-08-12,331.67
2004-08-13,332.975
2004-08-16,332.732
2004-08-17,333.739
2004-08-18,332.805
2004-08-19,337.828
2004-08-20,335.096
2004-08-23,335.077
2004-08-24,332.085
2004-08-25,331.891
2004-08-26,332.868
2004-08-27,332.707
2004-08-30,333.285
2004-08-31,337.222
2004-09-01,340.519
2004-09-02,342.867
2004-09-03,344.081
2004-09-06,346.571
2004-09-07,344.771
2004-09-08,347.319
2004-09-09,346.325
2004-09-10,348.997
2004-09-13,348.593
2004-09-14,348.805
2004-09-15,345.428
2004-09-16,344.576
2004-09-17,345.503
2004-09-20,345.351
2004-09-21,349.767
2004-09-22,348.658
2004-09-23,349.389
2004-09-24,347.077
2004-09-27,347.09
2004-09-28,348.386
2004-09-29,352.767
2004-09-30,354.82
2004-10-01,361.185
2004-10-04,358.939
2004-10-05,359.253
2004-10-06,359.319
2004-10-07,356.205
2004-10-08,360.019
2004-10-11,358.591
2004-10-12,356.491
2004-10-13,357.817
2004-10-14,358.382
2004-10-15,359.341
2004-10-18,361.199
2004-10-19,363.149
2004-10-20,365.494
2004-10-21,366.633
2004-10-22,368.035
2004-10-25,367.39
2004-10-26,367.04
2004-10-27,371.074
2004-10-28,374.339
2004-10-29,372.073
2004-11-01,372.79
2004-11-02,370.73
2004-11-03,373.406
2004-11-04,376.398
2004-11-05,377.898
2004-11-08,380.65
2004-11-09,381.64
2004-11-10,382.821
2004-11-11,383.8
2004-11-12,385.442
2004-11-15,383.459
2004-11-16,384.208
2004-11-17,389.708
2004-11-18,389.37
2004-11-19,391.69
2004-11-22,390.741
2004-11-23,392.124
2004-11-24,397.948
2004-11-25,404.187
2004-11-26,404.479
2004-11-29,405.145
2004-11-30,404.522
2004-12-01,409.662
2004-12-02,408.745
2004-12-03,412.936
2004-12-06,414.665
2004-12-07,413.663
2004-12-08,408.719
2004-12-09,409.763
2004-12-10,409.125
2004-12-13,412.552
2004-12-14,413.634
2004-12-15,418.007
2004-12-16,417.499
2004-12-17,417.857
2004-12-20,425.039
2004-12-21,423.815
2004-12-22,428.191
2004-12-23,431.964
2004-12-24,433.084
2004-12-27,435.278
2004-12-28,434.901
2004-12-29,434.982
2004-12-30,437.557
2004-12-31,436.353
2005-01-03,434.737
2005-01-04,431.444
2005-01-05,428.073
2005-01-06,424.703
2005-01-07,422.301
2005-01-10,426.667
2005-01-11,429.202
2005-01-12,437.357
2005-01-13,437.134
2005-01-14,436.723
2005-01-17,438.894
2005-01-18,439.182
2005-01-19,442.324
2005-01-20,439.778
2005-01-21,440.928
2005-01-24,441.399
2005-01-25,444.663
2005-01-26,449.68
2005-01-27,451.234
2005-01-28,452.064
2005-01-31,457.545
2005-02-01,459.096
2005-02-02,462.575
2005-02-03,461.073
2005-02-04,466.834
2005-02-07,460.636
2005-02-08,457.551
2005-02-09,457.904
2005-02-10,461.54
2005-02-11,464.731
2005-02-14,467.303
2005-02-15,471.365
2005-02-16,470.464
2005-02-17,474.016
2005-02-18,471.769
2005-02-21,461.933
2005-02-22,462.716
2005-02-23,463.602
2005-02-24,463.956
2005-02-25,468.225
2005-02-28,472.659
2005-03-01,473.876
2005-03-02,468.626
2005-03-03,467.511
2005-03-04,478.324
2005-03-07,474.854
2005-03-08,477.546
2005-03-09,473.857
2005-03-10,469.416
2005-03-11,472.3
2005-03-14,468.846
2005-03-15,468.075
2005-03-16,470.995
2005-03-17,470.844
2005-03-18,467.367
2005-03-21,466.876
2005-03-22,469.419
2005-03-23,462.771
2005-03-24,463.182
2005-03-25,463.182
2005-03-28,459.931
2005-03-29,461.964
2005-03-30,465.17
2005-03-31,464.065
2005-04-01,467.277
2005-04-04,457.78
2005-04-05,461.593
2005-04-06,465.498
2005-04-07,468.956
2005-04-08,467.356
2005-04-11,469.979
2005-04-12,466.525
2005-04-13,472.183
2005-04-14,468.495
2005-04-15,464.496
2005-04-18,460.407
2005-04-19,464.338
2005-04-20,464.776
2005-04-21,466.617
2005-04-22,468.969
2005-04-25,468.234
2005-04-26,467.445
2005-04-27,462.096
2005-04-28,462.008
2005-04-29,462.349
2005-05-02,469.141
2005-05-03,473.241
2005-05-04,476.21
2005-05-05,476.726
2005-05-06,478.475
2005-05-09,476.845
2005-05-10,479.306
2005-05-11,480.047
2005-05-12,479.682
2005-05-13,477.934
2005-05-16,475.457
2005-05-17,473.915
2005-05-18,483.858
2005-05-19,484.315
2005-05-20,482.486
2005-05-23,485.277
2005-05-24,485.42
2005-05-25,486.39
2005-05-26,487.105
2005-05-27,485.589
2005-05-30,488.333
2005-05-31,483.853
2005-06-01,486.48
2005-06-02,486.082
2005-06-03,484.351
2005-06-06,485.507
2005-06-07,491.107
2005-06-08,491.192
2005-06-09,488.842
2005-06-10,491.496
2005-06-13,488.921
2005-06-14,489.292
2005-06-15,485.397
2005-06-16,488.103
2005-06-17,496.239
2005-06-20,491.239
2005-06-21,496.015
2005-06-22,498.435
2005-06-23,499.193
2005-06-24,495.88
2005-06-27,496.022
2005-06-28,497.781
2005-06-29,504.419
2005-06-30,507.87
2005-07-01,504.892
2005-07-04,501.488
2005-07-05,501.592
2005-07-06,504.896
2005-07-07,497.735
2005-07-08,504.027
2005-07-11,514.629
2005-07-12,521.438
2005-07-13,520.379
2005-07-14,519.564
2005-07-15,513.929
2005-07-18,515.314
2005-07-19,514.635
2005-07-20,516.497
2005-07-21,520.327
2005-07-22,520.751
2005-07-25,517.007
2005-07-26,516.158
2005-07-27,516.858
2005-07-28,518.208
2005-07-29,519.627
2005-08-01,522.026
2005-08-02,523.958
2005-08-03,527.958
2005-08-04,529.425
2005-08-05,528.707
2005-08-08,535.327
2005-08-09,535.865
2005-08-10,545.852
2005-08-11,544.595
2005-08-12,540.714
2005-08-15,537.819
2005-08-16,537.396
2005-08-17,531.493
2005-08-18,522.481
2005-08-19,526.639
2005-08-22,532.294
2005-08-23,527.795
2005-08-24,531.82
2005-08-25,529.84
2005-08-26,530.11
2005-08-29,528.169
2005-08-30,526.622
2005-08-31,536.692
2005-09-01,554.138
2005-09-02,559.339
2005-09-05,564.379
2005-09-06,561.15
2005-09-07,563.212
2005-09-08,565.661
2005-09-09,569.031
2005-09-12,562.976
2005-09-13,559.078
2005-09-14,561.176
2005-09-15,560.201
2005-09-16,568.173
2005-09-19,566.734
2005-09-20,569.446
2005-09-21,570.982
2005-09-22,566.153
2005-09-23,564.983
2005-09-26,557.343
2005-09-27,556.152
2005-09-28,560.611
2005-09-29,558.534
2005-09-30,563.547
2005-10-03,562.194
2005-10-04,567.104
2005-10-05,564.594
2005-10-06,565.041
2005-10-07,563.246
2005-10-10,567.421
2005-10-11,567.789
2005-10-12,563.619
2005-10-13,543.858
2005-10-14,548.409
2005-10-17,542.24
2005-10-18,531.383
2005-10-19,523.22
2005-10-20,521.476
2005-10-21,520.952
2005-10-24,531.919
2005-10-25,540.789
2005-10-26,537.52
2005-10-27,534.529
2005-10-28,533.12
2005-10-31,539.006
2005-11-01,541.516
2005-11-02,542.039
2005-11-03,543.826
2005-11-04,533.714
2005-11-07,533.223
2005-11-08,532.167
2005-11-09,533.334
2005-11-10,533.858
