Date,BELGIUM SMALL CAP Small Cap
2005-11-10,195.118
2005-11-11,194.845
2005-11-14,194.301
2005-11-15,193.226
2005-11-16,191.705
2005-11-17,191.937
2005-11-18,191.487
2005-11-21,192.127
2005-11-22,192.079
2005-11-23,193.911
2005-11-24,193.405
2005-11-25,193.33
2005-11-28,193.014
2005-11-29,192.434
2005-11-30,192.675
2005-12-01,192.154
2005-12-02,193.175
2005-12-05,194.462
2005-12-06,194.824
2005-12-07,195.197
2005-12-08,196.081
2005-12-09,196.107
2005-12-12,198.106
2005-12-13,196.801
2005-12-14,198.873
2005-12-15,197.609
2005-12-16,198.999
2005-12-19,198.911
2005-12-20,197.679
2005-12-21,196.346
2005-12-22,197.874
2005-12-23,198.986
2005-12-26,198.986
2005-12-27,199.195
2005-12-28,200.189
2005-12-29,199.795
2005-12-30,198.903
2006-01-02,200.997
2006-01-03,206.947
2006-01-04,210.76
2006-01-05,211.338
2006-01-06,212.555
2006-01-09,212.043
2006-01-10,210.948
2006-01-11,213.294
2006-01-12,212.858
2006-01-13,213.811
2006-01-16,215.025
2006-01-17,212.509
2006-01-18,211.792
2006-01-19,213.401
2006-01-20,213.339
2006-01-23,214.894
2006-01-24,215.481
2006-01-25,215.895
2006-01-26,216.303
2006-01-27,215.884
2006-01-30,214.838
2006-01-31,214.718
2006-02-01,214.064
2006-02-02,214.647
2006-02-03,213.511
2006-02-06,214.518
2006-02-07,213.377
2006-02-08,212.197
2006-02-09,212.044
2006-02-10,211.179
2006-02-13,211.445
2006-02-14,210.905
2006-02-15,212.495
2006-02-16,212.282
2006-02-17,214.055
2006-02-20,215.699
2006-02-21,216.264
2006-02-22,217.252
2006-02-23,217.178
2006-02-24,217.246
2006-02-27,217.564
2006-02-28,217.259
2006-03-01,217.587
2006-03-02,218.236
2006-03-03,218.45
2006-03-06,219.014
2006-03-07,216.262
2006-03-08,216.271
2006-03-09,217.048
2006-03-10,216.268
2006-03-13,217.344
2006-03-14,219.176
2006-03-15,220.779
2006-03-16,223.413
2006-03-17,224.491
2006-03-20,224.37
2006-03-21,223.221
2006-03-22,225.11
2006-03-23,222.947
2006-03-24,224.667
2006-03-27,225.196
2006-03-28,225.036
2006-03-29,222.573
2006-03-30,226.123
2006-03-31,225.025
2006-04-03,225.509
2006-04-04,229.143
2006-04-05,229.101
2006-04-06,229.121
2006-04-07,228.485
2006-04-10,229.038
2006-04-11,228.262
2006-04-12,227.17
2006-04-13,226.316
2006-04-14,226.316
2006-04-17,229.91
2006-04-18,230.313
2006-04-19,233.724
2006-04-20,235.011
2006-04-21,235.724
2006-04-24,237.296
2006-04-25,239.012
2006-04-26,241.924
2006-04-27,243.49
2006-04-28,245.055
2006-05-01,245.483
2006-05-02,247.505
2006-05-03,247.565
2006-05-04,249.767
2006-05-05,252.206
2006-05-08,252.382
2006-05-09,252.184
2006-05-10,252.518
2006-05-11,252.287
2006-05-12,249.447
2006-05-15,242.528
2006-05-16,242.765
2006-05-17,237.791
2006-05-18,233.402
2006-05-19,231.553
2006-05-22,224.075
2006-05-23,231.005
2006-05-24,229.498
2006-05-25,231.679
2006-05-26,235.755
2006-05-29,237.165
2006-05-30,234.419
2006-05-31,234.456
2006-06-01,234.474
2006-06-02,238.485
2006-06-05,237.829
2006-06-06,231.679
2006-06-07,231.103
2006-06-08,224.587
2006-06-09,227.259
2006-06-12,225.196
2006-06-13,220.24
2006-06-14,222.526
2006-06-15,229.741
2006-06-16,228.031
2006-06-19,228.585
2006-06-20,227.272
2006-06-21,228.719
2006-06-22,230.056
2006-06-23,229.624
2006-06-26,229.989
2006-06-27,232.213
2006-06-28,230.453
2006-06-29,233.184
2006-06-30,240.309
2006-07-03,242.19
2006-07-04,241.628
2006-07-05,239.035
2006-07-06,240.13
2006-07-07,241.037
2006-07-10,240.62
2006-07-11,240.555
2006-07-12,239.611
2006-07-13,235.868
2006-07-14,232.437
2006-07-17,228.213
2006-07-18,227.918
2006-07-19,228.893
2006-07-20,231.967
2006-07-21,231.321
2006-07-24,232.116
2006-07-25,231.301
2006-07-26,232.108
2006-07-27,235.323
2006-07-28,236.116
2006-07-31,237.951
2006-08-01,235.589
2006-08-02,235.992
2006-08-03,235.931
2006-08-04,238.215
2006-08-07,236.374
2006-08-08,239.029
2006-08-09,240.07
2006-08-10,236.79
2006-08-11,236.828
2006-08-14,237.549
2006-08-15,239.353
2006-08-16,240.799
2006-08-17,241.313
2006-08-18,241.284
2006-08-21,242.509
2006-08-22,239.932
2006-08-23,240.704
2006-08-24,239.685
2006-08-25,239.529
2006-08-28,241.03
2006-08-29,239.398
2006-08-30,241.223
2006-08-31,240.903
2006-09-01,240.25
2006-09-04,242.127
2006-09-05,241.79
2006-09-06,239.814
2006-09-07,236.86
2006-09-08,234.604
2006-09-11,234.553
2006-09-12,235.064
2006-09-13,236.815
2006-09-14,238.299
2006-09-15,237.922
2006-09-18,237.954
2006-09-19,239.121
2006-09-20,240.322
2006-09-21,242.234
2006-09-22,243.014
2006-09-25,241.849
2006-09-26,241.853
2006-09-27,244.455
2006-09-28,244.749
2006-09-29,244.032
2006-10-02,246.266
2006-10-03,244.78
2006-10-04,243.906
2006-10-05,245.057
2006-10-06,241.732
2006-10-09,241.445
2006-10-10,241.167
2006-10-11,241.103
2006-10-12,241.439
2006-10-13,241.411
2006-10-16,241.997
2006-10-17,242.714
2006-10-18,243.901
2006-10-19,244.384
2006-10-20,244.705
2006-10-23,243.932
2006-10-24,245.655
2006-10-25,248.718
2006-10-26,250.681
2006-10-27,250.593
2006-10-30,249.994
2006-10-31,252.1
2006-11-01,252.255
2006-11-02,253.296
2006-11-03,253.102
2006-11-06,254.435
2006-11-07,257.061
2006-11-08,255.819
2006-11-09,257.006
2006-11-10,257.99
2006-11-13,256.39
2006-11-14,258.037
2006-11-15,259.036
2006-11-16,256.903
2006-11-17,256.306
2006-11-20,255.225
2006-11-21,256.587
2006-11-22,259.539
2006-11-23,258.832
2006-11-24,260.907
2006-11-27,259.283
2006-11-28,257.082
2006-11-29,260.131
2006-11-30,260.929
2006-12-01,262.693
2006-12-04,261.932
2006-12-05,261.22
2006-12-06,262.355
2006-12-07,263.423
2006-12-08,264.498
2006-12-11,263.463
2006-12-12,265.944
2006-12-13,266.458
2006-12-14,266.473
2006-12-15,265.331
2006-12-18,265.794
2006-12-19,266.181
2006-12-20,266.446
2006-12-21,266.862
2006-12-22,267.464
2006-12-25,267.464
2006-12-26,267.047
2006-12-27,267.229
2006-12-28,267.719
2006-12-29,268.615
2007-01-01,268.615
2007-01-02,272.02
2007-01-03,270.927
2007-01-04,268.409
2007-01-05,265.428
2007-01-08,267.667
2007-01-09,266.95
2007-01-10,263.865
2007-01-11,263.724
2007-01-12,264.178
2007-01-15,265.852
2007-01-16,265.279
2007-01-17,266.047
2007-01-18,266.688
2007-01-19,269.817
2007-01-22,272.142
2007-01-23,271.661
2007-01-24,271.36
2007-01-25,269.914
2007-01-26,268.987
2007-01-29,271.411
2007-01-30,270.558
2007-01-31,271.225
2007-02-01,272.547
2007-02-02,275.227
2007-02-05,276.13
2007-02-06,279.183
2007-02-07,279.756
2007-02-08,280.133
2007-02-09,278.28
2007-02-12,277.21
2007-02-13,279.55
2007-02-14,284.186
2007-02-15,285.48
2007-02-16,284.959
2007-02-19,286.309
2007-02-20,286.675
2007-02-21,289.18
2007-02-22,289.585
2007-02-23,291.182
2007-02-26,293.775
2007-02-27,289.258
2007-02-28,283.769
2007-03-01,282.107
2007-03-02,283.305
2007-03-05,276.963
2007-03-06,280.249
2007-03-07,283.219
2007-03-08,287.073
2007-03-09,288.501
2007-03-12,293.151
2007-03-13,289.965
2007-03-14,284.863
2007-03-15,288.106
2007-03-16,291.124
2007-03-19,292.816
2007-03-20,293.755
2007-03-21,296.943
2007-03-22,300.987
2007-03-23,298.549
2007-03-26,298.627
2007-03-27,297.48
2007-03-28,298.019
2007-03-29,299.251
2007-03-30,300.055
2007-04-02,303.127
2007-04-03,304.177
2007-04-04,304.638
2007-04-05,306.148
2007-04-06,306.148
2007-04-09,304.553
2007-04-10,308.431
2007-04-11,308.571
2007-04-12,308.125
2007-04-13,309.463
2007-04-16,310.429
2007-04-17,312.02
2007-04-18,310.526
2007-04-19,309.433
2007-04-20,310.108
2007-04-23,310.059
2007-04-24,310.169
2007-04-25,310.878
2007-04-26,311.161
2007-04-27,311.729
2007-04-30,312.488
2007-05-01,311.32
2007-05-02,314.526
2007-05-03,316.021
2007-05-04,320.815
2007-05-07,322.616
2007-05-08,319.643
2007-05-09,319.774
2007-05-10,318.501
2007-05-11,317.64
2007-05-14,319.363
2007-05-15,323.813
2007-05-16,324.721
2007-05-17,324.805
2007-05-18,326.835
2007-05-21,327.202
2007-05-22,330.236
2007-05-23,330.447
2007-05-24,326.184
2007-05-25,327.658
2007-05-28,327.116
2007-05-29,326.766
2007-05-30,324.325
2007-05-31,328.753
2007-06-01,329.842
2007-06-04,333.782
2007-06-05,331.646
2007-06-06,328.928
2007-06-07,323.253
2007-06-08,317.25
2007-06-11,320.839
2007-06-12,319.044
2007-06-13,317.366
2007-06-14,320.23
2007-06-15,321.642
2007-06-18,324.057
2007-06-19,323.496
2007-06-20,324.178
2007-06-21,321.015
2007-06-22,323.548
2007-06-25,328.157
2007-06-26,327.14
2007-06-27,326.705
2007-06-28,330.443
2007-06-29,331.973
2007-07-02,336.097
2007-07-03,338.247
2007-07-04,340.238
2007-07-05,338.349
2007-07-06,341.164
2007-07-09,341.034
2007-07-10,341.116
2007-07-11,342.124
2007-07-12,342.166
2007-07-13,343.648
2007-07-16,343.503
2007-07-17,344.699
2007-07-18,342.434
2007-07-19,343.183
2007-07-20,342.442
2007-07-23,342.525
2007-07-24,338.737
2007-07-25,334.845
2007-07-26,330.275
2007-07-27,323.925
2007-07-30,325.83
2007-07-31,330.06
2007-08-01,323.781
2007-08-02,323.636
2007-08-03,323.392
2007-08-06,318.93
2007-08-07,320.546
2007-08-08,323.897
2007-08-09,314.032
2007-08-10,308.855
2007-08-13,314.5
2007-08-14,312.926
2007-08-15,309.133
2007-08-16,301.149
2007-08-17,304.754
2007-08-20,304.967
2007-08-21,305.643
2007-08-22,311.014
2007-08-23,312.563
2007-08-24,316.586
2007-08-27,317.723
2007-08-28,313.912
2007-08-29,314.09
2007-08-30,318.049
2007-08-31,322.416
2007-09-03,321.791
2007-09-04,324.763
2007-09-05,325.73
2007-09-06,325.814
2007-09-07,323.932
2007-09-10,320.885
2007-09-11,324.165
2007-09-12,324.647
2007-09-13,325.822
2007-09-14,322.131
2007-09-17,317.478
2007-09-18,318.694
2007-09-19,325.884
2007-09-20,325.849
2007-09-21,326.893
2007-09-24,324.489
2007-09-25,320.825
2007-09-26,321.689
2007-09-27,321.252
2007-09-28,320.231
2007-10-01,321.355
2007-10-02,321.396
2007-10-03,321.516
2007-10-04,323.877
2007-10-05,326.061
2007-10-08,326.585
2007-10-09,328.961
2007-10-10,332.553
2007-10-11,335.527
2007-10-12,333.605
2007-10-15,334.441
2007-10-16,332.655
2007-10-17,335.847
2007-10-18,333.268
2007-10-19,333.543
2007-10-22,323.907
2007-10-23,329.13
2007-10-24,324.987
2007-10-25,330.822
2007-10-26,333.473
2007-10-29,333.2
2007-10-30,330.737
2007-10-31,335.302
2007-11-01,330.263
2007-11-02,331.983
2007-11-05,328.585
2007-11-06,332.033
2007-11-07,334.687
2007-11-08,333.996
2007-11-09,330.385
2007-11-12,325.099
2007-11-13,325.725
2007-11-14,331.964
2007-11-15,325.699
2007-11-16,322.434
2007-11-19,316.698
2007-11-20,318.127
2007-11-21,310.134
2007-11-22,312.308
2007-11-23,318.971
2007-11-26,318.206
2007-11-27,320.893
2007-11-28,324.455
2007-11-29,324.936
2007-11-30,324.722
2007-12-03,323.418
2007-12-04,321.115
2007-12-05,319.959
2007-12-06,320.357
2007-12-07,324.36
2007-12-10,326.507
2007-12-11,325.877
2007-12-12,323.733
2007-12-13,316.233
2007-12-14,312.902
2007-12-17,307.25
2007-12-18,306.716
2007-12-19,306.409
2007-12-20,306.662
2007-12-21,310.534
2007-12-24,312.387
2007-12-25,312.387
2007-12-26,314.534
2007-12-27,317.557
2007-12-28,323.428
2007-12-31,321.699
2008-01-01,321.699
2008-01-02,323.286
2008-01-03,321.426
2008-01-04,316.166
2008-01-07,310.677
2008-01-08,310.718
2008-01-09,302.447
2008-01-10,300.754
2008-01-11,297.392
2008-01-14,302.123
2008-01-15,293.172
2008-01-16,284.06
2008-01-17,285.649
2008-01-18,277.546
2008-01-21,264.6
2008-01-22,273.83
2008-01-23,272.267
2008-01-24,282.801
2008-01-25,285.68
2008-01-28,285.862
2008-01-29,293.267
2008-01-30,293.86
2008-01-31,292.541
2008-02-01,299.818
2008-02-04,301.517
2008-02-05,291.261
2008-02-06,291.119
2008-02-07,283.146
2008-02-08,283.891
2008-02-11,282.675
2008-02-12,291.877
2008-02-13,291.76
2008-02-14,295.531
2008-02-15,294.603
2008-02-18,295.811
2008-02-19,297.752
2008-02-20,295.089
2008-02-21,300.55
2008-02-22,299.959
2008-02-25,302.407
2008-02-26,306.096
2008-02-27,307.384
2008-02-28,306.305
2008-02-29,301.547
2008-03-03,299.47
2008-03-04,296.959
2008-03-05,300.318
2008-03-06,300.244
2008-03-07,294.13
2008-03-10,293.078
2008-03-11,293.527
2008-03-12,297.592
2008-03-13,296.955
2008-03-14,296.772
2008-03-17,292.847
2008-03-18,296.248
2008-03-19,290.469
2008-03-20,284.718
2008-03-21,284.718
2008-03-24,284.312
2008-03-25,293.752
2008-03-26,297.182
2008-03-27,300.82
2008-03-28,299.797
2008-03-31,303.786
2008-04-01,306.172
2008-04-02,306.903
2008-04-03,304.212
2008-04-04,305.539
2008-04-07,308.085
2008-04-08,304.907
2008-04-09,305.413
2008-04-10,301.727
2008-04-11,300.712
2008-04-14,297.875
2008-04-15,297.006
2008-04-16,302.325
2008-04-17,300.523
2008-04-18,301.368
2008-04-21,304.26
2008-04-22,302.809
2008-04-23,301.068
2008-04-24,297.319
2008-04-25,303.031
2008-04-28,304.443
2008-04-29,304.495
2008-04-30,303.636
2008-05-01,301.325
2008-05-02,304.17
2008-05-05,305.945
2008-05-06,306.846
2008-05-07,307.496
2008-05-08,309.342
2008-05-09,308.596
2008-05-12,311.721
2008-05-13,313.443
2008-05-14,314.976
2008-05-15,316.748
2008-05-16,320.301
2008-05-19,322.176
2008-05-20,320.098
2008-05-21,320.566
2008-05-22,318.554
2008-05-23,315.422
2008-05-26,314.715
2008-05-27,313.321
2008-05-28,314.769
2008-05-29,313.259
2008-05-30,313.545
2008-06-02,313.498
2008-06-03,312.505
2008-06-04,310.857
2008-06-05,315.472
2008-06-06,318.233
2008-06-09,314.664
2008-06-10,307.633
2008-06-11,306.162
2008-06-12,303.351
2008-06-13,302.377
2008-06-16,306.042
2008-06-17,309.293
2008-06-18,304.046
2008-06-19,298.234
2008-06-20,297.638
2008-06-23,294.976
2008-06-24,291.523
2008-06-25,295.13
2008-06-26,293.554
2008-06-27,289.94
2008-06-30,291.472
2008-07-01,284.141
2008-07-02,282.405
2008-07-03,275.197
2008-07-04,273.623
2008-07-07,276.686
2008-07-08,270.144
2008-07-09,276.922
2008-07-10,275.695
2008-07-11,272.912
2008-07-14,272.736
2008-07-15,268.549
2008-07-16,265.419
2008-07-17,274.344
2008-07-18,277.698
2008-07-21,282.72
2008-07-22,281.114
2008-07-23,281.596
2008-07-24,277.198
2008-07-25,276.143
2008-07-28,273.779
2008-07-29,271.766
2008-07-30,276.971
2008-07-31,276.269
2008-08-01,276.962
2008-08-04,275.274
2008-08-05,276.957
2008-08-06,281.027
2008-08-07,278.471
2008-08-08,273.175
2008-08-11,276.046
2008-08-12,274.169
2008-08-13,270.023
2008-08-14,271.811
2008-08-15,271.23
2008-08-18,271.382
2008-08-19,265.483
2008-08-20,266.346
2008-08-21,266.351
2008-08-22,269.178
2008-08-25,268.291
2008-08-26,266.485
2008-08-27,267.058
2008-08-28,269.466
2008-08-29,275.865
2008-09-01,272.31
2008-09-02,271.137
2008-09-03,268.451
2008-09-04,262.369
2008-09-05,256.19
2008-09-08,261.589
2008-09-09,256.34
2008-09-10,253.755
2008-09-11,248.483
2008-09-12,255.554
2008-09-15,250.954
2008-09-16,245.972
2008-09-17,242.409
2008-09-18,243.753
2008-09-19,252.868
2008-09-22,257.304
2008-09-23,251.793
2008-09-24,251.624
2008-09-25,251.871
2008-09-26,247.232
2008-09-29,234.296
2008-09-30,230.446
2008-10-01,229.431
2008-10-02,224.302
2008-10-03,223.43
2008-10-06,204.362
2008-10-07,203.575
2008-10-08,190.033
2008-10-09,189.842
2008-10-10,175.802
2008-10-13,191.59
2008-10-14,201.349
2008-10-15,190.837
2008-10-16,178.954
2008-10-17,178.74
2008-10-20,178.921
2008-10-21,180.136
2008-10-22,168.774
2008-10-23,164.599
2008-10-24,152.365
2008-10-27,143.436
2008-10-28,143.886
2008-10-29,154.063
2008-10-30,159.885
2008-10-31,161.741
2008-11-03,169.029
2008-11-04,178.815
2008-11-05,177.554
2008-11-06,166.462
2008-11-07,164.667
2008-11-10,168.971
2008-11-11,160.403
2008-11-12,157.588
2008-11-13,153.397
2008-11-14,154.301
2008-11-17,150.471
2008-11-18,148.454
2008-11-19,144.689
2008-11-20,136.331
2008-11-21,133.114
2008-11-24,142.617
2008-11-25,143.984
2008-11-26,143.418
2008-11-27,146.987
2008-11-28,142.788
2008-12-01,138.403
2008-12-02,139.557
2008-12-03,139.561
2008-12-04,139.972
2008-12-05,135.652
2008-12-08,142.739
2008-12-09,142.462
2008-12-10,143.725
2008-12-11,143.525
2008-12-12,142.506
2008-12-15,146.522
2008-12-16,147.268
2008-12-17,151.576
2008-12-18,151.173
2008-12-19,146.555
2008-12-22,145.583
2008-12-23,145.716
2008-12-24,145.959
2008-12-25,145.959
2008-12-26,146.663
2008-12-29,149.663
2008-12-30,152.271
2008-12-31,149.801
2009-01-01,149.801
2009-01-02,157.205
2009-01-05,157.7
2009-01-06,157.051
2009-01-07,158.478
2009-01-08,158.283
2009-01-09,155.818
2009-01-12,152.199
2009-01-13,148.462
2009-01-14,144.207
2009-01-15,142.142
2009-01-16,145.114
2009-01-19,141.283
2009-01-20,136.382
2009-01-21,135.908
2009-01-22,136.847
2009-01-23,132.818
2009-01-26,138.934
2009-01-27,139.736
2009-01-28,143.78
2009-01-29,141.548
2009-01-30,140.959
2009-02-02,136.632
2009-02-03,139.855
2009-02-04,140.954
2009-02-05,141.607
2009-02-06,143.907
2009-02-09,150.184
2009-02-10,148.172
2009-02-11,144.842
2009-02-12,141.44
2009-02-13,144.007
2009-02-16,141.937
2009-02-17,135.534
2009-02-18,133.376
2009-02-19,135.156
2009-02-20,130.576
2009-02-23,131.225
2009-02-24,131.588
2009-02-25,132.264
2009-02-26,134.362
2009-02-27,132.984
2009-03-02,128.6
2009-03-03,124.518
2009-03-04,127.888
2009-03-05,123.09
2009-03-06,121.094
2009-03-09,118.857
2009-03-10,124.259
2009-03-11,126.152
2009-03-12,126.402
2009-03-13,127.502
2009-03-16,130.399
2009-03-17,130.295
2009-03-18,130.662
2009-03-19,137.841
2009-03-20,137.273
2009-03-23,139.924
2009-03-24,138.527
2009-03-25,139.594
2009-03-26,140.227
2009-03-27,135.753
2009-03-30,130.725
2009-03-31,135.565
2009-04-01,137.743
2009-04-02,145.895
2009-04-03,146.083
2009-04-06,145.926
2009-04-07,142.256
2009-04-08,143.462
2009-04-09,146.221
2009-04-10,146.221
2009-04-13,147.461
2009-04-14,150.874
2009-04-15,154.118
2009-04-16,156.199
2009-04-17,160.366
2009-04-20,152.43
2009-04-21,153.322
2009-04-22,157.157
2009-04-23,159.162
2009-04-24,163.302
2009-04-27,161.939
2009-04-28,159.157
2009-04-29,165.285
2009-04-30,166.92
2009-05-01,166.945
2009-05-04,173.899
2009-05-05,173.205
2009-05-06,175.651
2009-05-07,178.988
2009-05-08,182.872
2009-05-11,179.555
2009-05-12,178.41
2009-05-13,172.633
2009-05-14,171.032
2009-05-15,174.283
2009-05-18,176.275
2009-05-19,180.927
2009-05-20,186.212
2009-05-21,183.096
2009-05-22,186.513
2009-05-25,185.844
2009-05-26,184.15
2009-05-27,185.462
2009-05-28,183.797
2009-05-29,187.051
2009-06-01,192.326
2009-06-02,195.917
2009-06-03,191.5
2009-06-04,189.876
2009-06-05,187.543
2009-06-08,184.083
2009-06-09,186.714
2009-06-10,189.449
2009-06-11,191.402
2009-06-12,190.376
2009-06-15,183.692
2009-06-16,184.228
2009-06-17,178.558
2009-06-18,181.216
2009-06-19,182.78
2009-06-22,176.174
2009-06-23,176.65
2009-06-24,181.975
2009-06-25,181.073
2009-06-26,185.076
2009-06-29,188.038
2009-06-30,186.795
2009-07-01,190.32
2009-07-02,186.518
2009-07-03,185.688
2009-07-06,181.504
2009-07-07,182.848
2009-07-08,177.419
2009-07-09,179.31
2009-07-10,178.078
2009-07-13,180.442
2009-07-14,182.196
2009-07-15,188.305
2009-07-16,189.249
2009-07-17,189.21
2009-07-20,192.887
2009-07-21,194.981
2009-07-22,194.601
2009-07-23,195.78
2009-07-24,196.296
2009-07-27,198.157
2009-07-28,194.863
2009-07-29,195.079
2009-07-30,198.148
2009-07-31,201.42
2009-08-03,206.904
2009-08-04,206.033
2009-08-05,207.109
2009-08-06,210.815
2009-08-07,210.355
2009-08-10,212.489
2009-08-11,209.765
2009-08-12,210.875
2009-08-13,214.401
2009-08-14,213.491
2009-08-17,205.926
2009-08-18,209.092
2009-08-19,211.049
2009-08-20,215.857
2009-08-21,220.783
2009-08-24,225.173
2009-08-25,228.154
2009-08-26,226.172
2009-08-27,222.713
2009-08-28,230.623
2009-08-31,227.301
2009-09-01,223.687
2009-09-02,217.452
2009-09-03,220.603
2009-09-04,225.701
2009-09-07,231.56
2009-09-08,235.17
2009-09-09,238.182
2009-09-10,239.124
2009-09-11,242.201
2009-09-14,238.951
2009-09-15,241.944
2009-09-16,247.023
2009-09-17,247.926
2009-09-18,246.853
2009-09-21,243.234
2009-09-22,245.884
2009-09-23,246.715
2009-09-24,241.546
2009-09-25,239.426
2009-09-28,240.217
2009-09-29,241.673
2009-09-30,242.18
2009-10-01,237.792
2009-10-02,233.213
2009-10-05,236.87
2009-10-06,245.794
2009-10-07,243.581
2009-10-08,248.354
2009-10-09,249.908
2009-10-12,254.372
2009-10-13,252.436
2009-10-14,256.688
2009-10-15,259.025
2009-10-16,258.324
2009-10-19,260.497
2009-10-20,259.788
2009-10-21,259.337
2009-10-22,257.167
2009-10-23,257.804
2009-10-26,251.862
2009-10-27,245.529
2009-10-28,235.552
2009-10-29,247.327
2009-10-30,243.688
2009-11-02,243.333
2009-11-03,236.582
2009-11-04,244.659
2009-11-05,247.145
2009-11-06,246.077
2009-11-09,252.242
2009-11-10,251.134
2009-11-11,252.814
2009-11-12,249.508
2009-11-13,251.894
2009-11-16,257.358
2009-11-17,254.38
2009-11-18,258.09
2009-11-19,253.507
2009-11-20,252.828
2009-11-23,258.105
2009-11-24,258.261
2009-11-25,258.431
2009-11-26,250.01
2009-11-27,252.921
2009-11-30,249.611
2009-12-01,257.851
2009-12-02,258.168
2009-12-03,258.204
2009-12-04,254.442
2009-12-07,254.659
2009-12-08,250.109
2009-12-09,246.899
2009-12-10,247.376
2009-12-11,245.149
2009-12-14,246.381
2009-12-15,244.162
2009-12-16,245.349
2009-12-17,241.04
2009-12-18,239.549
2009-12-21,242.116
2009-12-22,241.324
2009-12-23,243.381
2009-12-24,244.675
2009-12-25,244.675
2009-12-28,246.666
2009-12-29,246.718
2009-12-30,244.906
2009-12-31,245.883
2010-01-01,245.883
2010-01-04,252.933
2010-01-05,256.097
2010-01-06,258.487
2010-01-07,258.257
2010-01-08,259.213
2010-01-11,264.877
2010-01-12,262.408
2010-01-13,263.349
2010-01-14,264.34
2010-01-15,262.723
2010-01-18,264.045
2010-01-19,262.214
2010-01-20,256.257
2010-01-21,253.001
2010-01-22,249.855
2010-01-25,250.803
2010-01-26,249.265
2010-01-27,248.801
2010-01-28,247.514
2010-01-29,246.51
2010-02-01,249.588
2010-02-02,254.629
2010-02-03,253.311
2010-02-04,244.151
2010-02-05,235.194
2010-02-08,234.276
2010-02-09,237.415
2010-02-10,238.654
2010-02-11,237.722
2010-02-12,237.223
2010-02-15,236.46
2010-02-16,239.227
2010-02-17,241.512
2010-02-18,242.497
2010-02-19,241.178
2010-02-22,244.449
2010-02-23,243.183
2010-02-24,242.805
2010-02-25,239.64
2010-02-26,245.718
2010-03-01,244.902
2010-03-02,249.138
2010-03-03,255.021
2010-03-04,254.941
2010-03-05,256.468
2010-03-08,255.984
2010-03-09,254.728
2010-03-10,258.609
2010-03-11,256.699
2010-03-12,261.336
2010-03-15,259.597
2010-03-16,264.21
2010-03-17,266.012
2010-03-18,263.685
2010-03-19,260.776
2010-03-22,261.1
2010-03-23,264.195
2010-03-24,260.872
2010-03-25,263.682
2010-03-26,262.796
2010-03-29,264.923
2010-03-30,262.19
2010-03-31,262.495
2010-04-01,265.979
2010-04-02,265.979
2010-04-05,265.37
2010-04-06,265.879
2010-04-07,265.048
2010-04-08,262.899
2010-04-09,266.906
2010-04-12,271.293
2010-04-13,268.374
2010-04-14,271.264
2010-04-15,271.326
2010-04-16,267.203
2010-04-19,263.395
2010-04-20,266.851
2010-04-21,266.279
2010-04-22,260.599
2010-04-23,264.461
2010-04-26,265.492
2010-04-27,259.461
2010-04-28,249.083
2010-04-29,255.058
2010-04-30,255.87
2010-05-03,255.738
2010-05-04,243.853
2010-05-05,233.5
2010-05-06,228.74
2010-05-07,218.307
2010-05-10,239.988
2010-05-11,234.359
2010-05-12,241.561
2010-05-13,240.432
2010-05-14,230.947
2010-05-17,225.734
2010-05-18,231.053
2010-05-19,225.028
2010-05-20,218.842
2010-05-21,224.065
2010-05-24,221.718
2010-05-25,211.74
2010-05-26,217.769
2010-05-27,226.6
2010-05-28,227.605
2010-05-31,227.467
2010-06-01,228.727
2010-06-02,226.993
2010-06-03,230.262
2010-06-04,223.299
2010-06-07,218.721
2010-06-08,217.827
2010-06-09,223.201
2010-06-10,227.903
2010-06-11,228.335
2010-06-14,233.872
2010-06-15,234.405
2010-06-16,233.617
2010-06-17,233.787
2010-06-18,235.737
2010-06-21,236.422
2010-06-22,234.653
2010-06-23,231.477
2010-06-24,228.455
2010-06-25,227.302
2010-06-28,231.056
2010-06-29,222.071
2010-06-30,223.015
2010-07-01,222.283
2010-07-02,225.337
2010-07-05,224.305
2010-07-06,232.714
2010-07-07,233.818
2010-07-08,237.216
2010-07-09,237.451
2010-07-12,237.091
2010-07-13,241.377
2010-07-14,242.818
2010-07-15,243.781
2010-07-16,242.441
2010-07-19,241.753
2010-07-20,237.926
2010-07-21,239.575
2010-07-22,245.496
2010-07-23,244.014
2010-07-26,248.509
2010-07-27,250.603
2010-07-28,250.763
2010-07-29,251.406
2010-07-30,252.474
2010-08-02,259.402
2010-08-03,260.124
2010-08-04,258.689
2010-08-05,258.942
2010-08-06,260.088
2010-08-09,261.082
2010-08-10,256.214
2010-08-11,246.655
2010-08-12,243.976
2010-08-13,243.685
2010-08-16,244.636
2010-08-17,248.759
2010-08-18,249.215
2010-08-19,246.075
2010-08-20,240.517
2010-08-23,241.572
2010-08-24,239.623
2010-08-25,239.455
2010-08-26,244.314
2010-08-27,246.766
2010-08-30,246.508
2010-08-31,246.338
2010-09-01,253.211
2010-09-02,253.814
2010-09-03,256.26
2010-09-06,257.333
2010-09-07,251.939
2010-09-08,253.129
2010-09-09,254.417
2010-09-10,254.713
2010-09-13,260.479
2010-09-14,262.425
2010-09-15,263.34
2010-09-16,264.568
2010-09-17,262.597
2010-09-20,266.823
2010-09-21,270.755
2010-09-22,274.183
