Date,BELGIUM SMALL GROWTH Small Cap
2002-03-14,352.133
2002-03-15,352.627
2002-03-18,350.157
2002-03-19,352.347
2002-03-20,352.682
2002-03-21,351.09
2002-03-22,351.658
2002-03-25,350.82
2002-03-26,347.554
2002-03-27,344.483
2002-03-28,346.204
2002-03-29,346.204
2002-04-01,349.042
2002-04-02,348.731
2002-04-03,350.423
2002-04-04,350.891
2002-04-05,349.619
2002-04-08,347.286
2002-04-09,345.388
2002-04-10,350.063
2002-04-11,350.388
2002-04-12,349.599
2002-04-15,346.744
2002-04-16,349.647
2002-04-17,355.312
2002-04-18,351.042
2002-04-19,350.468
2002-04-22,349.461
2002-04-23,350.333
2002-04-24,353.032
2002-04-25,354.591
2002-04-26,352.854
2002-04-29,354.089
2002-04-30,354.707
2002-05-01,356.714
2002-05-02,350.109
2002-05-03,354.336
2002-05-06,355.679
2002-05-07,352.679
2002-05-08,351.925
2002-05-09,350.81
2002-05-10,351.62
2002-05-13,351.071
2002-05-14,349.588
2002-05-15,352.158
2002-05-16,351.657
2002-05-17,357.828
2002-05-20,358.635
2002-05-21,355.249
2002-05-22,356.239
2002-05-23,353.937
2002-05-24,355.577
2002-05-27,354.634
2002-05-28,357.308
2002-05-29,353.196
2002-05-30,358.754
2002-05-31,358.955
2002-06-03,358.584
2002-06-04,360.279
2002-06-05,358.208
2002-06-06,363.616
2002-06-07,363.703
2002-06-10,364.241
2002-06-11,363.965
2002-06-12,358.336
2002-06-13,350.405
2002-06-14,343.472
2002-06-17,352.096
2002-06-18,353.17
2002-06-19,354.755
2002-06-20,357.673
2002-06-21,360.434
2002-06-24,356.647
2002-06-25,355.594
2002-06-26,356.837
2002-06-27,353.493
2002-06-28,361.106
2002-07-01,362.534
2002-07-02,356.473
2002-07-03,350.863
2002-07-04,354.023
2002-07-05,355.043
2002-07-08,359.828
2002-07-09,360.832
2002-07-10,351.534
2002-07-11,342.902
2002-07-12,343.803
2002-07-15,341.772
2002-07-16,341.102
2002-07-17,343.529
2002-07-18,346.522
2002-07-19,342.74
2002-07-22,331.465
2002-07-23,323.643
2002-07-24,315.143
2002-07-25,328.974
2002-07-26,331.219
2002-07-29,338.232
2002-07-30,339.163
2002-07-31,341.293
2002-08-01,335.557
2002-08-02,335.724
2002-08-05,326.254
2002-08-06,316.936
2002-08-07,318.781
2002-08-08,322.336
2002-08-09,324.342
2002-08-12,322.849
2002-08-13,326.649
2002-08-14,327.363
2002-08-15,328.788
2002-08-16,326.128
2002-08-19,328.367
2002-08-20,327.276
2002-08-21,332.15
2002-08-22,333.881
2002-08-23,338.742
2002-08-26,340.998
2002-08-27,345.311
2002-08-28,342.549
2002-08-29,341.253
2002-08-30,339.963
2002-09-02,337.167
2002-09-03,336.832
2002-09-04,337.711
2002-09-05,336.407
2002-09-06,333.54
2002-09-09,327.247
2002-09-10,327.904
2002-09-11,329.198
2002-09-12,328.41
2002-09-13,326.557
2002-09-16,325.956
2002-09-17,323.87
2002-09-18,322.902
2002-09-19,323.177
2002-09-20,320.064
2002-09-23,319.138
2002-09-24,312.77
2002-09-25,311.957
2002-09-26,315.656
2002-09-27,317.045
2002-09-30,317.467
2002-10-01,320.25
2002-10-02,318.338
2002-10-03,315.932
2002-10-04,311.137
2002-10-07,310.261
2002-10-08,306.472
2002-10-09,306.726
2002-10-10,301.965
2002-10-11,309.373
2002-10-14,303.636
2002-10-15,310.418
2002-10-16,315.006
2002-10-17,315.026
2002-10-18,319.874
2002-10-21,322.132
2002-10-22,323.759
2002-10-23,324.638
2002-10-24,326.009
2002-10-25,324.533
2002-10-28,328.555
2002-10-29,325.638
2002-10-30,326.775
2002-10-31,335.885
2002-11-01,335.303
2002-11-04,334.78
2002-11-05,342.639
2002-11-06,341.264
2002-11-07,347.618
2002-11-08,348.107
2002-11-11,348.139
2002-11-12,350.105
2002-11-13,349.619
2002-11-14,352.616
2002-11-15,345.26
2002-11-18,351.754
2002-11-19,351.995
2002-11-20,344.039
2002-11-21,347.283
2002-11-22,346.416
2002-11-25,347.361
2002-11-26,338.908
2002-11-27,340.339
2002-11-28,337.633
2002-11-29,339.172
2002-12-02,344.441
2002-12-03,346.598
2002-12-04,346.813
2002-12-05,343.914
2002-12-06,345.914
2002-12-09,343.663
2002-12-10,342.731
2002-12-11,341.653
2002-12-12,342.639
2002-12-13,335.636
2002-12-16,335.204
2002-12-17,336.059
2002-12-18,341.782
2002-12-19,344.378
2002-12-20,342.631
2002-12-23,343.182
2002-12-24,345.651
2002-12-25,345.651
2002-12-26,346.522
2002-12-27,344.519
2002-12-30,351.204
2002-12-31,355.382
2003-01-01,355.382
2003-01-02,349.769
2003-01-03,350.697
2003-01-06,350.297
2003-01-07,349.775
2003-01-08,347.303
2003-01-09,350.496
2003-01-10,354.292
2003-01-13,353.872
2003-01-14,356.043
2003-01-15,356.511
2003-01-16,355.624
2003-01-17,355.504
2003-01-20,356.187
2003-01-21,358.751
2003-01-22,357.891
2003-01-23,357.777
2003-01-24,360.23
2003-01-27,355.636
2003-01-28,355.891
2003-01-29,357.035
2003-01-30,355.553
2003-01-31,360.639
2003-02-03,344.026
2003-02-04,345.886
2003-02-05,339.737
2003-02-06,334.034
2003-02-07,334.767
2003-02-10,332.467
2003-02-11,330.628
2003-02-12,328.429
2003-02-13,333.244
2003-02-14,335.786
2003-02-17,335.394
2003-02-18,333.755
2003-02-19,331.413
2003-02-20,337.368
2003-02-21,338.752
2003-02-24,332.063
2003-02-25,324.756
2003-02-26,326.652
2003-02-27,324.642
2003-02-28,326.188
2003-03-03,328.62
2003-03-04,325.853
2003-03-05,330.46
2003-03-06,327.342
2003-03-07,322.966
2003-03-10,320.737
2003-03-11,321.392
2003-03-12,313.54
2003-03-13,315.927
2003-03-14,319.906
2003-03-17,316.23
2003-03-18,312.277
2003-03-19,313.233
2003-03-20,315.772
2003-03-21,316.502
2003-03-24,318.453
2003-03-25,318.43
2003-03-26,321.079
2003-03-27,325.375
2003-03-28,325.97
2003-03-31,330.832
2003-04-01,333.583
2003-04-02,335.27
2003-04-03,333.815
2003-04-04,337.718
2003-04-07,345.51
2003-04-08,341.398
2003-04-09,343.864
2003-04-10,348.125
2003-04-11,347.288
2003-04-14,350.669
2003-04-15,357.918
2003-04-16,360.321
2003-04-17,359.599
2003-04-18,359.599
2003-04-21,358.049
2003-04-22,357.313
2003-04-23,362.243
2003-04-24,365.432
2003-04-25,362.445
2003-04-28,361.819
2003-04-29,364.909
2003-04-30,373.626
2003-05-01,377.057
2003-05-02,371.679
2003-05-05,371.129
2003-05-06,375.497
2003-05-07,383.416
2003-05-08,380.793
2003-05-09,388.113
2003-05-12,385.487
2003-05-13,384.105
2003-05-14,383.216
2003-05-15,379.992
2003-05-16,392.323
2003-05-19,391.6
2003-05-20,397.791
2003-05-21,397.14
2003-05-22,401.234
2003-05-23,407.421
2003-05-26,407.841
2003-05-27,413.412
2003-05-28,406.67
2003-05-29,411.528
2003-05-30,412.117
2003-06-02,408.364
2003-06-03,412.135
2003-06-04,420.443
2003-06-05,427.552
2003-06-06,427.567
2003-06-09,425.85
2003-06-10,416.665
2003-06-11,421.589
2003-06-12,417.953
2003-06-13,417.477
2003-06-16,424.973
2003-06-17,421.359
2003-06-18,414.098
2003-06-19,413.929
2003-06-20,413.867
2003-06-23,409.216
2003-06-24,404.863
2003-06-25,408.772
2003-06-26,400.748
2003-06-27,406.826
2003-06-30,416.563
2003-07-01,417.063
2003-07-02,414.999
2003-07-03,416.863
2003-07-04,413.24
2003-07-07,408.516
2003-07-08,406.882
2003-07-09,405.763
2003-07-10,404.176
2003-07-11,404.716
2003-07-14,404.989
2003-07-15,408.306
2003-07-16,406.789
2003-07-17,406.148
2003-07-18,402.99
2003-07-21,410.195
2003-07-22,410.32
2003-07-23,411.822
2003-07-24,416.932
2003-07-25,420.282
2003-07-28,418.009
2003-07-29,421.404
2003-07-30,417.432
2003-07-31,415.913
2003-08-01,421.785
2003-08-04,426.977
2003-08-05,427.935
2003-08-06,425.107
2003-08-07,429.985
2003-08-08,430.523
2003-08-11,431.495
2003-08-12,430.851
2003-08-13,432.066
2003-08-14,431.062
2003-08-15,431.817
2003-08-18,432.157
2003-08-19,428.693
2003-08-20,431.97
2003-08-21,428.297
2003-08-22,423.176
2003-08-25,422.323
2003-08-26,420.435
2003-08-27,424.962
2003-08-28,426.117
2003-08-29,433.547
2003-09-01,440.393
2003-09-02,436.767
2003-09-03,435.961
2003-09-04,439.645
2003-09-05,444.026
2003-09-08,450.518
2003-09-09,456.643
2003-09-10,455.405
2003-09-11,452.722
2003-09-12,456.556
2003-09-15,455.237
2003-09-16,454.072
2003-09-17,455.132
2003-09-18,462.384
2003-09-19,463.165
2003-09-22,462.874
2003-09-23,463.919
2003-09-24,466.474
2003-09-25,467.43
2003-09-26,471.546
2003-09-29,471.655
2003-09-30,477.622
2003-10-01,481.814
2003-10-02,478.594
2003-10-03,478.261
2003-10-06,476.698
2003-10-07,484.404
2003-10-08,482.167
2003-10-09,485.038
2003-10-10,483.23
2003-10-13,475.819
2003-10-14,478.121
2003-10-15,479.613
2003-10-16,486.544
2003-10-17,482.991
2003-10-20,489.223
2003-10-21,487.298
2003-10-22,488.628
2003-10-23,482.063
2003-10-24,480.814
2003-10-27,479.653
2003-10-28,478.829
2003-10-29,476.852
2003-10-30,481.402
2003-10-31,481.407
2003-11-03,474.88
2003-11-04,478.563
2003-11-05,479.948
2003-11-06,481.472
2003-11-07,484.84
2003-11-10,485.645
2003-11-11,489.08
2003-11-12,491.485
2003-11-13,494.748
2003-11-14,495.765
2003-11-17,490.633
2003-11-18,486.628
2003-11-19,490.848
2003-11-20,487.603
2003-11-21,495.89
2003-11-24,489.402
2003-11-25,494.73
2003-11-26,499.962
2003-11-27,496.098
2003-11-28,498.357
2003-12-01,496.256
2003-12-02,504.733
2003-12-03,503.755
2003-12-04,503.38
2003-12-05,504.471
2003-12-08,505.184
2003-12-09,509.592
2003-12-10,507.946
2003-12-11,501.528
2003-12-12,509.382
2003-12-15,511.507
2003-12-16,511.794
2003-12-17,516.795
2003-12-18,517.46
2003-12-19,515.478
2003-12-22,519.634
2003-12-23,519.438
2003-12-24,520.095
2003-12-25,520.095
2003-12-26,519.887
2003-12-29,524.9
2003-12-30,525.439
2003-12-31,533.375
2004-01-01,533.375
2004-01-02,533.533
2004-01-05,540.78
2004-01-06,550.846
2004-01-07,543.669
2004-01-08,552.439
2004-01-09,558.485
2004-01-12,554.879
2004-01-13,555.684
2004-01-14,558.527
2004-01-15,555.496
2004-01-16,560.764
2004-01-19,563.26
2004-01-20,573.523
2004-01-21,577.202
2004-01-22,583.663
2004-01-23,585.97
2004-01-26,581.602
2004-01-27,585.126
2004-01-28,584.685
2004-01-29,572.195
2004-01-30,574.158
2004-02-02,576.721
2004-02-03,581.458
2004-02-04,579.294
2004-02-05,582.451
2004-02-06,586.892
2004-02-09,591.845
2004-02-10,594.026
2004-02-11,595.706
2004-02-12,610.489
2004-02-13,604.057
2004-02-16,604.285
2004-02-17,609.642
2004-02-18,612.715
2004-02-19,611.635
2004-02-20,603.495
2004-02-23,608.911
2004-02-24,610.709
2004-02-25,606.45
2004-02-26,612.412
2004-02-27,614.118
2004-03-01,616.253
2004-03-02,606.141
2004-03-03,602.341
2004-03-04,608.679
2004-03-05,622.889
2004-03-08,613.894
2004-03-09,615.863
2004-03-10,600.752
2004-03-11,582.813
2004-03-12,579.82
2004-03-15,575.082
2004-03-16,585.355
2004-03-17,583.447
2004-03-18,587.162
2004-03-19,578.176
2004-03-22,570.434
2004-03-23,567.329
2004-03-24,563.455
2004-03-25,568.476
2004-03-26,565.301
2004-03-29,567.658
2004-03-30,572.426
2004-03-31,579.415
2004-04-01,583.284
2004-04-02,579.53
2004-04-05,570.968
2004-04-06,576.578
2004-04-07,582.37
2004-04-08,582.21
2004-04-09,582.21
2004-04-12,580.575
2004-04-13,575.172
2004-04-14,575.03
2004-04-15,575.999
2004-04-16,584.136
2004-04-19,579.537
2004-04-20,576.574
2004-04-21,571.48
2004-04-22,570.919
2004-04-23,571.857
2004-04-26,571.855
2004-04-27,571.348
2004-04-28,565.776
2004-04-29,568.939
2004-04-30,570.885
2004-05-03,569.101
2004-05-04,569.983
2004-05-05,579.135
2004-05-06,572.485
2004-05-07,565.159
2004-05-10,548.367
2004-05-11,551.396
2004-05-12,557.701
2004-05-13,557.55
2004-05-14,559.834
2004-05-17,560.229
2004-05-18,558.381
2004-05-19,568.118
2004-05-20,565.279
2004-05-21,565.731
2004-05-24,558.858
2004-05-25,567.887
2004-05-26,573.249
2004-05-27,579.216
2004-05-28,577.922
2004-05-31,578.601
2004-06-01,586.634
2004-06-02,600.493
2004-06-03,593.415
2004-06-04,595.584
2004-06-07,606.568
2004-06-08,601.223
2004-06-09,586.504
2004-06-10,588.353
2004-06-11,581.847
2004-06-14,580.953
2004-06-15,585.421
2004-06-16,582.336
2004-06-17,582.406
2004-06-18,595.61
2004-06-21,592.577
2004-06-22,591.482
2004-06-23,592.318
2004-06-24,598.049
2004-06-25,600.707
2004-06-28,594.204
2004-06-29,587.773
2004-06-30,589.504
2004-07-01,594.721
2004-07-02,597.674
2004-07-05,600.248
2004-07-06,598.252
2004-07-07,600.763
2004-07-08,602.437
2004-07-09,599.388
2004-07-12,601.376
2004-07-13,599.779
2004-07-14,609.317
2004-07-15,599.977
2004-07-16,601.077
2004-07-19,596.058
2004-07-20,590.685
2004-07-21,586.114
2004-07-22,584.043
2004-07-23,576.797
2004-07-26,577.931
2004-07-27,574.891
2004-07-28,572.965
2004-07-29,577.754
2004-07-30,573.704
2004-08-02,572.477
2004-08-03,575.713
2004-08-04,575.648
2004-08-05,576.409
2004-08-06,585.706
2004-08-09,575.341
2004-08-10,576.91
2004-08-11,569.649
2004-08-12,566.995
2004-08-13,572.08
2004-08-16,568.273
2004-08-17,565.762
2004-08-18,564.196
2004-08-19,593.489
2004-08-20,600.02
2004-08-23,603.713
2004-08-24,597.164
2004-08-25,601.584
2004-08-26,602.573
2004-08-27,602.32
2004-08-30,601.697
2004-08-31,605.545
2004-09-01,604.942
2004-09-02,608.09
2004-09-03,610.183
2004-09-06,613.472
2004-09-07,616.998
2004-09-08,624.274
2004-09-09,622.075
2004-09-10,623.656
2004-09-13,619.219
2004-09-14,621.546
2004-09-15,615.008
2004-09-16,613.628
2004-09-17,618.369
2004-09-20,619.016
2004-09-21,624.232
2004-09-22,623.44
2004-09-23,615.925
2004-09-24,618.743
2004-09-27,617.365
2004-09-28,620.452
2004-09-29,620.952
2004-09-30,626.353
2004-10-01,626.198
2004-10-04,624.277
2004-10-05,628.513
2004-10-06,625.608
2004-10-07,622.527
2004-10-08,623.834
2004-10-11,621.317
2004-10-12,616.27
2004-10-13,624.498
2004-10-14,635.482
2004-10-15,652.787
2004-10-18,653.981
2004-10-19,660.024
2004-10-20,660.919
2004-10-21,662.463
2004-10-22,668.92
2004-10-25,664.692
2004-10-26,667.638
2004-10-27,671.914
2004-10-28,675.156
2004-10-29,675.851
2004-11-01,676.66
2004-11-02,675.518
2004-11-03,681.615
2004-11-04,685.941
2004-11-05,701.332
2004-11-08,711.025
2004-11-09,702.241
2004-11-10,702.162
2004-11-11,702.246
2004-11-12,703.777
2004-11-15,709.968
2004-11-16,708.022
2004-11-17,701.658
2004-11-18,669.496
2004-11-19,669.44
2004-11-22,669.423
2004-11-23,675.259
2004-11-24,691.895
2004-11-25,684.321
2004-11-26,681.007
2004-11-29,687.952
2004-11-30,690.725
2004-12-01,707.651
2004-12-02,706.407
2004-12-03,715.25
2004-12-06,719.02
2004-12-07,718.394
2004-12-08,710.296
2004-12-09,708.306
2004-12-10,688.483
2004-12-13,698.043
2004-12-14,697.624
2004-12-15,700.644
2004-12-16,696.082
2004-12-17,691.448
2004-12-20,693.879
2004-12-21,695.617
2004-12-22,701.089
2004-12-23,707.633
2004-12-24,713.916
2004-12-27,725.233
2004-12-28,724.206
2004-12-29,720.761
2004-12-30,730.487
2004-12-31,733.201
2005-01-03,729.721
2005-01-04,730.837
2005-01-05,722.137
2005-01-06,714.843
2005-01-07,710.391
2005-01-10,711.469
2005-01-11,707.899
2005-01-12,717.616
2005-01-13,710.843
2005-01-14,707.471
2005-01-17,710.527
2005-01-18,711.719
2005-01-19,711.495
2005-01-20,703.643
2005-01-21,707.123
2005-01-24,711.801
2005-01-25,712.205
2005-01-26,718.792
2005-01-27,721.456
2005-01-28,722.454
2005-01-31,731.292
2005-02-01,743.877
2005-02-02,748.411
2005-02-03,741.513
2005-02-04,758.783
2005-02-07,749.606
2005-02-08,747.85
2005-02-09,746.662
2005-02-10,751.708
2005-02-11,753.928
2005-02-14,755.019
2005-02-15,751.855
2005-02-16,755.795
2005-02-17,759.12
2005-02-18,761.896
2005-02-21,760.986
2005-02-22,762.04
2005-02-23,755.787
2005-02-24,758.156
2005-02-25,769.11
2005-02-28,781.495
2005-03-01,776.233
2005-03-02,760.467
2005-03-03,758.092
2005-03-04,772.902
2005-03-07,768.519
2005-03-08,772.951
2005-03-09,768.648
2005-03-10,779.928
2005-03-11,792.444
2005-03-14,783.371
2005-03-15,784.891
2005-03-16,792.301
2005-03-17,783.321
2005-03-18,780.081
2005-03-21,776.121
2005-03-22,777.331
2005-03-23,768.066
2005-03-24,769.202
2005-03-25,769.202
2005-03-28,763.804
2005-03-29,763.94
2005-03-30,763.812
2005-03-31,770.829
2005-04-01,772.07
2005-04-04,762.4
2005-04-05,767.533
2005-04-06,769.996
2005-04-07,771.435
2005-04-08,767.665
2005-04-11,775.313
2005-04-12,777.211
2005-04-13,780.076
2005-04-14,772.501
2005-04-15,774.41
2005-04-18,766.987
2005-04-19,773.952
2005-04-20,774.423
2005-04-21,775.493
2005-04-22,774.363
2005-04-25,767.056
2005-04-26,761.936
2005-04-27,753.795
2005-04-28,742.054
2005-04-29,749.591
2005-05-02,749.087
2005-05-03,750.092
2005-05-04,752.773
2005-05-05,759.82
2005-05-06,757.829
2005-05-09,753.387
2005-05-10,753.535
2005-05-11,750.505
2005-05-12,716.854
2005-05-13,709.979
2005-05-16,704.791
2005-05-17,701.139
2005-05-18,705.369
2005-05-19,700.665
2005-05-20,696.854
2005-05-23,698.79
2005-05-24,706.155
2005-05-25,706.543
2005-05-26,706.52
2005-05-27,700.389
2005-05-30,693.996
2005-05-31,688.48
2005-06-01,686.452
2005-06-02,670.729
2005-06-03,670.653
2005-06-06,666.871
2005-06-07,670.489
2005-06-08,670.28
2005-06-09,658.503
2005-06-10,656.716
2005-06-13,654.97
2005-06-14,655.23
2005-06-15,661.106
2005-06-16,660.973
2005-06-17,666.927
2005-06-20,660.494
2005-06-21,660.641
2005-06-22,660.769
2005-06-23,660.633
2005-06-24,662.374
2005-06-27,661.139
2005-06-28,662.768
2005-06-29,664.203
2005-06-30,671.51
2005-07-01,667.267
2005-07-04,673.277
2005-07-05,670.351
2005-07-06,665.295
2005-07-07,660.721
2005-07-08,652.509
2005-07-11,666.128
2005-07-12,676.861
2005-07-13,674.267
2005-07-14,685.172
2005-07-15,677.24
2005-07-18,678.725
2005-07-19,677.496
2005-07-20,677.164
2005-07-21,687.282
2005-07-22,684.137
2005-07-25,680.927
2005-07-26,680.222
2005-07-27,685.021
2005-07-28,690.447
2005-07-29,692.182
2005-08-01,694.68
2005-08-02,699.685
2005-08-03,702.396
2005-08-04,707.337
2005-08-05,705.188
2005-08-08,707.828
2005-08-09,706.462
2005-08-10,705.947
2005-08-11,705.187
2005-08-12,701.064
2005-08-15,694.423
2005-08-16,690.655
2005-08-17,683.077
2005-08-18,673.883
2005-08-19,675.132
2005-08-22,679.781
2005-08-23,677.805
2005-08-24,669.86
2005-08-25,657.702
2005-08-26,663.497
2005-08-29,654.929
2005-08-30,658.436
2005-08-31,666.874
2005-09-01,681.231
2005-09-02,680.31
2005-09-05,677.263
2005-09-06,681.148
2005-09-07,680.494
2005-09-08,677.296
2005-09-09,679.501
2005-09-12,671.291
2005-09-13,666.493
2005-09-14,671.3
2005-09-15,664.782
2005-09-16,661.933
2005-09-19,654.752
2005-09-20,656.1
2005-09-21,658.109
2005-09-22,649.292
2005-09-23,649.843
2005-09-26,649.063
2005-09-27,648.682
2005-09-28,645.674
2005-09-29,647.256
2005-09-30,664.029
2005-10-03,655.722
2005-10-04,658.266
2005-10-05,659.547
2005-10-06,662.558
2005-10-07,657.221
2005-10-10,656.343
2005-10-11,650.576
2005-10-12,649.499
2005-10-13,634.977
2005-10-14,637.245
2005-10-17,637.745
2005-10-18,623.675
2005-10-19,618.296
2005-10-20,618.214
2005-10-21,617.236
2005-10-24,614.639
2005-10-25,624.647
2005-10-26,623.205
2005-10-27,622.992
2005-10-28,619.853
2005-10-31,614.267
2005-11-01,611.143
2005-11-02,615.959
2005-11-03,613.608
2005-11-04,602.384
2005-11-07,606.02
2005-11-08,603.211
2005-11-09,604.227
